280000000c	מתתיהו
2806180154	קיינער קען נישט דינען צוויי הארן; מחמת אדער ער וועט דעם איינעם פיינט האבן, און ליב האבן דעם אנדערן, אדער ער וועט זיך האלטן ביי איינעם, און דעם אנדערן פאראכטן. איר קענט נישט דינען ה׳ און ממון.
2806190184	דערפאר זאג איך אייך: זארגט נישט פאר אייער לעבן, וואס איר זאלט עסן, אדער וואס איר זאלט טרינקען; און אויך נישט פאר אייער גוף, וואס איר זאלט אנטאן. צי איז דען נישט דאס לעבן מער ווי די שפייז, און דער גוף מער ווי די קליידונג?
28061a0147	קוקט אויף די פייגל פון הימל, אז זיי זייען נישט, און שניידן נישט, און זאמלען אויך נישט אין שייערס אריין; און אייער הימלישער פאטער שפייזט זיי. צי זענט איר דען נישט פיל מער ווערט ווי זיי?
28061b0075	און ווער פון אייך זארגנדיק, קען צולייגן אן אייל צו זיין געוואוקס?
28061c00e4	און פארוואס זארגט איר זיך וועגן א מלבוש? לערנט זיך אראפ פון די ליליעס פון פעלד, ווי זיי וואקסן; זיי ארבעטן נישט און שפינען נישט;
28061d00b8	איך זאג אייך אבער, אז שלמה מיט זיין גאנצער פראכט איז נישט געווען אזוי אנגעטאן, ווי איינע פון די דאזיקע.
28061e0139	און אויב ה׳ קליידט אזוי אָן דאס גראז פון פעלד, וואס היינט איז עס דא, און צומארגנס ווערט עס געווארפן אין אויוון אריין, וועט ער דען נישט פיל מער אייך (קליידן), איר קליינגלויביקע?
28061f00e2	דעריבער זאלט איר נישט זארגן, אזוי צו זאגן: וואס וועלן מיר עסן, אדער וואס וועלן מיר טרינקען, אדער מיט וואס וועלן מיר זיך קליידן?
28062000b2	מחמת די אומות (העולם) זוכן דאס אלץ; יא, אייער הימלישער פאטער ווייסט, אז איר נויטיקט זיך אין דעם אלעם.
28062100ac	זוכט אבער צום אלעמערשטן זיין מלכות, און זיין גערעכטיקייט; און דאס אלץ וועט אייך צוגעגעבן ווערן.
28062200c7	זארגט זשע נישט אויף מארגן; מחמת דער מארגנדיקער טאג וועט זארגן פאר זיך אליין. דער טאג האט גענוג זיין אייגן בייז.
280701004b	משפט נישט, כדי איר זאלט נישט געמשפט ווערן.
28070200cf	מחמת מיט וואס פאר א משפט איר אורטיילט, וועט איר געמשפט ווערן, און מיט וועלכער מאס איר מעסט, וועט אייך געמאסטן ווערן.
28070300b8	און וואס זעסטו דאס שפענדל אין דיין ברודערס אויג, אבער דעם קלאץ, וואס איז אין דיין אויג, באמערקסטו נישט?
28070400d9	אדער ווי אזוי קענסטו זאגן צו דיין ברודער: לאז מיך ארויסנעמען דאס שפענדל פון דיין אויג; און זע, דער קלאץ איז אין דיין אויג?
28070500e7	דו צבועק, ווארף צום ערשט ארויס דעם קלאץ פון דיין אויג; און דעמאלט וועסטו זען קלאר ארויסצונעמען דאס שפענדל פון דיין ברודערס אויג.
2807060111	גיט נישט דאס הייליקע צו די הינט, און ווארפט נישט אייערע פערל פאר די חזירים, טאמער וועלן זיי זיי צעטרעטן מיט זייערע פיס, און אומקערנדיק זיך אייך צערייסן.
28070700c1	בעט, און עס וועט אייך געגעבן ווערן; זוכט, און איר וועט געפינען; קלאפט אָן, און עס וועט אייך אויפגעמאכט ווערן!
28070800b8	מחמת יעדער, וואס בעט, באקומט; און דער, וואס זוכט, געפינט; און דעם, וואס קלאפט אָן, וועט אויפגעמאכט ווערן.
28070900b8	אדער וועלכער מענטש צווישן אייך איז עס, וואס, אויב זיין זון זאל אים בעטן ברויט, וועט ער אים געבן א שטיין?
28070a0065	אדער אויב ער זאל בעטן א פיש, וועט ער דען אים געבן א שלאנג?
28070b0111	אויב דעריבער איר, זייענדיק שלעכט, ווייסט צו געבן גוטע גאב צו אייערע קינדער, וויפל מער וועט אייער פאטער, וואס איז אין הימל, געבן גוטס צו די, וואס בעטן אים?
28070c00d7	דעריבער אלץ, וואס איר ווילט, אז די מענטשן זאלן אייך טאן, טוט אויך אזוי פאר זיי; מחמת דאס דאזיקע איז די תורה און די נביאים.
28070d0127	גייט אריין דורך דעם ענגן טויער; ווייל געראם איז דאס טויער, און אויסגעברייטערט דער וועג, וואס פירט צו פארדארבונג, און א סך זענען עס, וואס גייען אריין דורך דעם דאזיקן.
28070e00bb	ווי ענג איז אבער דאס טויער, און שמאל דער וועג, וואס פירט צום לעבן, און ווייניק זענען די, וואס געפינען אים.
28070f00ce	היט זיך פאר די פאלשע נביאים, וואס קומען צו אייך אין קליידער פון שאף, אינעווייניק אבער זענען זיי פארצוקנדיקע וועלף.
28071000c0	פון זייערע פירות זאלט איר זיי דערקענען. צי קלויבט מען דען וויינטרויבן פון דערנער, אדער פייגן פון שטעכלקעס?
28071100a0	אזוי טראגט יעדער גוטער בוים גוטע פירות; דער פארפוילטער בוים אבער גיט ארויס שלעכטע פירות.
28071200b5	א גוטער בוים קען נישט ברענגען קיין שלעכטע פירות, און א פארפוילטער בוים נישט ברענגען קיין גוטע פירות.
28071300a9	יעדער בוים, וואס גיט נישט ארויס קיין גוטע פירות, ווערט אפגעהאקט, און געווארפן אין פייער אריין.
2807140056	דעריבער זאלט איר זיי דערקענען פון זייערע פירות.
28071500f6	נישט יעדער איינער, וואס זאגט צו מיר, האר, האר, וועט אריינגיין אין מלכות השמים, נאר דער, וואס טוט דעם רצון פון מיין פאטער, וואס איז אין הימל.
2807160149	א סך וועלן זאגן צו מיר אין יענעם טאג: האר, האר, צי האבן מיר דען נישט אין דיין נאמען נבואות געזאגט, און אין דיין נאמען ארויסגעטריבן בייזע גייסטער, און אין דיין נאמען געטאן א סך וואונדער?
28071700bf	און דעמאלט וועל איך מודה זיין פאר זיי: איך האב אייך קיינמאל נישט געקענט; אוועק פון מיר, איר, וואס טוט רשעות.
