2800000003	Mat
28060700af	Da da ɗǝgawa kur, a ɗuwam gwayars kǝ lava zikǝn ndǝk liye kwal tsa Yazhigǝl, liye da ghǝr tsitar ǝn kurana, da gwayars itar kǝ lava zikǝna, ka da tsǝnatru tsǝnud.
280608005e	Manam ba ndǝk itar bi, wirva tsa kǝ Dadur ad dǝge na kur, kǝda da takaɗa takaɗa tsǝkur.
2806090060	Auna ɗule da ɗǝgauda kur. Dadmare ǝn gharazhigǝl, Farghǝr fǝgud kǝ ɗakhaghe chuwaɗaɗ.
28060a0063	Tlǝksagha ausǝgin sǝgdagh. Manud ad dǝge ǝn nakh ǝn lard. Ndǝkve ǝn manud ǝn gharazhigǝl.
28060b0043	Bakǝnda bǝg dǝg zuwa khan, ndǝkve ǝn bakǝnda kha tsika fatsi.
28060c0050	Ɓisa kǝndana kha khepa khǝnd. Ndǝkve ɓisara kǝnda kǝ li mana kǝnda ghaz.
28060d004c	Ɓǝla kǝndu ba di daks da dlǝgd bi. Ai kat kǝnd kat ǝn dǝva kǝ wurdu.
28060e005d	Da ka ɓisarna kur kǝ li mana kura ghaz, Dadure ǝn gharazhigǝl tsuguna da ɓisa kura ɓis.
28060f0061	Ai da ka ɓisarna ba kur kǝ udakh tsugun bi, Dadure tsuguna, na ba da ɓisa kura khaipa khur bi.
28061000db	Dǝn zǝb ndǝl kur, bazamdu ba vakdi ndǝke mana mbaɗirakh bi. Ni itara ǝn bazdu kǝ nǝghda mǝdlara kǝ udakh itar kwarne ǝn zǝɓ ndǝl itar. Kaɗikaɗi ǝn kwara kura kǝ, audzala itar ǝn gǝmadu dǝg siga tar.
2806110046	Ya dǝn zǝɓ ndǝl kh, pardu kha vakdiyagh, masǝm kha wal ǝn ghǝr,
2806120093	ki khek katlga tsud kwarne, ǝn zǝɓ ndǝl kh, uk Dadaghe kwal nǝgha tsud da tsan. Dadaghe ǝn nǝgha dǝge manud ɓǝghanyan, da bakha dǝg sig.
280613008a	Dzakha mara ba lǝman kǝ ghǝrur ǝn lard bi, vake da bazdu terar zǝ kwalavi, zǝ vake da tǝkha gǝlakh kǝ chiɓanan kǝ daks da gǝl.
28061400a9	Dzakha mara kǝ ghǝrura ad lǝman ǝn gharazhigǝl, vake kwal da tǝkha kǝ tǝrara zǝ kwalavi kǝ bazdu, zǝ vake kwal tǝkha kǝ gǝl kǝ chiɓanan kǝ daks da gǝl.
280615002e	Wirva vake dǝ lǝmanagha, ǝn vin mǝkǝnagh.
280616005e	Diya in kara kazaza vǝgh, da ka lapi diyagha, ɗaga vǝgha gha ka da nǝga kǝ kheɗeɗ char.
2806170087	Da ka yanga ba diya bi, daghan vǝgha gha da nǝga kǝ gurtl char. Da nala kheɗaɗa vǝghagh kǝ gurtla, ka da zikakhghǝr zika gurtl.
28061800ce	Na ude tǝkha kǝ manarkhai kwatnakh kǝ dadmǝgh mits bi, akwa waygan ad fanga, ɗudan ad fang. Bi khǝmbarvan kǝ yana ka nenanan ad yan. Ən manawa ba gatars kǝ Yazhigǝl zǝ kwaɓ tsǝkha bǝrdagha bi.
28061900e6	Wirva yan ǝn kwara kura kwara kǝ, dzamam ba safur, zǝ dǝge da zuwa kur zǝ dǝge da khǝɓa kur bi, zǝ kadlange da tala kur kǝ vǝghur bi. A malga bakh safa ad dǝg zuwa? Tsǝguna a malga bakh vǝgh ad kadlange da tala kura?
28061a00e4	Ən nǝgha bakh kur ɗikakh ǝn pǝdlǝn tǝ gharazhigǝla, na itar ǝn tukha bi, na itar ǝn tsǝg khi bi, naba itar ǝn dza khi da kuvur bi. Sakhkana Dadure ǝn gharazhigǝl ǝn batra dǝg zu. A malga bakh ndangura ad ɗikakh?
28061b0061	Warek ǝn kur ǝn tǝ dǝva dǝ ɗangw sar tǝkha kǝ sǝgarghǝr ǝntla sart tetl kǝ safa sari?
28061c00c7	Ai wuɗek lava tsǝkur ǝn dzamghǝr ǝn tǝghǝr kǝ dǝge da tala kuri? Ən nǝgha bakh kur ɗaka kǝ sasikw zǝ firakh ǝn tǝ tǝghala? Na itar ǝn man tlǝr zǝ takhara kadlang kǝ ghǝr tar bi.
28061d007c	Sakhkana ǝn kwara kura kwara kǝ, itsa Saluman shik zǝ daghan ndanga sar, a taɓa ba dǝ chaɗfǝkhai ndǝk itsera tar bi.
28061e00da	Da ka tǝkha Yazhigǝl kǝ chaɗanǝf sasikw ǝn tǝ tǝghal ndǝk yan, ai khana nǝga, tǝkhula tlǝvdahgud da kara ka ndǝghanud, tǝkh bakh Yazhigǝl kǝ chaɗa kuruf mal kǝ yana? Kuram li khǝtsa fadǝghǝro fǝg.
28061f005f	Wirva yana ndiɗam ba kwarne, uɗa da zuwa kiyami? Uɗa da khǝɓa kiyami? Uɗa da tala kiyami?
2806200090	Afke li kwal tsa Yazhigǝl ǝn gat yakhana kǝ digitakh, ai tsa kǝ Dadure ǝn gharazhigǝl kwarne ǝn nagha kur ad yakhana kǝ digitakh daghan.
2806210086	Ai dǝg chaka gatam gata tlǝksa Yazhigǝl zǝ man dǝgakhai ǝn nagha Yazhigǝl, daghan yakhena kǝ digitakh da bakuran ghǝr bǝgud.
280622006b	Wirva yan ndiɗam ba khul bi, wirva khula ǝn saks dǝ dlaɗakh sar. Dlaɗakhe khana a tlakurar kǝ khanen.
2807010054	Bamarghǝr ba dǝ ghaza kǝ itsawar bi, khai kǝ ba kur ghǝr kǝ Yazhigǝl ad ghaz.
2807020078	Ya khulf taka lave manakur kǝ udakh, da taka kura ndǝk yanud. Darame ǝn kurara da kur kǝ udakh, da kura kura din ud.
280703006f	Uɗa kǝ mangan tsǝkha ǝn vaz sasikw ai ǝn di kǝ zǝr babagh, ai nguse ǝn di tsǝkha nga ɗangwa din biyi?
2807040071	Da kwara ndarkha kǝ zǝr babagh kwarne, Ɓakhdal ɓa ka sasikw ǝn di tsǝkh, Ghǝra ghǝragh ngusan di tsǝkhe?
2807050098	Mbaɗirana digi. Ndǝɗadal ndǝɗa ad nguse ǝn di tsa kha ndan, ki zǝɗa nǝgha nǝgha tsǝkha char, kǝ da ndǝɗado sasikw ai ǝn di kǝ sǝkwtagh.
28070600cc	Bamara ba dǝgakhe dǝg Yazhigǝl kǝ ghǝd bi, kaɗamardu ba dǝg kwinda chaɗure dzau gan ǝn tǝf kǝ daguwakh bi. Wirva da tǝrkwǝdu tǝrkwa itar, da guyafkhai itar da vakur da vandz kur vandza itar.
280707006e	Ɗawam ɗawa, da bakura bǝgud. Gatam gata da gǝmadu gǝma kur. Dughwam dughwa ghay gud da ngura kura ngurud.
2807080075	Wirva ude takaɗgana da bara bǝgud, ude gatgana da gǝmadu gǝm, tsuguna ude dughgwan ad ghay gud da ngurara ngurud.
2807090055	War ǝn tǝb tsǝkur, kur dadakh, da ka ɗauga zǝr sar ad dǝg zu, ka baran ad kuri?
28070a0031	Awana da takaɗga zǝr ad kilf, ka baran ad bubi?
28070b00b1	Da kure kǝladakha tsa tsǝkur bara dǝgakhe khwarkhwaran kǝ zarur, ngǝɗukw Dadure ǝn gharazhigǝl, afke da bǝdu bǝg ad dǝg khwarkhwaran kǝ udakhe takaɗgan ǝn vak sar.
28070c009e	Ɗaga dǝge ǝn nagh kur mana kura mana kǝ udakh ka manatǝra mana ghǝrur, wirva yan dǝge ǝn tuku ndzikha ndzikh Mus zǝ tsagdutsaga tlayangakh Yazhigǝl.
28070d0089	Damaks ǝn tǝ dlikhwan na kǝ rang, wirva rangena bang, ɗul daksa tsuguna bang daks da kar. Liye ǝn daks ǝn tǝf tsuguna zikǝn itar.
28070e0085	Wirva rang da tǝ ɗul mbǝladu safa kǝ ngǝɗa dlikhw, ɗulen tsuguna dlikhw. Liye ǝn gatars kǝ ɗulen tsuguna na itar zikǝn bi.
28070f0093	Tsukwamana ghǝr dǝ tlayang filfilakh liye sakhasaks da vakura ǝn jakva tuwaghakh, ǝn khuɗ tara ndǝk khǝda tǝghalagh itar liye mbatǝra way.
2807100085	Da katltǝr ǝn tǝ ɗule manda itar tlǝr kur. Ən mbǝlo mbǝlakh zǝr inabi ǝn tǝ ǝmdaga? Awana zǝr ghǝdiv ǝn tǝ dzadzǝfa?
280711005d	Ndǝkyan itsera kǝ ufa khwaran ǝn yig zǝr khwaran, ufe bǝzan tsuguna ǝn yig zǝr bǝzan.
2807120061	Ufa khwaran naba da yig zǝr bǝzan bi, ndǝkyan ufa bǝzan tsugun, na ba da yig zǝr khwaran bi.
2807130054	Ɗeghwa ufe kwar nǝg ǝn yig zǝr khwaran, da ǝntlars ǝntlud tlǝvdagh ud da kar.
280714003f	Wirva yan, da tsa diwa vak man tlǝr tar kur ad tlayang filakh.
280715008a	Daghan ba ude ǝn ɗakh ka dǝ Dadzikan, Dadzikan da daks da tlǝksa gharazhigǝl bi. Kwa ude a manga dǝge nagha Dadare ǝn gharazhigǝl.
28071600f0	Ai fitsa Taka lava, zikǝn udakhai da kwara ka kwarne Dadzikan, Dadzikan, tsa kwarga bakh kǝnda lave da dzaughǝr ǝn tǝvuk dǝ ɗakhagha? A lakwdu bakh kǝnda shaɗan ǝn ɗakhagha? A manga bakh kǝnda tlǝrakh dǝg japǝr ǝn ɗakhagha?
2807170070	Ka da kwara tǝra kwara ka kwarne, ǝn tsa kura ba ka lingling bi. Tsiyam tsiyan ǝn vakar, kuram li man kǝlad.
2807180080	Wirva yan, ɗeghwa ude a tsǝnga lavaran, mangan tsugun ad tlǝr din, da ndǝk ude kwelemlem ai khǝga fǝtasar ǝn tǝ fǝraɗ.
2807190084	Tǝɗga kǝ yu, ka saudagh rǝkhagw, ka tsiyawo fuɗ sǝgo ka tlǝg mǝghen, a mbǝdga ba tsugun bi, wirva a ndǝravǝn ǝn fǝraɗ.
28071a0060	Ɗeghwa ude tsǝna lavaran tsugun kalwala kǝ manaman, da ndǝk dlage ndǝrga fǝtasar ǝn zagh.
28071b006c	Tǝɗga kǝ yu, ka saudagh rǝkhagw, ka tsiyawo fuɗ sǝgo ka tlǝg mǝghen, ka mbǝɗgan kwashang kwashang.
28071c005b	Audzala kǝ Yasu ǝn kwarakh dǝgakhan, ka ndawatǝref tsagdu lavsar na kǝ dzakhava udakh,
28071d006c	a tsagatǝrdu ba ndǝk li tsagdu ndzikha ndzikh bi, wirva tsagatǝru ndǝk ude nǝg dǝ ndzǝɗa tsagdu lav.
2808010039	Saudagh kǝ Yasu ǝn tǝ bǝɗar, ka gatars udakh zikǝn.
2808020078	Ka sa dadak madagwilf da tǝvuk sar, kǝlgan ad juguv ka ni, “Dadzikan, da khayanǝfkh tǝkhaha kǝ mbaku fidigiɗ.”
2808030084	Ka talal Yasu ad dǝv sar ka gǝman ad uden, ka ni, “A khayanǝf kǝ, mbumbǝg fidigiɗ.” Ən tǝvin tǝvin ka mbu ǝn tuk fich.
28080400fb	Ka nǝv Yasu tsin, “Tsǝna, kwarara ba kǝ itsawar ad dǝge dzaughǝr bi, dǝg da mǝdlara ghǝragh kǝ zil kǝs, bǝdu kha dǝg zaɓa tlatlǝɓ ndǝk vai kwarga ndzikha ndzikh Mus niya. Manga mana ndǝkyan, ki da mǝdla kwarne a mbukha kǝ dlam.”
2808050058	Da kǝ Yasu da Kafarnakhum, ka sasǝg kǝ mal ya tlujiyakh da waksar kǝ takaɗa kwarne,
2808060067	“Dadzikan, zǝr tlǝrar ǝn khǝngan ǝn mǝgh, ǝmtsan tlapǝl vǝgh tsin, ǝn khǝɓ dlaɗ char.”
2808070032	Ka nǝv Yasu tsin, “Da dǝgal ka da mbambǝg.”
2808080092	Ka ngawar khai mal ya tlujiyakh kwarne, “Dadzikan, ǝn tlala ba ka kǝ saks tsǝkha da fǝtara bi. Uk lava da kwarga kha, da mbǝga dad tlǝrar.
2808090107	Wirva ka dǝ ghǝrara ǝn kuskǝ ud kǝ, tsuguna nǝg tlujiyakh ǝn kustsǝk, tǝkhaka kǝ kwarar khai kin, ‘Dǝg dǝgal,’ ka dǝgal, da ka nika kǝ tlǝrna tsugun, ‘Saw,’ ka saks, da ka nika kǝ zǝr tlǝrar, ‘Mana dǝ yan kǝ digit,’ ka mana man.”
28080a00b8	Tsǝna kǝ Yasu ndǝk yan ka ndawak ni, ka niya kǝ liye gatars gat, “Jir ǝn kwara kura kǝ, ǝn khuɗ kǝ ya Izrail a nǝgha ba ka dadak fadǝghǝro fǝg dǝ ndzǝɗa ndǝk ina bi.
28080b00c8	Ən kwara kura kwara kǝ, zikǝn li kwal Izrailakh da sǝgo ǝn mbǝrt kǝs zǝ ǝn tǝvak ghǝr, ki da ndzakhgan tsitar zǝ Brakhim zǝ Ishaku zǝ Yakub ǝn tǝ vak khwaɗga ǝn tlǝksa gharazhigǝl.
28080c0095	Liye tsa itar ǝn khaitǝra giɗǝn tlǝksa Yazhigǝl, itar udakhe da tlǝv tǝr dagh ud da nikan na kǝ gurtl, vake da tuwa itar da kǝrɗ tliɗ.”
28080d0091	Ka nǝv Yasu kǝ mal ya tlujiyakh, “Dǝg dǝgal, wirva fadǝghǝro fǝgagh da mana kha manud.” Ən dǝvǝn dǝva ka mbu zǝr man tlǝr saren.
28080e005d	Da kǝ Yasu da fǝta Bitrus, ka nǝghan ad bab nus Bitrus magulaɓ ǝn ndzikǝn ǝn khǝngan.
28080f004a	Ka gǝman ad dǝv sar, ka mbu ǝn tuk magulaɓ. Ka tsifa tarkhe ad dǝgzu.
28081000d7	Ɓǝlga kǝ khagwa, Ka ɓardǝghǝr udakh ad liye kǝɗtǝr shatan kǝ Yasu zikǝn, uk lava dǝ ghay kalti a kwarga Yasu, ka dzadal ad sǝɗikw bǝzan ǝn vǝgh tsitar, ka mbakhandu tsugun ad liye kwal yanga daghan.
2808110095	A mangan ad ina kǝ righada dǝge tsa kwarga Ishay tlayang kwarne, “In dǝ ghǝr sar kǝ ɓǝf ad kuɗ lapi mar. Ka ɓakiyamghǝr ad kuzakh mar.”
2808120092	Vazga kǝ Yasuwa tsarghǝr dzakhava udakh zikǝna, ka kwarar khai kǝ furakh sar kǝ zǝghva dǝgal da tǝ yan kǝ ghǝdzǝva gadzak dǝlva Urdun.
280813007f	Ka saks kǝ dadak tsagdu ndzikha ndzikh Mus da vak sar kǝ kwarara kwara kwarne, “Malǝma, da gatakhs gata ka tsa da makh.”
28081400a9	Ka nǝv Yasu tsin, “Uvakha nǝg fikakh tar, ɗikakhe pǝdlǝn gharazhigǝl tsuguna nǝg itar dǝ fǝtakha tar. Ai Zǝr Uda, na ba dǝ vake da bǝg din ghǝr sar bi.”
280815004f	Ka nǝv tlǝrna fur sar tsin, “Dadzikan, ka daks da khǝɗana dadara ndan.”
280816004d	“Gataks gat, khǝɗa khǝɗa tlamtsakh ad tlamtsakh tar.” Nǝv Yasu tsin.
2808170037	Da kǝ Yasu zǝ furakh sar da peryuwa ka dǝgal tsitar.
2808180087	Ka sugo kǝ zikan kǝ kalangas ǝn tǝghǝr kǝ dǝlv, ka farsa daks kǝ ghǝɗkuta yu ǝn dǝlv da peryu. Yasu tsuguna ǝn khǝn khar.
2808190066	Ka dǝgal tsitar da tsiya tsiya kǝ kwarara kwara kwarne, “Dadzikan, Katkiyam kat, da ruwa kiyam.”
28081a009c	Ka niya tsitar, “Uɗa lava tsǝkur ǝn gǝdza ndikini? Kuram li khǝtsa fadǝghǝrofǝg.” Ka tsif, tavarghǝr ad di kǝ fuɗǝn zǝ dǝlv, ka ɗiw vake.
28081b0067	Ka ndawatrǝf kǝ udakh, avitar, “Khulf ira kǝ ud ini? Zǝva fuɗa zǝ dǝlv ǝn tsǝnaru tsǝni?”
28081c00f0	Dala kǝ Yasu da tǝ yan kǝ ghǝdzǝva gadzak ǝn tǝ khay kǝs ya Gadarakh, ka sawala ud mits li dǝ sǝɗikw bǝzan ǝn giɗe ngitl, ka gamgitar zin. Na ude dlǝn tǝkha kǝ dal ǝn tǝ yanen kǝ ɗul bi. Wirva nagh bakha jaga tsitar bi.
28081d0095	Tǝvin tǝvina ka khula tsitar kwarne, “Zǝr Yazhigǝl uɗa ɗangwa tsǝkha dǝ kǝndǝndi? A sa da bakǝnda dlaɗ nagh kha dla sart kwal sagha?”
28081e0032	Ən tǝvuk khǝɗikǝna, nǝg li zighw giɗa dagu.
28081f0071	Ka takaɗga sǝɗikw bǝzana khen ad Yasu kwarne, “Da lakundalakh, ka khayakǝndanǝfkh daks da daguwa khan.”
28082000b0	Ka niya tsitar, “Iyo, damdǝg.” Ka dǝgala itar, da itar da daguwen. Ka tsiyif giɗa ya daguwen daghan kujaɗkujaɗ, ka ɗaɗara itar dǝga dagh da dǝlv, ruga itar ǝn yu.
2808210078	Ka khwaya kǝ li zighw daguwen, daks da khuɗkǝs ka kwardu lav itar, ǝnt dǝge dzaughǝr dǝ liye dǝ sǝɗikw bǝzan.
2808220077	Ka sawal udakh ǝn khuɗkǝs daghan kǝ gama zǝ Yasu. Nǝgha tsitara, ka takaɗga itar kǝ ɗuwatǝr da kǝs tar tsin.
280901004b	Ka dagh Yasu da peryu, ka darghǝr kǝ dǝlven kǝ daks da kǝs ai ɗakdin.
28090200f4	Sa tsitar da khuɗkǝs ka ɓardǝghǝr yakhaya kǝ udakh ad dadak mǝtsa tlapel vǝgh ǝn khǝngan ǝnt khindz. Katlga kǝ Yasu ad fadǝghǝro fǝga tar, ka niya kǝ dadak mǝtsa tlapel vǝghen, “Ndiɗ biya zǝrara, a ɓisakhanud khaipagh.”
2809030074	Tsǝna tsitar yana, ka nǝv chalǝm li tsagdu ndzikha ndzikh Mus ǝn tǝb tar, “Ina kǝ uda ǝn nena Yazhigǝl.”
280904008c	Tsa kǝ Yasu ad dǝge ǝn ɗaya itar ghǝr ǝn tǝf, ka niya tsitar, “Uɗa lava tsukur ǝn dzam dǝge ghwaɗghwaɗan ǝn rǝvur ndǝk ini?
280905005b	Ira ngulman ra, ‘A ɓisakhanud khaipakhagha nagha,’ awana, ‘Tsiya dǝg dǝgal khi’?
28090600bb	Ai ǝn na ka tsatsǝg tsukur kwarne, ka Zer Ud nǝg ka dǝ ndzǝɗ ǝn lard na kǝ ɓisa khaipakh.” Ka niya kǝ dadak mǝtsa tlapel vǝgh, “Tsiyǝf tsiy, ɓa khindza daks da mǝgh.”
280907003c	Tǝvin tǝvina, ka tsiyif udanena ka daks tsin da fǝta sar.
2809080078	Vazga kǝ dzakhava udakha ndǝkyana ka gǝdzǝf itar, ka ɗabanǝf itar Yazhigǝle bara khulfina kǝ ndzǝɗa kǝ udakh.
28090900bd	Ɗuwars kǝ Yasu ad vaken, madǝvin ǝn zu vuk dǝ dǝg, ka nǝghan ad udanen ai ɗakhud dǝ Matiyu, ǝn ndzǝgan tǝvak chau khadam, ka nǝv Yasu tsin, “gataks gat.” Ka tsiyifa gatars.
28090a00aa	Ən tǝ khal kǝ yan, madǝv Yasu ǝn zu kaf ǝn fata Matiyu, ka saks li chau khadam zǝ li khaipakh zikǝn saks da vak sar ndzakhga itar kǝ zu kaf dagha zǝ furakh sar.
28090b0088	Nǝgha kǝ Farisakh ndǝkyan, ka nǝv itar kǝ furakh sar, “Uɗa lava kǝ malǝmura ǝn zu kaf zǝ li chau khadam zǝ li khaipakhi?”
28090c0054	Tsǝna kǝ Yasu dina ka ni, “Na li lapi ǝn gat dadak ngura bi, uk liye kwal yang.
28090d00b7	Dam da tsag dǝge ǝn tuku lavan, ‘Kwiɗkwirva ǝn nak ǝn vakur, dǝg tsufa bi.’ A sau kǝ ɗakh liye man dǝge ǝn nagha Yazhigǝl ba ka bi, a sau kǝ ɗakh li man khaip kǝ.”
28090e00c6	Fitsa tlǝrna, ka sasǝg kǝ zar ɓǝlakh Yukhan dadak para ud da vak Yasu, ka nǝv itar tsin, “A manga ndar kǝnda zǝ Fariskha ǝn zǝɓ ndǝla, zar ɓǝlagha na ba itar ǝn zǝɓ ndǝl biyi?”
28090f00cb	Ka ngawa tǝrkhai Yasu kwarne, “Da manawa ndar bazdu rǝv kǝ tsaghwakh zil ghaula, dlaitar dagha zǝ zil ghauli? Ən saks sarte da ɓatǝrvalud ad zǝ zil ghaul. Da zǝɓ ǝn tǝ sarta yan itar ndǝl.
280910008c	“Na ude da ndzǝgharu wilwa lǝgwit kǝ mughura gabag bi, wirva vak ndzǝghena da takwalva, kukha sar tsuguna da mala mala ad ai tsa chak.
28091100f8	Na ude da ɗi wilwa yu inabi da mughura mbǝl vigh bi. Itsa ka ɗidaghud, da chaɓa mbǝl vighen, ka da ɗiya yu inabi, mbǝl vighen tsuguna da baz, azǝgha ɗaidagh ud ad wilwa yu inabi da wilwa mbǝl vigh. Wirva yana nabe da bǝghalud ǝmb bi.”
28091200dd	Ən tǝghǝr kǝ kwara tǝra yan kǝ lava Yasu ma, ka sasǝg kǝ mal ǝn tǝghǝr kǝ gud dzakhava Yakhudakh, ka kǝlgan ad juguv ǝn tǝvuk sar ka ni, “Amtsǝga dughwar a zulava bi, ausǝg da bo dǝv ǝn tǝf da tsi”
2809130039	Ka tsiyif Yasu zǝ furakh sar, ka gatars itar kǝ udanen.
2809140078	Ka nǝg tlǝrna nus ai manga vǝg kǝlatǝm mits ǝn tukw kuza kǝl vizh, ka sagh du ligsar ka gǝman ad ghay gabag sar.
2809150045	Ni ǝn rǝvakhud sar, “Da gǝma ka itsa gabag sar da mbǝga kǝ.”
2809160080	Gwifkhai kǝ Yasu ka nǝghan, ka ni, “Ndiɗ biya dughwara. Fadǝghǝro fǝgagha kǝ mbakhu.” Ən tǝvin tǝvin ka mbu nusen.
280917009e	Sa kǝ Yasu da fǝta mal ǝn tǝghǝr kǝ gud dzakhava Yakhudakh, ka nǝgha nǝgha tsin liye fǝg fakil zǝ dzakhava udakh ǝn kwara kava ghay sikh sikh sikh.
280918006b	Ka ni, “Tsiyam tsiyǝn van. Amtsǝga ba dughuna bi, ǝn khǝn khara sar.” Ka nenanef itar dǝ ghǝɓas.
2809190049	Ai lakwtǝrdal tsud da mel, ka dagh khutanan ad dǝva dughwen, ka tsiyif.
28091a0026	A kwazga laven itsa dǝvar ǝn kǝsen.
28091b007b	Ba Yasu ǝn ɗuda vaken ma, ka gatars ngulfakh mits ǝn ɗakha itar dǝ ndzǝɗa kwarne, “Zǝr Doda ziwa kǝndal ziwa.”
28091c00ae	Da kǝ Yasu da mǝgha ka sagh ngulfakhen da vak sar, ka niya tsitsar, “A fadǝghǝro nagh kur kwarne tǝkhaka kǝ mbakuruwa?” Ka nǝv itar, “Aa, tǝkha kha Dadzikan.”
28091d006f	Tǝkhal kǝ yana ka gǝman ad diyakh tar ka ni, “Ən tǝ dǝva dǝ fadǝghǝro fǝgura da mbakura mbǝgud.”
28091e006e	Ka ngwarǝf diyakh tar. Ka tǝkhatǝrna Yasu char kwarne, “Kwara mara ba kǝ itsawar ad ina kǝ digit bi.”
28091f003e	Ai dala tsitar, ka kwazdu itar ad lava itsa dǝvar ǝn kǝsen.
2809200072	Madǝv itar dǝgal, ka ɓardǝghǝrud ad ude kwal tǝkha kǝ kwarga lav, dadake dǝ sǝɗikw bǝzan ǝn vǝgh sar.
28092100c6	Lakwadal tsud sǝɗikw bǝzanen, ine tsa kwar tǝkha kǝ kwarga lav ka farsa kwar lav. A ndawatrǝf kǝ dzakhava udakh ka nǝv itar, “Tsa tapa bud nǝgha khulfinak digit ǝn khaya ya Izrail bi.”
2809220069	Ai ka nǝv Farisakh, “Afke ǝn zaɓado dǝ ndzǝɗa zikan na kǝ mal ya wurdu ad sǝɗikw bǝzanena.”
28092300eb	A dakhal Yasu da kǝsakh daghan zǝ gǝdzar kǝsakh, ǝn tsagdu tsag ǝn gud dzakhava Yakhudakh, ǝn tlǝkhdu lav zǝɗan ai tǝghǝr kǝ tlǝksa Yazhigǝl, tsuguna ǝn mbakha udakh zikǝn, zǝ itsera kǝ khulf kuzakh zǝ li kuɗ lapi.
28092400bb	“Nǝgha tsin udakh a dzavkhai zikǝn, ka kwiɗ nǝv rǝv tsin, wirva ǝn khǝɓ dlaɗ itar na ude ǝn mǝlatǝru mǝla bi, ngwaɗa tuwaghakh itar kwal nǝg kǝ dadak zighwtǝr zighw.”
280925004e	“Ka niya kǝ furakh sar, zikǝn tsǝg khi, li man tlǝr tsuguna khǝɗikǝn.
2809260075	Wirva yan, takaɗam takaɗa Dadzikan dadake nǝgharu kǝ tlǝr gukhen, kǝ ɓǝlondagh li man tlǝr kǝ tsara khi.”
280a010099	Ka ɗakhga Yasu ad furakh sar kǝlatǝm mits, a batǝran ad ndzǝɗa lakdu itsǝra kǝ siɗikw bǝzan, zǝ mbakha itsera kǝ khulf kuz zǝ liye kwal yan.
280a02009c	Auna ɗakhakh dzǝran na kǝ furakh na kǝlatǝm mits. Dǝg chaka, Siman ai ɗakhdud Bitrus zǝ zǝrbab sar Ndros, Yakub zǝr Zabadi zǝ zǝrbab sar Yukhan,
280a03004e	Filibus, Bartamawus, Tom, Matiyu dadak chaw khadam, Yakub zǝr Alf, Tladdiyus,
280a040048	Siman ud ya Kanan, Yakhud Iskariyoti dadake bǝdu Yasu kǝ kǝɗgakǝɗ.
280a0500ba	A ɓǝlatǝrǝf Yasu kǝ dzǝrana kǝ zar ɓǝlakh kǝlatǝm mits, ka tǝkhatǝrna ad lava kwarne, “Damba da vak liye kwal Yakhudakh bi, tsuguna damba da tlǝrna kǝs ya Samariyakh bi,
280a060038	dam da vak udakh ya Izrail liye zaɗgan ndǝk tuwaghakh.
280a070065	Madǝv kur ǝn dǝgal, kwaramatǝra lav Yazhigǝl kwarne, ‘Tlǝksa Ghǝrazhigǝla a khǝrzǝgan.’
280a0800b5	Mbakhama liye kwal yang, tsiyanǝf kur liye amtsǝgan, mbakhanu kur liye ǝn tukw fich, lakwakh du kur sǝɗikw bǝzanakh ǝn vǝgh kǝ udakh. A bakura butiyud, bǝdu ghǝrura buti.
280a090038	Ɓam ba kwaɓ dawan zǝ shabu zǝ jingal ǝn mbǝlur bi.
280a0a0090	Ɓam ba jilaɗur bi, tsa zǝ gabag mits bi, tsa kimbak, ɓam ba tsa juguljugulur bi, wirva dadak tlǝra kalkal gǝmadu dǝg siga tlǝr sar tsin.
280a0b0082	“Itsera kǝ kǝs zǝ gǝdzar kǝsakhe a da kur damb, gatam ga ud charan ai da giɗa kur dagh tangw da da tǝ sarte da tsida kur.
280a0c0057	Da ka da kur da mǝghen, ka nǝghatǝrdi kur kwarne, ‘gabǝr ǝn tǝghǝr tsǝkur.’
280a0d007e	Da ka chau kurkhai liye mǝghen, tsukwa gabǝruren ǝn tǝghǝr tsitar, ai da chau kurkhai ba itar bi, ka wura kurva gabǝrur.
280a0e0088	Ɗaga mǝgha zǝ kǝse kwal chau kurkhai, awa bi kalwal kǝ tsǝn lavur, pangdu kur lagwate ǝn tǝ sigur dǝn sǝgawala kur ǝn kǝsen.
280a0f0064	Kaɗi ǝn tǝkha kura kǝ, da ziwardal kǝ Sodom zǝ Gomora ud tǝghǝr kǝ kǝsen fitsa takalav.”
280a1000a7	Ya digiyam, ya ni ɓǝla kura ɓǝla ka ngwaɗa tuwaghakh ǝn tatak ya ghǝda tǝghalakh, wirva yan ɗemekh ni kur ndǝk dǝg vukhakh, tsugun kalali nikur ndǝk kakur.
280a110080	Tsukamana ghǝr kǝ udakh, wirva da lang kur langa itar da vak takalav, tsuguna da dlagha kuru kiɓ itar ǝn gud dzakhavakh tar.
280a1200c9	Wirvǝn gataks tsǝka kur, da lang kur lang itar da tǝvuk kǝ li man tlǝks ǝn tǝghǝr kǝ tsǝkur zǝ shikakh, wirva ki da kwardu lav zǝɗan tsǝkur ǝn tǝvuk tar zǝn tǝvuk liye kwal Yakhudakh.
