2800000008	Maatoosa
2808080083	Shin mato halaqay zaaridi, “Godaw, ne ta soo gelanaw bessiya asi gidikke, shin ne han uttada qaala xalaala oda, ta aylley paxana.
28080900f5	Ays giikko, taappe bollara ta kiitettiya asati de7oosona, qassi taappe garssara taw kiitetteyssati de7oosona. Enttafe issuwa, ‘Ba’ giyade bees; hankkuwa qassi ‘Haaya!’ giyade yees. Ta aylliya, ‘Hayssa ootha’ giyade oothees” yaagis.
28080a008f	Yesuusi hessa si7ida wode malaalettidi, bana kaalliya asaakko, “Ta hinttew tuma odays; taani hayssa mela ammano Isra7eele asankka be7abiikke.
28080b0084	Ta hinttew odays; daroti dolohappenne wulohappe yidi, salo kawotethan Abrahamera, Yisaaqaranne Yayqoobara issife imato bolla uttana.
28080c0083	Shin salo kawotethaa laattanaw bessishin attidayssati kare dhuman holettana. Yan enttaw yeehonne achcha garccethi gidana” yaagis.
28080d0069	Yesuusi mato halaqaakko, “Ne soo ba, ne ammanuwatho new hano” yaagis. Iya aylley sohuwara paxi aggis.
28080e006d	Yesuusi Phexiroosa soo geliya wode, Phexiroosa machche aayiya qoxo misha harggen sakettada zin77idaaro be7is.
28080f0057	Yesuusi I kushiya bochchida wode qoxoynne mishay aggi aggis. Paxa denddada iya mokkasu.
2808100091	He wode omarssi tuna ayyaanan oykettida daro asata, asay Yesuusakko ehidosona. Ikka tuna ayyaanata ba qaalan kessis, hargganchchota ubbaa pathis.
2808110065	Hessankka nabiya Isayaasi, “I nu harggiya baw ekkis, i nu harggiya tookkis” gida qaalay polettis.
2808120066	Yesuusi daro asay iya yuushuwan eqqidayssa be7idi, abbaafe hefinthi pinnana mela ba tamaareta kiittis.
2808130055	Higge asttamaaretappe issoy, “Asttamaariyaw, ne biyaso ubbaa ta kaallana” yaagis.
2808140085	Yesuusi iyaakko “Workkanatas olli de7ees, salo kafotas keethi de7ees. Shin Asa Na7aas ba huu7iya shemppisiya bessi baawa” yaagis.
280815005f	Yesuusa kaalliya asatappe issoy, “Godaw, taani sinthata bada ta aawa moogada yaana” yaagis.
2808160052	Shin Yesuusi, “Hayqqidayssati bantta hayqota moogo; neeni tana kaalla” yaagis.
280817004f	Yesuusi baanaw wogoluwan gelida wode, iya tamaaretikka iyara baanaw gelidosona.
2808180070	Entti qopponna de7ishin, wolqqaama hobbey haatha bolla denddin wogoloy mitettanaw gakkis. Shin Yesuusi dhiskkis.
2808190064	Iya tamaareti iyaakko shiiqidi iya barkkethidi, “Godaw, nu dhayos nuna ashsharkkii” yaagidosona.
28081a008c	Yesuusi enttako, “Hinttenoo, ammanoy paccidayssato, ays yayyetii?” yaagis. Denddidi, hobbiyanne gotiya essis. Ellesidi ubbabay si7i gis.
28081b0070	Iya tamaareti malaalettidi, “Hayssi, hari attoshin, hobbeynne gotey kiitetteyssi waanida asee?” yaagidosona.
28081c00e6	Yesuusi abbaafe hefinthan de7iya Gerggesoone giya biittaa gakkida wode tuna ayyaanay oykkida nam77u asati duufoppe keyidi iyara gahettidosona. Entti daro iitanne yashshiya asata gidiya gisho asi he bessaara aadhdhanaw dandda7enna.
28081d007b	Enttika, “Xoossaa Na7aw, nunanne nenanne aybe gathey? Wodey gakkonna de7ishin nuna pirddanaw yadii?” gidi waassidosona.
28081e0030	Enttafe daro haakkonna guduntho wudey heemettes.
28081f0075	Tuna ayyaanati Yesuusa, “Ne nuna kessanabaa gidikko, hini guduntho wudiya giddo yeddarkkii” yaagidi woossidosona.
280820009d	Yesuusi, “Biite” yaagis. Tuna ayyaanati asatappe keyidi gudunthotan gelidosona. Gudunthoti ubbay aafo doonara dirggidi bidi abban mitettidi hayqqidosona.
280821007e	Guduntho wudiya heemmeyssati baqatidi katama bidi, hanidabaanne tuna ayyaanay oykkida asata bolla oosettidaba ubbaa odidosona.
2808220083	Yaatin, kataman de7iya asay ubbay Yesuusa be7anaw keyis. Entti Yesuusa be7ida wode bantta biittaafe keyidi baana mela woossidosona.
2809010045	Hessafe guye, Yesuusi wogoluwan gelidi, abbaa pinnidi ba katamaa bis.
28090200b2	Hanida guutha asati issi gundda uraa alggara tookkidi Yesuusakko ehidosona. Yesuusi entta ammanuwa be7idi, gundda uraa, “Ta na7aw, yayyofa! Ne nagaray atto geetettis” yaagis.
2809030082	He saatiyan, Ayhude higge asttamaaretappe issoti issoti, “Hayssi Xoossaa cashshe gidennee” yaagidi bantta wozanan qoppidosona.
2809040043	Yesuusi entta qofaa eridi, “Iitabaa hintte wozanan ays qoppeetii?
2809050065	Hanoshin, ‘Ne nagaray atto geetettis’ geyssafenne ‘Dendda eqqada ba’ geyssafe awussi kawuyii?
28090600a6	Shin sa7a bolla nagara atto gaanaw Asa Na7aas maati de7eyssa ta hinttena erisana” yaagidi, gundda addiyako, “Dendda eqqa, ne alggaa tookkada, ne soo ba” yaagis.
2809070020	Gundda uray denddidi ba soo bis.
2809080057	Derey hessa be7idi malaalettidosona. Hessa mela maata asas immida Xoossaa galatidosona.
2809090089	Yesuusi yaappe denddidi bishe Maatoosa geyssa qaraxa qanxisiya bessan uttidashin be7idi, “Tana kaalla” yaagis. Ikka denddidi kaallis.
28090a0092	Yesuusi Maatoosa son gayta bolla uttidashin, qaraxa qanxisiya daro asatinne nagaranchchoti yidi iyaranne iya tamaaretara issife maanaw uttidosona.
28090b0090	Issi issi Farisaaweti hessa be7idi, Yesuusa tamaareta, “Hintte asttamaarey qaraxa qanxiseyssataranne nagaranchchotara ays mii?” yaagidosona.
28090c0055	Yesuusi hessa si7idi, “Dhale koshshey haragganchchotassafe attin paxatassa gidenna.
28090d00e9	Shin hintte bidi, ‘Taani hintte yarshshuwa gidonnashin hintte harata maarana mela koyays’ geetettidi xaafettidayssi woy guusseeko erite. Ays giikko, taani nagaranchchota xeeganaw yasippe attin xillota xeeganaw yabiikke” yaagis.
28090e008b	He wode Yohaannisa tamaareti Yesuusakko shiiqidi, “Nunne Farisaaweti xoomos, shin ne tamaareti ays xoomokkonaa?” yaagidi oychchidosona.
28090f00a6	Yesuusi zaaridi enttako, “Mushuray enttara de7ishin xeegettidi yida asay kayottanaw dandda7onna? Mushuray entta matappe ekettana wodey yaana, entti he wode xoomana.
280910008c	“Ooratha ma7oppe peedhidi gal77a ma7o bolla sikkey oonikka baawa. Hessatho oothiko oorathay gal77aa peedhees. Peedhethayka gujji dalggees.
2809110119	Ooratha woyne gal77a ogoron qoliya oonikka baawa. Hessatho oothiko ooratha woyney gal77a ogoruwa dhusees woyneykka gukkees; ogoroykka nam77antho maaddonnabaa gidees. Shin ooratha woyney ooratha ogoron qoletanaw bessees. Hessatho oosettiko nam77ayka iitonna naagettoosona” yaagis.
28091200cc	Yesuusi hessa odo bolla de7ishin, Ayhude halaqatappe issoy iyaakko yidi, iya sinthan gulbbatidi, “Ta na7iya ha77i hayqqasu, shin iya paxana mela neeni yada ne kushiya I bolla wotharkkii” gidi woossis.
280913003a	Yesuusi denddidi iyara bis; iya tamaaretikka kaallidosona.
2809140080	I bishin tammanne nam77u laythi kumethi suuthi goggidi waaysiya issi maccasiya guyera shiiqada Yesuusa afilaa macaraa bochchasu.
2809150058	Iya ba wozanan, “Ta iya afilaa macaraa xalaala bochchiyakko paxana” yaagada qoppasu.
2809160079	Yesuusi guye simmi iyo xeellidi, “Ta naatte, yayyofa! Nena ne ammanoy pathis” yaagis. Maccasiya sohuwara paxa aggasu.
2809170050	Yesuusi Ayhude halaqaa soo gakkiya wode zaye punneyssatanne yeekkeyssata be7idi,
280918006b	“Ane kichchite; guutha na7iya dhiskkasuppe attin hayqqabuukku” yaagis. Shin asay iya bolla miicidosona.
2809190052	Asaa kare kessidaappe guye soo gelidi, na7ee kushiya oykkis, na7iya dendda eqqasu.
28091a0020	He worey he biitta ubbaa gakkis.
28091b0097	Yesuusi yaappe denddidi gede sinthe biya wode nam77u qooqeti bantta qaala dhoqqu oothidi, “Dawite na7aw, nuna maararkii” yaagishe iya kaallidosona.
28091c00b7	Yesuusi soo gelida wode qooqeti iya kaallidi yidosona. Yesuusi enttako, “Taani hessa oothanaw dandda7eyssa hintte ammaneetii” yaagis. Enttika, “Ee, Godaw” yaagidi zaaridosona.
28091d0065	Hessafe guye, Yesuusi entta ayfiyaa bochchidi enttako, “Hinttew, hintte ammanuwatho hano” yaagis.
28091e005e	Entta ayfeykka dooyettis. Yesuusi enttako, “Hayssa oodeskka odoppite” yaagidi minthi odis.
28091f0035	Shin asati bidi Yesuusabaa he biitta ubban odidosona.
280920005b	Entti yaappe keyaa wode asay tuna ayyaanay oykkidi muumisida issi asi Yesuusakko ehidosona.
280921008f	Tuna ayyaanay keyidaappe guye muume uray odettis. Dereykka malaalettidi, “Hayssa mela oorathabay Isra7eele biittan hanibeenna” yaagidosona.
2809220052	Shin Farisaaweti, “Tuna ayyaanata halaqan tuna ayyaanata kessees” yaagidosona.
2809230090	Yesuusi Ayhude Woosa Keethatan tamaarssishe, salo kawotethaa Wonggelaa sabbakishe, asaa hargge ubbaafe pathishe katamataninne guta ubban yuuyis.
2809240070	Daro derey, heemmiya asi baynna dorssada enttana be7iya asi dhayin un77ettidi de7eyssta be7idi enttaw qadhettis.
280925004c	Ba tamaaretakko, “Shiiqana kathay daro, shin kathaa shiishiya asay guutha.
2809260051	Hessa gisho, Goday kathaa shiishiya oosanchchota yeddana mela woossite” yaagis.
280a01007e	Yesuusi tammanne nam77u tamaareta baakko xeegidi, tuna ayyaanata kessana melanne hargge ubbaa pathana mela enttaw maata immis.
280a02009e	Yesuusi kiittida tammanne nam77u hawaareta sunthay: koyroy Phexiroosa giya Simoonanne iya ishaa Inddiriyasa, Zabdiyoosa na7a Yayqoobanne iya ishaa Yohaannisa,
280a03006a	Filiphphoosanne Bartolomiyoosa, Toomasanne qaraxa qanxisiya Maatoosa, Ilfiyoosa na7aa Yayqooba, Taadiyosa,
280a040048	ba biittaas mishettiya Simoonanne Yesuusa aathi immida Asqoroota Yihuda.
280a05007a	He tammanne nam77ata Yesuusi kiittidi yeddishe, “Ayhude gidonna deriyakko booppite, qassi Samaareta katamakka geloppite.
280a06003f	Shin Isra7eele keethaafe gidida hini dhayida dorssatakko biite.
280a070034	Yaa bidi, ‘Salo kawotethay matattis’ gidi odite.
280a080099	Hargganchchota pathite, hayqqidayssata hayqoppe denthite, baro hargganchchota geeshshi pathite, tuna ayyaanata kessite. Hintte coo ekkidayssa coo immite.
280a090034	Hintte kiisen worqqa, woykko bira santime oykkofite.
280a0a0073	Hintte ogiyas karxiito, nam77u afila, woykko caamma woykko xam77a oykkofite; oosanchchuwas gallasa kathi koshshees.
280a0b0095	“Hintte issi katamaa woykko gutaa geliya wode hinttena mokkidi ekkanaw ufayttiya uraa koyidi iya son shemppite; hintte baana gakkanaw yan gam77ite.
280a0c0024	Qassi oode sookka gelishe sarothite.
280a0d0087	He keethay hinttena mokkiko hintte sarothida saroy enttana gakko, shin entti mokkonna ixxiko hintte sarothida saroy hinttew guye simmo.
280a0e0091	Oonikka hinttena mokkonnanne hintte odiyabaa si7onna ixxiko he keethaafe woykko he katamaappe keyishe hintte tohuwan de7iya baana pittidi keyite.
280a0f006d	Ta hinttew tuma odays; Xoossaa pirdda gallasan he katamaappe Soodomesinne Gamoora katamatas pirdday kawuyana.
280a10006d	“Ta hinttena dorssatada suudhumeta giddo yeddana. Hessa gisho, shooshada cinccata, holleda ashkketa gidite.
280a11007c	Asay hinttena pirdda daynnatas aathi immana, qassi Ayhude Woosa Keethan hinttena garaafana. Hessa gisho, enttafe naagettite.
280a120099	Ta gisho gidi hinttena deriya haareyssata sinthenne kawota sinthe efana. Entta sinthaninne Ayhude gidonna deriya sinthan eqqidi hintte tabaa markkattana.
280a13007f	Shin hinttena pirddas aathi immiya wode, woygidi zaarino gidi un77ettofite; he saatiyan hintte gaanabaa Xoossay hinttew immana.
280a140059	Ays giikko, hinttenan haasayey hintte Aawa Geeshsha Ayyaanaappe attin hinttena gidekketa.
280a150075	“Ishay ba ishaa, aaway ba na7aa, hayqos aathi immana, nayti banttana yelidayssata bolla denddidi enttana wodhisana.
280a160052	Ta gisho gidi asay ubbay hinttena ixxana, shin wurssethi gakkanaw minniday attana.
280a170099	Issi heerappe hinttena entti gooddiko hara katama baqatite. Taani hinttew tuma odays; Asa Na7ay yaana gakkanaw, hintte Isra7eele katama ubbaa kantheketa.
280a18003e	“Tamaarey ba asttamaariyappe, aylley ba godaappe aadhdhenna.
280a190084	Tamaarey ba asttamaariya, aylley ba godaa daanikko iyaw gidana. Keethaawa Bi7elzebuula giikko iya soo asaa waanidi iissidi xeegenne?
280a1a0057	“Hiza, asas yayyofite. Kamettidabay qoncconna, qosettidabay geeshshi keyonna attenna.
280a1b0068	Taani hinttew dhuman odiyabaa hintte poo7on odite; ta hinttew haythan kalkkashidabaa dabaaban awaajjite.
280a1c0087	Ashoppe attin shemppo wodhanaw dandda7onnayssatas yayyofite. Shin shemppuwanne ashuwa gaannamen dhayssanaw dandda7iya Xoossaas yayyite.
280a1d0080	Nam77u buubbeti issi santimen bayzettokonaayye? Hanoppe attin, enttafe issinnaka hintte Xoossay goonna de7ishin sa7an wodhdhuku.
280a1e003a	Hari attoshin, hintte huu7e binaanaykka paydettidi de7ees.
280a1f0038	Hiza, daro buubbetappe hintte aadhdhiya gisho yayyofite.
280a20005a	“Asa sinthan taw markkattiya ubbaas taanikka saluwan de7iya ta aawa sinthan markkattana.
280a21004e	Shin asa sinthan tana kaddeyssa taanikka salon de7iya ta aawa sinthan kaddana.
280a220061	“Taani sa7an saro ehanaw yida hinttew daanoppo. Taani toorappe attin sarotethi ehanaw yabiikke.
280a23005d	Taani yiday, ‘Na7aa aawappe macca na7iw aayeppe na7aa machchiw azina aayeppe shaakkanaassa.
280a240026	Asas morkketi iya soo asata gidana.’
280a250099	“Taappe aathidi ba aawa woykko ba aayiw dosey, tabaa gidanaw bessenna. Ba adde na7a woykko ba macca na7iw taappe aathidi dosey, tabaa gidanaw bessenna.
280a260044	Ba masqaliya tookkidi tana kaallonna oonikka tabaa gidanaw bessenna.
280a270058	Ba shemppuwa ashshanaw koyey dhayssana, shin ba shemppuwa ta gisho aathi immey ashshana.
280a28004d	“Hinttena mokkey tana mokkees, tana mokkey qassi tana kiittidayssa mokkees.
280a29006c	Nabiya nabe sunthan mokkey, nabiyatho woytettana; qassi xilluwa xillo sunthan mokkey, xilluwatho woytettana.
280a2a0095	Ta hinttew tuma odays; ha ta tamaaretappe guuxiya issuwas tana kaalliya gisho hari attoshin guutha irxxa haathi immiko iya woytoy dhayenna” yaagis.
280b01007b	Yesuusi tammanne nam77u tamaareta kiitaa onggidaappe guye yaappe denddidi tamaarssanawunne sabbakanaw Galiila katamata bis.
280b020062	Yohaannisi qasho keethan de7ishe Kiristtoosi oothiyabata si7idi, ba tamaaretappe iyaakko kiittidi,
280b03004f	“Yaana geetettiday neneyye? Woykko nuuni haraa naaginoo?” yaagidi oychchis.
280b040058	Yesuusi enttako zaaridi, “Bidi hintte si7iyabaanne hintte be7iyabaa Yohaannisas odite.
280b0500a1	Qooqeti xeellosona, wobbeti hamuttoosona, baro hargganchchoti paxoosona, tulleti si7oosona, hayqqidayssati hayqoppe denddoosona; manqotas Wonggelay sabbakettees.
280b06002b	Tanan dhubettonay anjjettidayssa” yaagis.
280b07009b	Yohaannisa tamaareti guye simmidi bin, Yesuusi deriyas Yohaannisabaa odishe, “Ha bazzuwa ay be7anaw keyidetii? Carkkoy qaathiya maqqaa be7anaw yidetiyye?
280b080075	Yaatin, ay be7anaw keyidetii? Kitte ma7o ma77ida ase be7anaaseyye? Kitte ma7o ma77idayssati kawota keethan de7oosona.
280b09005e	Yaatin, ay be7anaw keyidetii? Nabe be7anaaseyye? Hekko, hintte nabeppekka aadhdheyssa be7eeta.
280b0a006a	“Ne ogiya ne sinthan giigisiya ta kiitanchchuwa neeppe sinthe kiittana” geetettidi xaafettiday iyassa.
280b0b0093	Ta hinttew tuma odays; maccasappe yelettidayssata giddofe Yohaannisappe aadhdhey oonikka baawa; salo kawotethan ubbaafe guuxey I, iyappe aadhdhana.
280b0c007a	Xammaqiya Yohaannisa wodiyappe doomidi hachchi gakkanaw salo kawotethay daro naaqettees, minnida asati wolqqan yaa gelana.
280b0d005b	Nabeti ubbaynne Muse higgey Yohaannisa wode gakkanaw salo kawotethaabaa tinbbite odidosona.
280b0e0054	Hiza, hintte entta kiitaa ammanana gidikko, yaana geetettida Eliyaasi, I Yohaannisa.
280b0f001f	Hiza, si7iya haythi de7ey si7o.
280b10004e	“Hiza, ha wodiya yeletethaa aybira daaniso? Giya giddon uttidi woli xeegidi,
280b110074	‘Nu hinttew suusul77e punnin; hintte yexxeketa. Nu sabbidi zeleelin; hintte yeekkeketa’ yaagiya nayta daanosona.
280b12004f	Xammaqiya Yohaannisi moonnanne uyonna yin, ‘Tuna ayyaani de7ees’ yaagideta.
280b1300b5	Asa Na7ay mishenne uyishe yin, ‘Yarambbanne ushshanchcho, qaraxa qanxiseyssatanne nagaaranchchota dabbo’ yaagideta. Hiza, cinccatethaa tumatethay iya oosuwan qonccees” yaagis.
280b140084	Hessafe guye, Yesuusi daro malaatata oothida katamatan de7iya asati bantta nagaraappe simmidi maarotan gelonna ixxida gisho enttana,
280b1500d9	“Ayye Koraaziine katamaw, ayye Beetesayda katamaw, ays giikko, hintte giddon oosettida malaatati Xiiroosaninne Sidoonan oosettida gidiyakko, entti beni bido tiyettidi, kalliiya ma7idi bantta nagaraappe simmi aggana.
280b16005d	Shin ta hinttew odays; pirdda gallas hinttefe aathidi Xiroosasinne Sidoonas pirdday kawuyana.
280b1700c7	Qassi, Qifirnahoome, neeni pude salo keyanaw koyay? Hanenna! Neeni Si7oolen yegettana. Ays giikko, ne giddon oosettida malaatati Soodomen oosettidabaa gidiyakko, Soodomey hachchi gakkanaw de7anashin.
280b18005f	Shin ta new odays; pirdda gallas neeppe aathidi Soodomes pirdday kawuyana” yaagidi hanqettis.
280b19008d	He wode Yesuusi, “Aawaw, saluwanne sa7aa Godaw, neeni hayssa eranchchotappenne cinccatappe genthada naytas qonccisida gisho, nena galatays.
280b1a002e	Ee, ta Aawaw, hayssi ne lo77o sheniyada hanis.
280b1b008f	“Ubbay taw ta Aawappe imettis. Aawappe hari Na7a erey baawa, Na7aappenne I enttaw qonccisanaw koyeyssatappe hari Aawa eranaw dandda7ey baawa.
280b1c0061	“Hinttenoo, daaburanchchoto, toohoy deexida ubbay taakko haa yiite; taani hinttena shemppisana.
280b1d0080	Taani ta wozanan ashkkenne aada gidiya gisho, ta qambbaran gelite, taappe tamaarite; hinttee, hintte shemppuwas shemppo demmana.
280b1e003b	Ta qambbaray liiqo, qassi ta toohoykka kawushshe” yaagis.
280c010081	Hessafe guye, Sambbaata gallas, Yesuusi gade giddora aadhdhees. Yesuusa tamaareti koshattida gisho tiya bangga shirikidi moosona.
280c020081	Shin Farisaaweti hessa be7idi Yesuusakko, “Hekko, ne tamaareti Sambbaata gallas oothanaw bessonnabaa oothoosona” yaagidosona.
280c030067	Yesuusi enttako zaaridi, “Dawitey koshattida wode Iyara de7eyssatara ay oothidaakko nabbabibeekketii?
280c04006e	Dawitey Xoossaa keethi gelidi kahineta xalaalappe attin inne iyara de7eyssatas bessonna geeshsha daabbuwa mis.
280c05008d	Woykko kahineti Sambbaata wogaa shaaridi Xoossa Keethan Sambbaata gallas ooso oothiko enttaw bala gidonnayssa Muse higgiyan nabbabibeekketii?
280c060036	Shin si7ite! Xoossa Keethaafe aadhdhey hayssan de7ees.
280c070092	‘Taani hintte yarshshuwa gidonnashin hintte harata maarana mela koyays’ giya qaalay woy guusseeko hintte eridaakko xillo asa bolla pirddeketa.
280c080024	Asa Na7ay Sambbaata Godaa” yaagis.
280c09002e	Yesuusi yaappe bidi Ayhude Woosa Keethi gelis.
280c0a0091	Yan kushey gunddida issi uray de7ees. Yesuusa mootanaw gaaso koyaa asati, “Sambbaata gallas pathanaw bessi bessennee?” yaagidi oychchidosona.
280c0b0067	I enttako, “Hintte giddofe issuwas dorssi Sambbaata gallas aafon wulliko, goochchidi kessonnay oonee?
280c0c006c	Yaatin asi dorssafe waanidi daro aadhdhenee? Hessa gisho, Sambbaata gallas lo77obaa oosoy bessees” yaagis.
280c0d0081	Hessafe guye, Yesuusi addiyako, “Ne kushiya piddi ootha” yaagin, uray piddi oothis. Iya kushey paxidi hankko kushiyada hanis.
280c0e004d	Shin Farisaaweti yaappe kare keyidi, Yesuusa waati wodhaneekko maqettidosona.
280c0f0076	Yesuusi entta qofaa eridi he bessaa aggidi hara soo bis. Daro asay iya kaallidi bidosona, hargganchchota ubbaa pathis.
280c100040	Yesuusi, “Tabaa hara oodeskka odoppite” yaagidi minthi odis.
280c110018	Hessika nabiya Isayaasi,
280c120099	“Hekko ta doorida aylley, ta doseyssi, tana ufaysseyssi, taani ta ayyaanaa, iya bolla shemppisana; I, Ayhude gidonna deriyas suure pirddabaa awaajjana.
280c13003e	I palamenna woykko kaccenna; ba qaalakka denbban coo sissenna.
280c14005d	Suure pirddan xoono demmana gakkanaw, dinccettida maqqaa menthenna, cuyiya muqaadaa toysenna.
280c150059	Ayhude gidonna derey ubbay iyan ufayssi wothana” yaagidi xaafidayssi polettana melassa.
280c160081	Hessafe guye, tuna ayyaanan oykettida qooqenne muume ase de7eyssa iyaakko ehidosona. Yesuusi uraa pathin, uray be7isinne odettis.
280c17004e	Asa ubbay malaalettidi, “Hayssi Dawite Na7aa gidanddeshshaa?” yaagidosona.
280c18007d	Shin Farisaaweti hessa si7idi, “Ha uray tuna ayyaanata kessey tuna ayyaanata halaqaa Bi7elzebuula wolqqaana” yaagidosona.
