2a00000004	Iluk
2a0c1600a0	Ikpara dang Iyesu ka sani ɔnɔ ʊmɛr ngɛ ni: “Ʊwɔwɔ Itaniny, inyi bekya wure ni ʊkikiny, imi sini inyi nura kǝni imi sini inyi nʊ sɔmɔ bi inamanyi.
2a0c17003c	Kii ʊfɛnnyi pri imura, inamanyi kayo ipri ʊʊma ʊsɔmɔ.
2a0c1800a6	Inyi rong ɔnɔnʊng. Ana puramɔ ana kanamɔ, asamɔ ni iboru ukyo ʊmʊra ngɛ, asamɔ ni ɔfɔ ngɛ: yip Ʊnʊng kupirimo. Inyi ne pri nyi ɔnɔnʊng ni imimɔrʊ?
2a0c190057	Iyaa bidɔɔ nyi bidɔɔ uwure ngɛ anushu sai itɔmɔ akywa iying ngɛ bi ʊfɛr ngɛ?
2a0c1a0053	Bushoo inyi nabrany ʊsa animawen, ikisi inyi ku wure ʊkany ni ʊparha she ʊʊma?
2a0c1b00ee	“Inyi rong sini ufurho orumo se mɛrɛ. Ana sirhamɔ itina ene kyenemo ʊmʊsɔmɔ. Yip iku tananyi, ogumo Isolomon kǝni imʊmɔrʊ akai ʊmaa dang ngɛ, ese sɔmɔ ngɛ edei ʊʊma ʊsɔmɔ ududuma kǝni ereying bidɔɔ ufurho men ni.
2a0c1c00ad	Uboshoo kǝnawo Ʊnʊng se sɔrɔ ʊbʊng orumo, sini uniben ɛchiyɛ, ikywa akwunamo kidɔɔ ʊra, anu sane nyee ene pri ngɛ ni ʊsɔrɔ nyi ʊʊma? Inyi arʊ larha uyoro!
2a0c1d0065	Bi kǝna bekya wure ʊkany ni imisini inyi nura kǝni imisini inyi nusa inyi bekya wure ʊkany niyɔ.
2a0c1e007d	Kii arʊ sini ɛnɛkpɛrhimɔ Ʊnʊng bi eyesing mɔ ese su wɔrɔ ofo ʊʊma men. Ɛkpɛriny yoo asani inyi wɛi ʊʊma men.
2a0c1f004a	Inyi ti ʊwaa igumo Ʊnʊng bi ite, kii Ʊnʊng nʊ many kukum ʊʊma men.
2a0c200067	“Inyi bekya kung irung, ene eshi arʊkroo mi ngɛ, kii Ɛkpɛri nyi kunegben ni ʊmany ɛkǝri igumo.
2a0c2100e5	Inyi gbuna ʊkaadumanyi ngɛ akaa ara ayarha. Ekyene ʊkany ipa ʊfɛ sini inasʊ kɔrɔyo, ko asani iburayo. Inyi kyo ʊka adʊma nyi kya ayaya ʊmisini ʊnasu kywɛrɛwo, owro sini eyi neke baa uyurho adarha ngɛ iyi nasu rayo.
2a0c220048	Kii owroo sini ʊkaadumanw nuwo bi ʊpʊrhawɔ ikywinw nuwo adarha ngɛ.
2a0c230035	“Sɔmɔ ʊʊma ʊtina, eshere ifitilany isura ʊra,
2a0c240087	kǝni orokru sini akusha Ete sɔɔ baa owri ipara ubara, kii ikpara sini abakyuba aba kuna ɔgro, anu yɛɛ ngɛ ɔgro bakywakywa dang.
2a0c2500af	Agara sini Ete ʊnamɔ darhimɔ akusha ukye baa, nʊkʊng ididima. Iku tanany ʊbrʊbrʊwɔɔ arite nʊ somo ʊʊma ʊwaa ʊsa ʊtina, anʊ sa agara kiki aka ba mamɔ ʊmʊra.
2a0c26005a	Agara sini akʊ sha dang anu mɛ, bodoshoo ni abarating etingyo kii ʊba ʊyɛrɛ itikywa.
2a0c270080	Inyi kperhi irhing yen ngɛ, asani ari ʊna nʊ kperhi ikpara sini eyi kyeba ʊnaa anau shere ngɛ aki ɛvɛrhɛ ngɛ ʊna araa.
2a0c28006f	Itɔɔyo inyi ʊkany nu kyene ʊkikiny, kii imye Ɔnɔ orokru kyeba bakywa sini inyi ne kperhiny ni ekye ba.”
2a0c29006a	Ibitrus ko gyurho ngɛ asani, “Ete, uku tana arumo ɔnɔ ʊmɛr nwu ushoshoo wen, Kii kukum orokrumo?”
2a0c2a00a9	Ete ko yoro asani, “Nɛchiyɛn iyaa ni arite atina arʊ uyen ʊbrʊbrʊ kǝni ɛsɛr ngɛ, sini ete ʊna nʊ shere ʊfɛ ʊmʊra agara ngɛ bavuɔ amamɔ bidɔɔ kywa?
2a0c2b005b	Agara dang sini ete ʊnaa bosoo anu darha ngɛ asa ʊtina ngɛ nɛgbɛn, anu kʊng ididima.
2a0c2c0044	Itaniny ʊbrʊbrʊwɔɔ, aritee nʊ shere ʊʊma ʊnaa kukum bavuɔ.
2a0c2d00c3	Ikpara sani ɛkǝri agara ka kpara bidɔɔ ikywi a sani, ‘Ete ʊnam yo otuturo ngɛ,’ Ikpara dang aka kpin ʊkra ʊparha ɛshɛ agara ɛrɛrimɛ kǝni agara erere, kasu ra kǝni ʊsa avuvuna.
2a0c2e00a5	Ete ʊna agara dang keba ʊnʊng sini onokyoo ni ekye ba kǝni akywa sini ene kperhi ngɛ. Anu kyerhe ngɛ owowurhu emurhe ngɛ ki eberi arʊ ʊsang ʊma ʊbrʊbrʊ.
2a0c2f0096	“Agara dang sini ekperhi imisini ete ʊna wɛi ngeni aka tira ngɛ ukɛne ʊkiki, a tira ngɛ ʊsa imisini ete ʊna wɛi nʊkʊng ʊta uturu ededei.
2a0c3000ec	Yip agara sini ɛnɛkpɛrhi ngɛ imisini ete ʊna wɛi, akasʊ sa imisini imaa ʊkra anutaa uturu naji. Arʊ sini Ʊnʊng mie napany, anuwaa asani asaa ʊtina napany, arʊ sini amie epri napany, Ʊnʊng nuwaa ni asaa ʊtina epri napany.
2a0c310045	“Ibii uturo ʊrawɔ bi eyesing, asani ʊwaa miwɔ ʊna kyusu yirha.
2a0c320057	Ini igara ibaptisma ibibi ngɛ bi item, kǝni uwure nagang ke kya akywa sini inu tirɛ.
2a0c33005e	Inyi ku wɔrɔ ofo ni iku ʊyari ikywi ba be eyesing? Isayo kǝna, iku tananyi, iku ubanawo ba
2a0c340091	Bai ʊkaimen orokru nʊ shoo ɔtɔng bi ʊnamɔ anʊ bana ating ite ni opyo, ara taru nʊ ting ite ni ara pari. Ara pari ni ting ite ni ara taru.
2a0c3500c9	Anu bana, ekperi nuting ite ni ɔnɔ, ɔnɔ nʊ ting ite ni ekperie akwa nuting ite ni ɔnɔɔ, ɔnɔ nuting ite ni akwaa, akwekyerhe nuting ite ni abara ngɛ, abara nʊ ting ite ni akwekyerhe ngɛ.”
2a0c36008d	Iyesu ka sani ɛkǝri ushi orokru ni, “Inyi bakyu rong umung kutuno bi ʊrɛ bakywakywa dang inyi kan sani, ‘Avra nʊ kpaa,’ akan kpaa.
2a0c37004d	Akywa sini uwroo ba pya baa ata, inyi kan sani, ‘anu sa ʊpara,’ akan sa.
2a0c3800b0	Inyi arʊ pre eteting! Inyi kpɛrhi sini inyi nʊpɛrɛ ushoo eyesing ngɛ kǝni ayaya ayarhi imung. Anu sane nyee inyi ne kpɛrhiny sini inyi nʊpɛrɛ enyen akywa amukai men?
2a0c390035	“Ikisi inyi nabrany ʊkywa imisini inɛmɛr nivuny?
2a0c3a0125	Ikpara sini inyi basu kyeng kyany eberi arʊ kyɛrhɛ ʊring kǝni eshuwenw. Sunonwoo sini inyi nukyene uwure nyi kǝni ɛngɛɛ bi ʊtira karha ɔkyowɔnw kyekya ite arʊ kyerhe ʊring. Arʊ kyerhe ʊring kya naanwu bavu arite aranishi, arite aranishi ke lorhonw ɛfɛn nwu ki ʊbɔrʊ eting.
2a0c3b0041	Iku tananw ʊnʊ kpura ikiri ʊfɛ napʊpʊrhi ko shoo nukuno.”
2a0d0100a4	Ba akywa dang arʊ sini ani burha aka tani Iyesu ngɛ asani Ibilatus karha akyu ma apara ɛpɛrɛ opyo orokru ari Igalili akywa sini akʊ ma ikara be ubyen Ʊnʊng.
2a0d020079	Iyesu ka yoromo ka sani, “Inyi ku wɔrɔ ofo asani ari Igalili men epri orokru kukum ni uyawo usi akʊ kung igara kǝn?
2a0d030068	Iku tanany, isayo kǝna! Inyi bana shereny ʊyaa okroo Ʊnʊng ngɛ, inyi kany inyi nʊ kpoony kukumnyi.
2a0d040091	Inyi dirha ni ari atarhi ni ochupari sini igren Isiliyom kpii bayamo ɛpɛrhɛmo inyi ku wɔrɔ ofo ni epri arʊshoo bidɔɔ Urushelima ni uyawo?
2a0d05006d	Iku tanany, isayo kǝna! Inyi bana shereny ʊyany ngɛ okro Ʊnʊng ngɛ inyi kany inyi nukpoony kukumnyi.”
2a0d06008c	Iyesu ka tanamo ushosho wen asani, “Opyoo arʊ puri ʊshi uwee bidɔɔ ɔvroo upyunung aka kyu ʊkarha osumo ngɛ ekɛne pen ngɛ iririma.
2a0d0700c9	Aka sani arʊ sini akʊ shaa ɛkɛri ɔvro ngɛ ni, ‘Ɛnyɛɛ atarʊ me nɛchiyɛn sini iku ber uwaa usumo ʊshi uwee wen ise pen mi iririma. Kpawo ɛfɛn bi ibʊng ikisi unura owro ngɛ kǝkǝwe?’
2a0d08007f	“Ɛkǝri arʊ sini akʊ shaa ɔvro ngɛ kasani, ‘Ete, sherewo ɛnyɛɛ eying inu tai ibʊng ekǝkǝri asa ibʊng inaa ngɛ.
2a0d090054	Ubo sumo ɛnyɛɛ ʊkeba, nɛgbɛn! Ubono sumowo ikpara dang aka kpawo ɛfɛn.’”
2a0d0a0043	Opyo awri uwuro Ayaudiya sini Iyesu ku mɛr bi owro utuno Ayaudiya.
2a0d0b0080	Opyo erere nuo bi upurhan sini ering ʊshari sie ogoru ɛnyɛɛ atarhi ni ochupari. Ogomo ngɛ sini ana bra ushine anaa itituku.
2a0d0c005d	Akywa sini Iyesu rie, aka yirha ngɛ keba ka sani ngɛ ni, “Erere, eshirenw bai udumonw.”
2a0d0d004d	Aka sai ivʊ ba yaa, ba kywakywa dang aka naa itituku kɔ dɔɔ Ʊnʊng ngɛ.
2a0d0e00f4	Orokru sini ɛngɛɛ ni arite owro utuno ayahudiya ka kung anang ngɛ nagang kii Iyesu mi ikrʊ ʊnʊng uwuro Ayaudiya. Aka sani orokru ni, “Awri eten nuwo amu utuna! Inyi ba ebe pen ikrʊ ba awri dang, Inyi ba kya ba awri uwuro Ayahudiya.”
2a0d0f008d	Ete ka yoro ngɛ ni, “Inyi arʊ pre eteting! Kukumnyi sene sherenyi inaanyi kǝni ijaki owro upyerhemɔ awri uwuro Ayaudiya aya mayo omung?
2a0d10008a	Erere wen ni ɔnɔ Ibraim ngɛ, arʊ sini ishari lorhi ngɛ ɛnyɛɛ atarhi ni ochupari me, isayo idima amaa ikrʊ awri uwuro Ayaudiya?”
2a0d110082	Ni sini Iyesu peri kǝna, kukum arʊ sini ana waa mo ngɛ ka kung uwaa, uparha ɛshɛ orokru kasu mɛ ni ʊma ʊkʊkɔ sini akusa.
2a0d120054	Iyesu ko gyurho asani, “Igumo Ʊnʊng ni shoo ne nyee wo? Ini marha yo ni ikimoyo?
2a0d13008e	Ini kǝni ikiri imusta ni, sini orokru kpari aya pura bidɔɔ ɔvroo. Ikǝ mɛrɛ ko shoo ʊshi ɔnɔnʊng ayaya kata ibʊru ba anang ngɛ.”
2a0d140036	Iyesu kojo sani, “Ini marha igumo Ʊnʊng ni ikying?
2a0d150077	Ini kǝni ɛdɛrɛ ofuru sini erere kpari kǝyɛnɛ ubre isɔng umara utarʊ ʊka kpin ɛdɛrɛ ofuru kukum ka fuwa.”
2a0d16005a	Akywa sini Iyesu kusu kyeng kyaa Urushelima, aka su mɛr orokru bidɔɔ apya kǝni ipyang.
2a0d17006f	Opyo arʊ ko gyurho ɛngɛɛ ni, “Ete, orokru sini anu pen ʊgya asamɔ ɔgrɔɔ?” Iyesu ko yoromo ka sani,
2a0d180066	“Inyi sɔmɔ ising ngɛ araa bi ɔgrɔ ushwirh, kii orokru napany nʊ waa uraa bidɔɔ anasu bramɔ.
2a0d1900d4	Akywa sini arʊ una beshine afraa ɔgrɔ, inyi bakyu su titing besing asu kuna ɛkǝri ɔgrɔ asu sani, ‘Ete, furɔ arʊ ɔgrɔ.’ “Yip anu yorony asani, ‘Inɛkpɛrhim monyi ko owro sini inyi kuni ngɛ.’
2a0d1a0058	“Akywa dang inyi nʊ sani, ‘Aru ra asa kǝni unwoo, umer arʊ bidɔɔ itira arʊ.’
2a0d1b0073	“Yip anu jo sane nyi ni, ‘Inɛkpɛrhim inyi ko owro sini inyi kuni ngɛ. Inyi shinɛ ben, inyi arʊ eteting!’
2a0d1c00b7	“Utei nuwo kǝni uraa ere, ba akywa sini inyi borong Ibraim ngɛ kǝni Ishaku kadarha Iyakubu kǝni opyo arʊ pɛrɛ onuo Ʊnʊng. Bidɔɔ Igumo Ʊnʊng, yip anu inyi kunany besing.
2a0d1d0077	Orokru nʊ kuno bei ipara kǝni isha aya, kǝni isha ure, kǝni isha ata aba akiki urumura ipara bidɔɔ Igumo Ʊnʊng.
2a0d1e0056	Uwe arʊ sini ani bi utumo anu bamo ite, arʊ sini anu bi ite anu juro kyamo utumo.”
2a0d1f0073	Akywa dang opyo Afarisiya abi uwroo Iyesu ka sani ɛngɛɛ ni, “Shere upen ngɛ kii Ihiridus kuwaa ʊpɛrɛnw.”
2a0d20009c	Iyesu ka sa nɔmɔni, “Inyi kya sani ava orumo dang ni, ‘Iku kurho ʊshari ama orokru ikrʊ echiye kǝni ikywa. Ba awri uman atarʊ inu kweri utinam.’
2a0d210094	Bikǝn itɔɔyo ishoo mi ngɛ ni utinam echiye kǝni ikywa adarha edere, kii isayo igyang arʊ pɛrɛ onuo Ʊnʊng kpoo bi orowro sai bi Urushelima!
2a0d2200f3	“Urushelima, Urushelima, inyi arʊ pyerhɛ arʊ pɛrɛ onuo Ʊnʊng ata arʊ sini atumi mo eberiny ni atari, ni imerhime iwaa utuno ɔnɔny eberi eying, kǝni sini akwa onung so tuno ɔnɔ onung aframo ni ushɔng ni, yip inyi no yorony emye.
2a0d2300a5	Nɛchiyɛn una utunony to ɔvro. Iku tanany ʊbrʊbrʊ ni inyi no ojorony emye sai inyi ba sani, ‘Ʊnʊng ta arʊ sini abi bidɔɔ ʊtʊwa Ete onuo adadʊma.’”
2a0e010084	Ʊpyu ʊnʊng uwuro Ayaudiya sini Iyesu kii ʊra ʊmʊra bi idɔɔ ʊna opyo ɔrɔmɔmɔrʊ Afarisiya, ikuyang kasu kong Iyesu Ikra.
2a0e02003e	Opyo arʊ sini ivʊ adarhi Ifraa ngɛ murhi kaba bi ite Iyesu.
2a0e030070	Iyesu ko gyurho ɛkǝri Afarisiya kǝni avʊwa ogro Imusa, “Ogro mi apara ni ama ikrʊ awri uwuro Ayaudiya?”
2a0e040062	Yip aka shywimo ngɛ na kprukpring, ikpara dang Iyesu ka pyaa amaa ikrʊ kasani ɛngɛɛ ni akyaa.
2a0e0500b9	Kǝ kwere Iyesu kǝ gyurho ɛkǝri orokru asani, “Araruny boshoo ni ɔnɔ ngɛ ko inaa imu sini ikpii bi idɔɔ igara ʊnʊng uwuro Ayaudiya inyi nasu worony ngɛ ba kywakywa dang?”
2a0e060017	Akana bramo uyoro ngɛ.
2a0e07006a	Nisini Iyesu rii ekyeng sini abarhimo, ikuyang kuworo owro ʊkiki ɔrɔmɔmɔrʊ. Aka tana mo ushosho wen:
2a0e08009c	“Akywa sini araru ba barhanw ʊra ʊmʊra ipara ubaraa bekya ya kiki bi owro ɔrɔmɔmɔrʊ, inu she ushoo asani abarhi opyo arʊ sini eprinw ni imimɔru,
2a0e09008f	Ɛkǝri arʊ sini abarhiny anu ba asani ɔnwɔ ni, ‘Ʊshinɛ ama orokru wen owro ʊkiki.’ Ikpara dang, ʊnʊ kʊng ʊwaa aya kiki bi utumo.
2a0e0a00db	Kǝnawo aba barhanw, kya ya kiki bi utumo, kii arʊ sini abarhiny ba ba anu sani ɔnwɔ ni, ‘Orokyoro, shinɛ ba bi owro agyagyang.’Kina nʊ manw imʊmɔrʊ bi ite ʊparha ɛshɛ ekyeng sini inyi kiki kǝni ɔmɔɔ.
2a0e0b0077	Kii kukum arʊ sini aba kpara ʊkaa ayaya anu roo ne kwerh, arʊ sini aba kpara ʊkaa ne kwerh anu kpara ngɛ ayaya.”
2a0e0c00f3	Iyesu ka sani arʊ sini a barhi ngɛ ni, “Uba waa ubarha orokru ʊra ʊmʊra awri ko ʊmʊra ʊrɛ bekya barha orokyoronw, ko arupyanw ko ɔfɔrɔnw, ko onogronw, ko arʊ ʊfɛ iyoyow nu nwɔ. Uba sa kǝna, anu shu barhanw ʊkamɔ, akpuranw.
2a0e0d0063	Uba waa ubarha orokru ʊra ʊmʊra, ubarha ara ayarha, ogoru, arʊ sini anabramo ukyeng kǝni ofow,
2a0e0e0089	inyi nupen onuo adadʊma. Kii edei orokru men anasubramo ʊkpʊranw. Ʊnʊng nʊ kpʊranw ʊnʊng ʊshinɛ arʊ shoo nashisha eyesing.”
2a0e0f00b8	Ni sini ereying bi idɔɔ arʊ sini akʊ ra ʊmʊra kǝni ɛngɛɛ kʊng kǝna, akasani Iyesu ni, “Ʊnʊng ta arʊ sini anu ra ʊmʊra ipara bi idɔɔ igumo Ʊnʊng onuo adadʊma.”
2a0e10006d	Iyesu ka sani ɛngɛɛ ni, “Opyo orokru ku tuno ʊʊma ʊsa ipara irirɛ akywa dang akabarha orokru napany.
2a0e11007b	Akywa sini ikpara ipara fwa aka tuma agara ngɛ akya tana arʊ sini abarhi mo ni, ‘Inyi ba kii ekywere ukɛne ʊmʊra.’
2a0e1200c9	“Ekyeng sini abarhi mo kukummo eye ying ka su tana ngɛ imisini isi imo nasu bamo ba. Ari itite ka sani, ‘Ingɛɛ rɛi owro, itɔɔyo ingɛɛ ye pyerhe yo orong. Iku sɔrhɔnw kparam afraa ngɛ.’
2a0e13006f	“Opyo arʊ kasani, ‘Irɛi inaa ʊtina atarhi iwa kyam ʊmarhayɔ wo we. Iku sɔrhɔnw kparam afraa ngɛ.’
2a0e140053	“Kǝnawo opyo arʊ kaa, ka sani, ‘Ikpari ubara wɔ we kaimen inabram uba ba.’
2a0e1500f2	“Ekǝri agara ko juro baa aba atana Ete ʊnaa sini imɔsi. Ete ʊna ka ta anang, kasani agara ngɛ ni, ‘Kya na gbrugbram ekyeng bi ʊtʊtʊra kǝni ʊʊsʊsɔ apya, ayirha ara ayarha, ogoru kǝni ofow adarha arʊ sini ana bramo ukyeng.’
2a0e160053	“Agara ka sani, ‘Ete, imisini ʊtani ni arʊ sa arʊ sayo, yip owro shushoo.’
2a0e170073	“Ete ʊna ka sani agara ngɛ ni, ‘Kuno akya bidɔɔ itira kǝni idɔɔ apya asa orokru ni aba, aki ʊnam tirɛ.
2a0e18004d	Itanany, ko ereying sini a barhi ngɛ anasu rɛnɛ ngɛ ʊmʊra iparam.’”
2a0e190045	Ushi orokru napany akʊ kyeng kǝni Iyesu, ekǝ tere ka sani ɔmɔni:
2a0e1a00b4	“Arʊ sini eye ba eberim kana tira ngɛ ɛkpɛri ngɛ, kǝni akwaa, kǝni ɔnɔɔ, kǝni arupyaa, kǝni ɔfɔrɔ ngɛ, adarha ikuru ʊkaa ngɛ ese maa ushoo ɔnɔ ʊmɛr mi ngɛ.
2a0e1b0053	Kukum arʊ sini ana kparange agara ngɛ okro mi ngɛ ese maa ushoo ɔnɔ ʊmɛr mi.
2a0e1c009c	“Asani araru bidɔɔnyi waa vura ʊna ayaya. Ana su kikie epyerhe orong ikimoyo ɛkǝri ʊna nushu ra, kii anʊ ni akai ʊfɛ sini ʊnʊ maa ʊvʊrawɔɔ?
2a0e1d005f	Kii aba nuwa atari ikpa ʊvʊra akana brayɔ ʊkywɛrɛwɔ kukum arʊ sini oborowo anʊ sinanw.
2a0e1e0044	Anʊ sani, ‘Orokru wen ti ikpa ʊvʊra akana brayɔ ʊkywɛrɛ.’
2a0e1f00c1	“Adarha ngɛ akina ogumo ngɛ nʊ waa ukyaa ʊraa ni opyo ogumo. Akana kikie epyerhe kii ɛngɛɛ nʊ bra ʊsa ʊraa ni arʊ sini ani orokru ʊsɔng isipari kǝni ɛngɛɛ ari ʊsɔng atarhi?
2a0e200081	Obo orong ingɛɛ nasu braa, anu tuma atina aya darha awan ogumo akywa sini eshishi ki ikǝkarha ogyurho ngɛ imusa ʊyari ikywi.
2a0e210064	Kǝnawo, kukum arʊ sini abana woro ngɛ ikywie ngɛ ni imisini aniyoo ese maa ɔnɔ ʊmɛr mi ngɛ.
2a0e22005d	“Ʊnuɔ nʊ ʊdʊma, yip ʊpʊpʊwa ngɛ bɛ kywɛrɛwo anʊ sa nenyee ukojo sa napʊpʊwa?
2a0e23008e	Ʊsamɔ ni ʊrʊ ʊtina ngɛ bi ibʊng ko asa ʊʊma ʊfɔnɔ; anʊ kʊna anira ngɛ. “Arʊ sini obo shoo ni atʊng ʊkʊng ngɛ, akʊng.”
2a0f01005b	Ʊpyu ʊnʊng arʊ yirha ogon kǝni arʊya napany kaba tuno ekǝkǝri Iyesu ngɛ awa kuwɔ.
2a0f020086	Yip Afarisiya kǝni avʊwa ʊmɛr ogro Imusa kasu tana ʊring atata asani, “Orokru wen ku yirha arʊya asu ra ʊmʊra kǝni omoo.”
2a0f03002f	Ikpara dang Iyesu ka tana mo ushosho wen asani:
2a0f0400c0	“Asani araruny ni Atam ʊkʊma ngɛ eying bi idɔɔmo ko vroyo. Anasu shere ngɛ ʊparha ɛshɛ isi echetarhi ni echetarhi bo rumo akyaa upyerhe Atam sini ovruyo kekya akywa sini anʊ penyo?
2a0f050028	Aba penyo, anʊ saayo baya ʊvʊ asu mɛ
2a0f06008d	waa sini aba ba ʊduna, anu tuno orokyoro ngɛ kǝni arʊ iyoyow ne ngɛ katanamo ni, ‘Inyi shem ngɛ ume; kii ipen Atam mi sini ovruyo.’
2a0f0700b7	Iku tanany ushooyo wurha anu pri nʊ ʊmɛ kya ayaya arʊya eying beshere ʊyaa ngɛ ni ari ise echetarhi ni echetarhi arʊ sini akpari asani imo nashisha, ana waamɔ shere ʊya ngɛ.
2a0f080093	“Ko asani erere ni ikiri ʊfɛ atarhi ngɛ uying ko vrowo ngɛ. Anasu taa uyen, ɛyɛrhɛ ɛkǝri ʊna epyerhe noshong kekya akywa sini anu rowo?
2a0f090091	Akywa sini obo rowo, anu yirha orokyoroo kǝni ari iyoyow ne ngɛ kasa ni ɔmɔ ni, ‘Inyi shem ngɛ ume; Kii irong ikiri ʊfɛm sini ivriwo.’
2a0f0a0074	Iku tanany, ushooyo wurha, ima ofofuru yoo eberi atina Ʊnʊng kya ayaya baya arʊya eying sini eshere ʊya ngɛ.”
2a0f0b0055	Iyesu ko suno ngɛ ni ʊtanamɔ asani, “Opyo orokru sini ani ɔnɔ apari ngɛ nuwo.
2a0f0c006d	Araji kasani ekperi ngɛ ni, ‘Ɛkpɛri, mam imisini ini imye bi idɔɔ ʊmanw.’ Kǝnawo aka kaa mo ʊmaa.
2a0f0d00ae	“Bidɔɔ anawri naji, arajaji ko tuno ʊʊma kukum, eshere ʊna ngɛ akyaa opyo apya ki ikǝkarha bi ʊpʊrha wɔ asarhi ʊmaa ngɛ no kukum bi ʊkiki sini ʊsawɔ ʊdʊma.
2a0f0e00a1	Sini ekyweri ʊsarha ʊmaa ngɛ kukum, ihywʊng ka kpaa nagang be ɛkǝri ibʊng sini ɔnuo kukum. Ikpara dang ihywung ka raa nagang bi sini asaa ni imʊra ngɛ.
2a0f0f0079	Ʊwɔwɔ aka kya aya waa ʊtina owro opyo ɔnɔ apya, ɛkǝri ɔnɔ apya ka tʊma ngɛ kya ɔvro aya su upiri ngɛ ugrii.
2a0f100052	Akawa asani ingɛɛ na ara ʊmʊra ugrii oshuro, ekɛne pen ngɛ arʊ maa iririma.
2a0f110099	“Nisini ojuri baa bidɔɔ ʊkaa, aka sani, ‘Agara arʊ ʊsa ʊtina ɛkpɛrim gbrii ni ʊmʊra ʊra aparha ɛshɛ, imye we bi upen ihywung we pɛrɛm!
2a0f120060	Ini shinɛ kya eberi ɛkpɛrim asani ngɛ ni: Ɛkpɛri, Iya Ʊnʊng ngɛ [ara yaya] akyu ʊyanw.
2a0f13005a	Nɛchiyɛn ise mam ayirham ni ɔnɔnw; kparam kǝni ere ying bidɔɔ agara ʊtinanw ni.’
2a0f1400a3	Ikpara dang ekǝ shinɛ ko juro kya owro ɛkpɛri ngɛ. “Yip sini eshi kikǝkarha ekperie ko roo akung okwo ngɛ; oko gyo atara aya kǝkǝn ngɛ asu upyoo igɔn.
2a0f15008a	“Ɛkǝri ɔnɔɔ kasani ɛngɛɛ ni, ‘Ɛkpɛri, Iya Ʊnʊng ngɛ [ara ayaya] akyu ʊyanw. Nɛchiyɛn ise mam ujo yirham ni ɔnɔnw.’
2a0f1600b1	“Yip ɛkpɛri ngɛ ka sani agara ngɛ ni, ‘Inyi sa nagbrugbram! Okom igbɛ irirɛ ba igyigyang ɔsɔmɔ ngɛ. Inyi sɔmɔ ngɛ imaa ba ani ivʊ ɔsɔmɔ ngɛ ataka bi ifraa.
2a0f17004f	Inyi yokong ɔnɔ inaa sini amumurhi ba arʊ waa. Aki arʊ sa ipara ara ʊʊma.
2a0f18007a	Kii ɔnɔm wen kpoo bakywaa nɛchiyɛn ujo su fer; ovrie bakywa nɛchiyɛn epen ngɛ.’ Kǝnawo oko sunomo ngɛ ni ipara.
2a0f19007e	“Nisini akʊ sirha kǝna ɔnɔ ɔkɔkɔng ngɛ ni kya orumo. Akywa sini oto iyoyow ni ʊna, aka kung ʊkra ʊʊma kǝni aya.
2a0f1a0050	Ʊwɔwɔ aka yirha opyo agara ogyurho ngɛ asani, ‘Ikimɔyɔ iku kyeng ben?’
2a0f1b0077	Ɛkǝri agara ka sani ɛngɛɛ ni, ‘Arupyanw ngɛ ojuro ba ʊna, ekperinw kawa ɔnɔ inaa erere kii ɔsɔɔ akrʊ.’
2a0f1c006f	“Ɔrɔ ɔkɔkɔng ka kung anang ngɛ nagang atira ngɛ ʊraa ʊna. Ɛkpɛri ngɛ ko kuno ba asu sɔrhɔ ngɛ.
2a0f1d00d3	Yip oko yoro ɛkpɛri ngɛ a sani, ‘Rong! Kukum ɛnyɛɛ men iku sanw ʊtina ko ni ying ise mʊmarham ʊtɛɛ ogronw. Ikimoyo ʊmim? Ko ni iying use marhanw ʊmam ananama aki iwa ara asa ipara kǝni orokyorom.
2a0f1e007b	Ʊwɔɔ ni sini ɔnɔnw wen, arʊ sini asarhanw ʊʊma ngɛ bi owro erere ukǝkǝe, ɔsɔi, ʊkawaa ɔnɔ inaa ɛrɛrɛ!’
2a0f1f006d	“‘Ɔnɔm’, Ekperi ngɛ ka sani, ‘ko ikini ikpara ʊni kǝni ɛmyɛɛ, kukum imisini iniyɔɔ inwɔyo.
2a0f200089	Yip ini idima oshoo igyang arʊ si ipara asu mɛ, kii arupyanw kpoo bakywaa, nɛchiyɛn ani akrʊ; ovrie, yip nɛchiyɛn epen ngɛ.’”
2a100100c0	Iyesu ka tana ɔnɔ ʊmɛr ngɛ ushosho wen: “Opyo arʊ ʊfɛ nuwo arʊ sini ani arite atina ngɛ sini aku roo ʊʊma ngɛ. Yip akaba tana ngɛ asani ɛkǝri agara ku sarha ngɛ ʊʊma ngɛ.
2a100200aa	Kǝnawo aka yirha ngɛ ogyurho ngɛ, ‘Ikimoyo ye sini iku kʊng bi ikywinw? Tanam kukum sini uku kyeng ni ʊtʊnanw, kii ʊna su shinw arite ɔnɔ ʊtina nɛchiyɛn.’
2a100300ae	“Ɛkǝri arite atina kasa ni ʊkaa ni, ‘Ikimoyo ini sa nɛchiyɛn? Aritem waa karhami ukyeng ni ʊtʊna ngɛ imye isam ni ikrʊʊ nagang imuwro, ojo kʊng ʊwa ʊsɔrhɔ.
2a10040070	Ikpɛrhi imasini inu saa sini, akywa ukyeng ni ʊtʊnam bɛkywɛrɛyɔ, orokru nʊ yirham bidɔɔ ipyang mɔ.’
