2800000009	ማቶሳ
28052e00bd	ይንታና ካዽዘ አሱንꬃና ጻላላ ይን ካꬍኮ፥ ይንትስ አኮ ትርፈ የዘ? መለ አቶ የዝን፥ ጋበ ቃራጠ ጋችዙንꬅን ይኖ ኦቻነ።
28052f00bf	ይን፥ ይን እሹንꬃና ጻላላ ሳርꬅኮ፥ መሉንꬃፓ አኮ አꬍዘባዝ ኦችዶተ? መለ አቶ የዝን፥ ጾዝ አማኖሰ አሱንꬅ ይኖ ኦቻነ።
2805300064	ይኬ፥ ሳሎ የዘ ይን አዳይ ፎሎ ማቅዳን ፋና ይንትን ፎሎ ማቆተ።
28060100ba	«አስ ቦኦ ጋእ ይን ሎኦ ኦችቶ አስ ቲኖ ኦቻመ ፋና ናግንቶተ። ይኒ ጋር ይአንጽኮ ሳሎ የዘ ይን አዳይፓ አንጆ ደንጋማ።
280602011a	«ይን ዳሁንꬅስ እንግዘ ዎደ አስ ቲኖ ቦንችንቶደስ ጋእ ጩቡንꬅ ኦገ ጋጻን አይሁደ ዎሳ ኬꬃን ኦችዛን ፋና አስ ቦኦ ጋእ ኦችፐተ። ታ ይንትስ ቱሮ ኦህነ ኡን ፋ ኩሙꬅ አንጅቶ ኤክዳ
2806030081	የዝን ይን ዳሁንꬅስ እንግዘ ዎደ ይን ምዛቅ ኩሸ ኦችዛኖ ይን ዎርክታ ኩሸ ኤርፐ፤
280604008b	ይን እሞታ ጌማ ማቀ። ጌማ በሳ ኦችዛኖ በእዘ ይን አዳይ ይንትስ አንጅቶ ቆንጨ እንጎዳ።
28060500fa	«ዎሳ ዎስተራ ጩቡንꬅ ጋር ዪፐተ። ኡን፥ ፋና አስ ቦኦ ጋእ አይሁደ ዎሳ ኬꬃ ኦገ ዶና ኤቂ ዎስዛኖ ካꬋነ። ታ ይንትስ ቱሮ ኦህነ፤ ኡን ፋ ኩሙꬅ አንጅቶ ኤክዳ።
28060600c6	የዝን ነ ዎስዘ ዎደ ነ ቆልአ ገሎ፥ ፉርꬅቶ ጎርዲ ጌማ የዘ ነ አዳያ ዎሶ፤ ጌማ ኦችንትዳኖ በእዘ ነ አዳይ ኔስ አንጆ እንጎዳ።
28060700ae	ይን ዎስዘ ዎደ አማኖሰ አሱንꬅ ጋራ ጨር ቃላ ጋንꬅ ዎስፐተ። ኡን ቃልቶ ማህ ማህ ዎስን ጾዚ ስእነ ጋእ ቆፓነ።
28060800a5	ይኒ ግሾ፥ ኡንትን ጋር ዪፐተ። አኮስ ጋይኮ፥ ይን አዳይ ይንትስ አኮ ኮሽዛኮ ይን ዎሶዳንፓ ቲኖ ኤራነ።
2806090075	«ይኬ፥ ይን ያጋእ ዎሶተ፦ «ሳሎ የዘ ኑ አዳዮ፥ ነ ጌሽ ሱንꬅታ አንጅንቶ።
28060a005a	ነ ካእቱምታ ዮኦ፥ ነ ቆፍታ ሳሎ Ꮉንዳን ፋና ሳአን Ꮉኖ።
28060b0027	Ꮉይኖ ቁምቶ ኑስ እንጎ።
28060c0064	ኑ ኑና ቆህዱንꬅስ፥ አቶ ጋዛን ፋና፥ ኑስን ኑ ቆህቶ አቶ ጋኦ።
28060d0091	ኑና ኢታፓ አሾፕ አትን ፋታና ገልꬅፐ። [ካእቱሞን፥ ዎልቃን ቦንቾን መዽና ኔስ። አምንኤ።]
28060e0080	«ይን ይንታና ቆህዙንꬃና አቶ ጋይኮ፥ ሳሎ የዘ ይን አዳይ ይን ቆህቶ አቶ ጋዉዳ።
28060f0078	የዝን ይን መለ አስ ናጋራ አቶ ጋአንጽኮ ይን አዳይ ይን ናጋርቶ አቶ ጋኦስ።
28061000d5	«ይን ጾምዘ ዎደ ጩቡንꬅ ፋና ዪፐተ። አኮስ ጋይኮ፥ ኡን ጾምዛኖ አሲ ኤሮደ ፋና ፋ ስንቶ ቦꬃነ። ታ ቱሮ ኦህነ፤ ኡን ፋ ሽልማቶ ኤክዳ።
2806110050	«የዝን ነ ጾምዘ ዎደ ነ ስንቶ ሜጮ፥ ነ ኦምቶ ትዦ።
28061200e7	ይኒ ጋር ነ ዪዝኮ ነ ጾምዘ ጾምታ አሳፓ ገንግዳ፥ የዝን ጌማ የዘ ነ አዳይ ኤርዘ ጾማ ማቃዳ። ጌማ ኦችንትዳኖ በእዘ ነ አዳይ ኔስ ሽልማተ እንጎዳ።
2806130094	«ብላ ሙእዘ በሳ፥ መቆ ብርዘ ሳአ፥ ካይዞ ቦኪ ኤክዘ ሳአ፥ Ꮉና ሳእተ፥ ይንትስ ቆሎ ሺሽፐተ።
2806140089	የዝን ብላ ሞኦሰ በሳ፥ መቆ ብሮሰ በሳ፥ ካይዞ ቦኪ ኤኮሰ በሳ ሳሎ ይንትስ ቆሎ ሺሾተ።
280615003c	ነ ቆልታ የዘ በስተ ነ ዎዝንታ የሳዳ።
2806160087	«ኣፈ አሳትꬅስ ጾምፐ። ይኒ ግሾ፥ ነ ኣፍታ ፋጻ ማቅኮ ነ ኩሙꬅ አሳትꬅታ ፎኦ ማቃነ።
28061700c4	ነ ኣፍታ Ꮉርግንትዛ ማቅኮ ነ ኩሙꬅ አሳትꬅታ ꬉማ ማቃነ። ይኬ፥ ነ ግዳ የዘ ፎእዘ ꬉማ ማቅኮ፥ ꬉማ አኮ ጋር ኣꬊ ꬉማ ማቃደ!
28061800ed	«ፈቲ አስ ላምእ ላꬅስ አቆደስ ዳንዳኦስ። ፈታያ ካꬍኮ Ꮉንካያ እጻነ፤ ዎይ ፈታያ ቦንችኮ Ꮉንካያ ለቃነ። ጾዝስን ሚሸስን ዎላል አቆደስ ዳንዳኦስ።
28061900c7	«ይኬ፥ ስኦተ! ይን ደኦ የሳደስ፥ ‹አኮ ማአደ? አኮ ኡሻደ? አኮ ማኦደ?› ጋእ ኡንእንትፐተ፤ ሸምፖ ካꬃፓ ዎይ ጋላ ማኦፓ አꬎሶ?
28061a00c0	አፋ ላንዱንꬃና ቦኦተ፤ ኡን ቡዶስ፥ ማጾስ፥ ፋቻ ገልꬆስ፥ የዝን ይን ሳሎ አዳይ ኡንታና ሙዛነ። ይን ኡንታፓ ጋማ አꬎሶ?
28061b0075	ይን ግዳፓ ጋማ ኡንእንት ፋ ላይꬅትላ አፋ ፈቲ ቃማ ጉጆደስ ዳንዳእዘ የነ?
28061c0087	«ማህ ይን ማእዘ ባዝስ አኮስ ኡንእንተ? አነ ፉꬉንꬃና ቦኦተ፥ ኦቺ ላቦስ ዎይ ሱቆስ።
28061d0086	ስኦተ! መለ አቶ የዝን፥ ካት ሶሎሞነ ፋ ቦንቾ ኡባነ Ꮉና ፉꬍትፓ ፈታይ ጋር ማእካያ።
28061e00d0	ይን፥ አማኖ ፋጨዙንꬆ፥ ጾዚ Ꮉይኖ በንቲ ዎንታ ታማ ዎꬎደስ የዘ ማታ የይዝ ማእስዘባዝ ማቅኮ፥ ይንታና ኡንታፓ አꬂ ዋይዝ ማእሶሶ?
28061f006c	ይኒ ግሾ፥ ‹አኮ ሞኦደ? አኮ ኡሻደ? አኮ ማአደ?› ጋእ ኡንእንትፐተ።
28062000b1	ይኖ ኡባኖ ጾዝ አማኖሰ አሱንꬅ ጋንꬅ ደንጎደስ ኡንእንታነ። ይን ሳሎ አዳይ ይና ኡባና ይንትስ ኮሽዛኖ ኤራነ።
2806210086	የዝን ኡባፓ ቲኖ ጾዘ ካእቱምቶን ኤ ጽሎትꬅቶ ኮዮተ፤ ይና ኡባና ይንትስ ጉጁንቶዳ።
28062200a4	ይኒ ግሾ፥ ዎንታስ ቆፕተራ ኡንእንትፐተ። ዎንታና ዎንታስ አቆ፤ ፈቲ ፈቲ ቃምዘ ፋስ ማቃደ ማꬋራ የነ።
2807010059	«ይንታላ አፋ ፍርድንታመ ፋና መሉንꬃላ አፋ ፍርድፐተ።
28070200c7	አኮስ ጋይኮ፥ መሉንꬃላ አፋ ይን ፍርድዛን ፋና ይንታላ አፋ ፍርድንቶዳ፤ ይን መሉንꬅስ ማክደ ባዝተ ይንትስ ማህ ማክንቶዳ።
280703007a	ነ ኣፍተ የዘ ቱስ ፋና የዛያ ብእካይዛራ ነ እሻይ ኣፍተ የዘ ቡርዛ አኮስ በኤ?
2807040076	ነ ኣፍተ ቱስ የሳደራ ነ እሻይ ኣፍተ የዘ ቡርዛ ኬሶ ጋዉደስ ዋይዝ ዳንዳኤ?
28070500b6	ናተ ጩቡዛዮ፥ ቲኒ ነ ኣፍተ የዘ ቱስ ፋና የዛያ ኬሶ። ይንፓ ሱባ፥ ነ እሻይ ኣፍተ የዘ ቡርዛ ኬሶደስ ነ ጌሽ በአዳ።
28070600c3	«ሱባ ማቂ ይንታና ꬋኣመ ፋና ጌሽ ባዝ ካኑንꬅስ ኦልፐተ። ፋ ቶህተ የꬊ ኢሳመ ፋና ይን አልኦ ባዝ ጉዳይሉንꬅ ቲኖ ኦልፐተ።
2807070089	«ዎሶተ ይንትስ እንግንቶዳ፥ ኮዮተ ይን ደንጎዳ፥ ፉርꬅቶ ቁንኮተ ይንትስ ቡግንቶዳ።
2807080086	ዎስዘ ኦደስን እንግንቶዳ፥ ኮይዘ ኦደስን በንቶዳ፥ ፉርꬅቶ ቁንክዘስን ቡግንቶዳ።
2807090049	«ይን ግዳፓ ናአይ ቦራ ዎስኮ ሹች እንግዘ ኦደ?
28070a0033	ዎይ ሞሎ ዎስኮ ሾሽ እንግዘ የነ?
28070b00c2	ዬዝን ይን ኢታ ማቅተራ ይን ናኡንꬅስ ሎኦ ባዝ እንገ ኤርኮ፥ ይን ሳሎ አዳይ ፋና ዎስዙንꬅስ ሎኦ ባዝ ዋይዝ ጋንꬅ እንጋሞ?
28070c00cb	መሉንꬅ ይንትስ ኦቾደ ፋና ይን ኮይዘ ባዝ ኡባ ይንትን መሉንꬅስ ኦቾተ። አኮስ ጋይኮ፥ ሙሴ ህግተን ናቡንꬅ ታማርስዛናን Ꮉኖ።
28070d00af	«ጹንꬅ ፉርꬃራ ገሎተ፤ አኮስ ጋይኮ፥ ꬋብሰስ ካንግዘ ኦግዘ ዳማ፥ ፉርꬅታን ዳልጋ። ኢራ ገልዘ አሱንꬅ ጋማ።
28070e007b	የዝን ደኦጎ ካንግዘ ኦግታን ፉርꬅታን ጹንꬅ፤ የይጋ ገልዘ አሱንꬅን ኤራꬅ።
28070f007d	«አፋራ ዱሮ አዚ ፋ ጋꬅተ ሱዹመ ማቂ ይን ግዳ ገልዘ ዎርዶ ናቡንꬃፓ ናግንቶተ።
280710008b	ይን ኡንታና፥ ኡን ኣፍትፓ ኤሮዳ፤ አንጋꬃፓ ዎይነ ኣፈ፥ ከንችከሎፓ Ꮉልሞ ማጽንቶስ።
280711006c	ይኒ ፋና ሎኦ ምንጻ ኡባ ሎኦ ኣፈ አፋነ፤ ኢታ ምንጻ ኢታ ኣፈ አፋነ።
2807120071	ሎኦ ምንጻ ኢታ ኣፈ አፎስ፥ ማህ ኢታ ምንጻ ሎኦ ኣፈ አፎደስ ዳንዳኦስ።
280713004f	ሎኦ ኣፈ አፎሰ ምንጻ ኡባ ጋችንቲ ታማ ኦልንቶዳ።
2807140045	ይኒ ግሾ፥ ይን ኡንታና፥ ኡን ኣፍተ ኤሮዳ።
28071500b7	«ሳሎ የዘ ታ አዳይ ቆፍቶ ኦችዘ አስ ሳሎ ካእቱሞ ገሎደፕ አትን ጨር ታና ‹ላꬆ፥ ላꬆ› ጋዘ ኡባ ሳሎ ካእቱሞ ገሎስ።
28071600ca	ፍርዳ ቃማ ጋሙንꬅ፥ ‹ላꬆ፥ ላꬆ፥ ነ ሱንꬅተ ትንቢተ ኦህካ? ነ ሱንꬅተ ቱና አያና ከስካ? ነ ሱንꬅተ ክለ ባዝ ኦችካ?› ያጋኦዳ።
280717007e	የ ዎደ ታኒ፥ ‹ታ ይንታና ሙሎን ኤሮስ፥ ይን ኢታ ኦችዙንꬆ ታፓ Ꮉኮተ› ጋውዳ።
2807180089	«ይኬ፥ Ꮉና ታ ቃልቶ ስእ ኦችዘ ኦደን ፋ ኬꬅቶ ላላላ አፋ ኬጽደ ዎዝናራ የዘ አስ ፋና።
280719009b	እራ ቡክዳ፥ Ꮉሮ ጎግዳ፥ ባቆ ባቂ የ ኬꬅዛ ኡርቂዳ። የዝን ኬꬅታ ላላላ ኬጽንትደ ግሾ ጎልእካያ።
28071a0073	Ꮉና ታ ቃልቶ ስእ ኦቾሰ ኦደን ፋ ኬꬅቶ ሻፈላ አፋ ኬጽደ ቦዛ አꬃ አዛነ።
28071b00a1	እራ ቡክዳ፥ Ꮉሮ ጎግዳ፥ ባቆ ባቂ፥ የ ኬꬅዛ ኡርቂን፥ የ ኬꬅዘ ጎልእዳ፤ ኤ ጎልእታን ዳማ» ያጋይዳ።
28071c00cd	የሱሳ ፋ ኦህቶ Ꮉስደ ዎደ ኤ ትምርትታ ህገ አስታማሩንꬅ ፋና ማቃንጽ አደትꬅ ዎልቃር ማቅደ ግሾ አሱንꬅ ኤ ትምርትተ ጋማ ቆፕዳ።
280801004f	የሱሳ ደርዘፓ ዎꬍዘ ዎደ ጋማ አሱንꬅ ኤዛ ካልዳ።
28080200bd	ይኬ ፈቲ ቁርሱማ Ꮉርግንትዘ ኤጎ ሺቂ፥ ኤ ቲንተ ቡንቁንቲ፥ «ላꬆ፥ ነ ቆፋ ማቅኮ ታና ጌሽ ፋꬆደስ ዳንዳአነ» ያጋይዳ።
2808030081	የሱሳ ፋ ኩሽቶ ዳኪ ኤዛ ቦቺ፥ «ዬ፥ ታ ቆፋ፥ ፋጾ» ያጋይዳ። አꬄ ኢራ ጌዥ አትዳ።
28080400f9	የሱሳ ኤጎ፥ «ነ ፋጽቶ ኦደስን ኦህፐ። የዝን Ꮉንግ ነ ጌዥ ፋጽዳኖ ካህኑንꬃና ቤዞ። ነ ፋጽዳንስ ማርካ ማቃደ ፋና Ꮉንግ ሙሴ ኪትደ ዣርሽቶ ዣርሾ» ያጋይዳ።
2808050063	የሱሳ ቅፍርናሆመ ካታማ የልደ ዎደ ፈቲ ማቶ Ꮉላቅዘ ኤጎ ሺቂ፥
2808060068	«ላꬆ፥ ታ አርዘ ዎቢ ጋማ ዋይንት፥ ካራ ዎይእ የነ» ያጋእ ዎስዳ።
2808070049	የሱሳ ማህ፥ «ታኒ Ꮉንግ ኤዛ ፋꬆዳ» ያጋይዳ።
28080800c0	የዝን ማቶ Ꮉላቅዘ ማህ፥ «ላꬆ፥ ነ ታ ካራ ገሎደስ ታ ቤዘ አስ ባያ፥ የዝን ነ Ꮉይጋ በቲ ቃላ ጻላላ ኦሆ፥ ታ አርዘ ፋጾዳ።
280809015a	አኮስ ጋይኮ፥ ታፓ ካታራ ታ ኪትንትዘ አሱንꬅ የነ፥ ማህ ታፓ ጋꬃራ ታስ ኪትንትዙንꬅ የነ። ኡንታፓ ፈታያ፥ ‹ቅቶ› ጋይኮ ቅታነ፤ Ꮉንካያ ማህ ‹Ꮉንካ ዮኦ!› ጋይኮ የእነ። ታ አርዛ፥ ‹Ꮉኖ ዪዞ› ጋይኮ ዪዛነ» ጋይዳ።
28080a00d0	የሱሳ ይኖ ስእደ ዎደ ጋማ ቆፒ፥ ፋና ካልዘ አሱንꬃጎ፥ «ታ ይንትስ ቱሮ ኦህነ፤ ታኒ Ꮉኒ ጋርዘ አማኖ እስራኤለ አስ ግዳን ብእካያ።
28080b00ba	ታ ይንትስ ኦህነ፤ ጋሙንꬅ አዋ ኬሳፓን አዋ ገሎፓ ይእ፥ ሳሎ ካእቱሞ አብራሃማራ፥ ይሳቃራን ያይቆባራ ፈትላ በቶዳ።
28080c00b3	የዝን ሳሎ ካእቱሞ ላቶደስ ቤዝን አትዱንꬃና ባለ ꬉማ ኦሎዳ። እዘ ኡንትስ ዬፎን አች ጋርጭንገ ማቃዳ» ያጋይዳ።
28080d009e	የሱሳ ማቶ Ꮉላቅዘጎ፥ «ነ ካራ Ꮉንጎ፥ ነ አማንቲ ፋና ኔስ Ꮉኖ» ያጋይዳ። ኤ አርዘ ኢራ ፋጺ አትዳ።
28080e00a2	የሱሳ ጴጥሮሳ ካራ ገልዘ ዎደ ጴጥሮሳ ማችት እንታ ኦማ ኦꬂ ምሻ Ꮉርገራ Ꮉርግንቲ ዎይእ የዛኖ ብእዳ።
28080f0078	የሱሳ እ ኩሽቶ ቦችደ ዎደ ኦꬅታን ምችታ አሺ አሽዳ። ፋጺ ደንዲ ኤዛ ሞክዳ።
28081000eb	የ ዎደ ኡጉረ ቱና አያናራ አይክንትደ ጋማ አሱንꬃና፥ አሱንꬅ የሱሳጎ ክእዳ። ኤዝን ቱና አያኑንꬃና ፋ ቃልተ ከስዳ፥ Ꮉርግንትዙንꬃና ኡባ ፋꬅዳ።
280811009a	ይነን ናበ ኢሳያሳ፥ «ኤ ኑ ኢታ Ꮉርግቶ ፋስ ኤክዳ፥ ኤ ኑ Ꮉርግቶ ቶክዳ» ጋይደ ቃልታ ፎልንትዳ።
2808120092	የሱሳ ጋማ አሱንꬅ ኤ ካለ ኤቅዳኖ ብእ፥ አባፓ ሰኮ ፍንꬃ ፊንጎደ ፋና ፋ ታማሩንꬃና ኪትዳ።
2808130089	ህገ አስታማሩንꬃፓ ፈታይ፥ «አስታማርዛዮ፥ ነ Ꮉንግዘ በሳ ኡባነ ታ ካሎዳ» ያጋይዳ።
28081400bd	የሱሳ ኤጎ «ዎርካኑንꬅስ ኦላ የነ፥ ሳሎ ላንዱንꬅስ ኬꬂ የነ። የዝን አስ ናአይስ ፋ ኦምቶ ሸምፕዘ በሲ ባያ» ያጋይዳ።
2808150085	የሱሳ ካልዘ አሱንꬃፓ ፈታይ፥ «ላꬆ፥ ታኒ ቲኖ Ꮉንግ ታ አዳያ ሞጊ ዮኦዳ» ያጋይዳ።
2808160070	የዝን የሱሳ፥ «Ꮉይቂዱንꬅ ፋ Ꮉይቁንꬃና ሞጎ፤ ነ ታና ካሎ» ያጋይዳ።
2808170069	የሱሳ የꬋደስ ጎንገ ገልደ ዎደ ኤ ታማሩንꬅን ኤራ ቅቶደስ ገልዳ።
28081800a6	ኡን ቆፕካይዛራ የዝን፥ ዳማ ዙሉንተ Ꮉꬅትላ አፋ ደንድን ጎንግቶ ቆꬎደስ የልዳ። የዝን የሱሳ ገንትዳ።
2808190075	ኤ ታማሩንꬅ ኤጎ ሺቂ ኤዛ ባርክꬂ፥ «ላꬆ፥ ኑ ꬋባነ ኑና አሾያ» ያጋይዳ።
28081a00d3	የሱሳ ኡንታጎ፥ «ይን፥ አማኖ ፋጨዙንꬆ፥ አኮስ ዣሽተተ?» ያጋይዳ። ደንዲ፥ ዙሉንቶን ዡብቶ ስእ ይዝዳ። ኤልስ ኡባ ባዝ ስእ ጋይዳ።
28081b0099	ኤ ታማሩንꬅ ጋማ ቆፒ፥ «Ꮉይ፥ መለ አቶ የዝን፥ ዙሉንተን ዡባን ኪትንትዘ ዋይደ አሶ?» ያጋይዳ።
28081c012f	የሱሳ አባፓ ሰኮ ፍንꬃ የዘ ገርገሶነ ጋዘ ሳአ የልደ ዎደ ቱና አያና አይክደ ላምእ አሱንꬅ ቦዛፓ ኬዚ ኤራ የልንትዳ። ኡን ጋማ ኢታን ዣሽዘ አስ ማቅደ ግሾ አስ ይና በስትራ አꬎደስ ዳንዳኦስ።
28081d009e	ኡንትን፥ «ጾዘ ናአዮ፥ ኔራ ኑና አኮ የልꬅዘ? ዎደ የልካያ የዝን ኑና ፍርዶደስ ይእዳ?» ጋእ ኡክዳ።
28081e0050	ኡንታፓ ጋማ Ꮉክካይዛር ጉዳይለ ዉደ የንግንታነ።
28081f0099	ቱና አያኑንꬅ የሱሳ፥ «ነ ኑና ከሶደ ባዝ ማቅኮ፥ ሰኮ ጉዳይሉንꬅ ዉደ ግዳ ዳኮያ» ያጋእ ዎስዳ።
28082000d8	የሱሳ፥ «ቅቶተ» ያጋይዳ። ቱና አያና አሱንꬃፓ ኬዚ ጉዳይሉንꬃጎ ገልዳ። ጉዳይሉንꬅን ኡባ ጋጋ ዶናራ ዎጺ Ꮉንግ አባ ቆꬍንት Ꮉይቂዳ።
28082100b1	ጉዳይለ ዉደ የንግዙንꬅን ዎጺ ካታማ Ꮉንግ፥ Ꮉንደ ባዝን ቱና አያና አይክደ አሱንꬃላ አፋ ኦችዳኖ ኡባ ኦህዳ።
28082200b3	ዬዝን፥ ካታማ የዘ አሱንꬅ ኡቡንꬅ የሱሳ ቦኦደስ ከዝዳ። ኡን የሱሳ ብእደ ዎደ ፋ ጋድትፓ ኬዚ ቅቶደ ፋና ዎስዳ።
2809010060	ይንፓ ሱባ፥ የሱሳ ጎንግተ ገሊ፥ አባ ፊንግ ፋ ካታማ ቅትዳ።
28090200f4	እዘ ኤራꬅ አሱንꬅ ፈቲ ዎቦ አꬃ አልጋራ ቶኪ የሱሳጎ ክእዳ። የሱሳ ኡን አማንቶ ብእ፥ ዎቦ አꬃ፥ «ታ ናአዮ፥ ዣሽትፐ! ነ ናጋርታ አቶ ጋእንትዳ» ያጋይዳ።
2809030096	ይና ሳተ፥ አይሁደ ህገ አስታማሩንꬃፓ ፈተ ፈተ፥ «Ꮉና ጾዝ ጫዠ ባነ» ያጋእ ፋ ዎዝንተ ቆፕዳ።
280904005d	የሱሳ ኡን ቆፍቶ ኤሪ፥ «ኢታ ባዝ ይን ዎዝንተ አኮስ ቆፐተ?
2809050084	የዝን፥ ‹ነ ናጋርታ አቶ ጋእንትዳ› ጋዛንፓን ‹ደንዲ ኤቂ ቅቶ› ጋዛንፓ አየ ፎለ?
28090600f5	የዝን ሳአላ አፋ ናጋራ አቶ ጋዉደስ አስ ናአስ አደትታ ዎልቃ የዛኖ ታ ይንታና ኤርሶዳ» ያጋእ፥ ዎቦ አꬄጎ፥ «ደንዲ፥ ነ አልግዛ ቶኪ፥ ካራ ቅቶ» ያጋይዳ።
280907002f	ዎቦ አꬄ ደንዲ ፋ ካራ ቅትዳ።
2809080081	ዎርዥታ ይኖ ብእ ጋማ ቆፕዳ። ይኒ ፋና አደትꬅ ዎልቃ አስስ እንግደ ጾዛ ጋላትዳ።
28090900ba	የሱሳ የይጋፓ ደንዲ Ꮉንግተራ ማቶሳ ጋዘ ቃራጠ ጋችዘ በሳ በቲ የዝን ብእ፥ «ታና ካሎ» ያጋይዳ። ኤዝን ደንዲ ካልዳ።
28090a00c5	የሱሳ ማቶሳ ካራ ለማተላ በቲ የዝን፥ ቃራጠ ጋችዘ ጋማ አሱንꬅን ናጋራንቹንꬅ ይእ ኤራን ኤ ታማሩንꬃራ ዎላ ሞኦደስ በትዳ።
28090b00ca	ፈቲ ፈቲ ፋርሳዉንꬅ ይኖ ብእ፥ የሱሳ ታማሩንꬃራ፥ «ይን አስታማርዘ ቃራጠ ጋችዙንꬃራን ናጋራንቹንꬃራ አኮስ መኤ?» ያጋይዳ።
28090c006d	የሱሳ ይኖ ስእ፥ «ጋላ ኮሽዘ Ꮉርግንትዙንꬅስ ፋትን ፋጹንꬅስ ባያ።
28090d014e	የዝን ይን Ꮉንግ፥ ‹ታኒ ይን ዣርሽቶ ባይዝን ይን መሉንꬃና ማሮደ ፋና ኮያነ› ጋእንት ጻፍንትዳና ዋግዛኮ ኤሮተ። አኮስ ጋይኮ፥ ታኒ ናጋራንቹንꬃና ጼጎደስ ይእዳፕ አትን ጽሉንꬃና ጼጎደስ ይእካያ» ያጋይዳ።
28090e00bc	የ ዎደ ዋሐንሳ ታማሩንꬅ የሱሳጎ ሺቅን፥ «ኑንን ፋርሳዉንꬅን ጾማነ፥ የዝን ነ ታማሩንꬅ አኮስ ጾሞሶ?» ያጋእ ኦጭዳ።
28090f00e6	የሱሳ ማህ ኡንታጎ፥ «ሙሹራ ኡንታራ የዝን ጼግንት ይእደ አሱንꬅ አዛኖደስ ዳንዳአነ? ሙሹራ ኡን ካለፓ ኤክንቶደ ዎደ ዮኦዳ፥ ኡን የ ዎደ ጾሞዳ።
28091000b1	«ክሌ ማኦፓ ፌꬍ ጋልአ ማኦላ ስክዘ ኦደን ባያ። ይኒ ፋና የይዝኮ ክልዘ ጋልእዛ ፌꬋነ። ፌዽꬅታን ዎዚ ዳልጋነ።
2809110199	ክሌ ዎይነ ጋልአ ስልጰ ጉጅዘ ኦደን ባያ። ይኒ ፋና የይዝኮ ክሌ ዎይንዘ ጋልአ ስልጵዛ ꬉሳነ ዎይንዘን ላንታነ፤ ስልጵዘን ላምእንꬃ ማዶሰ ባዝ ማቃነ። የዝን ክለ ዎይነ ክሌ ስልጰ ጉጆደስ ቤዛነ። ይኒ ፋና የይዝኮ ላምኡንꬅን ኢትካይዛራ ናግንታነ» ያጋይዳ።
280912011a	የሱሳ ይና ኦህትላ አፋ የዝን፥ አይሁደ Ꮉላቁንꬃፓ ፈታይ ኤጎ ይእ፥ ኤ ቲኖ ቡንቁንቲ፥ «ታ ናእታ Ꮉተ Ꮉይቂዳ፥ የዝን እዛ ፋጾደ ፋና ነ ይእ ነ ኩሽቶ ኢላ አፋ ጋዶዮ» ጋእ ዎስዳ።
280913004e	የሱሳ ደንዲ ኤራ Ꮉንግዳ፤ ኤ ታማሩንꬅን ካልዳ።
28091400a0	ኤ Ꮉንግዝን ታጶ ላምእ በረ ኩሙꬅ ሱꬅ ጎጊ ዋይꬅዘ ፈቲ ማችታ ሱባራ ሺቂ የሱሳ ማእት ማጫርቶ ቦችዳ።
2809150075	እዛ ፋ ዎዝንተ፥ «ታ ኤ ማእት ማጫርቶ ጻላላ ቦችዛኮ ፋጾዳ» ያጋእ ቆፕዳ።
28091600a5	የሱሳ ሱብ ማቂ እዞ ብእ፥ «ታ ናእተ፥ ዣሽትፐ! ነና ነ አማንታ ፋꬅዳ» ያጋይዳ። አስታን ኢራ ፋጺ አትዳ።
2809170075	የሱሳ አይሁደ Ꮉላቅዘ ካራ የልደ ዎደ ዛየ ፉግዙንꬃናን ዬክዙንꬃና ብእ፥
280918009a	«አነ Ꮉልኦተ፤ ኤራꬅ ናእታ ገንትዳፕ አትን Ꮉይቂካያ» ያጋይዳ። የዝን አሱንꬅ ኤላ አፋ ሚጭዳ።
2809190086	አሱንꬃና ባለ ከስዳንፓ ሱባ ኬꬃ ገሊ፥ ናእት ኩሽቶ አይክዳ፥ ናእታን ደንዲ ኤቅዳ።
28091a0035	ይና ኦህታ ይና ሳእቶ ኡባ የልዳ።
28091b00c4	የሱሳ የይጋፓ ደንዲ ጎደ ቲኖ Ꮉንጎደራ ላምእ ቆቁንꬅ ፋ ቃልቶ ꬎቅ ዪዚ፥ «ዳዉተ ናአዮ፥ ኑና ማሮያ» ያጋይትራ ኤዛ ካልዳ።
28091c00f6	የሱሳ ኬꬃ ገልዘ ዎደ ቆቁንꬅ ኤዛ ካሊ የልዳ። የሱሳ ኡንታጎ፥ «ታኒ ይኖ ኦቾደስ ዳንዳእዛኖ ይን አማናነተ?» ያጋይዳ። ኡንትን፥ «ዬ፥ ላꬆ» ያጋእ ማህዳ።
28091d008b	ይንፓ ሱባ፥ የሱሳ ኡን ኣፍቶ ቦቺ ኡንታጎ፥ «ይንትስ፥ ይን አማንቲ ፋና Ꮉኖ» ያጋይዳ።
28091e0086	ኡን አፍታን ቡጉንትዳ። የሱሳ ኡንታጎ፥ «Ꮉኖ ኦደስን ኦህፐተ» ያጋእ ምንꬂ ኦህዳ።
28091f0056	የዝን አሱንꬅ Ꮉንግ የሱሳ ባዝ ይና ሳእተ ኡባ ኦህዳ።
280920007e	ኡን የይጋፓ ከዘ ዎደ አሱንꬅ ቱና አያና አይኪ ሙሙዝደ ፈቲ አስ የሱሳጎ ክእዳ።
