2800000004	Moti
280622007b	“Hétolla, hailla lla sinta no goijjó; kiyólla-hoilé haillar dine hailla lla sinta goríbo. Din or duk din olla kafí.
2807010040	“Hosúri no doijjo, tói tuáñrar hosúri yó dóra no zaybo.
28070200aa	Kiyólla-hoilé zendilla gori tuáñra hosúri dóro, héndilla góri tuáñrar hosúri yó dóra zaybo; aar tuáñra ze mafe diiba, tuáñra re yó hé mafe diiya zaybo.
280703007d	“Tuñí tuáñr bái or suk ot asé de hál lan kiyá dekór, montor tuáñr nizor suk ot asé de hodda gán ót no gorór?
2807040082	Nizor suk ot hodda táki baade tuñí keéngori tuáñr bái ore hoór, ‘Aiyó, añí tuáñr suk ottu hál lan neelaifélai’?
2807050088	Ó munafék! Age tuáñr nizor suk ottu hodda gán neelaifélo, baade tuáñr bái or suk ottu hál lan neelai bolla sáf góri dekíba.
28070600ce	“Kuñir ore honó pak jiníc no diiyo, aar cúwor ókkol or muúntu tuáñrar mukta no félaiyo, arnóile híine híin ore ṭénge úñran maribó, aar fíri aái yore tuáñra re hán-hán gorífelaibo.
2807070066	“Mago, tuáñra re diiya zaybo; tuwo, tuáñra faiba; duwar baijjo, tuáñra lla duwar kúla záybo.
2807080079	Kiyólla-hoilé zee niki mage, íte faa; zee niki tuwa, íte tuwai faa; aar zee niki duwar baijja, ítar lla kúla zaybo.
280709005c	“Tuáñrar bútore endilla manúc hon asé, nizor fua ye ruṭi magilé fattór diibo dé?
28070a0021	Yáto mas magilé háf diibo dé?
28070b00d2	Hé ísafe, zodi tuáñra hóraf ói baade úddwa tuáñrar fuain dore gom-gom jiníc ókkol dii zano, tóoile tuáñrar asmani Bafe zetará Íba ttu mage ítara re aró hotó gom jiníc ókkol diibo fáñllar!
28070c00af	“Hétolla, hárr kessút oinno zon ore uúin goró ziín tuáñra soó de ítara tuáñra re goróuk, kiyólla-hoilé híyan óilde beh Tourat or edde nobi ókkol or cíkka.
28070d008b	“Siyon doroza báy gólo, kiyólla-hoilé borbadir uzu loiza de rasta fárot aar híyan or doroza coṛa; híyan báy góloya bicí asé.
28070e0063	Montor zindigir uzu loiza de rasta kutahaiṭṭa aar híyan or doroza siyon, híyan ore fooya hom.
28070f009c	“Misá nobi ókkol ottu úñciyar táikko, zetará tuáñrar hañse bérasóol or sónna dóri aiyé, montor bútore ítara búka rangkuñir or ḍóilla.
2807100084	Tuáñra ítara re ítarar gulagalaye siníba. Maincé kí keñṛabon ottu anggur aar keñṛar záḍḍwa ttu ḍuñir gula fare?
2807110052	Borabor héndilla, gom gas ot gom gula dóre, aar hóraf gas ot hóraf gula dóre.
2807120053	Gom gas ot toh hóraf gula dóri no fare, aar hóraf gas ot gom gula dóri no fare.
2807130048	Ze gas ot gom gula no dóre, yíba re toh haṛi ooin ot félaidiya zah.
2807140045	Hétolla hoóir, tuáñra ítara re ítarar gulagalaye siní faribá.
28071500b6	“Zetará Añré, ‘Malik, Malik,’ ḍake, ítara hárr ekzon asmani raijjot góli faribó de héen no, montor siríf uite faribó zee niki Añr asmani Baf or moncá mozin goré.
28071600ea	Hé din Añré boóut kiyé hoibó de, ‘Malik, ó Malik, añára Tuáñr name Allar kalam boiyan goijjílam de no né? Tuáñr name bút ókkol dáfailam de no né? Aar Tuáñr name boóut keramot ókkol óu goijjílam de no né?’
2807170090	Héñtte Añí ítara re sáf-sáf góri hoiyúm de, ‘Añí tuáñra re honó októt no sinítam; kuham-goróya ókkol, Añr héntu dur ó.’
280718009f	“Hétolla, zee niki Añr boiyan iín fúni amól goré, íte endilla ezzon buddíman manúc or ḍóilla óibo, zee niki nizor gór fattór or uore banaiyé.
28071900ae	Baade zór aiccé, faníban óiye, aar boiyar baái hé gór gán ot dósadiye; toóu híyan fori nó zagói, kiyólla-hoilé híyan or buniyadi tohfattór ot ḍála gíyeh.
28071a0091	Montor zee niki Añr boiyan iín fúni amól no goré, íte eén ézzon bekuf manúc or ḍóilla óibo, zee niki nizor gór balur uore banaiyé.
28071b007a	Baade zór aiccé, faníban óiye, aar boiyar baái hé gór gán ot dósadiye; hétunot híyan fori ebbe nac óigiyoi.”
28071c0061	Zeñtté Isá ttu hotá híin hoiyá óiye, Íbar hé taalim fúni manúc ókkol ammúk óigiyoi,
28071d0082	kiyólla-hoilé Íba ye ítara re ítarar alem ókkol or ḍóilla góri no bólke ezzon adíkar olar ḍóilla góri taalim dito.
2808010056	Zeñtté Isá faár or uottú laimmégai, becábicí manúc ókkol Íbar fisá doijje.
2808020085	Hé októt ezzon kurus biyaraimma ye aái Íba re sóida gorí hoór de, “Ó Malik, Tuñí sailé añré pak-sáf gorí faribá.”
280803009d	Isá ye Nizor át barái yóggwa re dóri hoór de, “Añí saái; pak-sáf óizogoi.” Tói éhon or bútore yóggwa kurus biyaram ottu pak-sáf óigiyoi.
28080400cb	Baade Isá ye yóggwa re hoór de, “Saiyó, yián honókiyo re no hoiyó; bólke zoo, nizoré imam or hañse dahógoi, aar maincór hañse gobá ó fan, Muúsa ye hókum díye de hé kurbani dogói.”
2808050083	Zeñtté Isá Kaparnahúm cóor ot góille, hétunot ezzon cáap, zibá ek cót fóous or sóddar, aái Íba re fóriyat gorér de,
280806004c	“Malik, añr gulam añtur ói gór ot fori táikke; íte kúb duk faar.”
2808070042	Isá ye yóggwa re hoór de, “Añí aái ítare gom goijjúm.”
2808080095	Montor cáap pwá ye hoór de, “Ó Malik, Tuñí añr gór or sal or nise aibár añí laayek no. Siríf muké hoó, tói añr gulam gom óizayboi.
28080900fd	Kiyólla-hoilé añí nize yó ar ezzon or hókumot or tole así, aar fóous ókkol añr nise asé. Añí ezzon ore ‘zaa,’ hoilé, íte zaa, ar ezzon ore ‘ai,’ hoilé, íte aiyé, aar añr gulam ore ‘yián gor,’ hoilé, íte híyan goré.”
28080a00d8	Híyan fúni Isá taajup óigiyoi, aar zetará Íbar fisá dori accíl ítara re hoór de, “Añí tuáñra re sóiyi hoóir, Añí ettór ḍoóñr iman Isráili ókkol or bútore úddwa honókiyo ttu loot nó fai.
28080b0093	Añí tuáñra re hoóir, fuk edde fosím ottu boóut zon aibó, aar ítara Ibrahím, Isahák, edde Yakub or fúañti asmani raijjot háito boibó.
28080c0089	Montor zetará raijjot tákon accíl, ítara re baáre andár ot félaidiya zaybo; héṛe hañdahaṛi edde date dat kirkirani óibo.”
28080d00a9	Baade Isá ye cáap pwá re hoór de, “Zoogói; tuñí zeén óibo bóuli biccác goijjó, héen tuáñr lla óuk.” Borabor hétunot yóggwar gulam mwa gom óigiyoi.
28080e0073	Yárbaade zeñtté Isá Fitor or gór ot aiccé, Íba ye dekér de, Fitor or hóuri gaatzore bisánat fori táikke.
28080f0078	Íba ye yóggwar át dóijje rár yóggwa ttu gaatzor giiyégoi; baade yóggwa uṛí Íba re meémandari gorát doijje.
28081000b5	Háñz óiye rár, maincé Íbar hañse búte-faiya boóut zon ore ainníl. Íba ye jin ókkol ore muk zobane dáfaiye, aar zetará biyaraimma accíl ítara beggún ore gom goijjé.
28081100ab	Híyan etollá óiye, zeéne nobi Yesáyahr duara hoóil de yián fura ó, “Íba ye añárar komzuri ókkol loifélaiye, aar añárar biyaram ókkol dur gorífelaiye.”
280812007f	Zeñtté Isá ye Íbar sairókul ttu ek dol manúc deikké, Íba ye ummot ókkol ore ḍiír oh hañsat zai bolla hókum díye.
2808130076	Hétunot ezzon alem aái Íba re hoór de, “Ustat, Tuñí zeṛé zaiba añí yó héṛe Tuáñr fisáli zaiyum.”
28081400b0	Isá ye yóggwa re hoór de “Cíyal ókkol ottu gañt asé aar faik ókkol ottu bahá asé, montor Manúc or Fua ttu Nizor matá rakí bolla úddwa honó mikká zaga nái.”
280815005d	Ar ezzon ummote Íba re hoór de, “Malik, age añí zai añr baf ore dohón gorí aiyí.”
2808160077	Montor Isá ye yóggwa re hoór de, “Añr fisáli aiyó, muruda ókkole ítarar nizor muruda re dohón goróukgoi.”
2808170059	Baade zeñtté Isá ekkán noow ot uiṭṭé, Íbar ummot ókkol óu Íbar fisá doijje.
2808180088	Atíkka ḍiít eggwá eén ḍoóñr tuwán cúru óiye, zeén níki noow gán goir or bútore gólizargoi. Montor Isá gúm ot accíl.
280819006d	Ummot tune Íbar hañse aái Íba re tulídi hoór de, “Ó Malik, añára re baso! Añára morizayrgói!”
28081a00a6	Íba ye ítara re hoór de, “Ó hom biccác ola ókkol, tuáñra ḍoorór kiyá?” Tói Íba uṛí boiyar edde goir ore dóoñk díye rár, furafuri támaigiyoi.
28081b0070	Manúc ítara taajup ói hoór de, “Ibá hondilla manúc? Boiyare edde faní ye úddwa de Ibár hotá mane!”
28081c00e1	Baade zeñtté Isá ḍiír okule Gadariniól or mulluk ot foóñicce, dui zon búte-faiya manúc hobor ottu neeliaité Íba llói dola óiye. Ítara eén hótara accíl, zeén níki honó manúc hé foñt báy zai no faitto.
28081d00ac	Atíkka ítara guzori-guzori hoór de, “Ó Allar Fua, Tuáñr ttu añára llói kii ham asé? Októ nó óite Tuñí hóno eṛé añára re toziya dito aiccó de né?”
28081e004e	Héṛe ítarar héntu hoddúr duré ḍoóñr ek zák cúwor sorer de accíl.
28081f0081	Bút tune Íba re fóriyat gorér de, “Zodi Tuñí añára re neelaifélo, tóoile oh cúwor or zák kwar bútore duñraido.”
28082000ce	Íba ye híin ore hoór de, “Zoogói.” Hétunot híin neeli aái cúwor gún or bútore góillegoi; tói guñṛa zák kwa faár or haindá báy zure ḍiít duñri giiyé aar fanít ḍufí morigiyói.
2808210090	Soroya gún duñrdiyé, aar cóor ot zai beggún hóbor díye, fúañti-fúañti búte-faiya manúc cún or uore kii óiye de híyan óu hoiyé.
2808220090	Tói tamám cóor or manúc ókkol Isá llói milto neeillé. Ítara Íba re deikké rár, ítarar elaka ttu zaitogói Íba re fóriyat goijjé.
2809010039	Isá noow ot uṛí, ḍií farái Nizor cóor ot aiccé.
28090200ca	Hétunot hodún maincé bisánat neiṭṭa ek añtur manúc ore Íbar hañse ainné. Ítarar iman dekí Isá ye añtur manúc cwa re hoór de, “Ó fut, hímmot gor; tor guná maf gorídiya gíyeh.”
2809030058	Híyan fúni hoozzon aleme dile-dile hoór de, “E Manúc cwa ye toh kuféri gorér!”
2809040054	Isá ye ítarar báfani re zani hoór de, “Tuáñra dile-dile hóraf kiyá báfor?
2809050060	Hoité hon nán aásan, ki ‘Tor guná maf gorídiya gíyeh,’ aar náki ‘Uṛí áñṭ’?
28090600d5	Lekin Añr ttu tuáñra re yián zanaidito monehoór, e duniyait guná maf goríbar kémota Manúc or Fua ttu asé.” Tói Íba ye añtur manúc cwa re hoór de, “Uṭ, tor bisána tulí looi gór ot zagói.”
280907002a	Hétunot yóggwa uṛí gór ot giiyégoi.
2809080078	Híyan dekí manúc ókkol ḍooraigiyói, aar Allar taarif gorát doijje, zibá ye insán ore héndilla kémota diiyé.
28090900cb	Isá híyan ttu zaite-zaite dekér de, Moti nam or ezzon manúc házana tulé de gór ot boói táikke. Íba ye yóggwa re hoór de, “Añr fisáli doro.” Hétunot yóggwa uṛí Íbar fisáli doijje.
28090a00b0	Yárbaade eén óiye, Isá zeñtté Motir gór ot hána háar, boóut zon házana-tulóya edde gunágar ókkol óu aái Isá edde Íbar ummot ókkol or fúañti háito boiccé.
28090b00aa	Féroci ókkole híyan dekí Íbar ummot ókkol ottu fusár gorér de, “Tuáñrar Ustate házana-tulóya ókkol or edde gunágar ókkol or fúañti kiyá hána háa?”
28090c0075	Híyan fúni Isá ye hoór de, “Araimma ókkol ottu toh ḍakṭor no lage, montor biyaraimma ókkol ottu beh lage.
28090d00c7	Tuáñra zai e hotár maáni kii cíkogoi, ‘Añí kurbani saái de no, bólke rahám saái deh.’Kiyólla-hoilé Añí dawot dito aiccí de forhésgar ókkol ore no, bólke gunágar ókkol ore.”
28090e00b6	Hétunot Yaháyar ummot ókkol Isár hañse aái Íba ttu fusár gorér de, “Añára edde Féroci ókkole toh nitti ruza rakí, montor Tuáñr ummot ókkole kiyá ruza no raké?”
28090f00c6	Isá ye ítara re hoór de, “Dulá fúañti tákite kí boiraitta ókkol ferecan ói fare? Montor eén din aibó, zeñtté dulá re ítarar hañsóttu loiféla zaybo, héñtte ítara ruza rakíbo.
280910009e	“Honókiye toh furan fucák ot noya hoor tali dede nái; kiyólla-hoilé hé fucák ottu tali gán zórizayboi, aar fáṛa híyan aró ḍoóñr óizayboi.
2809110116	Héndilla, honókiye noya anggur or roc ore furan samarar hóillat raké de nái; zodi rakíle toh hóilla gún fáṛi roc cún golizaybói, aar hóilla gún óu borbad zayboi. Hétolla, noya anggur or roc ore noya samarar hóillat raké deh, tói duní gún héfazot táke.”
28091200e1	Isá ye ítara re híin hoór de októt, mujilíc-hánar ézzon sóddar aái Íba re sóida gorí hoór de, “Añr zérfua wa ehón-ehón morigiyói. Montor Tuñí aái híbar uore át doogái, tói híba zinda óizayboi.”
280913005b	Hétunot Isá uṛí yóggwar fúañti zaat doijje, fúañti Íbar ummot ókkol óu giiyé.
2809140075	Zaite-zaite eggwá baró bosór foijjonto kúnzari zár de mayafua Isár fisór ttu aái Íbar hoor or hañra súiye.
2809150066	Kiyólla-hoilé híba ye báippil de, “Zodi añí siríf Íbar hoor súi, añí gom óizaiyumboi.”
280916008e	Isá ye fíri híba re dekí hoór de, “Ó zíi, hímmot gor! Tor imane toré gom goijjé.” Tói éhon or bútore mayafua wa gom óigiyoi.
2809170060	Isá zeñtté sóddar gwar gór ot aái bací-bazoya ókkol ore edde maincór holholani deikké,
2809180087	Íba ye hoór de, “Tuáñra neelogói. Zérfua morigiyói de no, bólke gúm zar deh.” Hétunot ítara Íba re lói áñcat doijje.
2809190078	Montor manúc cún ore baáre neelai difélai baade, Íba bútore góli zérfua war át dóijje, tói híba uṛígiyoi.
28091a0031	Hé hóbor híyan hé elakar agagurat fóligiyoi.
28091b00a1	Isá híyan ttu zaargói de októt, dui zon añdá manúc Íbar fisá doijje. Ítara ḍak mari-mari hoór de, “Ó Dawud or Fua, añárar uore rahám goró!”
28091c00df	Zeñtté Isá gór ot góille, añdá manúc cún Íbar héṛe aiccé. Íba ye ítara ttu fusár gorér de, “Añí yián gorí faijjum de tuáñra biccác goró ne?” Ítara Íba re zuwab der de, “Jii Malik, gorí.”
28091d005d	Tói Íba ye ítarar suk dóri hoór de, “Tuáñrar iman mozin híyan tuáñra lla óuk.”
28091e008e	Hétunot ítarar suk kúligiyoi. Isá ye ítara re eén hoói dorógori maná goijjíl, “Saiyó, yián or baabute honókiye no zane fán.”
28091f0046	Montor ítara zai hé elakar agagurat Íbar baabute hóbor fólaidiye.
2809200062	Ítara baáre zaargói de októt, kessú maincé Isár hañse ezzon búte-faiya buk manúc ainné.
28092100b9	Isá ye bút twa dáfaiye rár, hé buk manúc cwa mati faijjé. Híyane manúc ókkol taajup óigiyoi, aar hoór de, “Endilla toh Isráil or bútore honódin dahá gíyeh de nái.”
2809220066	Montor Féroci ókkole hoór de, “Ibá ye bút ókkol dáfa de bút ókkol or sóddar or taakote.”
28092300da	Isá fottí cóore-cóore edde fara-fara zai Yohúdir mujilíc-hána ókkol ot taalim diyat, asmani raijjor kúchóbor tobolik gorát, edde fottí kisím or biyaram edde fottí kisím or ocúk ókkol gom gorát accíl.
2809240088	Manúc or dol dekí Íba ttu feṭfuijjil, kiyólla-hoilé ítara soroya sára bérasóol or ḍóilla ocántit edde modot sára accíl.
2809250063	Hétunot Íba ye Nizor ummot ókkol ore hoór de, “Fósol de bicí asé, montor dooiya bicí hom.
2809260062	Hétolla fósol or Malik ore fóriyat goró, Íbar fósol daito dooiya ókkol difeṛái bolla.”
280a0100a6	Isá ye Íbar baró zon cárit ore matai, ítara re hóraf jin ókkol dáfaibar edde fottí kisím or biyaram edde fottí kisím or ocúk gom goríbar kémota diiyé.
280a0200a0	Hé baró zon sáhabir nam óilde iín: foóila wa, Sáimon, zibá re Fitor ḍake, aar yóggwar bái Enderiyas; Zebedair fua Yakub edde yóggwar bái Yohánna;
280a030056	Filíp, Bartólomiyo, Tómas, házana-tulóya Moti, Alfáiyas or fua Yakub, Táadiyas,
280a040051	Sáimon zibá óilde Zélot, edde Yohúdah Iskáriyet, zee niki Isá re dóridil.
280a05009c	Isá ye hé baró zon nún ore endilla nosíyot gorí difeṛáiye: “Beyohúdi ókkol or híkka no zaiyo, aar Samári ókkol or honó cóor ot no góillo.
280a060042	Bólke Isráil koum áñzigiyoi de bérasóol lun or hañse zaiyo.
280a07004b	Zaite-zaite endilla tobolik goríyo, ‘Asmani raijjo ḍáke aáigiyoi.’
280a080097	Biyaraimma re gom goríyo, muruda re zinda goríyo, kurus biyaraimma re pak-sáf goríyo, aar bút ókkol dáfaiyo. Tuáñra maana faiyó, maana diiyo.
280a090045	“Keeñil or zalit gori cúna, rufa, yáh tamar foicá no loizaiyó,
280a0a008d	sofór olla honó hóilla, battí hoor, cenṭár edde laṛí no loizaiyó; kiyólla-hoilé zee niki ham goré íte toh hána faibar laayek.
280a0b009f	Tuáñra ze cóor ot yáh farat góliba, héṛe zaga diibar laayek hon asé talac goríyo, aar cóor híyan ottu nó neelo foijjonto yóggwar gór ot tákiyo.
280a0c0021	Gór ot gólibarcot sólam díyo.
280a0d0091	Zodi gór híyan laayek de óile, tuáñrar cánti híyan ot tákouk. Montor laayek no de óile, tuáñrar cánti tuáñrar hañse fíri aiyóuk.
280a0e00aa	Zodi honókiye tuáñra re kobul no goré yáto tuáñrar hotá no fúne, tóoile hé gór ottu yáh cóor ottu zaibarcót tuáñrar ṭéng or tollar dúil zárifelaiyo.
280a0f007e	Añí tuáñra re sóiyi hoóir, kiyamot or din hé cóor híyan ottu Sódom edde Gomórahr túaro bicí bordac gorá foribó.
280a1000af	“Fúno, Añí tuáñra re bérasóol or ḍóilla góri rangkuñir ókkol or mazé difeṛáir deh. Hétolla háf or ḍóilla salák ó aar hoitor or ḍóilla maasum bono.
280a110095	Maincór ttu úñciyar táikko; kiyólla-hoilé ítara tuáñra re adalot ot tulídibo, aar tuáñra re ítarar mujilíc-hána ókkol ot bet maribó.
280a1200a4	Añr lla bóuli tuáñra re hákim ókkol or edde baáñcca ókkol or muúntu úddwa aná zaybo, zeéne ítarar edde Beyohúdi ókkol or hañse Añr gobá dí faro.
280a1300c2	Lekin zeñtté ítara tuáñra re dóridibo, héñtte kii hoibá yáh keéngori hoibá sinta no goijjó, kiyólla-hoilé tuáñra ttu ziín howá foribó, híin tuáñra re hétunot diiya zaybo.
280a14006f	Kiyólla-hoilé hoóiya toh tuáñra no, bólke tuáñrar Baf or Ruh éna, zibá ye tuáñrar duara hotá hoó.
280a150080	“Bái ye bái ore aar bafe fua re marifélai bolla dóridibo. Fuain de nizor bafmaar hélaf tíyai ítara re mariféla báibo.
280a160088	Añr nam olla bóuli tuáñra re beggúne nafórot goríbo; montor zee niki ahéri foijjonto bordac goríbo, yóggwa ye beh nejat faibo.
280a1700d4	Zeñtté ítara tuáñra re ekkán cóor ot zulúm goré, arekkán ot dái zaiyogói. Kiyólla-hoilé Añí tuáñra re sóiyi hoóir, tuáñra Isráil or fottí cóor ot zaiya nó óite Manúc or Fua aáizayboi.
