280000000f	ମାତିଉ
28030d00f6	ନାସ୍ତିୱାଲେ ଜିସୁ ଗାଲିଲିଦାନ୍‌ ୱାଜି ଡୁବନ୍‌ ଅତେଙ୍ଗ୍‌ ଜର୍ଦନ ଗାଡାଦୁ ଯୋହନତି ଲାକ୍‌ତୁ ଇଗା ୱାତାନ୍‌ ।
28030e013a	ମାତର୍‌ ଯୋହନ ଜିସୁଙ୍ଗୁଁ ମାନାକିଜି ଇର୍ହାନ୍‌, “ନାନ୍ ଗାଦେ ନି ମାଣ୍‌କୁ ଡୁବନ୍‌ ଅନିମାଟା ନିନ୍‌ ଆରିଙ୍ଗ୍‍ବା ନା ଲାକ୍‌ତୁ ୱାତିମାନି?”
28030f01bf	ମାତର୍‌ ଜିସୁ ଇର୍ହାନ୍‌, “ଇଲେଇ ନା ମାଟାଦୁ ରାଜିଆଆ । ଇରିଙ୍ଗ୍‌ ଇୟାମାଣ୍‍କୁ ମାଡୁ ମାପୁରୁଦି ବଦାଦି ପାଣି କିଦେଙ୍ଗ୍‌ ଆଟ୍‍ନିକା ।” ଆବେଟ୍‌ ଯୋହନ ୱାନିଙ୍ଗ୍‌ ଡୁବନ୍‌ ସିଦେଙ୍ଗ୍‍ ରାଜିଆତାନ୍‍ ।
28031001b9	ଜିସୁ ଡୁବନ୍‌ ଅସି ଏର୍‍ତାନ୍‍ ନିଙ୍ଗିଁଜି ୱାତି ଦାପ୍ରେ ୱାନ୍‌ ସୁଡ଼ୁତାନ୍‌ ମୁସ୍‌କୁପୁର୍‌ ରେଆତାମାନାତ୍‍ ମାରି ପବିତ୍ର ଆତ୍ମା ପାର୍‍ୱାଦି ୱାଜା ରେତାଜି ୱାଜି ୱାନି ମୁସ୍‌କୁ ବାସ୍‌ତାତ୍‌ ।
2803110103	ତାନିୱେନ୍‍କା ମୁସ୍‌କୁପୁର୍‌ତାନ୍‌ ବଲ୍ ୱାତାତ୍‍, “ଇକାନ୍‌ ନା ଲାଡ୍‍ତି ମାରିନ୍‌, ୱାନିମାନୁ ନାନ୍ ୱେଡ଼ିକା ।”
280401011f	ଇୟା ୱେନ୍‌କା ପବିତ୍ରଆତ୍ମା ଜିସୁଙ୍ଗୁଁ ସିମ୍ରା ବାଡିଦୁ ଅତାତ୍‍ । ଆବେ ୱାନ୍‌ ସୟତାନ୍‍ତି ମାଣାନ୍‌ ପରିକା କିଆୟ୍‍ଆତାନ୍‍ ।
28040200c8	ସାଲିସ୍‍ ଦିନ୍‌ ନି ସାଲିସ୍‍ ନାଡ଼ା ଉପାସ୍‌ ତେବାତି ୱେନ୍‌କା ଜିସୁ ବାଙ୍ଗାଁ ସାତାନ୍ ।
2804030150	ନାସ୍ତିୱାଲେ ସୟତାନ୍ ୱାନି ଲାକ୍‌ତୁ ୱାଜି ଇର୍ହାତ୍‌, “ନିନ୍‌ ଜଦି ମାପୁରୁଦି ମାରିନ୍‌, ଇୟା କାଲ୍‍କାଙ୍ଗ୍‍ ରୁଟିଙ୍ଗ୍‌ ଆଦେଙ୍ଗ୍‌ ଆଦେସ୍‌ ସିଆ ।”
28040401bd	ମାତର୍‌ ଜିସୁ ଇର୍ହାନ୍‌, “ଦାର୍ମୁସାସ୍ତ୍ରଦୁ ରାସାତାମାନାତ୍‌, ଲୋକୁ ଆବ୍‍କା ରୁଟିଦାନ୍‌ ଜିଏନ୍‍ । ମାତର୍‌ ମାପୁରୁଦି ୱେୟୁଦାନ୍‌ ସନି ୱିଜୁ ବାକ୍ୟ ୱାନି ଜିବନ୍‌ତି ଉଣ୍ତିଙ୍ଗ୍‌ ଦର୍‌କାର୍‌ ।”
2804050195	ଇୟା ୱେନ୍‌କା ସୟତାନ୍ ଜିସୁଙ୍ଗୁଁ ପବିତ୍ର ଗାଡ଼୍‌ ଜିରୁସାଲାମ୍‍ତୁ ଅତାତ୍‍ । ଆବେ ୱାନିଙ୍ଗ୍‌ ମନ୍ଦିରତି ସାତ୍ ମୁସ୍‌କୁରି ଟିପୁଦୁ ନିଲ୍‌ପିସ୍‌କିଜି ୱାନିଙ୍ଗ୍‌ ୱେର୍‌ତାତ୍‌,
2804060295	ନିନ୍‌ ଜଦି ମାପୁରୁଦି ମାରିସି, ଇବେଣ୍‌କୁ ଆଡ୍‍ଗି ଗାତ୍‍ଆ । ଦାର୍ମୁସାସ୍ତ୍ରଦୁ ରାସାତାମାନାତ୍‌, ମାପୁରୁ ନି ସାକା ଅତେଙ୍ଗ୍‌ ମୁସ୍‌କୁପୁର୍‌ତି ଦୁତ୍‌କାଙ୍ଗ୍‌ ଆଦେସ୍‌ ସିନାନ୍‍ । ୱାକ୍‍ ନିଙ୍ଗିଁ କିକାଣ୍‌କୁ ପେର୍‍ଜିଆସ୍‍ନେ । ଆବେଟ୍‌ ନି ପାଦାମ୍‍ଆଙ୍ଗ୍‍ଁ କାଲ୍‍କାଣି ସିନାଆଟ୍‍ଏତ୍‍ ।
28040700f9	ଜିସୁ ଇର୍ହାନ୍‌, “ଦାର୍ମୁସାସ୍ତ୍ରଦୁ ରାସାତାମାନାତ୍‌, ନିନ୍‌ ପ୍ରବୁ ନିଜେଦି ମାପୁରୁଙ୍ଗ୍‌ ପରିକା କିମା ।”
2804080170	ୱେନ୍‌କା ସୟତାନ୍ ୱାନିଙ୍ଗ୍‌ ଉନ୍‍ଣ୍ତ୍ରି ନିର୍‍ଇ ଗରନ୍‍ତି ଟିପୁଦୁ ଅତାତ୍‍ ମାରି ୱାନିଙ୍ଗ୍‌ ସାରାଦୁନିଆଦି ୱିଜୁ ରାଜିଦି ଦନ୍‌ ସମ୍ପତ୍ତି ତର୍‌ସି ଇର୍ହାତ୍‌,
28040900e0	“ଜଦି ନିନ୍‌ ମେଣ୍ତେଙ୍ଗ୍‍ ଗଟ୍‌କିଜି ନାଙ୍ଗିଁ ମାଡ଼ିସ୍‌କିନି, ଇୟାୱିଜୁ ନିଙ୍ଗିଁ ନାନ୍ ସିନା ।”
28040a014c	ଜିସୁ ଇର୍ହାନ୍‌, “ଆକ ଆଆ ସୟତାନ୍! ଦାର୍ମୁସାସ୍ତ୍ରଦୁ ରାସାତାମାନାତ୍‌, କେବଲ୍‌ ନି ପ୍ରବୁ ମାପୁରୁଙ୍ଗ୍‍ଁ ମାଡ଼ିସ୍‌ କିଆ ମାରି ୱାନି ସେବା କିଆ ।”
28040b00fe	ନାସ୍ତିୱାଲେ ସୟତାନ୍ ଜିସୁଙ୍ଗୁଁ ଡ଼ିସ୍‌ତା ସର୍ହାତ୍‌, ମୁସ୍‌କୁପୁର୍‌ତି ଦୁତ୍‌କୁ ୱାଜି ଜିସୁଦି ସେବାକିତେ ।
28040c00d5	ଯୋହନତିଙ୍ଗ୍‌ ଜଇଲ୍‌ତୁ ଇଟ୍‌ତାମାନାର୍‌ ଇଜି ୱେନ୍‌ଞ୍ଜି ଜିସୁ ଗାଲିଲି ରାଜିଦୁ ସର୍ହାନ୍‍ ।
28040d0128	ମାତର୍‌ ନାଜରିତଦୁ ତେବାଏଣ୍ତା ସବୁଲୁନ ନି ନପ୍‍ତାଲି ରାଜିଦୁ ମାନି ଗାଲିଲି ଗାଡା ପାଡ଼ିଦୁ ମାନି କପର୍‍ନାହୁମ୍‍ତୁ ବାସାତାନ୍‍ ।
28040e00c0	ଇୟାମାଣାନ୍‍ ଜିସାୟ ବାବବାଦିଦି ମାଟା ସତ୍‌ ଆତାତ୍‌, ୱାନ୍‌ ଇର୍ହାମାର୍‌ର୍ହାନ୍‌ ।
28040f0110	“ସବୁଲୁନ ଦେସ୍‌ ମାରି ନପ୍‍ତାଲି ଦେସ୍‌, ସାମ୍‌ଦୁର୍‌ ଲାକ୍‌ତୁରି, ନି ଜର୍ଦନ ଗାଡା ଆୟା ପାଡ଼ିଦି, ଅଣଜିହୁଦିରି ଗାଲିଲି!
2804100164	ସିକାଟିଦି ନିଡ଼୍‍ଗାଦୁ ବାସାକିଜିମାନି ଲୋକୁ ଉନ୍‍ଣ୍ତ୍ରି ପେରି ଜାୟ୍‌ ସୁଣାର୍‍ ସାନି ସିକାଟିଦି ରାଜିଦୁ ମାନି ଲୋକା ମୁସ୍‌କୁ ଆୟା ଜାୟ୍‌ ତରାଇଆନାତ୍‍ ।”
2804110138	ଆୟା ସମୟତାନ୍‍ ଜିସୁ ପ୍ରଚାର୍‌କିଜି ଇର୍ହାନ୍‌, “ପାପ୍‌ତାନ୍‌ ମନ୍‍ତିଙ୍ଗ୍‍ ଡ଼େପ୍‍ତୁ, ଇରିଙ୍ଗ୍‌ ମାପୁରୁଦି ରାଜି ଇଗା ୱାଜିନାତ୍‍ ।”
2804120225	ଜିସୁ ଗାଲିଲିଦି ସାମ୍‌ଦୁର୍‌ ପାଡ଼ି ସିଜି ବୁଲାଜିମାନିୱାଲେ ସିମୋନ୍‌ ପିତର ମାରି ଆନ୍ଦ୍ରିୟ ଦର୍‌ତି ରିଏର୍‌ ମିନ୍‌କୁ ଆସ୍‍ନିୱାରିଙ୍ଗ୍‍ ବେଟ୍‌ବୁଡ଼ାତାନ୍‌! ଇୟା ରିଏର୍‌ ତଡ଼ାନ୍‌କୁ ଜାଡ଼ି ପକ୍‍ସି ଗାଡାଦୁ ମିନ୍‌କୁ ଆସ୍‍ସିମାର୍ହାର୍‍ ।
2804130118	ଜିସୁ ୱାରିଙ୍ଗ୍‌ କୁକ୍‌ସି ଇର୍ହାନ୍‌, “ନା ୱାଲେ ରାଦୁ । ନାନ୍ ମିଙ୍ଗିଁ ଲୋକାଙ୍ଗ୍‌ ମାପୁରୁ ଲାକ୍‌ତୁ ତାନିକା ଅଜାକିନା ।”
28041400a4	ୱାର୍‌ ଆୟାଦାପ୍ରେ ୱାରି ଜାଡ଼ି ଡ଼ିସ୍‌ସି ଜିସୁୱାଲେ ୱାଲେ ସର୍ହାର୍‍ ।
2804150209	ଜିସୁ ଅଡ଼ପ୍‍ ଆଗ୍‌ଡ଼ି ସଲ୍‌ସି ରିଏର୍‌ ତଡ଼ାନ୍‍ ଜାକୁବ ମାରି ଯୋହନ ଦର୍‌ତି ଜେବଦଦି ରିଏର୍‌ ମାରିସିରିଙ୍ଗ୍‌ ବେଟ୍‌ବୁଡ଼ାତାନ୍‌ । ଇୟା ତଡ଼୍‍ ରିଏର୍‌ ମାରି ୱାରି ବୁବାସି ଡଙ୍ଗାଁଦୁ ବାସ୍‌ସି ୱାରି ଜାଡ଼ି ମଦାକିଜିମାର୍ହାର୍‍ ।
280416011d	ଜିସୁ ୱାରିଙ୍ଗ୍‌ ବା କୁକ୍‍ତାନ୍‍ ମାରି ୱାର୍‌ ଦାପେ ଦାପେ ଡଙ୍ଗାଁ ନି ବୁବାସିଙ୍ଗ୍‍ ଡ଼ିସ୍‌ସି ଜିସୁୱାଲେ ୱାଲେ ସର୍ହାର୍‍ ।
2804170232	ଜିସୁ ୱିଜୁ ଗାଲିଲି ରାଜି ସୁଡ଼୍‌ଜି ୱିସ୍‍ସି ପାର୍‍ତନାକିନି ଇଲ୍‌କାଙ୍ଗ୍‌ ସିକିୟା ସିଦେଙ୍ଗ୍‍ଆସ୍‍ତାନ୍‍ । ମାପୁରୁଦି ରାଜିଦି ସୁସମାଚାର୍‌ ପ୍ରଚାର୍‌ କିତାନ୍‌ ମାରି ରକମ୍‌ ରକମ୍‌ତି ରଗ୍‌ ନି କାସ୍ଟୁଦୁକା ଆତି ଲୋକାଙ୍ଗ୍‌ ନେଗେନ୍‌କିତାନ୍‌ ।
28041802d6	ୱାନି ବିସୟ୍‌ତାନ୍‌ ସିରିଆ ଦେସ୍‌ ୱିଜୁ ତରିନ୍‌ ୱେଙ୍ଗିଁତା ସର୍ହାତ୍‍ ମାରି ଲୋକୁ ଦୁବାକାସ୍ତିୱାରିଙ୍ଗ୍‍, ମୁର୍ଚା ରୋଗ୍‌ ଆସ୍‍ତିକାର୍‍ ମାରି ପକିୟାଗାତ୍‍ ରଗ୍‌ ୱିଜୁ ରକମ୍‌ତି ରଗ୍‍ତୁ ମାନି ଲୋକାଙ୍ଗ୍‌ ମାରି ୱିସାମ୍‍ତୁ ମାନି ୱିଜୁ ଲୋକାଙ୍ଗ୍‌ ୱାନି ଲାକ୍‌ତୁ ତାତାର୍‌, ମାରି ୱାନ୍‌ ୱାରିଙ୍ଗ୍‌ ନେଗେନ୍‌କିତାନ୍‌ ।
280419013e	ମାରି ଗାଲିଲି, ଦେକାପଲି ରାଜି, ଜିରୁସାଲାମ୍‍, ଜିହୁଦା ଦେସ୍‍ ମାରି ଜର୍ଦନ ଗାଡା ଆୟା ପାଡ଼ିଦାନ୍‍ ନାଣ୍ତ ଲୋକୁ ୱାଜି ୱାନି ୱାଲେ ସର୍ହାର୍‍ ।
2805010122	ଜିସୁ ଲୋକୁ ଗହଲି ସୁଡ଼୍‌ଜି ଉନ୍‍ଣ୍ତ୍ରି ଗରନ୍‌ ମୁସ୍‌କୁ ସର୍ହା ବାସ୍‌ତାନ୍‌ । ସିସୁର୍‍ ୱାନି ସାରିବେଡ଼୍‍ତି ଉଣ୍ତାତାର୍‌ ।
2805020065	ଲୋକାଙ୍ଗ୍‌ ଜିସୁ ସିକିୟା ସିଜି ଇର୍ହାନ୍‌ ।
28050300c6	ମାପୁରୁମାନୁ ଏମାକାର୍‌ ଆସା ଇଡ୍‌ନି, ଲୋକୁ ଦନ୍ୟ, ଇରିଙ୍ଗ୍‌ ମାପୁରୁଦି ରାଜି ୱାରିଦି ।
28050400bb	ଆଡ଼୍‍ବାଜି ମାନି ଲୋକୁ ଦନ୍ୟ, ଇରିଙ୍ଗ୍‌ ମାପୁରୁ ୱାରିଙ୍ଗ୍‌ ୱେଡ଼ିକା ସିନାନ୍‍ ।
28050500e3	ଦାର୍ମୁ ଲୋକୁ ଦନ୍ୟ, ଇରିଙ୍ଗ୍‌ ୱାର୍‌ ମାପୁରୁଦି ପାର୍‌ମାଣ୍‌ କିତିମାନି ବିସୟ୍‌ ଲାବ୍‍କିନାର୍‍ ।
280506011d	ମାପୁରୁଦି ବଦାଦାନ୍ ପାଣି କିଦେଙ୍ଗ୍‌ ଏମେୱାରି ନାଣ୍ତ ଆସା, ୱାର୍‌ ଦନ୍ୟ, ଇରିଙ୍ଗ୍‌ ମାପୁରୁ ୱାରିଙ୍ଗ୍‌ ୱେଡ଼ିକାକିନାନ୍‍ ।
28050700fa	ଏମେକାର୍‌ ଆଇୱାରି ଉଣ୍ତିଙ୍ଗ୍‌ ଦୟା ତର୍‍ନାର୍‍ ୱାର୍‌ ଦନ୍ୟ, ଇରିଙ୍ଗ୍‌ ମାପୁରୁ ୱାରିଙ୍ଗ୍‌ ଦୟା କିନାନ୍‌ ।
28050800cb	ଏମେୱାରି ଜିବନ୍‌ ନେଗିକା ୱାର୍‌ ଦନ୍ୟ, ଇରିଙ୍ଗ୍‌ ୱାର୍‌ ମାପୁରୁଦି ଦର୍ସନ୍‍ ପଇନାର୍‌ ।
280509011c	ଏମେକାର୍‌ ସାନ୍ତି କିଦେଙ୍ଗ୍‌ ଇଜି ପାଣିକିନାର୍‍ ୱାର୍‌ ଦନ୍ୟ, ଇରିଙ୍ଗ୍‌ ୱାର୍‌ ମାପୁରୁଦି କଡ଼ର୍‌ ଇଜି ୱେଙ୍ଗ୍‌ଁନାର୍‌ ।
28050a00fd	ଏମେକାର୍‌ ମାପୁରୁଦି ବଦାଦାନ୍ ପାଣିକିଜି କାସ୍ଟୁ ପଇନାର୍‌, ୱାର୍‌ ଦନ୍ୟ, ଇରିଙ୍ଗ୍‌ ମୁସ୍‌କୁପୁର୍‌ ୱାରିଦି ।
28050b01b0	ନାୱାଲେ ବୁଲାନିକାର୍‌ ଆତିମାନିଙ୍ଗ୍‌ ଲୋକୁ ଜଦି ମିଙ୍ଗିଁ ଅପମାନ୍‍ସିନାର୍‍, କାସ୍ଟୁ ସିନାର୍‍ ମାରି ମି ବିରଦ୍‌ତାନ୍‌ ତାଗ୍‌ଇ ବାଣ୍ତିସ୍‍ତି ମାଟେଙ୍ଗ୍‌ ଇନାର୍‌, ଆରିଙ୍ଗ୍‌ ମିର୍‌ ଦନ୍ୟ ।
28050c0175	ନାଣ୍ତ ୱେଡ଼ିକାଆଦୁ, ଇରିଙ୍ଗ୍‌ ମୁସ୍‌କୁପୁର୍‌ତୁ ମି ପୁରସ୍‌କାର୍‌ ନାଣ୍ତ; ଆୟାୱାଜାତ ୱାର୍‌ ମି ପୁର୍ବେଦି ଡକ୍ରାଦାଦାର୍‌ରି ବାବବାଦିରିଙ୍ଗ୍ କାସ୍ଟୁକିତାର୍‍ ।
28050d024f	ମିର୍‌ ୱିଜୁ ଲୋକା ଦୁନିଆଦି ସର୍‍ତି ୱାଜା । ମାତର୍‌ ସର୍‍ ଜଦି ସର୍‍ଦିସାୱି ଆରାକିନାତ୍‍, ଆରିଙ୍ଗ୍‌ ତାନିଙ୍ଗ୍‌ ମାରି ସର୍‍ଆଡ଼୍‍ନିୱାଜା କିଦେଙ୍ଗ୍‌ ଆଏତ୍‍ । ନାସ୍ତିୱାଲେ ଆକା ପୁରା ତାଗ୍‍ଇକାଆଜି ଆତ୍‌ରେ ପକାଇଆନାତ୍‍ । ଲୋକୁ ତାନିଙ୍ଗ୍‌ ମାଟ୍‍ସିସନାର୍‍ ।
28050e014d	ମିର୍‌ ସାରା ଦୁନିଆଦି ଜାୟ୍‌ ୱାଜା । ଏମେ ଗାଡ଼୍‍କି ଗରନ୍‌ ମୁସ୍‌କୁ ତିଆର୍‌ ଆନାମାନାତ୍‍, ଆକା ଏସାଙ୍ଗ୍‍ ମାର୍‍ଗିଜି ତେବାଦେଙ୍ଗ୍‍ ଆଟ୍‍ଏତ୍‍ ।
28050f0195	ଦିୱା କାସିସ୍‍କିଜି ଏନ୍‌ ଅଡି ଆଡ୍‍ଗି ପିଡ଼ିକ୍‍ସି ଇଡ୍‌ଏନ୍‌ । ତାନିଙ୍ଗ୍‌ ଦିୱା ଇଡ୍‌ନି ମୁସ୍‌କୁ ବାଡିଦୁ ଇଡ୍‌ନାନ୍‌ ମାରି ଆକା ଇଲୁଦୁ ମାନି ୱିଜେରିଙ୍ଗ୍‍ ଜାୟ୍‌ ସିନାତ୍‌ ।
2805100155	ଆୟାୱାଜା ମି ଜାୟ୍‌ ଲାକ୍‌ତୁ ତରାଇଆପିତ୍‍ । ଆରିଙ୍ଗ୍‌ ମି ସତ୍‍ପାଣି ସୁଡ଼୍‌ଜି ୱାର୍‌ ମି ମୁସ୍‌କୁପୁର୍‌ତି ବୁବା ମାପୁରୁଦି ଦନ୍ୟବାଦ୍‌ କିନାର୍‍ ।
28051101b1	ଅଡ଼୍‍ବିମାଟ୍‍ ଜେ ନାନ୍ ମସା ସିତି ନିୟମ୍‌ ମାରି ବାବବାଦିରି ସିକିୟା ୱିଜୁ ଗୁସାକିଦେଙ୍ଗ୍‍ ୱାତାମାନା । ଆୟାୱିଜୁ ଗୁସାକିଦେଙ୍ଗ୍‍ ସିଲେ, ମାତର୍‌ ସତ୍‌ତାନ୍‌ ସତ୍‌ କିଦେଙ୍ଗ୍‌ ୱାତାମାନା ।
2805120179	ମନ୍‌ତୁ ଇଡ୍‌ଦୁ, ବାଦଡ଼ ନି ଦୁନିଆ ତିର୍‍ଆଜି ତେବାନି ସାନ୍ଦି ନିୟମ୍‌ତି ଉନ୍‍ଣ୍ତ୍ରି ଇସ୍ରି ଠିକା ବା ନାମ୍‍ଏତ୍‍ । ୱିଜୁ ବିସୟ୍‌ତି ପୁରା ଆଇ ସାନ୍ଦି ଇକା ଗଟାଏତ୍‍ ।
2805130220	ଆଦେଙ୍ଗ୍‌ ଏନ୍‌ଆପିନ୍‌ ନିୟମ୍‌ତି ୱିଜୁମାଣ୍‌କୁ ଇସ୍ରି ମାଟାଦିଙ୍ଗ୍‌ ଅମାନ୍ୟ କିନାନ୍ ମାରି ଆୟାୱାଜା କିଦେଙ୍ଗ୍‌ ଆଇୱାରିଙ୍ଗ୍‌ ସିକିୟା ସିନାନ୍‍, ୱାନ୍‌ ମୁସ୍‌କୁପୁର୍‌ତି ରାଜିଦୁ ୱିଜେରିମାଣ୍‌କୁ ଇସ୍ରିକାନ୍‌ ଇଜି ୱେଙ୍ଗ୍‌ଁନାନ୍‌ ।
28051401ba	ନାନ୍ ମିଙ୍ଗିଁ ଇଜିନା, ଦାର୍ମୁଗୁରୁ ମାରି ପାରୁସିର୍‌ ମାଣ୍‌କୁ ନାଣ୍ତ ବିସ୍‌ବାସ୍‌ତାନ୍‌ ମାପୁରୁଦି ବଦାଦି ପାଣି କିତିଙ୍ଗ୍‌ ମାତର୍‌ ମିର୍‌ ମୁସ୍‌କୁପୁର୍‌ତୁ ଡ଼ୁଗୁଦେଙ୍ଗ୍‍ ଆଟ୍‌ନିଦେର୍‌ ।
280515017c	ମିର୍‌ ୱେର୍‌ଇମାନିଦେର୍‌; ପୁର୍ବେକାଡ଼ାଦାନ୍‍ ଲୋକାଙ୍ଗ୍‌ ଇର୍ହାମାନାର୍‌, ଲୋକାଙ୍ଗ୍‌ ସାୟାମାର୍‌ଗା ଡାକ୍‌ମାଟ୍‌ । ଏନ୍‌ ଆକା କିନାନ୍‌, ୱାନ୍‌ ବିସାର୍‍ଆନାନ୍‍ ।
28051602b7	ମାତର୍‌ ନାନ୍ ଇଜିନା, ଏନ୍‍ ଏମେ ତଡ଼ାନ୍‌ ମୁସ୍‌କୁ ରିସାଆନାନ୍‍, ୱାନ୍‌ ବା ବିସାର୍‍ଆନାନ୍‍ । ଏନ୍‌ ତଡ଼ାନ୍‌ତିଙ୍ଗ୍‌ ବାୟା ଇଜି କାଡ଼୍‍ନାନ୍‍, ୱାନ୍‌ ନାଣ୍ତ କୁଟୁମ୍‌ ଆଗ୍‌ଡ଼ି ଦଣ୍ଡ୍‌ ପଇନାନ୍‌ । ମାରି ଏନ୍‌ ତଡ଼ାନ୍‌ତିଙ୍ଗ୍‌ ପାଣିସିଇ ମୁର୍କୁ ଇଜି ଇନାନ୍‌, ୱାନ୍‌ ନରକ ସିସୁଦୁ ପକାନି ଦଣ୍ଡ୍‌ ମାନାତ୍‌ ।
2805170184	ଆଦେଙ୍ଗ୍‌ ମାପୁରୁଦି ଉଦେସ୍‍ତାନ୍‍ ବେଦି ମୁସ୍‌କୁ ପୁଜାସିଦେଙ୍ଗ୍‍ ସନିୱାଲେ ଜଦି ମି ଏତ୍‌ ୱାନାତ୍‌ ଜେ ମି ଉଣ୍ତିଙ୍ଗ୍‌ ଆମା ତଡ଼ାନ୍‌ତି ମନ୍‌ତୁ ଏସ ଅସାନ୍ତିମାନାତ୍‍ ।
2805180178	ବେଦି ଆଗ୍‌ଡ଼ି ଆୟା ପୁଜା ସିନିକା ଡ଼ିସ୍‌ସି ସିଜି ବେଗି ବେଗି ସାନ୍‍ଡ୍ରୁ, ତଡ଼ାନ୍‌ତି ୱାଲେ ଡ଼େସି ମିସାତି ୱେନ୍‌କା ଡ଼େସି ୱାଜି ମାପୁରୁଦିଙ୍ଗ୍‌ ଆକା ପୁଜା ସିଦୁ ।
2805190366	ଜଦି ଏନ୍‌ ମି ବିରଦ୍‌ତାନ୍‌ ରାସ୍‌ସି କର୍ଟଦୁ ସନ୍‌ଡ଼୍ରେଙ୍ଗ୍‌ ଜାସେକିନାନ୍‍, କର୍ଟଦୁ ସନି ଆଗ୍‌ଡ଼ି ୱେଡ଼ା ମାନ୍‌ବୁ ମାନ୍‌ବୁ ୱାନି ୱାଲେ ନିଜେ ନିଜେମାନୁ ମିସାଦୁ । ଆଏତିଙ୍ଗ୍‍ କର୍ଟଦୁ ସରିଙ୍ଗ୍, ୱାନ୍‌ ମିଙ୍ଗିଁ ବିସାର୍‍କିନିୱାନି କିୟୁଦୁ ଆସ୍‍ପିସ୍‍କିନାନ୍‍ ମାରି ଆତିଙ୍ଗ୍‌ ନ୍ୟାୟ୍‌ କିନିକାନ୍‍ ମିଙ୍ଗିଁ ଜଇଲ୍‌ତୁ ଅତେଙ୍ଗ୍‍ ଇଜି ପଲିସ୍‍କା କିୟୁଦୁ ସର୍‍ପେ କିନାସିନାନ୍‌ ।
28051a014d	ନାନ୍ ମିଙ୍ଗିଁ ସତ୍‌ ଇଜିନା, ମି ମୁସ୍‌କୁ କିଆଇଆତିମାନି ୱାଡି ଡାବୁଙ୍ଗୁଁ ବା ଡ଼େସିସିଇ ସାନ୍ଦି ମିର୍‌ ଆବେଟ୍‌କୁ ସହସ ୱାଦେଙ୍ଗ୍‌ ଆଟ୍‍ଇଦେର୍‍ ।
28051b00bc	ଦାରିପାଣି କିମାଟ୍‌, ଇୟା ଆଜ୍ଞା ମିର୍‌ ପୁର୍ବେକାଡ଼ାଦାନ୍‍ ୱେର୍‌ଇମାନିଦେର୍‌ ।
28051c0182	ମାତର୍‌ ଇଲେଇ ନାନ୍ ମିଙ୍ଗିଁ ଇଜିନା, ଜଦି ଏନ୍‌ ଆଇୱାନି ଆଇମାଦିଙ୍ଗ୍‍ ତାଗ୍‌ଇ କାଣ୍‌ଗାଦାନ୍‌ ସୁଣାନ୍‍, ୱାନ୍‌ ତାନି ୱାଲେ ମୋନ୍‌ତୁ ମୋନ୍‌ତୁ ଦାରିପାଣିକିତାମାନାନ୍‍ ।
