2800000007	Mathayo
2808090081	Pipo ani indi na mamlaka, indina sikari bhebhali pansi yani. Nkenaga bhala 'nkenaga inza ahwinza nuuwimbo wani abhomba shinisho.'
28080a008d	U Yesu lwaahinvwa iga, ahaswijile nahubha bhuzye bhala bhebhahafwataga, “Lyoli ihumbabhuzya sindolile nkalumo umuntu uwilwitiho mu Israeli.
28080b0093	Ihubhabhuzya, bhinji bhahayiyinza afume humashariki na humagharibi, bhabhakhale pameza peka nu Abrahimu, Isaka, nu Yakobo, hu bhumwini uwahumwanya.
28080c005d	Lelo abhana bhibhumwini bhahayitagwa huhisi ha hunzi, hwehwaha yibha na lile na sye amino.”
28080d0071	U Yesu ahamuzya ugosi, “Bhalaga! ndeshe shuyitishe zibhombeshe shinisho huliwe uwimbombo ahaponile isaa yiyila.
28080e0060	U Yesu lwahafiha hukhaya hwa Petro, ahanola umayivyala wakwe wa Petro agonile abhinile inzegema.
28080f005f	U Yesu ahakhata inyobhe yakwe ni nzegema yepa apona. Adamuha ahande humpute hubhombele imbombo.
280810005e	Lwe hwabha lyabhela, bhahabhaleta hwa Yesu abhantu abhimpepo. Abhaputila impepo zyepa bhapona.
2808110080	Pepinipo gahaloleshe gala gegahayangwilwe nu ukuwa u Isaya aje, “U Yesu ahejile inpungo zyitu na ahazibhusizye imbina zyitu”
2808120070	U Yesu lwahalola abhantu bhabhungine bhanzyunguliye, ahajile bhabhale uupande uwinji uwi nsumbi iya hu Galilaya.
280813004a	Unsimbi ahinza hwa Yesu ahaga, “Mwalimu, imbahufwate poponti pubhala.”
280814006d	U Yesu amuzya imbweha zilina mina ni uyonyi zilinivyanswi, lakini u Yesu sali ni nyumba na pagone na pamo.”
280815005b	Umwanafunzi uwamwabho ahamwuzya ahaga, “Gosi ilabha uruhusa imbale insyile uyise wani.”
2808160051	Lakini u Yesu ahamuzya ahaga, “Unifwate, bhaleshe abhafwe bhasyilane bhibho.”
2808170044	U Yesu na ahinjila mwitooli, abhanafunzi bhakwe bhahinjiye mwitooli.
280818005d	Aminzi, gaha yingana munsumbi mpaka itooli lyahagubishilwe na minzi, lakini u Yesu ahagonile.
2808190047	Abhanafunzi bhakwe bhahinza hudamusye bhahaga twokole tihwanda afwe!”
28081a0077	U Yesu ahaga, “Muhwogopanshi, mubhilwitiho uludodo?” Ahadamuha na huyikhajile impepo ni nsumbi pamandi hwabha myee,
28081b006b	abhalume bhahaswijile bhaga, “Umuntu unu alibhulibhuli huje ni mpepo izya munsumbi zihumwitiha umwene?”
28081c00aa	U Yesu lwa ahinza hunsi iya Magadala, abhalume bhabhili bhahali ni mpepo bhahakhomana nawo. Bhahafumiye humbipa bhahali bhakhali haani numo umuntu wahashilaga idala lila.
28081d006f	Bhahakholile na jeishi, tilinahenu nawe mwana wa Ngulubhi? Uyinzile ipa hutiyinvye ahabhalilizyo she hasili?”
28081e0052	Ishi hwahali impuga ingosi iyingurubhi lyahadimaga sepahali patali hani pebhahali,
28081f004a	impepo zyahalilaga hwa Yesu naje, “Tifume titwale mumpuga yingurubhi.”
28082000a1	U Yesu ahazibhuzya impepo ahaga, bhalaji mungurubhi. Impepo zila lwezyahinjila mungurubhi, ingurubhi zyahashimbiliye munsumbi afume, mwigamba zyahafwila muminzi.
2808210082	Abhalume bhebhahadimaga ingurubhi bhashimbiye. Lwe bhahala humujini bhahayinje zyonti zyezyahafuniye hwa alume bhebhahali nimpepo.
2808220060	Ikhaya yonti yahinza atangane nu Yesu. Lwe bhahanola u Yesu bhahamuzya aje ayepe mumpaha zyabho.
280901003f	U Yesu ahinjila mwitoli, ahafwimila ahafiha hunsi ya hakhalaga.
28090200a7	Bhahanetela, umuntu ya polile ubili agonile pashitala. Lwahahulola ulwitiho lwabho u Yesu ahamuzya umuntu yapolile, “Mwanawi ushanje, ukhombhosheye imbibhi zyaho.”
2809030056	Abhalimu bhamo abhilenga bhahayanjizanya bhibho hu bhibho, “Umuntu unu alinindigo”
2809040048	U Yesu ahamanya insibho zyabho naje yeenu musibha imbibhi mumyoyo ginyu?
2809050049	Henu hehinza aje ikhobhosheye, 'Imbibhi zyaho na aje, 'imililila ujende?'
28090600a1	Ishi mumanye aje wa Adamu alini nguvu izyahubhakhobhoshele imbibhi.” ahayanjile izi hwula yapolile, “Imilila, uyitwinshe igodoro lyaho ubhale hukhaya yaho”
2809070033	Umuntu ula ahimilila nasogole abhale hukhaya yakwe.
2809080066	Impuga ya bhantu lwe bhahalola igo, bhahaswijile na huntime u Ngulubhi, yabhapiye inguvu izyo abhantu.
28090900a2	U Yesu lwahashilaga afume ipo ahanola umuntu yahwitwa itawa Mathayo, yahakhiye pebhafumizya insoho. Wope ahabhabhuzya, “Munfuate ani” Wope ahimilila ahafwata.
28090a0099	U Yesu lwahakhiye alye ishalye munyumba, bhahinzi bhebhafumya insoho bhabhinji na bhantu abhimbibhi bhahaliye peka ishalye nu Yesu peka abhasunde bhakwe.
28090b008b	Afalisayo lwe bhahalola isho bhahabhabhuzya abhasende bhakwe, yeenu u Yesu alya ishalye na bhantu abhafumya insoho na bhantu abhimbibhi?”
28090c0067	U Yesu lwa ahivwa igo, wope ahayanga “Abhantu bhesebhabhinile sebhahwanza unganga, ila bhebhabhinile.
28090d0078	Ihwanziwa huje mubhale mumanyile imaana yakwe, “Insungwa irehema siga izabihu” Pipo senahinzile hubhantu abhimbibhi.
28090e0078	Abhasunde bha Yohana bhahinza hukwakwe na aje, “Yeenu ati na mafalisayo tifunga, lakini abhasunde bhaho sebhafunga?”
28090f00a3	U Yesu ahabhabhuzya ahaga, Je abhalolezi bhi weji bhangaswimalwe bhali peka nu gosi wiweji? Lakini insiku zihwinza insiku ugosi wi weji ahayisogola pebhahayifunga.
2809100086	Nuumo umuntu yabhiha ishipande shimwenda umpya humwenda uwimandi, ishulaka shibhadebushe afume humwenda na abazushe haani hubhafumile.
28091100ce	Nabhamo abhantu bhebhabhiha ihombwa mushombo ishihombwa inkuulu, nkushele bhabhomba, ingozi ibhadebushe ihambwa ibhafume na nanjishe. Badala yakwe, ubhiha ihombwa impya mungozi impya vyonti vibhabha salama.
280912009f	U Yesu lwahabhabhuzya amambo iga, ahali, ugosi umo ahamwinamila mwilongolela lyakwe ahaga, “Unindu wani afwiye shinishi inza umponye abhapone abhabhe mwoomi.
2809130033	U Yesu ahimilila na huusojelele na bhasunde bhakwe.
2809140066	Ahali, ushi yahafumaga idanda amaha kumi na mbili ahasojelela pipi nu Yesu ahayikhata inkanzu ya Yesu.
2809150042	Pipo ahayile, “Nkushele na bhukhata umweudo wa Yesu imbapone.”
2809160097	U Yesu ahagaluhana na humwenye na humuuzye, “Ninda uyipele umwoyo, nu ulwitiho lwaho lubhombile aje upone,” Ahabhalilizyo hiniho unshi ula ahapona.
280917006b	U Yesu lwahafiha hukhaya ya gosi, ahabhalola bhebhakhoma ifilimbi na impuga ya bhantu yahakhomaga ahalanga.
2809180052	Wope ahaga, “Epi ipa, unindu saafwiye agonile. Lelo abheene bhahanseshile haani.
280919005b	Abhantu bhala lwebha fuma hunzi, wope ahinjila huhati na hunkhate inyobhe unindu ahadamuna.
28091a001d	Inongwa zyahayeha insi yonti.
28091b009b	U Yesu lwahashilaga afume pala, abhalume bhabhili bhesebhahwenya amaso bhahausejelela. Bhahendeliye akhole bhahaga, “Tilabha utiponye, Mwana wa Daudi.”
28091c009f	U Yesu lwahafishile hukhaya, bhala bhesabhahwenya amaso bhahinza hukwake. U Yesu ahabhabhuzya, “Muhwitiha huje ingabhaponya?” Bhope bhahaga “Ena, Gosi”
28091d005a	U Yesu ahakhata amaso gabho naje zibhombeshe isho hulimwe ndeshe ulitiho lwinyu sheluhi”
28091e007b	Na amaso gabho gahanda ahwenye. Pe Yesu ahakhajilizya hunguvu na yanje “Mwenyaje umuntu wowonti asahamanye ijambo ili.”
28091f0058	Lelo abhantu bhabhili bhahasogoye alumbilile ahusu amambo iga isehemu zyonti izyinkhaya.
280920007a	Pe pinipo abhalume bhala bhabhili lwe bhahasogolaga, ahali, umuntu umo aliyububu impepo zyahamwinjiye bhahaletwa hwa Yesu.
280921007b	Impepo lwezyahamwepa umuntu ububu ahanda ayanje. Impuga yahaswiga naje setilolile nkalumo amambo iga gegafumiye mu Israeli.
2809220044	Lelo afalisayo bhayangaga hwa gosi wi impepo ahugabhinga amapepo.”
280923009c	U Yesu ahabhalile ikhaya zyonti ni vijiji vyonti. Ahendeliye amanyizye mumasinagogi, alumbilile izwi ilyibhumwene na ponye impungo zyonti nu bhuzaifu wonti.
2809240078	Lwa ahenya impuga, ahabhaloleye inkumbu, pipo bhahayimbile navunzishe mumwoyo. Bhahali ndeshi ingole zyesazili nu udimi.
2809250056	Wope ahabhabhuzya abhasunde bhakwe ahaga, “Amavuno minji, abhabhomba mbombo bhadodo.
2809260059	Ishi lubhilo tinabhe ugosi wi mavuno, nke huje atume abhabhomba mbombo mugunda gwakwe.”
280a0100b9	U Yesu abhakwizya abhanafunzi bhakwe kumi na bhabhele peka nahupele amamulaka juu yimpepo imbibhi, hubha khalipile na habhadigizye na ponyle iayina zyonti zimagonjwa ni ayina zi mpongo.
280a0200a1	Amatawa kumi na gabhele gatumwa. Lyawhande u Simeoni (ambaye tena agiziwaga yu Petro), nu Andrea ukolo wakwe, u Yakobo umwana wa Zebedayo, nu Yohana ukolo wakwe:
280a030069	U Philipo, nu Bartelemayo, Thomaso, nu Mathayo usonkolezya uwushuru, u Yakobo umwana wa Alfayo, nu Tadeo,
280a040032	U Simoni mkananayo, nu Yuda Iskariote, walisaliti.
280a05009f	Ebha kumi na bhabhele u Yesu abha sontelezezye. Nape abhaelekezezye ayanjile “Msahabhale isehemu uhabhakhala amataifa na msahinjile mizikhaya zya Bhasamalia.
280a06003c	Badala yakwe, mubhale hungole zizitejile ziyumba yi Israeli.
280a070043	Na lwamubhala lumbililaji na yanje uwumwene wa humwanya upalamiye.'
280a08006c	Bhaponylaji abhabhinu, zyosyaji abhafwe, safisyaji bhiukoma na digizye impepo. Mposheleye wene fumyaji wene.
280a090037	Usaheje iwe lihela, ialmasi au ishaba mumpogoso zyenyu.
280a0a0076	Usaheje imbugulu katika isafari yenyu, au amenda giziada, vilyato au endesa, afatanaje umombi ahanziwa ishalye shakwe.
280a0b005e	Ikhaya yoyonti au ishijiji shamwayihijila, anzi wahubhafaa na mukhale epo hadi lwamwayisogola.
280a0c0021	Lwamwayihinjila munyumba lamubhi,
280a0d0067	nkesho inyumba ifaa, uwinza wenyu u syale epo, ila nkesho inyumba sigiifwa, uwinza wusogole peka namwe,
280a0e009b	Na whabhala bhasaga bhahubhaposhela amwe au atejelezye amazu genyu, isala zyamusogola hunyumba au hukhaya eyo, jipukuti masuto gilwayo lwenyu pamahali epo.
280a0f0065	Lyoli ihumbawozya, gayibha gajimbe hani amiji gi Sodoma ni Gomorah whisiku lilongwe kuliko umuji ago.
280a100071	Enyi, ihubhatuma hansi ingole pakasi yimbwalonde, eshi bhanje nuwelewa hansi inzoha na bhapomakati hansi enjebha.
280a110055	Mubhanje bhenyelezi na bhantu bhanza hubhatwale humabaraza, na hubhakhome muvibhanza.
280a120066	Na mwayiletwa whilongolela lyabha gosi na bhamwene husabu yane, hansi usimisizyo humwawo na humataifa.
280a130075	Hubala lwabhayituhumu, musahabhe niwasiwasi shinamunawele shayanje, afwatanaje ishintu shayanje mwayipewa husala eyo.
280a140051	Afwatanaje sagamwemwe mwayiyanga, ila Upepo wa Baba wenyu ayiyanga muhanti yenyu.
280a15007c	Uholo ayihumwinushila uholo wakwe hugoje, baba whamwana wakwe. Abhana bhayiwhemelela dhidi ya pafi, na hubasababisizye ufwe.
280a160074	Namwe mwanyivitilwa na kila muntu husabu yitawa lyane. Ila wowonti wayijimbilila hadi humwisho umuntu oyo ayiauliha.
280a17008d	Isala yabhahubhatesa katikaikhaya ene, shembelelaji ikhaya yifatila, lyoli ihabhawozya, zyonti zi Israeli kabla ya mwana wa Adamu sagawelile.
280a180056	Umwanafunzi saga gosi ashile umwalimu wakwe, wala umutumwa walihumwanya ya Gosi wakwe.
280a1900bc	Itosya wha mwanafunzi aje abhe hansi umwalimu wakwe, nu mutumishi hansi u Gosi wakwe. Nkesho bhan'kwizizye Ugosi winyumba Belzabuli, hushiasi wele hani bhanzahubha kashifu bhinyumba yakwe!
280a1a0073	Esho basi musawogope abhene, afwatanaje hamuna ijambo lyasagalyayi kwinkuliwa, nalimo lilifishe lyasagalyaimanyiha.
280a1b007e	Shila shihubhawozya muhisi, shiyangaji umuzelu na shamushevwa huulayini mumakutu genyu mshitangazye lwamuli pamwanya yinyumba.
280a1c0092	Mubawogope bhala bhabhagogo obele ila sagabhalinuwuwezo wagoje umwoyo. Badala yakwe, mogopaji ola wawezya ahangamizye ubele nu moyo hula whilongo.
280a1d005a	Eshi ikaziwa husenti indodo? Hata shesho enemo yiwezya agwe pansi bila ubaba wenyu amanye.
280a1e002d	Ila hata iidadi yinsisi zyenyu zi bhaziwilwe.
280a1f0046	Mugaje abhe niwoga, afwatanaje mlinithani hani kuliko ikasuku inyinji.
280a20007a	Esho basi kila weka wayihuneteha whilongolela lya bhantu, nane tena nayihumweteha whilongolela lya Baba wane walihumwanya.
280a21006d	Ila uwene wayihukhana whilongolela lya bhantu, nane tena nayihukhana whilongolela lya Baba wane walihumwanya.
280a220051	Musasebhe aje enenzele alete uwinza panse. Saganahenzele aete uwinza, ila ipanga.
280a230077	Afwatanaje nahenzele ahumehse umuntu ashindane nubaba wakwe, nu mwale dhidi ya maye wakwe, ukhoyi dhidi ya khoyi wakwe.
280a240036	Umibhi wa muntu bhanzabhe bhabhala bha munyumba yakwe.
280a25007e	Uwene wagene ubaba au umaye hani kuliko ane oyo saga ahufhaa. Nu wene wagene ovwele au umwale hani kuliko ane oyo sagaahufhaa.
280a260042	Uwene wasaga bhawhangate ikhobhehanyo na hufhate ane saga ahufhaa.
280a27005b	Uwene wayiwhanza ukhalo ayihugatezya. Ila uwene wayitezya ukhalo kwa ajili yane ayihwuwaga.
280a28006d	Uwene wayihubhakaribisya ankalibisizye nene, nu mwene wayihunkalibisya ane ankalibisizye iwene wantumile ane.
280a2900a9	Nu mwene wayihunkalibisya ukuwe kwa sababu kuwe ayiposhela ithawabu ya kuwe. Nuwene wayihunkalibisya uwihaki kwa sababu muntu wihaki ayiposhela isawabu ya muntu wi haki.
280a2a00c0	Wowonti ayihupela weka wa dodo ebha, hata ishikombe shimenze gamwele gagakhateye, kwa sababu uwene yumwanafunzi, lyoli ihumbawozya, uwene sagayiwezya akose whidala lyolyonti ithawabu yakwe.”
280b01008e	Yabha baada ya Yesu amale hubhaelekezye abhanafunzi bhakwe kumi na bhabhele asogoye hu plae abhale amanyizye na lombelele katika ikhaya zyawo,
280b020077	nu Yohana lwali mwigereza lwahevwezye lwalihumwanya yimbombo zya Klisiti, atumile uwujumbe abhilile abhanafunzi bhakwe,
280b030054	na bhamozelezya, “Awe yoyola wawhenza au huliuwamwawo tiwhanziwa humwenyelezye?”
280b04005e	U Yesu ajibu na yanje humwawo “Bhaji mumozye u Yohana gala gamuhugalola na gala gamuhugevwa.
280b0500d3	Abhantu bhasabhalola, bhapata alole, iviwete bhajenda, abhakoma bhatakasiha, abhantu bhasaga bhawhevwa bhahevwa tena, abhantu bhabhafwiye bhazyoswa apate uwomi, na abhantu bhabhanza bhalombelewa ihabari inyinza.
280b06002f	Na asayiwilwe ola wasagalola amashaka juu yane.
280b070092	Humuda abhantu ebha lwabhasogola, u Yesu ahandile ayanje ni mpoga juu ya Yohana, “Mwabhulile awhenye iyenu whijangwa itete liyinzanywa ninkongu?
280b080083	Ila yenu mwabhalile awhenye umuntu wakwete amenda amalayini? Lyoli, bhala bhabhakwata amenda amalaini bhakhala munyumba zishimwene.
280b090044	Ila mwasogoye alole iyenu- Ukuwe? Ee, ihumbwawozya ni zaidi ya Kuwe.
280b0a0077	Ono yuyo wasimbiwilwe, 'Enya, ihutuma ujumbe wane whilongolela yimaso gakwe, wayi andaa idala iyaho whilongolela lyaho.
280b0b0098	Ane ihumbawozya ilyoli, kati ya bhapapwilwe na bhashe nomo waligosi kuliko u Yohana umozyaji. Ila walidodo katika umwene wa humwanya gosi ashile umwene.
280b0c007f	Afume insiku zya Yohana umozyaji hadi isalezi, umwene wa humwanya wuli wengovo, na bhantu bhabhali bhengovo, bhahuwega hongovo.
280b0d0039	Afwatanaje akuwe ni ndajizyo, bhakuwilwe hadi wha Yohana.
280b0e003b	Na nkesho mulitayari awheteshe, ono yu Eliya, ola wawhenza.
280b0f0022	Wali na makutu gawhevwe nayevwaje.
280b10006c	Endanganisye ni yenu ishi papo eshi? Shi fano shabhana bhabhawhanga mumaeneo gisoko, bhabhakhala na kwizanye
280b11004f	na yanje, 'Tabhakhomeye izomari na sagamwahanjile. Talilile na sagamwakholile.'
280b120065	Afwataje u Yohana ahenzele bila alye amabumunda au amwele ihombwa, na bhabha bhayanga, 'Ali ni pepo.'
280b1300a4	Umwana wa Adamu ahenzele alya na mwele na bhayanga 'Enya, muntu unylavi na ukholwe, rafiki wa sonkola uwushuru na bhimbibhi!' Ila injele iloleha humbombo zyakwe.”
280b140078	U Yesu ahandile huyikhalipile ikhaya ambamo baadhi yimbombo zyakwe zimayele zyatendebhe, afwatanaje bhuli sagabhutubule,
280b1500b5	Ahele waho, Kolazini, Ole waho Bethsaida! Nkesho imbombo ingosi gngwawombeshe hu Tiro na Husidoni gala gagawombeshe epa, andi bhatubule hale whakwate amagunila na hujipashe amalota.
280b160043	Ila yayibha ujivwi hu Tiro ni Sidoni isiku lilongwi kuliko hulliwe.
280b1700b9	Aise, Kapernaum, ubheshele wayiwosewa hadi humwanya? Ndadi wayiwhiswa hadi pansi whilongo. Hansi hu Sodoma hungawombeshe matendo amagosi, hansi gagawombeshe huliwe andiileho hadi ilelo.
280b18005e	Eshi iyanga huliwe aje yayibha vyepesi honse yi Sodoma awhemelele whisiku lilongwi kuliko awe.
280b1900c4	Katika humuda ogo u Yesu ayanjile, “Ihutema awe, Baba, Gosi wahumwanya na panse, husababu wabhafisile amambo ega bhinjele vwelewa, na hugagubule whabhasaga bhali ni elimu, hansi abhana abhadodo.
280b1a0030	Baba afwatanaje yasongozewelwe esho pamaso gaho.
280b1b0081	Amambo gonti impewilwe ane afume wha Baba. Na nomo wamenye u Baba ila umwana, na wowonti ambaye umwana ali ni hamu ya hugubulile.
280b1c0058	Enzi huline, amwe mwenti mumuyemba na wuwonelwa na mazigo amamwamu, nane imbahubhatozye.
280b1d0084	Jiponyaji ijoko lyane na mumanyilaje afume huline, afwatanaje ane niwawhishe na mpole wimoyo na munza pate ulotoyo lwi nafsi zyenyu.
280b1e0038	Afwatanaje ijoko lyane lilayini na izigo lyane lipoposu.
280c010082	Umuda ogo u Yesu abhalile isiku litoyo ashilile humagonda. Abhanafunzi bhakwe bhali ni nzala na bhanda avunze amansale na hugalye.
280c020092	Ila Amafarisayo lwabhalola ego, bhamozya u Yesu “Enya abhanafunzi bhaho bhavunza indajizyo bhawomba isiku zasagagaluhusiwilwe isiku lilutoyo.”
280c03006d	Ila u Yesu abhawozya, “Sagamubhazizye u Daudi shawombile, umuda lwali ni nzala, pamoja na bhantu bhalinawo?
280c040092	Shahinjiye muhati yinyumba ya Ngulubhi nalye amabumunda gilulolesyo, ambago sagayahali halali hukwakwe alye nabhala bhalinawo, ila halali whadimi?
280c05008b	Bado saga mubhazizye katika indajizyo, aje katika isiku lilutuyo ndimi muhati yishibhanza bhahuyinanganya ilutoyo, ila sagabhali ni hatiya?
280c06003e	Ila iyanga humwenyu aje wali gosi kuliko ishibhanza aleho epa.
280c070070	Nkesho mwamenya eli lijulisya iyenu; iwhanza irehema na saga insayo; andisagamwalonjile bhasaga bhali ni hatiya,
280c080032	Afwatanaje Umwana wa Adamu ndiyo Gosi wilutoyo.”
280c090031	Tena Uyesu asogola pala abhala hushibhanza shawo.
280c0a00a9	Enya whali nu mundu wapolile inyobhe. Amafarisayo bhamozelezya u Yesu, bhayanga. “Eshi, sawa aponyile isiku lilutoyo?” ili aje bhawezye hunshitaki wha wombe imbibhi.
280c0b00a0	U Yesu abhawozya, “Yunanu pakasi yenyu, wali ni ngole yeka, neyo ingole yagwa mhati yishimo isiku lilutoyo, sagabhahuyileme na huyefwe hongovo muhati yishimo?
280c0c006d	Eshi, shipimo shishili shithamani, hani huje, saga hani yingole! Eshi shinza awombe aminza ibiku lilutoyo.”
280c0d0064	Tena u Yesu amozya ola umuntu, “Nyosya inyobhe yaho” Ayinyosya napate uwinza hansi ela iyamwawo.
280c0e0087	Ila Amafarisayo bhafuma honze bhapanga inamuna shahunteketezye bhabhalile honze apanje hushinyume shakwe. Bhawhanzaga inamuna yahugoje.
280c0f0055	U Yesu lwahelewa elyo asogoye epo. Abhantu abhinji bhafwatile, na abhaponyila bhonti.
280c100031	Abhalajizizye bhasahafanye afahamishe hubhamwawo,
280c110043	aje ikamilishe ela ilyoli, yaya yangwilwe nukuwe u Isaya, ayanjile,
280c120097	Enya, mombi wane wisaluye, ugonwe wane, katika uwene inafusi yane isongwezwe. Imbabhoshe umpepo wane humwanya yakwe, na abhatangazye ulongwe humataifa.
280c130055	Sagaayihangayiha wala alile hungovo; wala waliwowonti awhevwe isauti yakwe mumitaani.
280c140074	Sagaayihulibudala itete lilialushe, sagayizimanya uwutambi wowonti wuwufumya ilyosi, hadi lwayileta ulongwe lwamena.
280c15002e	Na Mataifa bhayibha udandamazu mwitawa lyakwe.
280c160097	Umuntu omo ukipofu nu bubu, wachanganyishiwilwe ni pepo aletilwe whilongolela lya Yesu. Aponilwe, pamoja namatokewo gaje umuntu ububu ayanjile na lole.
280c170051	Amakutano wonti bhaswijile na yanje, “Awezya umuntu ono abhe mwana wa Daudi?”
280c180098	Ila umuda Amafarisayo lwabhahevwa amayele ega, bhayanjile, “Ono umuntu sagaafumya impepo hungovo zyakwe yuyo ila hongovo zya Belzebuli, ugosi wimpepo.
280c1900a0	“Ila u Yesu lwamunya insewo zyawo na hubhawozye, “Kila umwene wuwugabhanyishe uwene wunanjiha, na kila ikhaya au inyumba yigabhanyiha yene sagayayihemelela.
280c1a004b	Nkesho Usetano, abhahumwefwe Usetano, bhasi ahujikhana hunafsi yakwe mwene.
280c1b00a6	Ni namuna wele uwomwene wakwe ubhawhemelele? Na nkesho ifumya ipepo hongovo zya Belizabuli, abhafwasi bhenyu bhafumya whidala wele? Wheli bhayibha bhalonzanyi bhenyu.
280c1c0061	Na nkesho bhafumya ipepo hongovo zya Mpepo wa Ngulubhe, eshi umwene wa Ngulubhi wenzele humwenyu.
280c1d009c	Nu muntu abhawezye wele awhinjile muhati yinyumba yewe ngovo na whibhe, bila hupinye wengovo kwanza? Epo panzawhibhe intabhalo zyakwe afume muhati yinyumba.
280c1e0062	Wowonti wasagaali pamoja nane ali shinyume shane, nape wasaga awonganya pamoja nane uyo asambazya.
280c1f0074	Eshi iyanga humwenyu, kila imbibhi ni kufuru abhantu bhayisamehewa, ila ahukufuru Umpepo ufinjile sagabhayisamehewa.
280c2000a9	Na wowonti wayanga izu shinyume cha Mwana wa Adamu, elyo ayisamehewa. Ila wowonti wayanga shinyume nu Mpepo ufinjile, oyo sagayisamehewa, honse ene na wala ela yiwhenza.
280c21007e	Au liwombe ikwi abhe linza nitunda lyakwe linza, au linanganye ikwi ni tunda lyakwe, afatanaje ikwi limanyiha whitunda lyakwe.
