2800000008	Matteuse
2808200081	„Minge!“ ütles Jeesus neile. Need tulid välja ja läksid sigadesse. Ja ennäe, kogu kari tormas järsakult järve ja uppus!
280821007e	Karjased aga põgenesid, läksid linna ja rääkisid kõigest, ka sellest, mis oli juhtunud kurjast vaimust vaevatud meestega.
280822005f	Ja kogu linnarahvas tuli Jeesusele vastu. Teda nähes palusid nad, et ta nende aladelt lahkuks.
2809010048	Jeesus astus paati, sõitis teisele poole järve ja läks oma kodulinna.
28090200a1	Seal toodi tema juurde halvatu, kes lamas oma magamisasemel. Nähes nende usku, ütles Jeesus halvatule: „Ole julge, poeg! Sinu patud on sulle andeks antud!“
280903004b	Siis mõned kirjatundjad mõtlesid endamisi: „See mees teotab Jumalat!“
2809040058	Jeesus aga, teades nende mõtteid, küsis neilt: „Miks te mõtlete kurja oma südames?
280905005e	Kumb on kergem, kas öelda „Sinu patud on andeks antud“ või „Tõuse üles ja kõnni“?
2809060090	Aga teadke, et Inimese Pojal on meelevald patte andeks anda maa peal.“ Ja ta ütles halvatule: „Tõuse üles, võta oma ase ja mine koju!“
2809070020	Ning mees tõusis ja läks koju.
280908006b	Seda nähes oli rahvas hämmastuses ja nad ülistasid Jumalat, kes on andnud inimestele sellise meelevalla.
2809090098	Sealt edasi minnes nägi Jeesus meest nimega Matteus maksukoguja pingil istumas ning ütles talle: „Järgne mulle!“ Ja ta tõusis ja järgnes talle.
28090a007f	Kui siis Jeesus istus lauas tema kodus, tuli sinna palju maksukogujaid ja patuseid ning sõid koos Jeesuse ja tema jüngritega.
28090b0071	Seda nähes küsisid variserid tema jüngritelt: „Miks teie õpetaja sööb koos maksukogujate ja patustega?“
28090c0041	Seda kuuldes ütles Jeesus: „Arsti ei vaja terved, vaid haiged.
28090d007f	Minge ja õppige, mida tähendab „Ma soovin halastust, mitte ohvrit“. Mina ei ole tulnud kutsuma õigeid, vaid patuseid.“
28090e007d	Siis tulid Johannese jüngrid Jeesuse juurde ja küsisid: „Miks meie ja variserid paastume, aga sinu jüngrid ei paastu?“
28090f009e	Jeesus vastas neile: „Ei sobi pulmalistel leinata ajal, kui peigmees on nendega. Ent tuleb aeg, mil peigmees neilt ära võetakse, küll nad siis paastuvad.
2809100076	Keegi ei paika vanutamata riidetükiga vana kuube. Säärane paik rebeneks küljest ja käristaks augu veel suuremaks.
28091100d2	Samuti ei valata värsket veini vanadesse nahklähkritesse, muidu lähkrid lõhkevad, vein voolab maha ja lähkreid ei saa enam kasutada. Värske vein valatakse uutesse lähkritesse, siis säilivad mõlemad.“
28091200b5	Kui ta seda neile rääkis, tuli tema juurde sünagoogi ülem, põlvitas ta ette ja ütles: „Just praegu suri mu tütar, aga tule, pane oma käsi ta peale, siis ta ärkab ellu!“
2809130036	Jeesus tõusis ja järgnes talle koos oma jüngritega.
2809140084	Ja näe, üks naine, kes oli kannatanud verejooksu juba kaksteist aastat, lähenes Jeesusele selja tagant ja puudutas ta kuue serva,
280915005e	öeldes endamisi: „Kui ma võiksin puudutada kasvõi tema kuube, siis ma saaksin terveks!“
2809160097	Jeesus aga pöördus ümber, nägi teda ja ütles: „Ole julge, tütar! Sinu usk on sind terveks teinud!“ Ja sellest tunnist alates oli naine terve.
2809170069	Kui nüüd Jeesus jõudis sünagoogi ülema majja ning nägi flöödimängijaid ja häälekat rahvahulka,
280918005a	ütles ta: „Minge ära! Tüdruk ei ole surnud, vaid magab!“ Aga nad naersid tema üle.
2809190069	Ent kui rahvahulk oli välja aetud, astus Jeesus tuppa, võttis tüdruku käest kinni ja ta ärkas üles.
28091a002c	Ja kuuldus sellest levis kogu ümbruskonnas.
28091b0073	Kui Jeesus läks sealt edasi, järgnesid talle kaks pimedat, kes hüüdsid: „Taaveti Poeg, halasta meie peale!“
28091c009e	Kui Jeesus oli majja astunud, tulid pimedad tema juurde ja ta küsis neilt: „Kas te usute, et ma suudan seda teha?“ „Jah, Issand,“ vastasid nad talle.
28091d0053	Siis Jeesus puudutas nende silmi ja ütles: „Teile sündigu teie usku mööda!“
28091e006b	Ja nende silmad avanesid. Nüüd Jeesus hoiatas neid karmilt: „Vaadake, et keegi sellest teada ei saa!“
28091f003d	Nemad aga läksid ja rääkisid sellest terves ümbruskonnas.
280920005a	Kui nad olid lahkunud, siis toodi tema juurde tumm mees, kes oli kurjast vaimust vaevatud.
2809210078	Jeesus ajas kurja vaimu välja ja tumm hakkas rääkima. „Sellist asja pole Iisraelis veel nähtud!“ imestas rahvas.
2809220058	Variserid aga ütlesid: „Ta ajab kurje vaime välja kurjade vaimude valitseja abil!“
280923009f	Ja Jeesus käis läbi kõik linnad ja külad, õpetades sünagoogides, kuulutas evangeeliumi Kuningriigist ning tervendas igasugustest haigustest ja hädadest.
280924006d	Rahvahulki nähes tundis ta neile kaasa, sest nad olid rõhutud ja räsitud nagu lambad, kellel pole karjast.
280925004f	Siis ta ütles oma jüngritele: „Lõikus on suur, aga töötegijaid on vähe.
280926005a	Seepärast paluge lõikuse Issandat, et ta saadaks töötegijaid välja oma lõikusele!“
280a010092	Jeesus kutsus oma kaksteist jüngrit enda juurde ja andis neile meelevalla rüvedaid vaime välja ajada ning parandada kõiki haigusi ja hädasid.
280a0200a0	Nende kaheteistkümne apostli nimed olid: kõigepealt Siimon, keda hüüti Peetruseks, ja tema vend Andreas, siis Sebedeuse poeg Jaakobus ja tema vend Johannes,
280a030059	Filippus ja Bartolomeus, Toomas ja maksukoguja Matteus, Alfeuse poeg Jaakobus ja Taddeus,
280a04003a	Siimon Kaanalane ja Juudas Iskariot – Jeesuse äraandja.
280a05008b	Jeesus läkitas välja need kaksteist, juhendades neid nõnda: „Ärge minge teiste rahvaste sekka ega astuge ühessegi samaarlaste linna.
280a060033	Vaid minge kadunud lammaste, Iisraeli rahva juurde!
280a07002e	Minnes kuulutage: „Taevariik on lähedal!“
280a080088	Tehke terveks haiged, äratage üles surnud, tehke puhtaks pidalitõbised, ajage välja kurjad vaimud! Ilma olete saanud, ilma ka andke!
280a09003f	Ärge võtke kaasa kuld-, hõbe- ega vaskraha oma vöö vahele,
280a0a0066	ei reisipauna ega teist särki ega jalatseid ega keppi. Sest töötegija on oma ülalpidamist väärt!
280a0b0099	Kui te lähete mõnda külasse või linna, siis kuulake järele, kes on selles paigas väärt teid võõrustama, ja tema juurde jääge, kuni te lahkute.
280a0c001f	Majja sisenedes tervitage seda!
280a0d006d	Ja kui maja on seda väärt, jätke oma rahu selle peale, aga kui ei ole, tulgu teie rahu tagasi teie juurde.
280a0e0095	Aga kui keegi teid vastu ei võta ja teie sõnumit ei kuula, siis sellest kodust või linnast lahkudes raputage maha selle koha tolmgi oma jalgadelt.
280a0f0065	Tõesti, ma ütlen teile, isegi Soodomal ja Gomorral läheb kohtupäeval kergemini kui sellel linnal.
280a10005f	Ma saadan teid otsekui lambaid huntide sekka. Olge siis arukad nagu maod ja süütud kui tuvid!
280a110067	Olge valvsad inimeste suhtes, sest nad annavad teid kohtute kätte ja lasevad piitsutada sünagoogides.
280a120067	Minu pärast viiakse teid valitsejate ja kuningate ette, et te saaksite neile ja rahvastele tunnistada.
280a130079	Kui nad teid kinni võtavad, siis ärge muretsege, mida või kuidas rääkida. Sel tunnil antakse teile see, mida öelda,
280a14003f	sest te ei räägi ise, vaid teie Isa Vaim kõneleb teie kaudu.
280a150061	Vend saadab surma venna ja isa lapse ning lapsed tõusevad vanemate vastu ja lasevad nad surmata.
280a16005a	Minu nime pärast olete te kõigi poolt vihatud, ent kes peab vastu lõpuni, see pääseb.
280a170096	Kui teid ühes linnas taga kiusatakse, põgenege teise! Tõesti, ma ütlen teile, te ei jõua Iisraeli linnu läbi käia, enne kui Inimese Poeg tuleb.
280a18003d	Jünger ei ole üle õpetajast ega teener parem oma isandast.
280a1900c8	Jünger olgu rahul, kui ta käsi käib nagu tema õpetajal, ja teener olgu rahul, kui ta käsi käib nagu isandal. Kui nad juba peremeest nimetasid Peltsebuliks, kui palju enam siis tema pereliikmeid!
280a1a0071	Seepärast ärge kartke neid! Midagi ei ole varjatut, mida ei paljastataks, ega salajast, mis teatavaks ei saaks.
280a1b006e	Mida mina räägin teile pimedas, ütelge valges, ja mida te kuulete kõrva sosistatavat, kuulutage katustelt!
280a1c007f	Ärge kartke neid, kes ihu tapavad, aga hinge tappa ei suuda. Pigem kartke teda, kes võib nii hinge kui ka ihu põrgus hukata!
280a1d0060	Eks kaks varblast müüda ühe penni eest? Ometi ükski neist ei lange maha ilma teie Isa loata.
280a1e002d	Ent teie juuksekarvadki on kõik ära loetud.
280a1f003e	Ärge siis kartke, te olete rohkem väärt kui palju varblasi.
280a200063	Igaüht nüüd, kes mind tunnistab inimeste ees, teda tunnistan ka mina oma Isa ees, kes on taevas.
280a210051	Aga seda, kes salgab mind inimeste ees, salgan minagi oma Isa ees, kes on taevas.
280a22005c	Ärge arvake, et ma olen tulnud rahu tooma maa peale! Ma ei tulnud tooma rahu, vaid mõõka!
280a23005e	Ma tulin pöörama „meest tema isa vastu, tütart tema ema vastu ja miniat tema ämma vastu.
280a24002e	Ja mehe vaenlaseks saavad tema pereliikmed“.
280a250085	Kes isa või ema armastab rohkem kui mind, ei ole mind väärt. Kes poega või tütart armastab rohkem kui mind, ei ole mind väärt.
280a260041	Ja kes ei võta oma risti ega järgne mulle, ei ole mind väärt.
280a270051	Kes oma elu hoiab, kaotab selle, ja kes oma elu kaotab minu pärast, leiab selle.
280a280068	Kes teid vastu võtab, võtab vastu minu, ja kes minu vastu võtab, võtab vastu selle, kes minu saatis.
280a29008f	Kes prohveti vastu võtab kui prohveti, saab prohveti tasu, ja kes õiglase mehe vastu võtab, sest ta on õiglane, saab õiglase inimese tasu.
280a2a0095	Kes iganes pakub kruusitäie jahedat vett ühele neist väikestest, kes on minu jünger – tõesti, ma ütlen teile, ta ei jää oma tasust ilma.“
280b01008a	Kui Jeesus oli lõpetanud juhiste jagamise oma kaheteistkümnele jüngrile, läks ta sealt edasi õpetama ja kuulutama Galilea linnadesse.
280b020058	Kui nüüd Johannes vanglas olles kuulis Messia tegudest, saatis ta kaks oma jüngritest
280b03005c	temalt küsima: „Kas sina oled see, kes pidi tulema, või me peame ootama kedagi teist?“
280b040050	Jeesus vastas neile: „Minge ja teatage Johannesele, mida te kuulete ja näete:
280b05009f	pimedad saavad nägijaks, jalust vigased kõnnivad, pidalitõbised saavad puhtaks, kurdid kuulevad, surnud tõusevad üles, vaestele kuulutatakse evangeeliumi.
280b060037	Õnnistatud on igaüks, kes minu pärast ei pahanda.“
280b07008f	Kui Johannese jüngrid olid lahkunud, hakkas Jeesus rahvale temast rääkima: „Mida te käisite kõrbes vaatamas? Kas tuules kõikuvat kõrt?
280b080081	Või mida te tahtsite välja minnes näha? Kas peenetes rõivastes meest? Need, kes kannavad peeneid rõivaid, on kuningakodades.
280b09005b	Mida te siis tahtsite näha? Kas prohvetit? Jah, ma ütlen teile, palju enam kui prohvetit!
280b0a006f	Tema on see, kellest on kirjutatud: „Vaata, ma saadan sinu ees oma saadiku, kes valmistab sinu tee su ees!“
280b0b009f	Tõesti, ma ütlen teile, naisest sündinute seast ei ole tõusnud esile kedagi suuremat kui Ristija Johannes, ent kõige pisemgi taevariigis on temast suurem.
280b0c005c	Ristija Johannese päevist tänini rünnatakse taevariiki ja ründajad kisuvad selle endale.
280b0d0038	Kogu Seadus ja Prohvetid on ette kuulutanud Johanneseni,
280b0e003c	ja kui teada tahate, siis tema ongi Eelija, kes pidi tulema.
280b0f001e	Kellel kõrvad on, see kuulgu!
280b100075	Aga millega ma võrdleksin praegust sugupõlve? Nad on nagu lapsed, kes turuplatsil istuvad ja vastastikku hüüavad:
280b11006a	„Meie mängisime teile vilepilli, aga teie ei tantsinud! Meie itkesime kurvalt, aga teie ei leinanud!“
280b120054	Sest Johannes tuli, ei söönud ega joonud, ja nad ütlevad: „Tal on kuri vaim!“
280b1300c0	Inimese Poeg tuli ning sööb ja joob, ja siis te ütlete: „Vaadake, see inimene on õgard ja joodik, maksukogujate ja patuste sõber!“ Ometi tunnistatakse tarkus õigeks tema tegudest.“
280b140067	Siis hakkas Jeesus sõitlema linnu, kus oli tehtud enamus ta imetegudest, sest nad ei parandanud meelt:
280b1500c3	„Häda sulle, Korasin! Häda sulle, Betsaida! Kui Tüüroses ja Siidonis oleksid sündinud need imeteod, mis teie juures sündisid, siis oleksid nad ammugi kotiriides ja tuhas meelt parandanud.
280b16005c	Tõepoolest, ma ütlen teile, Tüürosel ja Siidonil läheb kohtupäeval kergemini kui teil.
280b1700bf	Ja sina, Kapernaum, kas sind peaks ülendatama taevani? Sa langed alla põrgupõhja! Sest kui Soodomas oleksid sündinud imeteod, mis sündisid sinus, siis oleks ta püsinud tänase päevani.
280b180052	Tõepoolest, ma ütlen teile, Soodomal läheb kohtupäeval kergemini kui sinul.“
280b1900ae	Selsamal tunnil ütles Jeesus veel: „Ma ülistan sind, Isa, taeva ja maa Issand, et sa selle oled pannud varjule tarkade ja arusaajate eest, kuid ilmutanud lapsemeelsetele!
280b1a0031	Jah, Isa, nõnda on see olnud sulle meelepärane.
280b1b0091	Kõik on mu Isa andnud minu kätte. Keegi ei tunne Poega peale Isa, ja keegi ei tunne Isa peale Poja ja nende, kellele Poeg soovib teda ilmutada.
280b1c004e	Tulge minu juurde, kõik kurnatud ja koormatud, ja mina annan teile hingamise!
280b1d0076	Võtke kanda minu ike ja õppige minult, sest mina olen tasane ja südamelt alandlik; siis te leiate rahu oma hingele;
280b1e0030	sest minu ike on hea ja minu koorem on kerge!“
280c01008b	Selsamal ajal läks Jeesus hingamispäeval läbi viljapõldude. Ent ta jüngrid olid näljased ja hakkasid noppima viljapäid ning sööma.
280c02007d	Kui variserid seda nägid, ütlesid nad Jeesusele: „Vaata, sinu jüngrid teevad seda, mida ei tohi teha hingamispäeval!“
280c030060	Jeesus vastas: „Kas te ei ole lugenud, mida tegi Taavet, kui temal ja ta kaaslastel oli nälg?
280c04007e	Ta läks Jumala kotta ja sõi ära ohvrileivad, mida ei olnud luba süüa ei temal ega ta kaaslastel, vaid ainult preestritel.
280c050087	Või kas te pole lugenud Seadusest, et preestrid rikuvad templis hingamispäeva kohuseid täites hingamispäeva, kuid on ometi süüta?
280c06003e	Kuid ma ütlen teile, siin on keegi, kes on suurem kui tempel!
280c070078	Kui te mõistaksite, mida tähendab „Ma soovin halastust, mitte ohvrit“, siis te ei oleks mõistnud hukka süütuid.
280c08002e	Sest Inimese Poeg on hingamispäeva Issand!“
280c090037	Sealt edasi minnes astus Jeesus ühte nende sünagoogi.
280c0a0091	Seal oli mees, kelle käsi oli kärbunud. Otsides põhjust Jeesust süüdistada, küsisid nad temalt: „Kas hingamispäeval tohib tervendada?“
280c0b009e	Jeesus vastas neile: „Kui kellelgi teie seast oleks üksainuke lammas ja see kukuks hingamispäeval auku, eks ta võtaks temast kinni ja tõmbaks ta välja?
280c0c0064	Ent kui palju on lambast väärtuslikum inimene! Seepärast on hingamispäeval lubatud teha head.“
280c0d0066	Siis ta ütles mehele: „Siruta välja oma käsi!“ Ta sirutas käe ja see sai terveks nagu teinegi.
280c0e003f	Variserid aga läksid välja nõu pidama, kuidas Jeesust tappa.
280c0f006f	Kui Jeesus sai sellest teada, lahkus ta sealt. Ja paljud järgnesid talle ning ta tervendas kõik nende haiged,
280c100025	keelates neil rääkimast, kes ta on.
280c11003a	Nõnda, et läheks täide prohvet Jesaja suu läbi öeldu:
280c120082	„See on mu sulane, mu valitu, mu armastatu, mu hinge rõõm. Ma panen oma Vaimu tema peale ja ta kuulutab rahvaste üle õigust.
280c130039	Ta ei riidle ega karju, ka ei kuulda tänaval ta häält.
280c14005f	Rudjutud roogu ei murra ta katki, hõõguvat tahti ei kustuta ära, kuni viib õiguse võidule.
280c150023	Tema nime peale loodavad rahvad.“
280c160083	Siis toodi tema juurde kurjast vaimust vaevatu, pime ja tumm mees, ning Jeesus tegi ta terveks, nii et ta rääkis ja nägi jälle.
280c17004b	Kogu rahvas aga küsis hämmastunult: „Kas tema ehk ongi Taaveti Poeg?“
280c180088	Kui variserid seda kuulsid, ütlesid nad: „See mees ei aja kurje vaime välja muidu kui kurjade vaimude valitseja Peltsebuli abiga.“
280c1900b5	Jeesus aga, teades nende mõtteid, kostis neile: „Ükski riik, mis on omavahel tülis lõhenenud, ei jää püsima. Ükski linn või kodu, mis on omavahel riius, ei jää püsima.
280c1a005b	Kui saatan ajab välja saatana, on ta iseendaga tülis. Kuidas saab tema riik siis püsida?
280c1b009a	Kui mina peaksin kurje vaime välja ajama Peltsebuli abil, kelle abil siis teie kasvandikud neid välja ajavad? Seepärast mõistku nemad kohut teie üle!
280c1c005e	Aga kui mina ajan Jumala Vaimuga kurje vaime välja, siis on Jumala riik saabunud teie juurde.
280c1d0090	Või kuidas saab keegi tungida vägimehe majja ta asju röövima, kui ta esmalt vägimeest ei seo kinni? Alles siis saab ta tema maja röövida.
280c1e0047	Kes ei ole minuga, on minu vastu, ja kes ei kogu minuga, pillub laiali.
280c1f0085	Seepärast ma ütlen teile, et inimestele antakse andeks igasugune patt ja pühaduseteotus, aga Püha Vaimu teotamist ei anta andeks.
280c2000ad	Kui keegi ütleb midagi Inimese Poja vastu, antakse see talle andeks, aga kui keegi ütleb midagi Püha Vaimu vastu, ei andestata talle ei käesoleval ega tulevasel ajastul.
280c210072	Tehke puu heaks, siis on ta vili hea, või tehke puu halvaks, ja ta vili on halb; sest puud tuntakse tema viljast.
280c220077	Rästikute sugu, kuidas te saaksitegi rääkida head, kui te olete kurjad? Sest suu räägib seda, mida süda on täis.
