010000000c	בראשית
01050800a4	וַיִּֽהְיוּ כׇּל־יְמֵי־שֵׁת שְׁתֵּים עֶשְׂרֵה שָׁנָה וּתְשַׁע מֵאוֹת שָׁנָה וַיָּמֹֽת׃
010509006b	וַיְחִי אֱנוֹשׁ תִּשְׁעִים שָׁנָה וַיּוֹלֶד אֶת־קֵינָֽן׃
01050a00e7	וַיְחִי אֱנוֹשׁ אַֽחֲרֵי הוֹלִידוֹ אֶת־קֵינָן חֲמֵשׁ עֶשְׂרֵה שָׁנָה וּשְׁמֹנֶה מֵאוֹת שָׁנָה וַיּוֹלֶד בָּנִים וּבָנֽוֹת׃
01050b0096	וַיִּֽהְיוּ כׇּל־יְמֵי אֱנוֹשׁ חָמֵשׁ שָׁנִים וּתְשַׁע מֵאוֹת שָׁנָה וַיָּמֹֽת׃
01050c0073	וַיְחִי קֵינָן שִׁבְעִים שָׁנָה וַיּוֹלֶד אֶת־מַֽהֲלַלְאֵֽל׃
01050d00e8	וַיְחִי קֵינָן אַחֲרֵי הוֹלִידוֹ אֶת־מַֽהֲלַלְאֵל אַרְבָּעִים שָׁנָה וּשְׁמֹנֶה מֵאוֹת שָׁנָה וַיּוֹלֶד בָּנִים וּבָנֽוֹת׃
01050e0094	וַיִּֽהְיוּ כׇּל־יְמֵי קֵינָן עֶשֶׂר שָׁנִים וּתְשַׁע מֵאוֹת שָׁנָה וַיָּמֹֽת׃
01050f0091	וַיְחִי מַֽהֲלַלְאֵל חָמֵשׁ שָׁנִים וְשִׁשִּׁים שָׁנָה וַיּוֹלֶד אֶת־יָֽרֶד׃
01051000e6	וַיְחִי מַֽהֲלַלְאֵל אַֽחֲרֵי הוֹלִידוֹ אֶת־יֶרֶד שְׁלֹשִׁים שָׁנָה וּשְׁמֹנֶה מֵאוֹת שָׁנָה וַיּוֹלֶד בָּנִים וּבָנֽוֹת׃
01051100b5	וַיִּהְיוּ כׇּל־יְמֵי מַהֲלַלְאֵל חָמֵשׁ וְתִשְׁעִים שָׁנָה וּשְׁמֹנֶה מֵאוֹת שָׁנָה וַיָּמֹֽת׃
010512009d	וַֽיְחִי־יֶרֶד שְׁתַּיִם וְשִׁשִּׁים שָׁנָה וּמְאַת שָׁנָה וַיּוֹלֶד אֶת־חֲנֽוֹךְ׃
01051300b9	וַֽיְחִי־יֶרֶד אַֽחֲרֵי הוֹלִידוֹ אֶת־חֲנוֹךְ שְׁמֹנֶה מֵאוֹת שָׁנָה וַיּוֹלֶד בָּנִים וּבָנֽוֹת׃
01051400ae	וַיִּֽהְיוּ כׇּל־יְמֵי־יֶרֶד שְׁתַּיִם וְשִׁשִּׁים שָׁנָה וּתְשַׁע מֵאוֹת שָׁנָה וַיָּמֹֽת׃
0105150084	וַיְחִי חֲנוֹךְ חָמֵשׁ וְשִׁשִּׁים שָׁנָה וַיּוֹלֶד אֶת־מְתוּשָֽׁלַח׃
01051600ed	וַיִּתְהַלֵּךְ חֲנוֹךְ אֶת־הָֽאֱלֹהִים אַֽחֲרֵי הוֹלִידוֹ אֶת־מְתוּשֶׁלַח שְׁלֹשׁ מֵאוֹת שָׁנָה וַיּוֹלֶד בָּנִים וּבָנֽוֹת׃
0105170094	וַיְהִי כׇּל־יְמֵי חֲנוֹךְ חָמֵשׁ וְשִׁשִּׁים שָׁנָה וּשְׁלֹשׁ מֵאוֹת שָׁנָֽה׃
0105180098	וַיִּתְהַלֵּךְ חֲנוֹךְ אֶת־הָֽאֱלֹהִים וְאֵינֶנּוּ כִּֽי־לָקַח אֹתוֹ אֱלֹהִֽים׃
010519009e	וַיְחִי מְתוּשֶׁלַח שֶׁבַע וּשְׁמֹנִים שָׁנָה וּמְאַת שָׁנָה וַיּוֹלֶד אֶת־לָֽמֶךְ׃
01051a00f9	וַיְחִי מְתוּשֶׁלַח אַֽחֲרֵי הוֹלִידוֹ אֶת־לֶמֶךְ שְׁתַּיִם וּשְׁמוֹנִים שָׁנָה וּשְׁבַע מֵאוֹת שָׁנָה וַיּוֹלֶד בָּנִים וּבָנֽוֹת׃
01051b00b3	וַיִּהְיוּ כׇּל־יְמֵי מְתוּשֶׁלַח תֵּשַׁע וְשִׁשִּׁים שָׁנָה וּתְשַׁע מֵאוֹת שָׁנָה וַיָּמֹֽת׃
01051c0091	וַֽיְחִי־לֶמֶךְ שְׁתַּיִם וּשְׁמֹנִים שָׁנָה וּמְאַת שָׁנָה וַיּוֹלֶד בֵּֽן׃
01051d00f4	וַיִּקְרָא אֶת־שְׁמוֹ נֹחַ לֵאמֹר זֶה יְנַחֲמֵנוּ מִֽמַּעֲשֵׂנוּ וּמֵעִצְּבוֹן יָדֵינוּ מִן־הָאֲדָמָה אֲשֶׁר אֵֽרְרָהּ יְהֹוָֽה׃
01051e00e4	וַֽיְחִי־לֶמֶךְ אַֽחֲרֵי הוֹלִידוֹ אֶת־נֹחַ חָמֵשׁ וְתִשְׁעִים שָׁנָה וַחֲמֵשׁ מֵאֹת שָׁנָה וַיּוֹלֶד בָּנִים וּבָנֽוֹת׃
01051f00a4	וַֽיְהִי כׇּל־יְמֵי־לֶמֶךְ שֶׁבַע וְשִׁבְעִים שָׁנָה וּשְׁבַע מֵאוֹת שָׁנָה וַיָּמֹֽת׃
01052000a2	וַֽיְהִי־נֹחַ בֶּן־חֲמֵשׁ מֵאוֹת שָׁנָה וַיּוֹלֶד נֹחַ אֶת־שֵׁם אֶת־חָם וְאֶת־יָֽפֶת׃
010601009e	וַֽיְהִי כִּֽי־הֵחֵל הָֽאָדָם לָרֹב עַל־פְּנֵי הָֽאֲדָמָה וּבָנוֹת יֻלְּדוּ לָהֶֽם׃
01060200de	וַיִּרְאוּ בְנֵי־הָֽאֱלֹהִים אֶת־בְּנוֹת הָֽאָדָם כִּי טֹבֹת הֵנָּה וַיִּקְחוּ לָהֶם נָשִׁים מִכֹּל אֲשֶׁר בָּחָֽרוּ׃
01060300df	וַיֹּאמֶר יְהֹוָה לֹֽא־יָדוֹן רוּחִי בָֽאָדָם לְעֹלָם בְּשַׁגַּם הוּא בָשָׂר וְהָיוּ יָמָיו מֵאָה וְעֶשְׂרִים שָׁנָֽה׃
0106040162	הַנְּפִלִים הָיוּ בָאָרֶץ בַּיָּמִים הָהֵם וְגַם אַֽחֲרֵי־כֵן אֲשֶׁר יָבֹאוּ בְּנֵי הָֽאֱלֹהִים אֶל־בְּנוֹת הָֽאָדָם וְיָלְדוּ לָהֶם הֵמָּה הַגִּבֹּרִים אֲשֶׁר מֵעוֹלָם אַנְשֵׁי הַשֵּֽׁם׃
01060500c4	וַיַּרְא יְהֹוָה כִּי רַבָּה רָעַת הָאָדָם בָּאָרֶץ וְכׇל־יֵצֶר מַחְשְׁבֹת לִבּוֹ רַק רַע כׇּל־הַיּֽוֹם׃
010606009c	וַיִּנָּחֶם יְהֹוָה כִּֽי־עָשָׂה אֶת־הָֽאָדָם בָּאָרֶץ וַיִּתְעַצֵּב אֶל־לִבּֽוֹ׃
010607013e	וַיֹּאמֶר יְהֹוָה אֶמְחֶה אֶת־הָאָדָם אֲשֶׁר־בָּרָאתִי מֵעַל פְּנֵי הָֽאֲדָמָה מֵֽאָדָם עַד־בְּהֵמָה עַד־רֶמֶשׂ וְעַד־עוֹף הַשָּׁמָיִם כִּי נִחַמְתִּי כִּי עֲשִׂיתִֽם׃
0106080044	וְנֹחַ מָצָא חֵן בְּעֵינֵי יְהֹוָֽה׃
01060900c4	אֵלֶּה תּוֹלְדֹת נֹחַ נֹחַ אִישׁ צַדִּיק תָּמִים הָיָה בְּדֹֽרֹתָיו אֶת־הָֽאֱלֹהִים הִֽתְהַלֶּךְ־נֹֽחַ׃
01060a0076	וַיּוֹלֶד נֹחַ שְׁלֹשָׁה בָנִים אֶת־שֵׁם אֶת־חָם וְאֶת־יָֽפֶת׃
01060b0082	וַתִּשָּׁחֵת הָאָרֶץ לִפְנֵי הָֽאֱלֹהִים וַתִּמָּלֵא הָאָרֶץ חָמָֽס׃
01060c00cc	וַיַּרְא אֱלֹהִים אֶת־הָאָרֶץ וְהִנֵּה נִשְׁחָתָה כִּֽי־הִשְׁחִית כׇּל־בָּשָׂר אֶת־דַּרְכּוֹ עַל־הָאָֽרֶץ׃
01060d00f9	וַיֹּאמֶר אֱלֹהִים לְנֹחַ קֵץ כׇּל־בָּשָׂר בָּא לְפָנַי כִּֽי־מָלְאָה הָאָרֶץ חָמָס מִפְּנֵיהֶם וְהִנְנִי מַשְׁחִיתָם אֶת־הָאָֽרֶץ׃
01060e00d5	עֲשֵׂה לְךָ תֵּבַת עֲצֵי־גֹפֶר קִנִּים תַּֽעֲשֶׂה אֶת־הַתֵּבָה וְכָֽפַרְתָּ אֹתָהּ מִבַּיִת וּמִחוּץ בַּכֹּֽפֶר׃
01060f00f2	וְזֶה אֲשֶׁר תַּֽעֲשֶׂה אֹתָהּ שְׁלֹשׁ מֵאוֹת אַמָּה אֹרֶךְ הַתֵּבָה חֲמִשִּׁים אַמָּה רׇחְבָּהּ וּשְׁלֹשִׁים אַמָּה קוֹמָתָֽהּ׃
0106100120	צֹהַר ׀ תַּעֲשֶׂה לַתֵּבָה וְאֶל־אַמָּה תְּכַלֶּנָּה מִלְמַעְלָה וּפֶתַח הַתֵּבָה בְּצִדָּהּ תָּשִׂים תַּחְתִּיִּם שְׁנִיִּם וּשְׁלִשִׁים תַּֽעֲשֶֽׂהָ׃
0106110127	וַאֲנִי הִנְנִי מֵבִיא אֶת־הַמַּבּוּל מַיִם עַל־הָאָרֶץ לְשַׁחֵת כׇּל־בָּשָׂר אֲשֶׁר־בּוֹ רוּחַ חַיִּים מִתַּחַת הַשָּׁמָיִם כֹּל אֲשֶׁר־בָּאָרֶץ יִגְוָֽע׃
01061200d7	וַהֲקִמֹתִי אֶת־בְּרִיתִי אִתָּךְ וּבָאתָ אֶל־הַתֵּבָה אַתָּה וּבָנֶיךָ וְאִשְׁתְּךָ וּנְשֵֽׁי־בָנֶיךָ אִתָּֽךְ׃
01061300d6	וּמִכׇּל־הָחַי מִֽכׇּל־בָּשָׂר שְׁנַיִם מִכֹּל תָּבִיא אֶל־הַתֵּבָה לְהַחֲיֹת אִתָּךְ זָכָר וּנְקֵבָה יִֽהְיֽוּ׃
01061400f4	מֵהָעוֹף לְמִינֵהוּ וּמִן־הַבְּהֵמָה לְמִינָהּ מִכֹּל רֶמֶשׂ הָֽאֲדָמָה לְמִינֵהוּ שְׁנַיִם מִכֹּל יָבֹאוּ אֵלֶיךָ לְהַֽחֲיֽוֹת׃
01061500c2	וְאַתָּה קַח־לְךָ מִכׇּל־מַֽאֲכָל אֲשֶׁר יֵֽאָכֵל וְאָסַפְתָּ אֵלֶיךָ וְהָיָה לְךָ וְלָהֶם לְאׇכְלָֽה׃
0106160078	וַיַּעַשׂ נֹחַ כְּכֹל אֲשֶׁר צִוָּה אֹתוֹ אֱלֹהִים כֵּן עָשָֽׂה׃
01070100e7	וַיֹּאמֶר יְהֹוָה לְנֹחַ בֹּֽא־אַתָּה וְכׇל־בֵּיתְךָ אֶל־הַתֵּבָה כִּֽי־אֹתְךָ רָאִיתִי צַדִּיק לְפָנַי בַּדּוֹר הַזֶּֽה׃
010702011e	מִכֹּל ׀ הַבְּהֵמָה הַטְּהוֹרָה תִּֽקַּח־לְךָ שִׁבְעָה שִׁבְעָה אִישׁ וְאִשְׁתּוֹ וּמִן־הַבְּהֵמָה אֲשֶׁר לֹא טְהֹרָה הִוא שְׁנַיִם אִישׁ וְאִשְׁתּֽוֹ׃
01070300ba	גַּם מֵעוֹף הַשָּׁמַיִם שִׁבְעָה שִׁבְעָה זָכָר וּנְקֵבָה לְחַיּוֹת זֶרַע עַל־פְּנֵי כׇל־הָאָֽרֶץ׃
0107040141	כִּי לְיָמִים עוֹד שִׁבְעָה אָֽנֹכִי מַמְטִיר עַל־הָאָרֶץ אַרְבָּעִים יוֹם וְאַרְבָּעִים לָיְלָה וּמָחִיתִי אֶֽת־כׇּל־הַיְקוּם אֲשֶׁר עָשִׂיתִי מֵעַל פְּנֵי הָֽאֲדָמָֽה׃
010705005a	וַיַּעַשׂ נֹחַ כְּכֹל אֲשֶׁר־צִוָּהוּ יְהֹוָֽה׃
0107060085	וְנֹחַ בֶּן־שֵׁשׁ מֵאוֹת שָׁנָה וְהַמַּבּוּל הָיָה מַיִם עַל־הָאָֽרֶץ׃
01070700b9	וַיָּבֹא נֹחַ וּבָנָיו וְאִשְׁתּוֹ וּנְשֵֽׁי־בָנָיו אִתּוֹ אֶל־הַתֵּבָה מִפְּנֵי מֵי הַמַּבּֽוּל׃
01070800e3	מִן־הַבְּהֵמָה הַטְּהוֹרָה וּמִן־הַבְּהֵמָה אֲשֶׁר אֵינֶנָּה טְהֹרָה וּמִן־הָעוֹף וְכֹל אֲשֶׁר־רֹמֵשׂ עַל־הָֽאֲדָמָֽה׃
01070900be	שְׁנַיִם שְׁנַיִם בָּאוּ אֶל־נֹחַ אֶל־הַתֵּבָה זָכָר וּנְקֵבָה כַּֽאֲשֶׁר צִוָּה אֱלֹהִים אֶת־נֹֽחַ׃
01070a007c	וַיְהִי לְשִׁבְעַת הַיָּמִים וּמֵי הַמַּבּוּל הָיוּ עַל־הָאָֽרֶץ׃
01070b016b	בִּשְׁנַת שֵׁשׁ־מֵאוֹת שָׁנָה לְחַיֵּי־נֹחַ בַּחֹדֶשׁ הַשֵּׁנִי בְּשִׁבְעָֽה־עָשָׂר יוֹם לַחֹדֶשׁ בַּיּוֹם הַזֶּה נִבְקְעוּ כׇּֽל־מַעְיְנֹת תְּהוֹם רַבָּה וַאֲרֻבֹּת הַשָּׁמַיִם נִפְתָּֽחוּ׃
01070c0086	וַיְהִי הַגֶּשֶׁם עַל־הָאָרֶץ אַרְבָּעִים יוֹם וְאַרְבָּעִים לָֽיְלָה׃
01070d00f5	בְּעֶצֶם הַיּוֹם הַזֶּה בָּא נֹחַ וְשֵׁם־וְחָם וָיֶפֶת בְּנֵי־נֹחַ וְאֵשֶׁת נֹחַ וּשְׁלֹשֶׁת נְשֵֽׁי־בָנָיו אִתָּם אֶל־הַתֵּבָֽה׃
01070e012d	הֵמָּה וְכׇל־הַֽחַיָּה לְמִינָהּ וְכׇל־הַבְּהֵמָה לְמִינָהּ וְכׇל־הָרֶמֶשׂ הָרֹמֵשׂ עַל־הָאָרֶץ לְמִינֵהוּ וְכׇל־הָעוֹף לְמִינֵהוּ כֹּל צִפּוֹר כׇּל־כָּנָֽף׃
01070f00b6	וַיָּבֹאוּ אֶל־נֹחַ אֶל־הַתֵּבָה שְׁנַיִם שְׁנַיִם מִכׇּל־הַבָּשָׂר אֲשֶׁר־בּוֹ רוּחַ חַיִּֽים׃
01071000d9	וְהַבָּאִים זָכָר וּנְקֵבָה מִכׇּל־בָּשָׂר בָּאוּ כַּֽאֲשֶׁר צִוָּה אֹתוֹ אֱלֹהִים וַיִּסְגֹּר יְהֹוָה בַּֽעֲדֽוֹ׃
01071100e3	וַֽיְהִי הַמַּבּוּל אַרְבָּעִים יוֹם עַל־הָאָרֶץ וַיִּרְבּוּ הַמַּיִם וַיִּשְׂאוּ אֶת־הַתֵּבָה וַתָּרׇם מֵעַל הָאָֽרֶץ׃
01071200b2	וַיִּגְבְּרוּ הַמַּיִם וַיִּרְבּוּ מְאֹד עַל־הָאָרֶץ וַתֵּלֶךְ הַתֵּבָה עַל־פְּנֵי הַמָּֽיִם׃
01071300db	וְהַמַּיִם גָּבְרוּ מְאֹד מְאֹד עַל־הָאָרֶץ וַיְכֻסּוּ כׇּל־הֶֽהָרִים הַגְּבֹהִים אֲשֶׁר־תַּחַת כׇּל־הַשָּׁמָֽיִם׃
010714008d	חֲמֵשׁ עֶשְׂרֵה אַמָּה מִלְמַעְלָה גָּבְרוּ הַמָּיִם וַיְכֻסּוּ הֶהָרִֽים׃
0107150100	וַיִּגְוַע כׇּל־בָּשָׂר ׀ הָרֹמֵשׂ עַל־הָאָרֶץ בָּעוֹף וּבַבְּהֵמָה וּבַחַיָּה וּבְכׇל־הַשֶּׁרֶץ הַשֹּׁרֵץ עַל־הָאָרֶץ וְכֹל הָאָדָֽם׃
0107160096	כֹּל אֲשֶׁר נִשְׁמַת־רוּחַ חַיִּים בְּאַפָּיו מִכֹּל אֲשֶׁר בֶּחָֽרָבָה מֵֽתוּ׃
010717016c	וַיִּמַח אֶֽת־כׇּל־הַיְקוּם ׀ אֲשֶׁר ׀ עַל־פְּנֵי הָֽאֲדָמָה מֵאָדָם עַד־בְּהֵמָה עַד־רֶמֶשׂ וְעַד־עוֹף הַשָּׁמַיִם וַיִּמָּחוּ מִן־הָאָרֶץ וַיִּשָּׁאֶר אַךְ־נֹחַ וַֽאֲשֶׁר אִתּוֹ בַּתֵּבָֽה׃
0107180073	וַיִּגְבְּרוּ הַמַּיִם עַל־הָאָרֶץ חֲמִשִּׁים וּמְאַת יֽוֹם׃
010801012e	וַיִּזְכֹּר אֱלֹהִים אֶת־נֹחַ וְאֵת כׇּל־הַֽחַיָּה וְאֶת־כׇּל־הַבְּהֵמָה אֲשֶׁר אִתּוֹ בַּתֵּבָה וַיַּעֲבֵר אֱלֹהִים רוּחַ עַל־הָאָרֶץ וַיָּשֹׁכּוּ הַמָּֽיִם׃
01080200b9	וַיִּסָּֽכְרוּ מַעְיְנֹת תְּהוֹם וַֽאֲרֻבֹּת הַשָּׁמָיִם וַיִּכָּלֵא הַגֶּשֶׁם מִן־הַשָּׁמָֽיִם׃
01080300c9	וַיָּשֻׁבוּ הַמַּיִם מֵעַל הָאָרֶץ הָלוֹךְ וָשׁוֹב וַיַּחְסְרוּ הַמַּיִם מִקְצֵה חֲמִשִּׁים וּמְאַת יֽוֹם׃
01080400b1	וַתָּנַח הַתֵּבָה בַּחֹדֶשׁ הַשְּׁבִיעִי בְּשִׁבְעָה־עָשָׂר יוֹם לַחֹדֶשׁ עַל הָרֵי אֲרָרָֽט׃
01080500e2	וְהַמַּיִם הָיוּ הָלוֹךְ וְחָסוֹר עַד הַחֹדֶשׁ הָֽעֲשִׂירִי בָּֽעֲשִׂירִי בְּאֶחָד לַחֹדֶשׁ נִרְאוּ רָאשֵׁי הֶֽהָרִֽים׃
01080600a1	וַיְהִי מִקֵּץ אַרְבָּעִים יוֹם וַיִּפְתַּח נֹחַ אֶת־חַלּוֹן הַתֵּבָה אֲשֶׁר עָשָֽׂה׃
01080700a4	וַיְשַׁלַּח אֶת־הָֽעֹרֵב וַיֵּצֵא יָצוֹא וָשׁוֹב עַד־יְבֹשֶׁת הַמַּיִם מֵעַל הָאָֽרֶץ׃
01080800a6	וַיְשַׁלַּח אֶת־הַיּוֹנָה מֵאִתּוֹ לִרְאוֹת הֲקַלּוּ הַמַּיִם מֵעַל פְּנֵי הָֽאֲדָמָֽה׃
0108090158	וְלֹֽא־מָצְאָה הַיּוֹנָה מָנוֹחַ לְכַף־רַגְלָהּ וַתָּשׇׁב אֵלָיו אֶל־הַתֵּבָה כִּי־מַיִם עַל־פְּנֵי כׇל־הָאָרֶץ וַיִּשְׁלַח יָדוֹ וַיִּקָּחֶהָ וַיָּבֵא אֹתָהּ אֵלָיו אֶל־הַתֵּבָֽה׃
01080a00a0	וַיָּחֶל עוֹד שִׁבְעַת יָמִים אֲחֵרִים וַיֹּסֶף שַׁלַּח אֶת־הַיּוֹנָה מִן־הַתֵּבָֽה׃
01080b00ea	וַתָּבֹא אֵלָיו הַיּוֹנָה לְעֵת עֶרֶב וְהִנֵּה עֲלֵה־זַיִת טָרָף בְּפִיהָ וַיֵּדַע נֹחַ כִּי־קַלּוּ הַמַּיִם מֵעַל הָאָֽרֶץ׃
01080c00c3	וַיִּיָּחֶל עוֹד שִׁבְעַת יָמִים אֲחֵרִים וַיְשַׁלַּח אֶת־הַיּוֹנָה וְלֹֽא־יָסְפָה שׁוּב־אֵלָיו עֽוֹד׃
01080d015b	וַיְהִי בְּאַחַת וְשֵׁשׁ־מֵאוֹת שָׁנָה בָּֽרִאשׁוֹן בְּאֶחָד לַחֹדֶשׁ חָֽרְבוּ הַמַּיִם מֵעַל הָאָרֶץ וַיָּסַר נֹחַ אֶת־מִכְסֵה הַתֵּבָה וַיַּרְא וְהִנֵּה חָֽרְבוּ פְּנֵי הָֽאֲדָמָֽה׃
01080e0093	וּבַחֹדֶשׁ הַשֵּׁנִי בְּשִׁבְעָה וְעֶשְׂרִים יוֹם לַחֹדֶשׁ יָבְשָׁה הָאָֽרֶץ׃
01080f0047	וַיְדַבֵּר אֱלֹהִים אֶל־נֹחַ לֵאמֹֽר׃
010810008e	צֵא מִן־הַתֵּבָה אַתָּה וְאִשְׁתְּךָ וּבָנֶיךָ וּנְשֵֽׁי־בָנֶיךָ אִתָּֽךְ׃
0108110151	כׇּל־הַחַיָּה אֲשֶֽׁר־אִתְּךָ מִכׇּל־בָּשָׂר בָּעוֹף וּבַבְּהֵמָה וּבְכׇל־הָרֶמֶשׂ הָרֹמֵשׂ עַל־הָאָרֶץ (הוצא) [הַיְצֵא] אִתָּךְ וְשָֽׁרְצוּ בָאָרֶץ וּפָרוּ וְרָבוּ עַל־הָאָֽרֶץ׃
0108120074	וַיֵּצֵא־נֹחַ וּבָנָיו וְאִשְׁתּוֹ וּנְשֵֽׁי־בָנָיו אִתּֽוֹ׃
01081300d0	כׇּל־הַֽחַיָּה כׇּל־הָרֶמֶשׂ וְכׇל־הָעוֹף כֹּל רוֹמֵשׂ עַל־הָאָרֶץ לְמִשְׁפְּחֹתֵיהֶם יָצְאוּ מִן־הַתֵּבָֽה׃
01081400f8	וַיִּבֶן נֹחַ מִזְבֵּחַ לַֽיהֹוָה וַיִּקַּח מִכֹּל ׀ הַבְּהֵמָה הַטְּהֹרָה וּמִכֹּל הָעוֹף הַטָּהוֹר וַיַּעַל עֹלֹת בַּמִּזְבֵּֽחַ׃
01081501b0	וַיָּרַח יְהֹוָה אֶת־רֵיחַ הַנִּיחֹחַ וַיֹּאמֶר יְהֹוָה אֶל־לִבּוֹ לֹֽא־אֹסִף לְקַלֵּל עוֹד אֶת־הָֽאֲדָמָה בַּעֲבוּר הָֽאָדָם כִּי יֵצֶר לֵב הָאָדָם רַע מִנְּעֻרָיו וְלֹֽא־אֹסִף עוֹד לְהַכּוֹת אֶת־כׇּל־חַי כַּֽאֲשֶׁר עָשִֽׂיתִי׃
01081600bc	עֹד כׇּל־יְמֵי הָאָרֶץ זֶרַע וְקָצִיר וְקֹר וָחֹם וְקַיִץ וָחֹרֶף וְיוֹם וָלַיְלָה לֹא יִשְׁבֹּֽתוּ׃
01090100b9	וַיְבָרֶךְ אֱלֹהִים אֶת־נֹחַ וְאֶת־בָּנָיו וַיֹּאמֶר לָהֶם פְּרוּ וּרְבוּ וּמִלְאוּ אֶת־הָאָֽרֶץ׃
0109020138	וּמוֹרַאֲכֶם וְחִתְּכֶם יִֽהְיֶה עַל כׇּל־חַיַּת הָאָרֶץ וְעַל כׇּל־עוֹף הַשָּׁמָיִם בְּכֹל אֲשֶׁר תִּרְמֹשׂ הָֽאֲדָמָה וּֽבְכׇל־דְּגֵי הַיָּם בְּיֶדְכֶם נִתָּֽנוּ׃
