2800000006	Matiyu
28052d00d2	Kume ka̱ pa̱li na̱k gwisi go kaa da̱m ɗe mil ji Aba gwaka̱n gwe ni to nya ka̱wu, ti ɗe ata̱ laki a cin yili hwa mbala̱n suk byasi, ata̱ laki a ze nde ma̱n pa̱lti wul ndakce suk ma̱n pa̱lti byasi.
28052e00b8	Kume ma̱jwe sa̱ lamkii wu ka̱n aka̱a̱ lamsi na̱ ngusa̱n go, ɗa̱ni ka̱n sa ɓatlkii gwi? Ai ko ta̱ ma̱n kanti wulpi boo mago na̱k gwe aka̱a̱ pa̱li wu ka̱n asa̱ pa̱li.
28052f00af	A kume yilkeni jwaka̱n ka̱n aka̱a̱ ga̱ɓesi na̱ ngusa̱n go, na̱ yek ka̱a̱ man naa mbala̱n ye? Ai mbala̱n jwe ɗe ma̱n Yehuda ka̱ sowu mago nu ka̱n asa̱ pa̱li.
2805300059	Nuk go da̱ma̱n ga̱ njikmi na̱k kangwe ga̱ Aba gwaka̱n gwe ni nya wu njika̱n wu.”
28060100a6	“Pa̱n ɗem-ɗem ba̱k pa̱la̱n hwa wul ten ɗe ta̱ mbala̱n yeni asa̱ ta̱skii so. Kume ka̱a̱ pa̱li nu go, kaa mbi ɓatlti mal Aba gwaka̱n gwe ni nya wu so.
28060200f8	“Kume ka̱a̱ ɓa ba̱l wul ma̱n la̱shi wul wu, ba̱k pa̱nta ga̱ɓa dani na̱k gwe a ma̱n riya pa̱li ka̱ lu motgaa gwasa̱n suk ɗa̱n ten tantu ka̱ ten ɗe ta̱ mbala̱n ta̱ssi wu so. Gem, amik ka hwikii ge sa̱ mbi ɓatlti gwasa̱n wi.
2806030081	Ama kume ka̱a̱ ɓa ba̱l wul ma̱n la̱shi wul wu, ba̱k zaki ni a ang yali gwaka̱n yis ilgwe ang shinti na̱ma pa̱lti wu so.
2806040088	Kangwe ba̱lti wul gwaka̱n a ni ga̱ hwunda̱li wu, a Aba gwaka̱n ɗe ata̱ yen wul gwe a mbala̱n pa̱li ga̱ hwunda̱li wu ɓatlkii.
2806050102	“Kume ka̱a̱ ɓa ngem Nya go, ba̱k pa̱li na̱k ma̱n pa̱lti riya so, na̱k ɗe si wo asa̱ laam ngemti Nya a nya ɗa̱nka̱ lu motgaa gwasa̱n ka suk ɗa̱n ten tantu ka kangwe mbala̱n a yensi dani wu. Gem, amik ka hwikii ge sa̱ mbi ɓatlti gwasa̱n.
28060600c2	Ama kume ka̱a̱ ɓa ngem Nya go te punka, aka̱a̱ le dlabii ka aka̱a̱ ngem Aba gwaka̱n gwe ba̱ mbala̱n a yenti dani sowu. Ti ɗe ata̱ yen mas ilgwe ni ga̱ hwunda̱li ka̱wu ta ɓatlkii.
28060700e6	Kume ka̱a̱ ɓa ngem Nya go, ba̱k pa̱nta ka̱pti ga̱ɓa ten wul ɗe na̱m na̱k ma̱jwe asa̱ pa̱l wul na̱k wule si wo hwa mbala̱n ka̱ɗe si wu so. Sa̱ da̱ma̱n gwa we ten ka̱pti ga̱ɓa gwasa̱n ka̱n ta katisi ka̱ng.
2806080072	Ba̱k pa̱li na̱k gwasa̱n wu so na̱k ɗe Aba gwaka̱n yis ilgwe ka̱a̱ lami tun a ba̱ka̱a̱ ɓo ngemti sowu.
2806090085	“Nuk'wu, kume ka̱ ɓa ngem Nya go aka̱a̱ wuli ɗe, “‘Aba ga̱na̱n gwe ni to nya ka̱wu, ha̱n ta̱ mbala̱n ɓanti shin gwa
28060a0070	Ha̱n ta̱ da̱mti gwa ɗe guu tuli. Ha̱n ta̱ ilgwe ka̱ lami wu pi ten dii atli na̱k gwe a pi to nya ka̱wu.
28060b001c	Ba̱lni ilgwe ma guk ase wu.
28060c0059	Taasini mas byas wul jina̱n ka na̱k gwe ama̱ taasi ma̱jwe asa̱ pa̱lini byas wul wu.
28060d0074	Ba̱k zakni ta̱n nda so ɗe kume sa̱ ɓa cinga̱lni wu. Ama aka̱a̱ te ka̱ dlo ga̱na̱n suk Ma̱n Ngalci wu.’
28060e007a	Kume ka̱a̱ taasi byas wul ma̱jwe pa̱likii byas wul wu, Aba gwaka̱n gwe ni to nya ka̱wu mago ta taasikii gwaka̱n ka.
28060f0080	Ama kume ka̱a̱ taasi byas wul ma̱jwe sa̱ pa̱likii byas wul wu ka̱ sogo, Aba gwaka̱n mago ta taasikii gwaka̱n wu ka̱ so.
28061000f8	“A kume ka̱ ɓa pa̱l ka̱lka̱ze wu, ba̱k docina̱n cina gwel na̱k ma̱n pa̱lti riya so, na̱k ɗe si wo asa̱ docin cina gwel ta̱ mbala̱n yeni asa̱ yisi ɗe sa̱ na̱ma ka̱lka̱ze wu. Gem, amik ka hwikii ge sa̱ mbi ɓatlti gwasa̱n wi.
2806110061	Ama kume ka̱a̱ pa̱l ka̱lka̱ze go aka̱ pola̱n gwel gwaka̱n ka aka̱a̱ tuksi mili ten gaa,
2806120099	ba̱ mbala̱n yenkii asa̱ yisi ɗe ka̱a̱ na̱ma pa̱lti ka̱lka̱ze so, ama Aba gwaka̱n ɗe ata̱ yen mas ilgwe ni ga̱ hwunda̱li ka̱wu a ɓatlkii.
2806130058	“Ba̱k mwe wul gaa gwaka̱n ten dii atl so, lu gwe a da̱kmbi lili ka, a kaci ka̱ wu.
280614008b	Mwe wul gwaka̱n to nya ka, ka̱ lu gwe da̱kmbi a lili ka̱ so, a ba̱ a kaci ka̱ so wu. Muka̱l mago sa man teti asa̱ muka̱li ka̱ so.
280615004b	Ten ɗe ka̱ lu gwe wul gwaka̱n ni wu, ka̱li ka̱n mbadl gwaka̱n ni pak.
280616004e	“Gwel ka̱ɗe cilti ga̱ dli. Kume gwel gwa ni hwaɓi wu, dli gwa a ni cili.
2806170064	Ama ɗe kume cilti ga̱ dli gwa wo da̱mshal ka̱ go, gem da̱mshal gwe ka̱ ni giɓi go bali ka̱n.
28061800e1	“Mbala̱n a man da̱n ɗe zhel ga̱ bagaa ɗe lop ka̱ sa'i ɗe na̱m so. Ngetli ka̱n ta̱s lam gon ata̱ nge gon, sogo ta̱s kumi bi gon ata̱ nge kumti bi gon. Mbala̱n a man da̱mti ɗe zhel ga̱ Nya suk lamti wulpi so.
2806190117	“Ten na̱k gwisi ka̱n, a nikii ma hwiti ɗe ba̱k hwota̱n gaa gwaka̱n ka̱ da̱mti gwaka̱n so, ten bi ilgwe kaa nguk wu, suk ilgwe kaa tla wu sogo luka̱l gwe kaa lak wu. Ase mbadl ga̱ mbala̱n mana̱n ilga̱ nguki sa? Aba̱ dli ga̱ mbala̱n mana̱n luka̱l ga̱ laki sa?
28061a00bd	Ɓo yena̱n yadl la, ba̱sa ɓak zhin so, ba̱sa wotl wul zhin so, a ba̱sa moo wul ka̱ nhu so. Ama Aba gwe ni nya wu na̱ma citi na̱ si. Ka̱a̱ yisi ɗe ka̱a̱ nal man yadl mal Nya sa?
28061b0061	Wok ni ka̱ kii gwe ɗe wul hwotti wugo ta mani mba̱lti gaa gwas ko ta̱ sa'i ɗe na̱m dani wo?
28061c009e	“Yek laki yek luka̱l gwe kaa lak wu a hwotkii ye? Ɓo yena̱n buzha ɗe asa̱ kiɗi ka̱ me wu la, kangwe ba̱sa pa̱l ilgon so, a ba̱sa pi luka̱l so wu.
28061d0090	Mas na̱ na̱k gwisi, ko ta̱ Sulemanu guu na̱ mas nalti gwas mago, ta̱ kin mbuni luka̱l yek ta̱ kinti ka na̱k ɗe na̱m ka̱ buzha jin so.
28061e00c6	Ɗe hal Nya kin buzha ka̱ me ka na̱ mbunti wu, si ɗe sa̱ ni ɗa ase, ama ayo asa̱ kweli ka ka̱ wutu wugo, se kii ka̱n ba̱ Nya a pa̱likii sa? Kii mbala̱n jwe ba̱sa̱ nga̱sti ten Nya sowu!
28061f0096	Na̱ nu ka̱n ba̱k hwota̱n gaa gwaka̱n aka̱a̱ na̱ma wulti ɗe, ‘Yek ma nguka̱n ye?’ Sogo ‘Yek ma tla ye?’ Sogo ‘Yek ma laka̱n ye?’
2806200093	Ma̱jwe sa̱ yis Nya sogo sik ɗe ma̱n ngot wunda̱l ji wul jimi, ama kii wo Aba gwaka̱n gwe ni to nya ka̱wu yisi ɗe ka̱a̱ lam wul jwisi mas.
280621005a	Ama ngo guu ga̱ Nya suk pa̱lti wul ndakce gwasi, apaa ta̱ mba̱likii mas naa wul jwisi.
2806220084	Ten na̱k gwisi ka̱n, ba̱k hwota̱n gaa gwaka̱n na̱ wul jwe a pi ayo wu so, ayo a tul na̱ wul jwasi. Hwotti ga̱ ase kumkii wi.
280701003d	“Ba̱k zi du gaa ma̱lgon so, kii mago ma̱lgon a zikii so.
28070200b7	Ten ɗe na̱ wunda̱l kisti ga̱ɓa gwe ka̱ pa̱li mbala̱n go, wunda̱lisi ka̱n sa pa̱liki. Gal cinga̱lti wul gwe ka̱ cinga̱li mbala̱n ɗa̱ go na̱ nali ka̱n sa cinga̱liki.
2807030084	“Yek laki ɗe ka̱ na̱ma za̱t gwel ten nak'en ilgon ɗe ni yilka gwa gwel wu, ama yek ba̱ bali gwe ni ka̱ gwa wu hwotki so ye?
2807040093	Ɗa̱ nii ka̱n ka wul yilka gwa ɗe, ‘Ha̱n ta yillik nak'en ilga̱n ɗe nik ka̱ gwel wu ka,’ Ama a ki wo bali ka̱ ni ka̱ gweli gwa wu gwi?
2807050098	Ki ma̱n riya, yilli bal ilgwe nikka̱ gwel wu ka, ta̱k man yenti lu i'e ɗa apaa ka̱ man yilla̱t nak'en ilgon gwe ni ka̱ gwel ga̱ yilka gwa wu ka.
28070600a4	“Ba̱k ba̱la̱n kaɗi wul gwe sa̱ botli ka̱wu so. A ba̱k ba̱la̱n zok mbuni ye Alade so. Ten ɗe sa li na̱ asa̱n dani, asa̱ palikii gaa asa̱ kumikii cwo.
280707004e	“Pa̱nta ngemti sa ba̱lkii, ngweni kaa mbi, kotla̱n bi dlabii sa ɓulikii.
280708006b	Mas ma̱lgwe ngemi go sa ba̱lti, a ma̱lgwe ngwe go ta mbi. Ma̱lgwe ngusi kotlti bi dlabii go sa ɓuliti.
280709004e	“Ka̱ kii wo wok ɗe gwe ɗe yen gwas a ngemit ba̱redi ata̱ ba̱lti ye wo?
28070a002e	Sogo ta̱s ngemit kwesi ata̱ ba̱lti wuci wo?
28070b00b5	Kii ɗe ma̱n ngalci wu mago yek ka̱a̱ yis kangwe kaa ba̱l hwa wul mil jwaka̱n wu, Aba gwaka̱n gwe ɗe ta̱ ni to nya ka̱wu pa? Ai ta ba̱la̱n hwa wul ma̱jwe sa̱ ngemit wu.
28070c00a9	Ilgwe ka̱a̱ lami ɗe ta̱ mbala̱n pa̱likii wu, kii mago pa̱lisi nu pak. Nu ka̱n Mba̱t Ga̱ɓa ga̱ Musa suk taka̱rda ji ma̱n dla̱mti ga̱ɓa ga̱ Nya mbok ang.
28070d00b0	“Koɓi tu ka̱ ngaɓi tantu na̱k ɗe tantu gwe a ta̱la mbala̱n ka̱ buu wutu go alti ka̱n ni wu. Kopti tantu gwisi wo bom so, a ma̱jwe asa̱ koɓi go wonti ka̱n sa̱ni.
28070e0088	Tantu gwe a mbala̱n koɓi asa̱ mbi mbadl go ngaptlan ka̱n ni, a kopti gwas bomi. Mbala̱n jwe asa̱ koɓi tu ka̱li go sa̱ wonti so.
28070f00b9	“Pa̱n ɗem-ɗem na̱ ma̱n dla̱mti ga̱ɓa ga̱ Nya ga̱ la̱li, ma̱jwe asa̱ tul malkii na̱k wule mba̱la ka̱n ama kaɗila̱p jwe kuza̱n na̱ma tlot gwasa̱n i'e ka̱ɗe si wu.
280710008c	Tumal pa̱t jwasa̱n ka̱n kaa yissi. Kaa man kotlti yandi inabi ten tlindi zhina a? Ko a ma̱n kotlti yandi tula̱n ten tlindi wuɓa̱l la?
280711005b	A na̱k gwisi ka̱n mas hwa tlindi wo ata̱ wut hwa yandi, a byasi wo ata̱ wut byas yandi.
2807120050	Hwa tlindi wo ba̱ a wut byas yandi so, a ba̱ a byas tlindi a wut hwa yandi so.
2807130051	Kume nuk go, mas tlindi gwe wut hwa yandi sogo asa̱ wotl ka asa̱ wut ka̱ wutu.
280714005d	Ten na̱k gwisi ka̱n kaa yis ma̱n dla̱mti ga̱ ɓa ga̱ Nya ji lali tu ten pa̱t jwasa̱n.
2807150081	“Mas ma̱jwe asa̱ mbe ɗe Bagaa wu kaa te ka̱ guu ga̱ Nya so, ama se ma̱jwe asa̱ pa̱l ilgwe Aba gi gwe ni wu nya lami wu.
28071600fd	Ten cin gwisi wo, mbala̱n wonti a wula̱n ɗe, ‘Bagaa, Bagaa! Ale ma̱ laki mbala̱n icin ten ga̱ɓa ga̱ Nya na̱ shin gwa na̱? Ale ma̱ yilla̱n ma̱zhe ɗa̱ka̱ mbala̱n ka na̱ shin gwa na̱? A ma̱ pa̱l wul cit ɓanti wonti na̱ shin gwa.’
2807170054	Apaa a wulsi ɗe, ‘A yiskii so, tli ɗa̱ mala̱n ka, kii ma̱n palti byas wul!’
280718008d	“Ten na̱k gwisi ka̱n, mas ma̱lgwe kum ga̱ɓa gini yek ta̱ koɓi go, ta da̱m na̱k ma̱n ɓotlka̱n yisti wul gwe kin lubii ten pa wu.
2807190092	Ɗe ze nda wi ɗe dla̱lka njika̱n wu, yek yeta̱l tli toɗi yek ɓo lubiimi, ama yek ba̱ nda so na̱k ɗe ten pa ka̱n ta̱ lak zhila lubii wu.
28071a0072	Ama mas ma̱lgwe kum ga̱ɓa gi ga̱n yek ta̱ nge kopti go, ta da̱m na̱k ka̱dla̱n gwe kin lubii ten yelsi wu.
28071b0067	Ɗe ze nda wi ɗe dla̱lka njika̱n, yek yeta̱l tak ɓo lubiimi wu, yek lubiimi nda ka, byas ndati.”
28071c004f	Yesu pak wul jwisi wu, yek ɓanti ci mbala̱n ten kangwe ta̱ hwisi ga̱ɓe wu,
28071d007c	na̱k ɗe ta̱ hwisi ga̱ɓa na̱k ma̱n iko gon, ba̱ ɗe na̱k kangwe a ma̱n yisti Mba̱t Ga̱ɓa ga̱ Musa pa̱li wu so.
2808010045	Yesu yil sut ɗa̱ka̱ tla̱nda̱li ka̱wu, yek mbala̱n wonti kopti.
28080200ae	Yek ma̱n gita gon li tet malti, yek ta̱ ngusit atli yek ta̱ ba̱lti nalti. Yek ta̱ wulti ɗe, “Bagaa, kume ta̱mik ɗa̱ go ka palla̱n ɗe ma̱n la̱shi da̱ska̱n.”
2808030090	Yek Yesu tak ang yek ta̱ ta̱nti, yek ta̱ wuli ɗe, “Ta̱ ta̱mi ɗa, da̱m ɗe ma̱n la̱shi da̱ska̱n.” Yek ma̱li ndoki ka̱li-ka̱li.
28080400da	Yek Yesu wulti ɗe, “Ba̱k hwi ma̱lgon ilga̱n so, ama li ta̱ ma̱n Pa̱ris ɓo yenki aka̱ ba̱l wul sadaka na̱k gwe Mba̱t Ga̱ɓa ga̱ Musa dla̱m wu. Pa̱li na̱k gwisi ta̱ mbala̱n yisi ɗe ka̱ ndoki wi.”
2808050080	Yesu te ka̱ ba̱n Kaparnahum wu, yek bali ga̱ ma̱n hapti dlo ga̱ Roma gon li tet malti yek ta̱ ngemti ɗe ta̱s zit ang ne.
2808060069	Yek ta̱ wulti ɗe, “Bagaa, zhel gi ni lubii a atli za̱tak dli tlet ka, ta̱ na̱ma tlat bomti i'e.”
280807002d	Yek Yesu wulti ɗe, “Ba li a lak ndokti.”
2808080060	Yek ma̱li wulti ɗe, “Bagaa, a mbuki ta̱k li tet ɗa ka̱ so, ga̱ɓa kawei zhel gi a ndoki.
28080900fe	Na̱k ɗe ami mago a atl ɗa̱ ma̱lgon ka ka̱n ani, a ma̱n hapti dlo jon ni atl ɗa ka̱ pak wu. A wul gon ɗe, ‘Li te du,’ ata̱ li. A po wul gon ɗe, ‘Li teɗi,’ ata̱ li te. A wul zhel gi ɗe ‘Pa̱li na̱k ga̱n,’ ata̱ pa̱li nu wu.”
28080a00f6	Yesu kum ga̱ɓa ga̱mi wugo, yek ta̱ ngip bi ka̱ ang yek ta̱ wul ma̱jwe sa̱ na̱ma kopti kaal gwas wu ɗe, “Gem a mik kaa hwikii ge, ka̱ ma̱n Yisiraila mago a ɓo yen ma̱lgwe nga̱sti ten Nya gwas nda̱l na̱k ga̱ ma̱lga̱n wu so.”
28080b00d2	A niki ma hwiti ɗe ma̱jwe ba̱ ma̱n Yehuda ka̱ sowu na̱k ma̱lga̱n wonti a yil tet tu gaba̱s suk tet tu yemma asa̱ da̱m na̱ zhila asa̱ nguk wul suk Iba̱rahim suk Ishaku suk Yakubu ka̱ guu ga̱ Nya.
28080c0082	Ama ma̱jwe mbun ɗe ta̱ sik ni ɗe mil guumi go sa laksi to deɓa̱l ka ka̱ duu da̱mshal, a duk ka̱n sa kuli asa̱ as ang bi.
28080d00a0	Yek Yesu wul ma̱n hapti dlomi ɗe, “Zigaa, a piki na̱k kangwe ka̱ nga̱ski ten Nya ɗe ta̱ pik wu.” Yek zhel ga̱ ma̱n hapti dlomi ndoki ka̱li-ka̱li.
28080e0055	Ɗe Yesu te lubii ɗa̱ Biturus ka̱ wu, yek ta̱ mbi nkwe ga̱ Biturus ten zazzaɓi.
28080f0053	Yek Yesu ta̱n ang gwasi, yek zazzaɓi zakti, yek ta̱ tlinya yek ta̱ pa̱lit wul.
28081000b1	Ɗe sukti pi wugo, yek sa̱ tullit mbala̱n jwe ma̱zhe ni ka̱si ju wonti. Yek ta̱ yilli ma̱zhesi ka na̱ ga̱ɓa ga̱ bi gwasi, yek ta̱ ndok mas ma̱jwe dli ta̱mi bi sowu.
28081100cd	Na̱k gwisi pi ten ɗe ta̱ ilgwe Ishaya ma̱n dla̱mti ga̱ɓa ga̱ Nya dla̱m wu njika̱n. Ga̱ɓa gwe wule, “Ta̱ yem cwo jina̱n ka yek ta̱ hwula̱nni na̱ la̱shi kumti ta̱mti ga̱ dli jina̱n.”
2808120087	Yesu yeni wi ɗe mbala̱n wonti ganda̱lti wu, yek ta̱ laki ɗe ta̱s ɗakci bal dla̱lke ta̱s pal tu ten ka̱ti gwe ni tu te duk wu.
2808130082	Yek ma̱n yisti Mba̱t Ga̱ɓa ga̱ Musa gon li tet malti, yek ta̱ wulti ɗe, “Ma̱n lishti, ba̱ kopki mas lu gwe ka li wu.”
2808140081	Yek Yesu wulti ɗe, “Gwen-gwen wo shu nisi ɗa, a yadl mago bii nisi ɗa, ama ami yen ga̱ mbala̱n wo lu multi ni ɗa̱ so.”
2808150070	Yek ɗe na̱m ka̱ mil lishti ji Yesu wulti ɗe, “Bagaa, zaka̱nni ta lak lep aba gi paa, apaa a lak kopki.”
2808160042	Yek Yesu wulti, “Zak hwu mbala̱n ta̱s lep yilkeni jwasa̱n.”
2808170035	Yek Yesu te ka̱ jirgi ze, yek mil lishti jwas kopti.
2808180097	Sa̱ ni nugo yek ba̱l yeta̱l nyaze gon tli tot ten bal dla̱lke hal yek zesi tlinya na̱k wule a cin jirgi na̱ gaa. Ama a Yesu na̱ma ndet yemba̱l.
2808190068	Yek mil lishti jwas sak pa̱da̱lti, yek sa̱ wulti ɗe, “Bagaa kisni ne, ma̱ ɓa su ga̱z gaa ze!”
28081a00c9	Yek Yesu wulsi ɗe, “Yek laki yek ɓanti a cikii ye? Kii ma̱jwe ba̱ nga̱sti ten Nya gwaka̱n nda̱l sowu.” Yek ta̱ tlinya yek ta̱ matl yeta̱li suk zesi. Yek mas tlo ang, yek lu da̱m mbetlak.
28081b0093	Yek mbala̱n ngip bi ka̱ ang, yek sa̱ ngusi wulti ka̱ dlo gwasa̱n ɗe, “Wok ɗe ga̱n ɗe hal yeta̱l suk kapsi ze mago asa̱ kumit bi go?”
28081c00f4	Yesu mbuk lu ka̱ ka̱t atl ga̱ Garasina wu, yek ma̱n ma̱zhe jon ɗe lop jwe asa̱ da̱m ka̱ gazukɗi mo sukti. Ma̱n ma̱zhe jwisi wo sa̱ da̱m ɗe wul cit ɓanti i'e wi, hal sa̱ laki yek ba̱ mbala̱n po man kopti tu ten tantu gwisi so.
28081d008a	Yek sa̱ des le yek sa̱ wuli ɗe, “Yek ɗe ze gwa suk mi ye, ki Yen ga̱ Nya? Ka̱ tul ɗe ta̱k nolni a ba̱ multi ɓo njika̱n sa?”
28081e003a	Ka̱ sa'isi wo a alade jon ni njaa ka̱li sa̱ na̱ma kyo.
28081f0066	Yek ma̱zhesi ngem Yesu ɗe, “Kume ɗe ka̱ yilla̱ni ka̱wu, aka̱ zakni ta̱n te ka̱ alade ju.”
28082000a2	Yek Yesu wulsi ɗe, “Yilla̱n te ka.” Yek sa̱ yil ɗa̱ka̱ mbala̱mi ka, yek sa̱ lak te ka̱ aladesi. Yek mas aladesi lok su ka̱ zesi ka yek sa̱ ma̱shi.
2808210061	Yek ma̱n kyo aladesi lak dla̱mi mbala̱n wul mas jwisi na̱ ilgwe pi na̱ ma̱n ma̱zhe ju pak.
280822006f	Yek mas ma̱n ba̱mi yil suɗi ta̱s yen Yesu, sa̱ yenti wugo yek sa̱ ngemti ta̱s zakisi ka̱t atl gwasa̱n.
280901003e	Yek Yesu te ka̱ jirgi ze, yek ta̱ pal te ka̱ ba̱n gwas ka.
28090200cf	Yek ma̱jon tulli ma̱lgwe dli tlet ka̱wu malti a atl ten lumulti. Ta̱ yen nga̱sti ten Nya gwasa̱n wu, yek ta̱ wul ma̱n cwoɓi ɗe, “Yen gini ba̱ ilgon hwotki so, sa̱ taasik byas wul gwa ka̱wi.”
2809030086	Na̱ kumti na̱k gwisi, yek ma̱n yisti Mba̱t Ga̱ɓa ga̱ Musa jon wul yilkeni jwasa̱n ɗe, “Ma̱lga̱n na̱ma cutgaa suk Nya!”
2809040098	Na̱k ɗe Yesu yis ilgwe sa̱ na̱ma daamti gwasa̱n dani wu, yek ta̱ wulsi ɗe, “Yek laki ɗe ka̱a̱ na̱ma daamti byas wul ka̱ mbadl gwaka̱n ye?
2809050071	Gwik bom so gwi? na̱ ta̱ wule, ‘Sa̱ taasik byas wul gwa ka̱wi.’ Sogo ta̱ wule, ‘Tlinya ta̱k zigaa?’
28090600ce	Ama a na̱ma lamti ta̱k yisi ɗe iko ni yen ga̱ mbala̱n ɗa ta̱s taasi byas wul mbala̱n ka ten dii atli.” Yek ta̱ wul ma̱lgwe dli tlet ka̱wu ɗe, “Tlinya ta̱k kan lumulti gwa ta̱k li lubii.”
280907002a	Yek ma̱li tlinya yek ta̱ li ga̱s lubii.
2809080079	Wonti mbala̱mi yeni nu wu, yek ɓanti cisi, yek sa̱ ba̱l nalti Nya ɗe ta̱ ba̱l iko pa̱lti na̱k gwisi mbala̱n wu.
28090900c5	Ɗe Yesu ci cina na̱ za̱tgaa wu, yek ta̱ yen ma̱lgon gwe asa̱ mbet ɗe Matiyu ata̱ ni na̱ zhila ka̱ lu kanti wulpi boo. Yek ta̱ wulti ɗe, “Koɓa̱nni,” Yek ta̱ tlinya yek ta̱ kopti.
28090a00ed	Kaal na̱k gwisi ɗe ka̱a̱ Yesu suk mil lishti jwas ɓa nguk wul ka̱ lubii ga̱ Matiyu wu, yek ma̱n kanti wulpi boo suk ma̱n pa̱lti byas wul wonti tuli, yek sa̱ lak da̱n na̱ zhila mal Yesu suk mil lishti jwasi yek sa̱ nguk wul.
28090b00b7	Ɗe ma̱n Paresi yeni nu wugo, yek sa̱ wul mil lishtisi ɗe, “Yek laki ɗe ma̱n lishti gwaka̱n na̱ma ngukti wul suk ma̱n kanti wulpi boo suk ‘ma̱n pa̱lti byas wul ye’?”
28090c0075	Yesu kumi nu wugo yek ta̱ wulsi ɗe, “Ma̱jwe ba̱ cwo na̱ma cit gwasa̱n sowu ngo ma̱n ika̱n so, se ma̱n cwo.
28090d0110	Ama a lamti ta̱k sak yena̱n ilgwe ga̱ɓa ga̱na̱n mbokti ang dani wu, ga̱ɓa ɗe ta̱ wuli ɗe, ‘Yenti gonti ka̱n a lami, ba̱ ɗe we sadaka so.’ Ten na̱k gwisi ka̱n, a tul ɗe ta̱ mbe ma̱n wul ndakce so, ma̱n pa̱lti byas wul ka̱n a tuli mbet gwasa̱n.”
28090e00bd	Ka̱ sa'i gwisi, yek mil lishti ji Yohana tul mal Yesu yek sa̱ ngemti ɗe, “Yek laki ɗe na̱ mi, na̱ ma̱n Paresi a ma̱ pa̱l ka̱lka̱ze ama mil lishti jwa wo ba̱sa pa̱li so ye?”
28090f00ae	Yek Yesu wulsi ɗe, “Yela̱n ji pyal kos a pa̱l duu tuki a pyal kosi yi suksi ya? Ai multi jwe sa kamisi pyal kosi ka̱wu yi teɗi, ka̱ sa'isi ka̱n sa pa̱l ka̱lka̱ze.
2809100094	“Ai ma̱lgon kama̱n pyal yadi ata̱ tla̱m keshti ga̱ gus ka na̱ nali so, kume ta̱ pa̱li nugo gus luka̱li a kesh ka man kangwe kesh cina wu.
2809110112	A ba̱ mbala̱n a shot pyal ze inabi ka̱ gus ngura kul so. Kume ta̱ pa̱li nu go, ngure a kesh ka a ze inabisi shot te atl ka a yekge ngure lil ka̱ wi. Pyal ze inabi wo ka̱ pyal ngura kul ka̱n a shoti. Pa̱lti na̱k gwisi ka laki asa̱ mbi ze inabisi suk ngura kuli.”
28091200d5	Yesu nisi ma ga̱ɓa nu go yek bacina ga̱ lu motgaa ga̱ ma̱n Yehuda gon tuli, yek ta̱ ngus atl a cina ɗatka, yek ta̱ wulti ɗe, “Ninge ninge ka̱n yen gi ya ma̱shi, ama lite ta̱k ta̱nti ta pal kaami.”
280913003c	Yek Yesu tlinya yek ta̱ kopti suk mil shinti jwas ji botli.
2809140087	Yek kili gon gwe ta̱ pa̱l gin ɗe kutl cet lop a hwulan nitma shotti wu, li tet tu tukaal ga̱ Yesu, yek ta̱ ta̱n bi luka̱l gwasi.
2809150061	Na̱k ɗe ta̱ wuli ka̱ mbadl gwas ɗe, “Ko ta̱ luka̱l gwas ka̱n a ta̱ ni go, ba ndoki.”
280916009a	Yek Yesu balla̱ti yek ta̱ yenti wu yek ta̱ wulti ɗe, “Yen gini ba̱ ilgon hwotki so, nga̱sti ten Nya gwa ndoki wi.” yek ta̱ ndoki ka̱li-ka̱li.
2809170077	Ɗe Yesu mbuk lu ɗa̱ bacinesi ka̱wu, yek ta̱ mbi mbala̱n asa̱ na̱ma hotti sheta̱l asa̱ na̱ma shila̱n ka̱li.
2809180077	Yek Yesu wule, “Ba̱la̱nni nini lu, yen kilisi ɓo ma̱sh so, yemba̱l ka̱n ta̱ na̱ma ndeti.” Yek sa̱ gitliti.
2809190069	Sa̱ yilli mbala̱mi deɓa̱l wu, yek Yesu te ka̱ giɓi yek ta̱ ngiɓi ang yen kilisi, yek ta̱ tlinya.
28091a0032	Yek ga̱ɓa gwisi ma̱tl ka̱ ka̱t atl gwisi mas.
28091b0084	Yek Yesu li cina wu, yek dwa ɗe lop jon kopti, asa̱ na̱ma wulti to nya ka̱ɗe, “Yesu yen ga̱ Dauda yen gonti ga̱na̱n ne!”
28091c00b0	Ɗe Yesu te ka̱ lubii gon wu, yek dwami li tet malti. Yek Yesu wulsi ɗe, “Ka̱a̱ kan ka̱ mbadl ɗe ba man ndokti gwaka̱n ma?” Yek sa̱ wule, “Yii, Bagaa, ka mani.”
28091d0068	Yek Yesu ta̱n gwel gwasa̱n, yek ta̱ wule, “Ha̱n ta̱ pikii na̱k gwe ka̱a̱ kan ka̱ mbadl wu,”
28091e0088	Ɗe Yesu dlam nu wu, yek gwel gwasa̱n ɓuli. Yek ta̱ da̱lisi ka̱ng i'e, yek ta̱ wulsi ɗe, “ba̱k dla̱mi ma̱lgon ilga̱n so.”
28091f0047	Ama yek sa̱ ngusi dla̱mti ilgwe ta̱ pa̱lisi wu ka̱ ka̱t atli mas.
