1300000007	Psaumes
1315010081	Au maître-chantre. — Psaume de David. O Éternel, le roi se réjouit de ta force. Quelle allégresse lui donne ta délivrance!
131502006f	Tu as répondu au désir de son coeur, Et tu ne lui as pas refusé ce que ses lèvres avaient demandé. (Pause)
1315030060	Car tu l'as prévenu par des bienfaits excellents; Tu as mis sur sa tête une couronne d'or fin.
131504006b	Il te demandait la vie: tu la lui as accordée, Une vie dont les jours dureront à perpétuité, à jamais.
1315050062	Sa gloire est grande, grâce à ton secours victorieux; Tu le revêts de splendeur et de majesté.
1315060061	Tu fais de lui l'objet de tes bénédictions pour toujours; Tu le combles de joie devant ta face.
1315070064	Car le roi met sa confiance en l'Éternel, Et, par la bonté du Très-Haut, il ne chancellera point.
1315080053	Ta main atteindra tous tes ennemis; Ta main droite atteindra ceux qui te haïssent.
1315090096	Tu les consumeras comme dans une fournaise ardente, Aussitôt que tu te montreras. L'Éternel les engloutira dans sa colère, Et le feu les dévorera.
13150a005f	Tu feras disparaître de la terre leur postérité, Et leur race du milieu des fils des hommes.
13150b0068	Ils ont projeté du mal contre toi; Ils ont formé de méchants desseins: ils ne pourront les exécuter;
13150c003d	Car tu les mettras en fuite. Tu dirigeras ton arc contre eux.
13150d005a	Lève-toi, ô Éternel, dans ta force! Nous chanterons et nous célébrerons tes exploits.
13160100c2	Au maître-chantre. — Sur «Biche de l'aurore». — Psaume de David. Mon Dieu, mon Dieu, pourquoi m'as-tu abandonné Pourquoi restes-tu loin, sans me secourir, Sans écouter mon gémissement?
131602005c	Mon Dieu, je crie le jour, — et tu ne réponds pas; La nuit — et je n'ai point de repos.
1316030050	Cependant, tu es le Saint, Dont le trône est environné des louanges d'Israël.
131604005c	C'est en toi que se sont confiés nos pères; Ils ont eu confiance, et tu les as délivrés.
131605006e	Ils ont crié vers toi, et ils ont été sauvés. Ils se sont confiés en toi, et ils n'ont pas été déçus.
1316060063	Mais moi, je suis un ver de terre et non un homme, L'opprobre des hommes et le méprisé du peuple.
1316070058	Tous ceux qui me voient se moquent de moi; Ils ricanent, ils hochent la tête en disant:
1316080075	«Qu'il se repose sur l'Éternel, et l'Éternel le délivrera; Il le sauvera, puisqu'il a mis en lui son affection!»
1316090062	Oui, c'est toi qui m'as tiré du sein de ma mère, Et qui m'as fait reposer en paix dans ses bras.
13160a0063	J'ai été remis entre tes mains dès ma naissance; Dès le sein de ma mère, tu as été mon Dieu.
13160b0062	Ne t'éloigne pas de moi, quand la détresse est proche, Quand il n'y a personne pour me secourir!
13160c0056	De nombreux taureaux sont autour de moi; Les robustes taureaux de Basan m'enveloppent.
13160d0050	Mes ennemis ouvrent leur bouche contre moi, Comme un lion qui déchire et rugit.
13160e0081	Je suis comme l'eau qui s'écoule, Et tous mes os se sont disjoints; Mon coeur est comme la cire: Il se fond dans mes entrailles.
13160f0080	Ma vigueur est desséchée comme la brique; Ma langue s'attache à mon palais, Et tu m'as couché dans la poussière de la mort.
131610006e	Car des chiens m'ont environné; Une bande de malfaiteurs m'a entouré; Ils ont percé mes mains et mes pieds.
1316110049	Je pourrais compter tous mes os! Mes ennemis me regardent et m'observent:
1316120046	Ils partagent entre eux mes vêtements, Et ils tirent ma robe au sort.
1316130053	Toi donc, ô Éternel, ne t'éloigne pas! Toi qui es ma force, accours à mon aide!
131614003d	Délivre mon âme de l'épée, Ma vie, de la dent des chiens!
131615004f	Sauve-moi de la gueule du lion Et des cornes des buffles! Oui, tu m'as exaucé!
131616004d	J'annoncerai ton nom à mes frères; Je te louerai au milieu de l'assemblée.
1316170077	Vous qui craignez l'Éternel, louez-le; Vous tous, race de Jacob, glorifiez-le; Craignez-le, vous tous, race d'Israël!
13161800a2	Car il n'a point méprisé, il n'a pas dédaigné la misère de l'affligé. Il n'a pas détourné de lui son visage; Mais il l'a exaucé quand il criait vers lui.
1316190070	Tu seras loué par moi dans la grande assemblée; J'accomplirai mes voeux en présence de ceux qui te craignent.
13161a008c	Les malheureux mangeront et seront rassasiés; Ceux qui recherchent l'Éternel le loueront. Que leur coeur revienne à la vie pour toujours!
13161b0097	Tous les peuples de la terre se souviendront de l'Éternel, Et ils reviendront à lui; Toutes les familles des nations se prosterneront devant sa face;
13161c0045	Car le règne appartient à l'Éternel, Et il domine sur les nations.
13161d00a6	Oui, tous les puissants de la terre se prosterneront devant lui. Tous ceux qui descendent dans la poussière, Ceux qui sont près d'expirer, s'inclineront devant lui.
13161e004c	La postérité le servira; On parlera du Seigneur aux générations futures:
13161f0065	Elles viendront et proclameront sa justice. Au peuple qui naîtra, elles annonceront ce qu'il a fait!
1317010048	Psaume de David. L'Éternel est mon berger; je n'aurai point de disette.
1317020056	Il me fait reposer dans de verts pâturages; Il me mène le long des eaux tranquilles.
1317030054	Il restaure mon âme; Il me conduit dans des sentiers unis, Pour l'amour de son nom.
13170400a2	Même quand je marcherais dans la vallée de l'ombre de la mort, Je ne craindrais aucun mal! Car tu es avec moi: C'est ton bâton et ta houlette qui me consolent.
1317050072	Tu dresses la table devant moi, A la vue de ceux qui me persécutent. Tu oins ma tête d'huile; ma coupe déborde.
1317060083	Oui, le bonheur et la grâce m'accompagneront Tous les jours de ma vie, Et je passerai de longs jours dans la maison de l'Éternel.
1318010074	Psaume de David. La terre est à l'Éternel, et tout ce qu'elle contient. Ainsi que le monde et ceux qui l'habitent.
131802006d	C'est Lui qui l'a établie sur les rives des mers Et qui en a jeté les fondements sur les bords des fleuves.
131803005c	Qui pourra monter à la montagne de l'Éternel, Et qui pourra subsister dans son saint lieu?
1318040084	C'est l'homme qui a les mains nettes et le coeur pur, Dont l'âme ne se porte pas vers le mensonge. Et qui ne jure pas pour tromper.
1318050057	Il obtiendra de l'Éternel la bénédiction. Et, du Dieu de son salut, la miséricorde.
1318060070	Telle est la race de ceux qui te cherchent. De ceux qui recherchent ta face; telle est la race de Jacob! (Pause)
1318070069	Portes, élevez vos voûtes! Ouvrez-vous toutes grandes, portes éternelles, Et le Roi de gloire entrera.
131808006a	Qui est ce Roi de gloire? C'est l'Éternel, le fort, le puissant, L'Éternel, puissant dans les batailles.
131809005a	Portes, élevez vos voûtes! Élevez-les, portes éternelles. Et le Roi de gloire entrera.
13180a0067	Qui est-il, ce Roi de gloire? C'est l'Éternel des armées; C'est lui qui est le Roi de gloire! (Pause)
1319010030	De David. O Éternel, j'élève mon âme à toi.
1319020084	Mon Dieu, je mets en toi ma confiance: Que je ne sois pas couvert de confusion! Que mes ennemis ne se réjouissent pas à mon sujet!
1319030094	Non, aucun de ceux qui s'attendent à toi Ne sera couvert de honte; Mais ils rougiront tous de honte, Ceux qui se révoltent injustement contre toi.
1319040043	Éternel, fais-moi connaître tes voies; Enseigne-moi tes sentiers!
131905007f	Fais-moi marcher dans la voie de ta vérité, et instruis-moi; Car tu es le Dieu de mon salut: Je m'attends à toi chaque jour.
131906005a	Éternel, souviens-toi de tes compassions et de tes bontés; Car elles sont de tout temps.
1319070090	Ne te souviens pas des fautes de ma jeunesse, ni de mes péchés; Souviens-toi de moi, dans ta bonté, A cause de ta bienveillance, ô Éternel!
1319080050	L'Éternel est bon et droit; C'est pourquoi il montrera le chemin aux pécheurs.
131909004f	Il fera marcher les humbles dans la justice; Il enseignera sa voie aux humbles.
13190a007a	Tous les sentiers de l'Éternel ne sont que bonté et fidélité, Pour ceux qui gardent son alliance et ses commandements.
13190b005e	Pour l'amour de ton nom, ô Éternel, Tu pardonneras mon iniquité, bien qu'elle soît grande!
13190c005f	Quel est l'homme qui craint l'Éternel? L'Éternel lui enseignera le chemin qu'il doit choisir.
13190d004c	Son âme reposera au sein du bonheur. Et sa postérité possédera la terre.
13190e0060	Le secret de l'Éternel est pour ceux qui le craignent. Et il leur fait connaître son alliance.
13190f0053	Mes yeux regardent sans cesse vers l'Éternel; Car il dégagera mes pieds du filet.
131910004a	Tourne-toi vers moi, prends pitié de moi; Car je suis seul et misérable!
1319110042	La détresse de mon coeur augmente: Délivre-moi de mes angoisses!
131912003f	Vois ma misère et mon tourment. Et pardonne tous mes péchés!
131913005f	Vois combien mes ennemis sont nombreux Et de quelle violente haine ils sont animés contre moi.
1319140070	Garde mon âme et délivre-moi! Que je ne sois pas couvert de honte; Car j'ai cherché un refuge auprès de toi!
131915004f	Que l'intégrité et la droiture me protègent; Car j'ai mis mon espoir en toi!
1319160030	Dieu, délivre Israël De toutes ses détresses!
131a010089	De David. Fais-moi justice, ô Éternel! Car je marche dans l'intégrité. Je mets ma confiance en l'Éternel: je ne serai pas ébranlé.
131a020054	Sonde-moi, ô Éternel, éprouve-moi; Fais passer au creuset mes reins et mon coeur!
131a03004b	Car ta bonté est devant mes yeux. Et je prends pour modèle ta fidélité.
131a04005c	Je ne m'assieds pas avec les hommes de mensonge; Je ne vais point avec les gens dissimulés.
131a05004c	Je hais l'assemblée des pervers, Et je ne m'assieds pas avec les méchants.
131a06005b	Je lave mes mains, parce que je suis pur, Et je me tiens auprès de ton autel, ô Éternel,
131a07004c	Pour éclater en actions de grâces, Et pour raconter toutes tes merveilles.
131a080052	Éternel, j'aime à séjourner dans ta maison, Dans le lieu où réside ta gloire.
131a090063	N'entraîne pas mon âme dans la ruine des pécheurs, Ni ma vie dans celle des hommes sanguinaires,
131a0a0057	Qui ont les mains souillées de crimes. Et dont la main droite est pleine de présents.
131a0b0048	Mais moi, je marche dans l'intégrité; Délivre-moi, aie pitié de moi!
131a0c0051	Mon pied reste dans le droit chemin. Je bénirai l'Éternel dans les assemblées!
131b010093	De David. L'Éternel est ma lumière et ma délivrance; De qui aurais-je peur? L'Éternel est le rempart de ma vie; De qui aurais-je de la crainte?
131b020094	Quand les méchants sont venus contre moi Pour dévorer ma chair, Ce sont eux, mes adversaires et mes ennemis. Qui ont bronché et qui sont tombés.
131b030099	Quand même une armée camperait contre moi, Mon coeur n'aurait aucune crainte. Quand la guerre s'élèverait contre moi, Même alors j'aurais confiance.
131b0400cd	J'ai demandé une chose à l'Éternel, et je la rechercherai: C'est d'habiter dans la maison de l'Éternel Tous les jours de ma vie, Pour contempler la beauté de l'Éternel Et pour visiter son sanctuaire.
131b05008e	Car il m'abritera dans sa tente au jour du malheur; Il me cachera dans le lieu le plus secret de son tabernacle. Il m'élèvera sur un rocher.
131b0600c2	Déjà ma tête s'élève au-dessus des ennemis qui m'entourent. J'offrirai dans son tabernacle des sacrifices, avec des cris de joie; Je chanterai et je psalmodierai à la gloire de l'Éternel.
131b070051	O Éternel, écoute ma voix, je t'invoque; Aie pitié de moi et daigne m'exaucer!
131b080050	Mon coeur dit de ta part: «Cherchez ma face!» Je cherche ta face, ô Éternel!
131b09009b	Ne me cache pas ta face! Ne rejette pas ton serviteur, dans ta colère! Tu as été mon aide; ne me délaisse pas, ne m'abandonne point, Dieu de mon salut!
131b0a004d	Quand mon père et ma mère m'auraient abandonné, L'Éternel me recueillera.
131b0b005e	O Éternel, enseigne-moi ta voie, Et conduis-moi dans le droit chemin, A cause de mes ennemis.
131b0c008a	Ne me livre pas à la merci de mes adversaires: Car de faux témoins, des gens qui ne respirent que violence, Se sont élevés contre moi.
131b0d0057	Ah! si je n'avais l'assurance de voir la bonté de l'Éternel Sur la terre des vivants!
131b0e006c	Mets ton espoir en l'Éternel! Demeure ferme; que ton coeur se fortifie. Oui, mets ton espoir en l'Éternel!
131c0100c6	De David. Je crie vers toi, ô Éternel! Mon rocher, ne sois pas sourd à ma prière, De peur que, si tu t'éloignes sans me répondre, Je ne devienne semblable à ceux qui descendent dans la tombe.
131c020062	Écoute ma voix suppliante, quand je crie vers toi, Quand j'élève mes mains vers ton sanctuaire.
131c030098	Ne m'entraîne pas dans la ruine des méchants Et des ouvriers d'iniquité, Qui parlent de paix avec leur prochain. Quand la malice est dans leur coeur.
131c040095	Traite-les selon leurs oeuvres, Selon la méchanceté de leurs actions; Traite-les selon l'ouvrage de leurs mains. Rends-leur ce qu'ils ont mérité!
131c050089	Puisqu'ils ne prennent pas garde aux oeuvres de l'Éternel, Ni à l'ouvrage de ses mains, Il les détruira, et il ne les relèvera point!
131c06003b	Béni soit l'Éternel! Car il a entendu ma voix suppliante.
131c0700b5	L'Éternel est ma force et mon bouclier. Mon coeur s'est confié en lui, et j'ai été secouru; Aussi mon coeur est-il plein d'allégresse, Et je loue l'Éternel dans mes cantiques.
131c08004c	L'Éternel est la force des siens; Il est un rempart de salut pour son oint.
131c09005c	Sauve ton peuple, et bénis ton héritage! Sois leur berger, et soutiens-les éternellement.
131d010065	Psaume de David. Rendez à l'Éternel, ô vous, fils de Dieu. Rendez à l'Éternel gloire et louange!
131d020072	Rendez à l'Éternel la gloire due à son nom; Prosternez-vous devant l'Éternel, parés de vos ornements sacrés!
131d03007a	La voix de l'Éternel retentit sur les eaux; Le Dieu de gloire, l'Éternel, fait gronder le tonnerre Sur les grandes eaux.
131d040052	La voix de l'Éternel est puissante; La voix de l'Éternel est pleine de majesté;
131d05004f	La voix de l'Éternel brise les cèdres; L'Éternel brise les cèdres du Liban.
131d06006a	Il les fait bondir comme de jeunes taureaux. Il ébranle le Liban et le Sirion comme les petits du buffle.
131d070036	La voix de l'Éternel fait jaillir des flammes de feu.
131d08005e	La voix de l'Éternel fait trembler le désert. L'Éternel fait trembler le désert de Kadès.
