0100000009	1 Mosebog
010913004d	Disse tre ere Noas Sønner, og af disse blev hele Jorden befolket alle Vegne.
010914003e	Men Noa begyndte at blive en Avlsmand og plantede en Vingaard.
0109150045	Og han drak af Vinen og blev drukken og blottede sig midt i sit Telt.
010916005c	Der Kam, Kanaans Fader, saa sin Faders Blusel, forkyndte han begge sine Brødre det udenfor.
01091700b9	Da tog Sem og Jafet et Klæde og lagde det begge paa deres Skulder og gik baglæns og skjulte deres Faders Blusel; og deres Ansigter vare bortvendte, at de ikke saa deres Faders Blusel.
0109180054	Og Noa vaagnede op af sin Vin og fik at vide, hvad hans yngste Søn havde gjort ham.
0109190055	Da sagde han: Forbandet være Kanaan, han skal være Trælles Træl for sine Brødre!
01091a004d	Og han sagde: Lovet være Herren, Sems Gud, og Kanaan skal være deres Træl!
01091b0054	Gud udbrede Jafet, og han skal bo i Sems Pauluner, og Kanaan skal være deres Træl!
01091c0045	Og Noa levede efter Floden tre Hundrede Aar og halvtredsindstyve Aar.
01091d004e	Og alle Noas Dage vare ni Hundrede Aar og halvtredsindstyve Aar; og han døde.
010a01005d	Og disse ere Noas Sønners Slægter, Sems, Kams og Jafets; og dem fødtes Børn efter Floden.
010a020053	Jafets Sønner vare: Gomer og Magog og Madai og Javan og Thubal og Mesek og Thiras.
010a030030	Og Gomers Sønner: Askenas og Rifat og Thogarma.
010a040037	Og Javans Sønner: Elisa og Tharsis, Kithim og Dodanim.
010a050077	Af disse bleve Hedningernes Øer befolkede i deres Lande, hver efter sit Tungemaal, efter deres Slægter, i deres Folk.
010a060036	Og Kams Sønner vare: Kus og Mizraim og Put og Kanaan.
010a070062	Og Kus' Sønner: Seba og Havila og Sabtha og Raema og Sabtheka; og Raemas Sønner: Skeba og Dedan.
010a080043	Men Kus avlede Nimrod; han begyndte at blive en vældig paa Jorden.
010a09006d	Han var en vældig Jæger for Herrens Ansigt; derfor siges: Som Nimrod, en vældig Jæger for Herrens Ansigt.
010a0a004d	Og Babel var hans Riges Begyndelse, og Erek og Akad og Kalne i Landet Sinear.
010a0b0052	Fra dette Land drog han ud til Assur, og han byggede Ninive og Rekoboth-Ir og Kala
010a0c0039	og Resen imellem Ninive og Kala; denne er den store Stad.
010a0d0038	Og Mizraim avlede Luder og Anamer og Lehaber og Naftuher
010a0e0043	og Pathruser og Gasluher, fra hvilke Filisterne udgik, og Kaftorer.
010a0f0032	Og Kanaan avlede Zidon, sin førstefødte, og Heth
010a100027	og Jebusiter og Amoriter og Girgarsiter
010a110020	og Heviter og Arkiter og Siniter
010a120058	og Arvaditer og Zemariter og Hamathiter; og derefter udbredte sig Kananiternes Slægter.
010a130077	Og Kananiternes Grænse var fra Zidon henimod Gerar indtil Gaza, henimod Sodoma og Gomorra, Adma og Zeboim indtil Lasa.
010a14005e	Disse ere Kams Børn efter deres Slægter, efter deres Tungemaal, i deres Lande, i deres Folk.
010a150052	Og Sem fødtes ogsaa Børn; han var alle Ebers Børns Fader, Jafets ældre Broder.
010a16003c	Sems Sønner vare: Elam og Assur og Arfaksad og Lud og Aram.
010a170032	Og Arams Sønner vare: Uz og Hul og Gether og Mas.
010a18002d	Og Arfaksad avlede Sala; og Sala avlede Eber.
010a19007b	Og Eber fødtes to Sønner: den enes Navn var Peleg, fordi Jorden blev skiftet i hans Tid, og hans Broders Navn var Joktan.
010a1a0038	Og Joktan avlede Almodad og Salef og Hazarmaveth og Jara
010a1b001a	og Adoram og Usal og Dikla
010a1c001b	og Obal og Abimael og Skeba
010a1d003b	og Ofir og Havila og Jobab; alle disse ere Joktans Sønner.
010a1e0040	Og deres Bolig var fra Mesa henimod Sefar, det Bjerg mod Østen.
010a1f0062	Disse ere Sems Børn efter deres Slægter, efter deres Tungemaal, i deres Lande, efter deres Folk.
010a200077	Disse ere Noas Børns Slægter i deres Afkom, i deres Folk; og af dem have Folkene adskilt sig paa Jorden efter Floden.
010b01002e	Og al Jorden havde eet Tungemaal og eet Sprog.
010b020058	Og det skete, der de rejste fra Østen, da fandt de en Dal i Landet Sinear og boede der.
010b03008c	Og de sagde, den ene til den anden: Velan, lader os stryge Tegl og brænde dem vel; og de havde Tegl for Sten, og Jordbeg havde de for Kalk.
010b0400a9	Og de sagde: Velan, lader os bygge os en Stad og et Taarn, hvis Spidse kan naa op til Himmelen, og lader os gøre os et Navn, at vi ikke skulle adspredes over al Jorden.
010b05004f	Da nedfor Herren for at se den Stad og det Taarn, som Menneskens Børn byggede.
010b0600ac	Og Herren sagde: Se, dette er eet Folk, og de have alle eet Tungemaal, og dette have de begyndt at gøre; og nu vil intet formenes dem af alt, hvad de faa i Sinde at gøre.
010b070066	Velan, lader os fare ned og blande deres Tungemaal der, at den ene ikke forstaar den andens Tungemaal.
010b080054	Og Herren adspredte dem derfra over al Jordens Kreds; og de lode af at bygge Staden.
010b090086	Derfor kaldte man dens Navn Babel; thi Herren blandede der al Jordens Tungemaal, og Herren adspredte dem derfra over al Jordens Kreds.
010b0a005d	Disse ere Sems Slægter. Sem var hundrede Aar gammel og avlede Arfaksad, to Aar efter Floden.
010b0b005f	Og Sem levede, efter at han havde avlet Arfaksad, fem Hundrede Aar og avlede Sønner og Døtre.
010b0c0035	Og Arfaksad levede fem og tredive Aar og avlede Sala.
010b0d0068	Og Arfaksad levede, efter at han havde avlet Sala, fire Hundrede og tre Aar og avlede Sønner og Døtre.
010b0e002a	Og Sala levede tredive Aar og avlede Eber.
010b0f0068	Og Sala levede, efter at han havde avlet Eber, fire Hundrede Aar og tre Aar og avlede Sønner og Døtre.
010b100033	Og Eber levede fire og tredive Aar og avlede Peleg.
010b11006d	Og Eber levede, efter at han havde avlet Peleg, fire Hundrede Aar og tredive Aar og avlede Sønner og Døtre.
010b12002a	Og Peleg levede tredive Aar og avlede Reu.
010b130061	Og Peleg levede, efter at han havde avlet Reu, to Hundrede og ni Aar og avlede Sønner og Døtre.
010b140030	Og Reu levede to og tredive Aar og avlede Serug.
010b150066	Og Reu levede, efter at han havde avlet Serug, to Hundrede Aar og syv Aar og avlede Sønner og Døtre.
010b16002c	Og Serug levede tredive Aar og avlede Nakor.
010b17005d	Og Serug levede, efter at han havde avlet Nakor, to Hundrede Aar og avlede Sønner og Døtre.
010b18002f	Og Nakor levede ni og tyve Aar og avlede Thara.
010b190068	Og Nakor levede, efter at han havde avlet Thara, hundrede Aar og nitten Aar og avlede Sønner og Døtre.
010b1a0047	Og Thara levede halvfjerdsindstyve Aar og avlede Abram, Nakor og Haran.
010b1b0056	Og disse ere Tharas Slægter. Thara avlede Abram, Nakor og Haran; og Haran avlede Lot.
010b1c0050	Og Haran døde for Thara sin Faders Ansigt i sit Fædreneland, udi Ur i Kaldæa.
010b1d00a0	Og Abram og Nakor toge sig Hustruer; Abrams Hustrus Navn var Sarai og Nakors Hustrus Navn Milka, en Datter af Haran, som var Fader til Milka og Fader til Jiska.
010b1e002d	Og Sarai var ufrugtbar, hun havde intet Barn.
010b1f00e6	Og Thara tog Abram sin Søn og Lot Harans Søn, sin Sønnesøn, og Sarai sin Sønnekvinde, som var Abrams, hans Søns Hustru, og de droge ud med dem fra Ur i Kaldæa, at drage til det Land Kanaan, og de kom til Haran og boede der.
010b200048	Og Thara blev to Hundrede Aar og fem Aar gammel, og Thara døde i Haran.
010c01007b	Og Herren sagde til Abram: Gak du ud af dit Land og fra din Slægt og af din Faders Hus til det Land, som jeg vil vise dig.
010c020067	Og jeg vil gøre dig til et stort Folk og velsigne dig og gøre dit Navn stort, og vær en Velsignelse.
010c03008b	Og jeg vil velsigne dem, som velsigne dig, og den, som forbander dig, vil jeg forbande; og i dig skulle alle Slægter paa Jorden velsignes.
010c040094	Og Abram gik, ligesom Herren havde sagt til ham, og Lot gik med ham; og Abram var halvfjerdsindstyve Aar og fem Aar gammel, der han uddrog af Haran.
010c0500d4	Saa tog Abram Sarai sin Hustru og Lot sin Broders Søn og al deres Ejendom, som de ejede, og de Folk, som de havde forskaffet sig i Haran, og de droge ud for at rejse til Kanaans Land, og de kom til Kanaans Land.
010c06005f	Og Abram drog igennem Landet til det Sted Sikem indtil More Lund; og Kananiten var da i Landet.
010c07008f	Og Herren aabenbaredes for Abram og sagde: Dit Afkom vil jeg give dette Land; og han byggede der et Alter for Herren, som aabenbaredes for ham.
010c0800b6	Og han brød op derfra til Bjerget Østen for Bethel og udslog sit Telt, saa Bethel var mod Vesten og Ai mod Østen; og han byggede der et Alter for Herren og paakaldte Herrens Navn.
010c09002f	Og Abram rejste videre og vandrede mod Sønden.
010c0a0073	Og der var Hunger i Landet, og Abram drog ned til Ægypten at leve som fremmed der; thi Hungeren var svar i Landet.
010c0b008e	Og det skete, der han nærmede sig at komme til Ægypten, sagde han til Sarai sin Hustru: Se nu, jeg ved, at du er en dejlig Kvinde at se til.
010c0c006c	Og det vil ske, naar Ægypterne se dig og sige: denne er hans Hustru, at de slaa mig ihjel og lade dig leve.
010c0d006d	Kære, sig, at du er min Søster, at det kan gaa mig vel for din Skyld, og min Sjæl maa leve formedelst dig.
010c0e005d	Og det skete, der Abram kom til Ægypten, da saa Ægypterne Kvinden, at hun var meget dejlig.
010c0f005b	Og Faraos Fyrster saa hende og roste hende for Farao, og Kvinden blev ført til Faraos Hus.
010c100081	Og han gjorde Abram godt for hendes Skyld; og han fik Faar og Kvæg og Asener og Svende og Tjenestepiger og Aseninder og Kameler.
010c110053	Og Herren slog Farao og hans Hus med store Plager for Sarai, Abrams Hustrus, Skyld.
010c120073	Da kaldte Farao ad Abram og sagde: Hvi har du gjort mig dette? hvi gav du mig ikke til Kende, at hun er din Hustru?
010c130076	Hvorfor sagde du: hun er min Søster? og jeg tog hende mig til Hustru; og nu, se, der er din Hustru, tag hende og gak!
010c140061	Og Farao gav sine Mænd Befaling om ham, og de udførte ham og hans Hustru og alt det, han havde.
010d010064	Og Abram drog op af Ægypten, han og hans Hustru og alt det, han havde, og Lot med ham, mod Sønden.
010d020036	Og Abram var meget rig paa Fæ, paa Sølv og paa Guld.
010d03008a	Og han drog paa sine Rejser fra Sønden og indtil Bethel, indtil det Sted, hvor hans Telt var i Begyndelsen, imellem Bethel og imellem Ai,
010d040061	til det Alters Sted, som han havde gjort der i Førstningen; og Abram paakaldte der Herrens Navn.
010d05003f	Men og Lot, som vandrede med Abram, havde Faar og Fæ og Telte.
010d06007a	Og Landet kunde ikke bære dem, at de kunde bo hos hverandre; thi deres Ejendom var megen, saa de kunde ikke bo tilsammen.
010d07007d	Og der var Trætte imellem Abrams Fæhyrder og imellem Lots Fæhyrder; og der boede den Gang Kananiter og Feresiter i Landet.
010d08009b	Og Abram sagde til Lot: Kære, lad der ikke være Trætte imellem mig og imellem dig, og imellem mine Hyrder og imellem dine Hyrder; thi vi ere jo Brødre.
010d0900bf	Er ikke det ganske Land for dig? Kære, skil dig fra mig; dersom du vil til den venstre Side, da vil jeg fare til den højre, og dersom du vil til den højre, da vil jeg fare til den venstre.
010d0a00cb	Og Lot opløftede sine Øjne, og saa den ganske Slette ved Jordanen, thi den var vandrig overalt; førend Herren fordærvede Sodoma og Gomorra, var den som Herrens Have, som Ægyptens Land, henimod Zoar.
010d0b005d	Og Lot udvalgte sig hele Sletten ved Jordanen, og Lot drog Øster paa: den ene fra den anden.
010d0c005f	Abram boede i Kanaans Land, og Lot boede i Stæderne paa Sletten og opslog Telte indtil Sodoma.
010d0d003f	Og de Mænd i Sodoma vare onde, og de syndede saare mod Herren.
010d0e00ac	Og Herren sagde til Abram, efter at Lot var skilt fra ham: Kære, opløft dine Øjne; og se fra det Sted, hvor du er, mod Norden og mod Sønden og mod Østen og mod Vesten.
010d0f004c	Thi alt det Land, som du ser, det vil jeg give dig og dit Afkom evindeligen.
010d10007d	Og jeg vil gøre dit Afkom som Støv paa Jorden; dersom nogen kan tælle Støvet paa Jorden, da skal ogsaa dit Afkom tælles.
010d11005a	Staa op, vandre igennem Landet, i dets Længde og i dets Bredde; thi dig vil jeg give det.
010d120064	Saa opslog Abram Telt og kom og boede i Mamre Lund, som er i Hebron, og byggede der Herren et Alter.
010e010085	Og det skete i de Dage, der Amrafel var Konge i Sinear, Ariok Konge i Elassar, Kedorlaomer Konge i Elam, og Thideal Konge over Gojim,
010e0200a5	at de førte Krig mod Bera, Kongen af Sodoma, og imod Birsa, Kongen af Gomorra, Sineab, Kongen af Adma, og Semeber, Kongen af Zeboim, og Kongen af Bela, det er Zoar.
010e030036	Alle disse kom sammen i Siddims Dal, det er Salthavet.
010e04004d	Tolv Aar havde de tjent Kedorlaomer, og i det trettende Aar vare de affaldne.
010e0500a2	Og i det fjortende Aar kom Kedorlaomer og de Konger, som vare med ham, og sloge Refaiterne i Astharoth-Karnaim og Susiterne i Ham og Emiterne i Schaveh-Kirjathaim
010e06004a	og Horiterne paa deres Bjerg Sejr indtil Parans Slette, som er ved Ørken.
010e07008c	Derefter vendte de om og kom til den Kilde Mispat, det er Kades, og sloge Amalekiternes hele Land og Amoriterne, som boede i Hazezon-Thamar.
010e0800a8	Da drog Kongen af Sodoma ud og Kongen af Gomorra og Kongen af Adma og Kongen af Zeboim og Kongen af Bela, det er Zoar, og rustede sig mod dem til Strid udi Siddims Dal,
010e090090	imod Kedorlaomer, Kongen af Elam, og Thideal, Kongen over Gojim, og Amrafel, Kongen af Sinear, og Ariok, Kongen af Elassar, fire Konger mod fem.
010e0a008d	Og Siddims Dal var fuld af Jordbegsgruber, og Kongen af Sodoma og Gomorra flyede, og de faldt deri; og de, som overbleve, flyede paa Bjerget.
010e0b0056	Og de toge alt det Gods, som var i Sodoma og Gomorra, og al deres Føde og droge bort.
010e0c0056	Og de toge Abrams Brodersøn, Lot, og hans Gods og droge bort; men han boede i Sodoma.
010e0d00b8	Da kom en, som var undkommen, og forkyndte Hebræeren Abram det; men han boede i Amoriten Mamres Lund; denne var Broder til Eskol og Broder til Aner, og disse vare i Forbund med Abram.
010e0e00a2	Der Abram hørte, at hans Broder var fangen, da væbnede han sine tre Hundrede og atten oplærte unge Karle, som vare fødte i hans Hus, og forfulgte dem til Dan.
010e0f0087	Og han og hans Svende delte sig over dem om Natten og slog dem og forfulgte dem til Hoba, som ligger paa den venstre Side for Damaskus,
010e10007f	og han førte alt Godset tilbage, og tilmed Lot, sin Broder, og hans Gods førte han tilbage og desligeste Kvinderne og Folket.
010e1100aa	Og Kongen af Sodoma gik ud imod ham, efter at han var kommen tilbage fra det Slag imod Kedorlaomer og de Konger, som vare med ham, til Schave-Dal, som kaldes Kongens Dal.
010e120059	Og Melkisedek, Kongen af Salem, bragte Brød og Vin, og han var den højeste Guds Præst.
010e130064	Og han velsignede ham og sagde: Velsignet være Abram for den højeste Gud, som ejer Himmel og Jord,
010e140066	og velsignet være den højeste Gud, som gav dine Fjender i din Haand; og Abram gav ham Tiende af alt.
010e15004b	Og Kongen af Sodoma sagde til Abram: Giv mig Folket, og tag Godset til dig.
010e160078	Men Abram sagde til Kongen af Sodoma: Jeg har opløftet min Haand til Herren, den højeste Gud, som ejer Himmel og Jord,
010e170089	at jeg ikke vil tage saa meget som en Traad eller Skotvinge af alt det, som tilhører dig, at du ikke skal sige: jeg har gjort Abram rig;
010e180085	undtagen det alene, som de unge Karle have fortæret, og de Mænds Del, som gik med mig, Aner, Eskol og Mamre, de maa tage deres Del.
010f010084	Efter at dette var sket, kom Herrens Ord til Abram i et Syn, og sagde: Frygt ikke, Abram, jeg er dit Skjold og din meget store Løn.
010f020086	Og Abram sagde: Herre, Herre, hvad vil du give mig? og jeg gaar hen uden Børn, og den, der forestaar mit Hus, er Elieser af Damaskus.
010f03004f	Og Abram sagde: Se, mig har du intet Afkom givet, og se, min vornede arver mig.
010f040082	Og se, Herrens Ord skete til ham og sagde: Denne, han skal ikke arve dig; men den, som skal udkomme af dit Liv, han skal arve dig.
010f050095	Og han førte ham udenfor og sagde: Kære, se til Himmelen, og tæl Stjernerne, om du kan tælle dem; og han sagde til ham: Saa skal dit Afkom vorde.
010f060043	Og han troede paa Herren, og han regnede ham det til Retfærdighed.
010f070071	Og han sagde til ham: jeg er Herren, som udførte dig fra Ur i Kaldæa for at give dig dette Land til at eje det.
010f080048	Da sagde han: Herre, Herre, hvorpaa skal jeg kende, at jeg skal eje det?
010f090089	Og han sagde til ham: Tag mig en tre Aar gammel Kvie og en tre Aar gammel Ged og en tre Aar gammel Vædder og en Turteldue og en Dueunge.
010f0a0080	Og han tog ham alt dette og delte det midt over og lagde den ene Del deraf tvært overfor den anden; men Fuglene delte han ikke.
010f0b0044	Og Rovfugle sloge ned paa de døde Kroppe; men Abram jog dem derfra.
010f0c007f	Og det skete, der Solen vilde gaa ned, da faldt en dyb Søvn paa Abram, og se, der faldt Forfærdelse og stort Mørke over ham.
