2800000005	Matta
28060c005e	Chahang ɗimiyid nan kanɗǝ, ƙǝla nan chahanggǝn fingyaɗǝ na a ǝnang ɗimiyirha kan fa.
28060d0056	A ɗǝnna tǝ kan hu ƙǝƙǝrra ɗǝ wa, amma hǝrghang kan a haar tǝmbǝlfedɗi.”
28060e0087	Ƙǝsǝr a chahang ɗun ɗimiyindan fiyaɗǝ ǝnangga ɗimiyirha kun fa, Chinun na a talara ƙǝm nǝn a chahang ɗimiyid nun kun ɗǝ.
28060f0070	Amma a chahang nggun ɗimiyid ndan fiya ɗǝ wa, Chinun na a talara ƙǝm mbǝ chahang ɗimiyid nun kun ɗǝ wa.
28061000de	“Anaɗun a kar aama, a ndeng ɗun yid nun hai ƙǝla na fa thlǝrɓuya ǝnaarha wa, ƙǝsǝr na nda ndeng yindan hai tǝna fiya sǝndasǝ na nda a kar aama. Niya pǝrang ƙǝkafek kun, ˈwanda teena thlǝnda ƙǝna ndan.
280611004b	Amma ana ɗun a kar aama, tsǝtsǝɗang was wa ƙǝm fǝɗeerha na aten wa,
280612008d	amana fiya sǝnda sǝ nun a kar aama. Chinun mbuwawa nǝm a naarha, na a na ˈya nǝm a ǝnaarha ɓǝɓee, nǝn a fǝrang ƙǝnaghǝn kun.”
280613009a	“A ɗǝfang ɗun ƙǝna alten nun ɗǝ hu ƙǝshidɗiya, na mǝmemngya tǝ hǝla sǝɓang nda ɗǝ, tǝ ƙǝm na ngaarya kyarha ɗǝ tǝrang ngganda wa.
280614008c	Amma ɗǝfa man ƙǝna altennun ɗǝ a talara, mbuwana mǝmemngya tǝ hǝla sǝɓang ɗǝ, tǝ ƙǝm mbuwana ngaarya kyarha ɗǝ ngaara nda.
2806150041	Ƙǝsǝr kala mbǝrha nana ƙǝnawa sǝ ndǝna mbǝd numad wa.”
2806160069	Yirha ndǝna kukwaryid farha, ana yidwa kanglang hai, fadwa na heu nǝn narha lǝlǝgɗa tǝ kukwaryirha.
2806170088	Amma a mbǝ yidwa kanglang hai wa, fadwa na heu nǝn narha tǝ wula. Ana kukwaryirha na a fadwa wulani, fadwa na heu nǝn narha tikɗik.
28061800d4	“Mbǝ mafarha sǝ na ǝnang taara turaya sǝri wa. Tsauɗǝ nǝn nggǝm tal kar tahadghǝnǝn, nduwa ƙǝm mananggǝn tal sar tahadghǝnǝn. Mbǝ ǝnaarha hai ǝnang taara nun Faara tǝ wuɗǝɓǝla kyab wa.”
28061900d5	Tsaunǝn kee, niya ndang nda kun, a ɓillaɗun tǝ yiɓǝd nun wa, tǝ ˈya nun ǝnnarhami tǝ sarha wa, nduwa fannun ˈya nun kala fa wa. Kalwa yiɓǝd nun ǝnnarhami wa, nduwa kalwa fannun ˈya nun a kala fa wa?
28061a00d3	Kǝla man wuɗikkya lee! Mba nda hǝfrha wa, mba nda haathla wa, mba nda tǝ ƙǝn ǝnnarhami nduwa ɓiriukya wa, ko nanǝn kee na Faara fǝrang ǝnnarhami kanda. Sǝngunsǝ mamnggit nun kalɗǝ yi wuɗikkya wa?
28061b0048	Wunni ahur nun aten ɓilladghǝn na mbang chik ɓenggǝn hu ƙǝshiirha?
28061c0068	Kama nun ɓillarha aten lukkya? Kǝla man fid ɗǝfya na tsǝrha. Mba nda ǝna taara, ko pu kaɓarha wa.
28061d0074	Ko nanǝn kee, niya ndang nda kun, ko kutǝra Sulemanu tǝ mamnggitghǝn ˈwa wa ngwarha fa ƙǝla tal ahur ndan wa.
28061e00ae	Ana Faara a ngwang nda fid ɗǝfya fa na a hee kiya, hwaliirha nasǝ a weeriya, a ɓinda ƙǝm njigha ɗǝ, sakkwa kun nǝn ngwang kun fa. Kama nanun tǝ yamid fǝrƙǝkafek?
28061f0080	“Nanǝn kee a ɓillaɗun aten ǝngginiya tǝ ndaarha, ‘Ma nan ǝnnarhami? Nduwa, ma nan saarha? Nduwa, ma nan kala fa?’”
2806200072	Ƙǝsǝr nafiya sǝngwa Faara ndǝna kaɗa tur ǝngginiya, Chinun na a talara sǝnɗasǝ na minnun sǝ ǝngginiya.
2806210061	Kaɗama kutǝryid Faara ˈwan tǝ ǝna nggayirha, ǝnggini na heu ƙǝmya nǝn a fǝranggǝn kun.
2806220092	Tsaunǝn kee, a ɓillaɗun tǝ ɓinda wa, ƙǝsǝr ɓinda nǝn a ɓarha ɓa tǝ ɓilladghǝn. Kala parra yanfaara nǝghǝn tǝ ɓillad altenggǝn.
280701004c	“A ngwangɗun kumarha fingya wa, kun nggima mba nda ngwang kumarha kun wa.
2807020081	Ƙǝsǝr na nda a ǝnang nda kun ƙǝla ǝnang nun fingya. Tasau nun a ƙǝƙǝrang fiya sǝ ndǝna nda ƙǝƙǝrang nda kun sǝ.
2807030057	Mani na ƙǝlang hwaliirha na a yid shadwa, sa kula ƙǝɗang miwaarha ɗǝ na a yidwa?
280704006c	Ƙǝƙǝn na ndang nda shadwa, ‘Wanya ni a ƙǝɗo hwaliirha ɗǝ a yidwa’ kula sa na miwaarha na yidwa?
280705008d	Sa tǝthlǝrɓu! Katǝrang ƙǝɗang miwadɗǝ ˈwan na yidwa tǝna na mana hai ngga, na a mbangga ƙǝɗang hwaliirha ɗǝ na yid shadwa.”
2807060103	A fǝrang ɗun ˈya wuɗaya na chahal wa. A tsamang ɗun ǝn thlǝmaaya ɗǝ tǝ ǝn uraya natǝ wuɗǝɓǝla fa a ƙǝlengarya ɗǝ wa. A ǝna ɗun kee, na nda ishang hai a kamu saryi ndan. Na wuɗa yini a kyaharra hai njarang ngganda kun ɗǝ kushir-kushir.
2807070074	Naama a hwanda na nda fǝrang kun. Naama a kaɗaarha nun a waala. Naama a ɗǝk kwatminda, na nda inanggǝn kun hai.
280708008e	Ƙǝsǝr kala niifa hwangga, na nda a fǝrang, niifa kaɗagha ƙǝm nǝn a waala. Kǝmɗarha kala niifa ɗǝkka kwatminda nanda inanggǝn hai.
280709003e	Wunni ahur nun, a hwanang wanggǝn mburodi fǝrang feera nǝn?
28070a0030	Nduwa a hwanang ɗǝ tǝna fǝrang hulthne nǝn?
28070b009e	A tsauɗǝ, kun na fa mbǝlfeeya sǝnɗun ˈya nun fǝrang nda wangginun ǝngya na ngga, sakwata chinun a talara, nǝn fǝr ǝngya na ngga a nafiya na hwanda.
28070c0086	Tsaunǝn kee, ǝnaman ˈya fiya ƙǝla na mid nun a ǝnang ngganda kun. Ƙǝsǝr tsahad ngyakhrha Ɗeleewar Musa niya tǝ yi annabiya.
28070d00c7	Kyarha hu kutǝryid Faara ɗǝ tǝtani kyana tǝ kwatkirma na iˈyaɓa. Kwaman ɗǝrha hu waarha ɗǝ nǝghǝn manggǝn, kwatkirǝm nggǝn ƙǝm nǝghǝn ƙǝthlǝng, nafiya hangga wurgha kwaman ɗi.
28070e007c	Kwatkirǝm wal yibrha nǝghǝn ngguchit, tǝ ƙǝm kwamanggǝn nǝghǝn pǝɗaghǝn, nafiya na a kyarha sǝ na nda ngguchit.
28070f008a	Kwarama tǝ annabiya fa nggaɓaya. Na nda ɓarha thlǝmad nun ɓa tǝ lukrha fa ƙǝla chauraya, amma hur ndan nǝghǝn ƙǝla mǝmereeya.
28071000b2	Nǝm sǝnang kanda hai ahu ǝn ǝnad ndan ƙǝla nǝm sǝn ɗǝfrha tǝ tur wanggighǝn. Mbǝm ɗakh wan inabi ɓa a fad ndaha wa, nduwa wan shiɓarha a fad ndakh mbǝlfeerha wa.
280711006f	Ɗǝfrha na ngga nǝn nggǝt wan ɗǝfrha na ngga, ɗǝfrha mbuwawa ngga nǝn nggǝt wan ɗǝfrha mbuwawa ngga.
280712007f	Ɗǝfrha na ngga mbǝ nggǝt wan ɗǝfrha mbuwawa ngga wa, tǝ ƙǝm ɗǝfrha mbuwawa ngga mbǝ nggǝt wan ɗǝfrha na ngga wa.
2807130061	Kala ɗǝfrha mbuwa nggǝt wan ɗǝfya ngga na nda kyathlang ɗǝ muwang ngganda ahu waarha ɗǝ.
2807140088	Nǝghǝn kee, ƙǝla nǝm sǝnang ɗǝfrha hai tǝ tur wanggighǝn, nǝm sǝnang annabiya fa nggaɓaya hai kee ƙǝm tǝ ǝn ǝnad ndan.
280715009c	“Mbǝ fiya heu na a aah nggi, ‘Chinǝm, Chinǝm,’ na a kyarha hu Kutǝryid Talara ɗǝ wa, amma ƙǝl nafini ǝnagha ˈya na mid Pǝpa na a talara.”
28071600d0	“Nafiya hangga na a ndeerha a farɗi, ‘Chinǝm, Chinǝm,’ pǝr ɗan laɓar Faara tǝ thlǝmwa, tǝ ƙǝm kyang ɗan ǝnkaheeya sǝ tǝ thlǝmwa, tǝ ƙǝm ǝna ɗan ǝnwulteengya hangga tǝ thlǝmwa.”
2807170065	“Amma niya nggǝrang kanda sǝ, ‘ˈwawi sǝn kun wa. Weema ma thlǝmadna kun fa mbǝlfeeya!’”
280718007f	Kala niifa kang ngga thlǝmaarha tsahad na fa ǝna taara nǝn sǝ nǝghǝn ndǝndǝl, kǝla niifa tǝngga wurighǝn aten feera.
2807190084	Ɓana ˈyaara hai, lǝghǝdgha kufaarha, ɗǝkka ɓereu ˈyaara wuriɗi amma mbangwa chang hai wa, ƙǝsǝr tǝngga ndan aten feera.
28071a0070	“Amma niifa sǝkka tsahad na ǝnawa taara sǝ wa, nǝghǝn ƙǝla nur niifa tǝngga wurighǝn aten chehweerha.
28071b0061	Ɓana ˈyaara hai, lǝghǝdgha kufaarha, ɗǝkka ɓereu ˈyaara wuriɗi chang nggǝn hai hwaf.”
28071c005c	Ngwalang na Yeeso tsahadghǝn ha, fiya wumngga hai ǝna ǝnwulteena nda aten tsahadghǝn ha.
28071d0067	Ƙǝsǝr tsahadghǝn ha nǝghǝn ƙǝla niifa na tǝ sǝsǝmnda, mbǝ ƙǝla fatsahaya yi ngyakhrha wa.
2808010037	Tǝrna Yeeso hai a wumnda, takkwagha fiya ndǝn hangga.
28080200b7	Na niifa sǝ na tǝ wanhad termeerha fa, nanǝn Yeeso ɗǝgha thlǝmadghǝn ɗǝ, ɓǝrgha hai a mbedghǝn hwanggǝn nǝn ndanggǝn, “Chinǝm, a nggǝmna fa na mbang tsaɓeeɗǝ.”
28080300a3	Tǝrgha Yeeso fǝr harghǝnǝn ɗǝ tsuwarghǝnǝn fa ndanggǝn, “Nggǝmɗi fa a tsaɓana ɗǝ. Tsaɓuɗǝ!” A mbǝɗi tsu kee, termedɗi ndǝkka hai tǝghǝn.
28080400c7	Tǝrgha ƙǝsgha Yeeso thlǝmadghǝn ndanggǝn, “A pǝrang nan niifa wa, amma ɗuwaɗǝ kyaɗang fadwa firis na sa nǝn. A ǝno sataka tǝna fiya sǝndasǝ tsabnaɗǝ kǝla ndana ngyakhrha Musa.”
2808050062	Kyana Yeeso Kafarnahum hai, ɓagha mamnda sodja Romaya thlǝmadghǝn ɓa hwanggǝn nǝn ndanggǝn,
2808060061	“Chinǝm, mafadna kalth a wuri mbǝ kanglang wa, mǝr fadghǝn hai nǝghǝn a sǝsarha kaan.”
2808070037	Ndangga Yeeso, “Niya ɗǝrhaɗǝ ɗi ƙǝnang nda.”
28080800b5	Tǝrgha mamnda sodja Romaya nggǝmanggǝn Yeeso ndanggǝn, “Chinǝm, tsǝkki na a ɓana minda kyana ɓa wa, amma a nggǝmna fa kalu sǝ kee a mbǝɗi na nana na mafanna a ƙǝnda.
28080900f3	Ƙǝsǝr nggi niyi akamu ngyakhrha niifa, ƙǝmɗa tǝ sodjaya a kamuna. Ni ndangnda yanɗiya, ‘ɗuwaɗǝ’, nǝn ɗǝrhaɗǝ; yanɗi taarha ƙǝm ndanggi ˈɓoɓaˈ, nǝn a ɓarha ɓa, ndanggi mafanna, ǝno kiya, ǝnagha ƙǝla ndangni.”
28080a00d0	Sǝkna Yeeso ndǝn kee, wulangga teena. Kyahargha hai ndanggǝn nafini na a mbu samadghǝn, “Niya ndang nda kun, ahur Isǝreela ˈwawi wal niifa tǝ fǝrƙǝkafek fa tǝ kanglanggirha ƙǝla yanɗiya wa.”
28080b00c8	“Niya ndang nda kun, fiya hangga na a ɓarha ɓa a man kyad yanfaara tǝ man hǝmndǝghǝn, na nda a tǝr mbǝd tsawud ndan tǝ Ibrahim, tǝ Ishaku tǝ Yakubu ahu wutsǝfayidɗi hu Kutǝryid Talara.
28080c0095	Amma Isǝreelaya hangga kya nanda ǝna Kutǝryidɗi ka kanda, nanda a muwang kanda ahu wula ɗǝ, a mbǝɗani na nanda a tǝrha sǝ tǝ ƙǝt mee.”
28080d00b3	Tǝrgha ndangga Yeeso mamnda sodja Romadɗi, “Wuɗu wureeɗǝ, ka fǝrƙǝkafekkid wa ni ǝnagha ndǝn katǝra nǝn hai kee.” Mafadɗi keeghǝn ƙǝngga mǝmǝlla sayidɗi wu.
28080e006e	Sǝlna Yeeso a minda ki Mbiturus ɗǝ, ɗǝgha wal thlaɓǝr Mbiturus tǝnuwunda fadghǝn ɓee kalth hu sǝra.
28080f0054	Tsuwargha Yeeso harghǝn fa, ƙǝngga. Tǝrgha thliigha sǝ fǝrang ǝnnarhami nǝn.
28081000a4	Tsǝna figrha hai, nafiya natǝ ǝnkaheeya fa hangga ɓa nda tǝ kanda thlǝmad Yeeso ɓa. Kyanggǝn ǝnkaheeyina sǝ tǝ mee kee, tǝ ƙǝm ƙǝnanggǝn haaya heu.
28081100ae	Ənanǝn ǝnɗiya ka a lǝghǝdgha laɓarɗi thlǝkna Chinǝm tǝ mii annabi Ishaya, ndanǝn: “Tǝrang ɗǝ ɓeerha fayi nǝm, tǝ ƙǝm ƙǝɗanggǝn wanhayi nǝm ɗǝ.”
2808120072	Ƙǝlang na Yeeso fiya wumngga thlǝmadghǝn ɓa, ndanggǝn fatsahayighǝn a ɗǝnda pǝm wuri aama Nggalili ɗǝ.
2808130077	Tǝrgha tal ahur famalǝmngya ngyakhrha Musa ndanggǝn, “Mala, niya mbusamad wa kala mbǝrha na a ɗǝrha saaɗǝ.”
28081400ad	Nggǝrangga Yeeso sǝ, “Tsarwaya tǝ kwandan sǝ, wuɗikkya na hu ɓereurha tǝ ƙǝndan sǝ, amma Wan Niifa mbǝ mbǝdghǝn sǝ ko na a ɗǝfanggǝn tenggǝn sahai wa.”
2808150060	Tal ahur fatsahayighǝn ndanggǝn, “Chinǝm, malee ˈwan wuɗi wureeɗǝ ɗi pangnda pǝpa.”
2808160059	Amma ndangga Yeeso, “Mbuwu samanna nanǝnya! Malang mǝrya pang ngganda mǝrrǝndan.”
2808170061	Tǝrgha Yeeso kyagha hu kombuwol hai katǝranggǝn tǝɗang wuri aamɗi teena tǝ fatsahayighǝn.
28081800bb	Kula sǝndǝndan sǝ, ɓagha ɓereu ˈyaara ɓa na kanglang ahu wuri aam ɗaɓa katǝrangga aamɗi kuɗufulla hai nagha aama a pisha ahur kombuwol ɗa hai. Amma tǝrang ɓeena Yeeso ɗǝ.
2808190074	Ɗǝgha fatsahayighǝn ɗǝ mekhneng ngganda sǝ ndang ngganda, “Chinǝm, hǝrghang ƙǝm! Nǝm a hwaarha ɗǝ!”
28081a00b2	Amma nggǝrangga Yeeso kanda sǝ, “Kama nun a tǝrǝmnda? Ƙǝɗi fǝrƙǝkafekkid nun!” Tǝrgha thliigha sǝ yanaggǝn ɓereuɗi tǝ kuɗufulla aamɗi, nggasgha mbǝrha hai.
28081b008e	Ƙǝsangga ǝnwulteena fatsahayighǝn tsakhmee nda, “Tur niif wunni ya? Ko ɓereurha ni tǝ kuɗufulla aama na nda a takkwa ˈya ndanǝn!”
28081c00fa	Sǝlna Yeeso a pǝm wuri aam ɗaɗǝ, na a man ki chehweed Nggadaraya, nafiya sǝri na tǝ ǝnkaheeya fa ɓa nda thlǝmadghǝn ɓa. Ɓagha nda ɓa a mbǝd ten kwaya, mbǝ niifa sǝ na mbang mbǝraɗǝ tǝ mbǝɗi wa, ƙǝsǝr tsau nda ǝn tǝrǝmnda.
28081d00a3	Katǝrang ngganda huhwang nda hai na nda a ndaarha, “Ma djiɗoyiwa tǝ kan, Wan Faara? Ɓana ɓa ka a sǝsangga kan kapa na far ngwa kumad nan tsǝrha hai wa?”
28081e0031	Tsau tǝ mbǝɗi na ƙǝlengarya sǝ na a lafrha.
28081f0069	Hwangga ǝnkaheeyini Yeeso, “A kyang na kan sǝ, ɗang kan ahur chiɓǝd ƙǝlengaryina ɗǝ taarha.”
28082000a8	Ndanggǝn kanda, “Ɗaama ɗǝ!” Nanǝn kee kya nda sǝ ɗǝnda ahur ƙǝlengaryina ɗǝ. Chiɓǝd ƙǝlengaryini kahat ɗaa nda ahur wuri aam ɗaɗǝ hwaa nda ɗǝ.
28082100a0	Nafini na a laf ƙǝlengaryini ɗaa nda hur tala ɗǝ pǝr ǝnɗa nda katǝragha hai heu, tǝ ƙǝm ǝnɗi katǝragha hai tǝ nafini sǝri na tǝ ǝnkaheeya fa.
2808220073	Tǝrgha nafiya hur talɗi heu kya nda ɓa ka ɓa nda na Yeeso. Na nanda Yeeso hwanggǝnda a mal chehweed ndan nǝn.
280901004e	Kyagha Yeeso ahu kombuwol hai ɗǝgha hu talghǝn ɗǝ mannǝn sǝ Kafarnahum.
28090200cc	Ɓagha fingya nafiya ɓa tǝ niifa mǝrna fadghǝn hai kalth ahu ɗǝnggǝla. Nana Yeeso fǝrƙǝkafekkid ndan, ndanggǝn niifɗi mǝrna fadghǝn hai, “A ɓilladna wa waana, chohonda ɗimiyidwa ɗǝ.”
280903006b	Fingya famalǝmgya ngyakrha na nda a ndaarha ahur ndan tǝ ndaarha, “Kamshiɗiya nǝghǝn a sar Faara.”
2809040060	Sǝnangga Yeeso numad ndan hai ndanggǝn kanda, “Kama nun numad ǝn mbǝlfeerha kiya ahur nun?
2809050070	Yanggini pǝpa, a ndang nggi tǝ mǝrra fadɗi, ‘Chohonda ɗimiyidwa ɗǝ wa,’ nduwa, ‘Thliusǝ wiu wa?’
28090600d4	Amma niya kyaɗang ndaarha kun, Wan Niifa nǝghǝn tǝ sǝsǝmnda ha hu ƙǝshidɗiya yi chakh ɗimiya.” Tǝrgha ndanggǝn niifɗi mǝrna fadghǝn hai, “Thliusǝ, tǝrang ɗǝnggǝlwa sǝ, wiina wureeɗǝ.”
280907002d	Thliigha niifɗa sǝ harad ɗǝgha wureeɗǝ.
28090800a0	Nagha fiya wumngga hai ǝnɗi katǝragha hai ƙǝsangga ǝnwulteena kanda. Tǝrgha manang ngganda Faara tǝ thlǝnangga niifa ɓa natǝ sǝsǝmnda fa kaan kiya.
28090900ba	Nana Yeeso ɗiye mbeeɗǝ tǝ wiirha na niifa nǝn na nda aarha Matta, ndǝghǝn tsau a mbǝd thlǝ tsamnda. Tǝrgha ndangga Yeeso, “Mbuwu samanna.” Thliigha sǝ mbu samadghǝn nǝn.
28090a0096	Tsǝɓaku, na Yeeso a hǝb ǝnnarhami a wuri ki Matta, ɓagha fa thlǝ tsamngya tǝ faɗimiya hangga, hǝb ǝnnarhami nda tǝghǝn tǝ fatsahayighǝn.
28090b0089	Nana Farisayini ndǝn kee, tsahang mee nda fatsahayighǝn ha, “Kama na tǝmalǝm ndǝnun hǝbrha tǝ fathlǝ tsamngya tǝ faɗimiya?”
28090c0089	Sǝkna Yeeso ndǝn kee, nggǝranggǝn kanda sǝ, “Nafiya na ƙǝkanglang hai mba nda kaɗa tǝpurha wa, kǝl nafiya mbuwa ƙǝkanglang.
28090d00f0	Nanǝnya, ɗamaɗǝ ɗun tsaha ǝnɗi na laɓar Faara a ndaarha, ‘haɗang nda niifa fa ndǝna minna a fannun, mbǝ sataka wa.’ Ƙǝsǝr ɓayi ɓa ka a aah nafiya ni na a numad ndaarha na nda a ǝna nggayirha wa, amma kǝl fa ɗimiya.”
28090e009e	Tǝrgha ɓagha fatsahaya Yahaya a thlǝmad Yeeso ɓa ndang ngganda, “Ma ǝnagha ndǝn kan tǝ Farisaya a kar aama, amma fatsaha yiwa mba nda kar aama wa?”
28090f00d0	Nggǝrangga Yeeso kanda sǝ, “Ƙǝƙǝn na hur pashiya wutsamnda sǝbrha ɗǝ ndǝghǝn wutsamnda ɓalɗǝ a thlǝmad ndan? Na fara ɓayi nanda a tǝrang wutsamnda ma kanda. A farɗa ni na nanda a kar aama.
28091000a1	“Mbǝ niifa sǝ na mbuhwang suhurra lukrha tǝ weerǝnda ɓar kaɓaarha wa, ƙǝsǝr na mbuhudɗi a njarang nda luwudɗa ɗǝ, njarrǝghǝn nǝn a kal yi kaar.
280911014e	Tǝ kǝm mbǝ niifa sǝ na irang nda weerǝnda aam inabi ahu suhurra samsamiya hai wa. A irang nda sa hai, na samsamiyini a ɗathla ɗǝ, na aam inabiɗi a iraaɗǝ, samsamiyini na nda sǝbrha ɗǝ. Weerinda aam anab, kamɗǝ a irang nggǝm ahu weerǝnda samsamiya hai. A ǝnaɗǝm kee na aam inabiɗi tǝ samsamiyini a ɓaala hai.”
28091200cd	Yeeso ɓalɗǝ a kalang kanda sǝ, ɓagha mamnda ƙǝn tsahad Yahudaya ɓa ɓǝrgha hai a mbedghǝn ndagha, “Mǝrgha wutarad na kukuling ya, ɓoɓa ɓa tsǝwarghǝn fa, nǝn a thliirha sǝ tǝ yibrha.”
2809130039	Thliigha Yeeso sǝ tǝ fatsahayighǝn mbu samadghǝn nda.
2809140085	Tǝrgha na nuneefa sǝ ǝnagha hurarha kumkap sǝri fara a ɓang fa hai. Ɓagha ɓa tǝman ƙǝsǝrghǝn tsuwar mii luwudghǝnǝn fa,
2809150053	ƙǝsǝr numaghǝn tǝ ndaarha, “Ko luwudghǝn tsuwar ni fa kee, niya ƙǝnda.”
2809160082	Kyaharna Yeeso hai na nǝn ndǝn, ndagha, “A ɓillanna wa, waana, fǝrƙǝkafekkid wa ƙǝnoɗǝ.” Tsu a mbǝɗi kee ƙǝngga.
2809170062	Kyana Yeeso minda ki mamndǝɗa hai, na fa pi perǝmngya nǝn tǝ fiya wumngga hai kanda a mbeela.
2809180076	Tǝrgha ndagha, “Kyama ƙǝshaaɗǝ, mǝr wa wutaradɗi wa, nǝn a shiirha ni kee.”Amma masangga fiya wumngga hai.
280919005f	Akwasamadɗi rǝk nanda fiya ƙǝshaaɗǝ, kyagha ɗǝ ƙǝs har wutaradɗa nǝn, thliigha sǝ.
28091a0037	Laɓar ǝnwulteenɗiya welɗaɗǝ ahu chehwedɗi kahat.
28091b007c	Akwasamadɗi malna Yeeso mbǝɗi, kwamaya sǝri hǝshya mbu samadghǝn nda kanda a aaghǝn, “A haɗowan fa, Wan Ndauda!”
28091c00be	Kyana Yeeso hur minda hai, tǝrgha kwamayini ɗǝnda thlǝmadghǝn ɗǝ, tsahang mee nǝn kanda, “Fǝrɗun ƙǝkafek ni mbang ƙǝnang kun wa?” Nggǝrang ngganda sǝ “Ha i, Chinǝm.”
28091d005f	Tǝrgha tsuwar yiyi ndan nǝn fa ndagha, “Ƙǝsǝr ka fǝrƙǝkafekkid nun, nun a ƙǝnda.”
28091e006b	Tǝrgha yiyi ndan inggaɗǝ. Ƙǝsgha Yeeso thlǝmad ndan kaan ndagha, “A pǝrang ɗun ndǝn niifa wa.”
28091f003b	Amma kya nda sǝ pǝr laɓar ɗaa nda ahu chehwedɗi kahat.
280920006c	Kyana nda sǝ, na niifa sǝ natǝ ǝnkaheerha fa mbǝ mbang kalasǝ wa, ɓa nda tǝghǝn thlǝmad Yeeso ɓa.
28092100c3	Kyang na Yeeso ǝnkaheedɗa sǝ, niifɗi mbuwa mbang kalasǝ kalgha sǝ. Fiya wumngga hai ƙǝsgha ǝnwulteena kanda ndaa nda, “ˈWaghǝm tam na ˈya manggǝn ƙǝla yanɗiya a Isǝreela wa.”
280922005c	Amma ndagha Farisaya, “Mamnda ǝnkaheeya fǝrangga sǝsǝmnda kyang nda ǝnkaheeya sǝ.”
28092300cf	Yeeso wengɗǝ wupǝriya hai tǝ talya heu a tsahang fiya ha ahu ƙǝn tsahad Yahudaya, tǝ pǝr Laɓara na Mbǝnggǝn yi Kutǝryid Faara, tǝ ƙǝm a ƙǝnang nda fiya natǝ wanhaya ɗǝɗamǝn-ɗǝɗamǝn.
280924009e	Nana Yeeso fiya wumngga hai, haɗangga nafina fa, ƙǝsǝr na nda hu sǝsaarha, mbǝ niifa sǝ na ɗang kanda sǝ wa. Na nda kǝla chauraya na kula tǝlafrha.
280925004a	Tǝrgha ndanggǝn fatsahayighǝn, “Mul hathla hai, amma ƙǝɗi fatarya.
2809260050	Tsaunǝn kee, hwanama tǝhedɗi, thlǝn fatarya nǝn ɓa ɓanda hathlang sǝ.”
280a0100c7	Aagha Yeeso fatsahayighǝn kumkap sǝri a thlǝmadghǝn ɓa, fǝrang sǝsǝmnda nǝn kanda a kyang ngganda ǝnkaheeya sǝ tǝ ƙǝm ƙǝnang ngganda wanhaya ɗǝɗamǝn-ɗǝɗamǝn tǝ ɓeerha farha.
280a02008b	Kulo thlǝm fathlǝngya Yeeso kumkap sǝri ya: Siman nanda aarha Mbiturus, Andrawus wanman Siman, Yakubu wan Dzabadi, Yahaya wanman Yakubu,
280a030050	Filibus, Mbatalomi, Toma, Matta tǝ thlǝ tsamnda, Yakubu wan Alfiyus, Taddiyus,
280a040044	Siman tǝsǝrǝk chehweedghǝn, Yahuda Iskaryoti fǝrgha Yeeso ɗǝ.
280a05007e	Thlǝngga Yeeso kumkap sǝri ɗi ndanggǝn kanda, “A ɗuɗun thlǝmad fingya ɗǝ mbuwa Yahudaya, nduwa talya Samariyaya wa.
280a060044	Amma ɗaama thlǝmad nafiya Isǝreela ɗǝ, chauraya Faara sahadgha.
280a07003a	Ɗaamaɗǝ ɗun ndangnda kanda nduwus Kutǝryid Faara ɓa.
280a0800b2	Ƙǝnaman haya, thleeman mǝrya sǝ, ƙǝnaman fingya natǝ wanhad termeerha fa, kyaman ǝnkaheeya sǝ. Fǝrang nggandan kun ka, kun ƙǝm fǝramadghǝn ka ƙǝla thlǝnun ndǝn!
280a090077	A ƙǝsɗun wuɗǝɓǝla ha hu panjakwan nun wa, ko tǝfaasa, nduwa wurirha, nduwa kala ˈya na ƙǝla wuɗǝɓǝla wa.
280a0a00a4	A ƙǝsɗun yawarha ha tǝ lukrha tǝ pakhma, nduwa sǝsaala wa. Kala ˈya fǝrang nanda kun a karɗun ndǝn wa, ƙǝsǝr tǝtaara kamɗǝ a wal ǝnnarhami nǝn.”
280a0b0070	Kala wupǝri nduwa tala kyanun sahai, kaɗaama ka niifa tsawun ahur mindǝghǝn ta far ɗaɗǝ nun a mal talɗi.
280a0c0046	A kyaɗun hur minda hai, ndaamaˈya tǝ ƙǝm fǝrang parka nun kanda.
280a0d0067	Ana ka minda ni ngwa tsauka parkad nun sǝ. Amma a mbusǝ kee wa, ngwa wudgha parkad nun a fad nun ɓa.
280a0e009c	Kala tala nduwa wure kyanun sahai, a thluwa nda kun fa wa, nduwa kar nda kang thlǝmaarha kun fa, anaɗun a wiirha paman tinid mbǝɗa ɗǝ na a fad sarnun.
280a0f0074	Niya pǝrang ƙǝkafek kun, a far ngwa kumarha a nggushi nda Sodom tǝ Nggomara na nda a haɗang kanda fa ma talɗi.
280a1000a2	Niya thlǝn kun ƙǝla chauraya ahur mǝmereeya ɗǝ. Nanǝn kee tsawama thladwayirha ƙǝla huthlingya tǝ ƙǝm tsawama mǝsǝlǝmnda nafiya ƙǝla kataprakkya.
280a110070	Kwarama! Ƙǝsǝr na nda a ɗǝrha tǝ kun mbed fa ngwa kumaya ɗǝ tǝ ƙǝngya tsahad Yahudaya tsaɗa kun nda.
280a120092	Nanda a ɗǝrha tǝ kun a mbed ngwamnaya ɗǝ tǝ kutǝrya ƙǝsǝr ka nggi. Ənɗaniya na fǝrang kwamana kun pǝrang ƙǝkafek nun kanda atenna.
