2800000008	mathiḥ
28061300c2	aparaṁ yatra sthāne kīṭāḥ kalaṅkāśca kṣayaṁ nayanti, caurāśca sandhiṁ karttayitvā corayituṁ śaknuvanti, tādṛśyāṁ medinyāṁ svārthaṁ dhanaṁ mā saṁcinuta|
28061400aa	kintu yatra sthāne kīṭāḥ kalaṅkāśca kṣayaṁ na nayanti, caurāśca sandhiṁ karttayitvā corayituṁ na śaknuvanti, tādṛśe svarge dhanaṁ sañcinuta|
2806150056	yasmāt yatra sthāne yuṣmāṁka dhanaṁ tatraiva khāne yuṣmākaṁ manāṁsi|
280616008b	locanaṁ dehasya pradīpakaṁ, tasmāt yadi tava locanaṁ prasannaṁ bhavati, tarhi tava kṛtsnaṁ vapu rdīptiyuktaṁ bhaviṣyati|
28061700af	kintu locane'prasanne tava kṛtsnaṁ vapuḥ tamisrayuktaṁ bhaviṣyati| ataeva yā dīptistvayi vidyate, sā yadi tamisrayuktā bhavati, tarhi tat tamisraṁ kiyan mahat|
28061800db	kopi manujo dvau prabhū sevituṁ na śaknoti, yasmād ekaṁ saṁmanya tadanyaṁ na sammanyate, yadvā ekatra mano nidhāya tadanyam avamanyate; tathā yūyamapīśvaraṁ lakṣmīñcetyubhe sevituṁ na śaknutha|
2806190117	aparam ahaṁ yuṣmabhyaṁ tathyaṁ kathayāmi, kiṁ bhakṣiṣyāmaḥ? kiṁ pāsyāmaḥ? iti prāṇadhāraṇāya mā cintayata; kiṁ paridhāsyāmaḥ? iti kāyarakṣaṇāya na cintayata; bhakṣyāt prāṇā vasanāñca vapūṁṣi kiṁ śreṣṭhāṇi na hi?
28061a00a9	vihāyaso vihaṅgamān vilokayata; tai rnopyate na kṛtyate bhāṇḍāgāre na sañcīyate'pi; tathāpi yuṣmākaṁ svargasthaḥ pitā tebhya āhāraṁ vitarati|
28061b0092	yūyaṁ tebhyaḥ kiṁ śreṣṭhā na bhavatha? yuṣmākaṁ kaścit manujaḥ cintayan nijāyuṣaḥ kṣaṇamapi varddhayituṁ śaknoti?
28061c00a1	aparaṁ vasanāya kutaścintayata? kṣetrotpannāni puṣpāṇi kathaṁ varddhante tadālocayata| tāni tantūn notpādayanti kimapi kāryyaṁ na kurvvanti;
28061d006a	tathāpyahaṁ yuṣmān vadāmi, sulemān tādṛg aiśvaryyavānapi tatpuṣpamiva vibhūṣito nāsīt|
28061e00d7	tasmāt kṣadya vidyamānaṁ ścaḥ cullyāṁ nikṣepsyate tādṛśaṁ yat kṣetrasthitaṁ kusumaṁ tat yadīścara itthaṁ bibhūṣayati, tarhi he stokapratyayino yuṣmān kiṁ na paridhāpayiṣyati?
28061f0063	tasmāt asmābhiḥ kimatsyate? kiñca pāyiṣyate? kiṁ vā paridhāyiṣyate, iti na cintayata|
280620007a	yasmāt devārccakā apīti ceṣṭante; eteṣu dravyeṣu prayojanamastīti yuṣmākaṁ svargasthaḥ pitā jānāti|
280621007a	ataeva prathamata īśvarīyarājyaṁ dharmmañca ceṣṭadhvaṁ, tata etāni vastūni yuṣmabhyaṁ pradāyiṣyante|
280622007b	śvaḥ kṛte mā cintayata, śvaeva svayaṁ svamuddiśya cintayiṣyati; adyatanī yā cintā sādyakṛte pracuratarā|
2807010056	yathā yūyaṁ doṣīkṛtā na bhavatha, tatkṛte'nyaṁ doṣiṇaṁ mā kuruta|
28070200f2	yato yādṛśena doṣeṇa yūyaṁ parān doṣiṇaḥ kurutha, tādṛśena doṣeṇa yūyamapi doṣīkṛtā bhaviṣyatha, anyañca yena parimāṇena yuṣmābhiḥ parimīyate, tenaiva parimāṇena yuṣmatkṛte parimāyiṣyate|
280703007a	aparañca nijanayane yā nāsā vidyate, tām anālocya tava sahajasya locane yat tṛṇam āste, tadeva kuto vīkṣase?
28070400b4	tava nijalocane nāsāyāṁ vidyamānāyāṁ, he bhrātaḥ, tava nayanāt tṛṇaṁ bahiṣyartuṁ anujānīhi, kathāmetāṁ nijasahajāya kathaṁ kathayituṁ śaknoṣi?
28070500a0	he kapaṭin, ādau nijanayanāt nāsāṁ bahiṣkuru tato nijadṛṣṭau suprasannāyāṁ tava bhrātṛ rlocanāt tṛṇaṁ bahiṣkartuṁ śakṣyasi|
28070600d7	anyañca sārameyebhyaḥ pavitravastūni mā vitarata, varāhāṇāṁ samakṣañca muktā mā nikṣipata; nikṣepaṇāt te tāḥ sarvvāḥ padai rdalayiṣyanti, parāvṛtya yuṣmānapi vidārayiṣyanti|
2807070095	yācadhvaṁ tato yuṣmabhyaṁ dāyiṣyate; mṛgayadhvaṁ tata uddeśaṁ lapsyadhve; dvāram āhata, tato yuṣmatkṛte muktaṁ bhaviṣyati|
2807080085	yasmād yena yācyate, tena labhyate; yena mṛgyate tenoddeśaḥ prāpyate; yena ca dvāram āhanyate, tatkṛte dvāraṁ mocyate|
2807090042	ātmajena pūpe prārthite tasmai pāṣāṇaṁ viśrāṇayati,
28070a0060	mīne yācite ca tasmai bhujagaṁ vitarati, etādṛśaḥ pitā yuṣmākaṁ madhye ka āste?
28070b00c0	tasmād yūyam abhadrāḥ santo'pi yadi nijabālakebhya uttamaṁ dravyaṁ dātuṁ jānītha, tarhi yuṣmākaṁ svargasthaḥ pitā svīyayācakebhyaḥ kimuttamāni vastūni na dāsyati?
28070c00c7	yūṣmān pratītareṣāṁ yādṛśo vyavahāro yuṣmākaṁ priyaḥ, yūyaṁ tān prati tādṛśāneva vyavahārān vidhatta; yasmād vyavasthābhaviṣyadvādināṁ vacanānām iti sāram|
28070d008e	saṅkīrṇadvāreṇa praviśata; yato narakagamanāya yad dvāraṁ tad vistīrṇaṁ yacca vartma tad bṛhat tena bahavaḥ praviśanti|
28070e008f	aparaṁ svargagamanāya yad dvāraṁ tat kīdṛk saṁkīrṇaṁ| yacca vartma tat kīdṛg durgamam| taduddeṣṭāraḥ kiyanto'lpāḥ|
28070f00ca	aparañca ye janā meṣaveśena yuṣmākaṁ samīpam āgacchanti, kintvantardurantā vṛkā etādṛśebhyo bhaviṣyadvādibhyaḥ sāvadhānā bhavata, yūyaṁ phalena tān paricetuṁ śaknutha|
2807100072	manujāḥ kiṁ kaṇṭakino vṛkṣād drākṣāphalāni śṛgālakolitaśca uḍumbaraphalāni śātayanti?
280711005b	tadvad uttama eva pādapa uttamaphalāni janayati, adhamapādapaevādhamaphalāni janayati|
2807120082	kintūttamapādapaḥ kadāpyadhamaphalāni janayituṁ na śaknoti, tathādhamopi pādapa uttamaphalāni janayituṁ na śaknoti|
2807130051	aparaṁ ye ye pādapā adhamaphalāni janayanti, te kṛttā vahnau kṣipyante|
280714002c	ataeva yūyaṁ phalena tān pariceṣyatha|
28071500ab	ye janā māṁ prabhuṁ vadanti, te sarvve svargarājyaṁ pravekṣyanti tanna, kintu yo mānavo mama svargasthasya pituriṣṭaṁ karmma karoti sa eva pravekṣyati|
28071600e5	tad dine bahavo māṁ vadiṣyanti, he prabho he prabho, tava nāmnā kimasmāmi rbhaviṣyadvākyaṁ na vyāhṛtaṁ? tava nāmnā bhūtāḥ kiṁ na tyājitāḥ? tava nāmnā kiṁ nānādbhutāni karmmāṇi na kṛtāni?
280717006d	tadāhaṁ vadiṣyāmi, he kukarmmakāriṇo yuṣmān ahaṁ na vedmi, yūyaṁ matsamīpād dūrībhavata|
280718007c	yaḥ kaścit mamaitāḥ kathāḥ śrutvā pālayati, sa pāṣāṇopari gṛhanirmmātrā jñāninā saha mayopamīyate|
2807190080	yato vṛṣṭau satyām āplāva āgate vāyau vāte ca teṣu tadgehaṁ lagneṣu pāṣāṇopari tasya bhittestanna patati
28071a0072	kintu yaḥ kaścit mamaitāḥ kathāḥ śrutvā na pālayati sa saikate gehanirmmātrā 'jñāninā upamīyate|
28071b007c	yato jalavṛṣṭau satyām āplāva āgate pavane vāte ca tai rgṛhe samāghāte tat patati tatpatanaṁ mahad bhavati|
28071c0057	yīśunaiteṣu vākyeṣu samāpiteṣu mānavāstadīyopadeśam āścaryyaṁ menire|
28071d0057	yasmāt sa upādhyāyā iva tān nopadideśa kintu samarthapuruṣa̮iva samupadideśa|
280801004b	yadā sa parvvatād avārohat tadā bahavo mānavāstatpaścād vavrajuḥ|
280802008e	ekaḥ kuṣṭhavān āgatya taṁ praṇamya babhāṣe, he prabho, yadi bhavān saṁmanyate, tarhi māṁ nirāmayaṁ karttuṁ śaknoti|
2808030098	tato yīśuḥ karaṁ prasāryya tasyāṅgaṁ spṛśan vyājahāra, sammanye'haṁ tvaṁ nirāmayo bhava; tena sa tatkṣaṇāt kuṣṭhenāmoci|
28080400dd	tato yīśustaṁ jagāda, avadhehi kathāmetāṁ kaścidapi mā brūhi, kintu yājakasya sannidhiṁ gatvā svātmānaṁ darśaya manujebhyo nijanirāmayatvaṁ pramāṇayituṁ mūsānirūpitaṁ dravyam utsṛja ca|
2808050080	tadanantaraṁ yīśunā kapharnāhūmnāmani nagare praviṣṭe kaścit śatasenāpatistatsamīpam āgatya vinīya babhāṣe,
2808060068	he prabho, madīya eko dāsaḥ pakṣāghātavyādhinā bhṛśaṁ vyathitaḥ, satu śayanīya āste|
2808070055	tadānīṁ yīśustasmai kathitavān, ahaṁ gatvā taṁ nirāmayaṁ kariṣyāmi|
28080800bd	tataḥ sa śatasenāpatiḥ pratyavadat, he prabho, bhavān yat mama gehamadhyaṁ yāti tadyogyabhājanaṁ nāhamasmi; vāṅmātram ādiśatu, tenaiva mama dāso nirāmayo bhaviṣyati|
28080900cc	yato mayi paranidhne'pi mama nideśavaśyāḥ kati kati senāḥ santi, tata ekasmin yāhītyukte sa yāti, tadanyasmin ehītyukte sa āyāti, tathā mama nijadāse karmmaitat kurvvityukte sa tat karoti|
28080a00cc	tadānīṁ yīśustasyaitat vaco niśamya vismayāpanno'bhūt; nijapaścādgāmino mānavān avocca, yuṣmān tathyaṁ vacmi, isrāyelīyalokānāṁ madhye'pi naitādṛśo viśvāso mayā prāptaḥ|
28080b009d	anyaccāhaṁ yuṣmān vadāmi, bahavaḥ pūrvvasyāḥ paścimāyāśca diśa āgatya ibrāhīmā ishākā yākūbā ca sākam militvā samupavekṣyanti;
28080c0070	kintu yatra sthāne rodanadantagharṣaṇe bhavatastasmin bahirbhūtatamisre rājyasya santānā nikṣesyante|
28080d00a9	tataḥ paraṁ yīśustaṁ śatasenāpatiṁ jagāda, yāhi, tava pratītyanusārato maṅgalaṁ bhūyāt; tadā tasminneva daṇḍe tadīyadāso nirāmayo babhūva|
28080e0081	anantaraṁ yīśuḥ pitarasya gehamupasthāya jvareṇa pīḍitāṁ śayanīyasthitāṁ tasya śvaśrūṁ vīkṣāñcakre|
28080f006a	tatastena tasyāḥ karasya spṛṣṭatavāt jvarastāṁ tatyāja, tadā sā samutthāya tān siṣeve|
28081000bc	anantaraṁ sandhyāyāṁ satyāṁ bahuśo bhūtagrastamanujān tasya samīpam āninyuḥ sa ca vākyena bhūtān tyājayāmāsa, sarvvaprakārapīḍitajanāṁśca nirāmayān cakāra;
28081100c8	tasmāt, sarvvā durbbalatāsmākaṁ tenaiva paridhāritā| asmākaṁ sakalaṁ vyādhiṁ saeva saṁgṛhītavān| yadetadvacanaṁ yiśayiyabhaviṣyadvādinoktamāsīt, tattadā saphalamabhavat|
280812006c	anantaraṁ yīśuścaturdikṣu jananivahaṁ vilokya taṭinyāḥ pāraṁ yātuṁ śiṣyān ādideśa|
280813007a	tadānīm eka upādhyāya āgatya kathitavān, he guro, bhavān yatra yāsyati tatrāhamapi bhavataḥ paścād yāsyāmi|
28081400bb	tato yīśu rjagāda, kroṣṭuḥ sthātuṁ sthānaṁ vidyate, vihāyaso vihaṅgamānāṁ nīḍāni ca santi; kintu manuṣyaputrasya śiraḥ sthāpayituṁ sthānaṁ na vidyate|
280815008e	anantaram apara ekaḥ śiṣyastaṁ babhāṣe, he prabho, prathamato mama pitaraṁ śmaśāne nidhātuṁ gamanārthaṁ mām anumanyasva|
280816005a	tato yīśuruktavān mṛtā mṛtān śmaśāne nidadhatu, tvaṁ mama paścād āgaccha|
2808170049	anantaraṁ tasmin nāvamārūḍhe tasya śiṣyāstatpaścāt jagmuḥ|
28081800b2	paścāt sāgarasya madhyaṁ teṣu gateṣu tādṛśaḥ prabalo jhañbhśanila udatiṣṭhat, yena mahātaraṅga utthāya taraṇiṁ chāditavān, kintu sa nidrita āsīt|
2808190092	tadā śiṣyā āgatya tasya nidrābhaṅgaṁ kṛtvā kathayāmāsuḥ, he prabho, vayaṁ mriyāmahe, bhavān asmākaṁ prāṇān rakṣatu|
28081a0093	tadā sa tān uktavān, he alpaviśvāsino yūyaṁ kuto vibhītha? tataḥ sa utthāya vātaṁ sāgarañca tarjayāmāsa, tato nirvvātamabhavat|
28081b0082	aparaṁ manujā vismayaṁ vilokya kathayāmāsuḥ, aho vātasaritpatī asya kimājñāgrāhiṇau? kīdṛśo'yaṁ mānavaḥ|
28081c00f4	anantaraṁ sa pāraṁ gatvā giderīyadeśam upasthitavān; tadā dvau bhūtagrastamanujau śmaśānasthānād bahi rbhūtvā taṁ sākṣāt kṛtavantau, tāvetādṛśau pracaṇḍāvāstāṁ yat tena sthānena kopi yātuṁ nāśaknot|
28081d00b3	tāvucaiḥ kathayāmāsatuḥ, he īśvarasya sūno yīśo, tvayā sākam āvayoḥ kaḥ sambandhaḥ? nirūpitakālāt prāgeva kimāvābhyāṁ yātanāṁ dātum atrāgatosi?
28081e004a	tadānīṁ tābhyāṁ kiñcid dūre varāhāṇām eko mahāvrajo'carat|
28081f0087	tato bhūtau tau tasyāntike vinīya kathayāmāsatuḥ, yadyāvāṁ tyājayasi, tarhi varāhāṇāṁ madhyevrajam āvāṁ preraya|
28082000bf	tadā yīśuravadat yātaṁ, anantaraṁ tau yadā manujau vihāya varāhān āśritavantau, tadā te sarvve varāhā uccasthānāt mahājavena dhāvantaḥ sāgarīyatoye majjanto mamruḥ|
2808210080	tato varāharakṣakāḥ palāyamānā madhyenagaraṁ tau bhūtagrastau prati yadyad aghaṭata, tāḥ sarvvavārttā avadan|
2808220098	tato nāgarikāḥ sarvve manujā yīśuṁ sākṣāt karttuṁ bahirāyātāḥ tañca vilokya prārthayāñcakrire bhavān asmākaṁ sīmāto yātu|
280901004d	anantaraṁ yīśu rnaukāmāruhya punaḥ pāramāgatya nijagrāmam āyayau|
28090200f5	tataḥ katipayā janā ekaṁ pakṣāghātinaṁ svaṭṭopari śāyayitvā tatsamīpam ānayan; tato yīśusteṣāṁ pratītiṁ vijñāya taṁ pakṣāghātinaṁ jagāda, he putra, susthiro bhava, tava kaluṣasya marṣaṇaṁ jātam|
2809030067	tāṁ kathāṁ niśamya kiyanta upādhyāyā manaḥsu cintitavanta eṣa manuja īśvaraṁ nindati|
2809040083	tataḥ sa teṣām etādṛśīṁ cintāṁ vijñāya kathitavān, yūyaṁ manaḥsu kṛta etādṛśīṁ kucintāṁ kurutha?
280905007b	tava pāpamarṣaṇaṁ jātaṁ, yadvā tvamutthāya gaccha, dvayoranayo rvākyayoḥ kiṁ vākyaṁ vaktuṁ sugamaṁ?
28090600d3	kintu medinyāṁ kaluṣaṁ kṣamituṁ manujasutasya sāmarthyamastīti yūyaṁ yathā jānītha, tadarthaṁ sa taṁ pakṣāghātinaṁ gaditavān, uttiṣṭha, nijaśayanīyaṁ ādāya gehaṁ gaccha|
280907003d	tataḥ sa tatkṣaṇād utthāya nijagehaṁ prasthitavān|
2809080097	mānavā itthaṁ vilokya vismayaṁ menire, īśvareṇa mānavāya sāmarthyam īdṛśaṁ dattaṁ iti kāraṇāt taṁ dhanyaṁ babhāṣire ca|
28090900d7	anantaraṁ yīśustatsthānād gacchan gacchan karasaṁgrahasthāne samupaviṣṭaṁ mathināmānam ekaṁ manujaṁ vilokya taṁ babhāṣe, mama paścād āgaccha, tataḥ sa utthāya tasya paścād vavrāja|
28090a00ae	tataḥ paraṁ yīśau gṛhe bhoktum upaviṣṭe bahavaḥ karasaṁgrāhiṇaḥ kaluṣiṇaśca mānavā āgatya tena sākaṁ tasya śiṣyaiśca sākam upaviviśuḥ|
28090b009d	phirūśinastad dṛṣṭvā tasya śiṣyān babhāṣire, yuṣmākaṁ guruḥ kiṁ nimittaṁ karasaṁgrāhibhiḥ kaluṣibhiśca sākaṁ bhuṁkte?
28090c0085	yīśustat śrutvā tān pratyavadat, nirāmayalokānāṁ cikitsakena prayojanaṁ nāsti, kintu sāmayalokānāṁ prayojanamāste|
28090d00e0	ato yūyaṁ yātvā vacanasyāsyārthaṁ śikṣadhvam, dayāyāṁ me yathā prīti rna tathā yajñakarmmaṇi|yato'haṁ dhārmmikān āhvātuṁ nāgato'smi kintu manaḥ parivarttayituṁ pāpina āhvātum āgato'smi|
28090e00a4	anantaraṁ yohanaḥ śiṣyāstasya samīpam āgatya kathayāmāsuḥ, phirūśino vayañca punaḥ punarupavasāmaḥ, kintu tava śiṣyā nopavasanti, kutaḥ?
28090f00f6	tadā yīśustān avocat yāvat sakhīnāṁ saṁṅge kanyāyā varastiṣṭhati, tāvat kiṁ te vilāpaṁ karttuṁ śakluvanti? kintu yadā teṣāṁ saṁṅgād varaṁ nayanti, tādṛśaḥ samaya āgamiṣyati, tadā te upavatsyanti|
280910008d	purātanavasane kopi navīnavastraṁ na yojayati, yasmāt tena yojitena purātanavasanaṁ chinatti tacchidrañca bahukutsitaṁ dṛśyate|
2809110101	anyañca purātanakutvāṁ kopi navānagostanīrasaṁ na nidadhāti, yasmāt tathā kṛte kutū rvidīryyate tena gostanīrasaḥ patati kutūśca naśyati; tasmāt navīnāyāṁ kutvāṁ navīno gostanīrasaḥ sthāpyate, tena dvayoravanaṁ bhavati|
28091200c5	aparaṁ tenaitatkathākathanakāle eko'dhipatistaṁ praṇamya babhāṣe, mama duhitā prāyeṇaitāvatkāle mṛtā, tasmād bhavānāgatya tasyā gātre hastamarpayatu, tena sā jīviṣyati|
280913004b	tadānīṁ yīśuḥ śiṣyaiḥ sākam utthāya tasya paścād vavrāja|
2809140086	ityanantare dvādaśavatsarān yāvat pradarāmayena śīrṇaikā nārī tasya paścād āgatya tasya vasanasya granthiṁ pasparśa;
2809150072	yasmāt mayā kevalaṁ tasya vasanaṁ spṛṣṭvā svāsthyaṁ prāpsyate, sā nārīti manasi niścitavatī|
28091600b1	tato yīśurvadanaṁ parāvarttya tāṁ jagāda, he kanye, tvaṁ susthirā bhava, tava viśvāsastvāṁ svasthāmakārṣīt| etadvākye gaditaeva sā yoṣit svasthābhūt|
2809170079	aparaṁ yīśustasyādhyakṣasya gehaṁ gatvā vādakaprabhṛtīn bahūn lokān śabdāyamānān vilokya tān avadat,
2809180062	panthānaṁ tyaja, kanyeyaṁ nāmriyata nidritāste; kathāmetāṁ śrutvā te tamupajahasuḥ|
2809190071	kintu sarvveṣu bahiṣkṛteṣu so'bhyantaraṁ gatvā kanyāyāḥ karaṁ dhṛtavān, tena sodatiṣṭhat;
28091a0042	tatastatkarmmaṇo yaśaḥ kṛtsnaṁ taṁ deśaṁ vyāptavat|
28091b00b7	tataḥ paraṁ yīśustasmāt sthānād yātrāṁ cakāra; tadā he dāyūdaḥ santāna, asmān dayasva, iti vadantau dvau janāvandhau procairāhūyantau tatpaścād vavrajatuḥ|
28091c00eb	tato yīśau gehamadhyaṁ praviṣṭaṁ tāvapi tasya samīpam upasthitavantau, tadānīṁ sa tau pṛṣṭavān karmmaitat karttuṁ mama sāmarthyam āste, yuvāṁ kimiti pratīthaḥ? tadā tau pratyūcatuḥ, satyaṁ prabho|
28091d00a9	tadānīṁ sa tayo rlocanāni spṛśan babhāṣe, yuvayoḥ pratītyanusārād yuvayo rmaṅgalaṁ bhūyāt| tena tatkṣaṇāt tayo rnetrāṇi prasannānyabhavan,
28091e0069	paścād yīśustau dṛḍhamājñāpya jagāda, avadhattam etāṁ kathāṁ kopi manujo ma jānīyāt|
28091f0053	kintu tau prasthāya tasmin kṛtsne deśe tasya kīrttiṁ prakāśayāmāsatuḥ|
280920006a	aparaṁ tau bahiryāta etasminnantare manujā ekaṁ bhūtagrastamūkaṁ tasya samīpam ānītavantaḥ|
28092100a5	tena bhūte tyājite sa mūkaḥ kathāṁ kathayituṁ prārabhata, tena janā vismayaṁ vijñāya kathayāmāsuḥ, isrāyelo vaṁśe kadāpi nedṛgadṛśyata;
2809220051	kintu phirūśinaḥ kathayāñcakruḥ bhūtādhipatinā sa bhūtān tyājayati|
28092300e0	tataḥ paraṁ yīśusteṣāṁ bhajanabhavana upadiśan rājyasya susaṁvādaṁ pracārayan lokānāṁ yasya ya āmayo yā ca pīḍāsīt, tān śamayan śamayaṁśca sarvvāṇi nagarāṇi grāmāṁśca babhrāma|
2809240077	anyañca manujān vyākulān arakṣakameṣāniva ca tyaktān nirīkṣya teṣu kāruṇikaḥ san śiṣyān avadat,
280925003b	śasyāni pracurāṇi santi, kintu chettāraḥ stokāḥ|
2809260050	kṣetraṁ pratyaparān chedakān prahetuṁ śasyasvāminaṁ prārthayadhvam|
280a010097	anantaraṁ yīśu rdvādaśaśiṣyān āhūyāmedhyabhūtān tyājayituṁ sarvvaprakārarogān pīḍāśca śamayituṁ tebhyaḥ sāmarthyamadāt|
280a0200a5	teṣāṁ dvādaśapreṣyāṇāṁ nāmānyetāni| prathamaṁ śimon yaṁ pitaraṁ vadanti, tataḥ paraṁ tasya sahaja āndriyaḥ, sivadiyasya putro yākūb
280a030062	tasya sahajo yohan; philip barthalamay thomāḥ karasaṁgrāhī mathiḥ, ālpheyaputro yākūb,
280a040055	kinānīyaḥ śimon, ya īṣkariyotīyayihūdāḥ khrīṣṭaṁ parakare'rpayat|
280a05009a	etān dvādaśaśiṣyān yīśuḥ preṣayan ityājñāpayat, yūyam anyadeśīyānāṁ padavīṁ śemiroṇīyānāṁ kimapi nagarañca na praviśye
280a060045	isrāyelgotrasya hāritā ye ye meṣāsteṣāmeva samīpaṁ yāta|
280a070054	gatvā gatvā svargasya rājatvaṁ savidhamabhavat, etāṁ kathāṁ pracārayata|
280a0800b4	āmayagrastān svasthān kuruta, kuṣṭhinaḥ pariṣkuruta, mṛtalokān jīvayata, bhūtān tyājayata, vinā mūlyaṁ yūyam alabhadhvaṁ vinaiva mūlyaṁ viśrāṇayata|
280a090056	kintu sveṣāṁ kaṭibandheṣu svarṇarūpyatāmrāṇāṁ kimapi na gṛhlīta|
280a0a009c	anyacca yātrāyai celasampuṭaṁ vā dvitīyavasanaṁ vā pāduke vā yaṣṭiḥ, etān mā gṛhlīta, yataḥ kāryyakṛt bharttuṁ yogyo bhavati|
280a0b008d	aparaṁ yūyaṁ yat puraṁ yañca grāmaṁ praviśatha, tatra yo jano yogyapātraṁ tamavagatya yānakālaṁ yāvat tatra tiṣṭhata|
280a0c0044	yadā yūyaṁ tadgehaṁ praviśatha, tadā tamāśiṣaṁ vadata|
280a0d0077	yadi sa yogyapātraṁ bhavati, tarhi tatkalyāṇaṁ tasmai bhaviṣyati, nocet sāśīryuṣmabhyameva bhaviṣyati|
280a0e00a2	kintu ye janā yuṣmākamātithyaṁ na vidadhati yuṣmākaṁ kathāñca na śṛṇvanti teṣāṁ gehāt purādvā prasthānakāle svapadūlīḥ pātayata|
280a0f0074	yuṣmānahaṁ tathyaṁ vacmi vicāradine tatpurasya daśātaḥ sidomamorāpurayordaśā sahyatarā bhaviṣyati|
280a100090	paśyata, vṛkayūthamadhye meṣaḥ yathāvistathā yuṣmāna prahiṇomi, tasmād yūyam ahiriva satarkāḥ kapotāivāhiṁsakā bhavata|
280a11007e	nṛbhyaḥ sāvadhānā bhavata; yatastai ryūyaṁ rājasaṁsadi samarpiṣyadhve teṣāṁ bhajanagehe prahāriṣyadhve|
280a12007c	yūyaṁ mannāmahetoḥ śāstṛṇāṁ rājñāñca samakṣaṁ tānanyadeśinaścādhi sākṣitvārthamāneṣyadhve|
