2800000007	Amatayo
28122000a3	Penapo bhena amwenye bhakankema bhenabho antumichi, bhakaalobholela, ‘Mwenga ngabha antumichi bhammbone! Nkanyopa nenga, na nenga ngannekelela ligambo linu lyoa.
2812210066	Bholi, jangapalikwa namwenga kunmmonela kia ntumichi nnyinu handa nanenga chingammonela kia mwenga?’
2812220083	Penapo amwenye bhenabho hikanchimwa muno, bhakaatabha mu nyuumba ja kutabhila bhandu bhannagie mpaka pabhapakulepa ligambo lyoa.”
28122300b0	“Ayesu bhakajomola kwa kulongela, Atati bhangu bha kunani kwa Annoongo chibhapakuntendelanga hela hela handa mwangota ngaalekeleanga anung'una bhabhe kwa ntima gwabhe goa.”
2813010097	Ayesu pabhakajomola kulongela malobhe genago, bhakabhoka ku chilambo cha ku Galilaya bhakajenda ku chilambo cha Yudea, kuntundu ja loochi lwa Yoludani.
2813020066	Nkutuli nkolongwa gwa bhandu gukaakagula konokwe, na bhenaangota bhakaalamianga bhabhakibha na itamwa.
2813030075	Bhangi bha Mafalisayo bhakahika, bhakakonya, “Bholi, hipalikwa amundu kwaaleka hanu bhabhe kwa kulemwa kohakola?”
28130400a2	Ayesu bhakaajangula, “Bholi, mwangachomanga mu Majaandiko ga Annoongo, kubhee Annoongo bhabhakaatenda amundu tangu kandahi, nga bhakaatenda hanalome na haikege?
28130500a4	Na Annoongo bhakalobhola, ‘Ligongo helyo mwanalome bhapakwaaleka atati na anyongo bhabhe, bhapakondekana na hanu bhabhe, bhoa bhabhele bhapakubhehe mmele gumo?’
2813060081	Henela, bhenaangota ngabha bhabhele kabhele, nambo mmele gumo. Bahi, chibhachilondanike Annoongo, amundu bhakoto kuchilekania.”
2813070093	Nambo bhenaangota Mafalisayo bhakaakonya, “Kwaniki, bahi, Amusa bhakatulagia hanalome bhaajandikile malobhe ga ulekani hanu mundu na kwaaleka?”
28130800ad	Ayesu bhakaajangula, “Amusa bhakannyeketela kwaaleka hanu bhinu ligongo lya mwangota nga bhandu bha kulimba yakubhee ngajiganikwa. Nambo pena kandahi ngakibha hopo henela.
28130900b6	Nenga nannobholelanga, amundu bhoabhala jujwapakwaaleka hanu bhabhe ligongo lyoalyela ngabha ligongo lya ngongola, handa bhapakulombela haikege bhangi, bhenabho bhatenda ngongola.”
28130a007b	Bhabhaajigana bhabhe bhakaalobholela, “Handa hikubho ya analome na haikege nga henela, mbaya kutama pangali kulombela.”
28130b0083	Ayesu bhakaalobholela, “Nga bhoa bhabhakombola kupokela majigano haga, nambo kwa bhenibhala Annoongo bhabhatekwapekea ngani hejo.
28130c0159	Kwa kubhehe kutekubhee na hilebhe hijingi hiyatendanga bhandu bhakoto kulombela, bhangi ligongo lya chibhelekwa, bhangi bhatekutendelwa na bhandu bhakoto kubhee na machili gakombola kulombela, na bhangi bhatekuamua bheene akaangweto ngaalombela ligongo lya Umwenye gwa kunani kulihunde. Bhakombolanga kulipokela helye lijigano na bhalipokele.”
28130d00a8	Ngapena bhandu bhakaaletanga bhana kwa Ayesu ili bhaabhekele mabhoko na kwaajopelanga. Nambo bhabhachijigana bhebhe bhakaakanikianga bhenibhala bhandu bhabhakaaletanga.
28130e00c1	Ayesu akalobhola, “Mwaalekange bhena bhana bhachoko bhaikange kwaachangu, wala nkotokwaahibhilanga, kwa kubhee Umwenye gwa kunani kwa Annoongo nga gwa bhandu bhabhilinge handa habha bhana.”
28130f0037	Bahi, bhakaabhekela mabhoko, ngapena bhakabhoka penapo.
2813100092	Mundu jumo akola hilebhe akaajendelela Ayesu na kwaakonya, “Bhannyigana, ndende chilebhe niki chammbone ili nigupate umomi gwa machobha goha?”
28131100cf	Ayesu akaajangula, “Mboni ntenda kukonya nnani ja chilebhe chammbone? Jwaakwa jwabhii jwammbone ila jumo tu, nga Annoongo. Nambo handa mpala kujingila mu umomi gwa machobha goa mgakamule malagilo gabhe.”
2813120099	Jonijola mundu akaakonya, “Malagilo niki?” Ayesu akaajangula, “Nkotokoma, nkoto kutenda ngongola, nkotokujibha na nkoto kulobhola malobhe ga unami,
281313004b	mwaatopee atati bhinu na anyongo bhinu na mwaapale ajinu handa mwabhene.”
281314004e	Jonijola kakombo akalobhola, “Gena goha ndekugatenda, ndende niki chengi?”
28131500f8	Ayesu akaalobholela, “Handa mpala kubhee handa henela Annoongo chibhapala, nnyaule nkauche hilebhe yoha mmi nayo na yene mbiha nkaapekeange akaahocho, na mwenga mpakubhee na chilebhe chammbone kunani kwa Annoongo. Ngapena nhike, ngagule nenga.”
2813160064	Jonijola kakombo paakajoha genago akajaula kongo atekuchimwa ligongo akibha na hilebhe hijingi muno.
28131700b5	Penapo Ayesu akaalobholela bhabhaajigana bhabhe, “Kweli ndendakunnobholelanga, hipakubhee kulimba kwa mundu jwabhi na hilebhe hijingi kujingila mu Umwenye gwa kunani kwa Annoongo.
28131800c8	Kabhele ndendakunnobholelanga, ngabha kulimba muno kwa chinyama chichikemwa ngamia kupeta palipobhole lya chindano, ila ngabha kwa mundu jwabhi na hilebhe hijingi kujingila mu Umwenye gwa Annoongo.”
2813190078	Bhabhaajigana bhabhe pabhakajoha genago, bhakakangachanga muno na kwaakonya, “Nga aganiki bahi jwaakombola kuokoka?”
28131a0086	Nambo Ayesu akabhalolanga, akabhalobholelanga, “Chikubho hecho ngakomboleka kwa bhandu, nambo kwa Annoongo goa gatenda komboleka.”
28131b0063	Ngapena Apetulo akalobhola, “Nnole,” “Tulekite hilebhe yoha na kunkagula. Tupakupata niki?”
28131c011d	Ayesu akaalobholelanga, “Nannobholelanga kweli, Mwana jwa Mundu chibhapakutama pachitengu chabhe cha Umwenye cha kung'anyima pachilambo chiyono, na mwangota bhanngagulanga mpakutama pahitengu komi na hibhele kongo mmikuhukumulanga hilongelo komi na bhele ya chilambo cha ku Isilaeli.
28131d00e1	Helahela mundu joajola jwaalekite nyuumba, au akaanung'una mundu, au akaalombo, au atati, au anyongo au bhana, au migonda, ligongo lya nenga, apakupokela mala mia kupunda chenichela chibhaatendite, na kupata umomi gwangapela.
28131e0072	Nambo bhabhilinge bhakujemeka, bhapakubhee bha kujomolekea, na bhabhii bha kujomolekea bhapakubhee bhakujemeka.”
28140100a9	“Umwenye gwa kunani kwa Annoongo gulandana na mundu jwalemite ng'onda gwa mizabibu, yakubhee bhakabhoka kundabhi muno na kwaakamuanga bhandu mahengo mu ng'onda gwabhe.
2814020090	Na bhena paakajomola kondana nabho na akaalemi kwaalepa mbiha dinali jimo kwa lichobha, ngapena akabhapelekanga mu nng'onda gwabhe gwa mizabibu.
2814030063	Akabhoka saa tatu kundabhi, akabhona bhandu bhangi bhatekujema pakutendela malonda, bhanga mahengo,
281404007d	akaalobholelanga, ‘Nnyaulange mwangota nkatendange lihengo mu nng'onda gwa mizabibu, na nenga mbakunnepanga chiipalikwa.’
2814050066	Bahi, bhakajaulanga. Bhena akola nng'onda bhakabhoka kabhele saa sita na saa ticha, bhakatenda hiyoyo.
28140600e5	Lyobha palikatipika akabhoka kabhele akajaula palubhanja pabhauchilanga bhandu hilebhe na akaakolelanga bhandu bhangi tangu bhajemite pangali lihengo. Akaakonyanga, ‘Kwaniki nnyemite pambani muhi goa pangali kutenda lihengo?’
28140700b0	Na bhenaangota bhakaajangula, ‘Kwa kubhee jwakwa mundu jwaatupekie lihengo.’ Akaalobholelanga, ‘Nnyaulange na mwangota nkatendange mahengo mu nng'onda gwa mizabibu.’”
28140800f0	“Pajikahika kimuho, jonijola akola nng'onda akaalobholelanga bhakujemelela bhabhe, ‘Mwaakemange akaalemi, mwaalepe ulohi gwabhenji, nnyemeke kwaalepa bhabhakajomolekea kuhika na nyomolekee kwalepa bhenibhala bhabhakajemekanga kuhika.’
2814090072	Ngapena bhakahikanga bhenibhala bhabhapekiwe mahengo saa komi na jimo, bhakapokelanga kila jumo mbiha dinali jimo.
28140a00a3	Henela bhenibhala bhabhakalongelela kupekewa mahengo, bhakaganikianga bhapakulepwanga kupunda, na bhenaangota bhakapekewa kila jumo jwabhe malepo ga lichobha limo.
28140b0077	Bahi, bhakapokelanga mbiha yabhenji, na bhangachukanga henela bhakaakokolekela akola nng'onda mwangatutendela yammbone.
28140c00dd	Bhakalobholanga, ‘Habha bhandu bhabhakajomolekewa kwaakamua mahengo bhatenditinge mahengo kwa muda gwa lichaa limo tu, mboni ntutendile kulandana na bhenaangota wakati twenga tutekupumuilia kutenda lihengo muhi goha!’
28140d0094	Penapo bhenibhala akola nng'onda bhakaajangula jumo jwabhe, ‘Aganja,’ ‘Nangamponja chilebhe, bholi, mwangalagana na nenga kunepa kwa lichobha?
28140e0064	Ntole ulohi gwinu na nnyaule kwaachinu. Mbala kunnepa hojo mundu bhakujomolekea kulandana na mwenga.
28140f0073	Bholi, mbalikwa hopo kutenda chimbala na ulohi gwangu? Au ntenda kulola bwihu kwa kubhee nenga nga bhammbone?’”
281410009a	Ngapena Ayesu akalobhola, “Bhoa bhabhabhilinge bhakujomolekea bhapakubhee bhakujemeka, na bhoa bhabhabhilinge bhakujemeka bhapakubhee bhakujomolekea.”
28141100a0	Ayesu paakibha atenda kujaula kuchilambo cha ku Yelusalemu, akaapetulanga bhenibhala bhabhaajigana komi na bhabhele pajika jabhenji, na nndela akaalobholelanga,
28141200e6	Nnyoanikiange! Akaalobholelanga kubhee, “Tutenda kujenda kuchilambo cha ku Yelusalemu, na konokwe Mwana jwa Mundu apakubhekwa mmabhoko ga akakolo bha akaakung'i na bhabhajigana Malagilo na bhenaangota bhapakwaahukumula akomekwe.
28141300bd	Ngapena bhapakwaapeleka kwa bhandu bhangabhee Bhayahudi bhapatange kwaatendelanga mbeenje, na kwaapota mihimbati, na kwaabhamba panchalaba na kwaakoma, nambo lichobha lya tatu apakuyoka.”
2814140077	Ngapena ahanu bha Azebedayo pamo na bhana bhabhe bhakaajendelela Ayesu bhakaatindibhalila majugwa na kwaajopa chilebhe.
28141500cf	Ayesu bhakaakonya, “Bholi, mpala niki?” Nabhena ahikege bhakajangula, “Nnobholele kweli mu Umwenye gwinu, habha bhana bhangu bhabhele bhapakutamanga jumo kunnelo, na jongi kunchiji mu Umwenye gwinu.”
28141600d4	Ayesu bhakajangula, “Ngachimanya chinnyopanga nga chiniki. Bholi, nkombolanga kuching'wela chikombe cha kulaga ching'wela nenga yakubhee mmi kubhandikila kuching'wela?” Bhakajangulanga, “Tutenda kombola.”
28141700de	Ayesu bhakaalobholelanga, “Kweli mpakung'wela chikombe changu, nambo kutama upande gwangu gwa kunnelo au kunchiji ngabha mamulaka gangu kunnpekeanga, nambo bhapakupatanga bhenibhala bhabhekitwe tayali na Atati bhangu.”
281418006c	Bhenibhala bhabhaajigana komi bhangi pabhakajohanga genago, bhakaachimwanga bhena angota Ayakobo na Ayohana.
28141900eb	Ngapena Ayesu akaakemanga bhoa pamo na kwaalobholelanga, “Ntendakuhimanyanga kubhee chilongola cha bhandu bhanga Bhayahudi, bhatenda kwaatabhalanga bhandu bhabhenji kwa machili, na bhabhaatandaha bhandu na kulangia mamulaka gabhenji.
28141a007b	Nambo kwaachinu ikoto kubhee henela, nambo bhabhapala kubhee chilongola nkati jinunji bhapalikwa kubhee antumichi bhinunji,
28141b005c	na mundu johajola jwaapala kubhee chilongola kwaachinunji bhapalikwa kwaatumikilanga bhangi.
28141c0089	Handa henela Mwana jwa Mundu jwangahika ili kwaatumikila, nambo kutumikila na kugubhoa umomi gwabhe ili kwaakomboanga bhandu bhajingi.”
28141d0060	Ayesu paakabhoka kuchilambo cha ku Yeliko na bhabhaajigana bhabhe, bhandu bhajingi bhakaakagula.
28141e00d6	Bahi, pakibha na bhangalola bhabhele bhatamitinge nngulugulu ja ndela, na bhenaangota pabhakajoha Ayesu bhatenda kupeta, bhakaajaomboa lilobhe, bhabhi kulobholanga, “Hangwana, Mwana jwa Adaudi, ntukolele kiha!”
28141f00b2	Lyenilyela lilubhalo lya bhandu likaakalipila na kwaalobholelanga bhakotokange. Nambo bhenangota bhakapundanga kujomboa lilobhe, “Hangwana, Mwana jwa Adaudi, ntukolele kiha!”
2814200050	Ayesu akajema na akaakemanga na kwaakonyanga, “Mpalanga nintendelange niki?”
281421002d	Bhakaajangula, “Hangwana, tupala tulole.”
2814220059	Bahi, Ayesu akaabhonela kiha, akaakwanga miho gabhenji, na popopo bhakakombolanga kulola.
28150100bf	Ayesu na bhabhachijigana bhabhe pabhakahika mu chijiji cha Betifage, mu litombi lya Mizeituni kubhandikila na kuchilambo cha ku Yelusalemu, ngapena Ayesu apakwatumanga bhabhaajigana bhabhele,
28150200a4	akaalobholelanga, “Nnyaulange mu chijiji chichibhii nnongi jinu na mpakunkolela liponda atabhitwe pamo na mwana jwakwe. Nkaajogolelange na mwaaletange kwaachangu.
2815030077	Na handa amundu bhankonyitinge, mwaalobholele, ‘Hangwana bhatenda kwaapala.’ Na bhena bhapakunnekanga guna kamo.”
281504005e	Chikubho hecho chikatendeka ili genigala gagakalobholekwa na akaalondoi bha Annoongo gakweele,
28150500a5	“Mwalobhelele bhandu bha chilambo cha ku Yelusalemu Nnole, Amwenye bhinu bhatendakuhika! Bhabhi na kiha na bhatekwela liponda, mwana liponda, mwana jwa liponda.”
2815060058	Henela, bhenibhala bhabhachijigana bhabhe bhakajaulanga handa bhabhakalagikiwa na Ayesu.
281507007b	Bhakaaleta bhenibhala liponda na mwana jwakwe, bhakatandika ngobho yabhenji nnani jabhenji na Ayesu bhakatama panani jakwe.
2815080087	Nkutuli gwa bhandu bhajingi bhakatandikanga ngobho yabhenji nndela, na bhandu bhangi bhakaeketanga nyaambi ya mikongo kuijanjaa nndela.
281509011d	Nkutuli gwa bhandu gugukalongolela nnongi ja Ayesu na nkutuli gugukaakagula kuyetu gwoa gukapotanga nyenye bhabhi kulobholanga, “Alumbalilwe mwana jwa Adaudi! Atekutendelwa gammbone bhenabho bhabhahika kwa lihina lya Hangwana! Alumbalilwe Annoongo bhabhabhile kunani kwa Annoongo!”
28150a0084	Ayesu pabhakajingila chilambo cha ku Yelusalemu, chilambo choha chikapupulika. Bhandu bhatendita konyananga, “Hojo nga aganiki?”
28150b007a	Bhandu bhabhakibha mu lyenilyela lilubhalo bhakalobholanga, “Hojo nga Ayesu bha ku Nazaleti chilambo cha ku Galilaya.”
28150c00f1	Ngapena Ayesu akahika mu Nyuumba ja Annoongo, akaabhabhenga bhandu panja bhabhakibha bhatenda kuemela na kuuchanga hilebhe mu Nyuumba ja Annoongo, bhakahipendekula mecha ya bhabhatindigana mbiya, na hitengu yabhenji bhabhahuchitanga nguunda,
28150d00ad	na kwalobholelanga, “Jijaandikwe mu Majandiko ga Annoongo, ‘Nyumba jangu jipakemwa nyumba ja kujopela.’ Nambo mwangota ntekujitendanga kubhee likunguni ja akaabwii.”
28150e0071	Bhangalolanga na akanangwabha bhangi bhakaajendelela Ayesu mu Nyuumba ja Annoongo, na bhena Ayesu bhakaalamianga.
28150f00f6	Nambo akaakung'i akolongwa na bhabhajigana Malagilo ga Amusa pabhakagalola yakangachika gagatendikwe na Ayesu, na bhana bhapalianga lilobhe lyabhenji mu Nyuumba ja Annoongo bhabhikulobholanga, “Bhalumbalilwe Mwana jwa Adaudi,” bhakachimwanga.
28151000f5	Henela bhakaakonya Ayesu, “Bholi, ngajoa chibhalongela bhana?” Ayesu akabhajangulanga, “Eloo, ndendakujoha,” Bholi “Mwangapatanga kuchoma Majandiko gangani? ‘Kwa kang'wa ya bhana bhachoko na hilemba bhatendakunnumbalila mwenga.’”
2815110053	Ayesu bhakabhoka penapo na kujaula ku chilambo cha ku Betania, bhakagoloka konokwe.
281512006c	Ayesu akobhoka kundabhi tuputupu mu chilambo cha ku Betania kubhuja ku chilambo ku Yelusalemu, akajoa njala.
28151300c7	Akagubhona nkojo gumo nngulugulu ja ndela, akagujaulila, nambo akagukolela gwanga choachela nambo mahamba jika. Bahi, akagulobholela, “Nkotokuogola matunda ng'o!” Popopo kongo gwa nkojo gukajoma.
2815140078	Bhabhachijigana bhabhe pabhakagulola bhakahechukanga, bhabhikulobhola, “Kwaniki gongo ntini gutekunyalila chindema?”
2815150116	Ayesu akaajangulanga, “kweli ndendakunnobholelanga, handa nkahobhalilinge pangali kubhee na lipamba, ngabha kubhee mpakombolanga kutenda tu genigala gagatendikike kwa gongo ntini, nambo hata nkalilobholela litombi, ‘Nchitupule nkachijee mu bahali,’ na lyene lipakutendeka.
2815160052	Na handa nkahobhalelanga, choachela chimpakujopanga kwa Annoongo, mpakupatanga.”
28151700ee	Ayesu pabhakabhuja kabhele pa Nyuumba ja Annoongo, bhakibha bhatenda kujigana. Pabhakibha bhatenda kujigana, Akaakung'i bhakolongwa na akanahota bhakaakonya, “Ntenda hikubho heye kwa mamulaka niki? Na aganiki bhampile ganga mamulaka?”
281518009b	Ayesu akaajangulanga, “Na nenga mbakunkonyanga nkonnyekelo gumo, handa mpakujangula bahi na nenga mbakwaalobholela ndenda hikubho heye kwa mamulaka niki.
281519012a	Bholi, mamulaka ga Ayohana ga kubaticha bhandu gakabhoka kwa aganiki, gakabhoka kunani kwa Annoongo au kwa bhandu?” Nambo bhakalobholelana akaachinabhene henela, “Tulobhole chiniki? Handa tulobhwile, ‘Gakabhoka kunani kwa Annoongo,’ apakutukonya, ‘Kwa niki mwanganhobhalelanga Ayohana?’
28151a00bc	Nambo handa tulobwile, ‘Gakabhoka kwa bhandu,’ Tutendakujogopanga bhandu chenichela chibhapakutendanga, ligongo bhenaangota bhatendakondanga kubhee Ayohana nga Alondoi bha Annoongo.”
28151b00a0	Bahi, bhakaajangula Ayesu, “Tuhimanyi hopo!” Na bhena Ayesu akaalobholelanga, “Na nenga kabhele ngannobholelanga ndenda hikubho heye kwa mamulaka niki.”
28151c00d0	“Mwangota mmonanga bholi? Pakibha na mundu jumo jwakibha na bhana bhabhele. Bhakajabhulila jonijola jwa kujemeka, akaalobholela, ‘Mwana jwangu, leleni nnyaule nkatende lihengo mu nng'onda gwa mizabibu.’
28151d0074	Jonijola kakombo akaajangula, ‘Nalema!’ Nambo baadae akagatendebhua maganikio gabhe, akajaula kupangana lihengo.
28151e0096	Ngapena bhenibhala atati akaalobholoela mwana jwabhe jwa bhele hela hela. Nabhena bhakajangula, ‘Elo, atati,’ Nambo bhangajaula kupangana lihengo.
28151f0126	Bholi! Nga ganiki nkati ja abha bhabhele bhabhakatenda gagapalikwa na atati bhabhe?” Bhakajangulanga, “Bhenibhala mwana jwa kujemeka.” Bahi, Ayesu bhakaalobholelanga, “Kweli nannobholelanga, bhatochanga kodi na bhandu bha ngongola bhapakunnongolelanga kujingila mu Umwenye gwa Annoongo.
2815200117	Kwa kubhehe Ayohana ambatichaji akahika kwaachinunji kunnangianga namuna chiipalikwa kutama kwa kwabhajila Annoongo, na mwangota mwangahobhalela, nambo bhatochanga kodi na bhangongola bhakaahobhalela, na mwangota hata pamkagabhweni genigala goa mwangagalekanga na kuhobhalela.”
281521012e	Ayesu akalobholelanga, “Nnyohanikiange kulandanikia kongi,” Pakibha na mundu jumo akola migonda, na jono akalema mizabibu, akalitindila luwani, akahemba lilibha lya kuminyila zabibu jabhe, akachenga hilendo ya akaalendei. Ngapena akalijahika kwa akaalemi na kujaula ulendo gwa chilambo cha kutaali.
28152200a7	Muda gwa kuhuna pagukahika, bhakaatumanga akaatumichi bhabhe kwa bhenibhala akaalemi, ili bhakapokelange malepo kubhoka kwa bhena bhandu bhabhakajaika nng'onda gwabhe.
2815230081	Bhenibhala akaalemi bhakaakwenyanga akaatumichi bhenibhala, bhamo bhakaapota, bhangi bhakaakoma na bhangi bhakaapota kwa maganga.
281524008b	Bhenibhala akola ng'onda akaatumanga akaatumichi bhangi, bhajingi kupeta bha kandai. Bhenibhala akaalemi bhakaatendelanga namuna jela jela.
281525005c	Kupela kwa yoa akaatuma mwana jwabhe kongo akiganikia, “Bhapakunnyoanikia mwana jwangu.”
281526009d	Nambo bhenibhala akaalemi pabhakaabhona mwana jwabhe akalobholelananga akaachinabhene, “Hojo nga nnekelwa, twaakome ili tupakuhipetula hilebhe yabhenji!”
281527005c	Bahi, bhakaakamula chikwenya, bhakaapia panja ja gonigola nng'onda gwa mizabibu, bhakaakoma.
2815280081	Ayesu akaakonyanga, “Nangocheni pabhapakuhika bhenibhala akola nng'onda gwa mizabibu, bhapakwaatenda niki bhenabho akaalemi?”
28152900ba	Bhenabho bhakaajangulanga, “Apakwaakoma bhenibhala akaabhou, na gonigola nng'onda apakugukamua kwa akaalemi bhangi yakubhehe bhapakunpekea lilubhalo lya mahuno kwa muda gugupalikwa.”
28152a0115	Penapo Ayesu akaakonyanga, “Bholi, mwangachomanga ngani heje mu Majandiko ga Annoongo? ‘Liganga bhabhalikanite akaachengi nangocheni litekubhee liganga lilipalikwa muno. Hangwana nga bhabhatendite chikubho chenjeni, na chene chikubho nga chakangachika muno kwaachitu!’”
28152b0094	“Henela ndendakunnobholelanga.” “Umwenye gwa Annoongo bhapakugubhoa na bhapakupekewa bhandu bhangi bhabhapakutendanga gabhagapala Annoongo.”
28152c008e	“Mundu joajola jwapakugwila paliganga helyo apakuhengeleka hipande hipande, nambo jonijola lilipakwagwila liganga helyo apakuyagika muno.”
28152d0089	Akakung'i akolo na Mafalisayo pabhakajohanga kono kulandanikia kwabhe bhakahimanyanga kubhee Ayesu akibha atenda kwaalongela bhenaangota.
28152e008d	Penapo bhakibha bhalolea ndela ja kwakamula Ayesu, nambo bhakaajogopanga bhandu ligongo bhenaangota bhakahimanyanga kubhee Ayesu nga Alondoi.
2816010046	Ayesu akalongela nabho kabhele kwa kulandanikia, kwa kwaalobholelanga,
2816020072	“Umwenye gwa kunani kulihunde gulandana na akolo bhamo bhabhapanganikie chikakombo jwabhe chakulya cha ulombela.
281603009f	Bahi, akaatumanga akaatumichi bhabhe kwaakema bhenibhala bhabhakalalikwa mu lichobha likolongwa lya ulombela, nambo bhandu bhabhakalalikwa bhakakananga kuhika.
281604010c	Ngapena bhakaatumanga kabhele akaatumichi bhangi bhabhikulobhola, ‘Mwaalobholelange bhenibhala bhabhakalalikwa, yakulya yangu hibhi tayali ligongo linu, ndekuchenja makambako ga ng'ombe na ng'ombe yengi hiinenipe, kila chilebhe chibhi tayali, nhikange kuulombela.’
2816050072	Nambo bhenaangota bhangajeketela, bhakajaula kwaachina bhenji, jumo kunng'onda gwabhe, na bhangi ku mahengo gabhe,
281606005b	na bhangi bhabhakahigalila bhakaakamulanga akaabhanda bhabhe, na kwapotanga na kwaakomanga.
281607009a	Bahi bhenibhala amwenye akachimwa muno, bhakaatumanga manyemba gabhe kwaatinihanga bhenibhala bhoa bhabhakoma bhandu na kutinia chilambo chabhe kwa mooto.
2816080087	Ngapena akabhalobholelanga akaabhanda bhabhe, ‘Yakulya ya ku ulombela hibhi tayali kweli, nambo bhabhakalalikwa bhangapalikwa kuhika.
281609008a	Nangocheni nnyaulange mu ndela ya hilambo ya bhandu bhajingi, na bhenibhala bhoa bhampakwaabhonanga mwaakemange bhahikange ku ulombela.’
28160a00d6	Bhenibhala akaabhanda bhakabhokanga, bhakajaulanga mu ndela ya hilambo ya bhandu bhajingi, bhakaakondekananga bhoa bhabhakaabhonanga, bhammbone na akaabhou, chebule jijikatendekela ulombela jikatwelela akaageni.”
28160b006a	“Amwenye pabhakajingila kwaalola akaageni, akaalola mundu jumo jwakibha jwangawala ngobho ja kuulombela.
28160c0078	Amwenye akaakonya, ‘Aganja, ntekujingilabholi momboni pangali kuwala ngobho ja ulombela?’ Nambo jonojwe akatama jii.
28160d009b	Ngapena amwenye akaalobholelanga akaabhanda bhabhe, ‘Muntabhange makongono na mabhoko, mwajee panja palubhendu, konokwe bhapakuguta na kuyaga mino.’”
28160e0069	Ayesu akajomolekea kwa kulobhola, “Bhajingi bhatekulalikwanga, nambo bhabhatekuagulikwa nga kachoko.”
28160f005a	Ngapena, Mafalisayo bhakajaulanga, na kulolea ndela ja kwaatangia Ayesu kwa malobhe gabhe.
281610010f	Bahi, bhakaatumanga bhabhachijigana bhabhe pamo na lilubhalo lya Ahelode. Bhakaakonya, “Bhannyigana, tuhimanyi kubhee mwenga nga amundu bhannongela kweli, na ndela ja Annoongo mwahijigana mu kweli, ngaajogopa amundu bhoabhala, kwa kubhee mwenga ngalola ukolo gwa mundu.
2816110064	Bahi, ntulobholele ching'anikia mwenga. Kwani twenga tupalikwa kulepa kodi kwa Akolo jwa ku Loma?”
281612006f	Nambo Ayesu akagamanya mabhou gabhenji, akalobholelanga, “Mwangota akaandendemundu kwa niki ntendakundeganga?
2816130052	Nnangiange jene mbiha ja kulepela kodi!” Na bhenaangota bhakaaletela jene mbiha.
281614004a	Bahi, Ayesu akaakonyanga, “Kumiho na lihina helyelye nga lya aganiki?”
28161500b6	Bhakaajangula, “Nga ja amwenye bha ku Loma.” Penapo Ayesu akalobholelanga, “Bahi, hiibhile ya akolo bha ku Loma mwapekee Akolo jwa ku Loma, na ga Annoongo mwapekee Annoongo.”
2816160041	Pabhakajohanga genago bhakakangachanga, bhakaaleka na kujaulanga.
281617005f	Lichobha lyolyolyo, Masadukayo bhabhalobhola bhandu bhabhawilinge ngayoka bhakajendelela Ayesu.
28161800d1	Bahi, bhakaalobholelanga, “Bhannyigana, Amusa akalobhola amundu bhabhalombile handa ajomwike pangali kuleka bhana, hipalikwa anung'una bhabhe bhaalombele bhena nhwelwa, ili bhaapatile anung'una bhabhe bhana.
28161900aa	Bahi, pamba pachitu pakibha na akaanung'una saba. Jwa kujemeka akalombela ngapena akajomoka pangali kubheleka bhana, na anung'una bhabhe akaalombela jono mwikege nhwelwa.
28161a004e	Chikubho chochocho chikaabhokela jono jwa bhele, na jwa tatu, mpaka jwaa saba.
28161b002c	Kupela kwa yoa bhenibhala mwikege akajomoka.
28161c00b1	Bholi, lichobha lya kuyoka bhabhawilinge ahikege bhenabho bhapakubhee hanu bha aganiki pakati ja bhenibhala akaanung'una saba? Kwa kubhee bhoa saba bhakibha bhatekwaalombela.”
28161d0089	Ayesu akaajangula bhenibhala Masadukayo, “Mwangota ntekulemwanga? Ligongo ngahimanyanga Majandiko ga Annoongo wala Machili ga Annoongo.
28161e0070	Lichobha lya kuyoka bhandu ngalombela wala kulombwa, nambo bhapakubhee handa Bhatumichi bha kunani kwa Annoongo.
28161f0054	Nambo nnani ja kuyoka mwangachomanga chenichela Annoongo chibhannobholilinge kubhee,
28162000c1	‘Nenga nga Annoongo Aaibulahimu, Annoongo bha Aisaka, na Annoongo bha Ayakobo.’ Bahi, Annoongo ngabha Annoongo bha bhandu bhabhawilinge nambo nga Annoongo bha bhandu bhabhilinge bhamomi.”
2816210053	Lyenilyela lilubhalo lya bhandu palikajoha genago, likakangacha kwa majigano gabhe.
281622005f	Mafalisayo pabhakajoha kubhee Ayesu bhakibha bhatekwakotoanga Masadukayo, bhakakongananga pamo.
281623004d	Jumo jwabhenji, jwaajigana malagilo ga Amusa, akaakonya Ayesu kwa kunlengela,
2816240041	“Bhannyigana, nga amuli niki jijibhii ngolongwa mu malagilo?”
281625007a	Ayesu akaajangula, “Mwapale Hangwana Annoongo bhinu kwa ntima gwinu goa, na kwa mbomo jinu joha, na kwa luunda ginu goa.
281626003e	Jenjeni nga amuli jijibhii ngolongwa, kabhele nga ja kujemeka.
2816270065	Na jabhele jijilandana na jenejo nga jenjeni, ‘Mwaapale andami ajinu handa chinchipala mwabhene.’
2816280058	Malagilo na Majandiko ga Akaalondoi bha Annoongo hitekubhokela na heye Amuli jibhele.”
2816290052	Muda gogogo Mafalisayo bhenibhala tangu bhakondikine penipala, Ayesu akaakonyanga,
28162a0089	“Mwangota nnolanga bholi kwa ngani ja Akilisto? Bholi, nga amwana bha aganiki?” Bhakaajangulanga, “Jonojwe nga mwana jwa Adaudi.”
