2800000008	mathiḥ
28060e0071	yadi yūyam anyēṣām aparādhān kṣamadhvē tarhi yuṣmākaṁ svargasthapitāpi yuṣmān kṣamiṣyatē;
28060f0084	kintu yadi yūyam anyēṣām aparādhān na kṣamadhvē, tarhi yuṣmākaṁ janakōpi yuṣmākam aparādhān na kṣamiṣyatē|
28061000eb	aparam upavāsakālē kapaṭinō janā mānuṣān upavāsaṁ jñāpayituṁ svēṣāṁ vadanāni mlānāni kurvvanti, yūyaṁ ta̮iva viṣaṇavadanā mā bhavata; ahaṁ yuṣmān tathyaṁ vadāmi tē svakīyaphalam alabhanta|
28061100c5	yadā tvam upavasasi, tadā yathā lōkaistvaṁ upavāsīva na dr̥śyasē, kintu tava yō'gōcaraḥ pitā tēnaiva dr̥śyasē, tatkr̥tē nijaśirasi tailaṁ marddaya vadanañca prakṣālaya;
280612004e	tēna tava yaḥ pitā guptadarśī sa prakāśya tubhyaṁ phalaṁ dāsyati|
28061300c5	aparaṁ yatra sthānē kīṭāḥ kalaṅkāśca kṣayaṁ nayanti, caurāśca sandhiṁ karttayitvā cōrayituṁ śaknuvanti, tādr̥śyāṁ mēdinyāṁ svārthaṁ dhanaṁ mā saṁcinuta|
28061400ae	kintu yatra sthānē kīṭāḥ kalaṅkāśca kṣayaṁ na nayanti, caurāśca sandhiṁ karttayitvā cōrayituṁ na śaknuvanti, tādr̥śē svargē dhanaṁ sañcinuta|
2806150058	yasmāt yatra sthānē yuṣmāṁka dhanaṁ tatraiva khānē yuṣmākaṁ manāṁsi|
280616008e	lōcanaṁ dēhasya pradīpakaṁ, tasmāt yadi tava lōcanaṁ prasannaṁ bhavati, tarhi tava kr̥tsnaṁ vapu rdīptiyuktaṁ bhaviṣyati|
28061700b4	kintu lōcanē'prasannē tava kr̥tsnaṁ vapuḥ tamisrayuktaṁ bhaviṣyati| ataēva yā dīptistvayi vidyatē, sā yadi tamisrayuktā bhavati, tarhi tat tamisraṁ kiyan mahat|
28061800e7	kōpi manujō dvau prabhū sēvituṁ na śaknōti, yasmād ēkaṁ saṁmanya tadanyaṁ na sammanyatē, yadvā ēkatra manō nidhāya tadanyam avamanyatē; tathā yūyamapīśvaraṁ lakṣmīñcētyubhē sēvituṁ na śaknutha|
2806190118	aparam ahaṁ yuṣmabhyaṁ tathyaṁ kathayāmi, kiṁ bhakṣiṣyāmaḥ? kiṁ pāsyāmaḥ? iti prāṇadhāraṇāya mā cintayata; kiṁ paridhāsyāmaḥ? iti kāyarakṣaṇāya na cintayata; bhakṣyāt prāṇā vasanāñca vapūṁṣi kiṁ śrēṣṭhāṇi na hi?
28061a00b1	vihāyasō vihaṅgamān vilōkayata; tai rnōpyatē na kr̥tyatē bhāṇḍāgārē na sañcīyatē'pi; tathāpi yuṣmākaṁ svargasthaḥ pitā tēbhya āhāraṁ vitarati|
28061b0095	yūyaṁ tēbhyaḥ kiṁ śrēṣṭhā na bhavatha? yuṣmākaṁ kaścit manujaḥ cintayan nijāyuṣaḥ kṣaṇamapi varddhayituṁ śaknōti?
28061c00a6	aparaṁ vasanāya kutaścintayata? kṣētrōtpannāni puṣpāṇi kathaṁ varddhantē tadālōcayata| tāni tantūn nōtpādayanti kimapi kāryyaṁ na kurvvanti;
28061d006c	tathāpyahaṁ yuṣmān vadāmi, sulēmān tādr̥g aiśvaryyavānapi tatpuṣpamiva vibhūṣitō nāsīt|
28061e00dd	tasmāt kṣadya vidyamānaṁ ścaḥ cullyāṁ nikṣēpsyatē tādr̥śaṁ yat kṣētrasthitaṁ kusumaṁ tat yadīścara itthaṁ bibhūṣayati, tarhi hē stōkapratyayinō yuṣmān kiṁ na paridhāpayiṣyati?
28061f0066	tasmāt asmābhiḥ kimatsyatē? kiñca pāyiṣyatē? kiṁ vā paridhāyiṣyatē, iti na cintayata|
2806200081	yasmāt dēvārccakā apīti cēṣṭantē; ētēṣu dravyēṣu prayōjanamastīti yuṣmākaṁ svargasthaḥ pitā jānāti|
280621007e	ataēva prathamata īśvarīyarājyaṁ dharmmañca cēṣṭadhvaṁ, tata ētāni vastūni yuṣmabhyaṁ pradāyiṣyantē|
280622007e	śvaḥ kr̥tē mā cintayata, śvaēva svayaṁ svamuddiśya cintayiṣyati; adyatanī yā cintā sādyakr̥tē pracuratarā|
2807010059	yathā yūyaṁ dōṣīkr̥tā na bhavatha, tatkr̥tē'nyaṁ dōṣiṇaṁ mā kuruta|
2807020102	yatō yādr̥śēna dōṣēṇa yūyaṁ parān dōṣiṇaḥ kurutha, tādr̥śēna dōṣēṇa yūyamapi dōṣīkr̥tā bhaviṣyatha, anyañca yēna parimāṇēna yuṣmābhiḥ parimīyatē, tēnaiva parimāṇēna yuṣmatkr̥tē parimāyiṣyatē|
2807030083	aparañca nijanayanē yā nāsā vidyatē, tām anālōcya tava sahajasya lōcanē yat tr̥ṇam āstē, tadēva kutō vīkṣasē?
28070400b9	tava nijalōcanē nāsāyāṁ vidyamānāyāṁ, hē bhrātaḥ, tava nayanāt tr̥ṇaṁ bahiṣyartuṁ anujānīhi, kathāmētāṁ nijasahajāya kathaṁ kathayituṁ śaknōṣi?
28070500a3	hē kapaṭin, ādau nijanayanāt nāsāṁ bahiṣkuru tatō nijadr̥ṣṭau suprasannāyāṁ tava bhrātr̥ rlōcanāt tr̥ṇaṁ bahiṣkartuṁ śakṣyasi|
28070600db	anyañca sāramēyēbhyaḥ pavitravastūni mā vitarata, varāhāṇāṁ samakṣañca muktā mā nikṣipata; nikṣēpaṇāt tē tāḥ sarvvāḥ padai rdalayiṣyanti, parāvr̥tya yuṣmānapi vidārayiṣyanti|
280707009b	yācadhvaṁ tatō yuṣmabhyaṁ dāyiṣyatē; mr̥gayadhvaṁ tata uddēśaṁ lapsyadhvē; dvāram āhata, tatō yuṣmatkr̥tē muktaṁ bhaviṣyati|
2807080094	yasmād yēna yācyatē, tēna labhyatē; yēna mr̥gyatē tēnōddēśaḥ prāpyatē; yēna ca dvāram āhanyatē, tatkr̥tē dvāraṁ mōcyatē|
2807090045	ātmajēna pūpē prārthitē tasmai pāṣāṇaṁ viśrāṇayati,
28070a0065	mīnē yācitē ca tasmai bhujagaṁ vitarati, ētādr̥śaḥ pitā yuṣmākaṁ madhyē ka āstē?
28070b00c3	tasmād yūyam abhadrāḥ santō'pi yadi nijabālakēbhya uttamaṁ dravyaṁ dātuṁ jānītha, tarhi yuṣmākaṁ svargasthaḥ pitā svīyayācakēbhyaḥ kimuttamāni vastūni na dāsyati?
28070c00cb	yūṣmān pratītarēṣāṁ yādr̥śō vyavahārō yuṣmākaṁ priyaḥ, yūyaṁ tān prati tādr̥śānēva vyavahārān vidhatta; yasmād vyavasthābhaviṣyadvādināṁ vacanānām iti sāram|
28070d0091	saṅkīrṇadvārēṇa praviśata; yatō narakagamanāya yad dvāraṁ tad vistīrṇaṁ yacca vartma tad br̥hat tēna bahavaḥ praviśanti|
28070e0091	aparaṁ svargagamanāya yad dvāraṁ tat kīdr̥k saṁkīrṇaṁ| yacca vartma tat kīdr̥g durgamam| taduddēṣṭāraḥ kiyantō'lpāḥ|
28070f00d3	aparañca yē janā mēṣavēśēna yuṣmākaṁ samīpam āgacchanti, kintvantardurantā vr̥kā ētādr̥śēbhyō bhaviṣyadvādibhyaḥ sāvadhānā bhavata, yūyaṁ phalēna tān paricētuṁ śaknutha|
2807100074	manujāḥ kiṁ kaṇṭakinō vr̥kṣād drākṣāphalāni śr̥gālakōlitaśca uḍumbaraphalāni śātayanti?
280711005d	tadvad uttama ēva pādapa uttamaphalāni janayati, adhamapādapaēvādhamaphalāni janayati|
2807120085	kintūttamapādapaḥ kadāpyadhamaphalāni janayituṁ na śaknōti, tathādhamōpi pādapa uttamaphalāni janayituṁ na śaknōti|
2807130055	aparaṁ yē yē pādapā adhamaphalāni janayanti, tē kr̥ttā vahnau kṣipyantē|
280714002f	ataēva yūyaṁ phalēna tān paricēṣyatha|
28071500b4	yē janā māṁ prabhuṁ vadanti, tē sarvvē svargarājyaṁ pravēkṣyanti tanna, kintu yō mānavō mama svargasthasya pituriṣṭaṁ karmma karōti sa ēva pravēkṣyati|
28071600eb	tad dinē bahavō māṁ vadiṣyanti, hē prabhō hē prabhō, tava nāmnā kimasmāmi rbhaviṣyadvākyaṁ na vyāhr̥taṁ? tava nāmnā bhūtāḥ kiṁ na tyājitāḥ? tava nāmnā kiṁ nānādbhutāni karmmāṇi na kr̥tāni?
2807170070	tadāhaṁ vadiṣyāmi, hē kukarmmakāriṇō yuṣmān ahaṁ na vēdmi, yūyaṁ matsamīpād dūrībhavata|
280718007f	yaḥ kaścit mamaitāḥ kathāḥ śrutvā pālayati, sa pāṣāṇōpari gr̥hanirmmātrā jñāninā saha mayōpamīyatē|
2807190088	yatō vr̥ṣṭau satyām āplāva āgatē vāyau vātē ca tēṣu tadgēhaṁ lagnēṣu pāṣāṇōpari tasya bhittēstanna patati
28071a0075	kintu yaḥ kaścit mamaitāḥ kathāḥ śrutvā na pālayati sa saikatē gēhanirmmātrā 'jñāninā upamīyatē|
28071b0082	yatō jalavr̥ṣṭau satyām āplāva āgatē pavanē vātē ca tai rgr̥hē samāghātē tat patati tatpatanaṁ mahad bhavati|
28071c005e	yīśunaitēṣu vākyēṣu samāpitēṣu mānavāstadīyōpadēśam āścaryyaṁ mēnirē|
28071d005a	yasmāt sa upādhyāyā iva tān nōpadidēśa kintu samarthapuruṣa̮iva samupadidēśa|
280801004d	yadā sa parvvatād avārōhat tadā bahavō mānavāstatpaścād vavrajuḥ|
2808020094	ēkaḥ kuṣṭhavān āgatya taṁ praṇamya babhāṣē, hē prabhō, yadi bhavān saṁmanyatē, tarhi māṁ nirāmayaṁ karttuṁ śaknōti|
280803009e	tatō yīśuḥ karaṁ prasāryya tasyāṅgaṁ spr̥śan vyājahāra, sammanyē'haṁ tvaṁ nirāmayō bhava; tēna sa tatkṣaṇāt kuṣṭhēnāmōci|
28080400e2	tatō yīśustaṁ jagāda, avadhēhi kathāmētāṁ kaścidapi mā brūhi, kintu yājakasya sannidhiṁ gatvā svātmānaṁ darśaya manujēbhyō nijanirāmayatvaṁ pramāṇayituṁ mūsānirūpitaṁ dravyam utsr̥ja ca|
2808050084	tadanantaraṁ yīśunā kapharnāhūmnāmani nagarē praviṣṭē kaścit śatasēnāpatistatsamīpam āgatya vinīya babhāṣē,
280806006d	hē prabhō, madīya ēkō dāsaḥ pakṣāghātavyādhinā bhr̥śaṁ vyathitaḥ, satu śayanīya āstē|
2808070055	tadānīṁ yīśustasmai kathitavān, ahaṁ gatvā taṁ nirāmayaṁ kariṣyāmi|
28080800c5	tataḥ sa śatasēnāpatiḥ pratyavadat, hē prabhō, bhavān yat mama gēhamadhyaṁ yāti tadyōgyabhājanaṁ nāhamasmi; vāṅmātram ādiśatu, tēnaiva mama dāsō nirāmayō bhaviṣyati|
28080900d7	yatō mayi paranidhnē'pi mama nidēśavaśyāḥ kati kati sēnāḥ santi, tata ēkasmin yāhītyuktē sa yāti, tadanyasmin ēhītyuktē sa āyāti, tathā mama nijadāsē karmmaitat kurvvityuktē sa tat karōti|
28080a00d5	tadānīṁ yīśustasyaitat vacō niśamya vismayāpannō'bhūt; nijapaścādgāminō mānavān avōcca, yuṣmān tathyaṁ vacmi, isrāyēlīyalōkānāṁ madhyē'pi naitādr̥śō viśvāsō mayā prāptaḥ|
28080b009e	anyaccāhaṁ yuṣmān vadāmi, bahavaḥ pūrvvasyāḥ paścimāyāśca diśa āgatya ibrāhīmā ishākā yākūbā ca sākam militvā samupavēkṣyanti;
28080c0076	kintu yatra sthānē rōdanadantagharṣaṇē bhavatastasmin bahirbhūtatamisrē rājyasya santānā nikṣēsyantē|
28080d00af	tataḥ paraṁ yīśustaṁ śatasēnāpatiṁ jagāda, yāhi, tava pratītyanusāratō maṅgalaṁ bhūyāt; tadā tasminnēva daṇḍē tadīyadāsō nirāmayō babhūva|
28080e0084	anantaraṁ yīśuḥ pitarasya gēhamupasthāya jvarēṇa pīḍitāṁ śayanīyasthitāṁ tasya śvaśrūṁ vīkṣāñcakrē|
28080f006d	tatastēna tasyāḥ karasya spr̥ṣṭatavāt jvarastāṁ tatyāja, tadā sā samutthāya tān siṣēvē|
28081000be	anantaraṁ sandhyāyāṁ satyāṁ bahuśō bhūtagrastamanujān tasya samīpam āninyuḥ sa ca vākyēna bhūtān tyājayāmāsa, sarvvaprakārapīḍitajanāṁśca nirāmayān cakāra;
28081100cc	tasmāt, sarvvā durbbalatāsmākaṁ tēnaiva paridhāritā| asmākaṁ sakalaṁ vyādhiṁ saēva saṁgr̥hītavān| yadētadvacanaṁ yiśayiyabhaviṣyadvādinōktamāsīt, tattadā saphalamabhavat|
280812006e	anantaraṁ yīśuścaturdikṣu jananivahaṁ vilōkya taṭinyāḥ pāraṁ yātuṁ śiṣyān ādidēśa|
280813007d	tadānīm ēka upādhyāya āgatya kathitavān, hē gurō, bhavān yatra yāsyati tatrāhamapi bhavataḥ paścād yāsyāmi|
28081400c0	tatō yīśu rjagāda, krōṣṭuḥ sthātuṁ sthānaṁ vidyatē, vihāyasō vihaṅgamānāṁ nīḍāni ca santi; kintu manuṣyaputrasya śiraḥ sthāpayituṁ sthānaṁ na vidyatē|
2808150094	anantaram apara ēkaḥ śiṣyastaṁ babhāṣē, hē prabhō, prathamatō mama pitaraṁ śmaśānē nidhātuṁ gamanārthaṁ mām anumanyasva|
280816005c	tatō yīśuruktavān mr̥tā mr̥tān śmaśānē nidadhatu, tvaṁ mama paścād āgaccha|
280817004a	anantaraṁ tasmin nāvamārūḍhē tasya śiṣyāstatpaścāt jagmuḥ|
28081800b6	paścāt sāgarasya madhyaṁ tēṣu gatēṣu tādr̥śaḥ prabalō jhañbhśanila udatiṣṭhat, yēna mahātaraṅga utthāya taraṇiṁ chāditavān, kintu sa nidrita āsīt|
2808190095	tadā śiṣyā āgatya tasya nidrābhaṅgaṁ kr̥tvā kathayāmāsuḥ, hē prabhō, vayaṁ mriyāmahē, bhavān asmākaṁ prāṇān rakṣatu|
28081a0097	tadā sa tān uktavān, hē alpaviśvāsinō yūyaṁ kutō vibhītha? tataḥ sa utthāya vātaṁ sāgarañca tarjayāmāsa, tatō nirvvātamabhavat|
28081b0085	aparaṁ manujā vismayaṁ vilōkya kathayāmāsuḥ, ahō vātasaritpatī asya kimājñāgrāhiṇau? kīdr̥śō'yaṁ mānavaḥ|
28081c00fb	anantaraṁ sa pāraṁ gatvā gidērīyadēśam upasthitavān; tadā dvau bhūtagrastamanujau śmaśānasthānād bahi rbhūtvā taṁ sākṣāt kr̥tavantau, tāvētādr̥śau pracaṇḍāvāstāṁ yat tēna sthānēna kōpi yātuṁ nāśaknōt|
28081d00b9	tāvucaiḥ kathayāmāsatuḥ, hē īśvarasya sūnō yīśō, tvayā sākam āvayōḥ kaḥ sambandhaḥ? nirūpitakālāt prāgēva kimāvābhyāṁ yātanāṁ dātum atrāgatōsi?
28081e004e	tadānīṁ tābhyāṁ kiñcid dūrē varāhāṇām ēkō mahāvrajō'carat|
28081f008b	tatō bhūtau tau tasyāntikē vinīya kathayāmāsatuḥ, yadyāvāṁ tyājayasi, tarhi varāhāṇāṁ madhyēvrajam āvāṁ prēraya|
28082000c5	tadā yīśuravadat yātaṁ, anantaraṁ tau yadā manujau vihāya varāhān āśritavantau, tadā tē sarvvē varāhā uccasthānāt mahājavēna dhāvantaḥ sāgarīyatōyē majjantō mamruḥ|
2808210082	tatō varāharakṣakāḥ palāyamānā madhyēnagaraṁ tau bhūtagrastau prati yadyad aghaṭata, tāḥ sarvvavārttā avadan|
280822009d	tatō nāgarikāḥ sarvvē manujā yīśuṁ sākṣāt karttuṁ bahirāyātāḥ tañca vilōkya prārthayāñcakrirē bhavān asmākaṁ sīmātō yātu|
280901004d	anantaraṁ yīśu rnaukāmāruhya punaḥ pāramāgatya nijagrāmam āyayau|
28090200fb	tataḥ katipayā janā ēkaṁ pakṣāghātinaṁ svaṭṭōpari śāyayitvā tatsamīpam ānayan; tatō yīśustēṣāṁ pratītiṁ vijñāya taṁ pakṣāghātinaṁ jagāda, hē putra, susthirō bhava, tava kaluṣasya marṣaṇaṁ jātam|
2809030068	tāṁ kathāṁ niśamya kiyanta upādhyāyā manaḥsu cintitavanta ēṣa manuja īśvaraṁ nindati|
2809040086	tataḥ sa tēṣām ētādr̥śīṁ cintāṁ vijñāya kathitavān, yūyaṁ manaḥsu kr̥ta ētādr̥śīṁ kucintāṁ kurutha?
280905007e	tava pāpamarṣaṇaṁ jātaṁ, yadvā tvamutthāya gaccha, dvayōranayō rvākyayōḥ kiṁ vākyaṁ vaktuṁ sugamaṁ?
28090600d5	kintu mēdinyāṁ kaluṣaṁ kṣamituṁ manujasutasya sāmarthyamastīti yūyaṁ yathā jānītha, tadarthaṁ sa taṁ pakṣāghātinaṁ gaditavān, uttiṣṭha, nijaśayanīyaṁ ādāya gēhaṁ gaccha|
280907003e	tataḥ sa tatkṣaṇād utthāya nijagēhaṁ prasthitavān|
280908009c	mānavā itthaṁ vilōkya vismayaṁ mēnirē, īśvarēṇa mānavāya sāmarthyam īdr̥śaṁ dattaṁ iti kāraṇāt taṁ dhanyaṁ babhāṣirē ca|
28090900db	anantaraṁ yīśustatsthānād gacchan gacchan karasaṁgrahasthānē samupaviṣṭaṁ mathināmānam ēkaṁ manujaṁ vilōkya taṁ babhāṣē, mama paścād āgaccha, tataḥ sa utthāya tasya paścād vavrāja|
28090a00b2	tataḥ paraṁ yīśau gr̥hē bhōktum upaviṣṭē bahavaḥ karasaṁgrāhiṇaḥ kaluṣiṇaśca mānavā āgatya tēna sākaṁ tasya śiṣyaiśca sākam upaviviśuḥ|
28090b009f	phirūśinastad dr̥ṣṭvā tasya śiṣyān babhāṣirē, yuṣmākaṁ guruḥ kiṁ nimittaṁ karasaṁgrāhibhiḥ kaluṣibhiśca sākaṁ bhuṁktē?
28090c008b	yīśustat śrutvā tān pratyavadat, nirāmayalōkānāṁ cikitsakēna prayōjanaṁ nāsti, kintu sāmayalōkānāṁ prayōjanamāstē|
28090d00e5	atō yūyaṁ yātvā vacanasyāsyārthaṁ śikṣadhvam, dayāyāṁ mē yathā prīti rna tathā yajñakarmmaṇi|yatō'haṁ dhārmmikān āhvātuṁ nāgatō'smi kintu manaḥ parivarttayituṁ pāpina āhvātum āgatō'smi|
28090e00a7	anantaraṁ yōhanaḥ śiṣyāstasya samīpam āgatya kathayāmāsuḥ, phirūśinō vayañca punaḥ punarupavasāmaḥ, kintu tava śiṣyā nōpavasanti, kutaḥ?
28090f00fb	tadā yīśustān avōcat yāvat sakhīnāṁ saṁṅgē kanyāyā varastiṣṭhati, tāvat kiṁ tē vilāpaṁ karttuṁ śakluvanti? kintu yadā tēṣāṁ saṁṅgād varaṁ nayanti, tādr̥śaḥ samaya āgamiṣyati, tadā tē upavatsyanti|
2809100094	purātanavasanē kōpi navīnavastraṁ na yōjayati, yasmāt tēna yōjitēna purātanavasanaṁ chinatti tacchidrañca bahukutsitaṁ dr̥śyatē|
280911010c	anyañca purātanakutvāṁ kōpi navānagōstanīrasaṁ na nidadhāti, yasmāt tathā kr̥tē kutū rvidīryyatē tēna gōstanīrasaḥ patati kutūśca naśyati; tasmāt navīnāyāṁ kutvāṁ navīnō gōstanīrasaḥ sthāpyatē, tēna dvayōravanaṁ bhavati|
28091200ce	aparaṁ tēnaitatkathākathanakālē ēkō'dhipatistaṁ praṇamya babhāṣē, mama duhitā prāyēṇaitāvatkālē mr̥tā, tasmād bhavānāgatya tasyā gātrē hastamarpayatu, tēna sā jīviṣyati|
280913004b	tadānīṁ yīśuḥ śiṣyaiḥ sākam utthāya tasya paścād vavrāja|
2809140088	ityanantarē dvādaśavatsarān yāvat pradarāmayēna śīrṇaikā nārī tasya paścād āgatya tasya vasanasya granthiṁ pasparśa;
2809150074	yasmāt mayā kēvalaṁ tasya vasanaṁ spr̥ṣṭvā svāsthyaṁ prāpsyatē, sā nārīti manasi niścitavatī|
28091600b8	tatō yīśurvadanaṁ parāvarttya tāṁ jagāda, hē kanyē, tvaṁ susthirā bhava, tava viśvāsastvāṁ svasthāmakārṣīt| ētadvākyē gaditaēva sā yōṣit svasthābhūt|
280917007c	aparaṁ yīśustasyādhyakṣasya gēhaṁ gatvā vādakaprabhr̥tīn bahūn lōkān śabdāyamānān vilōkya tān avadat,
2809180066	panthānaṁ tyaja, kanyēyaṁ nāmriyata nidritāstē; kathāmētāṁ śrutvā tē tamupajahasuḥ|
2809190076	kintu sarvvēṣu bahiṣkr̥tēṣu sō'bhyantaraṁ gatvā kanyāyāḥ karaṁ dhr̥tavān, tēna sōdatiṣṭhat;
28091a0044	tatastatkarmmaṇō yaśaḥ kr̥tsnaṁ taṁ dēśaṁ vyāptavat|
28091b00b9	tataḥ paraṁ yīśustasmāt sthānād yātrāṁ cakāra; tadā hē dāyūdaḥ santāna, asmān dayasva, iti vadantau dvau janāvandhau prōcairāhūyantau tatpaścād vavrajatuḥ|
28091c00ef	tatō yīśau gēhamadhyaṁ praviṣṭaṁ tāvapi tasya samīpam upasthitavantau, tadānīṁ sa tau pr̥ṣṭavān karmmaitat karttuṁ mama sāmarthyam āstē, yuvāṁ kimiti pratīthaḥ? tadā tau pratyūcatuḥ, satyaṁ prabhō|
28091d00b1	tadānīṁ sa tayō rlōcanāni spr̥śan babhāṣē, yuvayōḥ pratītyanusārād yuvayō rmaṅgalaṁ bhūyāt| tēna tatkṣaṇāt tayō rnētrāṇi prasannānyabhavan,
28091e006c	paścād yīśustau dr̥ḍhamājñāpya jagāda, avadhattam ētāṁ kathāṁ kōpi manujō ma jānīyāt|
28091f0056	kintu tau prasthāya tasmin kr̥tsnē dēśē tasya kīrttiṁ prakāśayāmāsatuḥ|
280920006d	aparaṁ tau bahiryāta ētasminnantarē manujā ēkaṁ bhūtagrastamūkaṁ tasya samīpam ānītavantaḥ|
28092100ad	tēna bhūtē tyājitē sa mūkaḥ kathāṁ kathayituṁ prārabhata, tēna janā vismayaṁ vijñāya kathayāmāsuḥ, isrāyēlō vaṁśē kadāpi nēdr̥gadr̥śyata;
2809220051	kintu phirūśinaḥ kathayāñcakruḥ bhūtādhipatinā sa bhūtān tyājayati|
28092300e3	tataḥ paraṁ yīśustēṣāṁ bhajanabhavana upadiśan rājyasya susaṁvādaṁ pracārayan lōkānāṁ yasya ya āmayō yā ca pīḍāsīt, tān śamayan śamayaṁśca sarvvāṇi nagarāṇi grāmāṁśca babhrāma|
2809240079	anyañca manujān vyākulān arakṣakamēṣāniva ca tyaktān nirīkṣya tēṣu kāruṇikaḥ san śiṣyān avadat,
280925003d	śasyāni pracurāṇi santi, kintu chēttāraḥ stōkāḥ|
2809260053	kṣētraṁ pratyaparān chēdakān prahētuṁ śasyasvāminaṁ prārthayadhvam|
280a01009a	anantaraṁ yīśu rdvādaśaśiṣyān āhūyāmēdhyabhūtān tyājayituṁ sarvvaprakārarōgān pīḍāśca śamayituṁ tēbhyaḥ sāmarthyamadāt|
280a0200aa	tēṣāṁ dvādaśaprēṣyāṇāṁ nāmānyētāni| prathamaṁ śimōn yaṁ pitaraṁ vadanti, tataḥ paraṁ tasya sahaja āndriyaḥ, sivadiyasya putrō yākūb
280a030067	tasya sahajō yōhan; philip barthalamay thōmāḥ karasaṁgrāhī mathiḥ, ālphēyaputrō yākūb,
280a040058	kinānīyaḥ śimōn, ya īṣkariyōtīyayihūdāḥ khrīṣṭaṁ parakarē'rpayat|
280a0500a0	ētān dvādaśaśiṣyān yīśuḥ prēṣayan ityājñāpayat, yūyam anyadēśīyānāṁ padavīṁ śēmirōṇīyānāṁ kimapi nagarañca na praviśyē
280a06004c	isrāyēlgōtrasya hāritā yē yē mēṣāstēṣāmēva samīpaṁ yāta|
280a070055	gatvā gatvā svargasya rājatvaṁ savidhamabhavat, ētāṁ kathāṁ pracārayata|
280a0800b5	āmayagrastān svasthān kuruta, kuṣṭhinaḥ pariṣkuruta, mr̥talōkān jīvayata, bhūtān tyājayata, vinā mūlyaṁ yūyam alabhadhvaṁ vinaiva mūlyaṁ viśrāṇayata|
280a090058	kintu svēṣāṁ kaṭibandhēṣu svarṇarūpyatāmrāṇāṁ kimapi na gr̥hlīta|
