1300000004	Saam
1312150053	Bawipa a lampyi ce ka hquut a dawngawh Khawsa cehta nawh thawlhnaak ce am sai nyng.
1312160063	Amah a cawngpyinaak awikhqi boeih ce ka haiawh awm nawh; ak awi tlypnaak ce am pleng taak man nyng.
1312170039	A haiawh coet kap kaana awm nawh, thawlhnaak ce hqe nyng.
1312180057	Ka dyngnaak ingkaw amik huh awh ka kut qawi a ciim amyihna Bawipa ing laksawng ni pehy.
131219006b	Ueppawm thlang venawh ypawm na dang pe tiksaw, coet amak kap thlang venawh coet a kap kaana dang pe hyk ti.
13121a0073	Ak zawziih thlang venawh ak zawziih na dang pe nawh, kawpoek ak kawi thlang venawh taw cyihnaak ce dang sak hyk ti.
13121b0057	Dungvoeng na ak awmkhqi ce hul nawh ak thym na mik ak daikhqi ce ak nem na thla hyk ti.
13121c0074	Aw Bawipa, nang ing ka mai-im ve vang law sak loet nawh; ka Khawsa ing thannaak ce vangnaak na coeng law sak hyk ti.
13121d0054	Nang ak pyinaak ak caming ni ka qaal hquut nawh, ka Khawsa ing ni vawng ka lyn thai.
13121e0076	Khawsa lampyi taw soep nawh Bawipa awi taw caih soeih hy. Amah awh ak thukkhqi boeih aham anih taw phuhqa na awm pehy.
13121f005f	Bawipa coengawh u Khawsa nu ak awm bai? Ningmih a Khawsa am kaa taw u mih lungnu nu ak awm bai?
1312200037	Khawsa ing a bantha awm sak nawh ka lampyi soep sak hy.
131221004b	Ka khaw ce saksuk khaw amyihna ni sai pe nawh hun sang na ning dyih sak hy.
131222005b	Ka kutqawi ve qaal kahnaak ham ni cawng sak nawh, ka baan qawi ing qawhum la ce oi thai hy.
131223007c	Noengnaak phuhqa ce nang ing ni pe nawh, nak tang kut ing nim tu hyk ti; dungvoeng na na awmnaak ing kai ni sang sak hyk ti.
1312240050	Ka khawk kai awhkaw lampyi ce kau law sak tiksaw, ka khaw am pleng thai voel hy.
1312250052	Ka qaalkhqi ce hquut nawh khai khqi nyng, ama ming qeng hlan dy taw am hlat kawng.
1312260046	A mami thawh hqa kaana chawm khqi nyng, ka khawk kai na tlu boeih uhy.
131227005f	Qaal tuk aham thamahnaak ing ni thoeihcam nawh, ka qaalkhqi ce ka khawk kai na koep sak hyk ti.
1312280054	Nang ing ka qaalkhqi hu benna cen sak khqi hyk ti, cawh kai ing him khqi pheng nyng.
131229007e	Khy laawt hlai uhy, cehlai a mingmih ak hul hly kawi pynoet awm am awm hy - Bawipa ing cekkhqi ak khynaak awi ce am hlat pehy.
13122a005d	Zilh ing a zawn dekvai amyihna vyk khqi nyng saw, lam awhkaw nawngtui amyihna hawk khqi nyng.
13122b0056	Kai anik tukkungkhqi kut khui awhkawng ni hul nawh; pilnam a lu na ni sai hawh hyk ti.
13122c0060	Kai a thang aming zaak awh, kak awi ngai unawh; qapchang thlangkhqi ing ka haiawh pe qu law uhy.
13122d0049	Amik kaw boet nawh; a mimah a vawng kulh khui nakawng thyn doena law uhy.
13122e006a	Bawipa taw hqing hy; ka lungnu venawh kyihcahnaak awm seh nyng! Ka hulkung Khawsa taw zoeksang na awm seh!
13122f0069	Anih taw kai aham kut anik thung peekkung Khawsa na awm nawh, pilnam thlang anik noeng sakkung na awm hy.
1312300092	Ka qaalkhqi ven awhkawng anik hulkung na awm hy. Nang ing ka qaalkhqik khanawh ni zoeksang nawh, khawboek chekhqi kut khui awhkawng ni hul hyk ti.
131231006e	Cedawngawh aw Bawipa, nang ce pilnam thlangkhqing lak awh nim kyihcah vang; nang ming kyihcahnaak laa sa vang.
13123200c4	Anih ing a sangpahqang venawh noengnaak ak bau soeih pe nawh; a caksak thlang venawh amak dyt thai qeennaak ce dang sak hy. David ingkaw a cadil naakhqi venawh kumqui dyna am qeennaak dang sak hy.
1313010063	Khan khawkhqi ing Khawsa boeimangnaak khypyi unawh, khawnghi khqi ing a kut sai bibi ce khypyi uhy.
1313020062	Hypoet coeng hypoet cekkhqi ing awi kqawn unawh, than oet coeng than oet cyihnaak ce dang sak uhy.
1313030048	Han a hun awh awm am ning zaak hly kawi awih kqawn ingkaw awi am awm hy.
1313040055	Cekkhqi ak awi ing khawmdek pum pha nawh, khawmdek a dytnaak dyna thang khawnghak hy.
131305008d	Cadawng zu ak lo iptung khui awhkawng ak thoeng law ingkaw, ang tah ak ly thlang dawng loehlangnaak awh awmhly doena ak dawng ing myih qu hy.
1313060073	Khan a dytnaak awhkawng thoeng law nawh a dytnaak bai dyna vil hy; a hlawknaak awh ikaw awm thuh thai na am awm hy.
1313070089	Bawipa a cawngpyinaak awi taw soep nawh, myihla caih sak pan hy. Bawipa ak awipeek taw ypnaak awm nawh, thlang mailaikhqi awm cyi sak hy.
1313080070	Bawipa am cukkiknaak awi taw dyng nawh, kawlung zeel sak hy. Bawipa ak awipeekkhqi taw caih nawh mik dai sak hy.
1313090065	Bawipa kqihnaak taw caih nawh, kumqui dyna cak hy. Bawipa ak awitlyhnaak taw thym nawh dyng boeih hy.
13130a0091	Sui anglakawh a phu tlo nawh, sui a tuicil anglakawh a phu tlo khqoet hy; khawitui anglakawh awi nawh, khawi a lutui anglakawh awm awi khqoet hy.
13130b0071	Cekkhqi ingkaw tyihzawihkhqi ce ngaihtaaknaak pe nawh; ak ngai ak thlangkhqi taw laksawng ak bau soeih pe hyk ti.
13130c0058	A u ing amah a thawlhnaak ce a sim? Ang hyp ka sai thawlhnaak awh qeenkhaw ngai law lah.
13130d00c8	Thawlh am ka sainaak ngah ngah aham na tyihzawih ve ni khoem lah; cekkhqi ing koeh ni uk u seh. Cawhtaw coet a kap kaana awm kawng nyng saw, thawlhnaak khawteh anglakawh awm poek poek hawh kawng nyng.
13130e008a	Aw Bawipa ka lungnu ingkaw ka hulkung, kam kha awhkaw awi ingkaw kak kawlung khui awhkaw poeknaak ve namik huh awh ym kawina awm seh nyng.
1314010075	Ngaihkyi kawbing na na awm huiawh Bawipa ing nim hlat seitaw; Jacob a Khawsa ang ming ing ni hlip nik chung seh nyng.
131402005a	Ahun caih awhkawng na ham bawmnaak tyi law seitaw Zion awhkawng dylnaak ce ni pe seh nyng.
1314030054	Lucik na sainaak boeih ce sim loet seitaw na hyihphumnaak ce zeel doena do seh nyng.
1314040053	Nak kawlung ngaihnaak ce ni pe seitaw nang cainaakkhqi boeih ce coeng sak seh nyng.
131405009a	Noengnaak na huh awh zeel doena khy kawng unyng saw ni Khawsa ang ming ing hizan ce hak zoek kawng unyng. Bawipa ing na thoehnaak boeih ce ni pe seh nyng.
131406007d	Bawipa ing ak thlang tyh ce hul hy ti sim hawh nyng; ak tang ben awhkaw hulnaak tha ing ak khan caih nakawng anih ce hlat hy.
131407008a	Thlang pynoet ing meqang phleng ypna unawh pynoet ing meqangkhqi ypna uhy, cehlai ningnih ingtaw Bawipa ni khawsa ang ming ce ni ypna uhy.
1314080066	Cekkhqi ing amim khuk tawk et nawh tlu hlai uhy, ningnih taw ni hang tho unawh ak cak na ning dyi uhy.
131409004e	Aw Bawipa, sangpahqang ve hul lah! Kaimih ing kamik khy awh nim hlat khqi lah!
1315010081	Aw Bawipa, sangpahrang ing nang ak tha awmnaak awh zeel hy. Noengnaak na peek dawngawh anih ing a zeelnaak ikawmyih aih na a bau!
1315020055	Ak kawlung ing a ngaih ce pe tiksaw, a hui ing a thoeh ik-oeih ce am hlawh na hyk ti.
1315030056	Anih ce zosennaak ak bau soeih ing do nawh a lu awh sui tuici lumyk ce myk sak hyk ti.
1315040071	Anih ing hqingnaak a thoeh law awh ce, nang ing pe hyk ti - khawkdai sangkhqi kumqui coeng kumqui dyna pe hyk ti.
131505007c	Noengnaak na peek ak caming, a boeimangnaak ce bau khqoet hy; thangleeknaak ingkaw qyp awmnaak ce ak khanawh taak pe hyk ti.
1315060050	Kumqui zoseennaak ce na peek hawh a dawngawh na haai zeelnaak ing be sak hyk ti.
1315070079	Cedawngawh sangpahrang ing Bawipa ypna nawh, sawsang soeih awh amak dyt thai qoe lungnaak caming anih taw am tat qoe kaw.
1315080059	Na qaalkhqi boeih ce na kut ing tu kawmsaw; na thunkhakhqi ce nak tangkut ing tu kawp ti.
13150900bc	Nang, nang dang law awhtaw a mingmih ce mai awhkaw ak alh tap amyihna sai kawp ti. Bawipa ing ak kaw a so dawngawh cekkhqi ce daih kanglak kawmsaw, a mai kqawng ing cekkhqi ce uih sak kaw.
13150a0044	Khawmdek awhkawng cekkhqi a cadilkhqi ce nang ing hqe boeih kawp ti.
13150b0060	Nang ce ak che na khaw ni khan sih unawh, kawpoek che ing nik kqawn hlai uhy, ikaw na am awm hy.
13150c0052	Nang ing cekkhqi ce licung hawi nawh nam hyt khqi awh ce ami hu benna cen kawm uh.
13150d006e	Aw Bawipa, nak thaawmnaak awh hak zoeksang qu lah; nak thaawmnaak laa sa unyng saw nim kyihcah lah vang unyng.
131601008a	Ka Khawsa, ka Khawsa, kawtih nani ceh taak vik? Ikawtih a hul kaana ak hla na awm hoe nawh, kak khy awi awhkawng ak hla na na awm hy voei?
1316020055	Aw Bawipa, dai awh khy nyng, cehlai am nim hlat tiksaw than awh awm am sit thai nyng.
1316030063	Cehlai nang taw thlak ciim na boei ngawihdoelh awh ngawi nawh; Isarelkhqi a zoeksang na awm hyk ti.
1316040069	Ami pakhqi ing nang ce ni ypna unawh; a mingmih ing ami ypnaak a dawngawh nang ing cekkhqi ce hul hyk ti.
131605005d	Na venawh amik khy awh ce hul na awm uhy, nang ce ami ni ypnaak dawngawh amik kaw am boet hy.
1316060075	Kai taw thlanghqing na am awm voel nyng, ceilaak nani ka awm hawh, thlang ak kqawnseet ingkaw thekhanaak na awm nyng.
131607005a	Kai amik hukhqi boeih ing ni qaih na uhy; a hui ni mele sih unawh, ami luu ni hyl sih uhy.
1316080079	Bawipa ypna saw; Bawipa ing hul thaw voei. Anih ing hul thaw voei, anih ak khanawh ak kaw a law soeih koenoek,” ti uhy.
1316090075	Cehlai nang ing zenbu ak khui awhkawng nik plawk nawh; ka nu suk ka awk hui awh awm namah ce ni ypna sak hawh hyk ti.
13160a0081	Ka thang cyk ca awhkawng namah awh peek na awm hawh nyng saw, ka nu puk khuiawh ka awm awhkawng nang taw ka Khawsa na awm hyk ti.
13160b0058	Ak hla na koeh ni awm taak hoe, kyinak ing ni zoe law nawh anik hulkung u awm am awm hy.
13160c006c	Vaitaw am caikhqi ing nik chung unawh, Bashan a vaitaw am cai ak tha ak awm awmkhqi ing nik chung khoep uhy.
13160d0060	A kawk doena a ai kawi qamsa ak phu pat pat samthyyn ing am kha ang khara nawh ning hawi sih hy.
13160e0092	Tui amyihna hawk na awm nyng saw, ka quh cawngkhqi pet hoh hoh boeih hy. Kam thin ve khawi-ut amyihna paan nawh kak khuiawh a tui na tle boeih hy.
13160f0093	Kak thaawmnaak awm am keek amyihna qum boeih nawh, kam lai awm kak dangkhyl na bet qap hawh hy; nang ing thihnaak dekvai awh ni tloeng hawh hyk ti.
131610007b	Uikhqi ing nik chung khoep unawh; thlakche tloek ing nik chung khoep uhy, ka kut qawi ingkaw ka khaw qawi ve ni hen pe uhy.
1316110052	Ka quhkhqi ve a cuna noet thai nyng, thlanghqing ing kawqep doena nim dai sih uhy.
131612003e	Ka sui ka bai ce qek qu unawh ka angki ce taicung zyk sih uhy.
131613005d	Cehlai Bawipa ak hla na koeh ni awm taak; Aw kak thaawmnaak, kai hul aham ang tawnna law lah.
131614006c	Zawzi awhkawng ka hqingnaak ve hul nawh, uikhqi ak thaawmnaak awhkawng a phu ak tlo ka hqingnaak ve hul lah.
1316150053	Sendeihkhqi am khak khui awhkawng ni hul nawh; cungkhqi ak kii awhkawng ni hul lah.
1316160060	Ka koeinaakhqi venawh nang ming ce khypyi nyng saw; thlangkqeng anglakawh nang ce nim kyih vang.
131617009a	Nangmih Bawipa ak kqihkhqi, kyihcah lah uh! Nangmih Jacob a cadil boeih, amah ce zoeksang lah uh! Nangmih Isarel cadilkhqi boeih, amah ce kqihchah lah uh!
131618007c	Khuikha nawh kyinaak ak hu thlang ce husit nawh am tyih hy; a haai awm am thuh pe nawh hul aham ak khynaak awi ce ngai pehy.
1316190094	Thlangkqeng anglak cunnaak awh nang ka nim kyihnaak awi ve namah a ven awhkawng ni a law; kak awikamnaak ve nang anik kqihkhqi haiawh soep sak vang.
13161a0089	Khawdengkhqi ing ai kawi hu unawh amik phoen phyi kaw; Bawipa ak suikhqi ing amah ce kyih u seitaw- nak kawlung ce kumqui dyna hqing seh.
13161b0083	Khawmdek a dytnaak boeih ing sim kawm usaw Bawipa venna hlat kawm uh, qam pum awhkaw cakaw paqeng boeih ing na haiawh koep kawm uh-
13161c004d	Uknaak taw Bawipa koena a awm dawngawh pilnam thlang boeih ce amah ing uk hy.
13161d00a5	Khawmdek awhkaw boeikhqi boeih ing poei sai unawh bawk kawm uh; dekvai khuina ak cetkhqi boeih- amah poek awh a mak hqing thaikhqi ing a haiawh khawkhlu sym kawm uh.
13161e006d	Cadilkhqi ing bibi pe kawm usaw; hai ben awhkaw ak law hly cadilkhqi venawh Bawipa kawng ce kqawn pe kawm uh.
13161f0075	Cekkhqi ing ak thang hlan thlangkhqi venawh anih a dyngnaak ce kqawn pe kawm uh. Anih ing ce ce asai hawh a dawngawh.
1317010044	Bawipa taw ka tuudoenkung na a awm dawngawh, am syt voel kawng nyng.
1317020048	Qam a sainaak hun awh ni ih sak nawh, tui ang bymnaak hun na ni hqui hy.
1317030055	Ka hqingnaak ve ni tlaih pe nawh ang ming ak caming dyngnaak lam benna ce ni sawi hy.
131704007f	Thihnaak lawk-kqawng hqaw nyng seiawm, ap kqih tikawng; kawtih na thingboeng ingkaw na sawnghqawl ing kang ngaih ni qep sak hy.
1317050073	Ka qaalkhqi haiawh kai aham caboei ni tloeng pe hyk ti, ka lu ve situi ing ni syp pe nawh; kak boet awh be ngen hy.
1317060073	Leeknaak ingkaw lungnaak ing ka hqing khui pyt awh ni hquut kawmsaw, Bawipa im awh kumqui dyna awm hawh kawng nyng.
1318010082	Khawmdek ve Bawipa koena awm nawh, ak khui awhkaw ik-oeihkhqi boeih, khawmdek ingkaw ak khui awh ak awm boeih awm a koe na awm hy.
131802004a	Anih ing tuicunli ak khan awh dyih sak nawh tuikhqi ak khan awh caksak hy.
1318030049	Bawipa tlang awh ce a u nu ak kai kaw? A hun caih awh ce u nu ak dyi kaw?
13180400a4	Kut ak caihkhqi ingkaw kawlung ak caihkhqi, a hqingnaak myiqawl bawknaak benna amak awm man ingkaw amak thym ik-oeih awh awi amak kam mankhqi doeng ing kai kawm uh.
131805005f	Bawipa ven awhkawng zoseennaak hu kawmsaw, ak hulkung Khawsa ven awhkaw ngaihqepnaak ce hu kaw.
1318060062	Amah ak sui cadilkhqi taw cemyihna awm kawm uh, Aw Jacob Khawsa, nang a haai ak sui thlangkhqi ce.
131807008f	Aw chawmkengkhqi aw, na luukhqi ce thawh lah; boeimang sangpahrang a kunnaak thai aham, nangmih syn awhkaw chawmkengkhqi aw zoeksang qu lah uh.
131808005f	Boeimang sangpahrang ve a u nu? Boeimang Bawipa qaal tuknaak awh tha ak awm soeih Bawipa ce ni.
131809008f	Aw chawmkengkhqi aw, na luukhqi ce thawh lah; boeimang sangpahrang a kunnaak thai aham, nangmih syn awhkaw chawmkengkhqi aw zoeksang qu lah uh.
13180a006d	Boeimang sangpahrang ve a u nu? Boeimang Bawipa thak awm soeih Bawipa - Boeimang sangpahrang ce anih hawh ni.
1319010030	Aw Bawipa, na venawh ka hqingnaak zoek law nyng.
1319020066	Aw ka Khawsa, nang ni ka ni ypnaak. Chah koeh ni phyih sak nawh, ka qaalkhqi ingawm koeh ni noeng sak.
131903008e	Nang awh ngaih-unaak ak takhqi boeih taw chah am phyi tikaw, cehlai ikaw am maiawh ypawm thlang na amak awmkhqi taw chah phyihnaak hu kawm uh.
1319040056	Aw Bawipa, nang ing na lamkhqi ce nim huh nawh na cehnaak lamkhqi ce ni cawng sak lah;
1319050084	Nang taw ka hulkung Khawsa na na awm dawngawh nak awitak khuiawh ni sawi nawh ni cawngpyi lah, myngawi kang ngaih-unaak taw nang ni.
1319060058	Aw Bawipa, syn awhkawng ak awm nam qeennaak ingkaw na lungnaak bau soeih ce sim poe lah.
13190700aa	Ka taai hui awhkaw ka thawlhnaakkhqi ingkaw hatlauh na ka awmnaak khawboe qamlangkhqi ce koeh sim poe lah, na lungnaak awh ce ni sim poe lah, Bawipa nang taw leek hyk ti.
131908006a	Leeknaak ingkaw dyngnaak ve Bawipa koe ni; Cedawngawh thlak thawlhkhqi ce amah a lamkhqi cawngpyi khqi hy.
1319090057	Dungvoeng na ak awm thlangkhqi ce a thymnaak benna sawi nawh amah a lam ce cawngpyi hy.
13190a0049	Ak awipeek paipi ak thin tlawhnaak khqi taw lungnaak kap nawh a ypawm hy.
13190b0060	Aw Bawipa, ka sai thawlhkhqi ve bau soeih mai seiawm, nang ming ak caming qeenkhaw ngai law lah.
13190c0066	Cawhtaw, Bawipa ak kqih thlang ce a u hy voei nu? Lam ak tyk peek naak amyihna anih ce cuk am kik kaw.
13190d005e	Anih ing khawnghyp boeih ce zo awmnaak ing hawna kawmsaw, a cadilkhqi ing qam ce pang kawm uh.
13190e0048	Bawipa ing amah ak kqihkhqi venawh a paipi ce ang hyp na sim sak dym hy.
13190f006b	Kamik qawi ing Bawipa ben doeng ni a toek, amah doeng ing ni ka khaw qawi ve thang awhkawng a hlam law hly.
1319100053	Kai benna mang law nawh nim qeen lah, khuikha ing kamah doeng ca ka awm a dawngawh.
131911006c	Kak kawlung khuikhanaak ve kqawn kaw am hut voel hy, ngaihang kawbin na ka awmnaak awhkawng ni loet sak lah.
1319120061	Ka khuikhanaak ingkaw kang ngaih a kyinaak toek nawhtaw ka thawlhnaak boeih ve khoe law bang lah.
1319130040	Ka qaalkhqi pung khawnghak nawh kai a mini sawhnaak ve toek lah!
131914006f	Ka hqingnaak ve qym nawhtaw kai ve ni hul lah; nang ak khuiawh kang thuk a dawngawh chahqai na koeh ni awm sak.
1319150065	Kawlung thymnaak ingkaw dyngnaak ing nik chung lah seh, kang ngaih-unaak taw nang awh a awm dawngawh.
1319160030	Aw Khawsa, a kyinaak awhkawng Isarel ve hul lah!
131a010075	Aw Bawipa, ak thym na awi ni deng lah; coet a kap kaana khaw ka sak a dawngawh; kaw cak doena ni Bawipa ce ka ypnaak.
131a020054	Aw Bawipa, ni noekdak nawh, ni nai plak plak lah, kam thin ka kyl ve ni silh pe lah.
131a030050	Na lungnaak ve ka haiawh awm poepa nawh, nak awitak awh ka ceh poepa a dawngawh.
131a040065	Qaai ak kqawn thlang mi am ngawi haih man nyng saw, ak hoel qu thlangkhqi ing am pyi qu man nih nyng.
131a050067	Ik-oeih che ak saikhqi ang cunnaak ce tyih nyng saw thlak chekhqi ing ngawih haih aham awm tha na nyng.
131a06004f	Coet kap kaana kut ve sil nyng saw, Bawipa na bawkthang a kengsam awh cet vang.
131a070063	Namah kyihcahnaak ce khawteh na khypyi nyng saw kawpoek kyi ik-oeih na saikhqi boeih ce kqawn vang.
131a08004a	Aw Bawipa, na awmnaak im, na boeimang a awmnaak hun ce thin tlawh na nyng.
131a09004e	Ka hqingnaak ve, thlak thawlhkhqi, thlang a thi ak ngaihkhqi mi koeh lawh sih.
131a0a0065	Ami kut awh ce ak che cainaak awm nawh amik tang ben kutkhqi awm ang hyp ik-oeih peeknaak ing be uhy.
131a0b004e	Cehlai, kai taw coet kap kaana khaw ka sak dawngawh, ni hul nawh nim qeen lah.
131a0c0059	Ka khaw ve hun a nepnaak awh dyi nawh; thlangkqeng ang cunnaak awh Bawipa ce kyihcah kaw.
131b010093	Bawipa taw ka maihchoei ingkaw ka hulnaak na awm hy - u nu kak kqih bai kaw? Bawipa taw ka hqingnaak vawngcak na awm hy - u nu kak kqih re bai kaw?
131b02007e	Ka sa daih aham thlak chekhqi ing ni pan unawh ka qaalkhqi ingkaw ka thunkhakhqi ing amim tu awh ce bah kawm usaw tlu kawm uh.
131b03007b	Qalkap ing nik chung khoep seiawm, kak kawlung am thyn qoe tikaw; tangboek ing ni boeng qoe seiawm kak kawlung yp khak kaw.
131b0400bd	Bawipa venawh ik-oeih pynoet doeng thoeh nyng, ka thoeh taw veni; ka hqing khui pyt Bawipa im awh awm aham ingkaw Bawipa a myi daw soeih ce toek doena a bawkim khuiawh amah sui ve doeng ni.
131b0500a7	Ikawtih kyinaak ka um awh ce a awmnaak hun awh kai ce ngaihding cana ni awm sak kaw; a hizan im awmnaak khuiawh ni thuh kawmsaw lungnu awh ce ak sang na nim hawih kaw.
131b0600ac	Cawhtaw kai anik chung khoep ka qaalkhqik khanawh ka luu ve zoeksang kaw; a hizan im awh zeel doena khy nawh lucik nawn nyng saw; Bawipa kyihcah ing laa sa hawh kawng nyng.
131b070051	Aw Bawipa, ka nik khy awh ce kak awi ngai law lah; nim qeen nawhtaw nim hlat lah.
131b080051	Kak kawlung ing “A haai sui lah!” ni tina hy. Bawipa nang haai ni ka sui hly.
131b09009c	Na haai ce koeh thuh valh nawh, na tyihzawih ve koeh mang taak; nang taw kai anik bawmkung ni. Aw Khawsa ka hulkung, koeh ni qoeng nawhtaw koeh ni cen taak.
131b0a0042	Ka pa ingkaw ka nu ing ni cehta seiawm, Bawipa ing ni do ngai kaw.
131b0b0060	Aw Bawipa, na lam ce ni cawng sak nawh; kai anik thekhanaakkhqi awh na lap dyng awh ni sawi lah.
131b0c0088	Ka qaalkhqi ngaihnaak awh kai ce koeh ni pe, amak thym dyihthingkhqi ing ni thawh sih unawh, amak leek ben awi ce amik kqawn a dawngawh.
131b0d0057	Ka hqingnaak qam awh ve Bawipa a leeknaak hu ngai kawng tinawh yp qu na mang kang nyng.
131b0e004f	Bawipa mah qeh lah; kawlung cak doena nak tha awm sak nawh, Bawipa mah qeh lah.
131c0100a3	Aw Bawipa ka lungnu, namah ni ka nik khy; am hlat kaana koeh ni awm taak. Nang ing am na ning ngainaak awhtaw lawk-kqawng khuiawh ak tlakhqi amyihna ni ka awm hly.
131c02008e	Nam qeennaak huh aham ni doet nyng, na hun caih soeih benna ka kut qawi ka soeng law awh qeennaak thoeh doena kak khynaak awi ve ngai law lah.
131c0300c5	Thlak chekhqi, ik-oeih amak leek ak sai thlangkhqi mi koeh nik dawh sih qen, cekkhqi ing a pilnamkhqi venawh zeelnaak awi taw kqawn kaa lawt hlai uhy, ak kawlung khui awhtaw ak che khqoet ni a awm.
131c04007c	Ak che ik-oeih ami sainaak amyihna thung pek khqi tloep lawt lah; a mimah ing ak tyng na amah a kut sainaak ce thung pe lah.
131c05009b	Bawipa a bibinaakkhqi ingkaw a kut saikhqi ce kaw na awm a maming ngaih dawngawh, cekkhqi ce khqai poet poet kawmsaw ityk awh awm am thawh khqi voel tikaw.
131c060063	Qeennaak ka thoehnaak khqi ve a ning zaak peek a dawngawh, Bawipa venawh zoeksangnaak awm seh nyng.
131c0700b8	Bawipa taw kak thaawmnaak ingkaw ka phuhqa na awm hy; kak kawlung ing amah ce ka ypnaak a dawngawh ni bawm hy. Kak kaw zeel soeih nawh amah venawh zeelnaak awi kqawn doena laa sa vang.
131c080071	Bawipa taw ak thlangkhqi ham thaawmnaak na awm nawh, amah ing a caksak thlangkhqi ham hulnaak vawngcak na awm hy.
131c090088	Nak thlangkhqi ce hul nawhtaw na qo ak pangkhqi ce zosennaak pe lah; a mingmih a tuudoenkung na awm nawh kumqui dyna khai khqi loet lah.
131d010057	Aw nangmih boeimang thak awm tloek, Bawipa taw boeimang soeih hy tinawh dawk lo lah uh.
131d020076	Ang ming a boeimang a dawngawh Bawipa venawh pe u nawhtaw; a zawziihnaak ing thoeihcam qu doena Bawipa ce bawk lah uh.
131d030090	Bawipak awi taw tuikhqi ak khan awh pau nawh; Khawsa a boeimangnaak taw khaw na hum hy, tui ak doem soeih ak khan awh Bawipa taw khaw na hum hy.
131d040044	Bawipak awi taw ak tha awm nawh; Bawipak awi taw a qym awm soeih hy.
131d05006c	Bawipak awi ing sidar thingkhqi ek sak nawh; Lebanon awhkaw sidar thingkhqi ce Bawipa ing kqai poet poet hy.
