0100000007	Jenesis
0107100072	Anante Anumzamo'ma kema hu'neaza huno aravere aravere mika ufre varetageno, Ra Anumzamo'a kafana erigi zamante'ne.
0107110078	Ranko'ma ru'neana zagene hanine 40'a knafi kora ruvava huno tusi'a ti hageno ana ventea mopafinti erisga huno mareri'ne.
0107120056	Ana nehuno timo'a reviteno marenerino mopa refitegeno, ventemo'a timofo agofetu me'ne.
0107130061	Hagi timo'a mago'ene hageno marerino osi agonaramine, zaza agonaraminena mika erinakri vagare'ne.
0107140075	Hagi timo'a mago'ene mareri aviteno, mika mopane mareri agatere'nea agonaraminena 7ni'a mita aru agatereno refite'ne.
01071500b3	E'ina higeno mopafima mani'nea zagaramine, nontega zagagafane, trampi zagagafane, namaramine, ne'onse zagarmine, vahe'ene, mopafima vanoma nehaza zagarminena zamahe fri vagare'ne.
0107160048	Hagi mopafima zamasimu eri'za mani'naza zagagafa, maka fri hana hu'naze.
01071700ae	Anumzamo'a vahe'ene, ne'onse zagarmine, namaramine, zagagafanena zamahe fanane hige'za omanitfa hu'naze. Higeno Noa'ene ventefi mani'namo'za zamagrake kasefa hu'za mani'naze.
010718002b	Hagi 150'a zagegnafi timo'a mopa refite'ne.
01080100a2	Hagi timo'a mopa refite'negeno Anumzamo'a Noanku'ene mika zagagafama ventefi mani'nagu agesa nentahino, zaho atufegeno zaho erino tina retufegeno taneno urami'ne.
0108020065	Anumzamo'a mopafinti'ma hanati'nea tina renkani nereno, monafinti ru'nea kora eri refitegeno ruse'ne.
010803003a	Hagi 150'a knamofo agu'afi timo'a akoheno taneno urami'ne.
0108040057	Hagi 7ni ikamofona, 17ni zupa ana ventemo'a eramino Ararati agonare eme runtrako hu'ne.
010805006d	Timo'a akoheno taneno uneramigeno 10ni ikamofo ese knazupa, mago'a agonamo'za osi'a hanaku hazage'za ke'naze.
0108060043	Hagi henka 40'a zagegna maniteno Noa'a zaho'ma erikana eri anagino,
010807005b	kotikoti nama huntege vuteno, vano vano nehigeno, timo'a taneno uramigeno mopa efore hu'ne.
010808003f	Hagi mopamo'ma ho'mu hu'nesigu, Noa'a mago maho nama huntegeno,
0108090075	hareno vano hiana manisnia zana omaneno tinke me'negeno ete e'ne. Egeno Noa'a aza antegame teno ventefi avre vazi'ne.
01080a00f5	Avrentegeno 7ni'agna manitegeno, Noa'a ete maho nama huntegeno hareno vu'ne. Hagi ana maho namamo'a kasefa olivi zafa asina atasino agipi haninkofino ana kinagage ehanati'ne. Ana higeno Noa keteno, hago timo'a taneno uramie huno agesa antahi'ne.
01080c004a	Mago'ene 7ni'agna maniteno, ana mahona huntegeno hareno vuteno ete ome'ne.
01080d00b9	Noa'a 601ni'a kafuma nehigeno, pusa ikamofona ese knazupa, mika ama mopafina timo'a ho'mu higeno, Noa'a ana ventemofona amumpafinti anasgeno keana, mopamo'a ho'mu huvagare'negeno ke'ne.
01080e0048	Anante 2 ikamofona 27ni knazupa mopamo'a ho'mu huvarenegeno Noa'a ke'ne.
01080f0026	Anumzamo'a amanage huno Noana asmi'ne,
01081000d2	kagrane nagaka'anena ventefintira atreta fegi'a atiramiho. Ventefima mani'naza zagagafane, namaramine, mika mopafi vano nehaza zagaraminena, zamavare atrege'za mopafi vu'za eza nehu'za kase hakare hu'za maniho.
010812004d	Anage hige'za Noaki, nenaroki, mofavre naga'ane, anoferahe'zane atirami'naze.
010813008d	Hagi ana zagagafane, ne'onse zagaramine, nama zagane, mika vanoma nehaza zagaramina, zamagrare zamagrare erizogi'za ventefintira atirmi'naze.
0108140093	Anantera, Noa'a Ra Anumzamofonte Kresramana vu ita trohuteno, mago'a avusese zagagafafinti'ene avusese namafinti'enena aheno mika Kresramana vu'ne.
0108150157	Hagi Ra Anumzamo'a Kresramana vu'nea mana'a nentahino muse nehuno amanage hu'ne, vahe'mo'za kumi'ma hanaza zankura mago'anena ama mopa eri havizana osugahue. Hakare vahe'mo'za mofavrema mani'nazareti'ma eno ama knare'ma eana, havi antahi'zampinke mani'naze. Hakare zagaramima zamasimu nentaza zagaramina menima huaza hu'na zamahe refiotegahue.
01081600d0	Ama ana mopa me'nenkeno maka'zana me'nena hoza negri'za, kafigahaze. Zasi'ma hu kna ne'enkeno, amuhoma hu kna egahie. Ko' aru knane zagegnanena nemenkeno, zagene hanine nehanigeno ana maka'zana vaga oregahie.
0109010086	Noane mofavre naga'anena Anumzamo'a asomu hunezmanteno amanage huno zamasmi'ne, Mofavrea kase zamantenke'za ama mopa ruvite'za maniho.
01090200b3	Zafafima nemaniza zagaramima, timpima nemaniza zagaramima, namaramima, kazakaza hu'za vano nehaza zagaramina mika kegava hihogu tami'noanki'za tamagoro nehanageta kegava hugahaze.
010903006a	Ana zagagafa nesnagu meni neramue. Kotera hagu' kamosa tami'noanki'na, menina maka'zana nesnagu neramamue.
010904004b	Hianagi korama me'nea ame'a onegahaze, na'ankure korampina e'i asimu me'ne.
01090500d2	Tamage huankino, mago ne'mo'o, mago'a zagagafamo'zama tamahe'za tamagri korama eri fegi tesige'na, Nagranena ahena agri korana eri fegi atregahue. Mago'mo nefuma ahe frisnige'na, Ngaranena, agrira ahe frigahue.
0109060075	Aza'o mago ne'ma ahe frisiana, ana nera ahe frigahaze. Na'ankure Nagra Anumzamo'na vahera Nagragna trohu zamante'noe.
010907004a	Kagrane, kagehe'zane, vahera kase hakare huta miko'a mopafina mani viteho.
0109080055	Hagi mago'ane Anumzamo'a Noanku'ene, mofavre naga'agu'enena amanage huno zamasami'ne,
0109090056	Menina antahio, kagrane, nagaka'ane kagehe'zane hagerfita mani'sunegu huvempage nehue.
01090a008e	Hagi ventefinti'ma atiramiza kagranema mani'naza zagagafane namaramine, kumate zagafaramine, trampi zagagafaraminte'ene ana huvempa kea nehue.
01090b008f	Nagra huvempa ke'ni'a huama nehue, runena kora atresanugeno zamasimu ante'za mani'naza zagaramine, mopanena tina hageno zamahe fanane osugahie.
01090c00d3	Anante Anumzamo'a huno, Nagrama amama nehuana huvempa ke nehue, Nagrane, tamagra'ene hakare zamasimu eneriza zagaramima tamagrane mani'nazane, henkama fore'ma hanaza vahe'ene amu'nontifi huvempa kea nehuanki'na,
01090d0049	mago avame'zana monare furagena ante'nanena, negeta antahi vava hugahaze.
01090e0049	Hampona huntesugeno mopa refinetenkeno, furagenamo'a monare fore hugahie.
01090f009b	Nagrama kagri'ene maka ama mopafima zamasimu eri'za nemaniza zagagafagu'ma huvempama hu'noa ke'ni'agu nagesa nentahi'na, ete tinura tamahe fanane osugahue.
010910008c	Hagi monare'ma furage'nama Nagrama negesuna, maka zamasimu'ma eri'za nemaniza zagaramina huvempa kema huzamante'noa kegu nagesa antahigahue.
0109110077	Mopafi vea'ene zagagafane huhagerafinogu avame'a, e'inahu'za fore hugahie, huno furagenakura Anumzamo'a Noana asami'ne.
0109120077	Hagi ama Noa mofavre naga'ma ventefinti atirami'namokizmi zamagi'a, Semi'e, Hamu'e Jafeti'e. Hagi Hamu'a Kenani nefa'e.
0109130050	Noana tagufa mofavre nagapinti mopafima mani'nona vahera, forehu hakare hu'none.
0109140048	Hagi tima hagetegeno henka, Noa'a hoza ne' mani'neno krepi hoza ante'ne.
0109150055	Mago zupa waini tima'a neteno negineno kena omasi avufga avapa seli noma'afi mase'ne.
010916006a	Kenani nefa Hamu'a ome keana Noa'a avufa avapa mase'negeno keteno atiramino nempu'amokizni ome zanasmi'ne.
01091700ae	Hagi Semike, Jafetikea tavrave eri'ne zanafunte antetene zanamigati ana seli nompi vu'ne neznafana ome refitentena'e. Zanavugosa arugaziga hunte'ne nezanafa avufga onke'na'e.
0109180067	Hagi Noa'ma negineno mase'nefinti henka ruhari huno negeno Hamu'ma hunte'nea zana keno antahino huteno,
0109190075	Noa'a amanage hu'ne, Kenani'a sifnafi nemanino, afuhe'mokizmi zamagafinka evuramino amane eri'za vahe'zami manigahie.
01091a007b	Hagi mago'ane Noa'a anage hu'ne, Semi Anumzamofo ra agi nemita agi'a ahentesga hanune. Kenaniga, Semi kato vahe manigahane.
01091b0076	Anumzamo'a Jafetina, mopa'a erira huntenkeno Semi'ene tragotene mani'ne snakeno Kenani'a Jafeti eri'za vahe manigahie.
01091c0038	Timo'a tanetegeno Noa'a mago'ane 350'a Zagegafu mani'ne.
01091d0033	Hagi ana miko 950'a zagegafu Noa'a maniteno fri'ne.
010a010099	Rantima hageno mika'zama ahe refitetegeno'a, Noana tagufa mofavre nagapinti maka'a vahera fore hu'naze. Ana kogna naga zamagi'a Semiki, Hamuki, Jafeti'e.
010a02006c	Hagi Jafeti mofavre naga zamagi'a ama'ne, Goma'e, Magogi'e, Madai'e, Javani'e, Tubali'e, Meseki'e, Tirasi'e.
010a03003d	Hanki Goma amohe'i zamagi'a Asikenazi'e, Rifati'e, Togarma'e.
010a04004c	Hanki Javani mofavre naga zamagi'a Elisa'e, Tarsisi'e, Kitimi'e, Dodanimi'e.
010a05008a	Ana nagapintira refko hu'za hagerinkena mopa zamagerute zamagerute kognare, famote ranra kuma erifore hu'za kegava hutere hu'za mani'naze.
010a060069	Hanki Hamu mofavre naga zamagi'a Kusi'e (Etopia), Mizrami'e (Isipi), Putie (Libya), Kenani'e (Palestine).
010a070092	Hanki Kusi mofavre naga zamagi'a Seba'e, Havila'e, Sabta'e, Rama'e, Sabiteka'e. Hanki Rama'a tare ne'mofavre zanante'ne, zanagi'a Sebake Dedanike.
010a080035	Kusi'a, Nimiroti nefa'e. Nimiroti'a agra harafa nere.
010a0900a3	Anumzamofo avurera knare harafa vahe fore huno mani'nea nere. E'ina'ma hu'negu menina vahe'mo'za rumofoma husga huntenakura, Nimroti kna vahe mani'ne hu'za nehaze.
010a0a0094	Nimroti'ma kegava hu'nea moparera tagufa rankumara me'ne, zamagi'a Babelie, Erekie, Akatie, Kalne, e'i ana kumatmina Sinari (Babiloni) mopafi me'ne.
010a0b0091	Nimroti'a Babiloni rankumara atreno, Asiria kaziga vuno rankumazaga ome azeri otino ki'ne. Ana kuma zamagi'a Ninive, Rehobotirie, Kalae, Resenie.
010a0c003f	Hanki Reseni rankumara Ninivene, Kala kumamofo amu'nompi me'ne.
010a0d00be	Isipi'a amana vahe'mokizmi nezamageho'e, Luti vahe'ma, Anami vahe'ma, Lehabi vahe'ma, Naftu vahe'ma, Pasru vahe'ma, Kaslu vahe'ma, Kriti vahere. Filistia vahera Kriti vahepinti fore hu'naze.
010a0f0066	Kenanina agonesa mofavrea Saidoni'e, hanki anazanke hu'za agripinti'ma fore'ma hu'nazana Hiti vahe'ma,
010a10002f	Jebusi vahe'ma, Amori vahe'ma, Girgasi vahe'ma,
010a11002b	Hivi vahe'ma, Arkisi vahe'ma, Sini vahe'ma,
010a1200a6	Arvada vahe'ma, Zemari vahe'ma, Hamati vahe'mo'zanena Kenanimpinti fore hu'naze. Hanki henka Kenani, agehe'za mago mago hu'za ru mopare ru mopare umani emani hu'naze.
010a1300b4	Hanki Kenani vahe mopamo'a, Saidoni kumateti eri agafa huno Gerari vuno Gaza uhanatiteno, ananteti vuno Sodom Gomora kaziga uhanatino, Admane, Zeboim kaziga vuteno Lasa uhanati'ne.
010a140077	Hamu agehe'za nagate nofite hu'za mani'neza ruzmegeru ruzmegeru neru'za rankuma trohu'za kegava hutere hu'za mani'naze.
010a150076	Hagi Semina mago'a ne'mofavre'a fore humi'neankino, Jafetina nempu amo'e. Semi'a Eberi nagamokizmi nezamageho mani'ne.
010a16004a	Semi mofavre naga zamagi'a, Elamu'e, Asari'e, Arpaksadi'e Ludiki, Aramu'e.
010a17003c	Aramu mofavre naga zamagi'a Uzi'e, Huli'e, Getari'e, Masi'e.
010a18002d	Arpaksadi'a Sela nefa'e, Sela'a Eberi nefa'e.
010a1900b1	Eberi'a tare ne' mofavre zanante'ne. Mago'mofo agi'a Peleki'e, Peleki'e hu'nea agimofo agafa'a amanahu hu'ne, mopa refko hu'za nagate nofite hu'naze. Hanki nefu agi'a Joktani'e.
010a1a0052	Joktani'ma zamante'nea naga zamagi'a, Almodati'e, Selepi'e, Hazarmaveti'e, Jera'e,
010a1b001d	Hadoramuki, Uzaliki, Dikla'e,
010a1c001b	Obaliki Abimaeliki, Seba'e.
010a1d004e	Hagi Ofiriki, Havilaki, Jobabiki hu'za zamagra Joktani mofavre naga mani'naze.
010a1e0084	E'i ana naga'ma kuma tro hu'za mani'naza mopamo'a Mesati agafa huteno vuno, Sefari zage hanatitega agona mopama me'nerega uhanatine.
010a1f00ba	Hagi Semimpinti'ma fore hu'naza vahera nagate nofite mago mago hu'za manitere hu'ne'za zamagerute zamagerute hu'za mopa zamire mani'ne'za, rankuma trohu'za kegava hu'za manitere hu'naze.
010a2000a5	Hagi tima hagetegeno ana amefi'a Noa ahi'mo'za mofavre naga'afinti forehu anante anante nehu'za, hakare kaziga mopafina ranra kuma ante'za maniza vu'za e'za hu'naze.
010b010060	Korapa knafina ama mopafima mani'naza vahe'mo'za magoke zamageruke neru'za, magoke kege hu'naze.
010b02007b	Vahe'mo'za hage'za zage hanatitega nevu'za mago agupo mopa Sinar (Babiloni) ome kete'za, anante kuma ome ante'za mani'naze.
010b0300ae	Mani'ne'za ke hugantugama hu'za anage hu'naze, Mopa kateta briki tro huta tevefi kre hanavenetita, kolta fuki erita simenia eri hanavetita tro huta nona kisune hu'za hu'naze.
010b0400a1	Anante amanage hu'naze, Tagrati rankuma trohuta za'za no kita monafi marerisnunkeno, ana nomo'a ran tagi neramina, arurega vuta eta hu'zankura tazeri atru hanie.
010b05005c	Hianagi Ra Anumzamo'a rankuma'ene, zaza none, vahe'mo'zama ki'naza nonku'ma kenaku erami'ne.
010b0600a5	Ra Anumzamo'a amanage hu'ne, Zamagra magoke naga mani'ne'za magoke zamageru neru'za, amazana eri agafa hazankiza, mago'zama hunaku'ma hanaza zana, amne tro hugahaze.
010b07006a	E'i zanku tagra uramita ke'zami eri savari hamanenke'za, zamagra zamageru'ma antahizankura amuho hugahaze.
010b080081	Anage nehuno Ra Anumzamo'a zamazeri fragu vazige'za kumazimi tro huvaga ore'za atre'za maka moparega vu'za e'za hu'za umani'naze.
010b0900c3	E'ina hu'nea agafare ana ran kumakura Babelie hu'za hu'naze. Na'ankure Ra Anumzamo ana mopafi vahe'mokizmi zamagerura zamazeri havia huteno, hakare moparega zamazeri atrege'za vu'za e'za hu'naze.
010b0a0091	Tima hagetegeno tare kafuma evigeno'a, Semimpinti'ma fore'ma hu'naza vahera amana hu'ne. Semi'a 100'a zagegafu huteno, Arpaksadina nefa'za hu'ne.
010b0b007b	Arpaksadi nafa'za huteno Semi'a 500'a zagegafu nehuno ne'mofara mago'ane zamante'ne. Semi'a 600'a zagegafu maniteno fri'ne.
010b0c0037	Arpaksadi'a 35'a zagegafu huteno, Selana nefa'za hu'ne.
010b0d0083	Arpaksadi'a Sela nefa'zama huteno'a, 403'a zagegafu nehuno mago'ane ne'mofara zamante'ne. Arpaksadi'a 438'a zagegafu huteno fri'ne.
010b0e0035	Sela'a 30'a zagegafu maniteno, Eberina nefa'za hu'ne.
010b0f0077	Sela'a Eberi nefa'za huteno 403'a zagegafu nehuno mago'ane ne'mofara zamante'ne, Sela'a 433'a zagegafu maniteno fri'ne.
010b100035	Eberi'a 34'a zagegafu maniteno, Peleki nefa'za hu'ne.
010b11007a	Eberi'a Peleki nefaza huteno, 430'a zagegafu nehuno mago'ane ne'mofara zamante'ne. Eberi'a 464'a zagegafu maniteno fri'ne.
010b120032	Peleki'a 30'a zagegafu nehuno Reuna nefa'za hu'ne.
010b130080	Peleki'ma Reu nefa'za huteno 209ni'a zagegafu maniteno mago'ane ne'mofara zamante'ne. Peleki'a 239ni'a zagegafu maniteno fri'ne.
010b140035	Reu'a 32'a zagegafu maniteno, Serugina nefa'za hu'ne.
010b150085	Serugi'ma fore hutegeno henka Reu'a 207ni'a zagegafu maniteno, mago'ane ne'mofara zamante'ne. Reu'a 239ni'a zagegafu maniteno fri'ne.
010b160036	Serugi'a 30'a zagegafu maniteno, Nahona nefa'za hu'ne.
010b17007a	Serugi'a Naho nefaza huteno 200'a zagegafu maniteno, mago'ane ne'mofara zamante'ne. Serugi'a 230'a zagegafu huteno fri'ne.
010b180034	Naho'a 29ni'a zagegafu nehuno, Terana nefa'za hu'ne.
010b19007e	Naho'a, Terana nefa'za huteno 119ni'a zagegafu maniteno, mago'ane ne'mofara zamante'ne, Naho'a 148'a zagegafu maniteno fri'ne.
010b1a004c	Tera'ma 70'a zagegafu nehuno'a Abrama, Nahoma, Haranikizmi nezmafa'za hu'ne.
010b1b0063	Tera nagara amanahu hu'ne. Tera'a Abrama, Nahoma, Haranikizmi nezmafa'e. Hagi Harani'a Loti nefa'e.
010b1c0056	Tera'a ofri mani'negeno, Harani'a kasente'naza kumate Ur kaziga Kaldi'a mopare fri'ne.
010b1d0092	Hagi Abramu'ene Nahokea a' eri'na'e. Hagi Abramu a'mofo agi'a Sarai'e. Naho a'mofo agi'a Milka'e, agra Harani mofare. Milkane Iskakizni neznafa'e.
010b1e002e	Hianagi Sarai'a mofavre onte narvo a' mani'ne.
010b1f00c5	Hagi Tera'a mofavre'a Abramuma, negeho Lotima Abramu nenaro Sarainki huno nezmavreno Kaldi'a kaziga Ur kumara atre'za Kenani vunaku vu'naze. Hianagi Harani kumate'ma unehanati'za anante umani'naze.
010b200035	Tera'a 205fu'a zagegafu huteno, Harani mopare fri'ne.
010c010080	Ra Anumzamo'a amanage huno Abramuna asami'ne, Mopakane, vaheka'ane negafa vahe'enena zamatrenka Nagrama kaveri hanua mopare vuo.
010c0200bd	Nagra kagripinti vahera zamazeri ra hanuge'za, rama'a vahe fore hu'za manigahaze. Nagra asomu hunegante'na, kagi'a eri ra neha'nena, kagripinti maka ama mopafi vahe'mo'za asomura erigahaze.
010c0300b8	Kagri'ma asomu hugantesimofona Nagra asomu huntegahue. Hianagi aza'o kagri'ma kazeri haviza hanimofona, Nagra azeri haviza hugahue. Maka mopafi naga'mo'za kagripinti asomura erigahaze.
010c040090	Anumzamo'ma kema asmiaza huno Abramu'a Harani kumara atreno nevigeno, Loti'a agrane vu'ne. Abramu'a 75'a zagegafu nehuno Haranitira otino vu'ne.
010c0500ae	Abramu'a nenaro Saraima, nagana'amofo mofavre Loti'ma, eri'za vahe'ane, nezmavreno maka afufenoma'ane e'nerino Harani kumara atre'za Kenani mopare vu'za, Kenani uhanati'naze.
010c0600b8	Hanki Abramu'a Kenani mopa amu'nompi rugitagino eva eva huno Sekemu ra oki zafa me'nere More kumate ehanati'ne. Hanki ana knafina Kenani vahe'mo'za ana mopafina mani'nageno ehanati'ne.
010c070094	Ra Anumzamo'a Abramunte eno amanage huno eme asmi'ne, Maka ama mopa nagaka'a zamigahue, higeno Abramu'a Ra Anumzante Kresramana vunaku ita trohu'ne.
010c0800fc	Ananteti atreno agonarega vuno Betel kumara agatereno, Ai zage hanati kaziga megeno, Betel kuma zage fre kaziga me'negeno amu'nompi seli nona ome ki'ne. Ana huteno Ra Anumzanku nentahino, have ita tro huno Ra Anumzamofo agihanta vazino monora hunte'ne.
010c09003c	Hagi Abramu'a mago'ene manitere hume vuno Negevi uhanati'ne.
010c0a0074	Ana knafina tusi'a agatonto kna fore higeno Abramu'a Isipi moparega vu'ne, na'ankure tusi'a agate kna fore higeno'e.
010c0b0080	Hagi Isipima vu kofta nehuno nenaro Sarainkura amanage huno asami'ne. Kagri'ma kagoana kagra knare hunka soe a' mani'nananki'za,
010c0c0057	Isipi vahe'mo'za kagesu'za Agri nenaro'e hu'za nahe fri'za kagrira a' kavre antegahaze.
010c0d004e	E'ina hu'negu, nensaro mani'ne hunka huge'za onahe'za natre'sage'na mani'neno.
010c0e006d	Abramu'a anage huno nehuno Isipi uhanatige'za, Isipi vahe'mo'za Saraima kazana knare a' mani'nege'za ke'naze.
010c0f0085	Fero eri'za vahe'mo'za Saraina kete'za Ferona ome asami'za, knare a' mani'ne hu'za nehu'za, Saraina avre'za Fero nompi ome ante'naze.
010c1000b7	Fero'a Saraima muse huntea kazigati, knare huno Abramuna kegava hunenteno, sipisipima, bulimakaoma, donkima, eri'za vahera vene a'ene nemino, a' donkine kemorine huno Abramuna ami'ne.
010c110099	Hianagi Ra Anumzamo'a tusi'a krirami atregeno Feronte ene, noma'afima nemaniza vahete'ene e'ne. Na'ankure Abramu nenaro Sarainteku e'inahura huzmante'ne.
010c120084	Fero'a ke higeno Abramu'a egeno anage huno asami'ne, Na'a ama zana hunante'nane? Nahigenka Sarai'a a'ni'a mani'ne hunka onasmi'nane?
010c13004b	Nahigenka nensaro'e hankena ara avre'noe? Ama'ne negnaro'a! Ko avrenka vuo.
010c140090	Fero'a hankave'ane ke vahe'a huzmanteno, Abramuna kegava hu'nenkeno nenaro'ene mika afu fenoznia enerine, ama mopa atrene vi'o huno huzmante'ne.
010d010067	Abramu'a Isipi mopareti hakare afufenoma'a enerino nenarone, Lotine neznavreno Negev vu'naku mareri'ne.
010d020061	Menina Abramu'a afu'zagama, golima, silvama huno rama'a ante'nea ne'kino tusi'a feno ne' mani'ne.
010d03009e	Hagi masetere hume nevuno, Negev mopare vuno ko'ma mani'neno'ma hu'nere uhanati'ne. Mago kaziga Beteli kuma me'negeno, mago kaziga Ai kuma me'nere uhanati'ne.
010d040059	Abramu'a ko'ma have itama tro hunte'nere anante uhanatino, Ra Anumzamofona mono hunte'ne.
010d050071	Abramu'ene vu'nea ne' Lotina sipisipi afu'zaga'ane, bulimakao afuzaga'ane seli noma'araminena me'nea ne' mani'ne.
010d060092	Hianagi anama mani'a mopamo'a knarera huozanante'ne. Maka afuzaga zani'amo'a titipa huno ne'zama ne'zamo'a atupa higeno, magopi manigara osu'na'e.
010d070093	Ana nehigeno Abramune, Lotikizni afu kva vahe'mo'za fra vazi'naze. Ana knafina Kenani vahe'ene, Perisi vahe'mo'za ana mopafina mani titipa hu'naze.
010d080094	Abramu'a amanage huno Lotina asami'ne, Tagra mago kora mani'noku fra ovazisnue, bulimakao afuti'are kegavama nehaza vahe'mo'zanena fra ovazisazanki,
010d0900cf	rama'a mopa me'neanki kagra kavesite vanuema hanana kaziga vuo. Kagrama hoga kaziga vugahue hananke'na, nagra tamaga kaziga vugahue. Hanki kagrama tamaga kaziga vugahue hananke'na, nagra hoga kaziga vugahue.
010d0a0106	Loti'ma kesga huno kegantugama nehuno Zoari kazigama keana, Jodani kokamo'a hakare kaziga masavenke huno Ra Anumzamofo Edeni hozagna nehuno, Isipi mopagna hu'negeno ke'ne. Anama hu'neana Sodomune, Gomoranema Ra Anumzamo'ma ahe fananema osu'nea knafi anara hu'ne.
010d0b006c	Anante Loti'a mika Jodani agupoma hunehamprino'a zage hanatitega vu'ne. Ananteti naga'ane otre atre hu'na'e.
010d0c0079	Abramu'a Kenani mopare manigeno, Loti'a ranku'ma zaga me'nefi Jodani agupofi Sodomu tva'onte seli noma'a omegino mani'ne.
010d0d0059	Sodomu vahe'mo'za havi avu'ava nehu'za kumi huhakare hu'za, Ra Anumzamofo ha' rente'naze.
