2800000007	Maatosa
280903004b	He wode woga tamarsizayti “haysi Xoossa casha giidi ba ulora gugimida.”
2809040044	Yesusay ista qohaaththaa eridi “inte wozinan iita yo aazas qopeti?
2809050044	Ne nagaray ato getetidess gusapene dendada ba gusafe awaysi kawushe?
280906008f	Gido atin asa nas biita bola asa nagarappe maranas sheney dizaysa eranamalasa giidi gunda adeza” denda ne zapha ekada gede neso ba” gidess.
2809070023	gunda adezikka dendidi beso bidess.
2809080066	Dereykka hessa beydi malaletethanine babon kumidi hayssa sire godatethi asas immida Xoossa galatidess.
2809090077	Yesusay heppe dendidi bishe issi Maatosa gizadey qaraxa qanxisizason utidaysa beydi tana kala gin dendidi iza kalidess.
28090a0085	Yesusay Maatosa son maada bola dishin daro qaraxxa shishizaytine nagranchati izakko yidi izarane iza kalizaytara issippe manas utida.
28090b0090	Parsaweti hessa beyidi Yesusa kalizayta “intena tamarsizaysi qaraxxa shishizaytarane nagranchatara wosti istara issippe kath mize? gi oychida.
28090c0064	Yesusaykka isti gizaysa siyidi ista” aakkimey koshizay saketidaytas atin saketonta paxatas gidena.
28090d0099	Hessa gish inte biidi “yarsho gidonta maroteth dosays giza qaala birshech tamaritte. Nagaranchata xeygana yadis atin xilota xeyganas yabeyke” gidess.
28090e0074	Xamaqiza Yanisa kalizayti Yesusakko yidi “nunine parsaweti xoomishin nena kalizayti aazas xoometene” gi oychida.
28090f008d	Yesusay istas “mishira lageti mishiraz istara dishin mozistana danda7izo? mishiray istafe ekistana wodey yana, isti he wode xoomana gidess.
2809100080	Gal7a mayo bola oratha qanxeth wothi sikiza asi dena. Gal7a bola orath wothi sikiko orathazi galaza pedherethidi ha das darsana.
2809110110	Oonikka oratha woyne caje gal7a ogoron gujenna. Gujiza gidikko ogorozi dhuqana, woyne cajezikka gukkana, ogorozikka go7ay bayndaz gidana. Gido atin oratha woyne cajey oratha ogoron gujetes, hessa malara woyne cajezine ogorozi lo7o nagetidi gam7ana. FFFFFF needs foot note.
2809120094	Yesusay asa hasa7ison dishin issi shuumey iza sinthan kundidi “tas na dara hayqana gaysu iza paxa dana mala yada ne kushe izi bola wotharki” gin
280913003a	Yesusay dendidi izara bidess, iza kalizaytikka izara bida.
280914006a	Tamane nam7u layth kumeth izippe suthi gukiza issi macashi Yesusape guyera yada iza afala macara bochadus.
280915006d	Iza hessa othiday haray atiko iza afala xera bochizakko ta faxana giza amanoy izi wozanan diza gish bochadus.
280916007d	Yesusaykka guye simi xelidi macashayo “aykkoy ba ta naye nena ne aamanoy pathidess” giin maccashaya herakka paxxa agadus.
2809170053	Yesusay shuumeza kethako gakishin derey zayeranne dinkera wasishe yeekizaysa be7idi
2809180044	Kichite naya dhiskadus atin hayqqabeyku giin isti iza bolla miicida.
2809190052	Derey wuri keethafe kezin izi keeth gelidi nay kushe oykides; nayaka denda eqadus.
28091a0025	Wooreykka dizason dizason laaletides.
28091b0064	Yesusay heepe bishin nam77u qooqeti “Dawite no nuna maarariki” giidi waasishe iza geedo kaalida.
28091c00a0	qooqetika yesuusay gelida keeththa iza kaalidi gelida. yesuusaykka ista “ta inte ayfe pathana dandda7izaysa amaneeti?” giidi oychides. istikka ee godo gida.
28091d0050	hessafe guye yesuusay ista ayfe bochidi “inte amano mala intes hano” gidees.
28091e0058	Isita ayfeykka xeelides yesuousaykkaoonikka hayssa eronta mala” giidi minthi yootides.
28091f003c	Gido atin isti kezidi heera wurisoson yesuusa gish woresida.
280920004a	Isiti heepe kezishin daydanthi oykida isi duuna muume ura yesuusako ehida.
280921009a	Daydanthazi kezidape guye he duuna muume adezi hasa7a oykidess; derezikka malaletidi “hayssa mala hanoy Isra7eele biitan haniin nu beyi erokko” giida.
2809220053	Gido atin parsawista zaaridi iza “daydanthi kesizay daydanthata halaqana” gida.
280923008d	Yesuusay ista mukuraben tamarisishene xoosa kawotetha mishiracho yootishe qasekka harge wursoppe asa pathishe katamanine mandaratan yuuyides.
2809240077	Asay wuri heemizadey baynda dorssa mala keehi metotetidi xeelizay bayndade gididaysa be7ida wode istas daro michetides.
2809250050	Bena kaalizaytikka “maxa gakida kaththay daro shin maxi shiishizayti guuthata.
280926004c	Hesa gish kaththa goday kaththakko oothanchata yedana mala woosite gides.”
280a010023	Yesuusay bena kaaliza tamane nam77u
280a020089	Tamane namm7u hawarista sunthay hayssafe kalizaysa; koyro Pixerosa getetiza Simona, Iza isha Indirasa Zabdosa na Yaqobene iza isha Yanisa
280a030056	Filiphosane Bertelemosa, Tomassane qaraxa shishiza Maatosa, Ilfosa na Yaqobene Tadosa,
280a04004c	Be bagas zili7etiza Simonane guyeppe Yesusa hayqos athi immida Asqoroto Yuda
280a05005c	Hayta tamane namm7ata wurssi gede amanonta dereta gath bopitte Samariya asa katamma gelopite
280a060031	atin Isra7ele keth gidida dhayda dorsatakko bite.
280a07002c	Bidine salo kawoteth matidess gidi sabakite.
280a080084	Harganchata pathitte, hayqidayta hayqoppe denthite, inchiracha hargizayta geshite, daydanthata kesite inte mela ekidaysa mela immite
280a090038	Worqa, bira woykko xarqimala gidin inte kissen oykofite.
280a0a0074	Othnchas hachis hachis gidizazi koshiza gish inte oges giidi shinqqe, koshonta mayo, caamma woykko gufe eki bopitte.
280a0b0084	Issi katama woykko issi mandara inte geliza wode intena mokkanade koyi demidi iza kethan shempitte heppe kezana gakanas hen takitte.
280a0c0025	Inte onna kethekka gelishe saro gite.
280a0d007e	He kethay sarotay besiza keth gidiko inte sarotay he kethas gido, sorotay besonta keth gidikko inte sarotay agidi intes simmo.
280a0e00d9	Ay assikka intena mokki ekkanasine inte giza siyanas koyontade gidikko he ura kethappe woykko he katamaappe kezishe issta bolla yiza gomeppe inte atidaysas markka gidana mala inte to bolla diza guddula pitidi kezitte.
280a0f007b	Ta intess tummu gays pirda galas he katmay bolla gakkana pirday Soodomma bolane Gamora bolla gakkida pirdappe deexo gidana.
280a10006d	Ta intena dorssa mala sudhumista gidora kitays. Hessa gish shosha mala cincatane wole mala ashikkista gidite.
280a110068	Assay intena oykkidi pirdiza dulatas shishana, ba mukuraben intena garafana, hessa gish istafe nagetite.
280a12006f	Ta gedon dere harizaytakkone kawotakko intena efana. Ista sinthenine amanonta asata sinthan inte markka gidana.
280a13007a	Intena isti oykkiza wode nu ay gi hasa7ino, woz gi mal/th/s/e immino gi hirgoppitte. He wode inte gaanazi intes immistana.
280a14003b	Intenan hasa7anay inte aawa ayanappe atin intena gidekista.
280a15007a	Ishay ba isha hayqos aathi imana, aaway ba na bolla, nayti bena yelidayita bolla dendidi hamakal7anane hara asa wodhisana.
280a160055	Ta gish asi wurikka intena ixxana. Gido atin wurseth gakkanaas mini eqiday izi atana.
280a17008a	Asay intena inte diza heerape gooddikko haraso kichite. Ta intes tumu gaysi inte isra7eele katama wursi gakkonta dishin ta asa nayi yaana.
280a180039	Ashkaray godappe woykko kaalizadey kalethizadefe aadhena.
280a190096	Tamarey bena tamarisizayssa mala woykko ashikaray goda mala gidikko hesi izas gidana. Keetha aawa be7el zebula giikko so asa ays hessafe iita geetene?
280a1a004d	Hesa gish istas babopite; geemetiday qonconta qotetiday geeshi kezonta atena.
280a1b0052	Ta intes dhumara yootidaysa poo7on haasa7ite haythan siyidayssa qonchen haasa7ite.
280a1c0083	Asho wodhikofe atinshempppo wodhanas danda7ontaytas babopite hessafe ashone shemppone gaaname taman dhaysanas danda7izaysas babite.
280a1d0064	Issi santen bayzetiza nam77u gashe kafotappe isiniyakka inte salo aawa sheney baynda co kunda atiku.
280a1e002e	haray ato shin inte hu7e iskeykka taybon dees.
280a1f0048	hessa gisha babopite daro gashe kafotape inte waagay aadhi bonchetidaza.
280a20004f	asa sinthan taas markatizades taaka salon diza ta aawa sinthan izades mrkatana.
280a21004d	qase asa sinthan tana kadhidhade taka salon diza ta aawa sinthan iza kadhana.
280a22005f	Ta biita bolla saroteth ehanas yida intes milatopo; maasha ehanas atin saroteth ehanas yabeyke.
280a230044	Tani yiday na aawappe, maca na aayipe, machcho bolotippe shaakanasa.
280a24001a	Asas morkey so asa gidana.
280a250091	Taape aathidi ba aawa woykko ba aayo siiqizadey taas gidanas besena. Taape aathidi ba atuma na woykko, meeca na siiqiza uray taas gidanas besena.
280a260039	Mesqele tookidi tana kaalonta uray taas gidanas bessenna.
280a270053	Be shemppo aashshanas koyza uray dhayses; ba shemppo ta gish aathi imizadey aashes.
280a280058	Intena moki ekizadey tanakka moki ekes. Tana mokki ekizadey tana kitidadekka moki ekess.
280a29007c	Issi nabe nabetethan moki ekizadey he nabeza waga demana. Xillo ura iza xillotetha gish mokki ekkiko he xilloza waga ekkana.
280a2a0085	Hessa gish ta intess tummu gays onikka hayta guthatappe tana kalizade gidida gish issi xu7a irxa hath ushikko hiniskka wagay dhayena.
280b010076	Yesusay bena kaliza tamane nam7u asatas azazo immi wursidappe guye tamarsanasne sabakanas Galilan diza katamta bidess.
280b020097	Yanisay qasho kethan dishe kirstosay othiza hanota siyidi bena kalizayta izakko yedidi ass ashizadey yana getetiday nene ye hara nagino gidi oychidess.
280b040048	Yesusaykka zaridi “biidi inte sidaysane inte beyidaysa Yanisas yotite.
280b050091	Qoqeti xeletess wobeti hamutetes inchracha hargizayti geyetes tuuleti siyetes hayqidayti hayqoppe paxi dendetes manqotas mishracho qalay yotetes.
280b060020	Tanan dhuphetontadey anjetidade.
280b070088	Yanisa kalizayti bidappe guye Yesusay asas Yanisa gish hizgidess “azi beyanas duge bazo bideti carkoy qathiza shombaqo beyanas yideti?
280b08007a	Woykko az beyanas kezideti? Lo7o mayo mayidi lo7i utidade beyana yideti? Lo7o mayo mayidi lo7izayti kawota kethan deteess.
280b09005d	Histin az beyana kezideti? nabe beyana kezideti? Ee ta intes gays nabeppe adhizaysa beyanasa.
280b0a0080	“Ne bana ogee neess gigisanade neppe sinthara kalethada ta ness kitana getetidi iza gish kasse xafetida uray izakko” gidees.
280b0b00ad	Ta intess tumu gays maccashappe yelettida asappe xamaqiza Yanisa milatiza uray biita bolla dendibeyna. Gidikkokka Xoossa kawotethan asa wursoppe lafa uray Yanisappe aadhana.
280b0c0074	Xamaqiza Yaanisa wodeppe ha simmin ha7i gakanas salo kawotethi daro bagara sugetees. Izzo demanayti mino asata xala.
280b0d004e	Nabetikka Musse wogaykka wuri Yaanisa wode gakkanaas buroppe hananaysa yotida.
280b0e003c	Histikko inte ekkana koykko izi yana getetida Elasay izakko.
280b0f001d	Siyiza haythi diza uray siyo.
280b10009b	Haysa ha wode asa azan lemusso? Giyan uttidi ba lagista “Nu intess dith dixin inte duribeykkista yeho zilalith zilalin yekibeykista giza nayta milatetes.
280b120043	Yaanisay musafene ushafe naagetidi yida gish daydanthara dess gida.
280b13009e	Ta asa nay mashene uyashe yiin haysi midi kalonta asa, ushanchane qaraxa shishizaytasine nagaranchatas lage gida. Gido attin Xoossa eratethi ba othon xiladus.
280b140102	Hessappe guye Yesusay izi malatata othida katama asay marotethan gelonta agida gish “Kurazinene Betesayda intena aye inte bolla othetida malatay Xirosa bolane Sidona bolla othetidakko isti maqa maydinne bidinthan utidi beni beni marotethan geli gidanashin.
280b16005d	Hessa gish tani intes gizay firda galas inteppe adhidi Xiirosasine Sidonas qixaatey kawuyana.
280b1700ae	Hanne Qifirnahome pudde salo dhoqu dhoqu ganas koyadi? Gido atin neni duge si7ole wodhandasa, ne bolla othetida malatay Sodomen othetidakko Soodomey hach gakanas daanakoshin.
280b180061	Hessa gish ta nena gizay pirda galas qixatey neppe Soddomas kawuyana. /s Kirstosay immiza shemppo
280b19009e	Hessa wode Yesusay hizgidi wosidess. “Salo bitta Godo, ta awo, hayssa daro eranchatappene cinccatappe qotada qeri naytas ne qoncisida gish ta nena galatays.
280b1a0037	Aabo Ee haysi ne sinthan lo7o ne shene gididi betidess.
280b1b0094	Wurikka ta aawappe tass imetidess, aawappe atin naza gish eriza uray bawa, qasse nazappene nazi ba shenen qoncisida urappe haray aawa eriza uray ba.
280b1c005c	inteno, tokkoy dexidaytine daburidayti wurikka taakko ha yitte, takka intess shemppo immana.
280b1d0065	Ta qambara tokitte tappekka tamaritte tani ta wozinan aadane ashke inte shemppos inte shemppo demana.
280b1e0026	Ta qambaray shaykone ta tohoy kawushe.
280c01007f	Hesappe guye Yesusay sambata galas kaththa gidora adhi bidess. Iza kalizaytikka gafida gish tiya duthidi shigechi muus oykidda.
280c02006f	Parisaweti hessa beyidi Yesusa “hekko nena kalizayti sambata galas oothistanas besontaysa oothetess gidda.”
280c030061	Izikka istas zaridi “Dawiteyinne izara diza asati gafida wode izi ay othidakkone nababibeyketi?
280c040060	Xoossa keth gelidi qesistappe attin Dawiteyne izara dizayti bochanas besonta dumma uketh midess.
280c050068	Woykko qeseti sambata sharidi meqidess gidon otho othikko moro gidontaysa ooritte wogappe nababibeyketi?
280c060039	Gidikkokka ta intess gizay meqdeseppe adhizadey han dess.
280c07006e	“Yarsho gidonta ta maroteth dosays” giza qaalay ay gusukunne inte erizakko xillota bolla pirdekistakkoshin
280c080021	asa nay sanbatas godda” gidees.
280c09002e	Heppe izi gede adhishe ista mukurabe gelidess.
280c0a007a	Henikka issi kushe silidadey dess. Yesuusa kasasanas gasso koyidi “sambata galas pathanas besize?” gidi iza oychidess.
280c0b006d	Izikka ista “inteppe isadde dorsi sambata galas olan gilikko ba dorssa izi gelidi ollafe gochi kessi erene?
280c0c005d	Histikko assi dorssappe kehi adhene? hessa gish sambata galas lo7o oothoy digetena” gidess.
280c0d0062	Addeza “ne kushe pidisa” gidess, addezikka ba kushe pidisin hinkko kusheza mala paxa gididees.
280c0e0057	Giddo atin parsaweti heppe kezidine Yesuusa wosti oyki wodhanakone ba garsan zoretidda.
280c0f0071	Yesusay ista qohaaththaa eridi heppe haraso deesh gidess. Daro derey iza kalidess harganchatakka wursi pathidess.
280c10002d	Izi onakone asas yotonta mala ista azazidess.
280c110187	Hesikka haniday nabe Isayasan “Ta doridayne ta izan ufa7etiza ta nay haysich; ta ayanappe ta iza bolla wothana, izikka amanonta deretas tumu pirda awajana, oyetena, woykko wassena. Izas qalaykka karen siyetena, Tuma pirda xonos gathana gakanas tinceti utida shomboqokka menthenane cuwatiza muqadakka toysena, amanonta dereti iza ufaysan nagana” getetidi yotetida tinbite qalay polistana.
280c16009a	Hessappe guye daydanthi oykin xelanasine hasa7anas dayda7onta issi ura Yesusakko ekki yida. Yesusaykka iza pathin addezi xelanassine hasa7anas dandaydess.
280c170041	Assay wurikka malaletidi “haysi addezi Dawite nasha?” gidess.
280c180088	Giddo atin parsaweti hessa siyda wode “Haysi addezi daydanth kesizay daydantha halaqa bi7el zebula wolqan xala gidanas besses” gida.
280c19008c	Yesusay ista qofa eridi “ba garsan isay issappe shaketiza kawotethi wurikka kundana, ba garsan shaketiza katamay woykko ketha assi minena.
280c1a0077	Xala7ey Xala7e kesiza gidkko Xala7ey ba garasan shaketidess gusa. Hessatho hanikko iza kawotethi wani minana danda7ize?
280c1b0070	Tani bi7el zebula wolqan kesiza gidikko inte nayti aza woliqan kesane? Hessa gish inte nayti inte bolla pirdana.
280c1c005c	Gido atin tani daydanth kesizay Xoossa ayanan gidikko Xoossa kawotethi intekko yidess gussa.
280c1d009d	Woykko issi uray wolqara dizade keth gelidi mishe bonqana koyikko kasetidi he wolqara dizadeza oyki qashonta wosti bonqane? Qachidappe guye bonqana dandayes.
280c1e004d	Tanara gidontadey tanara eqetes, tanara issippe shishonta uray wurikka lales.
280c1f0072	Hessa gish ta intess tumu gays nagara othoyne cashi wuri asas ato getistana shin Xillo ayana cayida uray maretena.
280c2000ab	Ay assikka asa na bolla hasa7iza iitta qaalay maristana shin Xillo Ayana bolla hasa7iza iita qaalay gidikko hayssa ha woden gidin woykko buro yana woden gidin maroy deena.
280c210086	Mithi wuri ayfen eretizaysa mala inte lo7o ayfe demana mala intes lo7o mithi deyo, intes iita mithi diza gidikko inte ita ayfe ekkana.
280c22007c	Inteno marzera diza shoshato inteni iitata gidi utidi wosti lo7o hasa7anas dandayeti? Ulo garsan kumidazi dunara hasa7etess.
280c230083	Lo7o assi ba wozinan kunthi wothida lo7o yooppe lo7o hasa7es, iitta assikka ba wozinan kunthi wothidda itatethappe iitta yo kesses.
280c240060	Gido atin ta intess gizay asay ba hasa7ida hada qaala wurso gish pirda galas wurikka oychistana.
280c25005d	Gassoykka ne qalappe dendidaysan ne xilada atanane ne qalappe dendidaysan ne bolla pirdistana
280c260080	Hessappe guye issi issi Musse woga tamarsizaytine parsaweti Yesusa “astamare, nu neppe malalsiza malata beyanas koyos” gida.
280c270082	Izi istass zaridi “ha iitane layma yeletay malata oyches gido attin nabbe Yoonasa malatappe atin hara malatay imetena” gidess.
280c28007b	Yoonasay gita mole ulo giidon heedzdzu qamane hezu galas gami7ida mala asa nay hezu galasine hezu qamma bitta ulon gam7ana.
280c2900b4	Nanawe asay pirda galas hayssa ha yeletara dendidi ha yeleta bolla pirdana; gasoykka Nanawe asay Yoonaasa markatethan maroteth gelida gishasa. Hekko Yoonaasappe adhizadey han dees.
280c2a00c3	Dugge baga dere kawoya Solomoone erateth siyanas bitta gaxappe dendada yidda gish pirda galas iza hayssa yeletethara dendada ha yeletetha bolla pirdana. Hekko Solomooneppe adhizadey hayssan dess.
280c2b0070	Tuna ayanay asappe kezidi sheemppo demanas hathi baynda mela bitan dabures, gido attin ba koyiza shemppo demena.
280c2c0096	Hessappe qasse kasse ta dizaso siimma bana gidi beniso izi simishin kasse izi dizasoy aykoyne baynda mela keth gididi geyidine gigeti dizaysa deemess.
280c2d00bd	Hessafe bidi hara beppe itiza lapun iitta ayanata benara ekidi yeess. Istika he uran gelidi deyana. He uras kasse dusafe guye dusay iita gidana. Haysa iitta yeletethaskka hessa mala hanana.
