2800000005	Mateu
28070f0086	“Zangameni na tunanguizi va makuli, vaje veja kuli yeni mu vuzalo ngue vampanga, vuno honi mukati kavo vanapu tungunga vamu musenge.
2807100097	Muka vazivukila ku vushuka vuavo. Nkuma vushuka vua viniu vaka vutomona ku muti ua vimbimbo, cipue vushuka vua mukuyu ku shaku ije ili na mambimbo ndi?
2807110068	Mucifua cimo vene muti uoshe uacili ukemi vushuka vuacili, vuno honi muti ua upi ukemi vushuka vua vupi.
280712005e	Muti uacili kuuasa kuima vushuka vua vupi, kaha naua muti ua upi kuuasa kuima vushuka vuacili.
2807130046	Muti uoshe uje kuuimi vushuka vuacili vaka uteta naku umbila mu tuhia.
2807140029	Nankuma muka vazivukila ku vushuka vuavo.
28071500aa	“Keti muntu uoshe uje ahandeka kuli yange nguendi, ‘Muene, Muene,’ akakovela mu vumuene vua muilu, vuno honi kuvanga lika uje alinga cizango ca Tate uje hali muilu.
28071600de	Ha litangua lije vavengi vakahandeka kuli yange nguavo, ‘Muene, Muene! Nkuma kutuahandekele vunanguizi mu lizina liove, nakuhumisa mahamba mu lizina liove, kaha tualingile viuma viavingi viakukomouesa mu lizina liove?’
2807170073	Ambahoni njikahandeka kuli vakevo nguange, ‘Kunjamitantekeyele, humeni kuli yange, yeni vaka kulinga via vipi!’
280718007c	“Kaha muntu uoshe uje evua aua mezi ange naku akavangeya napu ngue uje yala uakuzangama uje uatungile njivo yendi ha livu.
2807190095	Kaha kalunga uanokele, na livazi liezile, kaha mpunzi yezile nakuningangesa ije njivo. Vuno honi kuyauile, muomu luvula luayo valutungilile ha livue.
28071a0087	“Vuno honi uoshe uje evua aua mezi ange, kaha ka akavangeya, napu ngue uje yala ua cilema uje uatungilile njivo yendi ha museke seke,
28071b0092	Kaha kalunga uanokele, na livazi liezile, kaha mpunzi yapekumukile nakuningangesa ije njivo, kaha yauile, kaha kuua cayo capuile cacipi cikuma!”
28071c0064	Kaha omo Yesu uamanusuile kuhandeka viuma evi, vivunga via vantu vialikomokelele ha kulongesa cendi.
28071d0059	Muomu uavalongesele ngue uje alina nzili yakama keti ngue valongisi vavo va mezi mashiko.
2808010046	Omo Yesu uasikumukile kuhuma ha munkinda, vivunga viakama viamukavele,
2808020078	kaha taleni, muka mbumba uezile kuli ikeye nakumutsikamena nakuhandeka nguendi, “Muene nga utonda uasa kunjilelesa.”
280803008a	Kaha Yesu uoluele livoko liendi nakumukuata nakuhandeka nguendi, “Njitonda, lela.” Kaha hajevene uje yala uakangukile ku mbumba yendi.
28080400bd	Kaha Yesu uahandekele kuli ikeye nguendi, “Keti ukalekeko cipue umo, vuno honi ya ukalimuese kuli kasasendote, kaha ukahane vuana vuje vuashikile Mosesa, linga cipue vukaleho ku vantu.”
2808050066	Omo Yesu uakovelele mu Kapenauma, mukuluntu ua masualale va Loma uezile kuli ikeye mukumulomba vukuasi
280806007a	kaha uahandekele nguendi “Muene, ngamba yange nakosa mu njivo ali nakuvavala kalepa, kaha alinakuvua cikuma kuvavala.”
2808070045	Kaha Yesu uahandekele kuli ikeye nguendi, “Njija nakumukanguisa.”
28080800ae	Vuno honi uje mukuluntu ua masualale uamukumbuluile nguendi, “Muene, kucanjipandele yove kukovela mu njivo yange, vuno honi handeka lika lizi, kaha ngamba yange akakanguka.
280809010f	Muomu nange naua nji yala uje ali muintsi lia nzili yakama, kaha na masualale naua vali muintsi liange, kaha njihandeka kuli umo nguange, ‘Ya,’ kaha aya, kaha kuli mukuavo naua nguange ‘Ija,’ kaha eja, kuli ndungo yange nguange, ‘Linga eci,’ kaha acilinga.”
28080a00c6	Omo Yesu uevuile vije viahandekele, ualikomokelele cikuma, kaha uahandekele kuli vaje vakele naku mukava nguendi, “Muavusunga njimileka nguange, cipue mu Isaleli kunjauanene lutsilielo luangacije.
28080b00a7	Njimileka nguange vavengi vakeja, vakahuma mu ngangela na mu kangombe kayambi, kaha vakatumama ku ciuano hamo na Avilahama, na Isake, na Yakomba, mu vumuene vua muilu,
28080c006e	vuno honi vana va vumuene vakavombila mu milima hambanza, kuje kukakala kulila na kulishumanga ku mazo avo.”
28080d00ad	Kaha Yesu uahandekele kuli uje mukuluntu ua masualale nguendi, “Ya, cilingiue ngoco kuli yove ngue muje munatsiliela.” Kaha ngamba yendi uakangukile ha ntsimbu ije vene.
28080e0072	Kaha omo Yesu uakovelele mu njivo ya Petulu, uauanene vainamueno ya Petulu vanakosa vakele nakuvavala lisika sika.
28080f0069	Kaha uamukuatele ku livoko liendi, kaha lisika sika liamuhumine, kaha uahindukile nakuputuka kumupangela.
2808100096	Kaha kucinguezi cije vene vamunehelele vantu vavengi vaje vakele na mahamba, kaha uahumisile vimbembesi na lizi, kaha uakanguisile vakakuvavala voshe.
280811008f	Eci capuile linga vilishulisise vije viahandekele kananguizi ua Njambi Isaya nguendi, “Uambatele makalu etu, kaha uambatele mishongo yetu.”
280812006a	Omo Yesu uamuene civunga cakama cinamuzengeleka, uashikile vandongisi vendi linga vaye musinia lia cisali.
2808130071	Kaha mulongisi ua mashiko uezile kuli ikeye nakuhandeka nguendi, “Mulongisi, njikukavangeya kuoshe ku ukaya.”
280814009a	Kaha Yesu uamukumbuluile nguendi, “Vambanje valina mena, kaha naua na tuzila va muilu valina mashua, vuno honi Muna Muntu kesi na cihela cakuhuimina.”
280815006b	Kaha naua umo ua vandongisi vendi uahandekele kuli ikeye nguendi, “Muene, tahi njiye njikatsinde tate.”
2808160065	Vuno honi Yesu uahandekele kuli ikeye nguendi, “Njikave, kaha seza vatsi vatsinde vatsi vakuavo.”
280817003f	Kaha omo Yesu uakovelele mu vuato, vandongisi vendi vamukavele.
2808180080	Kaha taleni, kuakatukile mankimba akama cikuma ha cisali, kaha vuato vuakele nakuninganga na mankimba, vuno honi Yesu te nakosa.
2808190051	Kaha vaile nakumuhindula nakuhandeka nguavo, “Tuovole Muene, tuli nakunonga.”
28081a00aa	Kaha uahandekele kuli vakevo nguendi, “Vika muteua, yeni vamala va lutsilielo lualundende?” Ambahoni uakatukile nakutenukila mpunzi na mankimba, kaha aholokele kuluu.
28081b0086	Kaha vandongisi vendi valikomokelele cikuma nakuhandeka nguavo, “Muntu uacifua muka ou, uje cipue mpunzi na mankimba vimuononoka!”
28081c00c9	Omo Yesu uahetele musinia lia cisali ku cihela ca Ngandalena, ualiuanene na vamala vavali vaje vakele na mahamba tele vahuminina ha vihilo. Kaha omuo ya vutenu vuavo naumo uahi uasele kuhita ngila ije.
28081d0088	Kaha vatambekele nguavo, “Utonda kulinga vika netu yove Muna Njambi? Uneja nakutuhana kashitiku oku kanda ntsimbu yetu iheteho ndi?”
28081e0044	Kuyehi navo kuakele vutanga vua vangulu vavengi vaje vakele nakulia.
28081f0066	Kaha mahamba amulombele nguauo, “Nga utuhumisa, tutavese linga tukakovele mu vutanga vua vangulu.”
28082000e3	Kaha Yesu uahandekele kuli vakevo nguendi, “Yeni.” Kaha aje mahamba ahumine nakukakovela mu vutanga vua vangulu. Hajevene vuje vutanga vua vangulu vuoshe vuasikumukile nakushatukila mu cisali. Kaha vuakanongelelemo mu mema.
2808210096	Vaje vantu vaje vakele nakuniunga vangulu vashatukilile mu nganda nakukambulula vije vioshe vamuene navije vialingiuile kuli vaje vamala vaka mahamba.
2808220082	Kaha taleni, vantu voshe vahumine mu nganda vezile nakuliuana na Yesu, kaha omo vamumuene, vamulombele ngeci ahume mu cihela cavo.
280901004e	Omo Yesu uakovelele mu vuato, uajavukikile musinia, kaha uayile kuimbo liendi.
28090200c6	Kaha hajevene vamunehelelele muka kalepa uakosele ha muhela uendi. Kaha omo Yesu uamuene lutsilielo luavo, uahandekele kuli uje muka kalepa nguendi, “Simpa, munange, vupi vuove vana vusambuesa.”
2809030069	Kaha vamo valongisi va Lishiko valihandekesele umo na mukuavo nguavo, “Ou yala alinakushaula Njambi!”
280904007a	Vuno honi Yesu hakutantekeya viyongola viavo uahandekele nguendi, “Vika muli nakuyonguela viuma via vipi mu mitima yeni?
2809050065	Nkuma cacasi cika kuhandeka nguange, vupi vuove vanavusambuesa, cipue kuhandeka nguange katuka uende?
28090600c3	Ngeci mutantekeye ngueni Muna Muntu hali na nzili yakama cikuma hano ha mavu yakusambuesa vupi.” Kaha uahandekele kuli uje muka kalepa nguendi, “Katuka, ambata muhela uove, kaha ya kuimbo!”
280907001f	Kaha uakatukile, nakuya kuimbo.
280908006e	Omo civunga vacimuene, vakele na liova, kaha vashangazalele Njambi, uje uahanene nzili yakama cikuma ku vantu.
28090900c0	Omo Yesu uahumine kuje ku cihela, uamuene yala ivatumbula nguavo Mateu uatumamene mu njivo ya kutambuila lisimo. Kaha uahandekele kuli ikeye nguendi, “Njikave.” Kaha uakatukile nakumukava.
28090a0084	Omo uatumamene ku mesa mu njivo, kaha vavengi vaka kutambula lisimo na vaka vupi vezile nakutumama hamo na Yesu na vandongisi vendi.
28090b0093	Kaha omo Vafaliseo vacimuene, vahandekele kuli vandongisi vendi nguavo, “Vika mulongisi ueni alinakulia na vaka kutambula lisimo na vaka vupi?”
28090c0077	Vuno honi omo uavevuile, uahandekele nguendi, “Vakangule kuvekusetela cimbanda, vuno honi kuvanga lika vaka kuvavala.
28090d0098	Yemuye mukalilongese vika eci cilumbunuka, ‘Njishunguiya cikeketima, keti cikombelo.’ Muomu kunjezile mukusana vaka vusunga, vuno honi vaka vupi.”
28090e00ad	Kaha vandongisi va Iuano muka kumbuitika vezile kuli ikeye nakuhandeka nguavo, “Vika yetu na Vafaliseo tukaliumina kulia, vuno honi vandongisi vove kuvekuliumina kulia?”
28090f00e5	Kaha Yesu uahandekele kuli vakevo nguendi, “Nkuma vangenzi vaje vali ku ciuano ca vulo vanapande kulila oku liavenia vulo acili navo ndi? Matangua akeja omo uje liavenia vulo vakamuambata hali vakevo ambahoni vakaliumine kulia.
28091000ab	“Naumo uahi asa kutongela citope ca ntanga yaiha ha kazaku kalaja, omuo cije citope caciha cikatavula kaje kazaku kaha mukasala mbengua yakama kupulakana mu muje yakele.
2809110143	Naumo uahi asa kuhaka viniu via viha mu vinjenge via vilambu via laja, nga mulinga ngoco kaha vije vinjeke via vilambu vikatavuka, kaha vije viniu vikahitila muangoco na vije vilambu kaha vikapihia, vuno honi viniu via viha vaka vihaka mu vinjeke via vilambu via viha kaha mukulinga ngoco vioshe vivali vikakala muacili.”
28091200d6	Te Yesu acilinakuhandeka navo, taleni muka kuyula ua Vayunda uezile kuli ikeye nakumutsikamena, uahandekele nguendi, “Munange ua mumbanda natsi hano vene, vuno honi ija nakumusaleka livoko liove, kaha akayoya.”
2809130039	Kaha Yesu uakatukile nakumukava hamo na vandongisi vendi.
28091400a4	Kaha taleni, mpuevo uje uayandele ku mushongo ua kuhita maninga ha miaka yakupua likumi na ivali uezile munima yendi kaha uamukuatele ku mukunduilo ua kazaku kendi,
2809150065	omuo uahandekele kuli ikeye vavenia nguendi, “Nga njikuata lika ku kazaku kendi kaha njikanguka.”
28091600ab	Omo Yesu uatengulukile uamumuene kaha uahandekele kuli ikeye nguendi, “Simpa, munange ua mpuevo, lutsilielo luove luakukanguisa.” Kaha hajevene uje mpuevo uakangukile.
2809170088	Kaha omo Yesu uakovelele mu njivo ya uje mukuluntu ua masualale, uamuene vaje vakakuimba miaso yaha viakutsa na civunga cakele nakulila,
2809180071	Kaha uahandekele nguendi, “Tuhukeni! Omuo ou kanike uampuevo katsile vuno honi nakosa lika.” Kaha vamujolele.
280919008c	Vuno honi omo civunga catuhukile hambanza, uakovelele mukati kaha uakuatele uje kanike ku livoko nakumuhindula, kaha uje kanike uahindukile.
28091a0036	Kaha muzimbu ou ualishanduokelele mu mbonge yoshe ije.
28091b0077	Kaha omo Yesu uahumine kuje, tupuputua vavali vamukavele, vatambekele nguavo, “Tuivuileko cikeketima Muna Ndaviti,”
28091c00ca	Omo uakovelele mu njivo, vaje tupuputua vavali vezile kuli ikeye, kaha Yesu uahandekele kuli vakevo nguendi, “Mutsiliela ngueni njasa kucilinga eci ndi?” Kaha vamukumbuluile nguavo, “Eyo Muene.”
28091d0072	Ambahoni uakuatele ha mesho avo nakuhandeka nguendi, “Kuya ku lutsilielo lueni cilingiue ngocovene kuli yeni.”
28091e005d	Kaha mesho avo emukile, kaha Yesu uavashikile nguendi, “Keti mukalekeko muntu cipue umo.”
28091f0043	Vuno honi vaile nakushanduola lutsimo luendi mu mbonge muoshe muje.
2809200070	Omo vaje vamala vakele nakuya, kaha kuakele vamo vantu vanehelelele Yesu yala ua kaveveve uje uakele na lihamba.
28092100c8	Kaha omo lije lihamba valihumisile, uje yala ua kaveveve uaputukile kuhandeka, kaha vivunga via valikomokelele cikuma nakuhandeka nguavio, “Nacimo cahi cakufua ngue eci cituamona muno mu Isaleli.”
280922005d	Vuno honi Vafaliseo vahandekele nguavo, “Akahumisa mahamba na nzili ya muene ua mahamba.”
28092300c1	Kaha Yesu uendanganene mu vimbonge vioshe na mu membo oshe, uakele nakulongesa mu vinjivo viavo via malombelo nakuambulula muzimbu uacili ua vumuene, uakanguisile mishongo yoshe na mavezi oshe.
280924008a	Omo uamuene vivunga via vantu kaha uavivuililile ngozi, omuo vakele nakulinienga nakuhona viakulinga ngue vampanga vaje vakuhona kaniungi.
280925006f	Kaha uahandekele kuli vandongisi vendi nguendi, “Viakuteja vinapu viavingi vuno honi vaka kupanga vavandende.
280926005b	Nankuma lombeleni kuli Muene ua vaka kuteja linga atume vaka kupanga kuviakuteja viendi.”
280a0100a8	Kaha Yesu uasanene vandongisi vendi likumi na vavali, kaha uavahanene nzili yakama ha vimbembesi viakujuala, nakuvihumisa, nakukanguisa mishongo yoshe na vaka kuvavala.
280a020098	Mazina a tunganda likumi na vavali aua, uakulivanga Simoni uje ivatumbula nguavo Petulu, na munaina Anduleo, na Tiango muna Zembendeo, na munaina Iuano.
280a03005f	Filipu na Mbatolomeo, Tomasi na Mateu muka kutambula lisimu, na Tiango muna Alufeya, na Tandeo,
280a040041	Simoni uaku Kanana, na Yunda Sakaliote uje uendele Yesu vungungu.
280a050088	Kaha Yesu uatumine likumi na vavali, uavashikile nguendi, “Keti muye kuli vaje keti Vayunda, kaha keti mukovele mu mbonge ya Samaliya.
280a060041	Vuno honi yeni ku vampanga vaje vazimbala va mu njivo ya Isaleli.
280a07004c	Kaha oku muli nakuya ambululeni ngueni, ‘Vumuene vua muilu vuli muyehi.’
280a080099	Kanguiseni vaka kuvavala, hinduleni vaka kutsa, kanguiseni vaka mbumba, muhumise mahamba. Muatambuile kuakuhona kufueta, kaha haneni kuakuhona kufuetesa.
280a090044	Keti muambate Ngolinde cipue Siliva cipue vunengu mu vinkombe vieni,
280a0a0086	keti muambate lipakumuna ha vungezi vueni cipue vikovelo vivali cipue vinkaku, cipue mbueti, omo muka kupanga napande kutambula kulia.
280a0b0084	“Kaha nganda cipue limbo lioshe mukovela, tondeni muntu iya uje napande ku mitambula muacili, kaha tumameni nendi noho mukahumamo.
280a0c002e	Omo mukovela mu njivo, menekeni vaje muuanamo.
280a0d0087	Kaha nga muje mu njivo vanamitambula vuino, ciyulo ceni cikale navo, vuno honi nga kuvamitambuile vuino, kaha ciyulo ceni cimihilukile.
280a0e0097	Kaha nga kuli umo uje kamitambula cipue kuvuilila ku mezi eni, kaha totomoneni likungu ku viliato vieni, omo muhuma muje mu njivo cipue muje mu nganda.
280a0f0083	Muavusunga njimileka nguange, ha litangua lia kusompa Njambi akahana kashitiku cikuma ku cihela cije kupulakana Sondoma na Ngomola.
280a10006e	“Taleni, njimituma ngue vampanga hakati ka tungunga, kaha zangameni ngue linoka kaha ononokeni ngue mavembe.
280a110060	Zangameni ku vantu, omuo vakamituala ku vinzango, na kumipupanga mu vinjivo viavo via malombelo.
280a120077	Kaha vakamituala ku vanguvulu na kuli vimiene omuo yange, linga cikapue vukaleho kuli vakevo na kuli vaje keti Vayunda.
280a130056	Omo vamituala, keti mulishoshomuene mumuka handekela cipue vimukahandeka, ha hola ije.
280a140052	Omuo keti yeni mukahandeka, vuno honi Cimbembesi ca Ishueni cikahandeka muli yeni.
280a150068	“Muanaye akatuala munaina mukutsa, kaha ishe na munendi, kaha vana vakaluisa visemi vavo na kuvatsiha.
280a16005f	Kaha vakamizinda voshe omuo ya lizina liange. Vuno honi uje akakateya na kumamanusuilo akovoka.
280a170098	Omo vamiyandesa mu mbonge imo, teueleni mukuavo, muavusunga njimileka nguange kumukendangana mu vimbonge vioshe ya Isaleli ntsimbu kanda muna muntu eja.
280a180051	“Ndongisi kasa kupulakana mulongisi uendi, cipue ngamba kupulakana muene yendi.
280a1900af	Capande ngeci ndongisi kupua ngue mulongisi uendi, na ngamba kupua ngue muene yendi. Nga vanatumbula muene ua njivo nguavo Mbelezembulu, kaha cikapua vati ku vaka njivo yendi.
280a1a0079	“Kaha keti mukale na liova navo, omuo kukuesi civanafuiki cikahona kucifukula, cipue cakushueka cikahona kucitantekeya.
280a1b0064	Vinjimileka mu milima mu vihandeke mu ceke, kaha vije vimuvua vayeveta vihandekeleni helu lia njivo.
280a1c0083	Kaha keti muteue vaje vatsiha muvila vuno honi kuvasa kutsiha muono, vuno honi teueni uje asa kunongesa muono na muvila mu ngehena.
280a1d0085	Nkuma keti tumpiasa vavali vakavalandesa ha muuaya uaya umo ndi? Vuno honi naumo uavo uahi akau ha mavu kuakuhona cizango ca Ishueni.
280a1e003c	Vuno honi yeni cipue vinkambu via ku mutue ueni vanavitanda.
280a1f0049	Keti muteue, nankuma yeni muli naseho yakama kupulakana tumpiasa vavengi.
280a20005f	“Uoshe uje akanjihandeka hakati ka vantu, nange naua njikamuhandeka kuli Tate uje hali muilu,
280a210069	vuno honi uoshe uje akanjiviana ku mesho a vantu, nange naua njikamuviana ku mesho a Tate uje hali muilu.
280a220063	“Keti musinganieke ngueni njinanehe ciyulo ha mavu, kunjezile nakuneha ciyulo, vuno honi mukuale.
280a230066	Njineja nakulinga muana aluise ishe, kaha muana uampuevo aluisa vaina, vaina mueno aluise vanayemueno,
280a24002d	Kaha vitozi va muntu vakapua vavushoko vendi.
280a2500ad	“Uoshe uje azanga ishe cipue ina cikuma kupulakana yange kaha kanjipandele, kaha uoshe uje azanga munendi ua yala cipue uampuevo cikuma kupulakana yange kaha kanjipandele,
280a26004e	kaha uoshe uje kambata cilindakano cendi nakuhona kunjikava kaha kanjipandele.
280a270070	Kaha uoshe uje atonda muono uendi akauzimbalesa, kaha na uoshe uje a zimbalesa muono uendi omuo yange akau uana.
280a28005e	“Uoshe uje amitambula natambula yange, kaha uoshe uje anjitambula natambula uje uanjitumine.
280a2900cb	Kaha uoshe uje akatambula kananguizi omuo ikeye kananguizi akatambula vuana vua kananguizi, kaha uoshe uje akatambula yala ua vusunga omuo ikeye napu yala ua vusunga akatambula vuana vua yala ua vusunga.
280a2a00b1	Kaha uoshe uje ahana kuli umo uava vanike vavandende cipue nganja ya mema akutontola omuo napu ndongisi, muavusunga njihandeka kuli yeni nguange kakazimbalesaho vuana vuendi.”
280b010084	Omo Yesu uamanusuile kushika vandongisi vendi likumi na vavali, uahumine kuje kaha uaile nakulongesa nakuambulula mu vinganda viavo.
280b020075	Honi omo Iuano te hali mu kamenga uevuile vije vialingile Kilistu, kaha uatumine vandongisi vendi na mezi aua nguendi
280b030061	yemuye mukahandeke kuli ikeye nguendi, “Yove uje hali nakuija indi tuvandamene mukuavo naua?”
280b040057	Kaha Yesu uavakumbuluile nguendi, “Yemuye mukaleke Iuano vije munevu navije munamono,
280b05008d	tupuputua vamona na vilema venda, vaka mbumba vanajele na tuveveve vevua, vatsi vasanguka, kaha na vihutu vali nakuvambuluila muzimbu uacili.
280b060029	Nakuisuliua uje katsutsuka omuo yange.”
280b07009f	Omo vakele nakuya, Yesu uaputukile kuhandeka ku civunga via Iuano nguendi, “Vika muaile mukumona mu mpambo? Muaile mukumona lihongo litepuzoka na mpunzi ndi?
