280000000c	ମଥିଃ
28040700ec	ତଦାନୀଂ ଯୀଶୁସ୍ତସ୍ମୈ କଥିତୱାନ୍ ଏତଦପି ଲିଖିତମାସ୍ତେ, "ତ୍ୱଂ ନିଜପ୍ରଭୁଂ ପରମେଶ୍ୱରଂ ମା ପରୀକ୍ଷସ୍ୱ| "
2804080139	ଅନନ୍ତରଂ ପ୍ରତାରକଃ ପୁନରପି ତମ୍ ଅତ୍ୟୁଞ୍ଚଧରାଧରୋପରି ନୀତ୍ୱା ଜଗତଃ ସକଲରାଜ୍ୟାନି ତଦୈଶ୍ୱର୍ୟ୍ୟାଣି ଚ ଦର୍ଶଯାଶ୍ଚକାର କଥଯାଞ୍ଚକାର ଚ,
28040900bd	ଯଦି ତ୍ୱଂ ଦଣ୍ଡୱଦ୍ ଭୱନ୍ ମାଂ ପ୍ରଣମେସ୍ତର୍ହ୍ୟହମ୍ ଏତାନି ତୁଭ୍ୟଂ ପ୍ରଦାସ୍ୟାମି|
28040a012b	ତଦାନୀଂ ଯୀଶୁସ୍ତମୱୋଚତ୍, ଦୂରୀଭୱ ପ୍ରତାରକ, ଲିଖିତମିଦମ୍ ଆସ୍ତେ, "ତ୍ୱଯା ନିଜଃ ପ୍ରଭୁଃ ପରମେଶ୍ୱରଃ ପ୍ରଣମ୍ୟଃ କେୱଲଃ ସ ସେୱ୍ୟଶ୍ଚ| "
28040b00a8	ତତଃ ପ୍ରତାରକେଣ ସ ପର୍ୟ୍ୟତ୍ୟାଜି, ତଦା ସ୍ୱର୍ଗୀଯଦୂତୈରାଗତ୍ୟ ସ ସିଷେୱେ|
28040c00d0	ତଦନନ୍ତରଂ ଯୋହନ୍ କାରାଯାଂ ବବନ୍ଧେ, ତଦ୍ୱାର୍ତ୍ତାଂ ନିଶମ୍ୟ ଯୀଶୁନା ଗାଲୀଲ୍ ପ୍ରାସ୍ଥୀଯତ|
28040d016c	ତତଃ ପରଂ ସ ନାସରନ୍ନଗରଂ ୱିହାଯ ଜଲଘେସ୍ତଟେ ସିବୂଲୂନ୍ନପ୍ତାଲୀ ଏତଯୋରୁୱଭଯୋଃ ପ୍ରଦେଶଯୋଃ ସୀମ୍ନୋର୍ମଧ୍ୟୱର୍ତ୍ତୀ ଯ: କଫର୍ନାହୂମ୍ ତନ୍ନଗରମ୍ ଇତ୍ୱା ନ୍ୟୱସତ୍|
28040e0106	ତସ୍ମାତ୍, ଅନ୍ୟାଦେଶୀଯଗାଲୀଲି ଯର୍ଦ୍ଦନ୍ପାରେଽବ୍ଧିରୋଧସି| ନପ୍ତାଲିସିବୂଲୂନ୍ଦେଶୌ ଯତ୍ର ସ୍ଥାନେ ସ୍ଥିତୌ ପୁରା|
28040f01b9	ତତ୍ରତ୍ୟା ମନୁଜା ଯେ ଯେ ପର୍ୟ୍ୟଭ୍ରାମ୍ୟନ୍ ତମିସ୍ରକେ| ତୈର୍ଜନୈର୍ବୃହଦାଲୋକଃ ପରିଦର୍ଶିଷ୍ୟତେ ତଦା| ଅୱସନ୍ ଯେ ଜନା ଦେଶେ ମୃତ୍ୟୁଚ୍ଛାଯାସ୍ୱରୂପକେ| ତେଷାମୁପରି ଲୋକାନାମାଲୋକଃ ସଂପ୍ରକାଶିତଃ||
28041000aa	ଯଦେତଦ୍ୱଚନଂ ଯିଶଯିଯଭୱିଷ୍ୟଦ୍ୱାଦିନା ପ୍ରୋକ୍ତଂ, ତତ୍ ତଦା ସଫଲମ୍ ଅଭୂତ୍|
280411011f	ଅନନ୍ତରଂ ଯୀଶୁଃ ସୁସଂୱାଦଂ ପ୍ରଚାରଯନ୍ ଏତାଂ କଥାଂ କଥଯିତୁମ୍ ଆରେଭେ, ମନାଂସି ପରାୱର୍ତ୍ତଯତ, ସ୍ୱର୍ଗୀଯରାଜତ୍ୱଂ ସୱିଧମଭୱତ୍|
28041201b1	ତତଃ ପରଂ ଯୀଶୁ ର୍ଗାଲୀଲୋ ଜଲଧେସ୍ତଟେନ ଗଚ୍ଛନ୍ ଗଚ୍ଛନ୍ ଆନ୍ଦ୍ରିଯସ୍ତସ୍ୟ ଭ୍ରାତା ଶିମୋନ୍ ଅର୍ଥତୋ ଯଂ ପିତରଂ ୱଦନ୍ତି ଏତାୱୁଭୌ ଜଲଘୌ ଜାଲଂ କ୍ଷିପନ୍ତୌ ଦଦର୍ଶ, ଯତସ୍ତୌ ମୀନଧାରିଣାୱାସ୍ତାମ୍|
28041300d3	ତଦା ସ ତାୱାହୂଯ ୱ୍ୟାଜହାର, ଯୁୱାଂ ମମ ପଶ୍ଚାଦ୍ ଆଗଚ୍ଛତଂ, ଯୁୱାମହଂ ମନୁଜଧାରିଣୌ କରିଷ୍ୟାମି|
2804140073	ତେନୈୱ ତୌ ଜାଲଂ ୱିହାଯ ତସ୍ୟ ପଶ୍ଚାତ୍ ଆଗଚ୍ଛତାମ୍|
28041501b4	ଅନନ୍ତରଂ ତସ୍ମାତ୍ ସ୍ଥାନାତ୍ ୱ୍ରଜନ୍ ୱ୍ରଜନ୍ ସିୱଦିଯସ୍ୟ ସୁତୌ ଯାକୂବ୍ ଯୋହନ୍ନାମାନୌ ଦ୍ୱୌ ସହଜୌ ତାତେନ ସାର୍ଦ୍ଧଂ ନୌକୋପରି ଜାଲସ୍ୟ ଜୀର୍ଣୋଦ୍ଧାରଂ କୁର୍ୱ୍ୱନ୍ତୌ ୱୀକ୍ଷ୍ୟ ତାୱାହୂତୱାନ୍|
28041600aa	ତତ୍କ୍ଷଣାତ୍ ତୌ ନାୱଂ ସ୍ୱତାତଞ୍ଚ ୱିହାଯ ତସ୍ୟ ପଶ୍ଚାଦ୍ଗାମିନୌ ବଭୂୱତୁଃ|
28041701ab	ଅନନ୍ତରଂ ଭଜନଭୱନେ ସମୁପଦିଶନ୍ ରାଜ୍ୟସ୍ୟ ସୁସଂୱାଦଂ ପ୍ରଚାରଯନ୍ ମନୁଜାନାଂ ସର୍ୱ୍ୱପ୍ରକାରାନ୍ ରୋଗାନ୍ ସର୍ୱ୍ୱପ୍ରକାରପୀଡାଶ୍ଚ ଶମଯନ୍ ଯୀଶୁଃ କୃତ୍ସ୍ନଂ ଗାଲୀଲ୍ଦେଶଂ ଭ୍ରମିତୁମ୍ ଆରଭତ|
2804180230	ତେନ କୃତ୍ସ୍ନସୁରିଯାଦେଶସ୍ୟ ମଧ୍ୟଂ ତସ୍ୟ ଯଶୋ ୱ୍ୟାପ୍ନୋତ୍, ଅପରଂ ଭୂତଗ୍ରସ୍ତା ଅପସ୍ମାରର୍ଗୀଣଃ ପକ୍ଷାଧାତିପ୍ରଭୃତଯଶ୍ଚ ଯାୱନ୍ତୋ ମନୁଜା ନାନାୱିଧୱ୍ୟାଧିଭିଃ କ୍ଲିଷ୍ଟା ଆସନ୍, ତେଷୁ ସର୍ୱ୍ୱେଷୁ ତସ୍ୟ ସମୀପମ୍ ଆନୀତେଷୁ ସ ତାନ୍ ସ୍ୱସ୍ଥାନ୍ ଚକାର|
280419010a	ଏତେନ ଗାଲୀଲ୍-ଦିକାପନି-ଯିରୂଶାଲମ୍-ଯିହୂଦୀଯଦେଶେଭ୍ୟୋ ଯର୍ଦ୍ଦନଃ ପାରାଞ୍ଚ ବହୱୋ ମନୁଜାସ୍ତସ୍ୟ ପଶ୍ଚାଦ୍ ଆଗଚ୍ଛନ୍|
280501009d	ଅନନ୍ତରଂ ସ ଜନନିୱହଂ ନିରୀକ୍ଷ୍ୟ ଭୂଧରୋପରି ୱ୍ରଜିତ୍ୱା ସମୁପୱିୱେଶ|
28050200ae	ତଦାନୀଂ ଶିଷ୍ୟେଷୁ ତସ୍ୟ ସମୀପମାଗତେଷୁ ତେନ ତେଭ୍ୟ ଏଷା କଥା କଥ୍ୟାଞ୍ଚକ୍ରେ|
28050300a6	ଅଭିମାନହୀନା ଜନା ଧନ୍ୟାଃ, ଯତସ୍ତେ ସ୍ୱର୍ଗୀଯରାଜ୍ୟମ୍ ଅଧିକରିଷ୍ୟନ୍ତି|
280504009e	ଖିଦ୍ୟମାନା ମନୁଜା ଧନ୍ୟାଃ, ଯସ୍ମାତ୍ ତେ ସାନ୍ତ୍ୱନାଂ ପ୍ରାପ୍ସନ୍ତି|
280505009b	ନମ୍ରା ମାନୱାଶ୍ଚ ଧନ୍ୟାଃ, ଯସ୍ମାତ୍ ତେ ମେଦିନୀମ୍ ଅଧିକରିଷ୍ୟନ୍ତି|
28050600d2	ଧର୍ମ୍ମାଯ ବୁଭୁକ୍ଷିତାଃ ତୃଷାର୍ତ୍ତାଶ୍ଚ ମନୁଜା ଧନ୍ୟାଃ, ଯସ୍ମାତ୍ ତେ ପରିତର୍ପ୍ସ୍ୟନ୍ତି|
280507008f	କୃପାଲୱୋ ମାନୱା ଧନ୍ୟାଃ, ଯସ୍ମାତ୍ ତେ କୃପାଂ ପ୍ରାପ୍ସ୍ୟନ୍ତି|
28050800a7	ନିର୍ମ୍ମଲହୃଦଯା ମନୁଜାଶ୍ଚ ଧନ୍ୟାଃ, ଯସ୍ମାତ୍ ତ ଈଶ୍ଚରଂ ଦ୍ରକ୍ଷ୍ୟନ୍ତି|
28050900bd	ମେଲଯିତାରୋ ମାନୱା ଧନ୍ୟାଃ, ଯସ୍ମାତ୍ ତ ଈଶ୍ଚରସ୍ୟ ସନ୍ତାନତ୍ୱେନ ୱିଖ୍ୟାସ୍ୟନ୍ତି|
28050a00d2	ଧର୍ମ୍ମକାରଣାତ୍ ତାଡିତା ମନୁଜା ଧନ୍ୟା, ଯସ୍ମାତ୍ ସ୍ୱର୍ଗୀଯରାଜ୍ୟେ ତେଷାମଧିକରୋ ୱିଦ୍ୟତେ|
28050b010b	ଯଦା ମନୁଜା ମମ ନାମକୃତେ ଯୁଷ୍ମାନ୍ ନିନ୍ଦନ୍ତି ତାଡଯନ୍ତି ମୃଷା ନାନାଦୁର୍ୱ୍ୱାକ୍ୟାନି ୱଦନ୍ତି ଚ, ତଦା ଯୁଯଂ ଧନ୍ୟାଃ|
28050c0157	ତଦା ଆନନ୍ଦତ, ତଥା ଭୃଶଂ ହ୍ଲାଦଧ୍ୱଞ୍ଚ, ଯତଃ ସ୍ୱର୍ଗେ ଭୂଯାଂସି ଫଲାନି ଲପ୍ସ୍ୟଧ୍ୱେ; ତେ ଯୁଷ୍ମାକଂ ପୁରାତନାନ୍ ଭୱିଷ୍ୟଦ୍ୱାଦିନୋଽପି ତାଦୃଗ୍ ଅତାଡଯନ୍|
28050d0223	ଯୁଯଂ ମେଦିନ୍ୟାଂ ଲୱଣରୂପାଃ, କିନ୍ତୁ ଯଦି ଲୱଣସ୍ୟ ଲୱଣତ୍ୱମ୍ ଅପଯାତି, ତର୍ହି ତତ୍ କେନ ପ୍ରକାରେଣ ସ୍ୱାଦୁଯୁକ୍ତଂ ଭୱିଷ୍ୟତି? ତତ୍ କସ୍ୟାପି କାର୍ୟ୍ୟସ୍ୟାଯୋଗ୍ୟତ୍ୱାତ୍ କେୱଲଂ ବହିଃ ପ୍ରକ୍ଷେପ୍ତୁଂ ନରାଣାଂ ପଦତଲେନ ଦଲଯିତୁଞ୍ଚ ଯୋଗ୍ୟଂ ଭୱତି|
28050e00bf	ଯୂଯଂ ଜଗତି ଦୀପ୍ତିରୂପାଃ, ଭୂଧରୋପରି ସ୍ଥିତଂ ନଗରଂ ଗୁପ୍ତଂ ଭୱିତୁଂ ନହି ଶକ୍ଷ୍ୟତି|
28050f0171	ଅପରଂ ମନୁଜାଃ ପ୍ରଦୀପାନ୍ ପ୍ରଜ୍ୱାଲ୍ୟ ଦ୍ରୋଣାଧୋ ନ ସ୍ଥାପଯନ୍ତି, କିନ୍ତୁ ଦୀପାଧାରୋପର୍ୟ୍ୟେୱ ସ୍ଥାପଯନ୍ତି, ତେନ ତେ ଦୀପା ଗେହସ୍ଥିତାନ୍ ସକଲାନ୍ ପ୍ରକାଶଯନ୍ତି|
2805100160	ଯେନ ମାନୱା ଯୁଷ୍ମାକଂ ସତ୍କର୍ମ୍ମାଣି ୱିଲୋକ୍ୟ ଯୁଷ୍ମାକଂ ସ୍ୱର୍ଗସ୍ଥଂ ପିତରଂ ଧନ୍ୟଂ ୱଦନ୍ତି, ତେଷାଂ ସମକ୍ଷଂ ଯୁଷ୍ମାକଂ ଦୀପ୍ତିସ୍ତାଦୃକ୍ ପ୍ରକାଶତାମ୍|
2805110147	ଅହଂ ୱ୍ୟୱସ୍ଥାଂ ଭୱିଷ୍ୟଦ୍ୱାକ୍ୟଞ୍ଚ ଲୋପ୍ତୁମ୍ ଆଗତୱାନ୍, ଇତ୍ଥଂ ମାନୁଭୱତ, ତେ ଦ୍ୱେ ଲୋପ୍ତୁଂ ନାଗତୱାନ୍, କିନ୍ତୁ ସଫଲେ କର୍ତ୍ତୁମ୍ ଆଗତୋସ୍ମି|
280512019a	ଅପରଂ ଯୁଷ୍ମାନ୍ ଅହଂ ତଥ୍ୟଂ ୱଦାମି ଯାୱତ୍ ୱ୍ୟୋମମେଦିନ୍ୟୋ ର୍ଧ୍ୱଂସୋ ନ ଭୱିଷ୍ୟତି, ତାୱତ୍ ସର୍ୱ୍ୱସ୍ମିନ୍ ସଫଲେ ନ ଜାତେ ୱ୍ୟୱସ୍ଥାଯା ଏକା ମାତ୍ରା ବିନ୍ଦୁରେକୋପି ୱା ନ ଲୋପ୍ସ୍ୟତେ|
280513026b	ତସ୍ମାତ୍ ଯୋ ଜନ ଏତାସାମ୍ ଆଜ୍ଞାନାମ୍ ଅତିକ୍ଷୁଦ୍ରାମ୍ ଏକାଜ୍ଞାମପୀ ଲଂଘତେ ମନୁଜାଂଞ୍ଚ ତଥୈୱ ଶିକ୍ଷଯତି, ସ ସ୍ୱର୍ଗୀଯରାଜ୍ୟେ ସର୍ୱ୍ୱେଭ୍ୟଃ କ୍ଷୁଦ୍ରତ୍ୱେନ ୱିଖ୍ୟାସ୍ୟତେ, କିନ୍ତୁ ଯୋ ଜନସ୍ତାଂ ପାଲଯତି, ତଥୈୱ ଶିକ୍ଷଯତି ଚ, ସ ସ୍ୱର୍ଗୀଯରାଜ୍ୟେ ପ୍ରଧାନତ୍ୱେନ ୱିଖ୍ୟାସ୍ୟତେ|
2805140190	ଅପରଂ ଯୁଷ୍ମାନ୍ ଅହଂ ୱଦାମି, ଅଧ୍ୟାପକଫିରୂଶିମାନୱାନାଂ ଧର୍ମ୍ମାନୁଷ୍ଠାନାତ୍ ଯୁଷ୍ମାକଂ ଧର୍ମ୍ମାନୁଷ୍ଠାନେ ନୋତ୍ତମେ ଜାତେ ଯୂଯମ୍ ଈଶ୍ୱରୀଯରାଜ୍ୟଂ ପ୍ରୱେଷ୍ଟୁଂ ନ ଶକ୍ଷ୍ୟଥ|
2805150162	ଅପରଞ୍ଚ ତ୍ୱଂ ନରଂ ମା ୱଧୀଃ, ଯସ୍ମାତ୍ ଯୋ ନରଂ ହନ୍ତି, ସ ୱିଚାରସଭାଯାଂ ଦଣ୍ଡାର୍ହୋ ଭୱିଷ୍ୟତି, ପୂର୍ୱ୍ୱକାଲୀନଜନେଭ୍ୟ ଇତି କଥିତମାସୀତ୍, ଯୁଷ୍ମାଭିରଶ୍ରାୱି|
28051602d3	କିନ୍ତ୍ୱହଂ ଯୁଷ୍ମାନ୍ ୱଦାମି, ଯଃ କଶ୍ଚିତ୍ କାରଣଂ ୱିନା ନିଜଭ୍ରାତ୍ରେ କୁପ୍ୟତି, ସ ୱିଚାରସଭାଯାଂ ଦଣ୍ଡାର୍ହୋ ଭୱିଷ୍ୟତି; ଯଃ କଶ୍ଚିଚ୍ଚ ସ୍ୱୀଯସହଜଂ ନିର୍ବ୍ବୋଧଂ ୱଦତି, ସ ମହାସଭାଯାଂ ଦଣ୍ଡାର୍ହୋ ଭୱିଷ୍ୟତି; ପୁନଶ୍ଚ ତ୍ୱଂ ମୂଢ ଇତି ୱାକ୍ୟଂ ଯଦି କଶ୍ଚିତ୍ ସ୍ୱୀଯଭ୍ରାତରଂ ୱକ୍ତି, ତର୍ହି ନରକାଗ୍ନୌ ସ ଦଣ୍ଡାର୍ହୋ ଭୱିଷ୍ୟତି|
2805170167	ଅତୋ ୱେଦ୍ୟାଃ ସମୀପଂ ନିଜନୈୱେଦ୍ୟେ ସମାନୀତେଽପି ନିଜଭ୍ରାତରଂ ପ୍ରତି କସ୍ମାଚ୍ଚିତ୍ କାରଣାତ୍ ତ୍ୱଂ ଯଦି ଦୋଷୀ ୱିଦ୍ୟସେ, ତଦାନୀଂ ତୱ ତସ୍ୟ ସ୍ମୃତି ର୍ଜାଯତେ ଚ,
2805180137	ତର୍ହି ତସ୍ୟା ୱେଦ୍ୟାଃ ସମୀପେ ନିଜନୈୱୈଦ୍ୟଂ ନିଧାଯ ତଦୈୱ ଗତ୍ୱା ପୂର୍ୱ୍ୱଂ ତେନ ସାର୍ଦ୍ଧଂ ମିଲ, ପଶ୍ଚାତ୍ ଆଗତ୍ୟ ନିଜନୈୱେଦ୍ୟଂ ନିୱେଦଯ|
2805190203	ଅନ୍ୟଞ୍ଚ ଯାୱତ୍ ୱିୱାଦିନା ସାର୍ଦ୍ଧଂ ୱର୍ତ୍ମନି ତିଷ୍ଠସି, ତାୱତ୍ ତେନ ସାର୍ଦ୍ଧଂ ମେଲନଂ କୁରୁ; ନୋ ଚେତ୍ ୱିୱାଦୀ ୱିଚାରଯିତୁଃ ସମୀପେ ତ୍ୱାଂ ସମର୍ପଯତି ୱିଚାରଯିତା ଚ ରକ୍ଷିଣଃ ସନ୍ନିଧୌ ସମର୍ପଯତି ତଦା ତ୍ୱଂ କାରାଯାଂ ବଧ୍ୟେଥାଃ|
28051a0113	ତର୍ହି ତ୍ୱାମହଂ ତଥ୍ଥଂ ବ୍ରୱୀମି, ଶେଷକପର୍ଦକେଽପି ନ ପରିଶୋଧିତେ ତସ୍ମାତ୍ ସ୍ଥାନାତ୍ କଦାପି ବହିରାଗନ୍ତୁଂ ନ ଶକ୍ଷ୍ୟସି|
28051b00eb	ଅପରଂ ତ୍ୱଂ ମା ୱ୍ୟଭିଚର, ଯଦେତଦ୍ ୱଚନଂ ପୂର୍ୱ୍ୱକାଲୀନଲୋକେଭ୍ୟଃ କଥିତମାସୀତ୍, ତଦ୍ ଯୂଯଂ ଶ୍ରୁତୱନ୍ତଃ;
28051c0106	କିନ୍ତ୍ୱହଂ ଯୁଷ୍ମାନ୍ ୱଦାମି, ଯଦି କଶ୍ଚିତ୍ କାମତଃ କାଞ୍ଚନ ଯୋଷିତଂ ପଶ୍ୟତି, ତର୍ହି ସ ମନସା ତଦୈୱ ୱ୍ୟଭିଚରିତୱାନ୍|
28051d0181	ତସ୍ମାତ୍ ତୱ ଦକ୍ଷିଣଂ ନେତ୍ରଂ ଯଦି ତ୍ୱାଂ ବାଧତେ, ତର୍ହି ତନ୍ନେତ୍ରମ୍ ଉତ୍ପାଟ୍ୟ ଦୂରେ ନିକ୍ଷିପ, ଯସ୍ମାତ୍ ତୱ ସର୍ୱ୍ୱୱପୁଷୋ ନରକେ ନିକ୍ଷେପାତ୍ ତୱୈକାଙ୍ଗସ୍ୟ ନାଶୋ ୱରଂ|
28051e014b	ଯଦ୍ୱା ତୱ ଦକ୍ଷିଣଃ କରୋ ଯଦି ତ୍ୱାଂ ବାଧତେ, ତର୍ହି ତଂ କରଂ ଛିତ୍ତ୍ୱା ଦୂରେ ନିକ୍ଷିପ, ଯତଃ ସର୍ୱ୍ୱୱପୁଷୋ ନରକେ ନିକ୍ଷେପାତ୍ ଏକାଙ୍ଗସ୍ୟ ନାଶୋ ୱରଂ|
28051f00eb	ଉକ୍ତମାସ୍ତେ, ଯଦି କଶ୍ଚିନ୍ ନିଜଜାଯାଂ ପରିତ୍ୟକ୍ତ୍ତୁମ୍ ଇଚ୍ଛତି, ତର୍ହି ସ ତସ୍ୟୈ ତ୍ୟାଗପତ୍ରଂ ଦଦାତୁ|
28052001a5	କିନ୍ତ୍ୱହଂ ଯୁଷ୍ମାନ୍ ୱ୍ୟାହରାମି, ୱ୍ୟଭିଚାରଦୋଷେ ନ ଜାତେ ଯଦି କଶ୍ଚିନ୍ ନିଜଜାଯାଂ ପରିତ୍ୟଜତି, ତର୍ହି ସ ତାଂ ୱ୍ୟଭିଚାରଯତି; ଯଶ୍ଚ ତାଂ ତ୍ୟକ୍ତାଂ ସ୍ତ୍ରିଯଂ ୱିୱହତି, ସୋପି ୱ୍ୟଭିଚରତି|
2805210138	ପୁନଶ୍ଚ ତ୍ୱଂ ମୃଷା ଶପଥମ୍ ନ କୁର୍ୱ୍ୱନ୍ ଈଶ୍ଚରାଯ ନିଜଶପଥଂ ପାଲଯ, ପୂର୍ୱ୍ୱକାଲୀନଲୋକେଭ୍ୟୋ ଯୈଷା କଥା କଥିତା, ତାମପି ଯୂଯଂ ଶ୍ରୁତୱନ୍ତଃ|
28052200fb	କିନ୍ତ୍ୱହଂ ଯୁଷ୍ମାନ୍ ୱଦାମି, କମପି ଶପଥଂ ମା କାର୍ଷ୍ଟ, ଅର୍ଥତଃ ସ୍ୱର୍ଗନାମ୍ନା ନ, ଯତଃ ସ ଈଶ୍ୱରସ୍ୟ ସିଂହାସନଂ;
28052300e0	ପୃଥିୱ୍ୟା ନାମ୍ନାପି ନ, ଯତଃ ସା ତସ୍ୟ ପାଦପୀଠଂ; ଯିରୂଶାଲମୋ ନାମ୍ନାପି ନ, ଯତଃ ସା ମହାରାଜସ୍ୟ ପୁରୀ;
28052400d6	ନିଜଶିରୋନାମ୍ନାପି ନ, ଯସ୍ମାତ୍ ତସ୍ୟୈକଂ କଚମପି ସିତମ୍ ଅସିତଂ ୱା କର୍ତ୍ତୁଂ ତ୍ୱଯା ନ ଶକ୍ୟତେ|
28052500de	ଅପରଂ ଯୂଯଂ ସଂଲାପସମଯେ କେୱଲଂ ଭୱତୀତି ନ ଭୱତୀତି ଚ ୱଦତ ଯତ ଇତୋଽଧିକଂ ଯତ୍ ତତ୍ ପାପାତ୍ମନୋ ଜାଯତେ|
28052600f7	ଅପରଂ ଲୋଚନସ୍ୟ ୱିନିମଯେନ ଲୋଚନଂ ଦନ୍ତସ୍ୟ ୱିନିମଯେନ ଦନ୍ତଃ ପୂର୍ୱ୍ୱକ୍ତମିଦଂ ୱଚନଞ୍ଚ ଯୁଷ୍ମାଭିରଶ୍ରୂଯତ|
2805270161	କିନ୍ତ୍ୱହଂ ଯୁଷ୍ମାନ୍ ୱଦାମି ଯୂଯଂ ହିଂସକଂ ନରଂ ମା ୱ୍ୟାଘାତଯତ| କିନ୍ତୁ କେନଚିତ୍ ତୱ ଦକ୍ଷିଣକପୋଲେ ଚପେଟାଘାତେ କୃତେ ତଂ ପ୍ରତି ୱାମଂ କପୋଲଞ୍ଚ ୱ୍ୟାଘୋଟଯ|
28052800f8	ଅପରଂ କେନଚିତ୍ ତ୍ୱଯା ସାର୍ଧ୍ଦଂ ୱିୱାଦଂ କୃତ୍ୱା ତୱ ପରିଧେଯୱସନେ ଜିଘୃତିତେ ତସ୍ମାଯୁତ୍ତରୀଯୱସନମପି ଦେହି|
28052900e5	ଯଦି କଶ୍ଚିତ୍ ତ୍ୱାଂ କ୍ରୋଶମେକଂ ନଯନାର୍ଥଂ ଅନ୍ୟାଯତୋ ଧରତି, ତଦା ତେନ ସାର୍ଧ୍ଦଂ କ୍ରୋଶଦ୍ୱଯଂ ଯାହି|
28052a0112	ଯଶ୍ଚ ମାନୱସ୍ତ୍ୱାଂ ଯାଚତେ, ତସ୍ମୈ ଦେହି, ଯଦି କଶ୍ଚିତ୍ ତୁଭ୍ୟଂ ଧାରଯିତୁମ୍ ଇଚ୍ଛତି, ତର୍ହି ତଂ ପ୍ରତି ପରାଂମୁଖୋ ମା ଭୂଃ|
28052b010f	ନିଜସମୀପୱସିନି ପ୍ରେମ କୁରୁ, କିନ୍ତୁ ଶତ୍ରୁଂ ପ୍ରତି ଦ୍ୱେଷଂ କୁରୁ, ଯଦେତତ୍ ପୁରୋକ୍ତଂ ୱଚନଂ ଏତଦପି ଯୂଯଂ ଶ୍ରୁତୱନ୍ତଃ|
28052c0201	କିନ୍ତ୍ୱହଂ ଯୁଷ୍ମାନ୍ ୱଦାମି, ଯୂଯଂ ରିପୁୱ୍ୱପି ପ୍ରେମ କୁରୁତ, ଯେ ଚ ଯୁଷ୍ମାନ୍ ଶପନ୍ତେ, ତାନ, ଆଶିଷଂ ୱଦତ, ଯେ ଚ ଯୁଷ୍ମାନ୍ ଋତୀଯନ୍ତେ, ତେଷାଂ ମଙ୍ଗଲଂ କୁରୁତ, ଯେ ଚ ଯୁଷ୍ମାନ୍ ନିନ୍ଦନ୍ତି, ତାଡଯନ୍ତି ଚ, ତେଷାଂ କୃତେ ପ୍ରାର୍ଥଯଧ୍ୱଂ|
28052d01ac	ତତ୍ର ଯଃ ସତାମସତାଞ୍ଚୋପରି ପ୍ରଭାକରମ୍ ଉଦାଯଯତି, ତଥା ଧାର୍ମ୍ମିକାନାମଧାର୍ମ୍ମିକାନାଞ୍ଚୋପରି ନୀରଂ ୱର୍ଷଯତି ତାଦୃଶୋ ଯୋ ଯୁଷ୍ମାକଂ ସ୍ୱର୍ଗସ୍ଥଃ ପିତା, ଯୂଯଂ ତସ୍ୟୈୱ ସନ୍ତାନା ଭୱିଷ୍ୟଥ|
28052e016b	ଯେ ଯୁଷ୍ମାସୁ ପ୍ରେମ କୁର୍ୱ୍ୱନ୍ତି, ଯୂଯଂ ଯଦି କେୱଲଂ ତେୱ୍ୱେୱ ପ୍ରେମ କୁରୁଥ, ତର୍ହି ଯୁଷ୍ମାକଂ କିଂ ଫଲଂ ଭୱିଷ୍ୟତି? ଚଣ୍ଡାଲା ଅପି ତାଦୃଶଂ କିଂ ନ କୁର୍ୱ୍ୱନ୍ତି?
28052f011e	ଅପରଂ ଯୂଯଂ ଯଦି କେୱଲଂ ସ୍ୱୀଯଭ୍ରାତୃତ୍ୱେନ ନମତ, ତର୍ହି କିଂ ମହତ୍ କର୍ମ୍ମ କୁରୁଥ? ଚଣ୍ଡାଲା ଅପି ତାଦୃଶଂ କିଂ ନ କୁର୍ୱ୍ୱନ୍ତି?
28053000b6	ତସ୍ମାତ୍ ଯୁଷ୍ମାକଂ ସ୍ୱର୍ଗସ୍ଥଃ ପିତା ଯଥା ପୂର୍ଣୋ ଭୱତି, ଯୂଯମପି ତାଦୃଶା ଭୱତ|
2806010161	ସାୱଧାନା ଭୱତ, ମନୁଜାନ୍ ଦର୍ଶଯିତୁଂ ତେଷାଂ ଗୋଚରେ ଧର୍ମ୍ମକର୍ମ୍ମ ମା କୁରୁତ, ତଥା କୃତେ ଯୁଷ୍ମାକଂ ସ୍ୱର୍ଗସ୍ଥପିତୁଃ ସକାଶାତ୍ କିଞ୍ଚନ ଫଲଂ ନ ପ୍ରାପ୍ସ୍ୟଥ|
28060201ac	ତ୍ୱଂ ଯଦା ଦଦାସି ତଦା କପଟିନୋ ଜନା ଯଥା ମନୁଜେଭ୍ୟଃ ପ୍ରଶଂସାଂ ପ୍ରାପ୍ତୁଂ ଭଜନଭୱନେ ରାଜମାର୍ଗେ ଚ ତୂରୀଂ ୱାଦଯନ୍ତି, ତଥା ମା କୁରି, ଅହଂ ତୁଭ୍ୟଂ ଯଥାର୍ଥଂ କଥଯାମି, ତେ ସ୍ୱକାଯଂ ଫଲମ୍ ଅଲଭନ୍ତ|
28060300bc	କିନ୍ତୁ ତ୍ୱଂ ଯଦା ଦଦାସି, ତଦା ନିଜଦକ୍ଷିଣକରୋ ଯତ୍ କରୋତି, ତଦ୍ ୱାମକରଂ ମା ଜ୍ଞାପଯ|
