2800000004	Mata
281508006d	Ato cenmon a̱ wa̱ra̱gi menwan nan myawa nonyan, a'eyawa ta'a a gasange awowa na e'o a̱ wa̱ra̱gi nonyan.
28150900d2	Ato nan toropa i Yesu nabo'o nato na owangane onyan a̱ kurtuma̱ ngoro an hyen, Hossana pa Ba'a wo Dauda!” Uno na reme on pa woto wo ne'enyan dewo nanmen rira̱'i re Ashawa! Hossana pa woto wu huri ototo!”
28150a0067	Na a Yesu wu gegi n Urshalima, ca oceso o shini n kwara, an tu rushiga̱na̱ a ange, “A̱ure wonna”
28150b006d	Nade ato nan toropa i Yesu a̱ ra̱'a̱ni a hyen, “a Yesu go Wotoma wo sorya n Nazarat n ceso na Galili.”
28150c00cb	Nade a Yesu wa̱ gegi n ka̱'uma̱na̱ wa̱ ita̱ni ca ato nan tunka̱ci n tosanga nanmen, wa̱ ta̱rka̱ka̱ni a̱tebur na ato na tushinga̱ nsara, n shishiki she ato na tunka̱ta̱nga̱ a̱rinta̱ka̱.
28150d0090	Wa hyen ga, “An range n monran ma Onhon nhyen, ‘An to hecega egewa na̱mi egewa na aduwa,’ ama aye rwane ego pa ma̱so'a̱n ma a̱nhin.”
28150e004d	Nade a̱ruwa̱ naton koci a rage pi Yesu nanmen egewa na Onhon, wa hogake ga.
28150f00cb	Ama na a Firistoci n shima̱la̱n she tubisa̱ga̱ to Mosa a̱ hendi otoma na ata hin ciwu ona Yesu won owa, hare a'o an to taga be'ogwa nanmen ka̱'uma̱na̱ a ange, “Tohewaka ton pa Ba'a wo Dauda!”
28151000de	A̱ rushigi i Yesu a hyen, “Wo hoge ena a angya?” a Yesu wa̱ ra̱'a̱ni ga wa hyen, “En,” “Eta rontange cewo ena monran ma Onhon ma range ma hyan, “‘Nasorya nuno na Mya'o na'o, wo masane tohewaka towo?”’
281511005f	Nade pa̱re pa a Yesu wu ga̱'i ga wa sore n ceso wa̱re wa̱ hurin Betani, wa̱ wa̱ci pa̱re.
2815120039	N kowongwa she a Yesu wo ne'enyan giye, wa hoge remonron.
2815130122	Na wa̱ hendi yan'on o'o na uka̱ma̱ma̱ n be'awo be onyan, wa̱ huri na wan ma ciga̱ ri'ori re owa a re, ama na wa̱ ci pa̱re wa̱ hen ciwu ko ri'ori rika̱ ba̱nta̱ na wowa. a̱pa̱re pa wa hyen o'o wa̱re, “Wo rawon to orakana ta'a” A̱birebire awowa na o'o wa̱re a̱ ho'a̱nan.
2815140084	Na ato na moma'anga na Yesu a̱ hendi a̱nno, an den mamake. An hyen, “Yegu nan den o'o wanna uka̱ma̱ma̱ o ho'a̱na̱n anna?”
281515012e	A Yesu wa̱ ra̱'a̱ni ga wa hyen, “Mahenda mago ma nen bi bisa̱ga̱, she e omange to masana anmen aye rawo oshakka ko ryawo, en to yan'son ton dan ena huri anna en men dange o'o wanna uka̱ma̱ma̱, hare ta'a en to yan'son to hyan undu wanna u kurki o makocekane nanmen nube na uru ma man den ta'a.
2815160051	She ta'a e omange tomasana anmen, ca ena i rushigi Onhon na aduwa won be pana.”
28151700ec	Na aYesu wo mokosha nanmen egewa na Onhon, she wo tan tu bisa̱ga̱ a̱nde, naande ato ototo na Firistoci nato ototo na ato a rage pewa a hyen wo, “Na̱ta̱ra̱n na̱ye go won niriri wanna ta'a a̱ure wu pa̱ni a̱ta̱ra̱n wa̱re?”
28151800ab	naande a Yesu wa̱ ra̱'a̱ni ga wa hyen ga, “Ga̱mi ta'a nen bi rushiga̱. She in ra̱'a̱ni, ga̱mi ta'a nen bi bisa̱ ko she na̱ta̱ra̱n nanwan go nen niriri wanna.
2815190072	Nca pa a Yohana wo baptisma wu cige a̱ta̱ra̱n na ton danga obaptisma? Onhon gu pa̱ni wu a̱ka̱ woto shiri?”
28151a008e	A mahyango, she to hyen, ‘Pa woto pago’ ton ryansan re iri na ato an mato dangya, naande ko'eyawa wo rwane a Yohana Wotoma wo Onhon go.”
28151b00ab	Nade a̱ ra̱'a̱ni i Yesu a hyen wo, “To yan'cewo.” Nade a Yesu ta'a wa hyen ga, “Ga̱mi ta'a n dawon bi bisa̱ ko she na̱ta̱ra̱n nanwan go n ne'en niriri wanna.
28151c00a7	To yegu i hendi? Yan'on woto go wo omange a'o rewu na̱ri. Wa̱ huri pa ba'a wo ka̱hin wa hyen wo, ‘a Ba'a wumi, hura̱ ta yara nahwa na inabi ko atane tuhura̱.’
28151d0070	Nade ba'a wure wa hyen ashawa, ‘N dawon tu hura̱, ama na an den honran wa̱ shishingi etama nonwan wa̱ huri.
28151e00c2	Nade ashawa wa̱re wa̱ hura̱ka̱ni pa ba'a wowa wu hin rewu wa bishi wu nde wa̱ bishi wure wu ka̱hin. Owa ta'a wa̱ ra̱'a̱ni ashawa wa hyen, ‘Nen tu hura̱ ashawa,’ ama wa̱ huri ciwu.
28151f010c	A'o wa̱re rewu, a̱ure won den ena ashawa a̱ rubi?” A̱ ra̱'a̱ni i Yesu a hyen wo, “Wure wu ka̱hin,” a Yesu ka wa hyen ga, “Mahenda mago ma nen bi bisa̱ga̱ ato na tora'aga ka̱gondo na̱'a̱ na to ropa a̱ri an bi ciga̱na̱ tu gega̱ n togoma to Onhon.
28152000f1	Nade a Yohana wo baptisma wo rage wan bi bisa̱ga̱ onyan na kaye go ama aye pa̱n ciwu shenmen, ama ato na tora'aga ka̱gondo na̱'a̱ na toropa a̱ri a̱ pa̱ni shenmen nonwan, ca nande ne i hendi aye ma̱shishingi ciwu aye pa̱ni shenmen.
2815210108	To, yan'on akosa wana ta'a: Yan'on woto go won dewa awo omange ahwa na inabi wa̱ ka̱ringa̱na̱ pago n kawogo, wa̱ kini apa tu pinra̱n inabi nanmen, wa̱ ma̱ ta'a egora na eya, naande wa̱ pa̱ni a hwanyan na̱ba̱ koropa naande wa̱ re tohano n yan'on cenge.
281522008a	Na u beka̱ni be o rwano u ci, wa tomane na agema nonwan pa ato re wa̱ pa̱ni koropa a ra'agya wo ocewa nonwan ona esargo na ahwa wa̱re.
2815230082	Ato na koropa ko ahwa wa̱re ka a kentane agema wa̱re, a̱ kindi wuka̱, wuka̱ ta'a a kone wo a masange wo hen tato ta'a natare.
281524008a	Woto wure wo ahwa wa tomakane na agema na huri a̱re huri ka̱hin, ama ato wa̱re koropa ko ahwa a dange ga nde an dange agema re ka̱hin.
2815250051	Ma haika̱ni wa tomane ba'a wo wa pyawa wa hyen, ‘An to hoga monran ba'a wu mi.
2815260083	“Ama na ato na koropa a hendi ba'a wure a mahyango, ‘Ai woto wo to gada a wonna, rage ba ton kone wo, ogado nonwan o de na̱tu.
2815270039	Nade a̱ umi wo a mashe wo n be'awo bire nahwa a kone wo.
2815280049	“To she woto wo kaboga wo rage, yegu won ton da nato na koropa kure?”
28152900a9	A̱ ra̱'a̱ni a hyen, “won to dangya ato wa̱re to kona to kenoko, a̱ pa̱ni ato na̱ba̱ koropa ko kaboga, anan to na'an paga wo ocewa na esargo ka̱re be orano.”
28152a00d0	Ayesu wa hyen ga, “Eta rontange cewo gwa n monran ma Onhon ma range tohyan: “Otare na amayan a eshe uwa̱re on den otare na reme, otoma na Ashawa go wanna, a pitu ta'a ena tota hin ciwu na̱she na̱tu go?
28152b0064	Nadea̱nno n bi bishi an to ra'a togoma to Onhon pihin a̱ pa̱ni ato na anan to ora ri'ori re reme.
28152c006f	Woto kenya n otare wa̱re won to komatongo, ama woto wo otare wa̱re o kyanan, won to nama wu go she ta̱hi.”
28152d0064	Na ato ototo na Firistoci na Farisiyawa a hoge akosa na Yesu, a̱ ma̱pi nhyen won monran nanwan go.
28152e006f	A̱ sa̱ri on'yan na an to kentana i Yesu, ama an ryansan re ato enaande awa a rwane i Yesu Wotoma wo Onhon go.
281601002f	Ayesu wan dakane monran nato na akosa, wa hyen:
281602005f	“An toma'a togoma to tonran she yan'on wogoma go awon ma̱suta̱ni a dange ba'a wo wa riheni.
281603005d	Wa tomane agema nonwan a hecegane ato na wa cepe o'iya, ama ato wa̱re a cepe a eshe to rage.
28160400aa	“Nade wa tomakane agema na̱ba̱ wa hyen ga, ‘Ki bishi ato na a cepe nhyen ewana a̱ hita̱ki iri korya a shanrange ena'an na korage ca a nanganane ko'iwo rage ba.’
2816050094	“Ama ato wa̱re a cepe a eshe to hoga monran ma wa, a̱ huri iri nanwan woto wuba̱ wa̱ huri nahwa, woto wuba̱ ta'a wa̱ huri pa tunka̱ci tuwa.
281606004f	A'eyawa na ceni ta'a a kentane agema wa̱re wogoma a̱ kida̱gi ga hare a kone.
281607009f	Anmen na wogoma ka a̱ ha̱ciga̱ni niri wa̱re, wa̱ tucinga̱ni ato na ma̱ka̱ri nonwan a konange ca ato wa̱re ato re wa tomane, a dortoma oceso wa̱re ca.
2816080065	“A̱bire wa hyen agema nonwan, a̱ hu ma̱kima̱nga̱ ma o'iya ama ato na a cepe a̱ ha̱n'in ciwu.
281609004b	Nadea̱nno ropa ba enyanyan ca woto wu i hendi ke hyen wo a rage pa iya.’
28160a0083	Agema wa̱re ka to a rope enyanyan a romane ca ato na a̱ cige, ato na reme nana rencewo hare pa̱ri pa iya pa̱ shini na kasanyan.
28160b0065	“Ama na wogoma wo sorya a̱ hendi a kasane, wa̱ hendi yan'on woto wo mata'a̱ni ciwu ewa na o'iya.
28160c0072	Wa hyen wo, ‘Wotoginto, ‘nago wu gegi pana ba wo mata'ane ewa na o'iya? Woto wure wa̱ ra̱shi ma̱ tu hita̱.
28160d009c	“Nade wogoma wa hyen agema nonwan, ‘Para wo ba sha'ara n shewona ke masan bo nanmen pa̱ri pa huri cici apa gome pare pa an to ta ngwa n marya a̱ne.’
28160e0041	“Nade ato cenmon go Onhon wo cepe, ama ryawa go wa̱ ta̱ri.”
28160f004a	Naande a Farisiyawa a̱ huri a̱ unpin na an to kentana wo n monran ma wa.
28161000f5	A tomane ato na moma'anga nanwan pa̱ka̱ na ato na Hiridus a rage pi Yesu a hyen wo.“Ka̱ma̱la̱n,”“to yan'son nhyen gawo woto wo mahenda go awon ta'a tobansa monran ma Onhon n nonyan na reme awo rwane ta'a ato ca a̱ka̱ waca tara woto.
281611004a	Tu bishi, ena wu hendi? Ma reme to topa ka̱gondo pe Kaisar a̱ka̱ na?”
281612006d	A Yesu ka̱ enaande wu ma̱pi tuka̱ryo tawa wa hyen ga, “Ga̱hin ato na kenoko, yegu en de eyen man ma'an?
2816130048	N bishi ba nsara nan ata topa ka̱gondo nan ba.” A owangya wo udinari,
2816140062	a Yesu wa̱ rushigi ga wa hyen, “Ka̱nye kawa kago kan nan saran manna ta'a n rira̱'i ryawa?”
28161500b5	“A̱ ra̱'a̱ni i Yesu a hyen wo, rira̱'i re Kaisar go n ka̱nye ka wa” A̱bire a Yesu wa hyen ga, “To enaande na Kaisar ki pa̱ni i Kaisar ena Onhon ta'a ki pa̱ni Onhon.”
281616004a	Na a hoge a̱nno a kentagane uno an mamake. A̱ ga̱'i wu pa̱re a̱ huri.
2816170061	N hibi wa̱re uka̱ a Sadukiyawa na hyan ukuriko na u'o o rawo a rage pi Yesu a̱ rushigi a hyen.
28161800a4	“Ka̱ma̱la̱n.” A Mosa wo hyan she woto wu u she wota rawo a'o, ma kentane wotosuwa̱ wo wa a̱ ha̱ni wu'a̱ wure wo wa̱ri wo wa wu u a̱ ma̱ta̱ngi wu a'o.
281619008d	To, an de yan'on atosuwa̱ a̱ tunda̱re. Awo ka̱hin wan de riheni na wa̱ u, naande wo ta rawo a'o wa̱ ga̱'a̱gi wotosuwa̱ wo wa wu'a̱.
28161a0064	A̱nde ta'a ma ne'en n wotosuwa̱ wu hin rewu n wa wo hen tato hare tu hura̱ n wa wo hin tunda̱re.
28161b002b	Naande n to kokana wu'a̱ wure ta'a wa̱ u.
28161c006b	To n ukuriko na u'o a̱ure won ton da wa̱ri wo wu'a̱ wure? Nade ca nanwan awa tunda̱re a̱ ha̱ni wu?”
28161d0070	A Yesu wa̱ ra̱'a̱ni ga wa hyen, “I na̱ngi ca, enaande e yan'cewo a̱ta̱ra̱n na monran ma Onhon ma range.
28161e00ab	N kuriko na ato na o'gi ca ato a rawon to na'an hananga a̱'a̱ a rawon ta'a to na'an paga, an to na'an nshe atoma na a̱ba̱ye na Onhon a na omange a̱ba̱ye go n tonran.
28161f005c	Ama monran ma ukuriko na ato na o'gi eta rotongage cewo ena Onhon uyi bishi gwa? Na wa hyen.
2816200082	‘Ga̱mi Onhon na Ibrahim go, Onhon na Ishaku, n Onhon na Yakubu?’ Nce Onhon na ato na o'gi gu ama Onhon na ato nan boma go.”
281621003e	Na ukutu o hoge a̱nno a ne'en mamake ma tubisa̱ga̱ tu Yesu.
2816220048	Na a Farisiyawa a hoge na Yesu wu kure a Sadukiyawa a maromano pa̱ka̱.
281623006f	Woto wuka̱ nanmen nanwan awo huri to yan'son tubisa̱ga̱ to Mosa, wa̱ ma̱'in Yesu n turushiga̱ wa hyen wo:
2816240049	“A Ka̱ma̱la̱n, odoka na̱be gu u huri uru n tubisa̱ga̱ to Mosa”?
2816250077	A Yesu wa̱ ra̱'a̱ni wa hyen wo, “‘Ku rubi ashawa Onhon nanwon n rekoko rewo nanmen nanwon netama nanwon ta'a.’
2816260016	Odoka na ka̱hin wono.
2816270056	Odoka na hin rewu ta'a u wa̱re: ‘Ku rubi ato na̱ba̱ nde wu rubi u unbu nanwon.’
281628004d	Ca tubisa̱ga̱ to Mosa n monran ma Atoma na Onhon ma esatane odoka wanna go.
2816290044	Na a Farisiyawa a maromano pa̱ka̱, a Yesu wa̱ rushigi ga wa hyen,
28162a0072	“Yegu en de etama na̱hin na Kristi? Ba'a wawa go wan de?” A̱ ra̱'a̱ni Yesu a hyen, “Ba'a wo Dauda go.”
28162b0067	A Yesu wa hyen ga, nago de a Dauda, na̱ta̱ra̱n na benhyan go wa ange wo ‘Ashawa’? Nande wo hyan.
28162c0083	Ashawa hyen Ashawa na̱mi “E koreka n katoga ka̱mi hare she sha n masane ato nan rishiwu n gawo n kida̱ na shewona shewo.”’
28162d0045	She a Dauda ta hecega wo‘Ashawa,’ na go wan ton da ba'a wo wa?”
28162e0091	Woto wa rawo awo yansakan tu guringa̱ka̱na̱ i Yesu, ta'a na̱ri n hibi wa̱re woto wo rawo awo dankane iso anmen a̱ rushiga̱ka̱na̱ i Yesu.
281701003f	Nade a Yesu wa dange ato na moma'anga nonwan monran wa hyen ga,
2817020051	shima̱la̱n sha tubisa̱ga̱ to Mosa na Farisiyawa a koreke n ka̱shiki ka Mosa,
2817030070	Nadea̱nno ke rope ga ke de ta'a ena aye bishi, ama ba̱nta̱n nena an nenwan, naande ata hita̱ gu ama a ca da.
2817040066	Ata kara aronga na monren, ana gome mowa'an a dorongan ato n shitutu, ama awa a ca pata ko n bebwanba.
281705008b	“Kobe iri nanwan ata da go ona to hyanda to ato, ata da okanda nanwan ta̱ra̱ta̱ra̱, to koshega to ewa nanwan ta'a hare a̱rungurungu.
281706005a	Ata ruwa̱ pa ane'en na ato ototo apa iya pa̱ka̱ n shishiki shi ura̱gu negewa na aduwa.
281707005e	ata ruwa̱ a na'an nan kuna̱n na mewa pa tunka̱ci n tosanga a na'an hyen ga Shima̱la̱n.’
281708007d	“Ama ga̱hin a̱ ga̱'i be hyen Shima̱la̱n,’ enaande Ka̱ma̱la̱n ka̱hin ka̱ka̱ ka̱gu, ga̱hin ca ka atosuwa̱ gu.
2817090065	Ki ga̱'i to hecega ko'eyawa Ashawa n kanniyan enaande Ashawa a̱ka̱ gu e omange awon nanmen tonran.
28170a0053	A̱ ga̱'i ta'a ben hecega ato ototo, enaande woto ototo wuka̱ gu a̱ure a Kristi.
28170b003f	Awo den woto ototo pihin, a̱uren tuhura̱ ton da wogema pihin.
28170c008d	Ca woto awo umena̱n unbu nonwan n tonran, Onhon tu wa̱ta̱ka̱ wu n kida̱, woto awo wa̱ta̱ki unbu nonwan ta'a an tu umena̱ wu n tonran.
28170d00e5	“Yana na̱hin shima̱la̱n sha tubisa̱ga̱ to Mosa na Farisiyawa ato na tuka̱ryo! I wa̱nga̱ni ato a̱no na togoma to tonran na̱she na ato. Ga̱hin unbu na̱hin a̱yi gegi ciwu, ta'a aye gamangane ato na tu gega̱ a̱ gegi.
28170e00e7	Yana na̱hin Shima̱la̱n she tubisa̱ga̱ to Mosa na Farisiyawa ato na tuka̱ryo, eta rya aronga na a̱'a̱ na a̱ri nanwan a̱ o'gi, eta na'an naduwa na gesange na en ma kona awona, enaande a̱nno an be kyaragya shetara she gome)
28170f00e8	“Yana na̱hin shima̱la̱n she tubisa̱ga̱ to Mosa na Farisiyawa ato na tuka̱ryo! Eta penriga̱na̱ nceson ceson nibe na uru nen ma̱ ciga̱ woto won be ropa wuka̱ gya, she i cigi ka eta da an de ba'a wo ora a wuyi huri cenmon.
28171000c3	“Yana na̱hin, a'onganaye na a̱ruwa̱! Ga̱hin ato na hyan woto awo ma̱shuro negewa na aduwa yen'unrin rawo, ama ca woto awo ma̱shuro ne zenare na egewa na aduwa nshuro men to kentana wo.’
2817110063	Ga̱hin a̱ruwa̱ atopano! Nca ena huri uru, ezenare go a̱ka̱ egewa na aduwa nata remaka ezenare?
281712009a	Eta hyan ta'a, ‘She woto ma̱shuro n bekondo yen'unrin rawo, ama woto awo ma̱shuro n topana ture to tatane n bekondo bire nshuron men to kentana wo.’
281713005c	Ga̱hin a̱ruwa̱! Nca na huri uru, topana ture a̱ka̱ bekondo bire be remanke topana ture?
2817140055	Nadea̱nno woto awo ma̱shuro n bekondo wu ma̱shuro n bekondo bire go niri nan rowa.
2817150046	Ta'a woto ma̱shuro negewa na aduwa wu ma̱shuro wono niri nan nanmen.
281716005a	Ko'eyawa wo ma̱shuro tonran wu, ma̱shuro n pa̱ri ane'en na Onhon pa wa koreke rowa wono
28171700e6	“Yana na̱hin, shima̱la̱n she tubisa̱ga̱ to Mosa na Farisiyawa ato na tuka̱ryo! Eta recenga ozaka na lapsur, ama eta ga'a, ena reme ke de wato mahenda, yanman, n kaye, ena ha̱'in ke de wono ba she sha i ga̱'i ana ceni ba.
2817180050	Ga̱hin a'owanganaye na a̱ruwa̱! eta recenga ki kunba̱ ama ki tori ura̱kumi.
28171900b3	Yana na̱hin shima̱la̱n she tubisa̱ga̱ to Mosa na Farisiyawa ato na tuka̱ryo! Eta para anbo'o na ketogwa n karonkwa, ama nanmen ta'a kamo go n toma na ren cewo n ruwa̱ unbu.
28171a0064	Ga̱hin a Farisiyawa a̱ruwa̱! riye ba to para anmen na ketogwa n karonkwa na anbo'o ca an ma rema.
28171b00e8	“Yana na̱hin, shima̱la̱n she moma'anga na Mosa na Farisiyawa, ato na tuka̱ryo! N she shi'uye she a̱ hopa̱ni cenge to cende to reme to hyanda niji go e ne'en ama nanmen a̱upa̱ na ato na o'gi n ciri'i ba̱nta̱ ba̱nta̱ gu.
28171c0074	A̱nde ta'a, na̱she na ato e ne'en she ato na omange kaye, ama nanmen ato na tuka̱ryo gu pa̱ka̱n toma na kenoko.
28171d009c	Yana na̱hin, shima̱la̱n she tubisa̱ga̱ to Mosa na Farisiyawa, ato na tuka̱ryo! Eta manga shi'uye she atoma ke kyaragen shi'uye she ato na omange kaye.
28171e007e	Aye ta hyan ta'a, She tona na'an n beka̱ni bya sheshawa she shehsawa shitu to nan ma bena̱ ga tu tura̱ ma̱hen'en ma atoma.
28171f003b	A̱nde i hici nhyan ga̱hin a'o na ato na konagen atoma go.
281720004a	To ki shintuma̱ otoma na kenoko kya asheshawa na sheshawa shihin shen de!
281721004a	“Ga̱hin ahwa'a! Ga̱hin a korowa! Nago en ton da ke sore negewa na ora?
281722010f	Nadea̱nno gu nan be tomangya na atoma nato na omange toyan'son n shima̱la̱n, en to kona ga a'eyawa nanwan ta'a ke soce a'eyawa ta'a ke gyanrane ga ato ki pa̱ga̱ni ato na̱ba̱n ta'a n'wo'o n ka̱'uma̱na̱ ka̱hin, ke na'an ropa ga nan ceson ceso ke na'an netama ga.
281723010b	Nan to tomane nato wanna sa̱bo na mahen'en ma ato na kaye ana e konange n kanniyan ma mokoshe n unbu na̱hin, na riyen ma̱hen'en ma Habila woto kaye, tu huren na Zakariya ba'a wo Berekiya, awo e kone n be'awo be pa̱ri pa rawo ciri'i wato bekondo be egewa na aduwa.
2817240052	Mahenda mago ma nan bi bisa̱ga̱, ca iriri wa̱no en to ragane ato na nyan manna.
28172500ce	“O Urshalima, o Urshalima ato na to konaga atoma na na Onhon, ato na tomasa to ato na a tomane pewo, ma hanba mago man na rubi nbe ronmano nde karoma kata romano a'a na kawa nanmen na a̱ba̱ye, aye eshe.
2817260033	Ewana benanba, aye ga̱'a̱gi egewa na̱hin okopaye
281727008c	Nan bi bisa̱ga̱, e rawo man hyanda kana sai n uhibi na en to hyen, ‘Woto wo uno na reme go awo ne'enyan dewo n rira̱'i re Ashawa.”’
2818010085	Na Ayesu wo sore n ka̱'uma̱na̱ ka Onhon, she wotan tohano ato na moma'anga nonwan a̱ bisa̱gi wu ima̱gima̱gi na egewa na aduwa.
28180200c5	Ama a Yesu wa̱ ra̱'a̱ni ga wa hyen, “I hendi ba̱nba̱n iriri wanna?”“mahenda mago ma nan bi bisa̱ga̱, yan'on ka̱'undu ka rawo ka an to ga'a n kayan'on rowa, ka a rawon to gata kago.”
28180300ca	Na a Yesu wo koreke n undu na zaitun ato na moma'anga nonwan a rage pewa abawa a hyen wo, “Tu bishi,”“wahon go an ton da iri wono? ta'a yegun ton da to mapa to mokosha mawo n tuhuwa̱ to nahon?”
281804005e	Nade a Yesu wa̱ ra̱'a̱ni ga wa hyen: “Shi'a̱ ba a̱she oderai ma̱re aye na̱ga̱tuma̱,
281805007e	Naande ato cenmon an to ragen rira̱'i rimi a hyen, ‘A̱wore an de a Kristi,’ hare a̱ na̱ga̱tuma̱ ato na̱ba̱ cenmon.
28180600ac	En ta'a to hoga monran ma ngesangesa kopiye, ama anmen na̱hin a̱re a̱ kurki ciwu. enaande ma kentane go an de iriri wono, ama tuhuwa̱ to kanniyan tota rage cewo naande.
28180700b5	Ato ca na kanniyan an to na'an nan gesangesa, togoma tun ma̱kurika̱nu n renbota n toyan'on, renmonron ta'a ren to na'an n maringisa̱ ma cenge ta'a man to na'an kopiye n kanniyan.
2818080033	Ta'a ca iriri wono turiye to tohengago togo naande.
2818090051	“A̱bire ta'a be an be pinra̱n ai kone, ato an be esa sa̱bo na rira̱'i rimi.
28180a0048	N beka̱ni bire ato cenmon an to kena a re amana na ayan'on a ma'esango.
28180b0045	Atoma na tobya ta'a cenmon an to sorya a̱ na̱ga̱tuma̱ ato cenmon.
28180c0060	Naande ta'a makasagane ma otoma na kenoko man to na'an, ma̱ruwa̱nu ma ato na̱ba̱ man ma ema.
28180d0032	Ama woto awo pa̱ri anmen wa eyake an tu ringe wu.
28180e0087	An to bansan monran ma togoma to tonran n kobe be'awo be kanniyan man de osheda na ato ca n cenge, naande tuhuwa̱ to kanniyan to rage.
28180f0076	“She i hendi ta'a ‘otoma na shigere ona Wotoma wo Onhon a Daniel wu hici, woto wo toronta a̱ ma̱pi monran manna.
281810003c	Ato na ne'en cenge to Yahudiya a̱n ga̱ri a̱ gegi na baka.
2818110061	Woto ne'en ta'a n binkira̱n be ka̱woro a̱ ga̱'i tu gurga̱ni tohyan a̱ umi yen'unrin negewa.
2818120054	Woto won nahwa ta'a a̱ ga̱'i mokosa negewa tohyan a̱ ume ena ma̱'uta̱na̱ mawa.
2818130045	Yana a̱'a̱ na shisuwa̱ na̱'a̱ na omangage a'o n sha'ara a̱bire.
281814004e	En da ba aduwa ma̱re tosoma ture to rage n shiye, ko ta'a n uhibi na a̱subi.
281815007e	A̱bire be an ton da yan'on ma̱supo ma yemi ama ata den cewo n ma̱riye ma kanniyan tu huren benanba ta'a a rawon to dankana.
2818160082	Shen nce na a emen a̱hibi wa̱re, woto shiri rawo awon to sora ko wuka̱, ama sa̱bo na ato na a̱ ta̱ri an to ema ahibi wa̱re.
2818170061	A̱bire ko'eyawa awo hyen ruka̱ ba a Kristi awona pana, ko ta'a a̱ure pa̱re ki ga̱'i to ra'a.
2818180094	Naande a Kristi na atoma na tobya an to sorya a na'an niriri na yemi na̱son na an tu na̱ga̱tuma̱ ato, ko she ato na a̱ ta̱ri gu she ma man de.
281819001d	E hoge nan bi bishi ma'entan.
28181a008e	“Nadea̱nno she aye hyen a̱ure pa̱re n cenge tu ho'i kire ke sore cewo, she ka aye hyen wun pa̱re nanmen ka̱kono, kire ki ra̱'ani ciwu.
28181b0073	shen nde tuwa̱rgina̱ tota da wal na sorya arowa tu hura̱ a̱kida̱, a̱nde mokosha ma Ba'a wo Woto man to na'an.
28181c0034	Apa ena u ne'en a̱pa̱re pa a̱rintun ata maromano.
28181d00cd	“She ma̱supo ma̱re ma hu gu, “‘onhun un tu uta̱, “‘opena ta'a o rawon to ha'anka pa̱ri, nnangare ta'a men to kenagen na sorya n tonran an tu rungusa̱na̱ ta'a iriri na ura̱gu nan tonran.’
28181e00c2	“A̱bire be mapa ma Ba'a wo Woto man to sorya n tonran, ba̱nba̱n kushi ko kanniyan ta'a kon to tan ngwa, an to hyanda Ba'a wo Woto wo ne'enyan dewo n kanran na̱ta̱ra̱n n to hewaka tu uru.
28181f00c7	Won to tomane ta'a na atoma na a̱ba̱ye nonwan a̱ hunrin benhyan be omange be'ogwa, a romangano ato na wa̱ ta̱ri na sorya arowa na̱ kida̱, ana sorya n kawogo ka kanniyan kana tu hura̱n ka̱re.
281820008b	“Ki ma̱ma̱'a̱ngi n no'o na uka̱ma̱ma̱: She shira̱'i she owa shiri to soce awowa ke yan'son nhyen ushiye o ne'enyan keto go a̱nde.
2818210077	A̱nde ta'a she i hendi iriri wanna ca enen bi bishi ke yan'son nhyen beka̱ni bire be ne'enyan keto, bya no'an n peto.
281822005d	Mahenda mago ma nan bi bisa̱ga̱, nyan manna n dawon tu hura̱ she sha ca iriri wono e rage.
2818230043	Tonran n kida̱ tun tu huwa̱ ama monran ma̱mi ma rawon tu huwa̱.
281824007a	“Woto wo rawo awo yan'son uhibi, ko ta'a beka̱ni, ko atoma na a̱ba̱ye nan tonran, ko Ba'a wo Woto, sede Ashawa abawa.
281825004d	She nde ageta na Nuhu ana na'an, a̱nde mokosha ma Ba'a wo Woto man to na'an.
2818260092	Nshe na hibi na ma̱ni ma tupana she mata rage cewo, she ato an korya an toswa, n riheni n to iyaga, hare tu hura̱n hibi na Nuhu wu gegi n ohato,
2818270078	Sha ata yan'cewo ama an mawa hare ma̱ni ma Tupana ma rage ma̱ shiga̱ni ga. A̱nde orewo na Ba'a wo Woto man to na'an.
281828004a	A̱bire be an to hyanda ato rewu nahwa, a̱ umi wuka̱, a̱ ga̱'i wuka̱.
281829004e	An to hyanda a̱'a̱ rewu n ta̱hi, n namon a̱ umi wuka̱, a̱ ga̱'i wuka̱.
28182a005a	“Nadea̱nno ke koreka ma̱suta̱ni, enaande e yan'cewo uhibi na orewo na Ashawa na̱hin.
28182b00ad	Ama ke yan'son, she ata hyan woto wo egewa wota yan'son beka̱ni n geta go wuhin won tu gegi negewa nonwan, wonan to koreka wo mashebe a gamangan wuhin tu gega̱n bu negewa.
28182c0068	Nadea̱nno, ga̱hin ta'a ki ma̱suta̱ni, enaande Ba'a wo Woto won to rage n beka̱ni be e rawon netama.
28182d009c	“A̱ure won de wogema wo omange kaye awo omange o'enton, awo ashawa na egewa nonwan to pana wo to omanga egewa nonwan, a na'an pana ga iri korya ma'entan?
28182e0066	Uno na reme on pa wogema awo ashawa na egewa nonwan tu giye a̱ wuri wu she won nena wa hyen wo an de.
28182f0058	Mahenda mago ma nan bi bisa̱ga̱, she sha wo tatan bo n bicigo nonwan toren'on towa ca.
281830005f	Ama she wogema wure woto wo kenoko go, wa hyen ta'a ashawa na egewa na̱mi wu gi ciwu ma'entan,
