0100000006	Kinohi
01080100b6	HOOMANAO iho la o Iehova ia Noa, a me na mea ola a pau, a me na holoholona a pau me ia iloko o ka halelana: hoohuai mai la ke Akua i ka makani maluna o ka honua, a emi iho la ka wai:
0108020065	Ua papaniia ae la na punawai o ka hohonu, a me na puka wai o ka lani, a malie iho ka ua mai luna mai:
0108030069	Hoi hou mau aku la ka wai mailuna ae o ka honua: a mahope o na la he haneri a me kanalima, ua emi ka wai.
010804006e	A i ka hiku o ka malama, i ka la umikumamahiku o ua malama la, ili iho la ka halelana ma na kuahiwi o Ararata.
010805008a	Emi mau iho la ka wai, a hiki i ka umi o ka malama: i ka umi o ka malama, i ka la mua o ua malama la, ua ikea na wahi kiekie o na kuahiwi.
0108060055	A hala na la he kanaha, wehe ae la o Noa i ka puka makani o ka halelana ana i hana'i:
0108070078	Hookuu aku la ia i kekahi koraka, nana i lele aku a hoi mai ma kela wahi a ma keia wahi, a maloo iho ka wai ma ka honua.
0108080051	Hookuu aku la hoi oia i ka manu nunu e ike i ka emi ana o ka wai mai ka aina aku;
010809010b	Aka, aole i loaa i ua manu nunu la he wahi e maha'i o kona wawae, a hoi hou mai la ia io na la iloko o ka halelana, no ka mea, ua uhi ka wai maluna o ka honua a pau; alaila, o aku la kona lima, lalau aku la oia ia ia, a huki mai la ia ia io na la iloko o ka halelana.
01080a005f	Noho iho la ia i na la hou aka i ehiku; a hookuu hou aku la i ka manu nunu iwaho o ka halelana;
01080b009a	A ahiahi iho la, hoi mai la ka manu nunu io na la, aia hoi, he lau oliva hou ma kona waha. Pela o Noa i ike ai, ua emi iho ka wai mai luna aka o ka honua.
01080c0079	Noho iho la ia i na la hou aku i ehiku; a hookuu aku la i ka manu nunu; aole no ia i hoi hou mai io na la ma ia hope mai.
01080d00df	I ka makahiki eono haneri a me kumamakahi, i ka malama hookahi, a i ka la mua o ua malama la, maloo iho la ka wai mai ka honua aku; a wehe ae la o Noa i ke pani maluna o ka halelana, a nana ae la, aia hoi, ua maloo ka aina.
01080e0059	A i ka lua o ka malama, i ka la iwakaluakumamahiku o ua malama la, ua maloo iho ka honua.
01080f0026	Olelo mai la ke Akua ia Noa, i mai la,
0108100076	E hele aku oe iwaho o ka halelana, o oe, me kau wahine, me au mau keikikane, a me na wahine a kau mau keikikane me oe.
01081100d4	E lawe pu mai me oe i na mea ola a pau ia oe, o na mea io, o na manu, na holoholona, a me na mea kolo a pau e kolo ana maluna o ka honua; i hanau nui ai lakou ma ka honua, i hua mai, a mahuahua maluna o ka honua.
0108120065	Hele aku la o Noa me kana mau keikikane, a me kana wahine, a me na wahine a kana mau keikikane me ia:
01081300b1	O na holoholona hoi a pau, o na mea kolo a pau, me na manu a pau, a me na mea a pau e kolo ana maluna o ka honua, ma ko lakou mau ano iho, hele aku la lakou iwaho o ka halelana.
01081400a8	Hana iho la o Noa i kuahu no Iehova, lalau aku la ia i kekahi o na holoholona maemae a pau, a o na manu maemae a pau, a kaumaha aku la i na mohaikuni maluna o ke kuahu.
0108150104	Honi mai la o Iehova i ke ala oluolu: i iho la o Iehova iloko o kona naau, Aole au e hoino hou i ka aina no kanaka, no ka mea, ua hewa no ka manao ana o ko ke kanaka naau mai kona wa opiopio; aole hoi au e luku hou aku i na mea ola a pau, me au i hana iho nei.
010816007e	E mau auanei ka wa e kanu ai a e ohi ai; ke ana a me ka wela, ke kau a me ka hooilo, ka la a me ka po; a pau na la o ka honua.
0109010086	HOOPOMAIKAI mai la ke Akua ia Noa, a me kana mau keikikane, i mai la ia lakou, E hoohua mai oukou, e mahuahua, a e hoopiha i ka honua.
010902010b	E kau mai auanei ka makau ia oukou a me ka weliweli maluna o na holoholona a pau o ka honua, maluna hoi o na manu a pau e ka lewa, a maluna hoi o na mea a pau e hele ana ma ka honua, a maluna no hoi o na ia a pau o ke kai; ua haawiia'ku lakou iloko o na lima o oukou.
0109030092	O na mea hele a pau e ola ana, na oukou ia e ai; me ka'u i haawi aku ai i na launahele opiopio na oukou, pela ka'u e haawi aku nei i na mea a pau.
0109040035	Aka, mai ai oukou i ka io me kona ola, oia kona koko.
01090500ea	He oiaio, e hoopai auanei au i ke koko o ko oukou ola; ma ka lima o na holoholona a pau ka'u e hoopai aku ai; a ma ka lima hoi o na kanaka; ma ka lima hoi o ka hoahanau o kela kanaka keia kanaka ka'u e hoopai aku ai i ke ola o kanaka.
0109060084	O ka mea nana e hookahe i ke koko o kanaka, e hookaheia no kona koko e kanaka: no ka mea, ma ke ano o ke Akua oia i hana'i i kanaka.
0109070058	A oukou, e hoohua mai oukou, a e mahuahua; e hanau nui ma ka honua, a e hoolaha malaila.
010908003f	Olelo mai la ke Akua ia Noa a i kana mau keiki me ia, i mai la,
0109090059	Owau la e, ke hoopaa nei au i ka u berita me oukou a me ka oukou poe mamo mahope o oukou:
01090a00c2	A me na mea ola a pau me oukou, o na manu, o na holoholona laka a me na holoholona hihiu o ka honua me oukou: mai ka poe a pau i hele mai iwaho e ka halelana, a i na holoholona a pau o ka honua.
01090b00ac	E hoopaa no wau i ka'u berita me oukou: aole hoi e luku hou ia ua mea ola a pau i na wai o ke kaiakahinalii: aole hoi he kaiakahinalii e hiki hou mai ana e pau ai ka honua.
01090c0086	I mai la ke Akua. Eia ka hoailona o ka berita a'u e hana nei mawaena o'u a o oukou, me na mea ola a pau me oukou, no ua hanauna a pau.
01090d005a	Ke kau nei au i kuu anuenue ma ke ae, i hoailona ia uo ka berita mawaena o'u a o ka honua.
01090e0051	A hoouhi aku ai au i ke ao maluna o ka honua, e ikea auanei ke anuenue ma ke ae.:
01090f00a5	A e hoomanao iho uo au i ka'u berita mawaena o'u a o oukou, me na mea io e ola ana a pau: aole loa e lilo hou ana ka wai i kaiakahinalii e luku ai i na mea io a pau.
01091000af	A e kau mai auanei ke anuenue ma ke ao: a e nana aku au ia i hoomanao iho ai au i ka berita mau loa mawaena o ke Akua a o na mea ola a pau o na mea io a pau maluna o ka honua.
010911007e	Olelo mai la ke Akua ia Noa Ola ka hoailona o ka berita a'u i hoopaa iho ai mawaena o'u a e na mea io a pau maluna o ka houna.
010912007e	O na keikikane a Noa. ua mea i puka mai iwaho o ka halelana. oia o Sema, o Hama, a o lapeta: a o Hama ka makuakaue no Kananna.
010913005a	O lakou ua keikikane ekolu a Noa. a na lakou i hoolalaia ku [na kanaka] ma ka honua a pau.
010914003f	Hoomaka iho la o Noa e mahiai, a kanu iho la ia i ka malawaina:
0109150057	Inu iho la ia i ka waina, a ona: a ua uhi ole ia oia i ke kapa maloko o kona halelewna.
0109160078	Ike aku la o Hama ka makuakane o Kauaana i kahi hilahila o kona makuakane. a hai mai la i kona mau hoahanau elua mawaho.
01091700f9	Lalau aku la o Sema laua o Iapeta i ka aahu. a kau iho la maluna o ko laua mau poohiwi. a hele hope aku la laua. a uhi iho la i kahi hilahila o ko laua makuakane: ua huli hope ko laua mau maka. a ike ole aku laua i kahi hilahila o ko laua makuakane.
010918006e	Ala ae la o Noa i ka pau ana o kona waina. a ike iho la ia i ka mea a kana keiki muli iho i hana aku ai ia ia.
0109190054	Olelo mai la oia. E poino ne o Kanaaua: he kauwa ia ua na kauwa a kona poe hoahanau.
01091a0055	Olelo mai la hoi oia. E hoomaikaiia o Iehova. ke Akua o Sema: a o Kauaana kana kauwa.
01091b006c	E hoomahuahua auanei ke Akua ia Iapeta, a e noho no auanei ia ma ua halelewa o Sema: a o Kauaana kana kauwa.
01091c0055	A e ko Noa ola ana mahope o ke kaiakahinalii, akolu ia haneri makahiki a me kanalima.
01091d004d	O ua la a pau o Noa. aiwa ia haneri makahiki a me kanalima: a make iho la ia.
010a01007b	EIA ka mooolelo no na keikikane a Noa o Sema, o Hama, a o Iapeta: ua hanau na lakou na keikikaua mahope o ke kaiakahinalii.
010a02005f	O na keikikane a lapeta: o Gomera, o Magoga, o Madai, o lavaua. o Tuhala. o Meseka, a o Tirasa.
010a030039	O na keikikane a Gomera: o Asekenaza, o Kipata, a o Elia.
010a040043	O na keikikane a lavana o Elia. o Taresisa. o Kitima, a o Dodanima.
010a0500b5	Ua puunaneia na aina kahakai o na lahuikanaka e lakeu nei ma ke lakou mau aina, e kela mea a o keia mea e like me kana olelo, mamuli o ka lakou mau ohnau, ma na lahuikanaka o lakou.
010a06003c	O na keiki a Hama: o Kusa. o Migeraima, e Puta, a o Kanaaua.
010a070076	O na keikikane a Kusa: o Seba e Havila. o Sabeta. e Raama, a o Sabeteka: a o na keikikane a Raama: o Seba, a o Dedana.
010a080044	Na Kusa o Nimeroda: hoomaka iho la ia e hoolanakila ma ka honua nei.
010a090090	He kanaka koa ia i ka hahai holoholona imua o Iehova: nolaila i oleloia'i, E like me Nimeroda ka mea koa loa, ka hahai holoholona imua o Iehova.
010a0a0060	O ka hoomaka ana o kona aupuni, oia o Babela, o Araka, o Akada, a o Kalene, ma ka aina o Sinara.
010a0b006d	Ma ia aina aku i hele aku ai o Asura, a kukulu iho la ia Nineva, a me ke kulanakauhale o Rehobota, a me Kala,
010a0c0042	A me Resena mawaena o Nineva a o Kala: he kulanakauhale nui no ia.
010a0d0040	Na Mizeraima ka Luda, me ka Anama, me ka Lehaba, me ka Naputuha.
010a0e0050	Me ka Paterima, me ka Kaseluhima, (na lakou mai ka Pilisetia,) a me ka Kapetora.
010a0f002e	Na Kanaana mai o Sidona, kana hiapo, a o Heta,
010a10002d	A o ka Iebusa, a o ka Amora, a o ka Giragasa,
010a110029	A o ka Hiva, a o ka Areka, a o ka Sinite,
010a120062	A o ka Aravada, a o Zemara, a o ka Hamata: a mahope iho ua hoolahaia'ku na ohana a ka poe Kanaana.
010a1300ad	A o ka mokuna aina o ka Kanaana, mai Sidona ia, i kona hele ana mai i Gerara, a hiki i Gaza; i kou hele ana aku i Sodoma, me Gomora, a me Adema, a me Geboima, a hiki i Lasa.
010a140087	Oia na keikikane a Hama, mamuli o ka lakou mau ohana, mamuli hoi o ka lakou mau olelo, ma na aina o lakou, a ma na lahuikanaka o lakou.
010a150082	Na Sema hoi, na ka makuakane o ka poe keiki a pau a Ebera, na ke kaikaina a Iapeta ka hoahanau mua, ua hanau no hoi na keiki nana.
010a160044	O na keiki a Sema; o Elama, o Asura, o Arepakada, o Luda, a o Arama.
010a17003c	O na keikikane a Arama; o Uza, o Kula, a o Getera, a o Masa.
010a180029	Na Arepakada o Sala, na Sala hoi o Ebera.
010a190094	Ua hanau na Ebera na keikikane elua: o Pelega ka inoa o kekahi; no ka mea, ua maheleia ka honua i kona mau la; a o Ioketana ka inoa o kona kaikaina.
010a1a0038	Na Ioketana o Alemodada, o Selepa, a Hazamaveta, o Iera,
010a1b001e	O Hadorama, o Uzala, o Dikela,
010a1c001c	O Obala, o Abimaela, o Seba,
010a1d0049	O Opira, o Havila, a o Iobaba: o lakou nei a pau na keikikane a Ioketana.
010a1e006a	A o ko lakou wahi noho ai, mai Mesa aku no ia, i kou hele ana a hiki i Separa, i kekahi mauna o ka hikina.
010a1f008b	Oia na keikikane a Sema, mamuli o ka lakou mau ohana, mamuli hoi o ka lakou mau olelo, ma ko lakou mau aina, a me ko lakou mau lahuikanaka.
010a2000b4	Oia na ohana a na keikikane a Noa, e like me ko lakou mau hanauna, ma ko lakou mau lahuikanaka; ma o lakou nei ua maheleia na lahuikanaka ma ka honua mahope mai o ke kaiakahinalii.
010b01003b	HOOKAHI no lehelehe, hookahi hoi olelo a ko ka honua a pau.
010b020071	A i ko lakou hele ana mai ka hikina mai, loaa ia lakou kahi papu ma ka aina o Sinara; a noho iho la lakou ilaila.
010b03009f	Olelo ae la kekahi kanaka i kona hoa, Ina kakou, e hana kakou i na pohaku ula, e kahu a moa loa. O ko lakou pohaku, he pohaku ula, a he bitumena ko lakou puna.
010b0400c7	Olelo ae la lakou, Ina kakou, e hana kakou i kulanakauhale no kakou, a me ka halepakui e kiekie ae kona welau i ka lani; a e hookaulana i ko kakou inoa, o hoopuehuia'ku kakou maluna o ka honua a pau.
010b050063	Iho mai la o Iehova ilalo e nana i ke kulanakauhale a me ka halepakui a na keiki a kanaka i hana'i.
010b0600c9	I iho la o Iehova, Aia hoi, hookahi no ka poe kanaka, hookahi hoi ko lakou lehelehe; eia ka lakou e hoomaka nei e hana: a mahope aku, aohe mea keakea ia lakou ke hana i na mea a pau a lakou e manao ai.
010b070079	Ina kakou, e iho iho kakou, a malaila kakou hookahuli ai i ka lakou olelo, i hoomaopopo ole ai lakou i ka olelo a kekahi.
010b080077	Pela o Iehova i hoopuehu aku ai ia lakou maluna o ka honua a pau: a oki iho la ka lakou hana ana i ua kulanakauhale la.
010b0900ca	No ia mea, ua kapaia ka inoa o ia wahi, o Babela, no ka mea, ilaila o Iehova i hookahuli ai i ka olelo a ko ka honua a pau: a mai ia wahi aku i hoopuehu aku ai o Iehova ia lakou maluna o ka honua a pau.
010b0a0083	Eia ka mooolelo na Sema: hookani haneri makahiki o Sema, a hanau mai o Arepakada nana, elua makahiki mahope mai o ke kaiakahinalii.
010b0b007f	Mahope mai o ka hanau ana o Arepakada, alima haneri no makahiki o ko Sema ola ana, a nana mai na keikikane a me na kaikamahine.
010b0c0058	He kanakolu na makahiki a me kumamalima o ko Arepakada ola ana, a hanau mai o Sala nana:
010b0d008d	Mahope mai o ka hanau ana o Sala, aha haneri na makahiki a me kumamakolu o ko Arepakada ola ana, a nana mai na keikikane a me na kaikamahine.
010b0e0044	He kanakolu na makahiki o ko Sala ola ana, a hanau mai o Ebera nana:
010b0f0087	Mahope mai o ka hanau ana o Ebera, aha haneri na makahiki me kumamakolu o ko Sala ola ana, a nana mai na keikikane a me na kaikamahine.
010b100054	He kanakolu na makahiki a me kumamaha o ko Ebera ola ana, a hanau mai o Pelega nana:
010b110089	Mahope mai o ka hanau ana o Pelega, aha haneri na makahiki a me kanakolu o ko Ebera ola ana, a nana mai na keikikane a me na kaikamahine.
010b120044	He kanakolu na makahiki o ko Pelega ola ana, a hanau mai o Reu nana:
010b130087	Mahope mai o ko Reu hanau ana, alua haneri na makahiki a me kumamaiwa o ko Pelega ola ana, a nana mai na keikikane a me na kaikamahine.
010b140053	He kanakolu na makahiki a me kumamalua o ko Reu ola ana, a hanau mai o Seruga nana:
010b150089	Elua haneri na makahiki a me kumamahiku o ko Reu ola ana mahope mai o ka hanau ana o Seruga, a nana mai na keikikane a me na kaikamahine.
010b160047	He kanakolu na makahiki o ko Seruga ola ana, a hanau mai o Nahora nana:
010b17007d	Mahope mai o ka hanau ana o Nahora, elua haneri na makahiki o ko Seruga ola ana, a nana mai na keikikane a me na kaikamahine.
010b180054	He iwakalua na makahiki a me kumamaiwa o ko Nahora ola ana, a hanau mai o Tera nana:
010b19008e	Mahope mai o ka hanau ana o Tera, he haneri na makahiki a me ka umikumamaiwa o ko Nahora ola ana, a nana mai na keikikane a me na kaikamahine.
010b1a0057	He kanahiku na makahiki o ko Tera ola ana, a hanau mai o Aberama, o Nahora, a o Harana.
010b1b0053	Eia ka mooolelo no Tera; na Tera o Aberama, o Nahora, a o Harana; na Harana o Lota.
010b1c0062	Make iho la o Harana mamua o kona makuakane o Tera, ma kona aina i hanau ai, ma Ura no ko Kaledea.
010b1d00dc	Lawe ae la o Aberama laua o Nahora i mau wahine na laua: o Sarai ka inoa o ka wahine a Aberama, a o Mileka ka inoa o ka wahine a Nahora; oia ke kaikamahine a Harana, a ka makuakane o Mileka, a o ka makuakane hoi o Iseka.
010b1e0020	A he pa o Sarai; aohe ana keiki.
010b1f0123	Lawe ae la o Tera i kana keiki ia Aberama, a me kana moopuna ia Lota, ke keiki a Harana, a me Sarai kana hunonawahine, o ka wahine a kana keiki a Aberama; a haele pu mai la lakou mai Ura mai no ko Kaledea, i ka hele ana ma ka aina o Kanaana: hiki mai la lakou i Harana, a noho iho la ilaila.
010b200058	O na la o Tera, elua ia haneri makahiki a me kumamalima: a make iho la o Tera ma Harana.
010c0100ad	I OLELO mai o Iehova ia Aberama, E hele aku oe mai kou aina aku, a mai kou poe hoahanau aku, a mai ka hale o kou makuakane aku, a hiki i ka aina a'u e kuhikuhi aku ai ia oe.
010c020086	A e hoolilo au ia oe i lahuikanaka nui, e hoomaikai aku hoi au ia oe, e hookaulana hoi au i kou inoa, a e lilo oe i mea e pomaikai ai.
010c03008a	E hoopomaikai aku hoi au i ka poe hoomaikai ia oe, a e hoino aku au i ka mea hoino ia oe, a ia oe e pomaikai ai na ohana a pau o ka honua.
010c0400ad	Hele aku la o Aberama e like me ka Iehova i olelo mai ai ia ia; a hele pu o Lota me ia. He kanahiku kumamalima na makahiki o Aberama, i kona wa i hele mai ai mai Harana mai.
010c050108	Lawe ae la o Aberama i kana wahine ia Sarai, a me Lota ke keiki a kona kaikuaana, a me ka waiwai a pau a lakou i hoiliili ai, a me na ohua a pau i loaa ia lakou ma Harana; a puka mai la lakou e hele mai i ka aina o Kanaana; a hiki mai la lakou i ka aina o Kanaana.
010c06008d	Kaahele ae la o Aberama i ka aina, a hiki aku la i kahi o Sikema, i ka laau oka o More. E noho ana no na mamo a Kanaana ma ia aina ia manawa.
010c070097	Ikea ae la o Iehova e Aberama, i mai la ia, E haawi aku no wau i keia aina no kau poe mamo: malaila oia i hana'i i kuahu no Iehova, ka mea i ikea e ia.
010c0800da	Hele aku la ia mai ia wahi aku a ka puu ma ka hikina o Betela, a kukulu iho la i kona halelewa, o Betela ma ke komohana, a o Hai ma ka hikina: malaila oia i hana'i i kuahu no Iehova, a hea aku la ia i ka inoa o Iehova.
010c090037	Hele hou aku la o Aberama e neenee ana i ke kukuluhema.
010c0a007b	He wi ma ia aina; a hele aku la o Aberama ilalo i Aigupita e noho malihini malaila, no ka mea, ua nui loa ka wi ma ka aina.
010c0b0081	A kokoke aku la ia e komo i Aigupita, i aku la ia i kana wahine ia Sarai, Eia hoi ke ike nei au he wahine maikai oe ke nanaia'ku:
010c0c0081	Nolaila, a ike mai ko Aigupita ia oe, e olelo auanei lakou, Eia kana wahine; a e pepehi mai lakou ia'u, a e hoola ae lakou ia oe.
010c0d0070	Ke nonoi aku nei au ia oe, e i aku oe, he kaikuwahine oe no'u, i pomaikai ai au ia oe, a e malamaia kuu ola nou.
010c0e0055	A hiki aku la o Aberama i Aigupita, ike mai la ko Aigupita i ka wahine he maikai loa.
010c0f007b	A ike mai la na luna a Parao ia ia, hoomaikai lakou ia ia imua o Parao, a ua laweia aku la ua wahine la ma ka hale o Parao.
010c10008a	Lokomaikai mai la oia ia Aberama no Sarai: a ia ia na hipa, na bipi, na hoki, na kauwakane, na kauwawahine, na hokiwahine, a me na kamelo.
010c110062	Hooeha mai la o Iehova ia Parao a me kona poe ohua i na mai eha loa, no Sarai ka wahine a Aberama.
010c120084	Kahea mai la o Parao ia Aberama, i mai la, Heaha keia mea au i hana mai ai ia'u? No ke aha la i hai ole mai oe ia'u o kau wahine ia?
010c130091	No ke aha la oe i olelo mai ai, O ko'u kaikuwahine ia, i mea e lawe ai au ia ia i wahine na'u? Eia hoi kau wahine, e lawe oe ia ia, a e hele aku.
010c140073	Kauoha aku la o Parao i kona poe kanaka nona, a hoihoi mai la lakou ia ia, me kana wahine, a me kana mau mea a pau.
010d010086	PII hou mai la o Aberama mai Aigupita mai, oia me kana wahine, a me kana mau mea a pau, a me ia no o Lota, i kau wahi o ke kukuluhema.
010d020044	Ua waiwai nui loa o Aberama i na holoholona, i ke kala a me ke gula.
010d03007c	Hele ae la ia i kona hele ana mai ke kukuluhema mai a Betela, kahi i ku ai o kona halelewa mamua, mawaena o Betela a me Hai;
010d040057	Kahi o ke kuahu ana i haua'i mamua: ilaila o Aberama i kahea aku ai i ka inoa o Iehova.
010d050057	A o Lota hoi, ka mea i hele pu me Aberama, he hipa no kana me na bipi a me na halelewa.
010d06006b	Aole i pono ka aina no laua, i noho pu ai laua, no ka nui o ko laua waiwai, aole i hiki ia laua ke noho pu.
010d07007f	Hakaka ae la ka poe kahubipi a Aberama me ka poe kahubipi a Lota: e noho ana no ka Kanaana a me ka Perezi ma ia aina ia manawa.
