0100000006	Mwanzo
0108140099	Kisha Nuhu akamjengea Mwenyezi Mungu madhabahu, akachukua baadhi ya wale wanyama na ndege wote walio safi, akatoa sadaka za kuteketezwa juu ya madhabahu.
01081500fe	Mwenyezi Mungu akasikia harufu nzuri ya kupendeza, naye akasema moyoni mwake, “Kamwe sitailaani tena ardhi kwa sababu ya mwanadamu, hata ingawa kila mwelekeo wa moyo wake ni mbaya tangu ujana. Kamwe sitaangamiza tena viumbe hai vyote kama nilivyofanya.
010816009d	“Kwa muda dunia idumupo, majira ya kupanda na ya kuvuna, wakati wa baridi na wa joto, wakati wa kiangazi na wa masika, usiku na mchana kamwe havitakoma.”
010901006c	Ndipo Mungu akawabariki Nuhu na wanawe, akiwaambia, “Zaeni, mkaongezeke kwa idadi, na mkaijaze tena dunia.
01090200af	Wanyama wote wa nchi, na ndege wote wa angani, na kila kiumbe kinachotambaa juu ya ardhi, na samaki wote wa baharini wamekabidhiwa mikononi mwenu, nao watawaogopa na kuwahofu.
0109030076	Kila kitu chenye uhai kiendacho kitakuwa chakula chenu. Kama vile nilivyowapa mimea mbalimbali, sasa nawapa kila kitu.
0109040049	“Lakini kamwe msile nyama ambayo bado ina damu, kwa maana damu ni uhai.
0109050092	Hakika damu ya uhai wenu nitaidai. Nitaidai kutoka kwa kila mnyama. Kutoka kwa kila mwanadamu pia nitaidai kwa ajili ya uhai wa binadamu mwenzake.
0109060082	“Yeyote amwagaye damu ya mwanadamu, damu yake itamwagwa na mwanadamu; kwa kuwa katika mfano wa Mungu, Mungu alimuumba mwanadamu.
0109070045	Bali ninyi, zaeni mwongezeke kwa idadi; zidini duniani na kuijaza.”
0109080032	Ndipo Mungu akamwambia Nuhu na wanawe pamoja naye:
0109090048	“Sasa mimi ninaweka agano langu nanyi, pamoja na uzao wenu baada yenu,
01090a009e	pia na kila kiumbe hai kilichokuwa pamoja nanyi: ndege, mifugo, na wanyama pori wote, wale wote waliotoka katika safina pamoja nanyi: kila kiumbe hai duniani.
01090b0073	Ninaweka agano nanyi: Kamwe uhai hautafutwa tena kwa gharika; kamwe hakutakuwa tena gharika ya kuangamiza dunia.”
01090c0091	Mungu akasema, “Hii ni ishara ya agano ninalofanya kati yangu na ninyi na kila kiumbe hai kilicho pamoja nanyi, agano kwa vizazi vyote vijavyo:
01090d0063	Nimeweka upinde wangu wa mvua mawinguni, nao utakuwa ishara ya agano nifanyalo kati yangu na dunia.
01090e0054	Wakati wowote ninapotanda mawingu juu ya dunia na upinde wa mvua ukatokea mawinguni,
01090f0092	nitakumbuka agano langu kati yangu na ninyi na viumbe vyote vilivyo hai vya kila aina. Kamwe maji hayatakuwa tena gharika ya kuangamiza uhai wote.
010910009c	Wakati wowote upinde wa mvua unapotokea mawinguni, nitauona na kukumbuka agano la milele kati ya Mungu na viumbe vyote vilivyo hai vya kila aina duniani.”
010911007f	Hivyo Mungu akamwambia Nuhu, “Hii ndiyo ishara ya agano ambalo nimelifanya kati yangu na viumbe vyote vilivyo hai duniani.”
0109120072	Wana wa Nuhu waliotoka ndani ya safina walikuwa: Shemu, na Hamu, na Yafethi. (Hamu ndiye alikuwa baba wa Kanaani.)
010913004d	Hao walikuwa wana watatu wa Nuhu, na kutokana nao watu walienea katika dunia.
0109140039	Nuhu akawa mkulima, akawa mtu wa kwanza kupanda mizabibu.
0109150046	Alipokunywa huo mvinyo wake, akalewa na akalala uchi kwenye hema lake.
010916005e	Hamu, baba wa Kanaani, akauona uchi wa baba yake na kuwaeleza ndugu zake wawili waliokuwa nje.
01091700cd	Lakini Shemu na Yafethi wakachukua nguo, wakaitanda mabegani mwao wote wawili, kisha wakaenda kinyumenyume, wakaufunika uchi wa baba yao. Nyuso zao zilielekea upande mwingine ili wasiuone uchi wa baba yao.
010918003a	Nuhu alipolevuka na kujua lile mwanawe mdogo alilomtendea,
010919004f	akasema, “Alaaniwe Kanaani! Atakuwa mtumwa wa chini kabisa kwa ndugu zake.”
01091a0058	Pia akasema, “Atukuzwe Mwenyezi Mungu, Mungu wa Shemu! Kanaani na awe mtumwa wa Shemu.
01091b006d	Mungu na apanue mipaka ya Yafethi; Yafethi na aishi katika mahema ya Shemu, na Kanaani na awe mtumwa wake.”
01091c0039	Baada ya gharika, Nuhu aliishi miaka mia tatu na hamsini.
01091d003d	Nuhu aliishi jumla ya miaka mia tisa na hamsini, ndipo akafa.
010a010067	Hivi ndivyo vizazi vya wana wa Nuhu, yaani Shemu, Hamu na Yafethi, ambao walizaa wana baada ya gharika.
010a020053	Wana wa Yafethi walikuwa: Gomeri, Magogu, Madai, Yavani, Tubali, Mesheki na Tirasi.
010a030037	Wana wa Gomeri walikuwa: Ashkenazi, Rifathi na Togarma.
010a040040	Wana wa Yavani walikuwa: Al-Yasa, Tarshishi, Kitimu na Rodanimu.
010a050077	(Kutokana na hawa mataifa ya pwani yalienea katika nchi zao, kwa koo zao katika mataifa yao, kila moja kwa lugha yake.)
010a060035	Wana wa Hamu walikuwa: Kushi, Misri, Putu na Kanaani.
010a070067	Wana wa Kushi walikuwa: Seba, Havila, Sabta, Raama na Sabteka. Wana wa Raama walikuwa: Sheba na Dedani.
010a080047	Kushi akamzaa Nimrodi, ambaye alikua akawa shujaa mwenye nguvu duniani.
010a090086	Alikuwa mwindaji hodari mbele za Mwenyezi Mungu; Ndiyo maana watu husema, “Kama Nimrodi, mwindaji hodari mbele za Mwenyezi Mungu.”
010a0a0063	Vituo vya kwanza katika ufalme wake vilikuwa Babeli, Ereki, Akadi na Kalne, katika nchi ya Shinari.
010a0b0059	Kutoka nchi ile alienda Ashuru, ambako alijenga miji ya Ninawi, na Rehoboth-Iri, na Kala,
010a0c0040	na Reseni, mji ulio kati ya Ninawi na Kala; huo ndio mji mkubwa.
010a0d003c	Misri alikuwa baba wa: Waludi, Waanami, Walehabi, Wanaftuhi,
010a0e0042	Wapathrusi, Wakasluhi (hao ndio asili ya Wafilisti), na Wakaftori.
010a0f003e	Kanaani alikuwa baba wa: Sidoni mzaliwa wake wa kwanza, Hethi,
010a10001e	Wayebusi, Waamori, Wagirgashi,
010a110017	Wahivi, Waarki, Wasini,
010a120049	Waarvadi, Wasemari na Wahamathi. (Baadaye koo za Wakanaani zilitawanyika,
010a13008a	na mipaka ya Kanaani ikaenea kutoka Sidoni kuelekea Gerari hadi Gaza, kisha kuelekea Sodoma, Gomora, Adma na Seboimu, hadi kufikia Lasha.)
010a14004e	Hawa ni wana wa Hamu kwa koo zao na lugha zao, katika nchi zao na mataifa yao.
010a15005a	Shemu, ndugu mkubwa wa Yafethi, alizaa wana pia. Shemu alikuwa baba wa wana wote wa Eberi.
010a160040	Wana wa Shemu walikuwa: Elamu, Ashuru, Arfaksadi, Ludi na Aramu.
010a170034	Wana wa Aramu walikuwa: Usi, Huli, Getheri na Mashi.
010a18003a	Arfaksadi alikuwa baba wa Shela, naye Shela akamzaa Eberi.
010a190076	Eberi akapata wana wawili: Mmoja wao aliitwa Pelegi, kwa kuwa wakati wake dunia iligawanyika; nduguye aliitwa Yoktani.
010a1a003f	Yoktani alikuwa baba wa: Almodadi, Shelefu, Hasarmawethi, Yera,
010a1b0017	Hadoramu, Uzali, Dikla,
010a1c0016	Obali, Abimaeli, Seba,
010a1d003c	Ofiri, Havila na Yobabu. Hawa wote walikuwa wana wa Yoktani.
010a1e005f	(Eneo waliloishi lilienea kutoka Mesha kuelekea Sefari, kwenye nchi ya vilima iliyo mashariki.)
010a1f0050	Hao ndio wana wa Shemu kwa koo zao na lugha zao, katika nchi zao na mataifa yao.
010a20008e	Hizi ndizo koo za wana wa Nuhu, kufuatana na vizazi vyao, katika mataifa yao. Kutokana na hawa mataifa yalienea duniani kote baada ya gharika.
010b01003b	Wakati huo dunia yote ilikuwa na lugha moja na msemo mmoja.
010b02006b	Watu walipoelekea upande wa mashariki, wakafika kwenye tambarare katika nchi ya Shinari, nao wakaishi huko.
010b03009d	Wakasemezana wao kwa wao, “Njooni, tufyatue matofali na tuyachome vizuri kwa moto.” Walitumia matofali badala ya mawe, na lami kuunganisha hayo matofali.
010b04008c	Ndipo wakasema, “Njooni, tujijengee mji wenye mnara ambao utafika hadi mbinguni, ili tujipatie jina, tusije tukatawanyika duniani kote.”
010b050059	Lakini Mwenyezi Mungu akashuka ili auone mji na mnara ambao wanadamu walikuwa wanaujenga.
010b0600a5	Mwenyezi Mungu akasema, “Ikiwa kama taifa moja wanaozungumza lugha moja wameanza kufanya hili, basi hakuna lolote watakalopanga kufanya ambalo halitawezekana kwao.
010b070042	Njooni, tushuke tuvuruge lugha yao ili wasielewane wao kwa wao.”
010b080068	Hivyo Mwenyezi Mungu akawatawanya kutoka mahali pale waende duniani kote; nao wakaacha kuujenga huo mji.
010b09009a	Ndiyo maana pakaitwa Babeli, kwa sababu hapo ndipo Mwenyezi Mungu alipoivuruga lugha ya dunia nzima. Kutoka hapo Mwenyezi Mungu akawatawanya duniani kote.
010b0a007a	Hivi ndivyo vizazi vya Shemu. Miaka miwili baada ya gharika, Shemu alipokuwa na umri wa miaka mia moja, akamzaa Arfaksadi.
010b0b0063	Baada ya kumzaa Arfaksadi, Shemu aliishi miaka mia tano, akazaa watoto wengine wa kiume na wa kike.
010b0c0044	Arfaksadi alipokuwa ameishi miaka thelathini na tano, akamzaa Shela.
010b0d006a	Baada ya kumzaa Shela, Arfaksadi aliishi miaka mia nne na tatu, akazaa watoto wengine wa kiume na wa kike.
010b0e0038	Shela alipokuwa ameishi miaka thelathini, akamzaa Eberi.
010b0f0066	Baada ya kumzaa Eberi, Shela aliishi miaka mia nne na tatu, akazaa watoto wengine wa kiume na wa kike.
010b100040	Eberi alipokuwa ameishi miaka thelathini na nne, akamzaa Pelegi.
010b11006d	Baada ya kumzaa Pelegi, Eberi aliishi miaka mia nne na thelathini, akazaa watoto wengine wa kiume na wa kike.
010b120037	Pelegi alipokuwa ameishi miaka thelathini, akamzaa Reu.
010b130067	Baada ya kumzaa Reu, Pelegi aliishi miaka mia mbili na tisa, akazaa watoto wengine wa kiume na wa kike.
010b140040	Reu alipokuwa ameishi miaka thelathini na mbili, akamzaa Serugi.
010b150067	Baada ya kumzaa Serugi, Reu aliishi miaka mia mbili na saba, akazaa watoto wengine wa kiume na wa kike.
010b16003a	Serugi alipokuwa ameishi miaka thelathini, akamzaa Nahori.
010b170062	Baada ya kumzaa Nahori, Serugi aliishi miaka mia mbili, akazaa watoto wengine wa kiume na wa kike.
010b18003e	Nahori alipokuwa ameishi miaka ishirini na tisa, akamzaa Tera.
010b19006f	Baada ya kumzaa Tera, Nahori aliishi miaka mia moja na kumi na tisa, akazaa watoto wengine wa kiume na wa kike.
010b1a005a	Tera alipokuwa ameishi miaka sabini, akamzaa Abramu, na baadaye akawazaa Nahori na Harani.
010b1b0059	Hivi ndivyo vizazi vya Tera. Tera aliwazaa Abramu, Nahori na Harani. Harani akamzaa Lutu.
010b1c0050	Tera alipokuwa bado hai, Harani akafa katika Uru ya Wakaldayo, nchi aliyozaliwa.
010b1d0080	Abramu na Nahori walioa. Mke wa Abramu aliitwa Sarai, naye mke wa Nahori aliitwa Milka; Milka na Iska walikuwa watoto wa Harani.
010b1e0025	Sarai alikuwa tasa, hakuwa na watoto.
010b1f00cf	Tera akawachukua Abramu mwanawe, mjukuu wake Lutu mwana wa Harani, na Sarai mkwewe, mke wa Abramu mwanawe, wakatoka Uru ya Wakaldayo pamoja, wakaenda nchi ya Kanaani. Lakini walipofika Harani, wakaishi huko.
010b20003a	Tera aliishi miaka mia mbili na mitano, akafa huko Harani.
010c010090	Mwenyezi Mungu alikuwa amemwambia Abramu, “Ondoka katika nchi yako, uache jamii yako na nyumba ya baba yako, uende hadi nchi nitakayokuonesha.
010c020056	“Nitakufanya taifa kubwa na nitakubariki, Nitalikuza jina lako, nawe utakuwa baraka.
010c030078	Nitawabariki wale wanaokubariki, na yeyote akulaaniye nitamlaani; na kupitia kwako mataifa yote duniani yatabarikiwa.”
010c0400ac	Hivyo Abramu akaondoka kama Mwenyezi Mungu alivyokuwa amemwambia; naye Lutu akaondoka pamoja naye. Abramu alipoitwa aondoke Harani, alikuwa na umri wa miaka sabini na tano.
010c0500c0	Abramu akamchukua Sarai mkewe pamoja na Lutu mwana wa ndugu yake, mali yote waliyokuwa nayo, pamoja na watu aliokuwa amewapata huko Harani, wakasafiri kwenda nchi ya Kanaani, na wakafika huko.
010c06008b	Abramu akasafiri katika nchi hiyo hadi huko Shekemu, mahali penye mwaloni wa More. Wakati huo Wakanaani walikuwa wanaishi katika nchi hiyo.
010c070093	Mwenyezi Mungu akamtokea Abramu, akamwambia, “Nitawapa uzao wako nchi hii.” Hivyo hapo akamjengea madhabahu Mwenyezi Mungu aliyekuwa amemtokea.
010c0800ed	Kutoka huko Abramu akasafiri kuelekea kwenye vilima mashariki mwa Betheli, naye akapiga hema huko, Betheli ikiwa upande wa magharibi na Ai upande wa mashariki. Huko alimjengea Mwenyezi Mungu madhabahu na akaliitia jina la Mwenyezi Mungu.
010c090031	Kisha Abramu akasafiri kuelekea upande wa Negebu.
010c0a007b	Basi kulikuwa na njaa katika nchi hiyo, naye Abramu akashuka kwenda Misri kukaa huko kwa muda, kwa maana njaa ilikuwa kali.
010c0b0065	Alipokaribia kuingia Misri, akamwambia Sarai mkewe, “Ninajua kwamba wewe ni mwanamke mzuri wa sura.
010c0c0064	Wamisri watakapokuona, watasema, ‘Huyu ni mke wake.’ Kisha wataniua, lakini wewe watakuacha hai.
010c0d006b	Sema wewe ni dada yangu, ili nitendewe mema kwa ajili yako, na maisha yangu yahifadhiwe kwa sababu yako.”
010c0e0055	Abramu alipoingia Misri, Wamisri wakamwona Sarai kuwa ni mwanamke mzuri sana wa sura.
010c0f0060	Maafisa wa Farao walipomwona, wakamsifia kwa Farao; ndipo Sarai akapelekwa kwa nyumba ya mfalme.
010c100089	Kwa ajili ya Sarai, Farao akamtendea Abramu mema, naye Abramu akapata kondoo, ng’ombe, punda, ngamia, na watumishi wa kiume na wa kike.
010c11007b	Lakini Mwenyezi Mungu akamwadhibu Farao na nyumba yake kwa maradhi ya kufisha kwa sababu ya kumchukua Sarai, mke wa Abramu.
010c120064	Ndipo Farao akamwita Abramu, akamuuliza, “Umenifanyia nini? Kwa nini hukuniambia yeye ni mke wako?
010c130082	Kwa nini ulisema, ‘Yeye ni dada yangu,’ hata nikamchukua kuwa mke wangu? Sasa basi, mke wako huyu hapa. Mchukue uende zako!”
010c14006d	Kisha Farao akawapa watu wake amri kuhusu Abramu, wakamsindikiza pamoja na mke wake na kila alichokuwa nacho.
010d010076	Hivyo Abramu akakwea kutoka Misri kwenda Negebu, na mkewe na kila kitu alichokuwa nacho; pia Lutu akaenda pamoja naye.
010d020042	Wakati huo Abramu alikuwa tajiri sana wa mifugo, fedha na dhahabu.
010d030080	Kutoka Negebu, akasafiri sehemu mbalimbali hadi akafika Betheli, mahali ambapo mwanzoni alipiga hema lake kati ya Betheli na Ai,
010d04005a	pale alipokuwa amejenga madhabahu ya kwanza. Huko Abramu akaliitia jina la Mwenyezi Mungu.
010d05004b	Basi Lutu, aliyekuwa anafuatana na Abramu, alikuwa pia na mifugo na mahema.
010d060045	Lakini nchi haikuwatosha kukaa pamoja kwa ajili ya wingi wa mali yao.
010d070086	Ukazuka ugomvi kati ya wafugaji wa wanyama wa Abramu na wale wa Lutu. Wakati huo, Wakanaani na Waperizi pia waliishi katika nchi hiyo.
010d08008b	Hivyo Abramu akamwambia Lutu, “Pasiwe na ugomvi wowote kati yangu na wewe, wala kati ya wachungaji wangu na wako, kwa kuwa sisi ni ndugu.
010d090078	Je, nchi yote haiko mbele yako? Tutengane. Ukielekea kushoto, nitaenda kulia; ukielekea kulia, mimi nitaenda kushoto.”
010d0a00d1	Lutu akatazama, akaona lile bonde lote la Yordani kuwa lilikuwa na maji tele, kama bustani ya Mwenyezi Mungu, kama nchi ya Misri, kuelekea Soari. (Hii ilikuwa kabla Mwenyezi Mungu hajaharibu Sodoma na Gomora.)
010d0b006b	Hivyo Lutu akajichagulia bonde lote la Yordani, akaelekea upande wa mashariki. Watu hao wawili wakatengana.
010d0c0079	Abramu aliishi nchi ya Kanaani, naye Lutu akaishi miongoni mwa miji ya lile bonde na kupiga mahema yake karibu na Sodoma.
010d0d0054	Basi watu wa Sodoma walikuwa waovu, wakitenda dhambi nyingi dhidi ya Mwenyezi Mungu.
010d0e0093	Baada ya Lutu kuondoka, Mwenyezi Mungu akamwambia Abramu, “Ukiwa hapo ulipo, inua macho yako utazame kaskazini na kusini, mashariki na magharibi.
010d0f003b	Nchi yote unayoiona nitakupa wewe na uzao wako hata milele.
010d100083	Nitaufanya uzao wako uwe mwingi kama mavumbi ya nchi, hivyo ikiwa kuna yeyote awezaye kuhesabu mavumbi, basi uzao wako utahesabika.
010d11004b	Ondoka, tembea katika marefu na mapana ya nchi, kwa maana ninakupa wewe.”
010d120088	Basi Abramu akaondoa mahema yake, akaenda kuishi karibu na mialoni ya Mamre huko Hebroni. Naye akamjengea Mwenyezi Mungu madhabahu huko.
010e010076	Wakati huo Amrafeli mfalme wa Shinari, Arioko mfalme wa Elasari, Kedorlaoma mfalme wa Elamu, na Tidali mfalme wa Goimu
010e0200a5	walienda kupigana vita dhidi ya Bera mfalme wa Sodoma, Birsha mfalme wa Gomora, Shinabu mfalme wa Adma, Shemeberi mfalme wa Seboimu, na mfalme wa Bela (yaani Soari).
010e030068	Wafalme wa kundi hili la pili waliunganisha majeshi yao katika Bonde la Sidimu (yaani Bahari ya Chumvi).
010e040069	Walikuwa wametawaliwa na Mfalme Kedorlaoma kwa miaka kumi na mbili, lakini mwaka wa kumi na tatu wakaasi.
010e0500b9	Mwaka wa kumi na nne, Mfalme Kedorlaoma na wafalme waliojiunga naye walienda vitani na wakawashinda Warefai katika Ashtaroth-Kanaimu, Wazuzi katika Hamu, Waemi katika Shawe-Kiriathaimu,
010e06004a	na Wahori katika nchi ya vilima ya Seiri, hadi El-Parani karibu na jangwa.
010e070083	Kisha wakarudi, wakaenda En-Misfati (yaani Kadeshi), wakashinda nchi yote ya Waamaleki, pamoja na Waamori walioishi Hasason-Tamari.
010e0800a3	Ndipo mfalme wa Sodoma, na mfalme wa Gomora, mfalme wa Adma, mfalme wa Seboimu, na mfalme wa Bela (yaani Soari) wakatoka kupanga majeshi yao kwenye Bonde la Sidimu
010e0900a5	dhidi ya Kedorlaoma mfalme wa Elamu, na Tidali mfalme wa Goimu, Amrafeli mfalme wa Shinari, na Arioko mfalme wa Elasari; yaani wafalme wanne dhidi ya wafalme watano.
010e0a00aa	Basi Bonde la Sidimu lilikuwa limejaa mashimo ya lami, nao wafalme wa Sodoma na wa Gomora walipokimbia, baadhi ya watu walitumbukia huko na wengine wakakimbilia vilimani.
010e0b006b	Wale wafalme wanne wakateka mali yote ya Sodoma na Gomora pamoja na vyakula vyao vyote, kisha wakaenda zao.
010e0c0065	Pia walimteka Lutu, mwana wa ndugu yake Abramu, pamoja na mali yake, kwa kuwa alikuwa akiishi Sodoma.
010e0d00c3	Mtu mmoja aliyekuwa ametoroka akaja kumpa Abramu Mwebrania taarifa. Abramu alikuwa anaishi karibu na mialoni ya Mamre Mwamori, ndugu ya Eshkoli na Aneri, ambao wote walikuwa wameungana na Abramu.
010e0e00b5	Abramu alipopata habari kwamba jamaa yake amechukuliwa mateka, akawaita watu mia tatu na kumi na nane wa nyumbani mwake waliokuwa wamefunzwa kupigana vita, wakawafuatilia hadi Dani.
010e0f0089	Wakati wa usiku, Abramu aliwapanga watu wake katika vikosi, wakawashambulia na kuwashinda, wakawafukuza hadi Hoba, kaskazini mwa Dameski.
010e10006d	Abramu akarudisha mali yote, na akamrudisha Lutu jamaa yake na mali yake, pamoja na wanawake na watu wengine.
010e1100ae	Abramu aliporudi baada ya kumshinda Mfalme Kedorlaoma na wale wafalme waliojiunga naye, mfalme wa Sodoma akatoka kwenda kumlaki katika Bonde la Shawe (yaani Bonde la Mfalme).
010e120062	Ndipo Melkizedeki mfalme wa Salemu akaleta mkate na divai. Alikuwa kuhani wa Mungu Aliye Juu Sana.
010e130067	Naye akambariki Abramu, akisema, “Abarikiwe Abramu na Mungu Aliye Juu Sana, Muumba wa mbingu na nchi.
010e140089	Abarikiwe Mungu Aliye Juu Sana, ambaye amewaweka adui zako mkononi mwako.” Ndipo Abramu akampa Melkizedeki sehemu ya kumi ya kila kitu.
010e150050	Mfalme wa Sodoma akamwambia Abramu, “Nipe hao watu, nawe uchukue hizo mali.”
010e160092	Lakini Abramu akamwambia mfalme wa Sodoma, “Nimeinua mkono wangu kwa Mwenyezi Mungu, Mungu Aliye Juu Sana, Muumba wa mbingu na dunia, na nimeapa
010e170088	kwamba sitapokea kitu chochote kilicho chako, hata kama ni uzi au gidamu ya kiatu, ili kamwe usije ukasema, ‘Nimemtajirisha Abramu.’
010e1800ae	Sitapokea chochote, ila kile tu watu wangu walichokula, na sehemu ambayo ni fungu la watu walioenda pamoja nami, ambao ni Aneri, Eshkoli na Mamre. Wao na wapewe fungu lao.”
010f01009b	Baada ya jambo hili, neno la Mwenyezi Mungu likamjia Abramu katika maono, akaambiwa: “Usiogope, Abramu. Mimi ni ngao yako, na thawabu yako kubwa sana.”
010f02008e	Lakini Abramu akasema, “Ee Bwana Mungu Mwenyezi, utanipa nini na mimi sina mtoto, na atakayerithi nyumba yangu ni huyu Eliezeri Mdameski?”
010f030065	Abramu akasema, “Hukunipa watoto, hivyo mtumishi katika nyumba yangu ndiye atakuwa mrithi wangu.”
010f040097	Ndipo neno la Mwenyezi Mungu lilipomjia, likanena: “Mtu huyu hatakuwa mrithi wako, bali mwana atakayetoka katika viuno vyako ndiye atakayekurithi.”
010f05009f	Akamtoa nje na kusema, “Tazama juu mbinguni na uhesabu nyota, kama hakika utaweza kuzihesabu.” Ndipo akamwambia, “Hivyo ndivyo uzao wako utakavyokuwa.”
010f06004f	Abramu akamwamini Mwenyezi Mungu, naye kwake jambo hili likahesabiwa kuwa haki.
