2800000006	Mateyo
28071b007b	lino niyakawa imvula milonga yakeeta, myuuwo yakawunga, yakawuma ang'anda eyo, elyo yakawa, nkabela buwe bwayo bwakakomena.
28071c0060	Lino Jesu nakamana kwamba majwi aya oonse, makamu makamu abantu aka kankabala kukuyiisya kwakwe,
28071d0040	nkambo wakali kubayiisya chabwami kutakozyenie abalembi babo pe.
2808010042	Chiindi Jesu nakaseluka kuzwa muchilundu makamu mingi akamutobela.
2808020070	Eelyo, sichinsenda wakasika kulinguwe alimw wakamufugamina, wakati, “Mwami na kuzumina ulakonzya kundisalazya.
2808030075	Jesu wakatambika kuboko kwakwe alimwi wakamwampa, wakati, “Ndilazumina. Salala.” Mpawawo wakasalazigwa kuchipele.
28080400a4	Jesu wakati kulinguwe, “Utakambili muntu naba umwi” Ulitondezye kumupayizi, alimwi ukape chipo kuli Mozesi nchakakulayilila, kuti bukabe bukamboni kulimbabo.”
2808050050	Awo Jesu nakanjila mu Kapenawuma, silutwe wempi wakaza kulinguwe, wakamulombela.
2808060061	alimwi wakati, “Mwami, mubelesi wangu ulilede kungánda, uliyuminide akumvwa machise mapati.”
280807003b	Jesu wakati kulinguwe, “Ndilasika alimwi ndizomuponye.”
2808080083	Silutwe wankamu wakasandula alimwi wakati, “Mwami, tandeelede kuti unjile mungánda yangu pesi amba ijwi alimwi mubelesi ulapona.
28080900f9	Ngambulindime lubo ndili muntu usalidwe mubwendelezi, alimwi ndilabasilumamba balimunsi lyangu. Ngandati kuloyu, 'Koya' alimwi ulenda, alimwi akulumwi, ngandati, 'Sika' alimwi ngawaza, akulumbi mubelesi, ngandati, 'chita echi; alimwi ulachichita.”
28080a00a8	Chindi Jesu nakamvwa ezi, wakagamba alimwi wakati kuli abo bakali kumutobela, “Nchobeni ndamwambila kuti takwe pe ngundakali ndajana ulalusyomo luli obu mu Izilayeli.
28080b007a	Ndamwambila, bingi bayozwa kumbo alimwi akujwe, alimwi bayolya atebuli a Abbulahamu, Ayizeki, a Jakobo, mubwami bwakujulu.
28080c0058	Pesi baana babaami bayotandilwa anze mumudima, chindi nikunoli kulila akuluma ntwino.”
28080d007c	Jesu wakati kulinguwe, “Enda! mbuli mbuwasyoma, aboobo achichitwe kulinduwe.” Alimwi mubelesi wakapona mu hola ndilelyo.
28080e005e	Chindi Jesu nakasika mungánda ya Pita, wakabona banyinazyala a Pita kabachisidwe ntuntumanzi.
28080f0067	Jesu wakajata kuboko kwabo, mpawo ntuntumanzi yakamana mpawo bakabuka alimwi bakatalika kumukutawukila.
280810008c	Elyo nikwakaba mangolezya bantu bakamwetela Jesu bakanjidwe amadimoni. Wakitanda myuuya mibi ajwi alimwi wakaponisya boonse bakali kuchiswa.
280811008b	Munzila eyi zyakazuzikizigwa ezyo zyakambidwe amusinsimi Isaya, wakati, “Nguwelwakwe ubweza machise esu akunyampula malwazi esu oonse.”
280812006e	Lino Jesu nakabona makamu kamuzyungulukide, wakabalayilila kuti bazubukile mutala eliya lyalwizi lwa Galilaya.
280813005f	Mpoonyawo mulembi wakasika kulinguwe alimwi wakati, “Mwiiyi, Ndiyokutobela kufumbwa nkoya.”
280814008b	Jesu wakati kulinguwe, “Bamwaba balijisi mapako, alimwi tuyuni twakujulu tulazizumbo, pesi Mwana a Muntu takwe ampalazika mutwe wakwe.”
280815006b	Umwi wabasikwiiya wakati kulinguwe, “Mwami, ndizumizye saansi kuti njiinke alimwi ndikavwikke ndeende.”
2808160051	Pesi Jesu wakati kulinguwe, “Nditobele alimwi usiye bafwide bazikkane lwabo.”
2808170041	Lino Jesu nakanjila mubwato, basikwiya bakwe bakamutobela alimwi.
2808180062	Elyo kwakaba iguwo ipati mulwizi, lumwi bwato bwavumbwa amayuwe. Pesi Jesu wakali winkilila koona.
2808190062	Basikwiya bakaza kulinguwe alimwi bakamubusya, bakati, “Tugwasye, Mwami; twamba kumana kufwa!”
28081a009f	Jesu wakati kulimbabo, “Nkamboonzi nomuyowa, inywe nobalusyomo lunini? Mpawo wakabuka alimwi wakawumuzya iguwo alimwi alwizi. Mpoonya kwakaba kumuuna kupati.
28081b006e	Bantu bakagamba alimwi bakati, “musyobonzi wamuntu ulibobu, kuti nikuba iguwo alimwi alwizi zilamulemeka?”
28081c00e2	Lino Jesu nakasika kulubazu lumbi alimwi kubantu bakkala kuchisi chitegwa Gadala bantu babili bakanjidwe madimoni bakaswanana anguwe. Bakali kuzwa kuzibunda alimwi bakali abukali alubo tebakali kuyanda muntu winda munzila eyo.
28081d0084	Elyo, bakoompolola bakati, “uyandaanzi kulindiswe Mwana wa Leza? Wasika okuno kuti uzotufwabye nkachitanasika chiindi chibambidwe.
28081e0055	Lino sikwembela wabutanga bwangulube wakaliwo kalikucheezya, katali kule loko ambabo.
28081f0063	Madimoni akaliswini kukombelezya Jesu alimwi kati, 'Na watutanda, tutumine kubutanga bwangulube.”
2808200098	Jesu wakati kulimbabo, “Kamuya! Madimoni akazwa akiya mungulube, alimwi zyoonse ngulube zyakafwambana kukunkulikila mujenga zyanjila akufwida mumanzi.
2808210094	Abo bakali kwembela butanga bwengulube bakachija alimwi bakaya mudolopo alimwi bakamba zyoonse, kapati loko azyakachitika kumuntu wakanjidwe dimoni.
280822006d	Mpawo, Lyoonse dolopo lyakasika kuti baswanane a Jesu. Nibakamubona bakamukombelezya kuti azwe muchisi chabo.
280901004c	Jesu nakanjila mubwaato, wakazubuka, alimwi wakasika kudolopo lyakulimbaabo.
28090200a8	Amubone, bata kulinguwe muntu ulebukide kaleede aabulo. Nakabona lusyomo lwabo, Jesu wakati kumuntu ulebukide, “Mwana mulombe, sungwazigwa zibi zyako zyalekelelwa.”
280903004c	Amubone, bamwi balembi bakati kulilwabo beni,” “Imuntu oyu ulatukila.”
280904005b	Nkabela Jesu wakaziba miyeeyo yabo, elyo wakati, “Nkambonzi nimuyeeya buubi mumyoyo yenu?
28090500d6	Nkambo nchichili chuuba kwamba kuti, Ízibi zyanu zyalakelelwa, na kwamba kuti, Nyampuka alimwi uyende'? Pesi mulelede kuziba kuti Mwana a Muntu ulanguzu ansi zyakulekelela izibi, ...”Nyampuka, bweeza bulo bwako,
280906005e	alimwi uyinke kungánda yako” Mpawo mwalumi wakanyampuka alimwi wakeenda kungánda yakwe.”
280907003b	Mpawo mwalumi wakanyampuka alimwi wakeenda kungánda yakwe.
2809080077	Chiindi makamu makamu nakabona eechi, bakayoowa alimwi bakatalika kulumbayizya Leza, wakapede inguzu ziliboobu kubantu.
28090900a6	Mbubonya Jesu nakayinda kuzwa awo, wakabona mwalumi utegwa Mateyo kakkede aziyako zyabasimutelo wasikuti kulinguwe, “Nditobela.” Wakanyampuka alimwi wakamutobela.
28090a008b	Mbubonya Jesu wakakkala ansi kuti alye mungánda, amubone, basimutelo biingi abasizibi bakasika alimwi bakasusula a Jesu abasikwiiya bakwe.
28090b007e	Lino baFalisi nibakachibona echi bakati kuli basikwiya bakwe, “Nkambonzi muyisi wenu ulalya abasimutelo alimwi abasizibi?”
28090c0060	Eelyo Jesu nakamvwa echi, wakati, bantu basimide mubili tabayandi musilisi, pesi abo bachisidwe.
28090d00ac	Mulelede kwinka akuyoyiiya kuti ezi zyambayi. Ndilombozya luzyalo alimwi zitali zipayizyo.' Mbulikuti ndakasika, kuti nditazoyiti balulami kuti musanduke, pesi basizibi.”
28090e0091	Eelyo basikwiya ba John bakasika kulinguwe alimwi bakati, “Nkambonzi iswe antomwe abaFalisi nitulyiimya, pesi basikwiya bako tabalyiimyi pe?”
28090f00aa	Jesu wakati kuli mbabo, “Ani bana basimusa balakonzya na kulila nibachili asibwinga? Pesi mazuba ayosika elyo sibwinga nayobwezegwa kuzwa kuli mbabo, alimwi bayolyimya.
2809100090	Takwe muntu ubika chisamo chipya atala a jansi kkulukulu, nkambo chigamba chiladeluka kuzwa kujansi, alimwi ibbanga elyo lilayindilila kukomena.
2809110102	Nekuba kuti bantu babika wayini mupya muzibikilo zikulukulu zyewayini. Na bachita boobo zibikilo zilakwamuka. Wayini ulatika alimwi zibikilo zyawayini zilanyonyonwa. Anukuti, babika wayini mupya muchibikilo chipya cha wayini, alimwi zyoonse zilalondokeka.”
28091200d6	Alimwi Jesu nakali kwamba eezi kulimbabo, amubone, mwendelezi wakasika alimwi wakkkotama aansi kulinguwe wakati, “Mwana wangu musimbi wafwa lino, pesi sika alimwi uzobike ijanza lyako alinguwe, alimwi uyopona.”
2809130046	Mpawo Jesu wakabuka akumutobela, alimwi mbubakachita basikwiiya bakwe.
280914008b	Amubone, mwanakazi wakali kufwabisigwa akalobola kwaminyaka ili kkumi ayibili wakeza musule lya Jesu alimwi wakajata moombe wejansi lyakwe.
2809150050	Nkambo wakali walyambila lwakwe mwini, “kuti na nkajate chisamo, ndiyopona.”
2809160097	Pesi Jesu wakachebuka mpawo wakamubona, alimwi wakati, “Musimbi, koba mukozu, lusyomo lwako lwakuponya. Mpawo mwanakazi wakapona muchindi ncicheecho.
2809170072	Chiindi Jesu nakeza kungánda yamwendelezi, wakabona bakali kusobana mutetele alimwi makamu makamu akali kuyowela.
280918005f	Wakati, “Muzwe awa, nkambo musimbi tafwide pe, pesi ulilede. “Pesi bakamuseka chakumuniaka.
280919006a	Kuchindi makamu nakazwa anze, wakanjila mungánda alimwi wakamubweza akuboko, alimwi musimbi wakanyampuka.
28091a002c	Makani atala azezi akazulila munyika yoonse.
28091b0088	Mbubonya Jesu nakayinda kuzwa oko, bantu babili boofu bakamutobela. Bakali koompolola alimwi kabati, “Tufwide luzyalo Mwana wa Devidi.
28091c00a7	Chiindi Jesu nakeza mungánda. bantu boofu bakasika kulinguwe. Jesu wakati kuli mbabo, mulasyoma na kuti nga ndilachichita eechi? Bakati kuli nguwe, “Iyii, Mwami.”
28091d005e	Mpawo Jesu wakajata menso abo akwamba kuti, “achichitike kulindinywe mbuli lusyomo lwenu,”
28091e0077	alimwi meso abo akajulika. Mpawo Jesu wakabalayilila akwamba kuti, “mubone kuti takwe uumbi utakazibe atala azezi.”
28091f004b	Pesi bantu babili bakeenda biinka alimwi makani akakuzulila munyika yoonse.
2809200063	Mbubnya bantu abo babili nibakayobwenda, muntu uutambuli kazwide muuya wadimoni wakeetwa kuli Jesu.
2809210081	Dimoni nilyakagwisigwa, muntu utaambuli wakaambula. Makamu makamu akagamba, akaamba kuti, “eezi tazinakuboneka mu Izilayeli!”
280922004f	Pesi ba Falisi bakali kuti, “Mubwendelezi bulama dimoni, ulagwisya dimoni.”
28092300ce	Jesu wakenda kumadolopo woonse akumagunzi wakendelela anembo kayobuyiisya muzikombelo zyabo kakambawuka makani mabotu abwami, akuyobuponia zilwazi zyonse zyamisyobo misyobo amachise woonse amisyobo misyobo.
280924008b	Lino nakabona makamu makamu, wakaba aluzyalo kuli mbabo, nkambo bakali kupeekezezegwa akunyansigwa. Bakali mbuli mbelele zitakwe mweembeli.
2809250048	Wakati kuli basikwiiya bakwe, “Butebuzi bwavula, pesi batebuzi mbache.
2809260065	Nkabela amukombe chakufwambana ku Mwami wabutebuzi, kuchitila kuti atuume batebuzi mubutebuzi bwakwe.
280a0100b2	Jesu wakayita basikwiiya bakwe boonse ibali kkumi ababili alimwi wabapa inguzu aatala amyuuya mibi, kuti bayitande. Akuponia zilwazi zyamisyobo isiyene amachise amisyobo isiyene.
280a0200a1	Lino mazina abatumwa balikkumi ababili ngaya. Wakusanguna, Sayimoni (oyo ngwakiita kuti Pita), a Endulo mukulana; Jemusi mwana wa Zebbedi, a Joni mukulana wakwe;
280a030057	Filipu, a Bbatolomyu; Tomasi, a Mateyo simutelo; Jemusi mwana wa Alufiyasi, a Tediyasi;
280a040040	Sayimoni mu Ziloti, a Judasi Sikaliyoti, oyo wakali sikuyomwaba.
280a05009e	Aaba bali kkumi ababili Jesu mbakatuma wakabalayilila akwamba kuti, “Mutakayinki kunyoika kukkala bamaasi alimwi mutakanjili kufumbwa dolopo lyaba Samaliya.
280a060033	Kamuya kumbelele ziswekede zyang'anda ya Izilayeli.
280a070051	Alimwi nimuyoyinka, mukakambawuke akwamba kuti, “Bwami bwakujulu bwaba afwifwi.
280a08008f	Mukaponie bachiswa, mukabusye bafwide, musanzye basizinsenda, akuyotanda madimoni. Mwatambula kakutakwe muliyo, anywebo amukape katakwe muliyo.
280a09003d	Mutakabwezi ingolida, nsiliva, nikuba kkopa muzibbeeke zyenu.
280a0a0082	Mutakabwezi zibbeeke zyamulwendo mukwenda kwenu, nikuba zibaki zibili na insangu, na inkoli, nkambo simulimu uyolijanina chakulya.
280a0b0063	Kufumbwa muunzi ngumuyonjila, mukalange kuti ngwani uyelede, kuti mukkale alinguwe manedo mukeende.
280a0c002a	Mbubonya mwakunjila mung'anda, mukiijuzye.
280a0d0081	Kuti ing'anda kiyelela, akube kuti luumuno lwenu lukabe mulinjiyo. Pele na kitelede lumuno, luumuno lwenu ngalubwede kulindinywe.
280a0e0084	Kuli abo batakabule kumutambula nikuba kumutelela kumajwi enu, nimutakazwe mung'anda na mudolopo, mukakunkumune lusuko kumawulu enu.
280a0f0077	Nchooncyo ndamwambila kuti, kuyoba kulansya moyo kunyika ye Sodomu a Gomola mubuzuba bwalubeta kwinda kwamudolopo elyo.
280a100079	Amulange, Ndamutuma mbuli imbelele akati kabawumpe, nkenkaako amuchenjele mbuli inzoka alimwi mube basalali mbuli inziba.
280a110051	Amukabalangisisye bantu! bayomutola kumbeta alimwi bayomutanda muzikombelo zyabo.
280a120068	Mpoonya bayomweta kunembo lyabendelezi akubaami nkambo kangu, bukabe bukamboni kuli mbabo akuli bamaasi.
280a130092	Kuchindi nibayomujata akumwaba, mutakalikatazyi kuti mbobuli nakuti tuyowambula katutyeni, nkambo izyakuyowamba muyozipegwa nywebo muchiindi echo.
280a140057	Nkambo teensi ndinywe nimuyowambula, pesi kuti Muuya wa Wuso ngutakaambule mulindinywe.
280a150078	Mukwesu uyowaba munyina kulufu, alimwi wisi uyowaba mwana. Bana bayobukila bazyali baabo alimwi akuchita kuti bajayigwe.
280a16006e	Muyosuligwa abantu boonse akambo kezina lyangu. Pesi oyo ukakatila kuyosika kumamanino, imuntu oyo uyofutulwa.
280a1700a5	Chindi nibayomupenzya mudolopo elyo, mukachijile kuli liimbi, nkambo zyamasimpe ndamwambila, tamukoyo yenda mukati kamadolopo a Izilayeli Mwana a Muntu katanakusika.
280a18005b	Sikwiiya temupati kwiinda muyiisyi wakwe, nikuba mulanda talimupati kwiinda simalelo wakwe.
280a1900d4	Zilelede mbuli sikwiiya kuti aabe mbuli muyiisyi, alimwi mulanda mbuli simalelo wakwe. Na bayita mulanda wang'anda ya Bbeluzebbulu, zilaba kazyindilila byeni mbuli mazina ngibayita bamwi babeleki bang'anda yakwe!
280a1a0087	Nkinkakako mutakabayoowi, mbulikuti takwe chisisikene chitakaleke kuzwa entanganana alimwi takwe chisisikene chitakaleke kuyozibinkana.
280a1b0073	Nzendikumubuzya mumudima, muzyambe mumumuuni, alimwi nzimumvwa kanonono mumatwi enu, mukaziluule aziluli zyamaanda.
280a1c007e	Mutayoowi abo bajaya, mibili pesi kabakachilwa kujaya muuya. Anukuti mwelede kuyowa oyo ukonzya kujaya muuya a nyama mugehena.
280a1d005f	Sena tuyuni tobile tatuulwi a kkobili? Takwe naba omwe wabo uuwa aansi katakwe luzibo lwa Wuso.
280a1e0032	Pesi nikuba masusu mumutwe yenu woonse alibalidwe.
280a1f002c	Mutayowi. Mulayandika kwinda tuyuni twiingi.
280a200062	Nkinkakako kuliwoonse ulisola kulindime kunembo lyabantu, andime ndiyolisola kuli Taata ulikujulu.
280a210056	Pesi oyo undikkaka kunembo lyabantu, Ambebo ndiyomukkaka kunembo lya Taata uli kujulu.
280a22005d	Mutayeeyi kuti ndakeza kuzoyeta lumuno ansi aano. Tindakazida kuzoyeta luumuno, pesi ikafulo.
280a23006e	Mbulikuti ndakazida kuzokazyanisya mwana awisi, alakwe mwana musimbi abanyina, alakwe mukamwana abanyinazyala.
280a24003b	Nkabela basinkondonyina bamwalumi mbimbabo beng'anda yakwe.
280a250080	Oyo uyanda wisi na banyina kwinda ndimeteelede kulindime, oyo uyanda mwanakwe mulombe na musimbi kwinda ndime teelede kulindime.
280a26004e	Oyo utabwezi chiingano chakwe alimwi atobelele musule lyangu telede kulindime.
280a27005e	Oyo uyanda buumi bwakwe uyobuswekelwa. Pesi oyo uswekelwa buumi bwakwe akambo kangu uyobujana.
280a28005d	“Oyo ukutambula utambula ndime, alimwi oyo unditambula alimwi watambula ayoyo iwakandituma.
280a2900ae	Oyo utambula musinsimi muzina lyamusinsiimi uyojana mpindu yamusinsiimi, alimwi oyo utambula bululami bwamuntu muzina lyabululami bwamuntu uyojana mpindu yabululami bwamuntu.
280a2a00a3	Kufumbwa uupa kulumwi wabaaba banini, nikaba kanywido kamaanzi atontola kuti banywe, nkambo ngusikwiiya, chamasimpe ndamwambila, takwepe nayobula impindu yakwe.”
280b010089	Nichakaba kuti Jesu wamaninsya kulayilila basikwiya bakwe balikkumi ababili, wakazwa nkukonya oko wakuyisya akukambawuka mumadolopo aabo.
280b020053	Lino Joni nakamvwa muntolongo atala anchito zya Kkilisito, wakatuma basikwiya bakwe
280b030051	ajwi elyo bakati kulinguwe, “Nduwe na ulokuza, na kuti tuchilangilila uumbi?”
280b040054	Jesu wakasandula akwamba kulimbabo, “Mwinke mukaambe kuli Joni nzimwabona akumvwa.
280b0500b3	Bataboni balikutambula kubona, zilema zilenda, balezipele balokusalazigwa, batamvwi balokumvwa lubo, bafwide balokubusigwa lubo kubawumi, amakani mabotu alokukambawukwa kubachete.
280b060032	Alubo ngusicholwe kufumbwa utabilizigwi andime.”
280b07009d	Lino aba bantu nibakeenda munzila yabo Jesu wakatalika kwamba kumakamu atala a Joni, “Mwakayinka kuya kunkanda kuyobonanzi - ityetye lizunganisigwa aguuwo?
280b080078	Pesi mwakayinka kuya kuyobonanzi - muntu usamide ziteete? Mbukubede, abo basama zisamo ziteetete bakkala mumaanda abami.
280b090058	Pesi mwakainka kunze kuyobonanzi - musinsimi? Iyi, ndati kulindinywe, akwinda musinsimi.
280b0a0088	Echi nchenchicho nguchakali kulembeledwe obu. 'Bona, ndinokutuma mutumwa wangu kunembo lyabusyu bwako, uyokubambila nzila kunembo lyako.
280b0b00cd	“Ndamba kulindinye nkasimpe, takukwe nikwakabukide akati kabaabo bazyalwa abanakazi unga ulaba mupati kwinda Joni mubbabbatizyi. Nekubaboobo, munini muntu mukolondo kubwami bwakujulu mupati kwinda nguwe.
280b0c0092	Kuzwa kumazuba a Joni mubbabbtizyi kusikila lino, bwami bwakujulubulokufwabisigwa alupyopyongano, lino bantu balupyopyongana balalubweza changuzu.
280b0d0046	Mbukunga boonse basinsimi amulawu wakali kusinsima kusikila kuli Joni.
280b0e004b	Elyo nawayanda kuzumina kuchitambula, oyu ngu Elija, nguwe wakali kuzosika.
280b0f0023	Kuliyoyo ulamatwi akumvwa, ngamvwe.
280b10007d	Kuli chili nchindinga ndilayezyanisya azyalane lyasunu? Chili mbuli bana basobana kuchisambalilo, bakkala akwita umwi awumwi,
280b110057	akwamba, 'twakakulizizya muteetele, aboobo tewakazyana pe. Twakayeema, pele tewakalila.
280b120052	Aboobo Joni wakasika katalyi chinkwa nanka kunywa masansa, elyo bakati, Uladimoni.
280b1300a1	Mwana amuntu wakasika akulya akunywa elyo bakati, Langa, mwalumi sindya amukolwi, muzolwani abasimutelo abasizibi!' Pesi busongo bulalulamikwa anchito zyakwe.”
280b14005e	Elyo Jesu wakatalika kukalalila madolopo omo mwakachita malele akwe manji, nkambo tebakeempwa.
280b1500c3	“Maawe kulinduwe, Kkolazini! Mawe kulinduwe, Bbetisayida! Kansinga malele akachitwa ku Taya a Sidoni akachitwa kulindinywe, ninga bakeempwa kale kuchindi chakayinda muzisamo zyamasaka amudyota.
280b160041	Pesi kulakuyandika chakwindilila kubuzuba bwalubeta kwinda nduwe.
280b1700b9	Webo, Kapenawumu, uyeeya kuti uzosumpulwa kujulu? Peepe, unoyoyetwa ansi kumulindi utagoli [Hadesi]. Nikwali kuti mu Sodomu mwakachitwa malele akachitwa mulinduwe, ninga mwachili asunu.
280b180059	Pele ndati kulinduwe chiyobachubila kunyika ya Sodomu mubuzuba bwalubeta kwinda nduwe.”
280b19008b	Kuchindi echo Jesu wakati, “Ndilikutembawula Taata, Mwami, wakujulu anyika, nkambo wasisila basongo abamvwisya, akuyubunwida bana banini:
280b1a002f	Iyii, Taata, Eechi chakalikubotezya kumeso ako.
280b1b00af	Zintu zyonse zyakapegwa ndime kuzwa kuli Taata. Elyo takwe umwi uzi mwana kunze kwa Taata, mpawo, takwe uzi Taata kunze kwamwana aboobo kuloyo mwana ngwasala kuti amuyubunune.
280b1c0045	Amuze kulindime, moonse nimukatede animulemenwa ndiyomupa kulyokezya.
280b1d0087	Amubweze ijokwe lyangu lili alindime akwiiya kulindime, nkambo ndilimubombe akuba mutete moyo, eelyo muyojana kulyokezya kwmyuuya yanu.
280b1e0046	Nkambo ijokwe lyangu niteete alubo ndiguba amukuli wangu tulemi pe.”
280c0100ad	Kuchindi echo Jesu wakayinka mubuzuba bwakulyokezya wayinda mumyunda yazilyo. Basikwiya bakwe bakafwa anzala eelyo bakasanguna kukulula mayila nkwalikumpela akwalya mituutu.
280c020083	Pesi baFalisi nibakabona oobo bakati kuli Jesu, “Bona, basikwiya bako bachita zitali mumulawu kuchitwa mubuzuba bwakulyokezya.”
280c03006f	Pesi Jesu wakati kulimbabo, “Takwe nimwakabalide Devidi mbakachita nakaba anzala, abaabo balumi mbakali aabo?
280c0400a3	Wakanjila mungánda ya-Leza akulya chinkwa chakutwa, chitensi kumulawu kuti alye alubo chitali kumulawu akulabo mbakali abo, pesi kazili kumuawu kupela kubapayizi.
280c050082	Tamubalide mulawu kuti mubuzuba bwakulyokezya bapayizi muchikombelo balataluka mulawu wabuzuba bwakulyokezya pesi tabakwe mulandu?
280c060040	Pele ndati kulindinywe umwi mupati kwinda ngánda yaLeza ulaano.
280c07006b	Namwakalizi echi nchichalikwamba, 'mebo ndiyanda luse pepe chipayizyo; temwalikubapa kambo batakwe mulandu.
280c080035	Eelyo mwana amuntu ngu Mwami wazuba lyakulyokezya.”
280c09002c	Mpawo Jesu wakazwa oko akwinka kuchikombelo.
280c0a00a2	Amubone, kwakali muntu wakalinyanide kuboko. Bafalisi bakabuzya Jesu, bakati, “sena chililuleme kusikila mubuzuba bwakulyokezya?” Ikuti bamutamikizye kubisya.
280c0b00c1	Jesu wakati kulimbabo, “Inga ulaba mwalumi biyeni akati kanu, ngwani, na wali ambelele imwi, aboobo, na imbelele eyi yawida mudindi mubuzuba bwakulyokezya, takonga ulijata na akwigusya aanze?
280c0c0074	Chiinda bulemu biyeni, eelyo kumuntu nekuba kumbelele! Aboobo chililuleme kuchita chibotu mubuzuba bwakulyokezya.”
