2800000005	Matei
28070d007b	“Nnzingala kupete nndiyangu mpepandau. Ndaba indela jejilongoo ku kuwa ndi ngolongu na bandu baapeta indela heji bingipi.
28070e0071	Lakini indela jejilongoo kuwomi nzoku nu ndyangu ukujingali mpepandau na bandu babijibona indela heji asokope.”
28070f0064	“Nnzepana na alota biisoli. Babunhiki kunza abonikana makondoo, lakini nkati abonikana imei ikali.
2807100073	Mwaamanya kwa mahengu gabo. Boo bandu lee atongo matunda mizabibu mu mikongu ja miha, au atongo lee tini mumbigile?
280711005a	Nala nkongu wa sapi gutenda kupapa matunda gasapi nu nkongu gwilyaa gupapa matunda giliya.
280712005b	Nkongu wa sapi ngase gupapa matunda giliya nu nkongu gwiliya ngase gupapa matunda gaa sape.
2807130046	Kila nkongu gwanga kupapa matunda gaa sapi aguseku nukuguleke pamwotu.
2807140031	Henu mwaamanya alota biisoli kwa mahengu gabu.”
2807150095	“Nga kila jojungema, ‘Bambu, Bambu’ jwijingala mu Ukolongu ukunani kwaka Sapanga, ila jojuhenga gaapala Atati bangu babii kunani kwaka Sapanga.
28071600c1	Mlisoba le lela bandu bingi biimbwagila, ‘Bambu, Bambu! Kwiliina laku twaalandila bandu lilobi laka Sapanga nu kwiliina laku twaapia bandu ilombu nu kwiliina laku tuhengika nginyuli hingi.’
2807170062	Ndienu naapwagila, ‘Kye ngasenummanyiki mwanganya. Mmbokaniya palongi jangu moutenda mahakau!’
280718008e	“Henu, kila mundu jojujoana malobi gangu nu kugahenga, julengana na mundu jwana malangu, jojusengiki nyumba jaki panani ji lilibu likolongu.
28071900b4	Iyula jatenda kukuna, losi yatenda kutwele kikoka, kimbonga satenda kupoga nukujikanga nyumba heji. Lakini nyumba heji ngasejahabwiki ndaba nsingi waki basengiki nkati jililibu.”
28071a008e	“Lakini mundu jokapi jojujoana malobi gangu na ngase juhenge lihengu, julengana na mundu nng'anga, jojusengiki nyumba jaki panani ju nsangi.
28071b0086	Iyula jatenda kukuna, losi yatenda kutwele kikoka, nhwai watenda kupoga nukujikanga nyumba jela, najombi jabombuka nukuhabuka joka.”
28071c0060	Yesu ejajomula kupwaaga malobi haga, nsambi wa bandu gogunnzoannya gwasangii ngamaa mabole gaki.
28071d0055	Ndaba jabola ngati mundu junu uwesu nkolongu, nga ngati aka abola babu ba malagalaki.
2808010045	Yesu ejahuluka ku kitombi, nsambi nkolongu wa bandu watenda kumpwata.
280802005f	Mundu jumu jojuleliki anzendila, anzinamia nukupwaga, “Bambu, ana gupai guwesa kunyambisa.”
2808030081	Yesu jwanyosha kuboku kwaki angusa mundu jojuleliki jola nukumpwagi, “Mbala gunyambisika.” Apalapa mundu jola jatenda kulama.
28080400b9	Ndipala Yesu ampwagila mundu jola, “Jowania, wampwagi mundu jokapi, ila gujenda ukulilangia kwaka nngolu nkolongu na ukapia litambiku lejalagalakiya Musa, kwaalangi bandu gulamiki.”
280805006a	Yesu pajabia jujingii ku Kapelinaumu, nkolongu jumu jwa alonda juku Loma anzendila, nukunndoba anzangatia,
2808060062	ampwagila, “Bambu, mtumi wangu jugoni kunyumba, nngonzu jukulela nhyega kabee julwala ngamaa.”
2808070029	Yesu ampwagila, “Niijenda kundamisa.”
280808009e	Lakini nkolongu jola ampwagila, “Bambu, nepani ngase kupalika wehapa gujingila mu nyumba jango. Lakini pwaga lilobi pee, nu ntumi wangu jwiitenda kulama.”
2808090112	“Ndaba, hata ngama nepani anongo akolongu bangi kabee mi na alonda banaalongo. Nunndagalaki ajojo, ‘Jenda’ najombi jutenda kujenda, nunndagalaki jongi, ‘Hikaa’ najombi jutenda kuhika. Kabee ana nunndagalaki ntumwa wangu, ‘Henga ase’ najombi jutenda kuhenga.”
28080a00a9	Yesu ejajoana malobi gala, jatenda kusanga, jaapwagila bandu babumpwatiki, “Numpwaagi sakaka, ngase nhwaiki kumbona mundu jokapi pa Izilaeli pani jojuhobale ngati ajo.
28080b00be	Numpwaagi sakaka, bandu bingi bihika kuhuma ku kolipita lioba nu kolihobe lioba, nabombi biitama pa tipati gakula posu pamu na Ibulahimu na Isaka na Yakobu mu Ukolongu ukunani kwaka Sapanga.
28080c0086	Lakini bandu baapalika kuba mu ubambu ukolongu waka Sapanga, mitibaalekala kunza, kolubii lwii, kokuje biibiya alela nukupola minu.”
28080d008e	Ndipala Yesu ampwagila nkolongu jola, “Jenda kunyumba na gaguhobali haga giitenda kuhengeka.” Nu ntumi jola jatenda kulama muda agolagola.
28080e0062	Yesu ejajingala mu nyumba jaka Petili, jaakolila akowanu baka Petili agoni pikitanda abii na homa.
28080f0063	Ndienu, Yesu angusa nyongoo jola kuboku, na homa jela jatenda kukotoka, jatumbuliya kuntumaki Yesu.
280810009a	Ekwabiya pakamii, bandu bundetila Yesu bandu bingi bababii niilombu, Yesu jaaboa ilombu sukupwaga pee lilobi, ndi jaalamisa bandu boka bababi agonzu boti.
2808110084	Jahenga hela ili gatimia gajaapwaga mlota jwaka Sapanga Isaya, “Jombi mweni jujukwi mang'aliku gitu kabee jutotwi magonzu gitu.”
280812005e	Yesu ejugubona nsambi wa bandu gunhyongaliti, jaapwagila banafunzi baki ajenda kwii ju nhanga.
280813006c	Mmbola jumu jwa Malagalaki anzendila Yesu, ampwagila, “Mmbola, nepani nagupwata kwokapi kola kowijenda.”
280814008b	Yesu jajibua, “Mabwea gabii na mapoli gabu, ni ijuni yukunani ibii ni miui jabu, lakini mwana waka Mundu nga na pandu puku pomulalela.”
280815005b	Mbolee waki jumu ampwagila, “Bambu, nyetakaliya nyenda kunyumba nakaataga atati bangu.”
2808160049	Lakini Yesu ampwagila, “Mbwata! Waaleka baawii baataga baawii ajabu.”
280817003a	Yesu pajajingala munhwatu banafunzi baki batenda kumpwata.
2808180074	Apalapa, gapitila majeba makolongu munhanga na masi gatumbuliya kuguyekale nhwatu. Lakini Yesu jabiya jugosi lugonu.
2808190054	Banafunzi baki bunzendila, bunzumua nukupwaaga, “Bambu, utuokuaje tutenda kuwa!”
28081a00b5	Lakini Yesu jwaapwagila, “Mwabandu bini lihobale lisokopi mwanganya, ndaba jaki ntenda kujogopa?” Ndienu, jajumuka jagalakaliya majeba makolongu gala nu nhanga gola gwatuli nuu.
28081b0068	Banafunzi baki basangi nukupwaga, “Jonioju we mundu bole? Hata unhwai na majeba gatenda kunzoanela!”
28081c00bb	Yesu ejahika kwii ju nhanga, munndema wa Agadala, jwaketangana na bandu abeli baabii ni ilombu bakahumila kutenge. Bandu haba babiya ajogoo ngamaa, nga mundu jojalenga kupeta indela jela.
28081d008b	Apalapa batenda kujamalii, “Gupala kike kwito, wehapa wa Mwana waka Sapanga? Guhikiki pamba kutung'alisa kabula ji lisoba litu kuhika?”
28081e003a	Pambipi na pandu pehapa kwabii na magolobi gingi gakakula.
28081f005e	Ilombu yela yundoba Yesu, “Anautubenga, nambanga utujetakiya tugajingala magolobi galaga.”
28082000b0	Jaapwagila, “Hena mmbokaniya.” Ndienu yaapiita bandu bala, nu kujingii mwamagolobi, na magolobi ge gatilila pilikemba luku nhanga nukujingi mu nhanga, na goti gakuwa mmasi.
280821007c	Alimu ba magolobi bala batilila ku musi. Hoku baalandila bandu kila sindu sesapitila na gagaapitila bandu bababii ni ilombu.
2808220054	Bandu boti ba musi we gola bunzendila Yesu, pabumbona bundoba juboka mu nndema wabu.
2809010041	Yesu jwajingala mu nhwatu, jalombuka nhanga, nukuhika mmusi waki.
28090200b0	Bandu bangi bundetila mundu jojulei, babia angoniki pu mpandu. Yesu ejukubona kuhobale kwabu, ampwagila mundu jojulei jola, “Mwanango, hobaliyaje, mahakau gaku galekakiwi.”
2809030052	Abola bangi ba Malagalaki bapwaga mu mioju jabu, “Mundu hajo antondo Sapanga!”
2809040056	Yesu jagamanyiki mawasu gabu, jalalukiya, “Ndaba jakii nhwasali ubaja mu mioju jino?
2809050061	Laa lelipepwiki ngani, kupwaga, ‘Gulekakiwi mahakau gaku,’ au kupwaaga, ‘Jema gujendaje?’
280906009e	Lakini, nepani mbala mmanya Mwana waka Mundu jubii nu uwesu wakalekake bandu mahakau.” Ndienu ampwagila mundu jojulei jola, “Jukua mpandu waku gujenda.”
280907002a	Mundu jola jajema nukujenda kunyumba jaki.
2809080059	Bandu pababona gala, batenda kujogopa, bundumbaliya Sapanga jojaapeki bandu uwesu wehogu.
2809090087	Yesu pajaboka pala, ambona mundu jumu jobunkema Matei jutemi mu nyumba jukulepe kodi. Ampwagila, “Mbwata.” Matei jajema nukumpwata.
28090a0092	Yesu pajabia jutemi kula posu ja pakamii mu nyumba jaka Matei, baajopa kodi bingi na baabii na mahakau bahika kula pamu najombi na banafunzi baki.
28090b007a	Afalisayu ebagabona haga, baalalukiya banafunzi baki, “Mbona mmbola winu jukula pamu na baajopa kodi na bana mahakao?”
28090c0073	Yesu pajwajoana haga, japwaaga, “Bandu babii bomi ngaseampala aka singanga ila baalwala ndi baapala aka singanga.
28090d00bf	Nzendaniya mukilibola maana ja Maandiku gaka Sapanga gaga pwaga, ‘Mbala ikia wala nga matambiku.’ Ndaba ngasenahika kwaakema bandu baamboni palongi jaka Sapanga ila bandu bana mahakau.”
28090e00a4	Ndipala banafunzi baka Yohana Mmbatisa bunzendila Yesu, nukundaluki, “Mbona twepani na Afalisayu tupunga kula posu lakini banafunzi baku ngaseapunga kula posu?”
28090f00df	Yesu jajibua, “Boo kuwesikana lee bandu babaakokiki ku ndoa kupunga kula posu koni bambu wa ndoa jubii pamu nabo?” Ngahela, ngasekuwesikana! Liihika lisoba bambu ndoa bamboa kwabu, lisoba leheli ndi pabipunga kula posu.
28091000b9	“Mundu ngasejuseku kibambu si ingobu inyai nukusone mwiingobu jejilaile. Ana jutei hela, ingobu inyai jela jiijendula ingobu jejilai jela, na papajendwiki jepala piitenda kujonzukeka.
2809110116	Kabee nga mundu jojujege divai inyai mumipuku ja ngosi ja mwandi, ana jutei hela, mipuko jela jiitenda kupojoka na divai inyai jela jiitenda kujitika ni mipuku ja ngosi jitenda kuhalabika. Ila bandu abeka divai inyai mu mipuku minyai, na yoti ibeli yiibia abei pandu pa sapi.”
28091200ac	Yesu pajabiya jupwaga haga, kilongosi jumu Nhyahudi jwahika, anzinamiya nukupwaga, “Kamwali wangu juwii hesajeno, lakini gupepa koku, guhika kumbeke kuboku ili julama.”
280913003b	Yesu jajumuka nukumpwata na banafunzi baki batenda kupwata.
2809140084	Mmbomba jumu jojuwe jabi nuugonzu ukujauka ku kipindi sa yaka komi ni ibeli, jahika munyuma jaka Yesu angusa lupeta lwi ingobu yaki.
2809150048	Jilipwagila mmoju jaki, “Anangamwi pe ingobu yaki niitenda, kulama.”
2809160094	Yesu ejang'anumbuka jwatenda kummbona ampwagila, “Kamwali wangu ulikasa mwoju! Kuhobale kwaku kugulamise.” Apalapa mbomba wejola jatenda kulama.
280917007a	Ndipala Yesu jajingala mu nyumba jaka kilongosi jola. Na ejaabona bandu ajemba mapenenga na bandu bingi atenda kulobalake,
2809180074	jaapwagila, “Mpitaniya kunza! Kamwali jonzo ngasejakuhike, ila jutei kugone pena.” Lakini bombi batenda kunheka.
2809190078	Lakini bandu pababiya baapiiki kunza, Yesu jajingala nkati ankamula kuboku kamwali jola, apalapa najombi jatenda kujema.
28091a0023	Lijambu leheli laeniya nndema woti.
28091b0087	Yesu pajaboka pala, hejwabia mwiindela bangalinga abeli bunkagula koni bakajamaliya kwa makili, “Mwana waka Daudi, utubonila ikia.”
28091c00a0	Yesu ejajingala nkati, bangalinga abeli bala bunzendila, najombi jaalalukiya, “Boo, nnhobale lee nepani nhwesa kundamisa?” Nabombi bajibua, “Ena Bambu.”
28091d004a	Papuje Yesu jagusa mihu gabu, nukupwaga, “Kubia kwinu ngati enhobali.”
28091e0068	Mihu gabu gatenda kulinga. Najombi Yesu jaakanakia suukali, “Mwampwagi mundu jokapi lijambu leheli.”
28091f0040	Lakini bombi ebaboka, balandila majambu gaka Yesu pa ndema jela.
2809200049	Pababiya atenda kuboka, bandu bundetila Yesu kimumuta, jojabii ni ilombu.
28092100a4	Apalapa kilombu sela pasaboka, mundu jojabii kimumuta jola jatumbuliya kulonge. Bandu basangia nukupwaaga, “Lijambu ngati ale ngaseliwaiki kupitii pa Izilaeli!”
280922005d	Lakini Afalisayu bapwaaga, “Nkolongu jwi ilombu ndi joampeke Yesu makili gukuboa ilombu.”
28092300c8	Yesu jayongolota mmisi joti ni ijiji yoti koni jakabola mu nyumba yukuketangane Ayaudi gabu nukulandi Majambu ga Sapi gu Ubambu Ukolongu waka Sapanga, nakalamisa bandu kila magonzu nukung'alika kwoti.
280924008c	Yesu pajugubona nsambi wa bandu, jaabonila ikia ndaba babiya asokiki na abii ni kiholu, na babiya abaganyiki ngati makondoo ganga nu nndimi.
280925006e	Papuje jaapwagila banafunzi baki, “Ilebii yukuhusa ibii hingipi lakini baahenga lihengu lukuhusa be asokopi.
2809260046	Ndienu mundoba Bambu jojuhusa, jaaleta bahenga lihengu mlitui laki.”
280a010077	Yesu jaakemaa pamu banafunzi baki komi na abeli, jaapekiya uwesu gukupia ilombu nuku lamisa magonzu na mang'alisu goka.
280a020088	Mahina ga atumi haba ganga: jutumbuli Simoni jobunkemika Petili nundonguwaki Andilea na Yakobu nu ndongu waki Yohana bana baka Zebedayu.
280a030064	Pilipi na Batolomayu na Tomasi na Matei jojabii jojujopa kodi na Yakobu mwana waka Alufayo na Tadei,
280a040045	Simoni jojukomane nndema waki na Yuda Isikalioti joang'anumbuka Yesu.
280a05008a	Yesu jaatumaa atumi komi na abeli haba, jaapekia uwesu nakaalagalaki, “Mwijenda kwa bandu banga Ayaudi, wala mwijingi mmisi ya Asamalia.
280a060049	Ila nzendannya kwa bandu buku Izilaeli baobiki ngati makondoo gagahobiki.
280a070044	Enzenda, mkalandila ana, ‘Ubambu ukolongu waka Sapanga guegali.’
280a08006a	Mwalamisa agonzu, mwaayoa baawii na mwaanyambisa baaleliki, mwakapia ilombu. Mpatiki bwaka mwakaboa bwaka.
280a090043	Mwiitoto zaabu mumipuku jinu wala feza, wala lingengalema la shaba.
280a0a0094	Mwitoto nkoba wa sapwali mwiindela, wala majalisi mabeli wala makobasi mabeli wala ndonga. Ndaba jojuhenga lihengu jwiipata gajupala kila lisoba.”
280a0b0076	“Emwakajingala ku musi au kijiji sokapi mukuntaputa mundu jwaamboni jojupai kunzopa, mwakatama pala mbaka pamwiboka.
280a0c0060	Emwakajingala mu nyumba mwakalamukiya bandu babii nyumba mola, ‘Lukwali lubia na mwanganya.’
280a0d0089	Ana bandu ba nyumba bunzopiki, ndienu lukwali lwinu lwibiya pamu nabombi. Lakini anangasebunzopiki, ndienu lukwali lukunkelabukia mwabee.
280a0e00a0	Ana mundu jokapi jwiikana kunzopa au kunzoane malobi ginu, emwakaboka mu nyumba jeheji au musi wehogu, mwakakung'unda luhombi mu magolu kulangi akaniki kunzopa.
280a0f0073	Numpwaagi sakaka, lisoba lu kutemu bandu bamusi hogu biitemuliwa ngani kupeta bandu buku musi uku Sodoma na Gomola.
280a10008c	“Nnzoaniya, nepani nuntuma mwanganya ngati makondoo pikilanda ji imei. Henu mmbia na malangu ngati lijoka, na mmbia mwaapoli ngati ngunda.
280a11006a	Nzepana na bandu, ndaba bampelika mwanganya ku sengu, nukunndapu iboku munyumba yabu yukuketangane Ayaudi.
280a120089	Bampelika palongi ja aka kilongosi na aka bambu akolongu ndaba jangu nepani, nndandila Lijambu la Amboni kwabu na kwa bandu banga Ayaudi.
280a130063	Lakini pabankamula mwanganya, mwihangajika kuwasali gamwiipwaga, ndaba mwipata sukupwaga muda gogo.
280a14005c	Ndaba nga mwanganya mo mwibia mwakalongila ila Loho ja Atati binu biipwaga kupete mwanganya.
280a150091	“Mundu ang'anumbuka nndongu waki ili jukomika, na atati banng'anumbuka mwanamundu, nabombi bana bahang'anambuka atati na amabu babu na kaakoma.
280a160071	Bandu boti bansukila mwanganya ndaba jukunhobale nepani. Lakini jojihinakaliya mbaka pa mwisu, ndi jojikombulika.
280a170091	Pabanng'alisa mmusi gumu, mwitilila mmusi gongi. Numpwagi sakaka, ngamwijomo lihengu lii mmisi joti juku Izilaeli kabula Mwana waka Mundu kuhika.
280a180058	“Mmbolee ngasejuwesa kumpeta mmbola waki wala mtumisi ngase juwesa kumpeta bambu waki.
280a1900c1	Lakini tosa mmbolee kuba ngati mmbola waki, nu mtumisi kuba ngati bambu waki. Ila anabunkemiki nkolongu jwa nyumba Belizebuli, boo, bandu baatama mu nyumba mola nga bunkemi mahina giliya ngane?
280a1a006f	“Ndienu, mwaajogopa bandu. Kila sindu sekiyekaliki sitenda kuyekulika, na kila sekihikiki sitenda kubonikana.
280a1b0077	Lenumpwagi mwanganya mulwii, mlipwaaga pu unang'anu ni lijambu lemwilijoini alonge suku bolane, mwililandila pangwendu.
280a1c009d	Mwaajogopa babijikoma nhyega, lakini ngaseawesa kujikoma loho. Nambanga kunzogopa jojuwesa kualabana nhyega pamu na loho mu mwotu wanga kususuka masoba goha.
280a1d007c	Boo, hiweba ibeli lee ngasealomba kwa mangengalema mabeli masoku? Lakini nga hata jumu wabu jojukuwa bila Atati binu kupala.
280a1e002e	Hata majunzu gagabii ku imutu yii gabalangiki.
280a1f0047	Henu mwijogopa, ndaba mwanganya Sapanga ampala ngani kupeta ijuni yoti.
280a200078	“Kila mundu jojunyetake nepani palongi ja bandu, kabee nanzetakiya palongi ja Atati bangu baabii kunani kwaka Sapanga.
280a210074	Lakini mundu jokapi jojingana palongi ja bandu, nanepani nankana palongi ja Atati bangu baabii kunani kwaka Sapanga.
280a220074	“Mwiwasali nepani nhikiki kwahenga bandu atama nulukwali pundema. Ngahela, ngasenhikiki kuleta lukwali ila ngondu.
280a230079	Ndaba nhikiki kukomanisa kati jaka mundu na atati mundu na kamwali na amabu baki na kati ja anhyalamundu na akowanu baki.
280a24002f	Nu mbaja waka mundu ndi bandu buku nyumba jaki.
280a2500c3	“Jokapi jojapai atati na amabu baki kuliku ejumbala nepani, ngasejupalika kuba mbolee wango. Na jokapi joampai mwana waki au kamwali waki kuliku ejumbai nepani, ngasejupalika kuba mbolee wango.
280a26004d	Mundu jwanga kujuku nsalaba waki nukumbwata, ngasejupalika kuba mbolee wango.
280a27007c	Jojukamulaki womi waki ndaba jukunhobale nepani jitenda kuguhoa, lakini jojuhoa womi waki ndaba jangu nepani, jiipata kabee.
280a28004f	“Jojunzopa mwanganya, junyopa nepani, na jojunyopa nepani anzopa jojundumike.
280a2900b4	Joanzopa mlota waka Sapanga ndaba mlota waka Sapanga, hoju jijopa nhupi yuku mlota waka Sapanga. Joanzopa mundu jwa amboni palongi jaka Sapanga, jijopa nhupi yaka mundu jwa amboni.
280a2a009a	Numpwagi sakaka, jokapi joampeke jumu jwa apwasi bangu banga kumanyikana, kikombi sa masi mahimu ndaba ja kuba mmbolee jwangu, hoju jiipata nhupi jaki.”
280b01008a	Yesu ejajomula kaapeke lilagisu banafunzi komi na abeli, jaboka pala nukujenda kubola nu kulandi bandu na bapambipi na misi juku Galilaya.
280b02006c	Yohana Mmbatisa pajabii mligelesa jwajogwana gajuhenga Yesu Kilisitu. Ndienu, Yohana jaatuma banafunzi baki,
280b03005b	bukundalukiya, “Boo, wehapa le jojapwaga Yohana gutenda kuhika, au tundendaliya jonge?”
280b040053	Yesu jaapwagila, “Nnzendannya mkumpwagila Yohana majambu gamwagajoana nakagabona,
280b0500b3	bangalinga atenda kulinga, ilema bamagolu atenda kujenda na baaleliki atenda kunyambisika na banga kujoa atenda kujowa na baawii atenda kuyoka na ahagu baalandi Lijambu la Amboni.
280b060034	Jupengaliwi mundu jangakukotoka kunhobale nepani.”
280b0700d5	Ndienu, banafunzi baka Yohana pababiya ajendane, Yesu jatumbuliya kugupwagi nsambi wa bandu lijambu laka Yohana ana, “Pamwajenda kulukoba kola mwajenda kulinga kike? Boo, mwajenda kulinga nndai lolupoga nunhwae?
280b08009b	Henu, mwajenda kulinga kike? Mwajenda lee kundinga mundu jojuwati ingobu yeinyambike? Bandu bawata ingobu yeinyambiki atama mu manyumba gu ubambu nkolongu.
280b09007b	Lakini, mwajenda kulinga kyane? Kumbona mlota waka Sapanga? Ena, numpwagi mumbona mundu nkolongu kupeta mlota waka Sapanga.
280b0a008c	Hajo ndi joandongale mu Maandiku gaka Sapanga, ‘Linga, nepani numtuma ntenga wangu jugulonguliya, jojuwe jwaguhandaliya indela jaku.’”
280b0b00bf	Numpwagi sakaka, kati ja bandu boti baasaliwi kwaka mbomba, ngasejupitii jojubii nkolongu kupeta Yohana Mmbatisa. Kabee, jojubii nsoku mu ubambu ukolongu ukumaundi, ndi nkolongu kupeta jombi.
280b0c0076	Tumbuka masoba gaka Yohana Mmbatisa mbaka sajenu, ubambu ukolongu agupenga ngamaa na bandu bana makili ndi babugujuku.
280b0d0070	Malagalaki gaka Musa na alota baka Sapanga balongaliya lijambu luukolongu waka Sapanga mbaka masoba gaka Yohana.
280b0e004c	Ana mugahobale haga, nala Yohana ndi Elia jobundongaliyaje jwiitenda kuhika.
280b0f0021	Jwana makutu guku jowane jujoana!
280b100073	“Henu ni kilenganisa kibeleku ase na sindu bole? Kilengana na akombu baatama pulubanza, baakema bangi nakaapwagi,
280b110063	‘Tunzembi mapenenga, lakini ngase mwahinike! Tunzembi mihambu ji kilelu, lakini ngasemwaleile!’
280b12006e	Ndaba Yohana Mmbatisa jahika, jupunga kula wala ngasejukunywika divai nabombi bapwaaga, ‘Jubii ni ilombu.’
280b1300e4	Mwana waka Mundu juhikiki, jukula na kunywa, nabombi bapwaaga, ‘Mundingaliya mundu hajo, nndepi nu nndapi, nkosi wa bandu baajopa kodi na bana mahakau!’ Lakini malangu gaka Sapanga jiibonikana ja sapi kupete mahengu gaki.”
280b140070	Ndipala Yesu jatumbuliya kwaalakali bandu ba misi ye jwahengiki ndonduke yingi ndaba ngasebalekaki mahakau gabu.
