010000000b	1 Mooseksen
010811010e	Kaikkinaiset eläimet, jotka sinun tykönäs ovat, kaikkinaisesta lihasta, sekä linnuista että karjasta, ja kaikista matelevaisista maan päällä, johdata ne ulos kanssas: ja kävelköön ne maan päällä, ja olkoon hedelmälliset ja lisääntyköön maan päällä.
0108120059	Niin Noa meni ulos poikinensa, ja emäntinensä, ja poikainsa emännät hänen kanssansa.
0108130098	Kaikkinaiset eläimet, kaikkinaiset matelevaiset, kaikkinaiset linnnut, ja kaikki kuin maalla matelevat: läksivät arkista, jokainen kaltaisensa tykö.
0108140095	Ja Noa rakensi Herralle alttarin: ja otti kaikkinaisesta puhtaasta karjasta, ja kaikkinaisista puhtaista linnuista, ja uhrasi polttouhria alttarilla.
0108150103	Ja Herra haisti lepytyshajun, ja Herra sanoi sydämessänsä: en minä silleen enää maata kiroo ihmisen tähden: vaikka ihmisen sydämen aivoitus on paha hamasta lapsuudesta: ja en minä silleen enää lyö kaikkia kuin elävät, niinkuin minä tehnyt olen.
010816007a	Niin kauvan kuin maa seisoo, ei pidä kylväminen ja niittäminen, vilu ja helle, suvi ja talvi, päivä ja yö lakkaaman.
010901007c	Ja Jumala siunasi Noan ja hänen poikansa, ja sanoi heille: olkaat hedelmälliset, lisääntykäät ja täyttäkäät maata.
01090200de	Ja teidän pelkonne ja hämmästyksenne olkoon kaikissa eläimissä maan päällä, ja kaikissa linnuissa taivaan alla; ja kaikissa, jotka maalla matelevat, ja kaikissa kaloissa meressä: ne ovat teidän käsiinne annetut.
010903007a	Kaikki, jotka liikkuvat ja elävät, olkoon teille ruaksi: niinkuin viheriäisen ruohon, olen minä kaikki teille antanut.
0109040047	Ainoastansa älkäät syökö lihaa, jossa vielä on veri itsessänsä:
01090500d0	Ja totisesti minä tahdon vaatia teidän ruumiinne veren, kaikilta eläimiltä minä sen tahdon vaatia: ja ihmisen kädestä, ja myös itsekunkin hänen veljensä kädestä tahdon minä vaatia ihmisen hengen.
0109060082	Se kuin ihmisen veren vuodattaa, hänen verensä pitää ihmisen kautta vuodatettaman: sillä Jumala on ihmisen tehnyt kuvaksensa.
010907006a	Olkaat siis hedelmälliset, lisääntykäät ja enentäkäät teitänne maassa, ja tulkaat siinä moneksi.
0109080045	Ja Jumala puhui Noalle ja hänen pojillensa hänen kanssansa, sanoen:
010909006e	Ja minä, katso, minä teen teidän kanssanne minun liittoni, ja teidän siemenenne kanssa teidän jälkeenne.
01090a00fe	Ja jokaisen elävän hengen kanssa, jotka teidän tykönänne ovat, sekä linnuissa että karjassa, ja kaikissa eläimissä maan päällä, jotka teidän tykönänne ovat, kaikissa niissä, jotka arkista läksivät, mikä ikänänsä eläin se maassa on.
01090b00ba	Ja teen minun liittoni teidän kanssanne: ettei tästedes enää pidä kaikkea lihaa hukutettaman vedenpaisumisella: ja ei pidä tästedes enää vedenpaisumus tuleman maata turmelemaan.
01090c00ad	Ja Jumala sanoi: tämä on sen liiton merkki, jonka minä annan minun ja teidän välillenne, ja joka elävän hengen välille teidän tykönänne, tästedes ijankaikkiseen.
01090d0063	Minun kaareni minä olen pannut pilviin: sen pitää oleman liiton merkki, minun ja maan välillä.
01090e0068	Ja koska niin tapahtuu, että minä tuotan pilven maan ylitse: niin pitää kaari pilvissä nähtämän.
01090f00b8	Ja niin minä muistan minun liittoni, minun ja teidän välillänne, ja joka elävän hengen kaikkinaisessa lihassa; ettei enää vedenpaisumus pidä tuleman kaikkea lihaa hukuttamaan.
01091000c3	Sentäden pitää kaaren pilvissä oleman, että minä katson sitä, ja muistan sen ijankaikkisen liiton Jumalan välillä ja joka elävän hengen, kaikkinaisessa lihassa, kuin maan päällä on.
010911007b	Ja Jumala sanoi Noalle: tämä on sen liiton merkki, jonka minä olen tehnyt minun ja kaiken lihan välille maan päällä.
010912005e	Ja Noan pojat, jotka läksivät arkista, olivat Sem, Ham, ja Japhet. Ja Ham oli Kanaanin Isä.
0109130059	Nämä ovat kolme Noan poikaa, ja heistä ovat ne, jotka hajoitetut ovat kaikkeen maahan.
010914003a	Ja Noa rupesi olemaan peltomiesnä, ja istutti viinamäen.
0109150042	Ja hän joi viinaa; ja juopui ja makasi peittämättä majassansa.
0109160074	Koska Ham, Kanaanin Isä, näki hänen isänsä hävyn, sanoi hän sen molemmille veljillensä, jotka ulkona olivat.
01091700df	Niin otti Sem ja Japhet vaatteen, ja panivat molempain heidän hartioillensa, ja menivät seljittäin, ja peittivät isänsä hävyn. Ja heidän kasvonsa olivat käännetyt pois, niin etteivät he nähneet isänsä häpyä.
0109180061	Koska Noa heräsi viinastansa, ja sai tietää, mitä hänen nuorin poikansa hänelle tehnyt oli:
010919005a	Niin sanoi hän: kirottu olkoon Kanaan: olkoon hän orjain orja, hänen veljeinsä seassa.
01091a0055	Ja vielä sanoi: Kiitetty olkoon Herra Semin Jumala, ja Kanaan olkoon hänen orjansa.
01091b0060	Jumala levittäköön Japhetin, ja hän asukoon Semin majoissa, ja Kanaan olkoon hänen orjansa.
01091c004d	Ja Noa eli, vedenpaisumisen jälkeen kolmesataa ja viisikymmentä ajastaikaa.
01091d004c	Ja koko Noan ikä oli yhdeksänsataa ja viisikymmentä ajastaikaa, ja kuoli.
010a01006c	Tämä on Noan lasten sukukunta: Semin, Hamin ja Japhetin: ja heille syntyi lapsia vedenpaisumisen jälkeen.
010a020045	Japhetin lapset: Gomer, Magog, Madai, Javan ja Tubal: Mesek ja Tiras.
010a030031	Mutta Gomerin lapset: Askenas, Riphad ja Togarma.
010a040033	Javanin lapset: Elisa ja Tarsis: Kittim ja Dodanim.
010a05009a	Näistä ovat hajoitetut pakanain luodot, heidän maakunnissansa, itsekukin oman kielensä jälkeen: heidän sukukuntainsa jälkeen, heidän kansoissansa.
010a06002a	Hamin lapset: Kus, Misraim, Put ja Kanaan.
010a070054	Kuksen lapset: Seba, Hevila, Sabta, Naema ja Sabteka. Naeman lapset: Skepa ja Dedan.
010a08003e	Mutta Kus siitti Nimrodin: hän rupesi olemaan valtias maalla.
010a090078	Ja hän oli jalo metsämies Herran edessä. Siitä on sananlasku: se on jalo metsämies Herran edessä, niinkuin Nimrod.
010a0a004d	Ja hänen valtakuntansa alku oli Babel, Erek, Akad ja Kalne, Sinearin maalla.
010a0b005d	Siitä maakunnasta tuli hän Assyriaan: ja rakensi Niniven, ja Rehobotin kaupungin, ja Kalan.
010a0c0044	Ja myös Ressen, Niniven ja Kalan vaiheelle: joka on suuri kaupunki.
010a0d0038	Misraim siitti Ludimin, Anamimin, Leabimin, Naphtuhimin.
010a0e0045	Patrusimin ja Kasluhimin; joista tulleet ovat Philistim ja Kaphtorim.
010a0f0031	Mutta Kanaan siitti esikoisensa Sidonin ja Hetin.
010a10001d	Ja Jebusin, Emorin, Girgosin.
010a110014	Hivin, Arkin, Sinin,
010a12004d	Ja Arvadin, Semarin ja Hamatin. Sitten ovat hajoitetut Kanaanealaisten suvut.
010a13008a	Ja Kanaanealaisten rajat olivat Sidonista Gerarin kautta hamaan Gatsaan: Sodomaan, ja Gomorraan, ja Adamaan, Seboimiin päin, Lasaan asti.
010a14006f	Nämät ovat Hamin lapset heidän sukukuntainsa ja kieltensä jälkeen: heidän maakunnissansa ja kansoissansa.
010a15006a	Mutta myös itse Semille syntyi lapsia: hän oli kaikkein Eberin lasten isä: Japhetin sen vanhimman veli.
010a160046	(Ja nämät ovat) Semin lapset: Elam ja Assur: Arphaksad, Lud ja Aram.
010a170029	Ja Aramin lapset: Uts, Hul, Geter ja Mas.
010a180031	Mutta Arphaksad siitti Salan: Sala siitti Eberin.
010a190081	Eberille syntyi kaksi poikaa: yksi kutsuttiin Peleg, että hänen aikanansa maailma jaettiin: hänen veljensä kutsuttiin Joktan.
010a1a003b	Joktan siitti Almodadin ja Salephin: Hasarmavetin ja Jaran.
010a1b001b	Hadoramin, Usalin, Dikelan.
010a1c0019	Obalin, Abimaelin, Seban.
010a1d003f	Ophirin, Hevilan ja Jobabin. Kaikki nämä ovat Joktanin pojat.
010a1e0064	Ja heidän asumasiansa oli Mesasta: siihen asti kuin Sephariin tullaan, vuoren tykö, itään päin.
010a1f006c	Nämät ovat Semin lapset, sukukuntainsa ja kieltensä jälkeen: heidän maakunnissansa, kansainsa jälkeen.
010a2000a2	Nämät ovat Noan lasten sukukunnat, heidän heimokuntainsa jälkeen, heidän kansoissansa. Ja näistä ovat kansat jaetut maan päälle vedenpaisumisen jälkeen.
010b010046	Ja koko maailmalla oli yhtäläinen kieli ja yhtäläinen puheenparsi.
010b02005a	Ja koska he matkustivat idästä, löysivät he kedon Sinearin maalla, ja asuivat siellä.
010b030089	Ja sanoivat keskenänsä: käykäämme tiilejä tekemään ja polttamaan. Ja heillä olivat tiilit kivein siassa, ja maan pihka siteeksi.
010b0400ab	Ja sanoivat: käykäämme, rakentakaamme meillemme kaupunki ja torni, joka taivaaseen ulottuisi, tehdäksemme meillemme nimeä; ettei meitä hajoitettaisi kaikkiin maihin.
010b050058	Silloin Herra astui alas katsomaan kaupunkia ja tornia, jota ihmisten lapset rakensivat.
010b0600da	Ja Herra sanoi: katso, se on yhtäläinen kansa, ja yhtäläinen kieli on kaikkein heidän seassansa, ja he ovat ruvenneet tätä tekemään: ja nyt ei heitä taideta estettää mistään, kuin he ovat aikoneet tehdä.
010b07007e	Käykäämme, astukaamme alas ja sekoittakaamme siellä heidän kielensä; niin ettei kenkään ymmärtäisi toisensa kieltä.
010b080066	Ja niin Herra hajoitti heidät sieltä kaikkiin maihin; ja he lakkasivat sitä kaupunkia rakentamasta.
010b090092	Ja sentähden kutsuttiin hänen nimensä Babel: sillä siellä Herra sekoitti koko maan kielen: ja Herra hajoitti heidät sieltä kaikkiin maihin.
010b0a007f	Nämät ovat Semin sukukunnat: Sem oli sadan ajastajan vanha, ja siitti Arphaksadin, kaksi ajastaikaa vedenpaisumisen jälkeen.
010b0b0043	Ja eli sitte viisisataa ajastaikaa, ja siitti poikia ja tyttäriä.
010b0c0049	Arphaksad oli viidenneljättäkymmentä ajastajan vanha, ja siitti Salan.
010b0d004d	Ja eli sitte neljäsataa ja kolme ajastaikaa, ja siitti poikia ja tyttäriä.
010b0e003a	Sala oli kolmenkymmenen ajastajan vanha, ja siitti Eberin.
010b0f004d	Ja eli sitte neljäsataa ja kolme ajastaikaa, ja siitti poikia ja tyttäriä.
010b100047	Eber oli neljänneljättäkymmentä ajastajan vanha, ja siitti Pelegin.
010b110056	Ja eli sitte neljäsataa ja kolmekymmentä ajastaikaa, ja siitti poikia ja tyttäriä.
010b12003a	Peleg oli kolmenkymmenen ajastajan vanha, ja siitti Regun.
010b130050	Ja eli sitte kaksisataa ja yhdeksän ajastaikaa, ja siitti poikia ja tyttäriä.
010b140046	Regu oli kahdenneljättäkymmentä ajastajan vanha, ja siitti Serugin.
010b150051	Ja eli sitte kaksisataa ja seitsemän ajastaikaa, ja siitti poikia ja tyttäriä.
010b16003b	Serug oli kolmenkymmenen ajastajan vanha ja siitti Nahorin.
010b170043	Ja eli sitte kaksisataa ajastaikaa, ja siitti poikia ja tyttäriä.
010b180046	Nahor oli yhdeksänkolmattakymmentä ajastajan vanha, ja siitti Taran.
010b190059	Ja eli sitte sata ja yhdeksäntoistakymmentä ajastaikaa, ja siitti poikia ja tyttäriä.
010b1a0053	Tara oli seitsemänkymmenen ajastajan vanha, ja siitti Abramin, Nahorin ja Haranin.
010b1b005b	Nämät ovat Taran sukukunnat: Tara siitti Abramin, Nahorin ja Haranin. Haran siitti Lotin.
010b1c0048	Ja Haran kuoli isänsä, Taran edessä, isänsä maalla Kaldean Uurissa.
010b1d00ab	Silloin Abram ja Nahor ottivat heillensä emännät: Abramin emännän nimi oli Sarai, ja Nahorin emännän nimi oli Milka, Haranin tytär, joka oli Milkan ja Jiskan isä.
010b1e003b	Mutta Sarai oli hedelmätöin, eikä ollut hänellä lasta.
010b1f00e8	Ja Tara otti poikansa Abramin ja Lotin Haranin pojan, poikansa pojan, ja miniänsä Sarain, poikansa Abramin emännän, ja he läksivät ulos ynnä Kaldean Uurista menemään Kanaanin maalle, ja tulivat Haraniin, ja asuivat siellä.
010b200045	Ja Tara oli kahdensadan ja viiden ajastajan vanha ja kuoli Haranissa.
010c01007b	Ja Herra oli sanonut Abramille: Lähde maaltas, ja suvustas, ja isäs huoneesta: sille maalle, jonka minä sinulle osoitan.
010c02006d	Ja minä teen sinun suureksi kansaksi, ja siunaan sinun, ja teen sinulle suuren nimen, ja sinä olet siunaus.
010c03009d	Minä siunaan niitä, jotka sinua siunaavat, ja kiroon niitä, jotka sinua kiroovat. Ja sinussa pitää kaikki sukukunnat maan päällä siunatuiksi tuleman.
010c0400ab	Niin Abram läksi, niinkuin Herra hänelle sanonut oli, ja Lot meni hänen kanssansa: Mutta Abram oli viidenkahdeksattakymmentä ajastajan vanha Haranista lähteissänsä.
010c0500e6	Niin otti Abram emäntänsä Sarain, ja Lotin, veljensä pojan, tavaroinensa, jotka he olivat panneet kokoon, ja sielut, jotka he olivat saaneet Haranissa, ja läksivät matkustamaan Kanaanin maalle; tulivat myös Kanaanin maalle.
010c06008b	Ja Abram vaelsi sen maakunnan lävitse, hamaan Sikemin paikkakuntaan, Moren lakeuteen asti. Ja siihen aikaan asuivat Kanaanealaiset maalla.
010c07009b	Silloin näkyi Herra Abramille, ja sanoi: sinun siemenelles annan minä tämän maan. Ja hän rakensi siinä alttarin Herralle, joka hänelle näkynyt oli.
010c0800e0	Sitte siirsi hän itsensä edemmä vuoren tykö, BetElistä itään päin, ja pani siihen majansa, niin että BetEl oli lännen puolella ja Ai idän puolella, ja rakensi siinä alttarin Herralle, ja saarnasi Herran nimestä.
010c09003b	Ja Abram läksi sieltä edemmä, ja vaelsi etelään päin.
010c0a0079	Niin tuli kova aika maalle, ja Abram meni alas Egyptiin, olemaan muukalaisna siellä: sillä sangen kova aika oli maalla.
010c0b008e	Ja tapahtui, koska hän lähestyi Egyptiä, puhui hän emännällensä Saraille: katso armaani, minä tiedän sinun ihanaksi vaimoksi nähdä.
010c0c0085	Koska Egyptiläiset saavat sinun nähdä, niin he sanovat: tämä on hänen emäntänsä, ja tappavat minun, ja antavat sinun elää.
010c0d006c	Sanos siis itses minun sisarekseni; että minulle hyvin olis sinun tähtes, ja minä eläisin sinun vuokses.
010c0e0049	Koska Abram tuli Egyptiin, näkivät Egyptiläiset vaimon juuri ihanaksi.
010c0f0077	Ja Pharaon ruhtinaat näkivät hänen, ja ylistivät häntä Pharaon edessä: silloin vietiin vaimo Pharaon huoneeseen.
010c100096	Ja Abramille tehtiin hyvin hänen tähtensä. Ja hänellä oli lampaita ja karjaa, ja aaseja, ja palvelioita, ja piikoja, ja aasintammoja ja kameleja.
010c11006c	Mutta Herra vitsasi Pharaota suurilla vitsauksilla, ja hänen huonettansa, Sarain Abramin emännän tähden.
010c120082	Silloin kutsui Pharao Abramin tykönsä, ja sanoi: miksis tämän minulle teit? miksi et ilmoittanut minulle häntä emännäkses?
010c130082	Miksis sanoit, hän on sisareni? että minä ottaisin hänen emännäkseni? katso tässä on sinun emäntäs, ota häntä ja mene.
010c140082	Ja Pharao antoi käskyn hänestä miehillensä: ja he saattoivat hänen ulos ja hänen emäntänsä, ja kaikki kuin hänellä oli.
010d010073	Niin Abram vaelsi ylös Egyptistä emäntänsä ja kaiken kalunsa kanssa, ja Lot hänen kanssansa, etelään päin.
010d020037	Ja Abramilla oli sangen paljo karjaa, hopiaa ja kultaa.
010d03008c	Ja hän matkusti edespäin etelästä BetEliin asti, hamaan siihen paikkaan, jossa hänen majansa oli ennen ollut, BetElin ja Ain vaiheella:
010d04006a	Juuri siihen paikkaan, johon hän ennen alttarin oli rakentanut; ja Abram saarnasi siinä Herran nimestä.
010d05004e	Mutta Lotilla, joka Abramia seurasi, oli myös lampaita, ja karjaa, ja majoja.
010d06006c	Ja ei heitä vetänyt maa yhdessä asumaan; sillä heillä oli paljo tavaraa, eikä taitaneet yhdessä asua.
010d070084	Ja riita oli Abramin paimenien ja Lotin paimenien välillä: Ja siihen aikaan asuivat myös Kanaanealaiset ja Pheresiläiset maalla.
010d080093	Niin Abram sanoi Lotille: älkään olko riita minun ja sinun välilläs, ja minun ja sinun paimentes välillä: sillä me olemme miehet veljekset.
010d0900a9	Eikö koko maa ole edessäs altis? eroita sinus minusta, jos sinä menet vasemmalle puolelle, minä menen oikialle, eli jos sinä menet oikialle, minä menen vasemmalle.
010d0a00e9	Niin Lot nosti silmänsä, ja katseli kaiken Jordanin lakeuden; sillä se oli vedestä viljainen: ennen kuin Herra Sodoman ja Gomorran hukutti, oli se niinkuin Herran yrttitarha, niinkuin Egyptin maa, siihenasti kuin Zoariin tullaan.
010d0b008b	Ja Lot vallitsi itsellensä koko sen lakeuden Jordanin tykönä, ja matkusti itään päin: ja niin veljekset erkanivat toinen toisestansa:
010d0c0065	Että Abram asui Kanaanin maalla, ja Lot asui lakeuden kaupungeissa, ja pani majansa Sodoman puoleen.
010d0d003d	Mutta Sodoman kansa oli paha, ja rikkoi kovin Herraa vastaan.
010d0e00be	Ja Herra sanoi Abramille, sitte kuin Lot oli eroittanut itsensä Abramista: nosta nyt silmäs ja katso siitä, kussas asut, pohjan puoleen, etelän puoleen, idän puoleen ja lännen puoleen.
010d0f0066	Sillä kaiken sen maan, minkä sinä näet, annan minä sinulle, ja sinun siemenelles ijankaikkiseksi.
010d100093	Ja teen sinun siemenes niinkuin tomun maan päällä: että jos joku taita lukea tomun maan päällä, niin hän myös taitaa sinun siemenes lukea.
010d110047	Nouse ja vaella maata pitkin ja poikin: sillä sinulle minä sen annan.
010d120077	Niin Abram siirsi majansa, ja tuli, ja asui Mamren lakeudella, joka on Hebronissa: ja rakensi siinä alttarin Herralle.
010e010091	Ja tapahtui Amraphelin Sinearin kuninkaan, Ariokin Elassarin kuninkaan, Kedorlaomerin Elamin kuninkaan, ja Tidealin pakanoitten kuninkaan aikana:
010e0200b8	Että he sotivat Bereaa Sodoman kuningasta, ja Birsaa Gomorran kuningasta, ja Sineabia Adaman kuningasta, ja Semeberiä Zeboimin kuningasta, ja Belan, se on Zoarin, kuningasta vastaan.
010e030047	Nämät kaikki tulivat yhteen Siddimin laaksossa; se on suolainen meri:
010e0400a3	Sillä he olivat olleet kaksitoistakymmentä ajastaikaa kuningas Kedorlaomerin alla; mutta kolmantenatoistakymmenentenä ajastaikana olivat he hänestä luopuneet.
010e0500dd	Neljäntenätoistakymmenentenä ajastaikana tuli Kedorlaomer, ja ne kuninkaat, kuin hänen kanssansa olivat, ja löivät ne Kalevan pojat Karnaimin Astarotissa, ja Susimin Hammissa; niin myös Emimin Sjaven Kirjataimissa:
010e060053	Ja Horilaiset Seirin vuorella; siihen lakiaan paikkaan Pharaniin asti, korpea liki.
010e0700a1	Ja he palasivat ja tulivat Mispatin lähteen tykö, se on Kades, ja löivät koko Amalekilaisten maan; niin myös Amorilaiset, jotka asuivat Hasesonin Tamarissa.
010e0800bb	Niin läksivät Sodoman kuningas, ja Gomorran kuningas, ja Adaman kuningas, ja Zeboimin kuningas, ja Belan, se on Zoarin kuningas: ja hankitsivat sotaan heitä vastaan Siddimin laaksossa:
010e0900b3	Kedorlaomeria Elamin kuningasta, ja Tibealia pakanoitten kuningasta, ja Amraphelia Sinearin kuningasta, ja Ariokia Elassarin kuningasta vastaan: neljä kuningasta viittä vastaan.
010e0a0097	Ja Siddimin laaksossa oli monta maanpihkakuoppaa. Mutta Sodoman ja Gomorran kuningas siinä pakoon ja maahan lyötiin, ja jääneet pakenivat vuorille.
