0100000009	1 Mosebok
010a120048	Arvadi, Semari och Hamathi. Af dem äro utspridde de Cananeers slägter.
010a13008f	Och deras gränsor voro ifrå Zidon genom Gerar, allt intill Gaza, till dess man kommer intill Sodoma, Gomorra, Adama, Zeboim, och intill Lasa.
010a140049	Desse äro nu Hams barn i deras slägter, tungomålom, landom och folkom.
010a150060	Men Sem, Japhets broder, den äldste, födde ock barn, hvilken en fader är till all Ebers barn.
010a160040	Och desse äro hans barn: Elam, Assur, Arphachsad, Lud och Aram.
010a17002f	Arams barn äro desse: Uz, Hul, Gether och Mas.
010a18002b	Arphachsad födde Salah, Salah födde Eber.
010a19006c	Eber födde två söner, en het Peleg, derföre att i hans tid vardt verlden delad; hans broder het Jaketan.
010a1a0037	Och Jaketan födde Almodad, Saleph, Hazarmaveth, Jarah,
010a1b0016	Hadoram, Usal, Dikela,
010a1c0014	Obal, Abimael, Seba,
010a1d0039	Ophir, Hawila och Jobab. Alle desse äro Jaketans söner.
010a1e0054	Och deras boning var ifrå Mesa, intill man kommer till Sephar på berget öster ut.
010a1f0049	Dessa äro Sems barn, uti deras slägter, tungomålom, landom och folkom.
010a200079	Detta är nu Noahs barns afföda, uti deras slägter och folkom. Af hvilkom utspridt är folket på jordene efter floden.
010b01002d	Och all verlden hade enahanda tungo och mål.
010b02004b	Då de nu drogo öster ut, funno de en plan uti Sinear land, och bodde der.
010b030070	Och sade till hvarannan: Kommer, låter oss slå tegel och bränna. Och togo tegel för sten, och ler för kalk.
010b0400bb	Och sade: Kommer, låter oss bygga en stad och ett torn, hvilkets höjd skall räcka upp i himmelen, att vi måge göra oss ett namn, förty vi varde tilläfventyrs spridde ut i all land.
010b050058	Då steg Herren neder, att han skulle se staden och tornet, som menniskones barn byggde.
010b0600b8	Och Herren sade: Si, det är enahanda folk, och enahanda mål ibland dem alla, och hafva detta begynt att göra, de varda icke aflåtande af allt det de hafva sig företagit att göra.
010b070070	Kommer, låter oss stiga neder och förbistra der deras tungomål, så att ingen skall förstå den andras mål.
010b080054	Och så skingrade Herren dem dädan i all land, så att de återvände bygga staden.
010b090083	Derföre kallades hans namn Babel, ty att Herren der förbistrade all lands tungomål, och Herren spridde dem dädan ut i all land.
010b0a005f	Detta är Sems slägt: Sem var hundrade år gammal, och födde Arphachsad, tu år efter floden.
010b0b0045	Och lefde derefter i femhundrade år, och födde söner och döttrar.
010b0c003b	Arphachsad var fem och tretio år gammal, och födde Salah.
010b0d004c	Och lefde derefter fyrahundrade och tre år, och födde söner och döttrar.
010b0e002d	Salah var tretio år gammal, och födde Eber.
010b0f004c	Och lefde derefter fyrahundrade och tre år, och födde söner och döttrar.
010b100036	Eber var tretio och fyra år gammal, och födde Peleg.
010b11004f	Och lefde derefter fyrahundrade och tretio år, och födde söner och döttrar.
010b12002d	Peleg var tretio år gammal, och födde Regu.
010b13004c	Och lefde derefter i tuhundrade och nio år, och födde söner och döttrar.
010b140034	Regu var tu och tretio år gammal, och födde Serug.
010b15004a	Och lefde derefter tuhundrade och sju år, och födde söner och döttrar.
010b16002e	Serug var tretio år gammal, och födde Nahor.
010b170042	Och lefde derefter tuhundrade år, och födde söner och döttrar.
010b180036	Nahor var nio och tjugu år gammal, och födde Tharah.
010b19004b	Och lefde derefter hundrade och nitton år, och födde söner och döttrar.
010b1a0040	Tharah var sjutio år gammal, och födde Abram, Nahor och Haran.
010b1b0054	Desse äro Tharahs slägter: Tharah födde Abram, Nahor och Haran. Haran födde Lot.
010b1c004f	Och dödde Haran när sinom fader Tharah, uti hans faders land i Ur i Chaldeen.
010b1d008c	Då togo Abram och Nahor sig hustrur: Abrams hustru het Sarai, och Nahors hustru Milca Harans dotter, den fader var åt Milca och åt Jisca.
010b1e002c	Men Sarai var ofruktsam, och hade inga barn.
010b1f00e5	Så tog Tharah sin son Abram, och Lot sins sons Harans son, och sina sonahustru Sarai, sins sons Abrams hustru, och förde dem ifrån Ur utu Chaldeen, på det de skulle fara i Canaans land; och de kommo till Haran, och bodde der.
010b200046	Och Tharah vardt tuhundrade och fem år gammal, och blef död i Haran.
010c010092	Och Herren talade till Abram: Gack utu ditt fädernesland, och ifrå dine slägt, och ifrå dins faders huse, uti ett land, som jag dig visa vill.
010c020086	Och jag skall göra dig till ett stort folk, jag skall välsigna dig, och göra dig ett stort namn, och du skall vara en välsignelse.
010c03008c	Jag skall välsigna dem som dig välsigna, och förbanna dem som dig förbanna; och i dig skola välsignade varda alla slägter på jordene.
010c040088	Då for Abram ut, såsom Herren honom sagt hade, och Lot for med honom. Men Abram var sjutio och fem år gammal, då han for utaf Haran.
010c0500c1	Så tog Abram sina hustru Sarai, och Lot sin broderson, med alla deras håfvor, som de förvärfvat hade, och de själar, som de födt hade i Haran, och foro ut till att resa in i Canaans land.
010c06009e	Och som de komne voro in i landet, drog han derigenom allt intill det rummet Sichem, och intill den lunden More. På den tiden bodde de Cananeer der i landet.
010c070091	Då syntes Herren Abram och sade: Dine säd skall jag gifva detta land. Och han byggde dersammastädes ett altare Herranom, som honom synts hade.
010c0800e8	Sedan drog han bätter fram dädan till ett berg, som låg öster ut ifrå BethEl, och slog der sitt tjäll upp, så att han hade BethEl vester ut, och Ay öster ut, och byggde der Herranom ett altare, och predikade om Herrans namn.
010c090036	Och for Abram dädan fram bätter, och drog söder ut.
010c0a009c	Då vardt en hård tid der i landet; derföre drog Abram neder uti Egypten, att han der en främling blifva måtte, förty tiden var ganska hård i landena.
010c0b0085	Och då han kom hardt in emot Egypten, talade han till sina hustru Sarai: Si, jag vet, att du äst en dägelig qvinna under ansigtet.
010c0c006a	Då nu de Egyptier få se dig, skola de säga: Det är hans hustru, och slå mig ihjäl, och behålla dig.
010c0d0087	Kära, säg fördenskull, att du äst min syster, att mig måtte ske godt för dina skull, och att min själ må lefva för dina skull.
010c0e0054	Som han nu kom uti Egypten, sågo de Egyptier qvinnona, att hon var ganska dägelig.
010c0f0069	Och Pharaos öfverstar sågo henne, och prisade henne för honom. Då vardt hon tagen in uti Pharaos hus.
010c10007b	Och Abram vederfors godt för hennes skull. Och han hade får, fä, åsnar, tjenare och tjenarinnor, åsninnor och camelar.
010c11005c	Men Herren plågade Pharao med stora plågor, och hans hus, för Sarai Abrams hustrus skull.
010c120086	Då kallade Pharao Abram till sig, och sade till honom: Hvi hafver du sådant gjort mig? Hvi sade du mig icke, att hon var din hustru?
010c130092	Hvi sade du, att det var din syster? Fördenskull ville jag taga mig henne till hustru. Och si, nu hafver du här dina hustru, tag henne och gack.
010c140067	Och han befallte sina män om honom, att de skulle fordra honom och hans hustru, och allt det han hade.
010d010070	Så for då Abram upp utur Egypten med sine hustru, och med allt det han hade, och Lot ock med honom, söder ut.
010d020036	Och Abram var ganska rik på boskap, silfver och guld.
010d03008c	Och han for bätter fram ifrå sunnan allt intill BethEl, till det rummet, der han sitt tjäll tillförene haft hade, emellan BethEl och Ay.
010d040060	Rätt på samma rum, der han tillförene hade byggt altaret. Och der predikade han Herrans namn.
010d050042	Men Lot, som med Abram for, hade också får, och fä, och tjäll.
010d06007a	Och landet kunde icke fördragat, att de bodde tillhopa, förty deras håfvor voro stora, och kunde icke bo med hvarannan.
010d0700a8	Och var ju alltid träta emellan herdarna öfver Abrams boskap och herdarna öfver Lots boskap. Och bodde desslikes i den tiden de Cananeer och Phereseer der i landena.
010d080082	Då sade Abram till Lot: Käre, låtom icke vara träta emellan mig och dig, och emellan mina och dina herdar; ty vi äre bröder.
010d0900b8	Står icke allt landet dig öppet? Käre, skilj dig ifrå mig. Vill du till venstra handena, så vill jag till den högra; eller vill du till den högra, så vill jag till den venstra.
010d0a00e3	Då hof Lot sin ögon upp, och besåg den hela ängden vid Jordan. Förty, förra än Herren förderfvade Sodom och Gomorra, var hon vatturik, allt intill man kommer till Zoar, såsom en Herrans lustgård, lika som Egypti land.
010d0b0075	Så utvalde sig Lot den hela ängden vid Jordan, och drog öster ut. Och så skildes den ene brodren ifrå den andra;
010d0c0068	Att Abram bodde i Canaans land, och Lot i samma ängdens städer, och slog sitt tjäll upp in mot Sodom.
010d0d0041	Men det folk i Sodom var ondt, och syndade svårliga emot Herran.
010d0e00aa	Då nu Lot hade skilt sig ifrån Abram, sade Herren (till Abram): Häf upp din ögon, och se ifrå det rummet, der du nu bor, norr ut, söder ut, öster ut och vester ut.
010d0f0055	Förty allt detta landet, som du ser, vill jag gifva dig och dine säd till evig tid.
010d100082	Och vill göra dina säd såsom stoftet på jordene. Kan en menniska räkna stoftet på jordene, så må hon ock räkna dina säd.
010d11005b	Derföre upp, och drag genom landet, tvärs och ändalångs; förty dig vill jag gifva det.
010d12008c	Så tog Abram sitt tjäll upp, och kom och bodde vid den lunden Mamre, hvilken i Hebron är, och byggde dersammastädes Herranom ett altare.
010e010097	Och det begaf sig i Amraphels tid Konungens i Sinear, Ariochs, Konungens i Ellasar, Kedor Laomers, Konungens i Elam, och Thideals Hedningarnas Konungs,
010e0200c6	Att de örligade med Bera, Konungenom i Sodom, och med Birsa, Konungenom i Gomorra, och med Sineab, Konungenom i Adama, och med Semeber, Konungenom i Zeboim, och med Konungenom i Bela, det är Zoar.
010e030049	Desse kommo alle tillsammans i den dalenom Siddim, der nu är salthafvet.
010e04006e	Förty de hade varit i tolf år under Konung Kedor Laomer, och uti de trettonde årena voro de honom affallne.
010e0500bb	Derföre kom Kedor Laomer och de Konungar, som med honom voro, uti de fjortonde årena, och slogo de Resar i Astaroth Karnaim, och de Susim i Ham, och de Emim på den planenom Kiriathaim.
010e060058	Och de Horeer på deras berg Seir, intill den planen Pharan, som skjuter in på öknena.
010e07009a	Sedan vände de om, och kommo till den brunnen Mispat, det är Kades, och slogo hela de Amalekiters land, dertill de Amoreers, som i Hazezon Thamar bodde.
010e0800b3	Så drogo ut Konungen i Sodom, Konungen i Gomorra, Konungen i Adama, Konungen i Zeboim, och Konungen af Bela, det Zoar heter, och rustade sig till att strida i den dalenom Siddim;
010e0900ac	Med Kedor Laomer, Konungen i Elam, och med Thideal, Hedningarnas Konung, och med Amraphel, Konungenom i Sinear, och med Arioch Konungenom i Ellasar: Fyra Konungar emot fem.
010e0a00a9	Och den dalen Siddim hade många lergropar. Men Konungen i Sodom och Gomorra vordo der slagne på flyktena och nederlagde, och de som öfverblefvo flydde upp på berget.
010e0b0058	Så togo de alla ägodelar i Sodom och Gomorra, och alla fetalia, och drogo sina färde.
010e0c0071	Och togo desslikes med sig Lot, Abrams broders son, och hans ägodelar, ty han bodde i Sodom, och drogo sin väg.
010e0d00c5	Då kom en, som undsluppen var, och sade det för Abram, den en utländning var, och bodde i den lundenom Mamre, dens Amoreens, hvilken Escols och Aners broder var; desse voro i förbund med Abram.
010e0e0098	Som nu Abram hörde, att hans broder var fången, väpnade han sina egna hemfödda tjenare, trehundrade och aderton, och drog efter dem allt intill Dan;
010e0f00a5	Delade sig, och föll till dem med sina tjenare om nattena, och slog dem, och fullföljde dem allt intill Hoba, som ligger på venstra handen vid den staden Damasco,
010e100067	Och tog alla ägodelar igen, och dertill Lot sin broder, och hans ägodelar, och qvinnorna, och folket.
010e110097	Då han nu igen kom, och hade afslagit Kedor Laomer och de Konungar med honom, gick Konungen i Sodom emot honom på den planenom, som het Konungsdalen.
010e120060	Men Melchisedech, Konung i Salem, bar fram bröd och vin. Och han var den högstes Guds Prester;
010e13006b	Och välsignade honom, och sade: Välsignad vare du Abram dem högsta Gudi, den himmel och jord tillhörer.
010e140077	Och lofvad vare Gud den högste, som dina fiender beslutit hafver i dina hand. Och honom gaf Abram tionde af allo byte.
010e150058	Då sade Konungen af Sodom till Abram: Gif mig folket, och ägodelarne behåll för dig.
010e16007f	Men Abram sade till Konungen af Sodom: Jag upphäfver mina händer till Herran den högsta Gud, som himmel och jord tillhörer;
010e170077	Att jag af allo det ditt är icke en tråd eller en skorem taga vill, att du icke skall säga: Jag hafver riktat Abram.
010e18007e	Undantagno det de unge karlar förtärt hafva, och de män, som med mig drogo, Aner, Escol och Mamre, dem låt taga deras del.
010f0100a3	Sedan detta så skedt var, begaf sig, att Herrans ord i en syn kom till Abram, sägandes: Frukta dig intet, Abram, jag är ditt beskärm och din ganska stora lön.
