0100000009	Ïïjjïn
0106120087	Aŋ ika bi ḍuccu jiik ḍoocin ke ïkï. Aŋ ïkï kaacci kuun jï ikee ke merkä yüükü ke ïïŋü aŋ määngä merkä yüükü.
010613006a	Aŋ wakkä yaaka a üdïn ye ti muure, ïkï äccä kuun jï kä yew yewni oon ke iiŋ dalä üt ke ïkï.
01061400c0	Ḍïïrgä ti daa kä biilken, aŋ ḍigärgä ti daa kä biilken, aŋ wakkä yaaka layok ŋommañ wic muure ye, daa kä biilken iken bi ätä ïkï ti kä yew yewni kaacï kuun jï üde kä.
010615006a	Aŋ kuju wakkä äämkä ti, aŋ ḍülü yokïn ïkï ti, wäätï a wakkä äämkä yüükü ke iken.”
0106160047	Aŋ Noo nääŋkä yaaka iingene daa Jooŋ ye, naŋŋe muure a gïtken.
0107010079	Aŋ Pïṭo Noo kiinne ogo, “Kaace ke mä än yüükü kuun jï. Yoorru a ïkï parü ken woduwot merkä kil yaakki ti.
01070200ad	Aŋ kuju ḍigärgä ti oogen kä ŋaṭükel, aŋ määngen ti kä ŋaṭükel yaaka ladaŋ ye ti, aŋ ḍigärgä yaaka batta ladaŋ ye ti, kuju kä yew yewni oon ke iiŋ.
0107030080	Aŋ ke ḍïïrgä ti kuju oogen kä ŋaṭükel aŋ määngen kä ŋaṭükel, nuŋko kaaynen cääyene kä ŋommañ wic muure.
01070400c9	Aŋ nïïnkä kä ŋaṭükel ika bi tuucu ñaal ŋommañ wic aŋ nääkä nïïnkä caykä kä ŋan wïrdïnnï gïtken ke äŋkä gïtken. Aŋ waak'a ääynä ŋommañ wic ye, bi cücü woo muure.”
0107050043	Aŋ Noo nääŋkä yaaka iingene daa kä Pïṭo ye, naŋŋe muure.
0107060049	Aŋ wääna piik yiiŋene kä tääl ŋommañ wic ye, Noo yuunge kä 600.
0107070064	Aŋ Noo kaaccä kuun jï ke iiŋe ke merkä yeeke ke määngä merkä yeeke, üdene kä piik tääl.
0107080076	Aŋ ḍigärgä yaaka ladaŋ ye, ke yaaka batta ladaŋ ye, ke ḍïïrgä ke wakkä yaaka layok ŋommañ wic ye muure,
0107090067	waak'a kaaccä kuun jï ke Noo ye, kä yew yewni, oon ke iiŋ, bata yaana Noo kiinene daa kä Jooŋ ye.
01070a005a	Aŋ wääna nïïnkä kä ŋaṭükel ḍakkene ye, piik tääl üükïn woo ŋommañ wic.
01070b00ca	Aŋ wääna Noo yuunge wäättene kä 600 ye, paan yew ti, nïïnkä caay witken kä ŋaṭükel ti, piik waŋgen püürïn woo ïñï ŋommañ jï, aŋ cäänna ñaal puukin ïñï ñaalok polloŋ jï.
01070c0066	Aŋ ñaal puukin ïñï ŋommañ wic nïïnkä caykä kä ŋan wïrdïnnï gïtken ke äŋkä gïtken.
01070d007b	Aŋ nïïnnä yaanja ti ken kaaccene Noo kuun jï, ike ke iiŋe ke merkä yeeke Caam ke Haam ke Yaapic ke määngä yeeken.
01070e009f	Iken ke waak luum jïñe daa kä biilken ke ḍigärgä muure ke waak'a muulu ïñï ŋommañ wic ye, ke ḍïïrgä yaaka päydïdï ye muure daa kä biilken.
01070f0074	Aŋ wakkä yaaka cääygene kä yoken aŋ wääkï a üdïn ye, muure äätin kaaccä kuun jï kä yew yewni ke Noo.
0107100080	Aŋ bata yaana Jooŋ Noo iingenee da kä ye, waak äcce kuun jï oogen ke määngen. Aŋ Noo üüljï tüggïn Pïṭo kuun jï.
0107110086	Aŋ tääl yiiŋin nïïnkä caykä kä ŋan ŋommañ wic, aŋ piik üüttïn kä ḍiirin. Aŋ kuun ääri ñaalok piik ŋommañ wic.
010712005b	Aŋ piik üüttïn kä ḍiirin ŋommañ wic, aŋ kuun wäättan taamit ñaalok piik witin.
0107130068	Aŋ piik ḍiirin kä yaac ŋommañ wic, aŋ pämkä mäyken muure yaaka polloŋ ŋoy ye, äätte witin.
010714005b	Aŋ piik yoken küülï ñaalok, aŋ pämkä äädi witin ïñï men buŋe kä ŋaṭükel.
0107150097	Aŋ waak'a layok ŋommañ wic a üdïn ye tüwgïn muure, ḍïïrgä ke ḍigärgä ke wakkä luum jïñe ke waak'a muulu ïñï ye, ke mäbaan muure.
010716004c	Wakkä yaaka cäyok ŋommañ ïwon wic wääkï a üdïn ye, tüwgïn muure.
01071700d0	Aŋ wakkä yaaka cäyok ŋommañ wic a üdïn ye, mäbaan ke ḍigärgä ke waak luum jïñe ke ḍïïrgä polloŋ jïñe cücce woo Pïṭo muure. Aŋ buccin a Noonu ke waak'a kaaccene kuun jï ye pääken.
0107180035	Aŋ piik ŋommañ mïïṭṭe wic nïïnkä kä 150.
01080100a3	Aŋ Jooŋ Noo batta agee kä wiirgon ke wakkä luum jïñe, ke ḍigärgä muure yaaka ke ike kuun jï ye, aŋ tuccin jommu ŋommañ wic aŋ piik wüükïn ïñï.
010802008b	Aŋ piik waŋgen yaaka yiiŋete ye, yoken üüljï ke kälkä polloŋ jïñe cäänna, aŋ ñaal yore yuutkene kä mäṇṇä polloŋ jï.
0108030053	Aŋ piik ḍuukin ïñï kä ḍeewaŋ kä ḍeewaŋ ŋommañ wic nïïnkä 150 ti.
0108040087	Aŋ paan ŋaṭükel ti, nïïnnä caay witken kä ŋaṭükel ti, kuun cääjjin waadgä pämkä yaaka battä me ogo Araraat ye witin.
0108050085	Aŋ piik ïïñjïdï kä wüükïn ïñï aŋŋa paan caay ti, aŋ nïïnnä ïïjjïn ti yen paan caay pämkä witken üükïn woo.
010806006f	Aŋ wääna nïïnkä caykä kä ŋan ḍakkene ye, Noo kääl ṭuule yaana naŋŋe kuun gunne ti ye, kupkene.
010807004d	Aŋ tuccin gaaggaak. Aŋ kaaccä woo aŋ päydin ke piik ïwene ŋommañ wic.
010808004f	Aŋ tuccin gülküte ogo ato piik ookce naana ḍewcono ïñï ŋommañ wic ye.
01080900dc	Aŋ gülküte batta a käñon nänṭ'a koojjee ïñï ye, aŋ ḍukcin Noo ti kuun jï, nääŋka ŋommañ wiñe muure mor agee kä küümon kä piik ye. Aŋ läjgi Noo ïṇte aŋ müŋŋe aŋ ḍuukke ike ti kuun jï.
01080a004e	Aŋ kiiññä ŋuca nïïnkä kä ŋaṭükel, aŋ gülküte ŋocce tucce woo.
01080b00a7	Aŋ gülküte ḍuukin ike ti biigin ti aŋŋi, i ädit jaan yaana battä me ogo jeytüün ye gitke garrä tüke ti, aŋ ŋïjï Noo piik ḍewcin ïñï ŋommañ wic.
01080c0084	Aŋ kiiññä nïïnkä kä ŋaṭükel yakkalaŋ ŋuca aŋ gülküte tucce, aŋ gülküte batta a ḍüükïdïnï ŋäjäk ike ti.
01080d00c8	Aŋ wääna Noo yuunge wäättene kä 601 ye, ïïjjïn ti nïïnnä yen yun kïcconḍe ti, piik ïwnä ŋommañ wic. Aŋ Noo kuun wiñe kuppe woo aŋ däämjin aŋ ŋommañ wiñe yooṭṭe a ïwon.
01080e0061	Aŋ paan yew ti, nïïnnä caykä kä yew witken kä ŋaṭükel ti, ŋommañ wiñe ïwnä muure.
01080f0019	Aŋ Jooŋ Noo kiinne ogo,
0108100051	“Kääjä woo kuun jï ikee ke ïïŋü ke merkä yüükü ke määngä yeeken.
010811009e	Ke wakkä muure yaaka ke ïkï a üdïn ye, ḍïïrgä ke ḍigärgä, ke wakkä luum jïñe äbä woo. Aŋ dalä gidok ŋommañ wic aŋ pïr aŋ ḍirä.”
0108120051	Aŋ Noo kääjin woo kuun jï ke merkä yeeke ke iiŋe ke määngä merkä yeeke.
010813008f	Ke wakkä luum jïñe ke ḍigärgä ke wakkä yaaka muulu ïñï ŋommañ wic ye, ke ḍïïrgä muure, kääjin woo kuun jï daa kä biilken.
0108140082	Aŋ Pïṭo bätki Noo tambal aŋ kuññu ḍigärgä ti ke ḍïïrgä ti muure yaaka ladaŋ a waak ïïllä wäämmä yok ye ti.
010815012f	Aŋ Pïṭo ŋääccä pin yaana gïmgede ye, aŋ jaajjin jone ti ogo, “Ŋommañ wiñe batta ŋuca bi tuumu kä nääŋkä mänbaan, aŋ ike a nääŋkä yaackä ken ḍooje jone ti kä ḍine tinä, aŋ wakkä yaaka a üdïn ye, batta ŋuca bi näga ḍugin bata wääna näŋŋä daa kä ḍugin ye.
01081600a7	Aŋ naana mor ŋommañ bilti ye, i pïïṇṇä ke errä, aŋ lüüy ke carrä, aŋ yiiwuk ke yiluk, aŋ äŋ jïñe ke wïïrïn jïñe, batta bi yüütï ïñï.”
010901006a	Aŋ Noo ŋüülkï Jooŋ ke merkä yeeke aŋ kiinne ogo, “Giide aŋ ḍiire aŋ ŋommañ wiñe küümge.
01090200c3	Aŋ ikee bi booce kä wakkä luum jïñe yaaka ŋommañ wic ye, ke ḍïïrgä polloŋ jïñe, ke waak'a layok ŋommañ wic ye muure, ke yak wii jïñe. Yaakki muure bi daläbu cäyok ïnkïc ti.
010903007e	Waak'a layok a üdïn ŋommañ wic muure ye, a wakkä äämkä yeekic bata wakkä garkä yek pïïtïn. Waak muure iññe kä.
0109040061	Aŋ gin'a yïmge batta a püürïnï woo ye üṇṇü a yïmgä gïtï, yäŋŋonḍe ŋana ame.
0109050099	“Aŋ mänbaan yaana bi näkï menen ye, bi jooju. Aŋ gin luum jïñe naana näkï mänbaan ye, bi tüw cäänna. Aŋ yaana näkï men ye, daa bi tüw.
0109060063	Aŋ yaana näkï men ye, daa bi näkä me ḍok, nääŋka Jooŋ mänbaan naŋŋeeda kä biilke ye.
010907003d	Giide, aŋ pïre aŋ ḍiire, aŋ ŋommañ wiñe küümge.”
0109080028	Aŋ Noo kiini Jooŋ ke merkä yeeke ogo,
0109090062	“Tiññaŋ ika ḍuccudu jiik ḍoocin yeeki ke ikee aŋ ke kaaynä yeekic yaaka ŋätkic ti ye,
01090a008b	ke waak naŋgin yaaka a üdïn kuun jï ke ikee ye muure, ḍïïrgä ke ḍigärgä ke waak luum jïñe yaaka layok ŋommañ wic ye muure.
01090b00c2	Ika bi ḍuccu jiik ḍoocin yeeki ke ikee, aŋ baati ŋuca wakkä üdïn ti muure yaaka bi tüw kä piik tääl ye. Aŋ baati ŋuca tääl mooye yaana bi cüüṭï gïtï ŋommañ wiñe ye.”
01090c00b7	Aŋ Jooŋ jaajjin ogo, “Gin yaanni ika päjgada ŋïngïn gin'a nüütü jiik ḍoocin waan yeeni ti ke ikee ye, ke waak'a a naŋgin a üdïn ye muure, ke merkä yeekic ti ke cüle.
01090d0082	Rüñït a gin'a ḍooccu ñaalok curuŋgu gïtï ye, aŋ bi wäätï a gin'a nüütï jiik ḍoocin waan yeeni ti ke ŋommañ ye.
01090e0056	Aŋ naana ika ääcä polku ñaalok polloŋ jï ye, i rüñït ükü woo polku gïtï.
01090f008e	Aŋ jiik ḍoocin yeeki ke ikee ke waak'a a üdïn ye muure bi payä. Aŋ baati tääl mooye yaana bi ätä nääkä waak'a a üdïn ye muure.
0109100086	Aŋ naana rüñït ükü woo curuŋgu gïtï aŋ yooṭu ye, jiik ḍoocin yeeki ke waak'a a üdïn ŋommañ wic muure ye bi payä.”
010911007d	Aŋ Noo kiini Jooŋ ogo, “A rüñït ken ḍooccu a paydin jiik ḍoocin yeeki ke waak'a a üdïn ŋommañ wic ye muure.”
0109120064	Aŋ merkä Noo yaaka kääjenee woo kuun jï ye, a Caam ke Haam ke Yaapic. Aŋ Haam a Kanaan wäyen.
010913005e	M'aka ikki ḍiirin piirtin ŋommañ wic yaakki, käjä woo merkä Noo yaaka kä ḍäk ye ti.
010914008f	Aŋ wääna tääl baakkenee kä ye, Noo jujjin kä puuynu yiil, aŋ pïïttä jaan muulu beel bata lüütkon, aŋ ṭulge naŋgä me a määk.
0109150066	Ääŋkalaŋ Noo mättä määk yaaka ñuŋŋe ye, aŋ ike nägi aŋ oodi keeñ yeene jï yore kä el.
0109160078	Aŋ Haam Kanaan wäyen, wäyen yoorre nïïn yore kä lat, aŋ ḍukcin üṇtük mädgen yaaka kä yewwe ye nüütkene.
01091700dc	Aŋ Caam ke Yaapic kuññu burŋu, aŋ pedi gïtï ke ḍääge ñaalok büyken ti, aŋ wüttü ti wäyen ti kä ŋätken, aŋ wäyen kümï yok. I waŋgen agene kä ṭukin woo batta ṭäkï wäyen yoottu i yore elaŋ.
0109180072	Aŋ wääna Noo määk pättee woo wiñe ti ye, nääŋk'a näŋgene daa minneni yeene ḍeerconḍe ye ŋïññe.
010919005e	Aŋ jaajjin ogo, “Kanaan bi a tuumgon! Aŋ ike bi wäätï a kiingon yen kiinkä mädgen.”
01091a006e	Aŋ Noo jaajjin ŋuca ogo, “Ŋüülkïn atï Pïṭo Jooŋ yen Caam ti! Aŋ Kanaan wäätï a kiingon yeene.
01091b0078	Dalä baan Yaapic gääpänä woo Jooŋ, aŋ cääjjï keeññi yek Caam gïtï, aŋ Kanaan wäätï a kiingon yeene.”
01091c003e	Aŋ wääna piik tääl baawkene ye, Noo cääynä yuungu 350.
01091d003b	Aŋ Noo cääynä yuunge muure 950, aŋ wäättana tüwnü.
010a01007f	Aŋ a kaaynä yek merkä Noo ikki, Caam ke Haam ke Yaapic. Aŋ iken gittä merkä kä ḍiräk wääna tääl baawkenee kä ye.
010a020057	Aŋ merkä Yaapic a Jomar ke Maajüüc ke Maday ke Yawaan ke Tabil ke Maacik ke Tiraac.
010a030032	Aŋ merkä Jomar a Ackanaac ke Rïpeec ke Tojarma.
010a040043	Aŋ merkä Yawaan a Alïca ke Tarcïïc aŋ mä Kaat ke mä Rudaan.
010a0500e4	Aŋ a kaaynä me yaakca ken ika piirtin gïtï, aŋ cääjjin wiykä mäyken ḍugin yaakka. Aŋ kiiptin gïtï kä bänkä yeeken ke äärgä yeeken tüggen, ke ṭoŋ yeeken aŋ wäättana kun yaŋkalaŋ daa kä lemmä yeenen.
010a060037	Aŋ merkä Haam a Küüc ke Macïr ke Püüt ke Kanaan.
010a070067	Aŋ merkä Küüc a Ceba ke Hawela ke Capta ke Raama ke Capteka. Aŋ merkä Raama a Cïïba ke Diidaan.
010a08004d	Aŋ Küüc gittä Nimuraat, aŋ a m'ana ïïjjïn kä teynä ŋommañ wic ye.
010a090089	Aŋ ike a kiño teyconḍe Pïṭo ñome ti, aŋ a yaana jaayge kä me ogo, “Beelje bata kiño Nimuraat kä teynä Pïṭo ñome ti.”
010a0a0075	Aŋ yätkïtïn yeene ïïjjïn ti kä bänkä yek mä Baabïl ke Aaraak ke Akaat ke Kolina ŋommañ mä Cïnnaar ti.
010a0b009f	Aŋ ike yätkïtïn yeene gääppe woo aŋ wükcïn ŋommañ mä Acüür ti, aŋ a nänṭ'a bättee kä bänkä battä me ogo Nïïnawa ke Rabuut Eer ke Kaala
010a0c0058	ke Recen ye. Aŋ Recen a baan mooye yaana yäwaŋ cääy waan mä Nïïnawa ke Kaala ye.
010a0d004b	Aŋ Macïr a wäy yen mä Lüüt ke mä Anaam ke mä Leheep ke mä Naptüü
010a0e004f	ke mä Patarooc ke mä Kaptoor ke mä Kacaloo, yaaka gittä mä Palactïïn ye.
010a0f0062	Aŋ Kanaan kaygon yeene yaana giiṇṇe ye, battä me ogo Cïdoon, aŋ ŋuca giiṇṇä mä Haat
010a10002e	ke mä Yaabüüc ke mä Amoor ke mä Jarjïïc
010a110026	ke mä Haaw ke mä Iraka ke mä Cïïn
010a120062	ke mä Arwaat ke mä Jamaar ke mä Hamaat. Aŋ wäättana äärgä tüggen yek mä Kanaan piirtin.
010a13008e	Aŋ kewnä yen mä Kanaan juwu Cïdoon aŋ ḍakcïdï ke Jaraar ke Gajja, aŋ kä baan mä Caduum ke Amuura ke Adama ke Jobïïm ke Leeca ti.
010a140067	Aŋ a kaaynä Haam ikki ke äärgä yeeken tüggen ke lemmä yeenen ke bänkä yeeken ke ṭoŋ yeeken.
010a150064	Aŋ Caam cäänna gittä merkä aŋ ike a Yaapic määden mooye, aŋ a wäy yen kaaynä Aabir muure.
010a160042	Aŋ merkä Caam a Ilaam ke Acüür ke Arpiceet ke Lüüt ke Araam.
010a170036	Aŋ merkä Araam a Üüc ke Üül ke Jaacir ke Maacik.
010a180031	Aŋ Arpiceet gittä Caale aŋ Caale gittä Aabir.
010a1900bd	Aŋ Aabir gittä merkä kä yewwe. Aŋ yaŋkalaŋ äkki me ogo Paalic, nääŋka ŋommañ kiibene daa kä me gïtï nïïnkä yaaka giidene daa me ye ti. Aŋ määden battä me ogo Yaktaan.
010a1a003b	Aŋ Yaktaan gittä Almodaat ke Caalip ke Ajaramuut ke Yaare
010a1b0021	ke Adüraam ke Üjaal ke Dïkïla
010a1c0022	ke Übaal ke Abïmayaal ke Cïïba
010a1d0042	ke Opeer ke Hawela ke Yübaap. Iken yaakki muure a merkä Yaktaan.
010a1e005a	Aŋ iken cäyok nänṭ'a battä me ogo Miica ye, atï ke Caapir pääm mä ñomuŋŋu ti.
010a1f0067	Aŋ a kaaynä Caam ikki ke äärgä yeeken tüggen ke lemmä yeenen ke bänkä yeeken ke ṭoŋ yeeken.
010a200089	Aŋ a äärgä tüggen yek Noo ikki ke merkä yeeken ke kaaynen, aŋ iken ti ṭoŋ piirtin ŋommañ wic wääna tääl baawkenee kä ye.
010b01005f	Aŋ ñomuk kä on me muure ŋommañ wic lemmä yeenen a keelok, aŋ a jiik keelkä ken jaaygä.
010b02009e	Aŋ wääna baŋŋene kä ñomuk ye, käññä nänṭä ḍääñgon gääpconḍe baan yaana battä me ogo Cïnnaar ye jï, aŋ iken cääjjin ïñï wïca.
010b0300e2	Aŋ iken luugjin pääken ogo, “Bätïn düüca aŋ peelïn tey.” Aŋ pämkä dalibuwin aŋ wäättana a düüca peelgon ken ñuugulene kä. Aŋ ŋomgu tïtkä dalibuwin aŋ wäättana a ḍiiney üllü ken ñuugulene kä.
010b0400e6	Aŋ iken jaajjin ogo, “Ääte ïkïïn näŋïn baan mooye, aŋ ïkïïn bätïn än mooye bääyconḍe yaana wiñe wätcïdï ti polloŋ jï ye. Aŋ ïkïïn näŋïn yäṇtäŋgono nuŋko ŋana pïïrtïtïn ŋommañ wic.”
010b05005d	Aŋ Pïṭo kääjin ïñï ükcïdï baan mooye ke än bääyconḍe yaana batä mäbaan ye.
010b0600b8	Aŋ Pïṭo jaajjin ogo, “Iken a mä keelkä aŋ lemmä yeenen a keelok! Aŋ iken ikki jujjin kä nääŋkä ginani yaanni, iken batta bi yocu naŋŋä gin'a ṭäkkänä naŋgä ye.
010b070070	Aŋ kaacïn ïñï lemmä yeenen cüülkïn daa gïtï, nuŋko ŋana yaŋkalaŋ jiik menen ookcedeeda gïtï.”
010b08005e	Aŋ piirji gïtï woo Pïṭo ŋommañ wic muure, aŋ yuuttu ïñï kä baṇṇä baan mooye.
010b0900d3	Ina ken äkkene daa me ogo Baabïl yaanna nääŋka Pïṭo mäbaan lepen cüülleeda gïtï muure, aŋ mäŋkalaŋ daa jaayee kä lemmä yeene yaanna, aŋ iken piirji gïtï woo Pïṭo ŋommañ wiñe ti muure.
010b0a0093	A perrä yen kaaynä Caam ikki. Wääna Caam yuunge aŋŋene kä 100 ye, aŋ wääna tääl baawkenee kä yuungu kä yewwe ye, ike gittä Arpiceet.
010b0b0072	Aŋ wääna Arpiceet giidene daa me ye, Caam cääynä yuungu 500, aŋ gittä merkä oogen ke tïïrïn yakkalaŋ.
010b0c0033	Aŋ Arpiceet cääynä yuungu 35, aŋ gittä Caale.
010b0d0073	Aŋ wääna Caale giidene daa me ye, Arpiceet cääynä yuungu 403, aŋ gittä merkä oogen ke tïïrïn yakkalaŋ.
010b0e0030	Aŋ Caale cääynä yuungu 30, aŋ gittä Aabir.
010b0f0070	Aŋ wääna Aabir giidene daa me ye, Caale cääynä yuungu 403, aŋ gittä merkä oogen ke tïïrïn yakkalaŋ.
010b100031	Aŋ Aabir cääynä yuungu 34, aŋ gittä Paalic.
010b110071	Aŋ wääna Paalic giidene daa me ye, Aabir cääynä yuungu 430, aŋ gittä merkä oogen ke tïïrïn yakkalaŋ.
010b120030	Aŋ Paalic cääynä yuungu 30, aŋ gittä Raaw.
010b130070	Aŋ wääna Raaw giidene daa me ye, Paalic cääynä yuungu 209, aŋ gittä merkä oogen ke tïïrïn yakkalaŋ.
010b140030	Aŋ Raaw cääynä yuungu 32, aŋ gittä Cïrü.
010b150070	Aŋ wääna Cïrü giidene daa me ye, Raaw cääynä yuungu 207, aŋ gittä merkä oogen ke tïïrïn yakkalaŋ.
010b160034	Aŋ Cïrü cääynä yuungu 30, aŋ gittä Nahüür.
010b170074	Aŋ wääna Nahüür giidene daa me ye, Cïrü cääynä yuungu 200, aŋ gittä merkä oogen ke tïïrïn yakkalaŋ.
010b180033	Aŋ Nahüür cääynä yuungu 29, aŋ gittä Taare.
010b190073	Aŋ wääna Taare giidene daa me ye, Nahüür cääynä yuungu 119, aŋ gittä merkä oogen ke tïïrïn yakkalaŋ.
010b1a0045	Aŋ Taare cääynä yuungu 70, aŋ gittä Abram ke Nahüür ke Araan.
010b1b0060	A perrä yen kaaynä Taare ikki. Taare gittä Abram ke Nahüür ke Araan. Aŋ Araan gittä Luut.
010b1c0088	Aŋ Araan ïïjjïn wäyen Taare yütte wic kä tüwnü baan battä me ogo Üür a yen mä Kaldaan nänṭä yaana giidene daa me ye ti.
010b1d00c0	Aŋ Abram ke Nahüür ḍiññä muuṭuk. Aŋ iŋ Abram battä me ogo Caarraay, aŋ iŋ Nahüür battä me ogo Maalka. Aŋ Maalka iken ke Icka a tïïrïn Araan yaana a Nahüür määden ina.
010b1e002c	Aŋ Caarraay a burŋu batta a giidon merkä.
010b1f0132	Aŋ Taare minneni yeene Abram koowne ke Luut minneni minneni yeene Araan ke Caarraay iŋ minneni yeene Abram, aŋ kaaccene kä woo kä nänṭ'a battä me ogo Üür a yen mä Kaldaan ye ti, atï ŋommañ mä Kanaan ti. Aŋ wääna ḍäägene ti baan yaana battä me ogo Araan ye, i cääjjin ïñï wïca.
010b20003b	Aŋ Taare cääynä yuungu 205, aŋ tüwnü baan Araan jï.
010c010091	Aŋ Abram kiini Pïṭo ogo, “Atä, baan yüünü mañjä ïñï ke mä yüükü ke än wääc, aŋ atä nänṭä yaana bi nüütkenii kä ye.
010c0200b4	Aŋ ïkï bi naŋeni wäätci agä ṭoŋ yäwke, aŋ ïkï bi tutkeni cäwdä ŋerconḍe, aŋ yäntonḍü bi naŋä täl, aŋ me bi käñï ŋüülkïn ika ti kä päy yüünü.
010c0300a7	Aŋ m'aka ïkï ŋüülkïnï ye, bi ŋüülkü aŋ m'aka ïkï tuumgi ye, bi tuumu, aŋ ïkï bi wäätci agä ŋüülkïn yek äärgä tüggen ŋommañ wic muure.”
010c0400d1	Aŋ Abram baŋŋä bata yaana kiinene daa Pïṭo ye, aŋ attä ke minneni määden Luut. Aŋ Abram wääna kääjenee woo baan yaana battä me ogo Araan ye jï, yuunge caykä kä ŋüṭükel witken kä duuc.
010c0500e8	Aŋ Abram iiŋe Caarraay koowne ke Luut, ke wakkä yeeke yaaka bilti ye muure, iken ke Luut, ke kiinkä yaaka ḍooje ke ike Araan ye. Aŋ iken kaaccä woo muure üŋjïdï ŋommañ mä Kanaan ti. Aŋ wääna ḍakkene ti Kanaan ye,
010c0600bb	Abrammä ättä ke ḍakene ti jaan mooye yaana battä me ogo Muura ye ti, cokulaŋ ti baan yaana battä me ogo Cakïïm ye ti. I nïïnkä yaakca ti mä Kanaan bilti ŋommañ yaanja jï.
010c0700b1	Aŋ Pïṭo üükïn woo Abram ti, aŋ kiinne ogo, “A kaaynä yüükü ken bi iñä ŋommañ yaanni.” Aŋ Abram Pïṭo bätkene tambal nänṭa üükene kä woo Pïṭo ye.
010c0800ec	Aŋ wäättana iken baŋŋä, aŋ cääjjin waadgä pämkä waan Betalï ke Aay, aŋ Betalï ḍïmjïdï kä ŋäjäk aŋ Aay ken kä ñomuk, aŋ keeñ yeene ṭeljene ïñï wïca. Aŋ Abram Pïṭo bätkene tambal aŋ maaŋŋe wïca.
010c09004f	Aŋ Abram bakkä woo üŋjïn ïñï teettälaŋ yaana battä me ogo Najïp ye.
010c0a0097	Aŋ baan yaanja ti nänṭä aŋŋa käñ kä yaac, aŋ Abram baŋŋä Macïr atï cääjjïdï wïca a boorgon nääŋka käñ yaaññee kä wïca ye.
010c0b0076	Aŋ wääna iken ḍakkene ti tooy tük Macïr ye, iiŋe Caarraay kiinne ogo, “Ŋäjjä ïkï agä iiŋ ŋerconḍe.
010c0c0086	Naana ïkï bi yoorgi mä Macïr ye, iken bi jaajjï ogo, ‘A iiŋe inni.’ Aŋ ika bi näka ḍok aŋ ïkï bi mañjini agä üdon.
010c0d0074	Jaajjä ogo ïkï agjey käwo, aŋ kä jiik yüükü ika batta bi naŋga nääŋkalaŋ, aŋ ika bi üüdja ḍok.”
010c0e0049	Aŋ wääna kaaccene ti Macïr ye, ike yoori mä Macïr ŋeraŋ kä yaac.
010c0f0071	Aŋ wääna yoorene daa kä ḍuuŋkulen yek Parahuun ye, riingi Parahuun aŋ wäättana iji än mooye yeene jï.
010c10009e	Aŋ kä ike Parahuun jone ñappä kä Abram, aŋ Abram iññi ḍiik ke däk ke tüürüŋŋï oogen ke määngen ke kiinkä oogen ke määngen ke kälämgä.
010c110064	Aŋ Pïṭo Parahuun ke mä yeeke tuckene yokïn rackïtïn yaajgonḍe kä jiik Caarraay iŋ Abram.
010c120087	Aŋ Parahuun Abram bärkene aŋ taaññe ogo, “A nääŋkä ŋaaka ika näŋganaa kä yaakka? Ika batta nüütkadaa ogo ïïŋü ina?
010c13005e	Aŋ ika kiindaa ogo käwic ina, ke koowu daa kä a iiŋ yeeni? Ïïŋü ina, koowu aŋ ate!”
010c14005b	Aŋ Parahuun mä yeeke iingene ogo Abram ñoolcï woo baannen ke iiŋe ke waak yeeke muure.
010d010077	Aŋ Abram juwu Macïr, aŋ üŋjïn ñaalok nänṭ'a battä me ogo Najïp ye, ke iiŋe ke Luut ke wakkä yeeken muure.
010d020050	Aŋ Abram aŋŋa ceeggon kä yaac kä ḍigärgä ke tiilgä gälkä ke tiilgä.
010d0300c5	Aŋ ike juwu Najïp, aŋ attä nänṭä ke nänṭä atï Betalï aŋ ḍakkä ti nänṭä yaana waan Betalï ke Aay ye ti, nänṭä yaana agee kä ṭïlcïnï kä ïñï keeñ yeene kä on ye.
010d04005c	Aŋ a nänṭ'a ïïjjenee ti bättee kä tambal ye. Aŋ Abram Pïṭo maaŋŋe ŋuca wïca.
010d05004e	Aŋ cäänna Luut yaana layok ke Abram ye, cääygene ḍigärgä ke keeññi.
010d060083	Aŋ nänṭä cäwdä yeenen ḍeeṭṭä ïñï, aŋ batta lïïṭït cäwdä nänṭä keellä kä ḍiirin ḍigärgä yeeken.
010d07009b	Aŋ kaaydoni ḍigärgä yek Abram ke yek Luut äämä yääññäni. Aŋ mä Kanaan ke mä Peeric nïïnkä yaakca ti cäyok nänṭä yaanja ti cäänna.
010d080094	Aŋ Abram Luut kiinne ogo, “Ŋana ïkïï äämï yääññä, aŋ ŋana kaaydoni ḍigärgä yooko äämä yääññä, ïkïï agï mä keelkä.
010d0900c4	Ŋommañ muure ina ñomü ti yaanna ïkïï pïïrtï. Naana ïkï üŋjü kä buŋ birrä ye, i ika üŋjü kä buŋ aam aŋ naana ïkï üŋjü kä buŋ aam ye, i ika üŋjü kä buŋ birrä.”
010d0a00ec	Aŋ Luut wiñe äärene ñaalok aŋ cäälgä yek wii mä Üürdün yooṭṭe taaŋŋä Coogaar garaŋ bata nänṭä garrä yen Pïṭo, aŋ ŋeraŋ beel bata ŋommañ mä Macïr. I batta mor Pïṭo Caduum ke Amuura ḍüüme gïtï.
