0100000007	Jenesis
0106020091	Ezɨ Godɨn otariba gari, gumazamizibar guivir igiaba, men mɨkarzibar ganganiba bar men dera. Ezɨ me uan ifongiamɨn gɨn ghua, me isa men iti.
01060300ff	Ezɨ God ghaze, “Gumazamiziba angamɨra ikiasa kɨ uan Duam me gatɨ. Ezɨ men mɨkarziba nguazir kamɨn biziba, kamaghɨn kɨ uan Duamɨn amamangatɨghtɨ, a me ko dughiar ruarimɨn ikian kogham. Datɨrɨghɨn me 120plan azenibara ikegh egh ovengam.”
010604010b	Ezɨ dughiar kamɨn ikegha gɨn zuir dughiamɨn, gumazir bar dafar maba nguazimɨn ike. Gumazir kaba, kar gumazamizibar guivir igiaba Godɨn otariba ko akuizɨ otivizir boriba. Me ingangarir igharagha garibar amuamin gavgavim ikia egha dughiar kamɨn ziar ekiaba iti.
01060500d0	Ezɨ Ikiavɨra Itir God, nguazim bar an itir gumazamizibar gari, men arazir kuraba bar ikufi. Gumazamiziba dughiaba bar, uan navir averiamɨn aven arazir kuraba baghavɨra nɨghnɨgha dagh ifongeghavɨra iti.
01060600b4	Ezɨ Ikiavɨra Itir God men arazir kurabagh nɨghnɨgha bar osemegha ikia navim bighiaghirɨgha, ghaze, mevzika, kɨ ti nguazimɨn itir gumazamizibar ingarizir puvatɨzɨ deraghai.
0106070134	Egha Ikiavɨra Itir God ghaze, “Kɨ ingarizir bizir kaba bagha osemegha nan navim bɨki. Kamaghɨn, kɨ guizbangɨra gumazamizir kɨ ingarizibagh asɨghasɨghtɨ, men tav ua nguazimɨn ikian kogham. Eghtɨ kɨ asɨzir nguibamɨn itiba ko ruarimɨn itiba, ko kuaraziba bar, kɨ uaghan dagh asɨghasigham.”
0106080059	Ezɨ Noa uabɨra, Ikiavɨra Itir Godɨn damazimɨn deravɨrama oto, ezɨ a bar a gifonge.
01060900e6	Eghaghanir kam, a Noan eghaghanim. An otarir 3pla iti, men ziabar kara: Siem, Ham ko Jafet. Noa Godɨn damazimɨn bar gumazir aghuim, egha gumazamizibar damazibar dera. Egha a dughiaba bar Godɨn boroghɨn ikiava a ko roroam gami.
01060b008f	Ezɨ God gumazamizir igharazibar gari, men araziba bar ikufi. Nguazir oteviba bar, mɨdorozir arazim ko orazir puvatɨzir arazim ghuavɨra iti.
01060c008b	God garima arazir kuram bar nguazim avara. Ezɨ a gari gumazamizir aghuaritam itir pu. Puvatɨ. Gumazamiziba bar arazir kurabaram amua iti.
01060d0108	Kamaghɨn, God kamaghɨn Noa mɨgɨa ghaze, “Gumazamiziba bar uariv soghava orazir puvatɨzir arazim gami, ezɨ nguazir kam arazir kuram bar a gizɨfa. Kamaghɨn, kɨ nguazir kam sara, me gasɨghasɨghasa. Kɨ gumazamiziba bar me agɨvaghtɨ, me ua ikian kogham.
01060e0094	Kamaghɨn, nɨ temer aghuiba abighɨva ua bagh kurir tamɨn ingarigh. Egh an averimɨn danganitabar ingarighva koltan an averiam ko azenim aghefegh.
01060f0078	Nɨ kurir kam kamaghɨn an ingar: An ruarim 130 mitan tughtɨ, an baravim 22 mitan tugh, eghtɨ an siriam 13 mitan tugh.
0106100136	Egh nɨ an siriamɨn ingartɨ, an siriam bar izighirɨ an mɨriam avan markɨ. Nɨ kurir siriam ko mɨriamɨn tongɨra toritam ateghtɨ, aruer angazangarim kurimɨn aven mangɨ. Egh nɨ ghuriar 3pla kurimɨn aven dar ingarigh, tam vazimɨn, tam arɨghara, egh tam pɨn. Egh tiar akam an mɨriamɨn an ingarigh.
010611008f	“Nɨ oragh! Kɨ aperiar ekiam damightɨ a nguazimɨn otogh, nguazimɨn itir bizir angamɨra itiba bar dar amightɨ da bar moghɨrama ovengam.
010612009a	Eghtɨ kɨ nɨ ko, uan Akar Dɨkɨrɨzir Gavgavim akɨrightɨ, nɨ deragh ikiam. Nɨ uan amuim ko, uan otariba ko men amuiba, ia kurir kamɨn aven mangɨ.
0106130086	Egh nɨ asɨziba vaghvagh pumuning pumuningɨn me ini, amebar mam ko apurir mam. Egh me ovengan koghsɨ da inigh kurimɨn aven mangɨ.
01061400cf	Nɨ kuarazir igharagha gariba vaghvagh, dar pumuning pumuning, ko asɨzir muziariba ko ekiar igharagha gariba vaghvagh, dar pumuning pumuning inigh. Egh da ovengan koghsɨ, nɨ da inigh kurimɨn aven mangɨ.
0106150068	Egh nɨ uan amuiroghboriba ko asɨzibagh nɨghnigh, dagher guar avɨriba bar da isɨ kurim darɨkigh.”
010616003b	Ezɨ Noa God a mɨkemezɨ moghɨra bizir kaba bar dagh ami.
01070100d3	Egha Ikiavɨra Itir God kamaghɨn Noa mɨgei, “Kɨ nɨn gari, nɨrara nguazimɨn gumazamizibar tongɨn nan damazimɨn dera. Kamaghɨn, nɨ uan amuim ko, nɨn otariba uan amuiba ko, ia bar kurimɨn aven mangɨ.
01070200e2	Egh nɨ asɨzir nan damazimɨn zuezir igharagha gariba vaghvagh, 7plan amebaba ko 7plan apuriba inigh. Egh asɨzir nan damazimɨn zuezir puvatɨzir igharagha gariba, nɨ vaghvagh amebam ko apurimra inigh, kurimɨn aven mangɨ.
01070300b4	Kamaghɨra nɨ kuarazir igharagha garibar 7plan amebaba ko apuriba ini. Nɨ kamaghɨn damightɨ da arɨmɨghireghan koghtɨ, dar nguziba gɨn nguazimɨn otivigh bar avɨrasemegham.
01070400dd	Eghtɨ dughiar 7pla gɨvaghtɨ, kɨ amozim nguazimɨn anemadaghtɨ, a 40plan arueba ko dɨmagaribar arigh mamaghɨra ikiam. Eghtɨ bizir kɨ ingarizɨ angamɨra itiba, kɨ dagh asɨghasɨghtɨ, da bar arɨmɨghiregham.”
0107050038	Ezɨ Noa God a mɨkemezɨ moghɨra, biziba bar dagh ami.
010706002b	Noa 600plan azeniba itima, aperiar kam oto.
0107070079	Dughiar kam, Noa uan amuim ko, an otariba uan amuiba ko, aperiam otogh me gasɨghasɨghan koghasa, me kurimɨn aven ghue.
0107080106	Ezɨ God Noa mɨkemezɨ moghɨra, asɨzir Godɨn damazimɨn zueziba ko, asɨzir mɨzɨrɨziba ko, kuaraziba ko, asɨzir muziariba, asɨzir igharagha gariba bar, da vaghvagha apurir mam ko amebar mam, pumuning pumuningɨn Noa bagha iza, ghua kurimɨn ghuavanangi.
01070a003d	Dughiar 7pla gɨvazɨma, aperiar ekiam otogha nguazim gizefi.
01070b00f1	Dughiar kam Noa 600plan azeniba iti, ezɨ azenir kamɨn iakɨnir namba 2ɨn, dughiar namba 17ɨn, nguazim akam akarizɨma, dɨpar nguazimɨn averiamɨn itir ekiam akariaghɨrɨgha zuamɨram anabo. Ezɨ amozim izaghira mati me dɨpam fusfusi.
01070c0048	Ezɨ amozir ekiam 40plan arueba ko dɨmagaribar izaghira mamaghɨra iti.
01070d007c	Ezɨ Amozim arɨghizir dughiamra, Noa, uan amuim ko, an otarir 3pla, Siem, Ham, Jafet, uan amuiba ko, me kurimɨn aven ghue.
01070e009d	Ezɨ nguibamɨn asɨzir guar avɨriba bar, ko ruarimɨn asɨzir ekiaba ko dozir guar avɨriba, ko kuaraziba bar vaghvagha Noan adarazi ko kurimɨn aven ghue.
01070f00d1	Ezɨ God mɨkemezɨ moghɨn, bizir angamɨra itiba, da vaghvagha apurir mam ko amebar mam, pumuning pumuningɨn Noa bagha iza, a ko kurimɨn aven zui. Noa aven ghugha gɨvazɨma, Ikiavɨra Itir God tiam asara.
010711005f	Ezɨ 40plan aruebar dɨpam izɨvavɨra ikia, kurim asirafa. Ezɨ kurim nguazim ategha pɨn iti.
0107120055	Ezɨ dɨpam nguazim gisɨn sɨvaghsɨvagha ghuavanadima kurim a gisɨn deravɨra iti.
0107130070	Ezɨ nguazim gisɨn dɨpam sɨvaghsɨvagha ghuavanagavɨra ikia mɨghsɨar overiamɨn apengan itiba bar ada ave.
0107140084	Egha abuan dɨpam nguazim bar anevaragha, sɨvagha pɨn ghua overiamɨn apengan itir mɨghsɨar ekiaba bar dagh afiragha 7 mitan tu.
0107150093	Ezɨ nguazimɨn angamɨra itir bizir kaba, kuaraziba ko, nguibamɨn asɨziba, ruarimɨn asɨzir ekiaba ko doziba ko gumazamiziba, me bar ariaghire.
0107160039	Ezɨ nguazimɨn itir bizir angamɨra itiba bar ariaghire.
01071700d4	Ezɨ nguazimɨn itir bizir kaba bar, gumazamiziba, nguibamɨn itir asɨziba, ruarimɨn itir asɨziba, ko kuaraziba, Ikiavɨra Itir God bar me kuavareme. Ezɨ Noa ko bizir kurimɨn aven itiba merara angamɨra iti.
010718004b	Ezɨ dɨpam bar ekevegha nguazim bar anevaragha ghua 150plan dughiabar ike.
01080100b2	Ezɨ dughiar kamɨn God Noa ko asɨzir a ko kurimɨn itiba gɨn amadazir puvatɨ, a me gɨnɨghnɨghavɨra ikiava amɨnim amadazɨ a dɨpam gisɨn ivaima dɨpam sɨvagha uaghiri.
0108020085	Ezɨ dɨpar nguazimɨn averiamɨn izim uam anadir puvatɨ. Ezɨ overiamɨn amozim izir tuaviba pɨrizɨ, amozim ua izaghirir puvatɨ.
0108030055	Ezɨ dɨpam ghuaghira ghua, 150plan dughiaba gɨvazɨma dɨpam daka uaghiravɨra iti.
0108040073	Ezɨ iakɨnir namba 7ɨn dughiar namba 17ɨn kurim Araratɨn Mɨghsɨabar itir danganimɨn mɨghsɨar mamɨn apera.
0108050080	Ezɨ dɨpam, daka uaghiravɨra ikia ghua iakɨnir namba 10ɨn dughiar namba 1ɨn tuzɨ, dughiar kamra mɨghsɨabar ghuaba otifi.
01080600ba	Ezɨ 40plan dughiaba gɨvazɨma, Noa kurimɨn windua kuigha, kuarazir ziam kotkot amadazɨma, a ghugha ua izezir puvatɨ. A mɨgha aruavɨra ikiav itima dɨpam dakezɨ nguazim mɨsɨngi.
0108080068	Ezɨ Noa foghasa, nguazim mɨsɨngis, o puvatɨ. Egha kamaghɨn, kuarazir ziam bunbam amadazɨma, a zui.
01080900cc	Ezɨ dɨpam nguazim avaragha ikiavɨra itima, kuarazir bunbam dapian danganibagh asa, kamakɨn dɨpam mong pɨn ikiavɨra iti. Ezɨ a uamategha kurimɨn ghuzɨ, Noa dafarim amadagha uam a inigha aven ghu.
01080a003d	Ezɨ 7plan dughiaba gɨvazɨma, Noa ua kuarazir bunbam amada.
01080b00b9	Ezɨ dughiar kamɨn bar guaratɨzimɨn kuarazir bunbam uamategha a bagha izi. Egha uan akamɨn olivɨn temer dafarir igiar mam iviragha izi. Ezɨ Noa kamaghɨn fo, dɨpam dakegha gɨfa.
01080c0069	Egha a 7plan dughiabar uam orarkegha kuarazir bunbam uam anemada. Ezɨ kuarazir bunbam ua izezir puvatɨ.
01080d00da	Ezɨ Noa dughiar kamɨn 601plan azeniba iti, ezɨ iakɨnir namba 1, an dughiar namba 1 otozɨ dɨpam mɨdɨi. Ezɨ a kurimɨn siriam mɨkɨnizir avavem asigha azenan danganiba bar deravɨra dar gari, nguazim mɨsɨngi.
01080e0051	Egha ghua iakɨnir namba 2ɨn, namba 27ɨn dughiam otozɨ, nguazim bar mɨsɨngi.
01080f001b	Ezɨ God Noa mɨgɨa ghaze,
010810004a	“Nɨ, uan amuim ko, nɨn otariba uan amuiba ko, ia kurim ategh magɨrɨ.
01081100bd	Egh angamɨra itir asɨziba bar, kuaraziba ko asɨzir ruarim ko nguibamɨn itiba, nɨ bar moghɨra da inigh magɨrɨ. Eghtɨ da bar otɨv arogh avɨrasemeghɨva nguazir kam bar an angɨ.”
0108120038	Ezɨ Noa uan amuim ko an otariba, uan amuiba ko uaghiri.
010813006a	Ezɨ kuaraziba ko asɨzir avɨrir guar magh gariba vaghvagha uari uari abɨgha uari akuva egha azenan izi.
0108140123	Egha Noa Ikiavɨra Itir Godɨn ziam fasa ofa damuamin danganir mamɨn ingari. Egha Godɨn damazimɨn zuezir asɨzir guar avɨriba, dar vamɨra vamɨra inigha, kuarazir Godɨn damazimɨn zueziba dar vamɨra vamɨra inigha dav suegha God bagha ofa gami. Egha da tuezɨ da bar isigha mɨghɨri.
01081501c3	Ezɨ Ikiavɨra Itir God Noa amizir mughuriar aghuim zuir ofa bagha bar ifuegha ghaze, “Kɨ ua gumazamizibar arazir kuraba bagh nguazim gasɨghasɨghan kogham. Guizbangɨra, gumazamiziba boribar mɨn ikia ghua asangizir dughiamɨn, me bar arazir kuram damuamin nɨghnɨziba iti. Ezɨ bizir kam bagha, kɨ biziba bar dagh asɨghasɨki. Egh kɨ dughiar kamɨn amizir arazir kamɨn mɨrara, uamategh angamɨra itir biziba bar dagh asɨghasɨghan kogham.
0108160119	Eghtɨ nguazim ikɨvɨra ikɨtɨ dughiar kaba uaghan otivɨra ikiam, dughiar dagheba opariba ko dagheba iniamba, dughiar orangtɨziba ko fefeba, dughiar amoziba iziba ko arueba gariba ko dɨmagariba ko arueba. Dughiar kaba gɨvaghan kogh mangɨ nguazim gɨvamin dughiam otogham.”
01090100a4	Dughiar kamɨn, God arazir aghuim Noa uan otariba ko, me damuasa kamaghɨn me mɨgɨa ghaze, “Ia borir avɨriba batɨtɨ, ian adarazi nguazir kam bar a gizɨvaka.
0109020083	Eghtɨ ruarimɨn itir asɨzir muziariba ko ekiaba, ko kuaraziba, ko osiriba bar moghɨra ian atiatightɨ, ia me gativagh men ganam.
01090300c4	Kɨ faragha ia damasa zuravaribara daghebar mɨn ia ganɨngi. Egha datɨrɨghɨn nguibamɨn asɨziba, ko ruarimɨn itir asɨziba, ko zuravariba sara bar da isa ia ganɨngi eghtɨ, ia bar dar amam.
01090400ce	Guizbangɨra, ghuzim ivemara ikɨrɨmɨrir angamɨra itim anɨdi. Kamaghɨn, ia ghuziba ikiavɨra itir asɨzitam aman markɨ. Ia asɨzim mɨsueghtɨ, an ghuzim faragh bar iregh gɨvaghtɨma, ia gɨn anemɨ.
01090500f3	Eghtɨ tina gumazimɨn ghuzim damutɨ, a ireghtɨ an aremegham, eghtɨ kɨ gumazir kamɨn arazir kuram ikarvagham. Guizbangɨra, asɨzitam o gumazitam gumazir mam mɨsueghtɨ an aremegham, kɨ uaghan osɨmtɨzir kuram a danightɨ an aremegham.
01090600a3	Kɨ God, kɨ uabɨ gumazimɨn ingarizɨma a nan mɨrara gari. Kamaghɨn gumazir manam igharazitav mɨsoghezɨ an areme, egh a uabɨ gumazibar dafaribar ovengam.”
0109070083	Egha God ua kamaghɨn mɨgei, “Eghtɨ iarara, ia borir avɨriba batɨtɨ, ian boriba bar avɨrasemegh nguazimɨn otɨvarogham.”
0109080027	Egha God Noa ko an otaribav gɨa ghaze,
0109090062	“Ia oragh! Kɨ datɨrɨghɨn ia ko, ian borir gɨn otivamiba ko Akar Dɨkɨrɨzir Gavgavim gami.
01090a00b0	Egha uaghan bizir angamɨra ia ko kurimɨn ikezir kaba, kuaraziba, nguibamɨn asɨziba ko, ruarimɨn asɨzir ia ko itiba, da bar, kɨ me ko Akar Dɨkɨrɨzir Gavgavir kam gami.
01090b010d	Kɨ datɨrɨghɨn ia koma Akar Dɨkɨrɨzir Gavgavim gamigha kamaghɨn mɨgɨa ghaze, Guizbangɨra, kɨ datɨrɨghɨn uam aperiar ekiatam damightɨ a izɨ bizir angamɨra itibagh asɨghasighan kogham. Eghtɨ aperiar ekiatam nguazir kam ua bar gasɨghasɨghan kogham.”
01090c00c2	Egha God ghaze, “Kɨ arazir kam akaghtɨ, ia ganigh fogh suam, kɨ Akar Dɨkɨrɨzir Gavgavim ia ko, bizir angamɨra ia ko itiba, ko ian gɨn otivamin boriba, kɨ ia bagha bar a gamigha gɨfa.
01090d00c2	Ezɨ arazir kam kamakɨn, kɨ ababanim ian akagha, overiamɨn pɨn ekianim atɨ. Kar nan ababanim, a ghaze, Akar Dɨkɨrɨzir Gavgavir kɨ nguazimɨn itir biziba bagha amizim, a ikɨvɨra ikiam.
01090e007d	Eghtɨ kɨ amozim amadaghtɨ a izeghtɨ an gɨn ghuariar ekiaba ikɨvɨra ikɨtɨ, dughiar kamɨn ekianim overiamɨn otogham.
01090f00eb	Eghtɨ kɨ an ganigh uan Akar Dɨkɨrɨzir Gavgavir, bizir angamɨra itiba ko ia bagha amizim a gɨnɨghnɨghvɨra ikiam. Eghtɨ bizitam ua kamaghɨn otivan kogham, aperiatam uam nguazimɨn angamɨra itir bizibagh asɨghasighan kogham.
01091000a2	Egh kɨ pɨn ekianimɨn ganɨva, nguazimɨn angamɨra itir biziba ko amizir Akar Dɨkɨrɨzir Gavgavir kam gɨnɨghnɨghvɨra ikɨtɨ, a ikɨ mamaghɨra ikiam.”
010911008e	Egha God Noa mɨgei, “Ekianir kam, kar nan ababanim, kɨ nguazimɨn angamɨra itir biziba bagha Akar Dɨkɨrɨzir Gavgavim gamigha aneka.”
0109120079	Kar Noan otarir 3plan a ko kurimɨn ikegha azenan izezibar ziaba: Siem, Ham ko, Jafet. Ezɨ Hamɨn otarimɨn ziam, Kenan.
0109130062	Ezɨ Noan otarir 3plan kabanang, me datɨrɨghɨn nguazim gizɨvazir gumazamiziba bar men ovaviba.
010914006a	Ezɨ aperiar ekiamɨn gɨn Noa azenim oparir gumazimɨn mɨn otogha faraghavɨra wainɨn azenir mam opari.
0109150084	Egha dughiar mamɨn a wainɨn dɨpar onganir maba amegha ongani. Ezɨ an iniba paghirezɨma a bibiamra uan purirpenim girɨghav iti.
010916006f	Ezɨ Kenanɨn afeziam Ham, ghua uan bibiamra itir afeziamɨn ganigha uam azenan ghua uan aveghbuamning mɨkeme.
010917012b	Ezɨ Siem ko Jafet inir mam inigha an onegha uan dɨpɨzimning gatɨ. Egha aning purirpenim akɨrim ragha a gasaragha nɨmɨra itimra ghua uan afeziamɨn mɨkarzim avara. Aning uan guamning igharagha mɨsuegha uan afeziamɨn mɨkarzim avara. Egha uan afeziamɨn mɨkarzir mogomemɨn ganizir puvatɨ.
0109180074	Ezɨ Noan nɨghnɨzim derazɨ a ua dɨkavigha an otarir abuananam Ham, an mɨkarzir mogomemɨn ganizir bizim baraki.
0109190076	Egha a ghaze, “Osɨmtɨzir ekiam Kenan ko ikɨtɨ, a uan aveghbuabar ingangarir gumazimɨn bar men apengan ikiam.”
01091a00a1	Egha Noa ua kamaghɨn mɨgei, “E Ikiavɨra Itir Godɨn ziam fam, a Siemɨn God. Egha kɨ kamaghɨn Godɨn azai, Kenan pura Siemɨn ingangarir gumazimɨn ikiam.
01091b0093	Eghtɨ God Jafetɨn adarazir amightɨ me avɨrasemegh, Siemɨn adarazi ko deragh dapiam. Eghtɨ Kenan pura Jafetɨn ingangarir gumazimɨn ikiam.”
01091c0037	Aperiar ekiam gɨvazɨma, Noa uam 350plan azenibar ike.
01091d0021	Egha 950pla azeniba ikiava areme.
010a0100ae	Kar Noan otaribar eghaghanim. Men ziabar kara: Siem, Ham, ko Jafet. Ezɨ aperiar ekiamɨn gɨn men ovavir borir avɨribar otifi. Ezɨ Noan ovavir boribar ziaba kamaghɨn zui.
010a020056	Kar Jafetɨn otaribar ziabar kara: Gomer, Magok, Madai, Javan, Tubal, Mesek, ko Tiras.
010a03003f	Ezɨ Gomerɨn otaribar ziabar kara: Askenas, Rifat, ko Togarma.
010a040056	Ezɨ Javanɨn otaribar ziabar kara: Elisa, Tarsis, ko Saiprusɨn gumaziba, ko Dodania.
010a0500c9	Ezɨ gumazir kaba, gɨn ongarir mɨriam ko arighatɨzibagh apiazir darazir ovaviba. Kar Jafetɨn ovavir boriba. Egha me uan dakozibar vaghvagha uan nguazibarama apiagha, uari uan ikɨzibara akabav gei.
010a06003c	Ezɨ Hamɨn otaribar ziabar kara: Kus, Isip, Libia ko Kenan.
010a070077	Ezɨ Kusɨn otaribar ziabar kara: Seba, Havila, Sapta, Rama ko Sapteka. Ezɨ Rama otarir pumuningra iti: Seba ko Dedan.
010a08006e	Ezɨ Kus otarir mam iti, an ziam Nimrot. Nimrot a nguazir kamɨn bar faraghavɨra otozir gumazir bar gavgavim.
010a090132	Ezɨ Ikiavɨra Itir God gavgavim isa Nimrot ganɨngizɨma an asɨziba burir fofozir ekiam iti. Kamaghɨn gumazamiziba ziar ekiam munav danɨngasa, kamaghɨn mɨgei, “Gumazir kam a Nimrotɨn mɨraram ami. Ikiavɨra Itir God gavgavim Nimrot ganɨngizɨma, ana asɨziba buriamin fofozir ekiar aghuim iti.”
010a0a006f	Ezɨ Nimrot nguibar ekiar 3plan gari, Babel, Erek, ko Akat. Nguibar ekiar 3plan kaba Babilonian nguazimɨn iti.
010a0b0066	Egha Nimrot Babilon ategha Asirian amadaghan ghua nguibar ekiar kabar ingari, Ninive, Rehobotir, Kala,
010a0c0067	ko Resen. Resen, a Ninive ko Kalan nguibamningɨn tizimɨn iti. Ezɨ Kalan nguibam a nguibar bar ekiam.
010a0d0037	Isip a ikɨzir kabar ovavim: Lidia, Anam, Lehap, Naptu,
010a0e0071	ko Patrus, Kaslu, ko Krit. Ezɨ Filistian ikɨzimɨn adarasi, me Kritɨn Arighatɨzimɨn itir darazir aven otifi.
010a0f0078	Ezɨ Saidon a Kenanɨn otarir ivariam. Ezɨ igharaz darazi uaghan Kenanɨn ovavir boriba, ezɨ men adarazir kara: Hitia,
010a10001d	Jebusia, Amoria, Girgasia ko,
010a110015	Hivia, Arkaia, Sinia,
010a12005f	Arvatia, Semaria ko Hamatia. Gɨn Kenanɨn adarazir danganiba bar a dar ghuava tintinibar apia.
010a130101	Egha Kenania inigha apiazir nguazir kam Saidonɨn nguibamɨn ikegha ghua Gerarɨn nguibamɨn tu, kar Gasan nguibamɨn amadakan. Ezɨ men mɨtaghniam ghua aruem anadi naghɨn nguibar kabar tu, Sodom ko Gomora ko Atma ko Seboim, kar Lasan nguibamɨn amadakan.
010a140088	Gumazamizir kaba bar, me Hamɨn ovavir boriba. Egha me uan dakozibar vaghvagha uan nguazibarama apiagha, uari uan nguibabara akabav gei.
010a150060	Ezɨ Siem a Jafetɨn avebam. Egha uaghan boriba iti, egha Siem a Eberɨn boribar ovavir afeziam.
010a160042	Siemɨn otaribar ziabar kara: Elam, Asur, Arpaksat, Lidia ko Aram.
010a170039	Ezɨ Aramɨn otaribar ziabar kara: Us, Hul, Geter ko Mas.
010a180044	Ezɨ Arpaksat, a Selan afeziam, ezɨ Sela, a Eberɨn afeziamɨn oto.
010a190104	Ezɨ Eber an otarir pumuning iti. Mamɨn ziam Pelek. Pelek itir dughiamɨn nguazimɨn itir gumazamiziba tintinimɨn bɨaghire. Kamaghɨn me ziar kam, “Pelek,” a gatɨ. Ziar kamɨn mɨngarim kamakɨn, “Bar bɨaghire.” Ezɨ Pelekɨn dozimɨn ziam Joktan.
010a1a0049	Ezɨ Joktanɨn otaribar ziabar kara: Almodat, Selep, Hasarmavet, Jera ko,
010a1b0018	Hadoram, Usal, Dikla ko,
010a1c0017	Obal, Abimael, Seba ko,
010a1d003f	Ofir, Havila, ko Jobap. Gumazir kaba bar, me Joktanɨn otariba.
010a1e0068	Ezɨ Joktanɨn boriba Mesan nguibamɨn ikegha ghua aruem anadi naghɨn Sefarɨn nguibar mɨghsɨabar tu.
010a1f0073	Kar Siemɨn ovavir boriba. Egha me uan dakozibar vaghvagha uan nguazibarama apiagha, uari uan ikɨzibar akabav gei.
010a2000a4	Gumazir ziaba itir kaba, kar Noan otariba ko an otaribar otariba ko men ovavir boriba. Aperiar ekiamɨn gɨn, gumazamizir kabar ikɨziba nguazim gizɨvagha aneroke.
010b01005e	Fomɨra nguazimɨn gumazamiziba bar akar vamɨra ikia, egha mɨgɨrɨgɨar otevir vabaram ami.
010b020059	Egha me aruem anadi naghɨn ikegha, puram arua ghua iza Babilonɨn nguazir zarimɨn apia.
010b0300ea	Egha me uarira uariv gei, “Aria, ia izɨ, e bar moghɨra nguazitaba inigh da tueghtɨ da brighbar mɨn otivika.” Egha me dɨpenibar ingaramin brighbagh ami. Egha me brighɨn kabagh amizɨ da uarir isavsuighamin koltaba uaghan iti.
010b04013c	Egha me ghaze, “E datɨrɨghɨn uari uari bagh nguibar ekiatamɨn ingaram, egh an aven tauan bar ruaritam asaraghtɨ, an ruarim mangɨ overiamɨn suiragham. Egh kamagh, e uari abɨgh mangɨ tintinibar nguazimɨn nguibar igharazibar ikian kogham. E kamaghɨn damutɨ, gumazamiziba bar ziar bar ekiam e danɨngam.”
010b050066	Ezɨ Ikiavɨra Itir God, nguibar ekiar kam ko tauan gumazamiziba an aven ingarizimɨn ganasa izaghiri.
010b0600dc	Egha uan Nguibamɨn ikia ghaze, “Gumazamizir kaba me akar vamɨram mɨgɨa egha uari inigha nɨghnɨzir vamɨra iti. Egha nguibar dafar kamɨn ingari. Me kamaghɨn uan nɨghnɨzimɨn gɨn mangɨ, bizir avɨribar amuam.
010b070079	Kamagh, e ua magɨrɨ akar me mɨgeim abɨghɨrarightɨ, me uan akar mɨngaribagh foghan koghɨva uariv kɨman kogham.”
010b080076	Egha Ikiavɨra Itir God me gamizɨ, me tintinibar nguaziba bar adar ghue. Egha nguibar ekiar kam uam a ingari puvatɨ.
010b0900c2	Dughiar kam, Ikiavɨra Itir God gumazamizir kabar akar me mɨgeiba abɨagharɨghizɨ, me tintinibar nguazimɨn danganiba bar adar ghue. Kamaghɨn me nguibar ekiar kam dɨbora ghaze, “Babel.”
010b0a009a	Kar Siemɨn ovavir boribar ziaba. Aperiar ekiam otozɨ azenir pumuningɨn gɨn, me Siemɨn azeniba medi da 100ɨn oto. Ezɨ an Arpaksatɨn afeziamɨn oto.
010b0b0058	Egha gɨn Siem 500plan azeniba ikia, dar aven otariba ko guivir igharaziba inigha areme.
010b0c0038	Ezɨ Arpaksat 35pla azeniba ikiava Selan afeziamɨn oto.
010b0d005c	Egha gɨn Arpaksat 403plan azeniba ikia dar aven, otariba ko guivir igharaziba inigha areme.
010b0e0036	Ezɨ Sela 30pla azeniba ikiava Eberɨn afeziamɨn oto.
010b0f005a	Egha gɨn Sela 403pla azenibar ikia, dar aven otariba ko guivir igharaziba inighava areme.
010b100037	Ezɨ Eber 34pla azeniba ikiava Pelekɨn afeziamɨn oto.
010b11005a	Egha gɨn Eber 430pla azenibar ikia, dar aven otariba ko guivir igharaziba inighava areme.
010b120034	Ezɨ Pelek 30pla azeniba ikiava Reun afeziamɨn oto.
