2800000007	MÀTAY
2806160070	«Dii là mwinà a ndür: isàkal naa dii angye là ubwaŋ, ndür angye yanswà isàkal aŋàpɛɛlà.
28061700b0	Wɛɛ isàkal naa dii angye lye anà ukyal, ndür angye yanswà isàkal uboo a mpib. Abun, isàkal naa pɛɛlà alà uboo a ngye là mpib, ya yà mpib a nkye ifà!»
28061800fc	«Mbuur mwɛy ukwe anki musyääl amfum abɔ̈ɔ̈l: taaŋ lumwɛy nde asàyiiŋ umwɛy anà asàkwen wumwɛy, taaŋ lumwɛy nde asàkàbääb a umwɛy anà asàbɛy wumwɛy. Bɛ, bɛ làkwe anki musyääl Nzam anà ngim taaŋ nsil la.»
28061900dc	«Undiir awun waa mɛ alakyään naa twon lan'man mpay ntɔn udii ndür abɛ, itàkal naa bɛ ya làsàbwää aben. Nkye mɔ̈ɔ̈ kà kan'söön isaa anki anà ndür kà yan'söön ipfɛy anki u ndöŋ?
28061a00b5	Làler nɛn a du: ya ifàkɔn anki, ifàbwo anki anà ifàsà anki isaa uboo a ikɔr. Wɛɛ Taaràbɛ awà u du afàkyer adii! Nkye bɛ kà lan'söön ya anki u ndöŋ?
28061b0059	Nà uboo a bɛ kan'kwo mukwɛy ilä udu a mɔ̈ɔ̈ ande ntɔn nkyän ufàsà nde?»
28061c008c	«Waa ntɔn nkye làfàsà bɛ nkyän ntɔn ipfɛy? Làler iful a nsye ifàyɛl bya: bya ifàsal anki, bya ipfɛy byàfàtsum anki.
28061d0071	Wɛɛ mɛ alàkyään naa itàkal Salɔmun unsà làkoo ande lanswà, nde kàsàbwaar anki asànaa bya.
28061e00d0	Isàkal naa Nzam afàbwää abà iteerà a ywaŋ akye anà möö ŋàbawà anà bàyàtɔɔm u mbaa nkàswo, nkye nde usàkyer anki yàŋàsöön akà bɛ, bɛ aŋàlàkwikilà ikikye?
28061f006e	Twon lan'sà nkyän anà mutɛn naa: "Ininà bi iyàdyà? ininà bi iyànwà? ininà bi iyàbwaar?"
2806200097	Indiir abi byanswà baar mpa abà Ayudà bàfàleŋ bya taaŋ lanswà. Wɛɛ Taaràbɛ awà u du akyàyöb naa bɛ làbye anà ngyal a bya.
280621006b	Wɛɛ akà bɛ, bɛ tàlaleŋà imwol anà balàbal a Nzam, waa nde usàlakwɛy indiir abi byanswà.
2806220089	Undiir awun, twon lan'sà nkyän ntɔn nkàswo, ntɔn nkàswo akyer asàlɔ̈ɔ̈n nde ŋakwo. Ilä a ilä kye anà ndaa a kya.»
2807010039	«Twon an'tsul nsaŋ, waa ngye sye mpa batsüül nsaŋ.
2807020082	Ntɔn ngye sye bàsatsüül asànaa afàtsüül ngye baar bumwɛy, ngye sye bàsasi unsà isii afàsi ngye baar bumwɛy.
2807030087	Ntɔn nkye amanà ngye nà un'lɛŋ awà u dii a un'tɔŋ angye, wɛɛ umpaaŋ a làbää wà u dii angye, ngye wa amanà anki?
2807040091	Aben, ngye akwen mutɛn a un'tɔŋ angye naa: "Wɛy mɛ alwom un'lɛŋ u dii a ngye", wɛɛ le, ngye awe anà umpaaŋ a làbää u dii angye?
280705009f	Ngye mbuur a mpem yweel, tàlwom umpaaŋ a làbää wà u dii angye, waa ngye ayàtääl ubwaŋàbwaŋ ntɔn mulwom un'lɛŋ u dii a un'tɔŋ angye.»
28070600c2	«Twon an'pà undiir a in'kyɛɛl akà mbwà. Twon lan'piy an'yak abɛ màntal kusà a ngul, manà ya iyàndyàndyäär ma anà ya iyàbulà mper akà bɛ ntɔn mukàlakyer ube.»
2807070060	«Làlɔ̈m waa bàsàlapà, làleŋ waa bɛ làsàman, làbɛɛrà waa bàsàladuub.
280708006b	Ntɔn mbuur awalɔm akyer awal, mbuur aleŋà akyer aman, akà mbuur awà abɛɛrà bàkyer asun'duub.
2807090058	Nà uboo abɛ kan'kwo mupà nkɔŋ akà mwan ande, isàkal naa nde kan'lɔm mampà?
28070a0043	Naa sye nde kun'pɛ idyà an'kwar isàkal naa nde kan'lɔm nsö?
28070b00c7	Bɛ, abe a baar làbà bɛ, isàkal naa bɛ làyöb mupà indiir aŋàbwaŋ akà baan abɛ, nkye ikɔɔn akà Taaràbɛ awà u du mupà indiir aŋàbwaŋ akà baar bun'lɔ̈ɔ̈m bya!»
28070c007f	«Abun, ndaa yanswà làkwen bɛ naa baar bàlakyeer, bɛ ŋakwo làkyer ya ntɔn ba: wawà un'kɔɔn anà aŋangɔɔm.»
28070d008b	«Làbilà u munàmbwo ikikye! Munàmbwo a kölàköl anà mbwo aŋàyaam ifàbiil baar kukwà, baar mbɔɔn bàfàbilà kwo.
28070e0074	Wɛɛ munàmbwo a ikikye anà mbwo a inküünà ifàsyen baar u mɔ̈ɔ̈, baar mbɔɔn ya bàfàman anki.»
28070f00b6	«Wɛy bɛ làkäl kà igyɛɛŋ ntɔn aŋangɔɔm a loor. Ba bàfàbulà asànaa in'kɔk mpal bàfàyà ba akà bɛ, wɛɛ uboo a mpem aba, ba bà an'kyɛŋbɔl a mpɔr.
2807100087	Bɛ, bɛ ba làsayöb unsà nkääl aba. Nkye ban'kwo bàbwe rɛzɛ unsà bite a nsyeenà, itàkal an'figɛ unsà ikwarngyal?
2807110060	Kyakin, un'te aŋàbwaŋ afàbɔr mbɛŋ aŋàbwaŋ, wɛɛ un'te un'be afàbɔr mbɛŋ ambe.
280712006a	Un'te aŋàbwaŋ ukwe anki mubɔr mbɛŋ ambe, itàkal isɔ̈ɔ̈là a un'te mubɔr mbɛŋ aŋàbwaŋ.
2807130061	Un'te wanswà mpa afàbɔr mbɛŋ aŋàbwaŋ bàkyer afàtsul wa, waa bàfàtɔɔm u mbaa.
2807140038	Abun, bɛ aŋangɔɔm a loor làsayöb u mbɛŋ aba.»
28071500a3	«Kyakin, kà baar banswà anki bàfàtɛn a mɛ naa "Mwol, Mwol", bàsàbilà uboo a Imwol a du, wɛɛ ba mpɛl bàfàkyer ukwen a Taaràmɛ awà u du.
28071600df	Kà ilä kya, baar mbɔɔn bàsàtɛn a mɛ naa: "Mwol, Mwol, nkye ngye ayöb anki naa bi kàtɛɛ ngɔɔm kà ikɔb angye, bi kàböŋ insɔŋà kà ikɔb angye, bi sye kàkyer impà mbɔɔn kà ikɔb angye?"
280717006a	Abun mɛ in'safuur naa: "Mɛ alàyöb anki akà ikikye, làkyà kunà, bɛ baar làfàkyer ube!"»
280718009d	«Undiir awun, mbuur wanswà kan'wem ndaa an'tɛn mɛ yi anà ukasyäälà ya, asàkal asànaa ŋun'yɛnà mwɛy kàtöŋ ndwà ande udu a nkɔŋ.
280719009a	Mpal kànɔ̈ mbul, ngyäl yàsi an'swɛb, ikül a mbul kyàsiinà ndwà ayi, wɛɛ ya yàbü anki ntɔn in'bään aya myàkäl udu a nkɔŋ.
28071a0094	Wɛɛ mbuur wanswà kan'wem ndaa an'tɛn mɛ yi anà ukɔɔn asyäälà ya, asàkal asànaa insil mwɛy kàtöŋ ndwà ande udu a ansɛŋ.
28071b008d	Mpal kànɔ̈ mbul, ngyäl yàsi an'swɛb, ikül a mbul kyàsiinà kya ndwà ayi, laa yàbü ya: mbwabà aya yàkäl yàngwal.»
28071c005c	Apan, mpal kàmay Yɛsu nswɛɛŋ ayi, baar banswà bàkäl mubem ntɔn an'lɔɔŋ ande,
28071d0061	ntɔn nde ba kalɔɔŋà a ikɔ̈b kyanswà, wɛɛ kà asànaa alɔɔŋ a in'kɔɔn aba anki.
2808010040	Mpal kàyàtyà Yɛsu u mɔŋ, iköŋ a baar waa kyun'läb.
2808020097	Le, ŋukyal a bay mwɛy kàyàsin tsütsü kusà a nde, kàbü an'köm, waa kàtɛn a nde naa: «Un'lɔɔŋ, kya ngye asàkwen, mpööŋ.»
2808030082	Yɛsu kàsilà kɔɔ, kun'bä, waa kàtɛn naa: «Mɛɛ an'kwen, pɔŋà!» Taaŋ nsil alan, laa kàpɔŋà nde u bay ande.
28080400b9	Ungö apan, Yɛsu kun'swɛŋ naa: «Twon an'sam ndaa ayi itàkal akà mbuur mwɛy. Wɛɛ, kyen akà ngaŋ anà kapɛ ibɔɔn kàswɛŋ Mɔsɛ, ntɔn kya ikäl imbäl ntɔn ba.»
2808050070	Umpal kàbilà Yɛsu u Kapɛrnawum, kaptɛn a aŋità mwɛy kàsin tsütsü apà nde, waa kun'bɔ̈ɔ̈n,
280806008b	waa kàtɛn a nde naa: «Mwol, un'syääl amɛ wàŋàbɔ̈ɔ̈n u ndwà, ndür ande ikanii anki, nde wàmuweemà usaay mbɔɔn.»
2808070035	Yɛsu kun'fuur naa: «Mɛ, mɛ in'kyer akun'kɔɔr.»
2808080099	Wɛɛ kaptɛn awun kàfuur naa: «Mwol, mɛ in'kwe anki naa ngye abilà u ndwà amɛ. Wɛɛ ngye, tɛn ndaa mwɛy mpɛl, un'syääl amɛ ukɔɔrà.
280809013a	Ntɔn mɛ in'we anà amfum bàfan'ler anà mɛ sye in'we anà aŋità in'fàler mɛ. Kya mɛ insàtɛn a aŋità mwɛy naa: "Kyen!", nde laa ukyà nde, kya mɛ insàtɛn a wumwɛy naa: "Yà!", nde sye laa uyà nde, kya mɛ sye insàtɛn a un'syääl amɛ naa: "Kyer abà!", nde sye laa ukyer nde.»
28080a00c8	Mpal kàwem Yɛsu ndaa ayin, laa kàbem nde, waa kàtɛn a baar bàyun'labà naa: «Mɛ alakyään ndandaa naa mɛ ŋàtàman anki làkwikilà atub alà akà mbuur mwɛy uboo a Isàlɛl.
28080b00bd	Mɛ in'fàlakyään naa baar mbɔɔn bàsàfà mper làfàsɛnà anà làfàkàminà taaŋ, ba bàsàdyà mɛsà mwɛy anà Abàlam, Isak anà Yakɔb uboo a Imwol a du,
28080c0069	wɛɛ, aŋan'kwal a imwol bàsatɔɔm u nsà uboo a làpib: kwo isàkal ilel anà nkwoor a an'din.»
28080d00ad	Apan Yɛsu kàtɛn a kaptɛn naa: «Furà ndwà angye, wɛy ya ikäl asànaa lan'lɔɔm làkwikilà angye!» Taaŋ nsil alan un'syääl a kaptɛn waa kàkɔɔrà.
28080e009b	Ungö apan, Yɛsu kàkyen ndwà a Petɔlà. Kwo nde kàmɛn ukwà a Petɔlà wun'kaar wàŋàbɔ̈ɔ̈n ntɔn nde kàkäl anà làbwey a mpye.
28080f006d	Nde kun'bä u kɔɔ, làbwey a mpye waa làtoo. Apan nde waa kàmbarà, waa kàsɛmà mukun'syääl.
28081000ac	U sisye, baar bun'twäälà baar bàkäl anà an'dweelà an'be mbɔɔn. Umbwo a ndaa ande, nde kàböŋà an'dweelà amà, waa kàkɔɔrà sye abɛy banswà.
2808110069	Kàkyer nde abà ntɔn ndaa kàtɛn ŋangɔɔm Yɛsay ikwe: «Nde kàwɛl an'too anà an'kyal abi.»
2808120070	Mpal kàmɛn Yɛsu iköŋ a baar kyàmun'diŋà, nde kàswɛŋ alɔŋki ande musabà sim a ɛwà lumwɛy.
280813007f	Un'lɔɔŋ a Un'kɔɔn mwɛy kàsin, waa kàtɛn a nde naa: «Un'lɔɔŋ, mɛ in'kyer ayalab mper yanswà ayàkyà ngye.»
2808140080	Yɛsu kun'fuur naa: «In'kyɛŋ mye anà an'fu, nɛn sye ye anà an'yaab, wɛɛ Mwan a mbuur ikal atälà un'tswe kyatɛy.»
2808150063	Umwɛy uboo a alɔŋki ande kàtɛn a nde naa: «Mwol, mpɛ mbwo mɛ in'tàkàdyee taaràmɛ.»
2808160047	Wɛɛ Yɛsu kun'fuur naa: «Yan'läb, wɛy akü bàdyee akü aba.»
280817003a	Ungö apan, Yɛsu kàbilà u bwaar anà alɔŋki ande.
280818007b	Kimbürà, un'pöb a ngwal kàyi udu a ɛwà, ibɔ a an'dà byàbilà u bwaar. Apan nde kàkäl aŋàbɔ̈ɔ̈n.
2808190066	Alɔŋki bàsin apà nde, waa bun'wiy anà mutɛn naa: «Mwol, itsü mɔ̈ɔ̈! Bi abà ikwà!»
28081a00b4	Nde kafuur naa: «Ntɔn nkye làbà bɛ u bɔɔmà? Bɛ baar a làkwikilà ikikye!» Apan, nde waa kàmbarà, kàŋän un'pöb anà ɛwà. Duu a mbɔɔn waa làbilà.
28081b0085	Ba banswà bàkäl mubem, waa bàtɛɛnà naa: «Mbuur awà wà nà, waa itàkal in'pöb anà ɛwà byàmukun'weemà?»
28081c00ee	Mpal kàkɔlà Yɛsu u sim lumwɛy, u nsi a baar a Gadarà, baar a an'dweelà an'be bɔ̈ɔ̈l bayàtoo kan'dii, waa bàyàbwey anà nde. Ba bàkäl anà umpɔr mbɔɔn, lalan akà mbuur mwɛy kàkwe anki mulyaŋ u mbwo ayin.
28081d00a8	Waa le, ba bàsɛmà musà in'kwɛŋ: «Mwan a Nzam, ndaa nà ngye awe ayà anà bi? Ngye an'yà pà ntɔn mukà itwääl lingyoomà kusà a taaŋ mukwo?»
28081e0053	U kikwɛl, làkäl anà làböl a kölàköl là ngul làkäl muyidyà.
28081f0076	An'dweelà an'be màlɔ̈ɔ̈m akà Yɛsu naa: «Kya ngye asàkwen mukiböŋ, itöm u làböl a ngul lanà.»
28082000c3	Nde kàtɛn a ma naa: «Làkyen.» Ma waa màtoo, waa màkàbilà u ngul. Apan sye, làböl a ngul làkaamà fà iköl a mɔŋ, waa làkàbwà kà ɛwà, waa làminà kan'dà.
280821009a	Aseey a ngul waa bàtiin, bàkàbila u bul, waa bàkyään yinà yanswà yàlyaŋ anà indiir byàbweel baar bàkäl anà an'dweelà an'be.
2808220070	Apan bul lanswà waa làtoo mukàman Yɛsu. Utaaŋ bun'mɛn ba, ba bun'bɔ̈ɔ̈n naa nde ulwomà u nsi aba.
280901004b	Yɛsu kàbilà u bwaar, waa kàfàsabà ɛwà ntɔn mukyà bul ande.
28090200e6	Apan bun'twääl mbuur mwɛy wàŋàkwɛkà wàŋàbɔ̈ɔ̈n udu a ipɔy. Umpal kàmɛn Yɛsu làkwikilà aba, nde kàtɛn a mbuur aŋàkwɛkà naa: «Mwan amɛ, sà un'kanà! Bàmadwääl nkul a man'be angye!»
2809030052	Wɛɛ alɔɔŋ a in'kɔɔn bàtɛɛnà ba a ba naa: «Mbuur wà an'bɛy Nzam!»
2809040071	Yɛsu kàkyer ayöb an'kyän aba, waa kàtɛn naa: «Ntɔn nkye làwe bɛ anà an'kyän an'be u mpem abɛ?
280905005f	Nkye byan'söön ubwaŋ, mutɛn naa: "Ube angye ban'wà", lɛɛ mutɛn naa: "Mbarà, kyen"?
28090600db	Yà ubwaŋ naa bɛ, bɛ làyöb naa Mwan a mbuur we anà ikɔ̈b adwääl baar nkul u mɛɛn pà.» Apan, nde kàtɛn a mbuur aŋàkwɛkà naa: «Mɛ amaswaŋ: Mbarà, sɛn ipɔy angye, furà ndwà angye!»
2809070035	Mbuur awun waa kàmbarà, waa kàkyen ndwà ande.
2809080089	Mpal kyàmɛn iköŋ a baar ndaa ayi, kya kyàkäl u bɔɔmà, waa kyàkömà Nzam ntɔn kàpɛ nde ikɔ̈b atub aki akà baar.
28090900e8	Ungö apan, Yɛsu waa kàkyen. Mpal kàkäl nde mulyaŋ, nde kàmɛn mbuur mwɛy kàkyàbwaay kà ikal bàfàfur itɛr, ikɔb ande Màtay. Nde kàtɛn a nde naa: «Yan'läb!» Mbuur awà waa kàmbarà, waa kun'läb.
28090a0087	Yɛsu kàkäl mudyà u ndwà. Afüür a itɛr mbɔɔn anà baar abe bàyàdyà mɛsà mwɛy anà Yɛsu anà alɔŋki ande.
28090b0098	Mpal bàmɛn Amfarisi abun, ba bàfuul alɔŋki ande naa: «Ntɔn nkye Un'lɔɔŋ abɛ udyaa nde ikal imwɛy anà afüür a itɛr anà baar abe?»
28090c0082	Wɛɛ Yɛsu, mpal kàwem nde abwɛy, nde kàtɛn naa: «Mfun a ungaŋ yatɛy akà baar mpa abye anà ukyal, wɛɛ akà abɛy.
28090d00ac	Abun, làkyen kàlalɔŋkà mbuul a ndaa yi: "Mɛ, mɛ in'kwen nsyääm, wɛɛ kà ibɔɔn anki." Ntɔn mɛ, mɛ kàyi anki mubel baar a balàbal, wɛɛ baar abe.»
28090e009f	Apan, alɔŋki a Ywan bàyi apà Yɛsu, waa bun'fuul naa: «Ntɔn nkye bi anà Amfarisi, bi ifàkin udyà, wɛɛ alɔŋki angye bàfàkin anki udyà?»
28090f00bf	Yɛsu kafuur naa: «Nkye asam a mbuur kan'tà bɔr ban'kwo bàkäl u ngyɛb umpal awà nde apà ba? Wɛɛ ilä ikyer asàyà bàsun'lwom ba uboboo a ba, apan ba bàsàkin udyà.»
28091000b1	«Akà mbuur mwɛy ukwe anki mubaay ipfɛy aŋànün anà ikaam a ipfɛy akün, ntɔn kya iyàkaam ipfɛy aŋànün, abun tuun a ipfɛy làyàbulà làkölàköl.
28091100e5	Vin akün bàfàsà anki u mbeen aŋànün manà mbeen iyàbölà, manà man iyàpää anà mbeen iyàkyà bwà. Wɛɛ vin akün bàfàsà u mbeen akün, waa vin anà mbeen byàsàkal aŋàtii ubwaŋ.»
28091200ed	Umpal kàtɛɛnà Yɛsu a ba abà, un'byääl mwɛy kàyàbwà an'köm kusà a nde, waa kàtɛn a nde naa: «Mwan amɛ wà un'kaar kan'kwà itaan a mbɔɔn tɛy. Wɛɛ yun'si an'kɔɔ, waa nde ufàyàkal anà mɔ̈ɔ̈.»
280913003f	Apan, Yɛsu waa kàmbarà, waa kun'läb anà alɔŋki ande.
2809140098	Taaŋ nsil alan, un'kaar mwɛy awàkàyitoo an'kil mbul kwem aŋiyweel, kàyàsin tsütsü ungö a Yɛsu, waa kàtɛ làpaan a ipfɛy ande mpi.
280915006d	Ntɔn nde kàtɛɛnà naa: «Isàkal naa mɛ an'tà làpaan a ipfɛy ande mpi, mɛ in'kyer akɔɔrà.»
28091600b4	Mpal kàbulà Yɛsu anà kun'mɛn nde, nde kàtɛn a nde naa: «Mwan amɛ, sà un'kanà! Làkwikilà angye làmakɔɔr.» Taaŋ nsil alan, un'kaar awà waa kàkɔɔrà.
2809170078	Umpal kàkɔlà Yɛsu u ndwà a un'byääl awà anà kàmɛn nde abɛɛrà a mfuŋ anà mini a iköŋ a baar,
2809180079	nde kàtɛn a ba naa: «Làlwomà, ntɔn mwan un'kaar ŋàkwà tɛy, nde wàmubɔ̈ɔ̈n.» Wɛɛ ba waa bun'sɛɛ.
280919007a	Ungö bàtwey ba iköŋ a baar, nde waa kàbilà, kàtɛ kɔɔ a mwan un'kaar awun mpi, mwan un'kaar waa kàwiyà.
28091a0034	Làsaŋ a ndaa ayi làkyer apää kun'tà awun.
28091b0076	Umpal kàkyen Yɛsu, ikwàmii abɔ̈ɔ̈l waa bàyun'labà bàmuyisà in'kwɛŋ: «Mwan a David, iweem ngyɛb!»
28091c00c7	Umpal kàbilà nde u ndwà, ikwàmii bàyàsin tsütsü apà nde, waa Yɛsu kàtɛn a ba naa: «Nkye bɛ lan'sà làkwikilà naa mɛ an'kwo in'kyer ya?» Ba bun'fuur naa: «Inye, Mwol.»
28091d0069	Apan, Yɛsu waa kàbä mii aba, waa kàtɛn naa: «Wɛy ya ikäl asànaa alà làkwikilà abɛ!»
28091e007a	Waa mii aba myàyaanà. Yɛsu kaswɛŋ a ngwal naa: «Làkäl kà igyɛɛŋ, wɛy akà mbuur mwɛy ukɔɔn ayöb!»
28091f0042	Wɛɛ ba, pa làtoo, laa bàpay ba làsaŋ ande u nsi yanswà.
2809200056	Umpal bàkäl ba mukyà, baar bun'twääl nkiin mwɛy kàkäl anà unsɔŋà.
28092100bb	Pa kàböŋ Yɛsu unsɔŋà awun, nkiin waa kàsɛmà musà ndaa. In'kàbɔ a baar bàmɛn ndaa yubem, waa bàtɛɛnà naa: «Ndaa atub ayi ŋàtàbwà anki kà Isàlɛl.»
280922006b	Wɛɛ Amfarisi bàtɛn naa: «Nde an'dweelà an'be ayiböŋ unsà ikɔ̈b a mfum a an'dweelà an'be.»
28092300dd	Yɛsu kàyilyaŋà kà an'bul a kölàköl anà mà ikikye. Nde kàyilɔɔŋà u ndwà a nköŋ a Ayudà aba, mukyään Làsaŋ Aŋàbwaŋ là Imwol a du anà mukɔɔr ukyal banswà anà too lanswà.
280924009f	Umpal kàmɛn nde iköŋ a baar, laa kàkyɛɛr nde, ntɔn baar abà bàkäl aŋàyɔn anà ndür aŋàkwamà, asànaa in'kɔk ikɔ̈ɔ̈n un'seey.
2809250071	Apan nde kàtɛn a alɔŋki ande naa: «Mbɛŋ aŋàsöŋ yà mbɔɔn, wɛɛ baar a isal abwo ya bà ikikye.
2809260048	Làlɔ̈ɔ̈m akà ŋaywaŋ mutɔm baar a isal mbɔɔn u ywaŋ ande.»
280a010093	Yɛsu kàbel alɔŋki ande bàkwem aŋiyweel, waa kapɛ ikɔ̈b muböŋ an'dweelà an'be anà mukɔɔr an'kyal manswà anà an'too manswà.
280a0200a2	Le ikɔb a antööm bàkwem aŋiyweel abi: wàtàtwɛb Simɔn, awà bàfàbel naa Petɔlà, anà un'tɔŋ ande Andre, Zyak anà Ywan, baan a Zebàday,
280a030065	Filipo anà Bàtɛlàmay, Tuma anà Màtay un'füür a itɛr, Zyak mwan a Alfɛ anà Tàday,
280a040040	Simɔn ŋambämà anà Yudasi Isikalyɔt, mbuur kun'yälà.
280a0500b7	Yɛsu kàtöm alɔŋki abà bàkwem aŋiyweel mukàsal isal anà musyääl nswɛŋ yi: «Twon lan'kyà akà baar mpa abà Ayudà anà twon lan'bilà kan'bul a Samàlya.
280a06004d	Wɛɛ bɛ, làkyen akà in'kɔk a un'sɛŋ a Isàlɛl amyà myàdiimà.
280a070040	U mbwo làkyà bɛ, làlɔŋ naa Imwol a du kyà tsütsü.
280a08008f	Làkɔɔr abɛy, làwiy akü, làpöŋ aŋukyal a bay, làböŋ an'dweelà an'be. Bɛ, bɛ làwɛl byàngway, làpɛ sye byàngway.
280a090067	Twon lan'syen itàkal wɔl, itàkal ngim, itàkal itɛr a ishabà ntɔn bɛ làsi kà in'di abɛ,
280a0a0098	itàkal bɔ̈n ntɔn nkyeen, itàkal an'kàzak an'mɔ̈ɔ̈l, itàkal idyäär, itàkal unsɔk, ntɔn un'syääl afàdyà unsà isal ande.»
280a0b0093	«U bul a kölàköl itàkal là ikikye làbilà bɛ, làleŋ naa nà kan'kwo mukàlawal, làbwaay apà nde tii mpal làsàkyà bɛ.
280a0c0030	Umpal làbilà bɛ u ndwà, làpɛ ya mbɔr,
280a0d0094	isàkal naa ndwà ayin yàmàlawal, wɛy duu abɛ làkäl udu a ya, wɛɛ isàkal naa ya yàlawɛl anki, wɛy duu abɛ làfurà akà bɛ.
280a0e0086	Isàkal naa bàlawɛl anki anà bàlawem anki, làtoo u ndwà ayin itàkal u bul alan anà làkɔɔb un'twà a in'kɔl abɛ.
280a0f0075	Ndandaa mɛ alàkyään: ilä a nsaŋ, nsi a Sɔdɔm anà Gɔmɔr bàsawem kingyɛb akɔ̈ɔ̈n naa bul alan.»
280a100097	«Mɛ, mɛ amàlatɔm asànaa in'kɔk uboboo a an'kyɛŋbɔl. Làkäl unsà igyɛɛŋ asànaa ntäy anà aŋàlàbɔ̈ɔ̈n asànaa nkokà.
280a11009c	Làkäl unsà igyɛɛŋ akà baar, ntɔn baar bàsàlasyen u làbay a nsaŋ a kölàköl anà bàsàlakam an'füm uboo a ndwà a nköŋ aba,
280a120099	ba bàsàlafüün akà an'kuvɛrnɔ̈ɔ̈r anà akà amfum a nsi ntɔn mɛ, ntɔn bɛ làtɛ imbäl akà ba anà akà baar mpa abà Ayudà.
280a1300b5	Wɛɛ mpal bàsàlafüün ba, twon lan'man mpay muyöb naa bɛ làtɛn aben itàkal naa ininà bɛ làtɛn. Ndaa yanswà làsàtɛn bɛ, ya bàsàlapà taaŋ nsil la.
280a14005f	Ntɔn ya isàfà anki akà bɛ, wɛɛ Dweelà In'kyɛɛl a Taaràbɛ asàtɛn uboo a bɛ.
280a1500a6	Un'tɔŋ asàyälà un'tɔŋ ande ntɔn bun'dwä, taa asàyälà mwan ande, baan bàsàsà un'tswe ngwal akà aböör aba anà bàsàkwen naa badwä.
280a160070	Baar banswà bàsàkyer alayiiŋ ntɔn ikɔb amɛ. Wɛɛ mbuur asàtsim tii u ntsüü asàwà mɔ̈ɔ̈.
280a1700cd	Mpal bàsàlamɛɛy nkwaaŋ u bul làmwɛy, kàlayee u bul asin. Mɛ ndandaa alàkyään, bɛ làsàkal aŋàtàmay anki muyilyaŋ kà an'bul a Isàlɛl manswà mpal usàyà Mwan a mbuur.»
280a18005e	«Un'lɔŋki ufàlyaŋ anki un'lɔɔŋ ande, itàkal un'syääl ufàlyaŋ anki nkum ande.
280a1900c0	Yan'kwo naa un'lɔŋki ukäl asànaa un'lɔɔŋ ande anà un'syääl asànaa nkum ande. Ntɔn ba ŋandwà bun'beelà Bɛlzàbul, nkye byan'kɔɔn ba mubel baar a ndwà ande abwɛy!»
280a1a008a	«Twon làmatiin bɔɔmà. Ntɔn undiir aŋàyee wanswà akyer asàmɛnà u leŋ, anà ndaa yanswà yà unku bàkyer asàyöb.
280a1b0088	Ndaa amàlakyään mɛ u làpib, wɛy bɛ làtɛn ya u mwäänanswà, ndaa bàmàlalwɛɛŋ u tsü, làlɔŋ ya udu a isaŋ.
280a1c00a6	Twon lan'tiin bɔɔmà baar akwà bàfàdwa nà ndür mpɛl, wɛɛ bɛ, bɛ bɔɔmà làtiin mbuur akwà afàdwa ndür anà mɔ̈ɔ̈ uboo a yaaŋ a mbaa.
280a1d009b	Nkye bàfàyälà anki insɔɔr ibyeel u falà làmwɛy? Mpalàbà, akà imwɛy uboo a bya ifàbwà tɛy u mɛɛn naa Taaràbɛ ukɔɔn ayöb.
280a1e003a	Wɛɛ akà bɛ, itàkal ntswe abɛ yanswà yaŋàtaŋ.
280a1f0041	Twon lan'man bɔɔmà: bɛ, bɛ lan'söön insɔɔr mbɔɔn.»
280a200078	«Mbuur wanswà asàkyey u mii a baar naa nde wà un'lɔŋki amɛ, mɛ sye in'sun'kyey u mii a Taaràmɛ awà u du.
280a21006e	Wɛɛ isàkal naa mbuur aman'tɔn u mii a baar banswà, mɛ sye in'sun'tɔn u mii a Taaràmɛ awà u du.»
280a220063	«Twon lan'si naa mɛ kàyàtwaal duu u mɛɛn: mɛ, mɛ kà duu kàyàtwaal anki, wɛɛ kɔm.
280a23007a	Mɛ kayi ntɔn muyàkaab mbuur anà taarànde, mwan un'kaar anà ngwän, mwan un'kaar àna ukwà ande wà un'kaar.
