2800000005	Matye
28062000b2	Mu kuulu bye byehene bibye, baara bwohono ba bagwene osoolo Nzaami baakabulusagha bye ku ogwene a okolo. Taara a be wu a ku yulu soolo ti be lili a nzala a bilogho byehene bibye.
2806210062	Nsomo, litswama sagha Emfumu e Nzaami ya bunsumu bu nde, sa babwehe be bye byehene bibye ŋa yulu.
280622009a	Mu obo, ka likakala a minyoõ o mu mi mitala etsughu kii mbala, mu kuulu etsughu kii mbala sa ekala a minyoõ mu kyeme. Nswe etsughu eli ya mpara a kye.»
2807010032	«Ka likalamana o, mu kuulu banyaã olamana be si.
28070200a9	Mu kuulu, bwunu a bu liikalamana be banganda-baara, me bwunu obo si akala baalamana be, ya eteese ki liikateese be banganda-baara, me mu kyini ekye si akala baateese be.
280703007e	Mu emakye we li mu okatala lisele li lili mu lihi li nganda-mbwuru a we, lo we ka li mu okamono mubaa wu li mu lihi li weme o?
280704008c	Bwunu we, bunu we kughu olyele kundaa nganda-mbwuru a we ti: “Nyaã me maha lisele mu lihi li we”, ŋaala weme li a mubaa mu lihi li we?
2807050081	Mpibi, matswama maha mubaa mu lihi li weme, ya we bu gyighili omono, we sa bagha bu omaha lisele mu lihi li nganda-mbwuru a we.»
28070600a1	«Ka ligwa bilogho bibi ngili kundaa bambwa o, ya ka litsili nsia kundaa bangubulu o, kala pele, bo sa badzyara yo, ya bo bakaala mihi kundaa be, bakaghala be.»
2807070053	«Liluomo, ya sa bagwa be, lisagha, ya be sa libagha, likoboro, ya sa badzubulu be,
2807080074	mu kuulu, nswe munde wu aakaluomo, baakagwa nde, wu aakasagha aakabagha, ya baakadzubulu kundaa munde wu aakakoboro.
280709004d	Nande ŋa kara li be kughu ogwa mwana a nde limeẽ, kala ti nde luomo limpa?
28070a0035	Bwunu we, kala ti nde luomo nswi, nde gwi nde ntaala?
28070b00bd	Kala ti be baara ba babi lisoolo ogwa bilogho bi bibwe kundaa baana ba be, lo Taara a be wu li ku mayulu, bunu akughu ogwene ogwa bilogho bi bibvulu bubwe kundaa babo ba baaluomo nde bye?»
28070c007e	«Mu obo, myehene mi lidzyi ti baara basa mu be, be si lisa bumõ mu bo. Mu kuulu, mimye me Mikyene mi Moyidze ya Mibighili.»
28070d0089	«Lisomo mu muŋma a nzo wu asala, mu kuulu muŋma a nzo wu munene ya nzili yi nene biikabiri ku obyihi ya baara balagha baakasomo mu yo.
28070e0072	Muŋma a nzo li asala, ya nzili yi aakabiri ku laama yili yi aaswele, ya babo ba baakamono yo ka bali balagha o.»
28070f0082	«Lisa mayele mu mibighili mimi mpya! Mye mili mu okagya kundaa be mu efaana ki bindoomo, lo kunsa kara mye mili bango baba nsihi.
2807100094	Be sa ligyahaba mye mu bigyighili bi bo. Mu munsene-a-nsene ka bakughu oka bimburu bi bviini o, bwunu we mu mungaama ka bakughu oka mburu a finge o.
2807110053	Muti wu mubwe aakaburu bimburu bi bibwe, ya muti wu mubi, aakaburu bimburu bi bibi.
2807120062	Muti wu mubwe ka kughu oburu bimburu bi bibi o, ya muti wu mubi ka kughu oburu bimburu bi bibwe o.
280713004f	Nswe muti wu aagwene oburu bimburu bi bibwe, nde wu okpaa ya wu otsili ku mbaa.
2807140036	Me mu obo, be sa lisoolo mibighili mu bimburu bi bo.»
280715009c	«Ka oli nswe munde wu aakalyele kundaa me ti: “Mfumu, Mfumu!” Aasomo mu Emfumu ki Mayulu o, lo munde wu aakagyighili waa li Taara a me wu li mu mayulu.
28071600d4	Mu etsughu ekye, baara balagha akala baalyele kundaa me ti: “Mfumu, Mfumu, bihi ka líkabighili mu nkwumu a we o? Bihi ka líkabyi mifulu mi mibi mu nkwumu a we o? Bihi, ka líkasa bimamaã mu nkwumu a we o?”
2807170075	Oŋo me sa ndyele kundaa bo ti: “Me ka nsoolo be si mu tala limõ o! Limara ŋa bele a me, be ba liikasa bubi!”»
2807180096	«Mu obo, nswe mbwuru wu aagyughu mandagha ma ndyele me ma ya salala mo, nde li efaana kii baghala nga-a-mayele wu aatwu nzo a nde ŋa yulu a limeẽ.
2807190083	Mvulu bu anoõ, ndwuru yigyi, efulu egyi ya enyihi nzo oyo, lo yo ka yibwi o, mu kuulu batwu bitsini bi nzo oyo ŋa yulu a limeẽ.
28071a007b	Lo nswe wu aagyughu mandagha ma me ma, ya ka asalala mo o, nde li ti baghala wu ewulu wu aatwu nzo a nde ŋa yulu a dzyele.
28071b005b	Mvulu bu anoõ, ndwuru yi gyi, efulu egyi ya enyihi nzo oyo. Nzo yibwi, ya yisaatsaŋama.»
28071c0063	Ankoho, mu matala ma ómana Yiisu oluo mandagha mamo, mampwumu ma baara mákiŋimi mu maluo ma nde,
28071d0060	mu kuulu nde ka ákaluo ti bu ookaluo baluo-mikyene o, lo nde ákaluo ti mbwuru wu li ya litumu.
2808010056	Mu matala ma ófi Yiisu ku yulu a munguo, mampwumu ya mampwumu ma baara máyanama nde.
280802009a	Ya, nga-a-buala mutsyini áyasele kundaa nde, ya ákunu mabuo mu nsie ŋa nkulu a nde ya ályele nde ti: «Mfumu, kala we dzyi, lo we kughu otsehebe me.»
280803008b	Yiisu bu alabala kwogho, ábyeme nde ya ályele kundaa nde ti: «Me ndzyi, kala wu atsyeme!» Ya ŋaana oŋo, nde átsyeme mu buala bu nde.
28080400c6	Yiisu áfirilyele kundaa nde ti: «Yughu! Ka lyele kundaa mbwuru ti mumõ o, lo gye yisuo nyuru kundaa ngaa a nzaami, ya yigwa ekaba ki ótumu Moyidze, mu osuo kundaa baara bwohono ti we aadzughu.»
2808050082	Mu matala ma ókasomo Yiisu mu bvulu lili Kaperenawume, mfumu a ekuru ki bambumbulu nkama mumõ áyasele kundaa nde ya ábuono nde
2808060071	mu olyele bu: «Mfumu, musala a me baakwoho ku nzo, binama bi nde biikpi, ya nde li mu okamono mpara yi alagha.»
2808070040	Yiisu ályele kundaa nde ti: «Me sa ngya ya me sa ndzuhu nde.»
28080800a9	Lo mukwuru a bambumbulu nkama ábvuhulu kundaa nde ti: «Mfumu, me ka ndi wu a kughu o kuulu we somo mu nzo a me. Lo tsughu yini a ndagha mõ, ya musala a me sa adzughu.
2808090127	Mu kuulu, meme si ndi kunsa litumu li bakwuru ba me, ya me ndi a bambumbulu ba aakantumu me. Kala ti me ndyele kundaa mumõ ti: “Gye!”, Lo nde gyene, kala ti me ndyele kundaa wu muke ti: “Gya!”, Lo nde gyi, ya kala ti me ndyele kundaa musala a me ti: “Sa esala ki!”, Lo nde si kye.»
28080a00ba	Yiisu bu agyughu obo, nde ákiŋimi ya ályele kundaa ba bákabulunama nde ti: «Mu engaŋma me ndyele kundaa be ti, me nkini aamono mbwuru wu li a kana li linene lili bu mu Isarayele o.
28080b0094	Me ndyele be yo, balagha sa bamara ku ookapala ya ku ookadzyama tala mu oyadza kyiri ebini emõ ya Abarahame, Idzake ya Dzakobe mu Emfumu ki Mayulu.
28080c007e	Lo baana ba Emfumu ki Mayulu sa batsili bo kunsa mpyibi yi a laŋa-laŋa yi a ku mbala. Oko sa okala a bilili ya odza myini.»
28080d00a5	Ya Yiisu ályele kundaa mukwuru a bambumbulu nkama ti: «Bvughuru ku nzo a we, ya nyaã okala bwunu a bu aasi we kana.» Mu matala maana mamo, musala a nde ádzughu.
28080e0061	Yiisu bu asomo ku nzo a Piere, nde ámono buko bu Piere wu mukaha ágyoŋomo mu nkooro a mukaama.
28080f0051	Yiisu ábyeme kwogho e nde, ya mukaama áfi. Nde átemene ya ábwi osalala Yiisu.
2808100097	Nkonkolo bu yito, báyabiri kundaa Yiisu baara balagha banga a mifulu mi mibi. Ya mu ndagha a nde, Yiisu ábyi mifulu mimye ya ádzuhu babyele bwohono,
2808110088	mu kuulu mandagha ma, ma áli ólyele mubighili Edzayi makeele: «Nde aagwolo bipfwumu bi bihi ya aabiri leme li mabyele ma bihi-a-be.»
2808120075	Yiisu bu amono mpwumu a baara yi áadzyi nde, nde ágwi litumu kundaa binduono bagye ya nde mu ngulu yinke yi a mubu.
2808130062	Muluo-mikyene mumõ áyasele ya ályele kundaa nde ti: «Muluo, nswe ku aagye we, me sa nama we.»
2808140099	Yiisu ályele kundaa nde ti: «Mibagha mili a miŋma mi baakasweme, ya baŋmini ba mayulu bali a manzo, lo Mwana a mbwuru ka li a ŋa aasiili mutswi o.»
280815006c	Mukimi mu binduono bi nde ályele kundaa nde ndiri: «Mfumu, gwa me muswa me mangye yindzyighi taara a me.»
2808160059	Lo Yiisu ábvuhulu kundaa nde ti: «Nama me ya nyaã ba bákpi badzyighi bibyimi bi bo.»
2808170042	Ya Yiisu bu asomo mu bwara bu bunene, binduono bi nde bínama nde.
280818007a	Ensihibi, efulu ki enene ébwi ofulu ŋa yulu madza ma mubu. Mampo ma madza mábaana oluhu bwara. Lo Yiisu áli mu ensama.
2808190060	Binduono bígyi ŋa bele a nde, bísiili nde ya bílyele ti: «Mfumu, bvwuhu bihi! Bihi likpi!»
28081a00bb	Nde ályele kundaa bo ti: «Mu emakye be lili a nzalamweẽ? Be baara baba kana li lisala!» Mu obo, nde átemene, áfyeẽ efulu ya madza ma mubu mu ebaghala, ya edzuunu ki enene ékala.
28081b005b	Baara bákiŋimi ya bákalyele ti: «Nsa mbwuru wu, wuulu bifulu ya mubu biikagyughu nde!»
28081c00e3	Ya Yiisu bu ato mu ngulu a mubu yinke, mu nsie yi a basi Ngadara, baara buolo banga a mifulu mi mibi bápala kunsa mampyeme ya báyabwana nde. Bo báli a ebaghala ki elagha, me mu obo mbwuru ti mumõ ka ákaluru mu nzili oyo o.
28081d0094	Bo bábaana okehe bingubu ti: «Mwana a Nzaami! Nki ndagha yili ŋa kara a bihi ya we? We bu aagyi ŋa mu oyamwehẽ bihi mpara nsomo matala mato?»
28081e0048	Ankoho, la-la ya bo óli a mukaã a bangubulu wu munene wu áakabuludza.
28081f0079	Mifulu mi mibi míbuono Yiisu ya mílyele kundaa nde ti: «Kala ti we bihi aabyi, lo gweghe bihi mu mukaã a bangubulu.»
28082000c5	Yiisu ályele kundaa mye ti: «Ligye!» Mifulu mimye mípala ya míyisomo mu bangubulu. Ya mono, mukaã a bangubulu ábwi okumunu ku nsie a munguo mu ntyini, bo báyibwa mu mubu ya bákpi mu madza.
280821009f	Bankyele ba bangubulu básuru a ntyini ya bábvughuru kunsa bvulu, ya bályele mandagha mwohono mamõ bu máluru, ya mi óbwana a baara banga a mifulu mi mibi.
2808220075	Mu obo, baara ba bvulu lwohono bápala mu oyibwana Yiisu, ya bu bamono nde, bábuono nde amara mu etsulu e nsie e bo.
2809010053	Yiisu bu asomo mu bwara bu bunene, ápala mubu ya ágyene ku bvulu lili ndaa ndeme.
28090200bd	Baara báyabiri mbwuru wu ókpi binama kundaa nde wu bálaha ŋa yulu a laba. Yiisu bu amono kana li bo, ályele kundaa nde ti: «Kala a bukyini mwana a me! Masumu ma we basi mo kolokolo.»
2809030066	Ankoho, ndaama a baluo-mikyene bákatsimi kunsa mikolo mi bo ti: «Mbwuru wu li mu okatsaala Nzaami!»
2809040063	Yiisu bu abaghala bitsimi bi bo, ályele ti: «Mu emakye be lili a bitsimi bi bibi mu mikolo mi be?
2809050076	Nsa ndagha yibvulu oleŋe? Olyele ti: “Masumu ma we basi mo kolokolo”, bwunu we olyele ti: “Temene ya dzyara”?
28090600c9	Mu kuulu be ligyahaba ti Mwana a mbwuru li a litumu lii osa masumu kolokolo ŋa yulu a nsie.» Mu obo nde ályele kundaa mbwuru wu ókpi binama ti: «Temene, gwolo laba li we ya bvughuru ku nzo a we.»
2809070029	Baghala átemene ya ágyene ku nzo a nde.
2809080076	Mampwumu ma baara bu mamono obo, mábagha nzalamweẽ, ya mábwi osyighi Nzaami wu aagwi kundaa baara litumu lili obo.
28090900c9	Yiisu ámara oŋo ágyene. Nde bu ákagye, ámono baghala mumõ, nkwumu a nde Matye, wu áabwi nsini ŋa ebini ki baakatolo mpagha. Nde ályele kundaa nde ti: «Nama me!» Matye átemene ya ánama nde.
28090a0078	Yiisu bu ákadza mu nzo a Matye, mintolo-mpagha milagha ya banga-a-masumu bágyi mu odza emõ ya nde ya binduono bi nde.
28090b008c	Ba-Faridzyẽ bu bamono obo, bályele kundaa binduono bi nde ti: «Mu emakye Muluo a be ali mu okadza ya mintolo-mpagha ya banga-a-masumu?»
28090c0074	Yiisu bu agyughu obo, ályele ti: «Ka oli baara baba nsiili bali a nzala a ngaa-libughu o, lo babo ba bali babyele.
28090d00b8	Ligye ligyighi ndagha yi: “Mukolo wu a nyiĩ me ndzyi, lo ka otsughu me banyama mu mikaba o”. Mu kuulu, me ka aangyi mu ota baara baba bunsumu mbili o, lo mu babo banga-a-masumu.»
28090e00ac	Binduono bi Dzã bígyene kundaa Yiisu ya bífwulu nde ndiri: «Mu emakye bihi ya ba-Faridzyẽ liikakuru nswele mu bala, lo binduono bi we ka biikakuru nswele mu bala o?»
28090f00e0	Yiisu ábvuhulu kundaa bo ti: «Bandughu ba wu aakye bakughu okala kunsa nyiĩ mu matala maala wu aakye li nkini ya bo? Lo bitsughu sa bigya biili sa bamaha wu aakye ŋa kara li bo, me oŋo bo akala baakuru nswele mu bala.»
2809100094	«Ka oli a mbwuru wu kughu olo epighi mu enkuru ki ekulu mu mupa wu munyaghara o. Kala pele mupa munde wu baabwehe sa akaghala enkuru ekye ku oluru.
2809110121	Ka baakaloŋono si bviini li linyaghara mu manduru ma makulu mama mu bibaana bi banyama o, kala pele manduru sa makagha, bviini litsaŋama ya manduru mapfighili. Lo bviini li linyaghara okaloŋono mu manduru ma manyaghara mama mu bibaana bi banyama, me obo bakughu okele bye binsa byele.»
28091200fc	Ŋaala Yiisu nkini áli mu okalyele bo mandagha mamo, mu-Dzwife mumõ wu áali mfumu áyabehene, ákunu mabuo ŋa nsie ŋa nkulu a nde, ya ályele kundaa nde ti: «Mwana a me wu mukaha maakpa, lo ya naã kwogho ŋa yulu a nde, ya nde sa akala mweẽ».
2809130032	Yiisu ya binduono bi nde bu batemene, bánama nde.
2809140076	Mukaha mutsyini wu ókabulupala makili mu bamvulu kwumu ya buolo ágyi ku mbihi a Yiisu ya ábyeme nto a enkuru e nde.
2809150068	Mu kuulu nde ákatsimi kunsa mukolo a nde ti: «Kala me mbagha bu obyeme enkuru e nde, me sa mbvwughu.»
28091600ac	Lo, Yiisu bu akaghala, ámono mukaha munde, ya ályele kundaa nde ti: «Kala a bukyini, mwana a me! Kana li we liibvwuhu we.» Ya mu matala maana mamo, mukaha ásaabvwughu.
2809170083	Yiisu bu ayato ku nzo a mfumu munde, ámono ba baakafulu bilue bi bifaana ti biwebe-a-webe ya mpwumu a baara yi áakalili mu mpini.
280918007c	Nde ályele kundaa bo ti: «Lipala ku mbala be bwohono, mutughu ka aakpi o, nde ensama aagyoŋomo.» Lo bo bábwi osebe nde.
2809190068	Mpwumu a baara bu yipala ku mbala, Yiisu ásomo mu nzo, ákwara kwogho ki mutughu, ya mutughu ásighili.
28091a002a	Nsia yítsaŋama mu etsulu e nsie kyehene.
28091b008f	Mu matala ma ómara Yiisu ŋa ebini ekye, binkpa-mihi byele bíbwi onama nde ya bíkabulukehe bingubu ti: «Mwana a Dabvide, mono bihi nyiĩ!»
28091c00b1	Yiisu bu ato ku nzo, binkpa-mihi bíyasele ŋa bele a nde, nde áfwulu kundaa bo ti: «Be lili a kana ti me nkughu ogyighili obo?» Bo bábvuhulu kundaa nde ti: «Eẽ, Mfumu!»
28091d0075	Obo me buulu, nde ábyeme mihi mi bo ya ályele kundaa bo ndiri: «Nyaã okala kundaa be bwunu a bu oli kana li be.»
28091e0090	Mihi mi bo mímono. Ŋa nseele, mu ebaghala, Yiisu ályele kundaa bo ti: «Liyighili ogyughu, kparaa, mbwuru si mumõ anyaã osoolo ndagha yi!»
28091f003e	Lo bo bu bapala, báyitsala nde nsia mu etsulu e nsie kyehene.
2809200058	Mu matala ma ópala binkpa-mihi, báyabiri nkini wu áali a mufulu wu mubi kundaa Yiisu.
280921009a	Yiisu bu abyi mufulu wu mubi munde, nkini ábaana obili. Mampwumu ma baara mákiŋimi ya mályele ndiri: «Bihi nkini límaamono yi a bu mu Isarayele o!»
280922006b	Lo ba-Faridzyẽ bákalyele ti: «Mu mpaana a mukwuru a mifulu mi mibi nde ali mu okapaha mifulu mi mibi.»
28092300bb	Yiisu ákabulugye mu mabvulu ya mala mwohono. Nde ákabululuo mu manzo ma lisamana, ákabulutsala Nsia yi Mbwe yi a Emfumu ki Mayulu, ya ákabuludzuhu mabyele mwohono ya bipfwumu byehene.
28092400a6	Yiisu bu amono mampwumu ma baara, nde ámono mo nyiĩ kunsa mukolo, mu kuulu mo máli makolo, ya ka máli a bukyini o, ti anga bindoomo bi bigwene a munkaala bibuolo.
2809250068	Mu obo Yiisu ályele kundaa binduono bi nde ti: «Bi-otolo bilagha mu nseghe, lo ba baatolo bali basala.
280926005a	Mu obo, libuono mfumu nga-a-nseghe agweghe basala ba balagha ba baatolo mu nseghe a nde.»
280a01008e	Yiisu bu ati binduono bi nde kwumu ya byele mbili, nde ágwi bo litumu lili obyi mifulu mi mibi ya odzuhu mabyele mwohono ya bipfwumu byehene.
280a02007d	Ma me mankwumu ma bantumu kwumu ya buolo: Wu a nsomo Simõ ya Andere mbwee a nde, Dzake ya Dzã mbwee a nde, baana ba Nzebede
280a030050	Filipe ya Baretelemi, Toma ya Matye muntolo-mpagha, Dzake mwana a Alafe ya Tade,
280a04003d	Simõ mu-Nzelote ya Yuda Isikaryote, munde wu átyeghe Yiisu.
280a0500a8	Ba me baara kwumu ya buolo ba ógweghe Yiisu ya ba ályele nde ti: «Ka ligye kundaa baara baala ka bali ba-Dzwife o, ya ka lisomo mu bvulu si limõ lili basi Samari o.
280a06003a	Lo ligye ku oli bindoomo bi nzo a Isarayele bi bídzimini.
280a070059	Bu lili mu okabulugye, likabululuo ya okabululyele ti: “Emfumu ki Mayulu eeyabehene!”
280a08009c	Lidzuhu babyele, lisiili ba bákpi mu lipfu, litsehebe banga-a-buala, libyi mifulu mi mibi. Be liibagha kuu ogwene ogwa nzi, ligwa si kuu ogwene oluomo nzi.
280a09004e	Ka ligwolo si oore o, ngu okala ngele, ngu okala nzi mu miswele mi bala mi be,
280a0a008c	ngu okala empogholo, ngu okala binkuru byele bi bila, ngu okala bikoghoro, ngu okala mukaana. Mu kuulu musala faana obagha bi-odza bi nde.»
280a0b0098	«Ŋa liisomo be mu bvulu bwunu we mu bula, lifwulu kala ti oli a mbwuru wu a kughu mu ogyagha be, ya likala mu nzo a nde tee matala ma liimara be oŋo.
280a0c0031	Ŋa liisomo be munsa nzo a baara, ligwa bo mboro.
280a0d0094	Kala ti nzo oyo yili yi a kughu, lo nyaã edzuunu e be ekala mu yo. Lo kala ti yo ka yili yi a kughu o, lo nyaã edzuunu e be ebvughuru kundaa beme.
280a0e0091	Nswe munde wu agwene ogyagha be ya wu agwene ogyughu mandagha ma be, lipala munsa nzo oyo, bwunu we bvulu lilo, likubulu lifufunu li myili mi be.
280a0f008f	Mu engaŋma me ndyele kundaa be ti: Mu etsughu kii Muyala, baara ba bvulu lilo sa babagha masyeme ma mabvulu mama baara ba Sodome ya Ngomore.»
280a100083	«Ligyughu, me ngweghe be ti bindoomo ŋa kara li bango. Likala yeelee ti bantaala, ya likala a mikolo mi mitsyeme ti anga mabeeme.
280a110083	Lisa mayele mu baara, mu kuulu bo sa batyeghe be ku mambala ma miyala ya bo sa bakaha be nswa-nswa munsa manzo ma bo mama lisamana.
280a1200aa	Sa babiri be ŋa nkulu a bamfumu ba bitsulu bi mansie ya mikogho, mu nkooro a me, me oŋo be liikala bumpughulu bu me ŋa nkulu a bo, ya kundaa baala ka bali ba-Dzwife o.
280a130099	Ŋa akala baatyeghe be, ka likala a nzalamweẽ o ti bunu liibili bwunu we mayo liilyele, mu kuulu mu matala mamo, sa bagwa be mandagha ma akala liibili.
280a140041	Ka be akala liibili o, lo Mufulu a Taara a be akala aabili mu be.
280a1500a5	Mwana a taara sa atyeghe mwana a taara mu lipfu, ya taara sa atyeghe mwana a nde. Baana sa bakala mitaara mi bataara ya bangughu ba bo, ya sa batumu baara badzwa bo.
280a16006b	Baara bwohono sa babele be mu nkooro a nkwumu a me. Lo munde wu aasa mukama tee ku masini, nde sa abvwughu.
280a1700d0	Mu matala ma akala baamwehẽ be mpara mu bvulu limõ, libara mu bvulu li like. Mu engaŋma, me ndyele kundaa be ti, be ka limana odzeŋene mabvulu ma Isarayele mwohono o, nsomo-a-nsomo Mwana a mbwuru agya.»
280a18004a	«Enduono ka eluru muluo a kye o, ya nkana si mumõ ka luru mfumu a nde o.
280a1900a7	Ofaana okala ti enduono ekala ti muluo a kye ya nkana akala ti mfumu a nde. Kala ti bati mfumu a nzo Beledzebule, lo mayo baagwene olyele mu ba bali munsa nzo a nde?»
280a1a0064	«Mu obo ka libara bo o! Mandagha mwohono ma másweme sa mamoŋono, mansweghe mwohono sa basoolo mo.
280a1b00a6	Mandagha ma aandyele me be kunsa mpyibi, be lilyele mo mu mwiĩ wu ebala. Mandagha ma liikagyughu be mu mamfwunu, be lita mo mukwughu ku yulu a see li nzo lili eyala.
280a1c0094	Ka likabara baara ba baakadzwa nyuru o, lo ka bakughu odzwa muwumunu o. Lo liikabara munde wuulu kughu odzihibi muwumunu ya nyuru ku mungele a mbaa.
280a1d0084	Ka baakatyeghe binswini-a-nswini byele mu mupara mumõ. Lo emõ mu bye ka ekughu obwa ŋa nsie o, kala ti Taara a be ka gwi muswa o.
280a1e0041	Ya kundaa be, si okala mfu a be, Nzaami soolo mutala a yo yohono.
280a1f0058	Mu obo, ka likala a nzalamweẽ o! Be libvulu binswini-a-nswini bi bilagha mu mupfunu.»
280a200091	«Mu obo, nswe munde wu aakihi ŋa nkulu a baara ti nde li wu a me, lo mehe si sa nkihi ti nde li wu a me ŋa nkulu a Taara a me wu li ku mayulu.
280a21006f	Lo nswe munde wu aatunu me ŋa nkulu a baara, lo mehe si sa ntunu nde ŋa nkulu a Taara a me wu li ku mayulu.»
280a22005d	«Ka litsimi o ti me aayambiri edzuunu ŋa nsie. Me ka aangyi mu oyabiri edzuunu o, lo lipee.
280a23006e	Me aangyi mu okabala mumpala ya taara a nde, mutughu ya ngughu a nde, mukala a mwana ya buko bu nde wu mukaha.
280a240049	Ya mitaara mi mbwuru, sa mikala baara ba bali ya nde munsa nzo a ndeme».
280a2500cf	«Nswe munde wu dzyi taara a nde, bwunu we ngughu a nde ku obvulu me, nde ka faana mu okala wu a me o. Nswe munde wu dzyi mwana a nde wu baghala bwunu we wu mukaha ku obvulu me, nde ka faana okala wu a me o.
280a260050	Nswe munde wu aagwene obiri kuruwa li nde ya onama me, ka faana okala wu a me o.
280a270074	Munde wu aakele laama li nde, sa apfihili lo, ya munde wu aapfihili laama li nde mu nkooro a me, sa afiribagha lo.»
280a280069	«Nswe munde wu aabwana a be, lo meme nde abwana, ya munde wu aabwana a me bwana a munde wu áagweghe me.
280a2900d7	Nswe munde wu aabwana a mubighili mu kuulu nde li mubighili, sa abagha mufuru wu baakagwa mubighili. Ya nswe munde wu aabwana a mbwuru wu li nsumu mu kuulu nde li nsumu, nde sa abagha mufuru wu a mbwuru wu li nsumu.
280a2a00ad	Nswe munde wu aagwa si ebaha ki madza mama mudzili kundaa mumõ mu bike-bike bi mu kuulu kye eli enduono e me, mu engaŋma me ndyele be ti, nde ka apfihili mufuru a nde o.»
280b01008d	Yiisu bu amana ogwa mikyene mimye kundaa binduono bi nde kwumu ya byele, nde ámara oŋo, áyiluo ya áyitsala nsia yi mbwe mu mabvulu ma bo.
