010000000b	Ittẹwọr
01060500a7	Ọvaar Ibinọkpaabyi ore bi, itzama s'anọngẹya ikk'ibara kpọng-kpọng m'ọyagbin, ttara bi, achibhi p'anọngẹya biphyir an-ade epyibha, k'ogbe kpenamkpen.
010606006e	Wa Ibinọkpaabyi for sẹ isẹ-ẹ nkwo, ettem ebire ẹmmẹ-ẹ, k'anọngẹya p'ọkk'ọsa m'ọyagbin.
0106070115	Mẹ wọ osi, on-oben for sẹ bi, “Kaam ńdimi anọngẹya biphyir pa nkk'nsa, manda wani m'ọyagbin kórik. Kaam mbiri ńdimi nden biphyir, ọmaana ọnọhn f'ẹrọng biphyir, ọmaana ekpo py'ereng k'irerek biphyir. For saam isi-m nkwo bi, kaam nkk'pyẹ nyokha.”
0106080048	Yina, iwa Noa ọtzọk ọphyaam k'itzitzikha s'Ọvaar Ibinọkpaabyi.
01060900a7	Ma wọ ode odem kw'okhuri Noa. Wa Noa ode ọnọng kw'otzor-otzor, oponga-pyibha kobiro ọkhaama mach'anọng p'ogbe kwẹ. Kẹ wa ọtzọni Ibinọkpaabyi abẹ.
01060a0049	Wa Noa obhoni ajinọng attaan p'ade Shẹm, ọmaana Ham ttara Japhẹt.
01060b0062	Wa Ibinọkpaabyi on-ore bi, ọyagbin okk'okhibhi, obiro ore bi, ọyagbin on-ofu ttara ọgbaan.
01060c0077	Ibinọkpaabyi ore odem kw'ọyagbin okk'okhibhi opyiri, da anọngẹya biphyir k'ọyagbin akk'akpen pa bẹ akhibhi.
01060d00e2	Mẹ wọ osi, Ibinọkpaabyi oben Noa bi, “Kaam nkk'ochibhi nsa bi, ńdimi anọngẹya biphyir, da ọyagbin on-ofu ttara ọgbaan, okhuri ọnọngẹya. Kker e, kaam ńdimi anọngẹya odimi biphyir ttara ọyagbin nwa.
01060e00fc	Kọ Noa, tzima agbaakhakpa p'echi ch'ẹgaang-ọgaangi, amun ọkpaar kw'ideden anang for sọ. Si mmanggọ k'ọkpaar nwa ẹtzaanga, atzima ẹbaanttim akpa aphaangi pẹ k'iyaan, ọmaana k'ẹtzaanga, ifha asi aningi k'ọkpaar ẹtzaanga adimi.
01060f00d3	Manda wọ kw'arenga amun ọkpaar nwa. Adum pẹ áde ndọkhi ẹnọhna obhiri arọbh afa obhiri jobh, ẹ̀kpá chẹ éde ndọkhi arọbh attaan obhiri chi, ebe chẹ éde ndọkhi arọbh afa obhiri nzen.
0106100118	Si ittakhọhnga abubh-ẹ, ttẹwọr k'amma-kpabem pyiri k'ittakhọhnga, ahok ọphaangi kw'óde ẹtzọkhi k'obungi ọmaana igbokha makhọra. Si ọmma k'ẹbhabhaanga ch'okhubha wani kw'ọkpaar nwa, asi nyọng nttaan, dani k'irekh-irek, dani m'ottem, ndongo k'ẹrọng.
0106110093	Kaam ńdọhm asi p'áchi ọttọhk kpenamkpen m'ọyagbin, ọttọhk kpenamkpen f'orukhi akpen. Ọttọhk kpenamkpen m'ọyagbin óbiro ópope.
01061200a4	Onode kọ, kaam ńsi echekhi chaam nnang kọ ọmaana va pọ, ttara kwanọng kwọ, ọmaana panọng pa va pọ, bọng biphyir adim k'ọkpaar nwa ẹtzaanga.
01061300af	Kọ átzọkha adem afa-afa p'ọttọhk kpenamkpen f'orukhi akpen, ojinọng ọmaana kwanọng, adim k'ọkpaar nwa ẹtzaanga, ifha pyẹ eruk akpen ttara kọ k'ọkpaar.
010614008e	Adem afa-afa p'ọnọhn kpenamkpen, ọmaana pa nden kpenamkpen, ttara p'ọttọhk kpenamkpen f'oreng k'irerek, ékwu ifha ahok pyẹ akpen.
0106150090	Kọ tzobha ọttọhk kpenamkpen f'ode ọchattọhk ọnang bọng, f'obiro ode ọchattọhk ọnang nden nnonggo biphyir, aye k'ọkpaar.”
010616003b	Noa osi odik kpenamkpen mach'Ibinọkpaabyi ọtzọhn-ẹ.
01070100bb	Mẹ wọ osi, Ọvaar Ibinọkpaabyi oben Noa bi, “Kọ tzima ẹhọhmmọr chọ adim k'ọkpaar, okhuri bi, kaam nkk'nna bi, kọ wọ ade ọnọng kw'otzor-otzor m'ọgbọ nwa e.
01070200fe	K'ottem kwa nden sa mbaan bi, anọng atzima afọhni ẹja, k'adem kpenamkpen pabẹ, tọkha mfa-mfa, k'obe ozenamfa, odim ọmaana kwa, ayikha k'ọkpaar nwa. Onode nden sa nni k'ẹjafọhni mbaan, k'adem kpenamkpen pabẹ, tọkha odim ọmaana kwa,
0107030092	abira atzọkha ọnọhn ozenamfa-ozenamfa, k'adem kpenamkpen pabẹ, odim ọmaana kwa, ifha fẹ oruk akpen obiro ohok adem pabẹ m'ọyagbin.
01070400c9	K'iwu izenamfa k'itzitzikha, kaam ńsi ẹrọng etzebh m'ọyagbin, k'iwu arọbh afa ọmaana ka nnungiwu arọbh afa, ńdima chẹ ńdimi ekpo kpenamkpen pya nkk'nsa, py'erukhi akpen m'ọyagbin.”
0107050045	Iwa Noa osi odik kpenamkpen kw'Ọvaar Ibinọkpaabyi ọtzọhn-ẹ.
010706005d	Wa Noa ode ojinọng kw'ode cho ẹnọhna obhiri arọbh jobh, mada asi anwa achi ọyagbin.
0107070089	Wa Noa otzima va pẹ ttara kwanọng kwẹ ọmaana panọng pa va pẹ, bẹ adim k'ọkpaar nwa, ifha bẹ arọbh anaanga asi p'anwa.
0107080085	Nden mfa-mfa sa mbaan k'ẹjafọhni, ọmaana sa nni k'ẹjafọhni mbaan, ọmaana ọnọhn, ttara ekpo biphyir py'ereng k'irerek,
010709006a	odim ọmaana kwa, nnenga nkhebha Noa, mbiri ndim k'ọkpaar nwa, mach'Ibinọkpaabyi okk'Noa ọtzọhna.
01070a003f	Mada iwu nnuma izenamfa ikk'ikwọbha, asi anwa achi ọyagbin.
01070b00dc	K'ogbe kw'iwa Noa okk'akpen orukha opyiri cho ẹnọhna obhiri arọbh jobh, k'iwu chi obhiri ifa s'ophe kw'ottong afa, m'ewu nduma akhekhaho amaam asi haabhada k'irerek, bẹ abira akwunga amma p'asi p'ọrọngkpakpa.
01070c0053	Wa ẹrọng etzebh m'ọyagbin k'iwu arọbh afa ọmaana ka nnungiwu arọbh afa.
01070d009f	M'ewu nduma dani, Noa ọmaana va pẹ p'ade Shẹm, ọmaana Ham, ọmaana Japhẹt ttara kwanọng kwa Noa ọmaana panọng pa va pẹ, adim k'ọkpaar nwa.
01070e0120	Wa bẹ awobh k'ọkpaar nwa ttara nden s'ẹtzam biphyir, atzor k'adem pabẹ, ọmaana nden s'otzer biphyir, atzor k'adem pabẹ, ọttọhk kpenamkpen f'oreng k'irerek, otzor k'odem kwẹ, ọmaana ọnọhn biphyir atzor k'adem pabẹ, ttara ọttọhk kpenamkpen f'ọkhaam mbabaang.
01070f0052	Ekpo ẹfa-ẹfa biphyir py'erukhi akpen, ẹtza ekhebha Noa, edim k'ọkpaar nwa.
01071000d9	Wa nden sa mmindim k'ọkpaar nwa nde odim ọmaana kwa, f'ọttọhk kpenamkpen f'orukhi akpen, atzor mach'Ibinọkpaabyi okk'Noa ọtzọhna. Mẹ wọ e, Ọvaar Ibinọpkaabyi obhen ọmma okpori Noa k'ẹtzaanga.
010711007b	Asi achina ororo achi ọyagbin k'iwu arọbh afa, asi achina ororo anwa maa bẹ ayebh ọkpaar nwa anana k'asi ebir-ebir.
010712006d	Asi anwa k'ọhaabh, bẹ achina ororo afu k'ọyagbin bi pyẹrrr, ọkpaar on-obiro obhobh k'asi ebir-ebir.
0107130047	Asi anwa maa bẹ abhọri mgbegbeho si ngor-ogori biphyir m'ọyagbin.
010714004e	Asi anwa abhọri mgbegbeho maa ododong kw'asi ọyọhnga ndọkhi ẹrọbh.
01071500ab	Ọttọhk kpenamkpen f'oreng m'irerek ope, ọnọhn, ọmaana nden s'otzer, ọmaana nden s'ẹtzam ọmaana ekpo biphyir py'efu m'ọyagbin, ttara anọngẹya biphyir.
0107160048	Ọttọhk kpenamkpen k'ogbin f'oji ọwọhng kw'akpen k'ahungmma, ope.
0107170104	Mando kw'Ibinọkpaabyi odimi ekpo kpenamkpen py'erukhi akpen k'ọyagbin, anọngẹya ọmaana nden, ọmaana ekpo py'ereng k'irerek, ttara ọnọhn f'ẹrọng odimi pyẹ biphyir. Wa on-orik Noa ttara ọttọhk kpenamkpen f'owobh k'ọkpaar nwa ttar-ẹ.
010718003e	Wa asi anwa achi ọyagbin k'iwu arọbh azenamfa obhiri jobh.
01080100f2	M'ogbe nwuma kw'iwa asi akk'oyagbin acha, wa Ibinọkpaabyi Noa kọraam. Wa nden biphyir s'otzer ọmaana s'ẹtzam sa nwobh k'ọkpaar ẹtzaanga ttara Noa, kobiro ọraama. Ọn-ọtzọhm ọphapha ogwuma k'ọyagbin, kw'osi asi awọhri.
010802007e	Akhekhaho p'irerek akka, bẹ akk'amma p'asi p'ọrọngkpakpa abira akpa, ẹrọng ẹkk'ẹkwọbha otze-tzebh k'ọyagbin.
010803006a	Asi achina ororo awọhri k'ọyagbin. Okwu ottonga iwu arọbh azenamfa obhiri jobh, asi akk'an-awọhri.
0108040059	Ottong iwu chi obhiri ifa, s'aphe azenamfa, ọkpaar ọtza ottima ka mgbegbeho s'Ararat.
0108050051	Asi achina ororo awọhri maa opyiri echedenwu ch'aphe jobh, mgbegbeho ngọhkha.
010806005a	Mada iwu arọbha afa ikk'ikwọbha, Noa okwunga ọphapha-mma kw'ọkpaar kw'ọkk'ọsa.
0108070076	Ọtzọhm ẹtzọrikhukhu, ch'ekhuri echina ororo ẹkpa nnam, matzẹmaa opyiri k'ogbe kw'asi akk'akka k'ọyagbin.
0108080044	Obiro ọtzọhm igbegbaa, ifha oronga idikha asi akk'akka k'irerek.
01080900a2	Yina, wa igbegbaa ibe s'ibe mmo kire, okhuri da asi atzima awobh k'irerek. Sẹ ikhuna itzor Noa k'ọkpaar. Noa onemi ọbọhk ọbọkha sẹ, okhe k'ọkpaar.
01080a0056	Noa owobha iwu izenamfa ọdọdọk, obiro ọtzọhm igbegbaa nnuma iyin k'ọkpaar.
01080b00a2	Mada igbegbaa ikhun itzor-ẹ k'ẹchọhkha, itzima ikwongitzọhng s'oliv s'idẹkh-ọdẹkhi k'ẹmma. Mẹ wọ, Noa oronga bi, asi akk'awọhri k'ọyagbin.
01080c0058	Owobha iwu izenamfa idọdọk, obiro ọtzọhm igbegbaa. Yina, m'ogbe nwa sẹ kikhun.
01080d00bf	K'echedenwu ch'ophe kw'ocheden, ch'esi Noa cho ẹnọhna obhiri arọbh jobh obhiri wani, asi akk'akka k'ọyagbin. Noa ogbe ẹpaho ch'ọkpaar, okkeri, ore bi, irerek ikk'ittẹwọr igwu.
01080e0051	K'iwu ẹrọbh obhiri izenamfa s'ophe kw'ottong afa, irerek ikk'in-igwa biphyir.
01080f002d	Mẹ wọ osi, Ibinọkpaabyi on-oben Noa bi,
010810005e	“Tzima kwanọng kwọ, ọmaana va pọ, ọmaana panọng pa va pọ, bọng ayin k'iyaan.
01081100e5	Kọ biri tzima ọttọhk kpenamkpen f'orukhi akpen k'adem-k'adem, f'owobh ttar-ọ, ọnọhn, ọmaana nden ttara ekpo py'ereng k'irerek, ifha py'ẹhaabh k'irerek, py'ebire ẹ́maan ayok, ébire ẹ́haabh-ọhaabh k'obhik.”
010812006e	Mẹ wọ, Noa oyin k'iyaan ọmaana va pẹ p'ijinọng, ọmaana kwanọng kwẹ, ttara panọng pa va pẹ.
01081300a3	Nden biphyir, ọmaana ekpo biphyir py'ereng k'irerek, ọmaana ọnọhn biphyir, ttara ọttọhk kpenamkpen f'oreng k'irerek oyin k'ọkpaar nwa, k'adem pabẹ.
01081400fc	Mẹ wọ osi, Noa osi ijafọhnibe ọnang Ọvaar Ibinọkpaabyi, ọtzọkha etzen dani-dani k'adem pa nden sa mbaan k'ẹjafọhni, ọmaana ọnọhn f'ọbaan k'ẹjafọhni, otzima osi ẹjafọhni ch'ẹnanga ẹkwọmichẹ m'ijafọhnibe nna.
0108150147	Ọvaar Ibinọkpaabyi ọbhaang eruk damandaam ch'ẹja nda, on-oben k'ettem chẹ bi, “Kaam ikhina ọyagbin ẹmma dọk kińnang, okhuri ọnọngẹya, kaambi ode bi, ettem ch'ọnọngẹya en-efu ttara itzama ttẹwọr k'ẹvava. Yina rang ọdọk kwa kaam ndimi ekpo py'erukhi akpen biphyir, macha ndimi m'ogbe nwa.
01081600ee	Ttẹwọr madẹdẹn maa apyiri k'okpong kw'ọyagbin, ogbe kw'ekpo ọyayaabha, ọmaana ogbe kw'ipha, ogbe kw'etzetzebhi ttara iyoma, ogbe kw'ẹya ttara erungi, idik nna biphyir okpong kíkhaama, íchina ororo matzẹmaa ogbe ode.”
01090100a7	Mẹ wọ osi, Ibinọkpaabyi odo Noa ttara va pẹ, oben bẹ bi, “Bọng mon va, tte va pabọng ahaabh-ọhaabh, abira anyaami, aruk k'ibe kpenamkpen m'ọyagbin.
01090200ea	Nden s'ẹtzam biphyir, ọmaana ọnọhn f'okhuri k'ẹrọng, ttara ekpo py'ereng k'irerek biphyir, ọmaana nden s'asi biphyir, pyẹ biphyir éruk ẹkhaama ojora fabọng. Kaam nhokhi pyẹ biphyir k'irekh-irek kwọ bi, akkeri.
01090300bc	Ọttọhk kpenamkpen f'orukhi akpen obiro oreng-orenga óde ọchattọhk ọnang bọng. Mach'iwa nnangi bọng araraari, nna mbiri nnang bọng ọttọhk kpenamkpen mach'ọchattọhk.
010904006f	“Yina, ọkhaam ọttọhk f'án-achi. Kọ etzen ch'etzim ẹkhaam izi kachi, okhuri bi, izi rọ ide akpen.
01090500bc	Idikha ọnọng ofhu oyok ọnọngẹya, kaam ńnor akpen p'oyok mbọbh-ẹ. Etzen ch'efhu ọnọngẹya, ńnang chẹ ettuma. Ọnọng kw'ofhu oyok, ńnang-ẹ ettuma ch'ẹbaan-ẹ.
010906009d	Ọnọng kpenamkpen kw'ofhu oyok ọnọngẹya, mando wọ kw'ọnọng óbiro ófhu kẹ, okhuri bi, kẹ Ibinọkpaabyi osi ọnọngẹya ka ngera sẹ.
0109070060	“Bọng mon va, tte va pabọng ahaabh-ọhaabh, anyaami aruk k'ibe kpenamkpen m'ọyagbin.”
010908003b	Mẹ wọ osi, Ibinọkpaabyi oben Noa ọmaana va pẹ bi,
0109090042	“Kker e, kaam nsi echekhi nnang bọng, ttara va pa va pabọng.
01090a00cd	Echekhi nda ewobh ẹnang ọttọhk kpenamkpen f'orukhi akpen, ọmaana ọnọhn, ọmaana nden s'otzer, ttara nden s'ẹtzam, nnuma biphyir sa nyini k'ọkpaar ttara bọng, sa nnukhi akpen m'ọyagbin.
01090b0099	Kaam nsi echekhi nnang bọng bi, ogbe dọk kóde kw'asi an-abira achi ekpo py'erukhi akpen biphyir, ogbe dọk kóde kw'asi abira akhibhi ọyagbin.”
01090c00c5	Ibinọkpaabyi obiro oben bi, “Ma wọ ode ẹkhọhkha ch'Echekhi chaam, cha mmingaama ttara bọng ọmaana ekpo py'erukhi akpen biphyir, echekhi nda éwobha ẹnang igbọ s'ikwu k'ogbe ororo.
01090d0082	Kaam nkk'esididibha chaam nhokha k'eboni, ch'éde ẹkhọhkha ch'Echekhi cha kaam ngaam ttara bọng, ọmaana ọyagbin biphyir.
01090e0036	Ogbe kwa ndọhmi eboni k'ọyagbin, esididibha eyini,
01090f00a2	kaam ńjima echekhi chaam, ttara bọng ọmaana odem kpenamkpen kw'ekpo biphyir py'erukhi akpen. Ogbe dọk kode kw'asi ánwa adimi ekpo biphyir py'erukhi akpen.
01091000e9	Mẹ wọ osi, ogbe kpenamkpen kw'esididibha eyini k'eboni, ńne chẹ, mbiri ńjima echekhi nduma ch'Ibinọkpaabyi ọkhaam ọmaana ekpo biphyir py'erukhi akpen m'ọyagbin, k'adem-k'adem, py'ewobha m'ọyagbin maa ipemanitzor.”
010911009e	Mẹ wọ osi, Ibinọkpaabyi oben Noa bi, “Esididibha dọ ede ẹkhọhkha ch'Echekhi cha kaam nsi nnang ẹkpo kpenamkpen py'erukhi akpen k'ọyagbin.”
010912007d	Iwa va p'ijinọng pa Noa p'ayini k'ọkpaar nwa ade; Shẹm, ọmaana Ham, ttara Japhẹt. Ham wọ iwa ode otte kwa Kenaan.
0109130066	Iwa ofon ma va mba attaan pa Noa, ọmaana va pabẹ, anọngẹya anyaami afhu ọyagbin bi pyẹrrr.
01091400bc	Wa Noa ode ọnọng kw'ọyaabh owoni. Kẹ wọ iwa ode ocheden-nọng kw'ọttẹwọr ogbon nchi si mminwọm aduk p'agrep. Nchi nna s'agrep mminwọm aduk pa bẹ am-atzima asi atzuk.
0109150060	K'ogbe wani, wa Noa ogwo atzuk p'achiduk mbuma matzẹmaa obumma, oyima irinikhum k'ikhira sẹ.
010916005d	Mẹ wọ, Ham otte kwa Kenaan, ore irinikhum s'otte, ọtza ọgbaak abagbaanọkka k'iyaan.
01091700c6	Mẹ wọ osi, Shẹm ọmaana Japhẹt atzọkha ibara s'ideden anana ka mbabaang sabẹ, bẹ arenga nnama-nnam, akpa nnam abọra otte, abubh-ẹ irinikhum, ifha bẹ aningi irinikhum s'otte are.
0109180090	Mada Noa ọn-ọphyọbh, da atzuk akk'ẹ attoni, oronga odik kwa Ham, kw'ode nnwa kwẹ kw'ikhakhari ọkk'ọsa, ọnang-ẹ ẹmma oben bi,
0109190068	“Ẹmma ẹbọkha Kenaan! Kẹ óde obira kw'owobha k'irekh-irek kw'abira pa vọkka pẹ biphyir.”
01091a0085	Wa obiro oben bi, “Tte ẹtzọhnga ewobha ẹnang Ọvaar Ibinọkpaabyi kwa Shẹm okpobh, tte Kenaan obiro ode obira kwa Shẹm.
01091b007b	Tte Ibinọkpaabyi ọmmẹma nnem sa Japhẹt, tte Japhẹt oruk k'okhira fa Shẹm, tte Kenaan ode obira kwa Japhẹt.”
01091c0062	Mada asi p'achi ọyagbin akk'akka biphyir, Noa obiro oruk cho arọbh-chi-obhiri-afa obhiri jobh.
01091d0066	Mẹ wọ oyini bi, biphyir-phyir, wa Noa orukhi cho nnọhna mfa obhiri arọbh azenamfa obhiri jobh.
010a0100a0	Ma wọ ode odem kw'efonamma cha Noa ch'ede Shẹm, ọmaana Ham, ttara Japhẹt. Wa va mba akk'abhakhi abhon ayok, k'ogbe kw'iwa asi p'achi ọyagbin akk'akka.
010a020091	Va pa Japhẹt p'ijinọng wa bẹ ade: Goma, ọmaana Magọg, ọmaana Madai, ọmaana Javan, ọmaana Tubal, ọmaana Mẹshẹk, ttara Tiras.
010a030046	Wa va p'ijinọng pa Goma ade: Askenaz, ọmaana Riphat, ttara Togama.
010a040056	Va p'ijinọng pa Javan ade: Elisha, ọmaana Tarshish, ọmaana Kitim, ttara Dodanim.
010a0500e6	Wa va pa va p'anọng mba, bọ iwa arukhi k'araanga akhaan-ọkhaan, an-abhaangi aruk k'orerek fabẹ, ka mfonamma sabẹ, ọmaana k'ibhon k'ibhon, anọng-ọnọng agbaak ebhon chabẹ. Ma wọ iwa ode ẹnọmma cha Japhẹt.
010a060050	Va pa Ham p'ijinọng bẹ ade: Kush, ọmaana Ijip, ọmaana Put, ttara Kenaan.
010a07008b	Kush ọn-ọbhakhi obhon: Seba, ọmaana Havila, ọmaana Sabata, ọmaana Rama, ttara Sabateka. Wa va pa Rama ade: Sheba, ọmaana Dedan.
010a080058	Kush wọ iwa obiro ode otte kwa Nimrọd, kw'iwa ode okkenggitza kw'ideden k'ọyagbin.
010a0900cc	Nimrọd wa ode ọgbaajijaa kw'ideden k'itzitzikha s'Ọvaar Ibinọkpaabyi. Kwẹ kwọ osi bẹ am-aben bi, “Macha Nimrọd, kw'ode ogbaajijaa kw'ideden kw'Ibinọkpaabyi ọkk'ọwọbh ọnanga.”
010a0a009f	Ichedenmon s'iwa kẹ ọdabhi ẹvaar ide ibhon sa Babẹl, ọmaana Ẹrẹk, ọmaana Akad, ttara Kalnẹ. Ibhon nna biphyir wa s'iwobh k'okhubha kwa Shina.
010a0b006e	Ma kw'iwa on-obin ochina k'okhubha kw'Asiriya, otza osi ibhon sa Ninevẹ, ọmaana Rehobot-Ir, ọmaana Kala,
010a0c0048	ọmaana Resen, kw'owobh k'ottem kwa Ninevẹ, ttara odedenmon kwa Kala.
010a0d0055	Wa Ijip ọbhakhi obhon abaLud, ọmaana abAnam, ttara abaLehab, ọmaana abaNaphatu,
010a0e0082	ọmaana abaPatarus, ọmaana abaKasalu, ttara abaKaphatọr. AbaKasalu bọ iwa an-abira abhakhi abhon ẹkhọma cha Philistiya.
010a0f003a	Kenaan, kẹ wa ocheden obhon Sidọn, obiro obhon abaHet.
010a100055	Wa ngọma sa mfon ka Kenaan nde: abaJẹbus, ọmaana abAmọr, ọmaana abaGirgash,
010a11002d	ọmaana abaHiv ọmaana Ak, ọmaana abaSin,
010a120069	ọmaana abAvad, ọmaana abaZẹma, ttara abaHamat. Wa nnọmma nna biphyir sẹ mfon ka Kenaan, nnyaami
010a1300c1	Wa ẹkhọma cha Kenaan etzim maa epyiri Sidọn, ebir etzima ka Gẹra maa etzuma ka Gaza, ebir etzima echina ka Sodom, ọmaana Gomora, ọmaana Adama, ọmaana Zeboyim, maa apyiri ka Lasha.
010a14007f	Ma wọ iwa ode ẹnọmma cha Ham, ka mfonamma sabẹ, ọmaana ka mmon sabẹ, ọmaana k'orerek fabẹ ttara k'ibhon sabẹ.
010a15005c	Shẹm, kw'iwa Japhẹt otzori nnam, wa obhoni Ẹbẹr, ttara va p'Ẹbẹr obhoni biphyir.
010a160070	Wa Shẹm obiro obhon va adọdọk p'ade: Ẹlam, ọmaana Ashur, ọmaana Arphaksad, ọmaana Lud, ttara Aram.
010a17004f	Wa va p'Aram ọbhakhi obhon ade Uz, ọmaana Hul, ọmaana Gẹta, ttara Mash.
010a18003b	Arphaksad obhon Shẹla, kw'obiro ọbhakhi obhon Ẹbẹr.
010a1900df	Ẹbẹr, wa obhoni va p'ijinọng afa: Ocheden okpen Pẹlẹg, kw'oyini, ẹbhaangi. K'ogbe kwẹ wọ kw'iwa anọng abhaangi k'ọyagbin, bẹ anyaami aruk k'ibe kpenamkpen; ọgbaanọkka kwa Pẹlẹg okpena Jọktan.
010a1a0058	Jọktan wa obhoni Almodad, ọmaana Shẹlẹph, ọmaana Hazamavẹt, ọmaana Jẹra,
010a1b0031	ọmaana Hadoram, ọmaana Uzal, ọmaana Dikala,
010a1c0035	ọmaana Ọbal, ọmaana Abimayẹl, ọmaana Sheba,
010a1d005d	ọmaana Ophir, ọmaana Havila, ttara Jobab. Anọng mba biphyir wa bẹ ade va pa Jọktan.
010a1e0088	Wa ẹkhọma ch'anọng mba arukhi ẹttẹwọr ka Mẹsha maa achina ka Sẹphar, ka mgbegbeho sa nwobh k'okhubha kw'ewuchen em-eyin.
010a1f0082	Ma wọ iwa ode ẹnọmma cha Shẹm ka mfonamma sabẹ, ọmaana ka mmon sabẹ, ọmaana k'orerek fabẹ, ttara k'ibhon sabẹ.
010a2000b6	Ma wọ iwa ode mfonamma sa va pa Noa, atzor ka va pa va k'idibhon sabẹ. Wa ofon k'anọng mba, idibhon s'ọyagbin biphyir in-inyaami, k'ogbe kw'asi p'iwa achi ọyagbin akk'akka.
010b010052	Iwa anọng m'ọyagbin biphyir akhaam ebhon dani, bẹ am-abira agbaak odik wani.
010b02008d	Mada anọng areng achina k'okhubha kw'ewuchen em-eyin, bẹ akwu are ẹttẹri dani k'okhubha kwa Shina, bẹ atzima mẹ asi oruk kwabẹ.
010b030139	Mẹ wọ ofon, bẹ an-aben ayok bi, “Bọng kwu ifha mọbanga idọdọhbh k'apyi, mọyaan sẹ maa, sẹ igwu igaangi bi kpọkhọdọ.” Mẹ wọ ofon, bẹ abanga adọdọhbh-pyi atzima atzera atza p'ihọhm, bẹ atzima ana p'abang-ọbanga abira pyi bi kaang, atzima atzera idọdọhbh idukhasẹ.
010b0400d1	Mẹ wọ osi, bẹ aben bi, “Bọng kwu mosi odedenmon ttara ẹnyọhng ch'egori bi kotoong maa, epyiri k'ọrọngkpakpa, ifha mosi che ọnang for sa man. Oni mando ode, mọraam-ọraami m'ọyagbin.”
010b050081	Mẹ wọ ofon, Ọvaar Ibinọkpaabyi ọhakha okwu ore obhon nwa, ọmaana ẹnyọhng gorang-gor cha va p'anọngẹya am-asi.
010b0600ed	Ọvaar Ibinọkpaabyi, oben bi, “Ojemi da bẹ atzima ade anọng p'ẹkhọma dani, p'agbaakhi ebhon dani, bẹ attẹwọr afha asi ọttọhk-dema mva, kw'oyini bi, ọttọhk fa bẹ ákham bi bẹ asi, fa bẹ án-afha asi kóde.
010b07005c	Bọng kwu mọhakha, mọtza ọdama ebhon chabẹ, ifha bẹ aningi ayok dọk abhaang.”
010b080088	Mẹ wọ osi, Ọvaar Ibinọkpaabyi osi anọng mba araami k'ibe kpenamkpen m'ọyagbin, obiro ọkwọbha bẹ odedenmon nwuma osisi.
010b0900e4	Kwẹ kwọ osi bẹ ayeri ibe nnuma Babẹl, okhuri bi, m'ibe nna rọ s'iwa Ọvaar Ibinọkpaabyi ọdam ebhon ch'ọyagbin biphyir. Ttẹwọr mẹ wọ kw'Ọvaar Ibinọkpaabyi opfuri bẹ, bẹ araami makhọra ọyagbin.
010b0a0097	Ma wọ ode ẹnọmma cha Shẹm. Wa cho afa akk'akwọbha kw'asi achi ọyagbin, k'ogbe kwa Shẹm on-ode cho arọbh azen, mẹ kw'obhoni Arphaksad.
010b0b0087	Mada okk'Arphaksad obhona, wa Shẹm obiro oruk cho ẹnọhna obhiri arọbh azen, obiro obhon ajinọng ọmaana panọng adọdọk.
010b0c0042	Mada Arphaksad okk'cho ẹrọbh obhiri chi orukha, obhon Shẹla.
010b0d0082	Mada okk'Shẹla obhona, wa Arphaksad obiro oruk cho ẹnọhna obhiri attaan, obiro obhon ajinọng ọmaana panọng adọdọk.
010b0e0045	Mada Shẹla okk'cho ẹrọbh obhiri jobh orukha, wa obhon Ẹbẹr.
010b0f0081	Mada okk'Ẹbẹr obhona, wa Shẹla obiro oruk cho ẹnọhna obhiri attaan, obiro obhon ajinọng ọmaana panọng adọdọk.
010b100051	Mada Ẹbẹr okk'cho ẹrọbh obhiri ọhawani-kwa-chi orukha, obhon Pẹlẹg.
010b110092	Mada okk'Pẹlẹg obhona, wa Ẹbẹr obiro oruk cho ẹnọhna obhiri ẹrọbh obhiri jobh, obiro obhon ajinọng ọmaana panọng adọdọk.
010b120040	Mada Pẹlẹg okk'cho ẹrọbh obhiri jobh orukha, obhon Rewu.
010b130084	Mada okk'Rewu obhona, wa Pẹlẹg obiro oruk cho arọbh jobh obhiri ọhawani, obiro obhon ajinọng ọmaana panọng adọdọk.
010b140047	Mada Rewu okk'cho ẹrọbh obhiri jobh obhiri afa orukha, obhon Serug.
010b15007f	Mada okk'Serug obhona, wa Rewu obiro oruk cho arọbh jobh obhiri azenamfa, obiro obhon ajinọng ọmaana panọng adọdọk.
010b16003f	Mada Serug okk'cho ẹrọbh obhiri jobh orukha, obhon Nahọr.
010b170072	Mada okk'Nahọr obhona, wa Serug obiro oruk cho arọbh jobh, obiro obhon ajinọng ọmaana panọng adọdọk.
010b180045	Mada Nahọr okk'cho ẹrọbh obhiri ọhawani orukha, obhon Tẹra.
010b190091	Mada okk'Tẹra obhona, wa Nahọr obiro oruk cho arọbh azen obhiri ọhawani-kw'ẹrọbh, obiro obhon ajinọng ọmaana panọng adọdọk.
010b1a0061	Mada Tẹra okk'cho arọbh attaan obhiri jobh orukha, obhon Abram, ọmaana Nahọr ttara Haran.
010b1b006e	Ma wọ ode ẹnọmma cha Tẹra. Tẹra obhoni Abram, ọmaana Nahọr ttara Haran. Haran obiro obhon Lọt.
