130000000a	Sálmarnir
1315080046	Drottinn, hönd þín mun ná öllum óvinum þínum og hatursmönnum.
131509004c	Þegar þú stígur fram eyðast þeir í eldinum sem út frá þér gengur.
13150a002e	Drottinn mun afmá þá og afkomendur þeirra.
13150b0047	Samsæri hafa þeir gert gegn þér Drottinn, en það mun ekki takast.
13150c0044	Þegar þeir sjá boga þinn spenntan, flýja þeir sem fætur toga.
13150d0074	Drottinn, þinn er mátturinn og dýrðin! Heyr þú lofgjörð okkar! Um máttarverk þín syngjum við og kveðum!
1316010089	Guð minn, Guð minn, hví hefur þú yfirgefið mig? Hví ert þú þögull og hjálpar ekki þegar ég hrópa til þín í neyð minni?
131602003d	Daga og nætur græt ég og ákalla þig, en fæ ekkert svar!
1316030058	– En samt ert þú hinn heilagi og lofsöngvar Ísraels óma umhverfis hásæti þitt.
1316040030	Feðurnir treystu þér og þú frelsaðir þá.
131605008a	Þú heyrðir er þeir hrópuðu til þín, brást við og bjargaðir þeim. Vonir þeirra brugðust ekki þegar þeir leituðu til þín.
1316060068	En ég er maðkur en ekki maður! Hræddur og fyrirlitinn af minni eigin þjóð – já öllum mönnum.
131607003b	Þeir sem sjá mig hrista höfuðið og senda mér tóninn.
13160800cc	„Er þetta sá sem treysti Drottni fyrir málum sínum?“ segja þeir og hlæja. „Sá sem taldi sig öruggan um velþóknun Guðs? Því trúum við ekki fyrr en við sjáum Drottin hjálpa honum.“
13160900a6	Drottinn, oft hefur þú hjálpað mér. Móðir mín fæddi mig heilbrigðan í heiminn og þar varst þú til staðar og gættir mín, eins og öll mín bernskuár.
13160a005b	Frá fæðingu hef ég átt allt undir þér. Þú varst minn Guð allt frá fyrstu stundu.
13160b005e	Yfirgef mig ekki nú, nei ekki núna á neyðarstundu þegar enginn getur hjálpað nema þú!
13160c0043	Ég er umkringdur illmennum. Þeir líkjast sterkum basan – uxum.
13160d005b	Þeir æða að mér með opinn skoltinn, eins og öskrandi ljón sem ræðst á bráðina.
13160e0074	Þrek mitt fjaraði út, rann út í sandinn og bein mín gliðnuðu sundur. Hjartað er bráðnað í brjósti mér
13160f0055	og tungan þurr eins og brenndur leir. Þú lætur mig horfast í augu við dauðann.
131610007f	Hópur illvirkja hefur umkringt mig. Eins og hundar slá þeir hring um mig. Hendur mínar og fætur hafa þeir gegnumstungið.
131611004e	Ég get talið öll mín bein. Þeir stara á mig og senda mér háðsglósur.
131612004d	Þeir skipta á milli sín klæðum mínum og varpa hlutkesti um kyrtil minn.
1316130052	Ó, Drottinn, vertu ekki fjarri! Drottinn, styrkur minn, skunda mér til hjálpar!
1316140047	Bjargaðu mér frá dauða, frá því að falla fyrir hendi kúgarans.
131615003b	Frelsaðu mig úr gini þessara varga, undan hornum uxanna!
1316160068	Ég vil lofa þig meðal bræðra minna, standa upp í söfnuðinum og vitna um þín undursamlegu verk.
1316170082	Ég segi: „Lofið Drottin, allir þið sem óttist hann, hver og einn ykkar heiðri hann og tigni. Allur Ísrael lofsyngi honum,
131618008a	því að hann hefur ekki fyrirlitið ákall mitt um hjálp, ekki snúið við mér baki í eymd minni. Hann heyrði hróp mitt og kom!“
1316190090	Ég vil rísa á fætur og vegsama þig fyrir augum þjóðar minnar. Heit mín vil ég efna í áheyrn allra þeirra sem elska þig og heiðra.
13161a0093	Fátæklingurinn mun eta sig saddan og allir þeir sem leita Drottins munu finna hann og vegsama nafn hans. Hjörtu þeirra munu fagna að eilífu.
13161b0067	Öll jörðin mun sjá það og snúa sér til Drottins, og fólk af öllum þjóðum mun vegsama hann.
13161c0035	Því að Drottinn er konungur yfir öllum þjóðum.
13161d0048	Jafnt háir sem lágir, allir dauðlegir menn, lúti honum og lofi hann.
13161e0065	Og börnin okkar, – einnig þau munu þjóna honum því þau hafa heyrt vitnisburð okkar um hann.
13161f0045	Ófæddar kynslóðir munu heyra um máttarverk hans okkar á meðal.
1317010030	Drottinn er minn hirðir, mig mun ekkert skorta.
1317020052	Hann lætur mig hvílast á grænum grundum og njóta næðis hjá lygnum vötnum.
1317030066	Hann hressir mig og styrkir og leiðir mig réttan veg. Hann hjálpar mér, nafni sínu til vegsemdar.
1317040073	Og jafnvel þótt ég fari um dimman dal, óttast ég ekkert illt, því að þú ert hjá mér og hughreystir mig!
13170500b1	Já, og þú heldur mér veislu frammi fyrir fjendum mínum og þeir geta ekkert við því gert! Þú smyrð höfuð mitt með blessun og annast ríkulega allar mínar þarfir.
131706006f	Gæska þín og velþóknun fylgja mér alla ævidaga mína og síðan fæ ég að búa hjá þér að eilífu!
131801005c	Jörðin er eign Drottins og allt sem á henni er, – heimurinn og þeir sem í honum búa.
131802005d	Það var hann sem safnaði vötnunum saman svo að hafið varð til og þurrlendið birtist.
1318030070	Hver fær að stíga upp á fjall Drottins og ganga inn í bústað hans? Hver fær staðist frammi fyrir honum?
1318040065	Aðeins þeir sem hafa hreint hjarta og óflekkaðar hendur, heiðarlegt fólk sem segir sannleikann.
1318050055	Þeir munu njóta gæsku Guðs, og hann, frelsari þeirra, mun lýsa þá réttláta.
1318060057	Það eru þeir sem fá að standa frammi fyrir Drottni og tilbiðja hann, Guð Jakobs.
131807003e	Opnist þið fornu dyr! Konungur dýrðarinnar vill ganga inn.
1318080057	Hver er konungur dýrðarinnar? Það er Drottinn, hinn voldugi og sterki, sigurhetjan.
131809003c	Já, opnist þið ævafornu dyr fyrir konungi dýrðarinnar!
13180a007b	Hver er þessi konungur dýrðarinnar? Drottinn, sá er ræður öllum hersveitum himnanna, hann er konungur dýrðarinnar!
131901002d	Drottinn, ég sendi bæn mína upp til þín.
131902007f	Hafnaðu mér ekki, Drottinn, því að ég treysti þér. Láttu ekki óvini mína yfirbuga mig. Láttu þá ekki vinna sigur.
1319030054	Sá sem treystir Drottni, mun ekki verða til skammar en hinir ótrúu verða það.
1319040054	Drottinn, sýndu mér þann veg sem ég á að ganga, bentu mér á réttu leiðina.
1319050067	Leiddu mig og kenndu mér því að þú ert sá eini Guð sem getur hjálpað. Á þig einan vona ég.
131906005d	Drottinn, minnstu ekki æskusynda minna. Líttu til mín miskunnaraugum og veittu mér náð.
1319070036	Minnstu mín í elsku þinni og gæsku, Drottinn minn.
131908004a	Drottinn er góður og fús að vísa þeim rétta leið, sem villst hafa.
1319090045	Hann sýnir þeim rétta leið sem leita hans með auðmjúku hjarta.
13190a0059	Þeir sem hlýða Drottni fá að ganga á hans vegum og upplifa elsku hans og trúfesti.
13190b0083	En Drottinn, hvað um syndir mínar? Æ, þær eru svo margar! Fyrirgef þú mér vegna elsku þinnar og nafni þínu til dýrðar.
13190c006f	Sá maður sem óttast Drottin – heiðrar hann og hlýðir honum – mun njóta leiðsagnar Guðs í lífinu.
13190d0034	Hann verður gæfumaður og börn hans erfa landið.
13190e006a	Drottinn sýnir trúnað og vináttu þeim sem óttast hann. Hann trúir þeim fyrir leyndarmálum sínum!
13190f005a	Ég mæni á Drottin í von um hjálp, því að hann einn getur frelsað mig frá dauða.
1319100053	Kom þú, Drottinn, og miskunna mér, því að ég er hrjáður og hjálparlaus og
1319110044	vandi minn fer stöðugt vaxandi. Ó, frelsaðu mig úr neyð minni!
1319120044	Líttu á eymd mína og sársauka og fyrirgefðu mér syndir mínar!
131913002b	Sjáðu óvini mína og hve þeir hata mig!
131914007e	Frelsaðu mig frá þessu öllu! Bjargaðu mér úr klóm þeirra! Láttu engan segja að ég hafi treyst þér án árangurs.
131915006c	Láttu hreinskilni og heiðarleika vernda mig – já vera lífverði mína! Ég reiði mig á vernd þína.
1319160036	Ó, Guð, frelsa þú Ísrael úr öllum nauðum hans.
131a01007b	Drottinn, láttu mig ná rétti mínum, því að ég hef kappkostað að halda boð þín og treyst þér af öllu hjarta.
131a020051	Rannsakaðu mig yst sem innst, Drottinn, og prófaðu viðhorf mín og einlægni.
131a030066	Afstaða mín til lífsins og allra hluta mótaðist hjá þér. Þú kenndir mér elsku og sannleika.
131a04003c	Ég forðast félagsskap hræsnara og þeirra sem tala lygi.
131a050048	Ég hef andstyggð á samkundum syndaranna og stíg ekki fæti þar inn.
131a06004e	Ég þvæ hendur mínar, gef til kynna sakleysi mitt og geng að altari þínu
131a07003c	með þakkargjörð á vörum, minnugur máttarverka þinna.
131a08004e	Drottinn, ég elska hús þitt – helgidóminn þar sem dýrð þín birtist!
131a090038	Láttu mér ekki farnast eins og syndurum og morðingjum
131a0a0040	eða þeim sem beita saklausa menn vélráðum og heimta mútur.
131a0b0074	Nei, með slíkum á ég enga samleið. Ég geng hinn beina, en bratta veg sannleikans. Miskunna mér og frelsa mig.
131a0c0053	Opinskátt og í áheyrn allra lofa ég Drottin, hann sem ver mig hrösun og falli.
131b01007b	Drottinn er ljós mitt og frelsari, hvern ætti ég að óttast? Hann er skjól mitt og vígi, og því hræðist ég ekki.
131b02004b	Þegar illmenni reyna að uppræta mig, þá hrasa þeir sjálfir og falla.
131b03007b	Þótt voldugur her umkringi mig á alla vegu, þá óttast ég ekki hót! Ég er öruggur og veit að Guð mun frelsa mig.
131b0400c9	Drottinn, þetta þrái ég mest af öllu: Að hugleiða í helgidómi þínum, og vera frammi fyrir þér alla mína ævidaga. Þar vil ég gleðjast yfir dýrð hans og fullkomnun, hún er engu lík!
131b050070	Þar verð ég öruggur á óheilladeginum – öruggur í skjóli Drottins. Hann lyftir mér upp á háan klett
131b06005e	þar sem óvinirnir ná ekki til mín. Þá mun ég færa honum fórnir og lofa hann fagnandi.
131b070053	Drottinn, heyrðu hróp mitt! Ég kalla hátt! Sendu mér miskunn þína og hjálp!
131b08008a	Drottinn, ég minnist þess sem þú sagðir: „Þú þjóð mín, kom þú og leitaðu mín.“ „Já, Drottinn! Ég kem!“ svara ég.
131b0900c2	Drottinn, hyl þig ekki fyrir mér. Hafnaðu ekki þjóni þínum í reiði. Þú varst mér skjól þegar á móti blés, yfirgefðu mig ekki. Hafnaðu mér ekki, þú Guð hjálpræðis míns.
131b0a0069	Þótt faðir minn og móðir vísuðu mér á bug, þá tækir þú mér tveim höndum og huggaðir mig.
131b0b005a	Drottinn, hvað á ég til bragðs að taka? Svaraðu mér fljótt! Óvinir umkringja mig!
131b0c0091	Láttu þá ekki ná mér, Drottinn! Láttu mig ekki falla þeim í hendur! Þeir ásaka mig að ástæðulausu og sitja á svikráðum við mig.
131b0d0079	En ég treysti því að Drottinn frelsi mig og að ég sjái hjálp hans, því að enn er von, – enn er ég á lífi!
131b0e00b2	Þú, hver sem þú ert, misstu ekki vonina! Treystu Drottni og hann mun frelsa þig! Vertu hugrakkur og djarfur og óttastu ekki. Bíddu um stund og hann mun senda þér hjálp!
131c0100ab	Ég hrópa til þín um hjálp, Drottinn, því að þú ert klettur hjálpræðis míns. Ef þú hjálpaðir ekki væri úti um mig. Framundan væri ekkert nema dauðinn.
131c020063	Drottinn, ég lyfti höndum til himins og ákalla þig um hjálp. Ó, heyr þú grátbeiðni mína!
131c03006e	Drottinn, refsaðu mér ekki ásamt illgjörðamönnunum, þeim sem sitja á svikráðum við nágranna sína.
131c040050	Refsaðu þeim eins og rétt er. Illvirki þeirra eiga skilið réttlátan dóm.
131c05009a	Þeir hugsa ekkert um Guð, sköpun hans og verk. Þess vegna mun Guð ryðja þeim úr vegi, rífa þá eins og ónýtt hús sem ekki verður endurreist.
131c060037	Lofaður sé Drottinn! Hann heyrði grátbeiðni mína!
131c0700a9	Hann er styrkur minn, skjól mitt gegn öllum árásum. Honum treysti ég og hann hjálpaði mér. Gleðin svellur í brjósti mér og brýst út í lofgjörð til hans!
131c08003b	Drottinn verndar sitt fólk og veitir konungi sínum sigur.
131c0900ad	Stattu vörð um þjóð þína, Drottinn! Vernda og blessa þitt útvalda fólk. Eins og fjárhirðir leiðir sauði sína, þá leið og vernda þjóð þína að eilífu.
131d01003c	Þið englar Drottins, lofið hann í mætti hans og dýrð!
131d020074	Lofið hann í mikilleik dýrðar hans, þeirri dýrð er stafar af nafni hans. Tilbiðjið hann í helgum skrúða.
131d030041	Raust Drottins fyllir himininn, hún kveður við eins og þruma!
131d040045	Rödd hans hljómar kröftuglega, hún hljómar af mikilleik og tign.
131d050091	Hún fellir sedrustrén til jarðar og klýfur hin hávöxnu tré í Líbanon. Raust Drottins skekur fjöllin í Líbanon og hristir Hermonfjall.
131d06002f	Hans vegna hoppa þau um eins og ungir kálfar!
131d070029	Rödd Drottins kveður við í eldingunni
131d08003d	og endurómar í eyðimörkinni sem nötrar endanna á milli.
131d0900bd	Raust Drottins skekur skógartrén, feykir burt laufi þeirra og lætur hindirnar bera fyrir tímann. Allir þeir sem standa í helgidómi hans segja: „Dýrð! Já, dýrð sé Drottni!“
131d0a0060	Flóðið mikla var ógurlegt, en Drottinn er enn meiri! Og enn birtir hann mátt sinn og kraft.
131d0b004e	Hann mun veita lýð sínum styrkleik og blessa hann með friði og velgengni.
131e01007d	Ég vil lofa þig Drottinn, því að þú hefur frelsað mig frá óvinum mínum. Þú leyfðir þeim ekki að yfirbuga mig.
131e020047	Ó, Drottinn Guð minn, ég hrópaði til þín og þú læknaðir mig.
131e030068	Þú hreifst mig burt frá barmi grafarinnar, já úr dauðans greipum, og gafst mér líf og framtíð!
131e040039	Syngið Drottni lof og þökk, þið sem á hann trúið.
131e0500c7	Reiði hans stendur stutta stund, en náð hans varir að eilífu! Hans vegna stend ég stöðugur, fastur fyrir eins og fjöllin. Gráturinn sækir að um nætur, en gleðisöngur þegar dagur rís.
131e0600dd	Þegar allt gekk mér í hag, hugsaði ég: „Svona verður það alla tíð, nú getur ekkert stöðvað mig framar! Drottinn hefur velþóknun á mér. Hans vegna stend ég stöðugur, fastur fyrir eins og fjöllin!“
131e0700a8	Þá snerir þú þér, Drottinn, burt frá mér og hélst aftur af blessun þinni. Skyndilega var kjarkur minn brostinn. Ég varð skelkaður og örvænti um minn hag.
131e08004a	Ég hrópaði til þín Drottinn. Já, svo sannarlega ákallaði ég þig!
131e0900dd	Ég sagði: „Hvers vegna vilt þú Drottinn, koma mér á kné? – leiða mig í dauðann? Þar verður lofsöngur minn til lítils gagns. Hvernig á ég þá, liðið lík, að lofa þig, og vegsama trúfesti þína?!
131e0a0053	Heyr þú ákall mitt, Drottinn! Miskunna þú mér og sendu mér hjálp þína.“
131e0b0070	Þá breytti hann grát mínum í gleðidans! Hann dró af mér sorgarklæðin og færði mig í veisluskrúða!
131e0c007b	Og þá gat ég lofsungið honum og gleymt ógnum grafarinnar! Ó, Drottinn, minn Guð, hvernig fæ ég fullþakkað þér?
131f01008a	Drottinn, þér einum treysti ég. Láttu ekki óvini mína yfirbuga mig. Bjargaðu mér, því að þú ert réttlátur í öllum hlutum.
131f02009e	Svara mér í skyndi, nú þegar ég hrópa til þín. Beygðu þig niður að mér og hlustaðu á bæn mína. Vertu mér verndarbjarg, skjól fyrir óvinum.
131f030068	Já, þú ert klettur minn og vígi, sýndu mátt þinn og gerðu nafn þitt dýrlegt og bjargaðu mér.
131f040068	Forða fæti mínum frá snörunni sem óvinir mínir hafa lagt fyrir mig. Þú einn getur frelsað mig.
131f050081	Í þínar hendur fel ég anda minn. Þú, Guð, sem stendur við öll þín orð, þú hefur bjargað mér. Þig einan lofa ég.
131f060046	Ég hata alla þá sem dýrka fánýt falsgoð en Drottni treysti ég.
131f07006f	Ég gleðst mjög, því að þú hefur miskunnað mér, þú gafst gaum að þrengingum mínum og sálarneyð.
131f08004f	Þú framseldir mig ekki óvinum mínum, heldur rýmkaðir um mig á alla vegu.
131f09002b	Ó, Drottinn, miskunna mér í neyð minni.
131f0a0038	Augu mín eru grátbólgin, heilsa mín brostin af sorg.
